AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12
470008000,4708000,47,0,8,0,Division No.  8,"3,340",7,337,11,2,"2,586",275,17,1,35,34,0,35
470009000,4709000,47,0,9,0,Division No.  9,"3,379",51,638,16,17,818,"1,505",123,3,64,68,4,72
470010000,4710000,47,0,10,0,Division No. 10,"2,786",16,278,17,7,647,"1,649",48,3,34,39,0,48
470011000,4711000,47,0,11,0,Division No. 11,"3,740",100,435,34,30,"1,261","1,464",104,11,165,73,8,55
470012000,4712000,47,0,12,0,Division No. 12,"2,672",16,398,22,23,"1,003",984,42,5,79,56,4,40
470013000,4713000,47,0,13,0,Division No. 13,"2,976",14,331,26,5,"1,299","1,152",27,1,30,48,2,41
470014000,4714000,47,0,14,0,Division No. 14,"4,120",16,540,53,9,385,"2,500",293,5,168,63,1,87
470015000,4715000,47,0,15,0,Division No. 15,"4,815",87,589,158,23,849,"2,675",121,10,111,102,4,86
470016000,4716000,47,0,16,0,Division No. 16,"3,027",23,788,30,9,361,"1,435",157,4,75,64,7,74
470017000,4717000,47,0,17,0,Division No. 17,"2,496",13,956,20,6,214,941,116,4,112,64,0,50
471000000,4700000,47,10,0,0,Agricultural Region 1A - RÇgion agricole 1A,"2,285",22,396,13,2,"1,006",668,39,2,68,36,0,33
471001001,4701001,47,10,1,1,Argyle No. 1,123,1,38,0,0,32,47,1,0,1,0,0,3
471001006,4701006,47,10,1,6,Mount Pleasant No. 2,154,1,30,2,0,54,41,6,0,13,5,0,2
471001011,4701011,47,10,1,11,Enniskillen No. 3,166,3,33,0,0,58,56,2,0,9,4,0,1
471001016,4701016,47,10,1,16,Coalfields No. 4,124,0,21,0,0,65,25,3,1,4,2,0,3
471001022,4701022,47,10,1,22,Estevan No. 5,182,3,28,0,0,107,23,8,0,6,4,0,3
471001027,4701027,47,10,1,27,Benson No. 35,158,0,8,0,0,123,24,2,1,0,0,0,0
471001031,4701031,47,10,1,31,Browning No. 34,184,6,13,0,0,84,75,2,0,2,1,0,1
471001036,4701036,47,10,1,36,Moose Creek No. 33,151,1,31,0,0,44,65,1,0,5,0,0,4
471001039,4701039,47,10,1,39,Reciprocity No. 32,157,0,21,2,0,82,40,5,0,2,3,0,2
471001043,4701043,47,10,1,43,Storthoaks No. 31,116,0,14,0,0,47,45,1,0,3,2,0,4
471001047,4701047,47,10,1,47,Antler No. 61,178,0,21,2,2,68,76,1,0,1,6,0,1
471001053,4701053,47,10,1,53,Moose Mountain No. 63,187,4,53,4,0,50,53,2,0,15,4,0,2
471001058,4701058,47,10,1,58,Brock No. 64,123,2,50,0,0,22,36,4,0,4,3,0,2
471001063,4701063,47,10,1,63,Tecumseh No. 65,161,1,27,0,0,68,57,1,0,1,2,0,4
471002001,4702001,47,10,2,1,Cambria No. 6,121,0,8,3,0,102,5,0,0,2,0,0,1
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,208",22,612,10,5,451,891,49,1,78,43,0,46
471101069,4701069,47,11,1,69,Golden West No. 95,138,2,25,0,0,53,50,4,0,1,1,0,2
471101072,4701072,47,11,1,72,Hazelwood No. 94,127,0,46,0,0,25,31,4,0,12,2,0,7
471101076,4701076,47,11,1,76,Wawken No. 93,163,1,67,0,1,18,48,7,0,16,3,0,2
471101091,4701091,47,11,1,91,Walpole No. 92,158,0,65,1,0,27,55,0,0,3,2,0,5
471101094,4701094,47,11,1,94,Maryfield No. 91,149,2,38,3,0,25,72,2,0,3,3,0,1
471105001,4705001,47,11,5,1,Moosomin No. 121,139,0,33,1,1,32,49,7,0,10,3,0,3
471105007,4705007,47,11,5,7,Martin No. 122,122,0,47,0,0,16,48,3,0,3,5,0,0
471105011,4705011,47,11,5,11,Silverwood No. 123,163,0,53,2,1,24,70,2,0,3,5,0,3
471105014,4705014,47,11,5,14,Kingsley No. 124,168,4,33,1,0,43,72,2,0,3,3,0,7
471105018,4705018,47,11,5,18,Chester No. 125,184,1,25,0,0,69,80,1,0,4,1,0,3
471105027,4705027,47,11,5,27,Wolseley No. 155,181,7,28,0,0,32,98,3,0,5,4,0,4
471105028,4705028,47,11,5,28,Elcapo No. 154,206,3,54,1,1,40,95,0,1,5,4,0,2
471105033,4705033,47,11,5,33,Willowdale No. 153,142,1,40,0,0,24,58,8,0,3,3,0,5
471105037,4705037,47,11,5,37,Rocanville No. 151,168,1,58,1,1,23,65,6,0,7,4,0,2
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"1,753",7,116,2,0,"1,210",338,17,2,20,25,1,15
472002033,4702033,47,20,2,33,Lomond No. 37,128,1,16,0,0,90,16,2,0,1,1,1,0
472002037,4702037,47,20,2,37,Cymri No. 36,167,2,15,0,0,109,32,1,0,1,3,0,4
472002042,4702042,47,20,2,42,Griffin No. 66,154,1,7,1,0,100,41,0,1,0,3,0,0
472002044,4702044,47,20,2,44,Weyburn No. 67,213,1,11,0,0,149,36,5,1,4,5,0,1
472002051,4702051,47,20,2,51,Brokenshell No. 68,128,1,13,1,0,97,5,2,0,6,1,0,2
472002052,4702052,47,20,2,52,Norton No. 69,146,1,17,0,0,109,11,2,0,1,3,0,2
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,142,0,10,0,0,121,7,0,0,1,1,0,2
472002066,4702066,47,20,2,66,Caledonia No. 99,147,0,8,0,0,114,16,1,0,3,4,0,1
472002069,4702069,47,20,2,69,Scott No. 98,167,0,4,0,0,119,41,0,0,0,3,0,0
472002073,4702073,47,20,2,73,Wellington No. 97,172,0,5,0,0,116,47,0,0,0,1,0,3
472002076,4702076,47,20,2,76,Fillmore No. 96,189,0,10,0,0,86,86,4,0,3,0,0,0
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,064",52,272,12,10,"1,576",907,65,2,94,46,2,26
472106001,4706001,47,21,6,1,Montmartre No. 126,244,1,32,1,0,92,105,1,0,10,2,0,0
472106004,4706004,47,21,6,4,Francis No. 127,289,11,28,1,2,117,112,7,0,5,4,0,2
472106011,4706011,47,21,6,11,Lajord No. 128,210,3,7,1,0,96,90,5,0,5,1,0,2
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,186,0,0,0,0,136,49,1,0,0,0,0,0
472106016,4706016,47,21,6,16,Redburn No. 130,165,0,1,1,0,133,27,0,0,0,2,0,1
472106021,4706021,47,21,6,21,Pense No. 160,200,0,12,0,0,129,46,3,0,5,3,0,2
472106026,4706026,47,21,6,26,Sherwood No. 159,231,0,5,1,2,122,77,3,0,17,2,0,2
472106029,4706029,47,21,6,29,Edenwold No. 158,372,16,38,2,4,147,116,15,1,16,9,0,8
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,301,17,45,1,1,99,98,11,1,16,7,1,4
472106038,4706038,47,21,6,38,Indian Head No. 156,160,2,14,0,0,66,68,1,0,5,3,0,1
472107001,4707001,47,21,7,1,Baildon No. 131,174,0,26,2,0,111,20,6,0,2,5,1,1
472107036,4707036,47,21,7,36,Caron No. 162,128,1,24,1,0,71,17,4,0,5,3,0,2
472107038,4707038,47,21,7,38,Moose Jaw No. 161,241,1,31,1,1,144,43,7,0,8,4,0,1
472107042,4707042,47,21,7,42,Marquis No. 191,163,0,9,0,0,113,39,1,0,0,1,0,0
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,421",2,221,2,0,965,148,17,0,10,24,0,32
473003068,4703068,47,30,3,68,Gravelbourg No. 104,183,0,4,0,0,172,5,0,0,0,1,0,1
473003074,4703074,47,30,3,74,Sutton No. 103,149,0,4,0,0,136,3,2,0,2,0,0,2
473003093,4703093,47,30,3,93,Lake Johnston No. 102,114,1,9,0,0,91,5,2,0,0,2,0,4
473003096,4703096,47,30,3,96,Terrell No. 101,140,0,32,0,0,91,9,0,0,0,6,0,2
473007004,4707004,47,30,7,4,Hillsborough No. 132,44,0,24,0,0,15,1,1,0,2,0,0,1
473007006,4707006,47,30,7,6,Rodgers No. 133,97,0,17,0,0,69,4,2,0,0,0,0,5
473007011,4707011,47,30,7,11,Shamrock No. 134,129,0,20,1,0,91,11,1,0,1,1,0,3
473007029,4707029,47,30,7,29,Chaplin No. 164,86,0,30,0,0,40,6,2,0,1,3,0,4
473007032,4707032,47,30,7,32,Wheatlands No. 163,99,1,32,1,0,45,13,3,0,1,2,0,1
473007047,4707047,47,30,7,47,Eyebrow No. 193,145,0,11,0,0,81,44,2,0,1,4,0,2
473007053,4707053,47,30,7,53,Enfield No. 194,157,0,27,0,0,95,25,1,0,1,3,0,5
473007071,4707071,47,30,7,71,Maple Bush No. 224,78,0,11,0,0,39,22,1,0,1,2,0,2
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"2,560",7,416,2,1,"1,852",148,28,0,31,44,0,31
473102006,4702006,47,31,2,6,Souris Valley No. 7,152,0,8,0,0,128,12,0,0,1,3,0,0
473102011,4702011,47,31,2,11,Lake Alma No. 8,121,0,20,0,1,81,10,2,0,2,5,0,0
473102014,4702014,47,31,2,14,Surprise Valley No. 9,104,0,27,0,0,63,6,0,0,3,3,0,2
473102018,4702018,47,31,2,18,Happy Valley No. 10,67,0,21,1,0,34,5,1,0,0,3,0,2
473102024,4702024,47,31,2,24,Bengough No. 40,157,1,56,0,0,88,4,1,0,1,4,0,2
473102026,4702026,47,31,2,26,The Gap No. 39,128,0,9,0,0,103,7,2,0,6,1,0,0
473102029,4702029,47,31,2,29,Laurier No. 38,148,1,18,0,0,113,8,1,0,3,3,0,1
473102057,4702057,47,31,2,57,Key West No. 70,183,1,8,0,0,151,15,2,0,1,5,0,0
473103001,4703001,47,31,3,1,Hart Butte No. 11,117,0,17,0,0,91,7,1,0,0,1,0,0
473103006,4703006,47,31,3,6,Poplar Valley No. 12,113,1,16,0,0,73,12,1,0,2,2,0,6
473103011,4703011,47,31,3,11,Old Post No. 43,204,2,90,0,0,73,16,6,0,6,5,0,6
473103022,4703022,47,31,3,22,Waverley No. 44,143,0,55,0,0,72,5,4,0,2,1,0,4
473103026,4703026,47,31,3,26,Willow Bunch No. 42,189,0,35,1,0,121,20,2,0,2,3,0,5
473103029,4703029,47,31,3,29,Excel No. 71,184,1,11,0,0,161,5,1,0,0,3,0,2
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,154,0,7,0,0,141,5,1,0,0,0,0,0
473103038,4703038,47,31,3,38,Stonehenge No. 73,243,0,9,0,0,226,2,1,0,2,2,0,1
473103042,4703042,47,31,3,42,Wood River No. 74,153,0,9,0,0,133,9,2,0,0,0,0,0
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"2,701",17,374,18,4,"1,834",307,26,1,40,47,0,33
473207014,4707014,47,32,7,14,Lawtonia No. 135,161,0,20,2,0,113,19,1,0,3,2,0,1
473207018,4707018,47,32,7,18,Coulee No. 136,195,3,38,1,0,131,14,1,1,2,4,0,0
473207021,4707021,47,32,7,21,Excelsior No. 166,266,7,51,1,0,163,25,6,0,4,6,0,3
473207024,4707024,47,32,7,24,Morse No. 165,227,0,42,1,1,153,18,1,0,2,5,0,4
473207058,4707058,47,32,7,58,Canaan No. 225,87,0,8,1,0,43,28,4,0,0,2,0,1
473207063,4707063,47,32,7,63,Victory No. 226,132,1,22,1,0,83,18,0,0,0,3,0,4
473207066,4707066,47,32,7,66,King George No. 256,103,1,21,1,0,59,15,0,0,1,1,0,4
473207067,4707067,47,32,7,67,Coteau No. 255,145,0,13,3,2,83,38,1,0,1,2,0,2
473208001,4708001,47,32,8,1,Swift Current No. 137,317,4,70,0,1,189,17,7,0,18,7,0,4
473208006,4708006,47,32,8,6,Webb No. 138,156,1,29,2,0,90,27,2,0,1,1,0,3
473208031,4708031,47,32,8,31,Riverside No. 168,212,0,14,0,0,181,11,0,0,2,3,0,1
473208038,4708038,47,32,8,38,Saskatchewan Landing No. 167,153,0,23,2,0,103,14,3,0,3,3,0,2
473208042,4708042,47,32,8,42,Lacadena No. 228,325,0,15,0,0,278,23,0,0,2,7,0,0
473208092,4708092,47,32,8,92,Monet No. 257,222,0,8,3,0,165,40,0,0,1,1,0,4
473300000,4700000,47,33,0,0,Agricultural Region 3BS - RÇgion agricole 3BS,"1,598",4,279,7,2,"1,137",91,13,1,16,31,0,17
473303016,4703016,47,33,3,16,Glen McPherson No. 46,65,0,24,0,0,36,2,0,0,0,2,0,1
473303018,4703018,47,33,3,18,Mankota No. 45,166,0,65,0,0,86,8,1,0,1,2,0,3
473303048,4703048,47,33,3,48,Pinto Creek No. 75,129,0,20,1,0,93,12,1,0,1,0,0,1
473303054,4703054,47,33,3,54,Auvergne No. 76,142,0,31,1,0,98,8,1,0,0,1,0,2
473303059,4703059,47,33,3,59,Whiska Creek No. 106,156,0,12,0,0,117,18,3,0,2,4,0,0
473303064,4703064,47,33,3,64,Glen Bain No. 105,168,0,7,1,0,149,7,0,0,2,2,0,0
473304003,4704003,47,33,4,3,Val Marie No. 17,157,0,48,1,1,88,6,1,0,3,6,0,3
473304006,4704006,47,33,4,6,Lone Tree No. 18,92,0,6,0,0,76,6,0,0,0,2,0,2
473304028,4704028,47,33,4,28,Wise Creek No. 77,120,0,17,0,0,92,6,0,0,1,4,0,0
473304034,4704034,47,33,4,34,Grassy Creek No. 78,112,2,18,0,0,71,8,1,1,5,3,0,3
473304058,4704058,47,33,4,58,Bone Creek No. 108,143,1,15,2,0,118,4,0,0,0,2,0,1
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,148,1,16,1,1,113,6,5,0,1,3,0,1
474000000,4700000,47,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"1,203",8,467,7,0,541,76,20,0,20,40,0,24
474004011,4704011,47,40,4,11,Frontier No. 19,130,0,21,1,0,100,1,0,0,0,4,0,3
474004019,4704019,47,40,4,19,Reno No. 51,186,2,55,1,0,106,8,1,0,0,5,0,8
474004024,4704024,47,40,4,24,White Valley No. 49,224,3,60,1,0,126,19,2,0,3,5,0,5
474004038,4704038,47,40,4,38,Arlington No. 79,113,1,28,0,0,62,9,1,0,4,6,0,2
474004045,4704045,47,40,4,45,Maple Creek No. 111,263,0,185,3,0,38,8,10,0,8,9,0,2
474004050,4704050,47,40,4,50,Piapot No. 110,159,1,90,0,0,41,9,4,0,4,6,0,4
474004054,4704054,47,40,4,54,Carmichael No. 109,128,1,28,1,0,68,22,2,0,1,5,0,0
474100000,4700000,47,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"1,302",2,144,2,0,"1,070",50,2,0,5,10,0,17
474108009,4708009,47,41,8,9,Gull Lake No. 139,107,0,24,0,0,72,4,0,0,2,4,0,1
474108016,4708016,47,41,8,16,Big Stick No. 141,97,0,34,0,0,58,1,0,0,2,0,0,2
474108021,4708021,47,41,8,21,Enterprise No. 142,122,0,4,0,0,115,3,0,0,0,0,0,0
474108024,4708024,47,41,8,24,Fox Valley No. 171,162,0,21,1,0,129,6,1,0,0,0,0,4
474108028,4708028,47,41,8,28,Pittville No. 169,128,0,14,0,0,106,7,0,0,0,0,0,1
474108046,4708046,47,41,8,46,Miry Creek No. 229,177,0,9,0,0,151,11,0,0,1,4,0,1
474108053,4708053,47,41,8,53,Clinworth No. 230,151,0,17,0,0,123,5,0,0,0,0,0,6
474108056,4708056,47,41,8,56,Happyland No. 231,268,1,10,0,0,251,4,1,0,0,0,0,1
474108061,4708061,47,41,8,61,Deer Forks No. 232,90,1,11,1,0,65,9,0,0,0,2,0,1
475000000,4700000,47,50,0,0,Agricultural Region 5A - RÇgion agricole 5A,"4,430",46,716,31,21,959,"2,287",90,3,92,95,6,84
475005041,4705041,47,50,5,41,Spy Hill No. 152,127,1,55,0,0,17,41,5,0,5,2,0,1
475005047,4705047,47,50,5,47,Langenburg No. 181,187,1,35,3,0,28,103,2,0,5,6,0,4
475005051,4705051,47,50,5,51,Fertile Belt No. 183,263,1,53,4,1,61,116,6,0,11,6,0,4
475005057,4705057,47,50,5,57,Grayson No. 184,198,2,24,1,0,48,112,2,0,1,5,0,3
475005063,4705063,47,50,5,63,McLeod No. 185,263,2,27,0,3,65,151,2,0,2,8,0,3
475005067,4705067,47,50,5,67,Stanley No. 215,243,5,34,2,3,64,117,5,0,4,7,0,2
475005073,4705073,47,50,5,73,Cana No. 214,248,2,59,0,2,44,102,8,0,18,5,0,8
475005077,4705077,47,50,5,77,Saltcoats No. 213,216,1,51,10,1,35,100,4,0,6,4,1,3
475005093,4705093,47,50,5,93,Churchbridge No. 211,261,5,72,3,2,36,119,5,0,2,9,0,8
475006042,4706042,47,50,6,42,Abernethy No. 186,188,0,19,2,4,47,102,4,0,6,3,1,0
475006048,4706048,47,50,6,48,North Qu'Appelle No. 187,135,2,16,0,0,52,54,2,0,4,2,2,1
475006091,4706091,47,50,6,91,Cupar No. 218,241,1,14,0,0,74,141,4,0,2,1,0,4
475006096,4706096,47,50,6,96,Lipton No. 217,211,1,16,2,1,67,112,3,0,0,5,0,4
475006099,4706099,47,50,6,99,Tullymet No. 216,143,0,24,2,0,26,81,1,0,3,4,0,2
475009001,4709001,47,50,9,1,Calder No. 241,185,4,32,0,0,30,98,6,0,5,4,0,6
475009006,4709006,47,50,9,6,Wallace No. 243,248,1,24,0,2,58,146,3,0,2,6,0,6
475009011,4709011,47,50,9,11,Orkney No. 244,278,5,45,1,2,51,136,12,2,12,6,1,5
475009019,4709019,47,50,9,19,Garry No. 245,196,6,40,1,0,42,94,4,0,0,4,1,4
475010003,4710003,47,50,10,3,Ituna Bon Accord No. 246,217,3,26,0,0,40,134,6,0,1,2,0,5
475010008,4710008,47,50,10,8,Kellross No. 247,219,1,30,0,0,41,135,3,0,0,3,0,6
475010014,4710014,47,50,10,14,Touchwood No. 248,163,2,20,0,0,33,93,3,1,3,3,0,5
475100000,4700000,47,51,0,0,Agricultural Region 5B - RÇgion agricole 5B,"4,714",44,749,33,23,"1,105","2,340",148,4,83,88,2,95
475109023,4709023,47,51,9,23,Insinger No. 275,210,2,37,0,2,54,101,4,0,6,2,0,2
475109029,4709029,47,51,9,29,Good Lake No. 274,210,1,40,0,1,49,100,7,0,4,4,2,2
475109033,4709033,47,51,9,33,Sliding Hills No. 273,218,1,11,2,1,70,122,3,0,4,1,0,3
475109037,4709037,47,51,9,37,Cote No. 271,173,4,32,0,0,54,69,5,0,3,3,0,3
475109042,4709042,47,51,9,42,St. Philips No. 301,132,0,35,0,0,48,32,5,0,3,4,0,5
475109046,4709046,47,51,9,46,Keys No. 303,149,1,17,0,0,56,56,11,0,3,3,0,2
475109049,4709049,47,51,9,49,Buchanan No. 304,190,2,14,0,1,60,104,3,0,2,2,0,2
475109054,4709054,47,51,9,54,Invermay No. 305,186,1,32,0,1,50,82,4,0,1,7,0,8
475109060,4709060,47,51,9,60,Hazel Dell No. 335,215,3,86,0,1,13,85,10,0,4,8,0,5
475109062,4709062,47,51,9,62,Preeceville No. 334,338,12,96,1,4,59,117,30,0,9,3,0,7
475109067,4709067,47,51,9,67,Clayton No. 333,302,6,61,9,0,84,115,10,1,2,5,0,9
475109075,4709075,47,51,9,75,Livingston No. 331,149,2,36,2,2,40,48,6,0,4,6,0,3
475110026,4710026,47,51,10,26,Kutawa No. 278,108,1,21,0,0,24,54,1,0,2,4,0,1
475110031,4710031,47,51,10,31,Emerald No. 277,222,1,13,0,1,71,125,0,1,1,5,0,4
475110036,4710036,47,51,10,36,Foam Lake No. 276,325,3,43,1,0,87,162,6,0,5,7,0,11
475110041,4710041,47,51,10,41,Elfros No. 307,180,0,18,1,0,62,86,5,0,2,4,0,2
475110046,4710046,47,51,10,46,Big Quill No. 308,204,1,19,0,3,52,108,7,0,5,6,0,3
475110061,4710061,47,51,10,61,Lakeside No. 338,134,0,10,3,1,19,95,0,0,3,1,0,2
475110066,4710066,47,51,10,66,Lakeview No. 337,166,0,14,0,0,43,100,4,0,4,0,0,1
475110071,4710071,47,51,10,71,Sasman No. 336,265,0,26,2,1,44,177,4,0,2,2,0,7
475114021,4714021,47,51,14,21,Kelvington No. 366,198,1,43,2,2,19,102,15,0,7,3,0,4
475114023,4714023,47,51,14,23,Ponass Lake No. 367,240,2,29,6,2,29,151,5,0,5,7,0,4
475114026,4714026,47,51,14,26,Spalding No. 368,200,0,16,4,0,18,149,3,2,2,1,0,5
476000000,4700000,47,60,0,0,Agricultural Region 6A - RÇgion agricole 6A,"3,783",22,339,33,13,"1,293","1,848",61,4,69,52,5,44
476006053,4706053,47,60,6,53,Lumsden No. 189,254,0,43,1,7,87,68,17,1,17,4,3,6
476006059,4706059,47,60,6,59,Dufferin No. 190,184,1,33,0,0,102,38,2,0,0,2,1,5
476006063,4706063,47,60,6,63,Sarnia No. 221,184,1,12,0,1,95,70,1,0,0,1,0,3
476006070,4706070,47,60,6,70,Longlaketon No. 219,298,1,29,0,0,107,138,4,0,8,8,0,3
476006071,4706071,47,60,6,71,McKillop No. 220,157,6,19,3,0,41,80,1,1,1,3,0,2
476007091,4707091,47,60,7,91,Craik No. 222,137,0,16,0,0,67,43,2,0,3,1,0,5
476010021,4710021,47,60,10,21,Mount Hope No. 279,230,1,16,1,0,68,138,2,0,1,2,0,1
476010052,4710052,47,60,10,52,Prairie Rose No. 309,140,0,16,1,1,27,89,3,1,2,0,0,0
476010056,4710056,47,60,10,56,Leroy No. 339,213,3,6,8,0,36,153,4,0,3,0,0,0
476011003,4711003,47,60,11,3,Last Mountain Valley No. 250,191,0,6,1,1,89,87,1,0,4,1,0,1
476011006,4711006,47,60,11,6,Big Arm No. 251,123,0,7,0,1,47,61,3,0,3,1,0,0
476011011,4711011,47,60,11,11,Arm River No. 252,113,0,11,0,0,73,25,2,0,0,1,0,1
476011034,4711034,47,60,11,34,McCraney No. 282,183,0,10,1,0,90,74,1,0,1,1,1,4
476011039,4711039,47,60,11,39,Wood Creek No. 281,137,0,14,1,0,53,68,0,0,0,0,0,1
476011042,4711042,47,60,11,42,Wreford No. 280,112,0,11,2,0,43,43,4,0,4,2,0,3
476011046,4711046,47,60,11,46,Usborne No. 310,159,4,25,2,1,21,90,5,1,3,4,0,3
476011052,4711052,47,60,11,52,Morris No. 312,165,1,4,1,0,46,103,1,0,4,4,0,1
476011059,4711059,47,60,11,59,Lost River No. 313,110,0,5,1,0,48,53,1,0,0,2,0,0
476011069,4711069,47,60,11,69,Blucher No. 343,211,1,17,0,0,68,104,5,0,11,3,0,2
476011076,4711076,47,60,11,76,Colonsay No. 342,146,0,8,0,0,35,99,0,0,1,2,0,1
476011091,4711091,47,60,11,91,Viscount No. 341,160,3,14,3,0,20,113,1,0,1,4,0,1
476011096,4711096,47,60,11,96,Wolverine No. 340,176,0,17,7,1,30,111,1,0,2,6,0,1
476100000,4700000,47,61,0,0,Agricultural Region 6B - RÇgion agricole 6B,"3,666",157,599,58,56,"1,208","1,112",121,16,189,80,11,59
476107076,4707076,47,61,7,76,Huron No. 223,82,0,17,0,0,40,18,0,0,1,2,0,4
476111016,4711016,47,61,11,16,Willner No. 253,132,0,11,0,0,93,24,0,0,0,4,0,0
476111018,4711018,47,61,11,18,Loreburn No. 254,226,0,7,0,1,166,40,2,0,4,3,0,3
476111026,4711026,47,61,11,26,Rudy No. 284,189,3,30,1,1,78,56,7,0,0,5,1,7
476111031,4711031,47,61,11,31,Rosedale No. 283,180,1,13,0,0,83,73,2,0,4,1,1,2
476111061,4711061,47,61,11,61,Dundurn No. 314,97,0,30,0,0,13,42,5,0,4,2,0,1
476111065,4711065,47,61,11,65,Corman Park No. 344,930,87,195,14,24,165,198,63,10,119,27,5,23
476112011,4712011,47,61,12,11,Milden No. 286,156,0,3,0,0,93,57,1,0,2,0,0,0
476112020,4712020,47,61,12,20,Fertile Valley No. 285,218,0,18,1,0,119,74,1,1,0,2,0,2
476112026,4712026,47,61,12,26,Montrose No. 315,144,3,53,4,10,22,37,7,0,3,1,0,4
476112029,4712029,47,61,12,29,Harris No. 316,128,0,24,1,0,47,49,1,0,4,2,0,0
476112050,4712050,47,61,12,50,Perdue No. 346,146,0,17,0,0,67,52,2,0,1,4,1,2
476112054,4712054,47,61,12,54,Vanscoy No. 345,282,8,76,2,7,60,68,10,4,32,10,1,4
476112064,4712064,47,61,12,64,Eagle Creek No. 376,146,0,20,3,1,58,55,2,0,2,3,0,2
476115026,4715026,47,61,15,26,Laird No. 404,283,16,20,22,7,67,135,2,1,6,4,1,2
476115031,4715031,47,61,15,31,Rosthern No. 403,327,39,65,10,5,37,134,16,0,7,10,1,3
477000000,4700000,47,70,0,0,Agricultural Region 7A - RÇgion agricole 7A,"2,215",1,133,14,2,"1,496",492,15,2,18,24,1,17
477008065,4708065,47,70,8,65,Chesterfield No. 261,221,0,21,1,0,173,18,1,0,2,2,0,3
477008071,4708071,47,70,8,71,Newcombe No. 260,144,0,4,0,1,125,13,0,1,0,0,0,0
477008074,4708074,47,70,8,74,Snipe Lake No. 259,288,0,9,1,0,212,62,2,0,1,0,0,1
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,131,0,8,1,0,80,37,1,0,1,3,0,0
477012004,4712004,47,70,12,4,St. Andrews No. 287,210,0,6,3,1,138,60,0,0,0,1,0,1
477012034,4712034,47,70,12,34,Marriott No. 317,151,1,13,1,0,78,51,1,0,0,4,0,2
477012038,4712038,47,70,12,38,Mountain View No. 318,160,0,10,0,0,79,64,1,0,2,1,0,3
477013006,4713006,47,70,13,6,Kindersley No. 290,366,0,18,3,0,255,71,3,1,6,6,1,2
477013011,4713011,47,70,13,11,Milton No. 292,98,0,6,1,0,73,14,1,0,0,1,0,2
477013016,4713016,47,70,13,16,Antelope Park No. 322,66,0,18,1,0,31,10,1,0,0,3,0,2
477013019,4713019,47,70,13,19,Prairiedale No. 321,78,0,10,2,0,47,16,1,0,1,0,0,1
477013024,4713024,47,70,13,24,Oakdale No. 320,138,0,5,0,0,94,30,2,0,5,2,0,0
477013028,4713028,47,70,13,28,Winslow No. 319,164,0,5,0,0,111,46,1,0,0,1,0,0
477100000,4700000,47,71,0,0,Agricultural Region 7B - RÇgion agricole 7B,"2,283",12,287,19,6,750,"1,068",20,0,29,49,2,41
477112042,4712042,47,71,12,42,Biggar No. 347,265,0,53,3,2,80,102,3,0,4,10,1,7
477112069,4712069,47,71,12,69,Glenside No. 377,117,2,24,0,0,20,61,0,0,3,2,0,5
477112072,4712072,47,71,12,72,Rosemount No. 378,79,0,5,0,0,24,47,0,0,0,2,0,1
477112076,4712076,47,71,12,76,Prairie No. 408,184,1,35,2,0,23,96,4,0,12,8,0,3
477113032,4713032,47,71,13,32,Grandview No. 349,147,1,6,2,0,65,66,0,0,3,2,0,2
477113038,4713038,47,71,13,38,Mariposa No. 350,112,0,13,1,1,52,41,2,0,0,1,0,1
477113041,4713041,47,71,13,41,Progress No. 351,159,0,14,1,0,94,45,2,0,0,1,0,2
477113046,4713046,47,71,13,46,Heart's Hill No. 352,130,0,25,1,0,41,57,1,0,0,5,0,0
477113049,4713049,47,71,13,49,Eye Hill No. 382,193,4,23,2,1,64,85,1,0,2,7,0,4
477113056,4713056,47,71,13,56,Grass Lake No. 381,193,0,8,5,0,90,85,0,0,0,3,0,2
477113059,4713059,47,71,13,59,Tramping Lake No. 380,123,0,4,0,0,64,49,2,0,2,1,0,1
477113064,4713064,47,71,13,64,Reford No. 379,162,0,7,1,0,61,93,0,0,0,0,0,0
477113068,4713068,47,71,13,68,Buffalo No. 409,168,2,4,0,0,29,132,0,0,0,1,0,0
