AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,NIRRIG,IRRIG,EIRRIG,NFERTIL,FERTIL,EFERTIL,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NMSOLID,MSOLID,EMSOLID,NMIRRIG,MIRRIG,EMIRRIG,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQINJ,MLIQINJ,EMLIQINJ,NCROPROT,NPRMGRAS,NCOVCROP,NCONTOUR,NSTRIPCR,NGRASWAT,NWINDYES,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF
461218040,4618040,46,12,18,40,St. Laurent,66,"57,177","23,139",64,"42,265","17,104",25,"14,912","6,035",12,"9,344","3,781",18,"5,568","2,253",66,"57,177","23,139",47,"10,090","4,083",10,"1,047",424,9,"2,071",838,57,"34,245","13,858",46,"9,724","3,935",1,x,x,24,"5,101","2,064",7,930,376,0,0,0,0,0,0,10,454,184,0,0,0,2,x,x,0,0,0,7,26,1,0,2,3,2,13,"1,558",631,12,x,x,1,x,x,2,x,x,0,0,0,8,x,x,2,x,x
461218044,4618044,46,12,18,44,Coldwell,150,"182,549","73,875",143,"124,962","50,570",82,"57,587","23,305",59,"31,937","12,924",50,"25,650","10,380",150,"182,549","73,875",125,"36,571","14,800",29,"4,259","1,724",47,"8,301","3,359",134,"102,109","41,322",129,"31,309","12,670",1,x,x,68,"20,509","8,300",22,"7,853","3,178",9,"1,397",565,1,x,x,41,"2,274",920,0,0,0,1,x,x,0,0,0,31,61,3,3,5,7,23,62,"10,229","4,140",47,"8,185","3,312",16,x,x,1,x,x,2,x,x,22,"2,029",821,7,x,x
461218052,4618052,46,12,18,52,Eriksdale,125,"124,584","50,417",124,"92,533","37,447",61,"32,051","12,971",30,"13,511","5,468",42,"18,540","7,503",125,"124,584","50,417",102,"33,343","13,493",25,"2,971","1,202",43,"7,047","2,852",104,"59,703","24,161",111,"21,520","8,709",1,x,x,46,"16,855","6,821",34,"7,243","2,931",1,x,x,0,0,0,35,"1,419",574,1,x,x,3,251,102,0,0,0,37,59,0,1,1,3,19,57,"8,604","3,482",48,"5,499","2,225",15,"1,713",693,4,"1,392",563,3,360,146,20,"2,191",887,6,420,170
461218057,4618057,46,12,18,57,Siglunes,156,"198,941","80,509",154,"117,539","47,566",103,"81,402","32,942",87,"63,688","25,774",51,"17,714","7,169",156,"198,941","80,509",132,"38,600","15,621",36,"2,945","1,192",57,"8,454","3,421",147,"122,073","49,401",128,"26,869","10,873",1,x,x,66,"16,891","6,836",17,"1,238",501,2,x,x,0,0,0,56,"2,480","1,004",0,0,0,0,0,0,0,0,0,22,74,0,5,1,5,21,71,"4,819","1,950",67,x,x,6,324,131,2,x,x,1,x,x,26,"1,501",607,10,x,x
461218060,4618060,46,12,18,60,Grahamdale,228,"303,798","122,943",219,"139,620","56,502",144,"164,178","66,440",118,"141,244","57,159",67,"22,934","9,281",228,"303,798","122,943",197,"70,987","28,727",66,"5,601","2,267",101,"24,342","9,851",196,"159,941","64,726",193,"42,927","17,372",1,x,x,109,"30,617","12,390",52,"11,011","4,456",10,"1,505",609,2,x,x,58,"2,183",883,0,0,0,1,x,x,0,0,0,68,99,6,6,8,12,27,107,"16,188","6,551",89,"10,072","4,076",22,"5,936","2,402",3,180,73,5,360,146,53,"4,044","1,637",14,"1,197",484
461218068,4618068,46,12,18,68,Fisher,296,"285,990","115,736",283,"162,880","65,915",165,"123,110","49,821",101,"72,622","29,389",115,"50,488","20,432",296,"285,990","115,736",266,"124,015","50,187",87,"11,565","4,680",94,"14,598","5,908",202,"94,879","38,396",270,"40,933","16,565",2,x,x,185,"96,898","39,213",137,"69,264","28,030",46,"11,612","4,699",17,"3,159","1,278",53,"2,727","1,104",0,0,0,10,"1,365",552,1,x,x,161,115,1,9,1,16,39,202,"76,566","30,985",134,"37,180","15,046",67,"28,302","11,453",24,"11,084","4,486",6,480,194,56,"7,169","2,901",30,"3,916","1,585"
461218071,4618071,46,12,18,71,Bifrost,395,"255,680","103,470",380,"165,113","66,819",195,"90,567","36,651",63,"31,587","12,783",168,"58,980","23,868",395,"255,680","103,470",355,"160,025","64,760",104,"10,550","4,269",123,"17,326","7,012",210,"44,579","18,040",342,"23,200","9,389",1,x,x,268,"119,708","48,444",235,"102,721","41,570",52,"10,835","4,385",17,"5,143","2,081",67,"3,068","1,242",0,0,0,32,"2,613","1,057",2,x,x,230,103,1,13,5,22,71,287,"108,637","43,964",222,"73,739","29,841",81,"25,998","10,521",23,"8,900","3,602",10,868,351,63,"6,605","2,673",32,"3,077","1,245"
461219000,4619000,46,12,19,0,Division No. 19,165,"283,857","114,873",128,"61,391","24,844",127,"222,466","90,029",108,"202,155","81,809",38,"20,311","8,220",165,"283,857","114,873",128,"41,292","16,710",37,"5,407","2,188",39,"10,529","4,261",133,"180,195","72,922",125,"46,434","18,791",1,x,x,46,"19,408","7,854",28,"13,648","5,523",6,919,372,3,"2,618","1,059",10,386,156,0,0,0,0,0,0,0,0,0,37,65,1,0,1,6,9,61,"13,322","5,391",48,"8,162","3,303",11,"3,365","1,362",6,"1,795",726,2,x,x,24,"2,282",923,14,x,x
461219045,4619045,46,12,19,45,"Division No. 19, Unorganized",165,"283,857","114,873",128,"61,391","24,844",127,"222,466","90,029",108,"202,155","81,809",38,"20,311","8,220",165,"283,857","114,873",128,"41,292","16,710",37,"5,407","2,188",39,"10,529","4,261",133,"180,195","72,922",125,"46,434","18,791",1,x,x,46,"19,408","7,854",28,"13,648","5,523",6,919,372,3,"2,618","1,059",10,386,156,0,0,0,0,0,0,0,0,0,37,65,1,0,1,6,9,61,"13,322","5,391",48,"8,162","3,303",11,"3,365","1,362",6,"1,795",726,2,x,x,24,"2,282",923,14,x,x
461221000,4621000,46,12,21,0,Division No. 21,147,"123,459","49,962",123,"56,310","22,788",89,"67,149","27,174",67,"52,766","21,354",42,"14,383","5,821",147,"123,459","49,962",132,"59,672","24,148",55,"6,611","2,675",45,"11,795","4,773",64,"32,366","13,098",115,"13,015","5,267",7,211,85,70,"42,741","17,297",67,"37,460","15,160",12,"3,157","1,278",8,"2,290",927,14,"1,279",518,0,0,0,0,0,0,0,0,0,83,42,1,4,0,2,24,95,"39,557","16,008",81,"30,651","12,404",19,"6,650","2,691",7,"2,256",913,8,561,227,35,"3,453","1,397",18,"2,597","1,051"
461221078,4621078,46,12,21,78,"Division No. 21, Unorganized",147,"123,459","49,962",123,"56,310","22,788",89,"67,149","27,174",67,"52,766","21,354",42,"14,383","5,821",147,"123,459","49,962",132,"59,672","24,148",55,"6,611","2,675",45,"11,795","4,773",64,"32,366","13,098",115,"13,015","5,267",7,211,85,70,"42,741","17,297",67,"37,460","15,160",12,"3,157","1,278",8,"2,290",927,14,"1,279",518,0,0,0,0,0,0,0,0,0,83,42,1,4,0,2,24,95,"39,557","16,008",81,"30,651","12,404",19,"6,650","2,691",7,"2,256",913,8,561,227,35,"3,453","1,397",18,"2,597","1,051"
470000000,4700000,47,0,0,0,Saskatchewan,"56,995","65,653,588","26,569,062","52,925","39,728,724","16,077,643","30,915","25,924,864","10,491,419","10,193","9,797,445","3,964,885","25,833","16,127,419","6,526,534","56,995","65,653,588","26,569,062","54,226","35,579,845","14,398,651","37,597","10,950,353","4,431,450","17,101","3,047,567","1,233,306","30,227","12,586,557","5,093,598","42,277","3,489,266","1,412,056","1,617","240,627","97,378","37,817","24,749,136","10,015,619","40,244","26,814,119","10,851,288","11,027","3,590,571","1,453,052","3,237","1,314,750","532,060","11,654","625,392","253,087",39,"2,815","1,139",671,"57,612","23,315",161,"20,449","8,275","44,487","12,128",613,"4,233","5,441","5,406","8,899","50,918","33,202,335","13,436,507","32,001","15,036,366","6,085,001","19,954","10,915,424","4,417,315","10,690","7,250,545","2,934,191","3,813","946,478","383,026","21,649","6,000,154","2,428,176","15,087","4,003,721","1,620,248"
470001000,4701000,47,0,1,0,Division No.  1,"2,961","3,397,016","1,374,723","2,741","2,299,215","930,459","1,572","1,097,801","444,264",395,"221,661","89,703","1,395","876,140","354,561","2,961","3,397,016","1,374,723","2,830","2,016,994","816,248","1,925","473,755","191,722",991,"141,940","57,441","1,786","520,939","210,817","2,388","243,388","98,496",21,"1,215",492,"1,899","1,383,416","559,849","2,076","1,464,263","592,566","1,132","414,375","167,692",116,"45,588","18,449",896,"55,242","22,356",2,x,x,24,"1,683",681,5,770,312,"2,384",677,48,227,202,224,444,"2,698","1,894,963","766,864","1,722","859,564","347,853","1,133","646,718","261,717",463,"388,681","157,294",165,"37,899","15,337","1,123","257,590","104,243",740,"178,266","72,142"
470002000,4702000,47,0,2,0,Division No.  2,"2,985","4,111,021","1,663,671","2,716","2,451,149","991,945","1,773","1,659,872","671,726",579,"623,802","252,444","1,469","1,036,070","419,283","2,985","4,111,021","1,663,671","2,920","2,235,214","904,559","2,264","740,280","299,581",842,"132,398","53,580","1,630","853,466","345,385","2,200","149,663","60,566",26,"4,439","1,796","1,789","1,294,816","523,993","2,232","1,656,864","670,509",556,"179,350","72,580",118,"46,587","18,853",661,"35,308","14,289",0,0,0,8,650,263,0,0,0,"2,356",496,24,269,373,277,435,"2,835","2,165,022","876,153","1,594","799,490","323,542","1,140","663,166","268,374",905,"702,366","284,237",208,"54,226","21,944","1,575","498,104","201,576",617,"187,950","76,061"
470003000,4703000,47,0,3,0,Division No.  3,"2,954","4,306,852","1,742,921","2,734","2,662,467","1,077,462","1,685","1,644,385","665,459",701,"727,354","294,350","1,297","917,031","371,109","2,954","4,306,852","1,742,921","2,879","2,029,400","821,269","2,513","1,032,899","417,999",957,"199,737","80,831","1,585","940,690","380,684","1,896","104,126","42,138",105,"12,718","5,147","1,727","1,100,994","445,556","2,134","1,466,877","593,624",104,"43,954","17,788",123,"59,577","24,110",580,"24,864","10,062",3,91,37,3,95,38,3,460,186,"2,194",626,25,357,"1,126",423,461,"2,808","1,898,346","768,233","1,670","825,760","334,173","1,190","628,687","254,421",710,"443,899","179,640",335,"103,035","41,697","1,583","586,233","237,240",844,"343,631","139,063"
470004000,4704000,47,0,4,0,Division No.  4,"2,017","5,002,938","2,024,617","1,875","2,414,273","977,022","1,182","2,588,665","1,047,595",668,"1,969,482","797,021",756,"619,183","250,574","2,017","5,002,938","2,024,617","1,875","1,306,922","528,893","1,536","866,034","350,471",776,"307,729","124,533","1,387","2,429,328","983,114","1,305","92,925","37,605",328,"36,013","14,574",750,"496,073","200,754","1,209","891,766","360,885",50,"16,262","6,581",79,"47,411","19,187",406,"20,121","8,143",2,x,x,15,"4,143","1,677",2,x,x,"1,314",576,20,149,734,280,377,"1,724","1,177,723","476,608","1,136","644,421","260,788",608,"338,828","137,119",333,"194,474","78,701",148,"64,390","26,058","1,105","568,100","229,902",421,"233,544","94,512"
470005000,4705000,47,0,5,0,Division No.  5,"3,581","3,407,147","1,378,823","3,354","2,274,704","920,540","1,778","1,132,443","458,283",441,"221,253","89,538","1,558","911,190","368,745","3,581","3,407,147","1,378,823","3,417","2,111,808","854,618","2,303","441,642","178,726","1,200","141,998","57,465","2,250","423,839","171,522","2,974","287,860","116,493",34,"5,943","2,405","2,594","1,628,185","658,903","2,626","1,611,595","652,189","1,242","397,003","160,661",165,"63,803","25,820","1,005","53,147","21,508",1,x,x,39,"2,279",922,5,706,286,"2,931",779,39,205,66,283,492,"3,236","1,994,280","807,056","2,151","967,045","391,349","1,269","679,949","275,166",483,"347,286","140,542",180,"26,220","10,611","1,342","242,894","98,296",920,"172,528","69,820"
470006000,4706000,47,0,6,0,Division No.  6,"4,510","4,153,095","1,680,698","4,165","2,762,739","1,118,041","2,174","1,390,356","562,657",372,"150,446","60,883","2,013","1,239,910","501,774","4,510","4,153,095","1,680,698","4,325","2,792,627","1,130,136","3,012","739,133","299,116","1,134","107,005","43,303","2,103","324,845","131,460","3,225","189,485","76,682",107,"15,196","6,150","3,105","2,028,222","820,792","3,356","2,195,141","888,342","1,632","574,279","232,402",302,"98,451","39,842",859,"46,523","18,827",4,155,63,21,"2,653","1,074",9,810,328,"3,608",783,48,340,186,339,643,"4,089","2,696,991","1,091,433","2,221","893,574","361,617","1,465","736,685","298,126","1,391","1,066,732","431,691",238,"43,441","17,580","1,890","445,298","180,206","1,057","250,394","101,331"
470007000,4707000,47,0,7,0,Division No.  7,"3,160","4,477,117","1,811,825","2,886","2,647,779","1,071,518","1,848","1,829,338","740,307",732,"786,942","318,464","1,497","1,042,396","421,843","3,160","4,477,117","1,811,825","3,018","2,081,851","842,495","2,533","1,018,965","412,360","1,042","232,018","93,894","1,837","1,031,184","417,305","2,048","113,099","45,770",305,"47,884","19,378","1,757","1,121,361","453,799","2,252","1,567,854","634,488",238,"57,899","23,431",178,"61,904","25,052",678,"34,671","14,031",5,408,165,22,"1,622",656,10,"1,350",546,"2,418",757,25,334,629,406,606,"2,894","1,954,104","790,798","1,716","795,564","321,953","1,192","621,736","251,608",840,"536,804","217,237",331,"97,270","39,364","1,602","586,134","237,200",865,"335,561","135,797"
470008000,4708000,47,0,8,0,Division No.  8,"3,394","5,336,453","2,159,586","3,161","3,005,701","1,216,364","1,956","2,330,752","943,222",626,"1,112,490","450,209","1,653","1,218,262","493,013","3,394","5,336,453","2,159,586","3,269","2,204,255","892,030","2,946","1,520,168","615,190",873,"202,980","82,143","1,567","1,284,105","519,659","1,980","124,945","50,563",155,"16,661","6,742","1,858","1,162,862","470,594","2,598","1,907,235","771,831",176,"56,423","22,834",230,"105,378","42,645",466,"20,626","8,347",1,x,x,23,"2,200",890,5,"2,560","1,036","2,667",606,24,298,850,281,415,"3,180","2,147,095","868,898","1,880","1,024,016","414,405",866,"448,921","181,672","1,068","674,158","272,822",544,"203,147","82,211","1,747","782,203","316,546","1,117","534,818","216,433"
470009000,4709000,47,0,9,0,Division No.  9,"3,577","2,904,925","1,175,581","3,379","1,788,904","723,944","1,769","1,116,021","451,638",626,"336,747","136,277","1,477","779,274","315,361","3,577","2,904,925","1,175,581","3,430","1,757,888","711,392","2,002","303,626","122,873","1,126","172,093","69,644","1,978","367,730","148,815","2,923","303,588","122,858",20,"3,173","1,284","2,484","1,336,852","541,005","2,378","1,241,883","502,572",364,"86,902","35,168",98,"37,191","15,051",542,"25,837","10,456",1,x,x,14,935,378,4,200,81,"2,776",716,48,186,52,285,403,"3,154","1,572,338","636,303","2,357","947,681","383,513","1,055","501,230","202,841",226,"123,427","49,949",176,"24,838","10,052","1,172","164,343","66,507",738,"114,445","46,314"
470010000,4710000,47,0,10,0,Division No. 10,"2,875","2,771,565","1,121,612","2,712","1,807,363","731,414","1,521","964,202","390,199",359,"198,594","80,368","1,363","765,608","309,831","2,875","2,771,565","1,121,612","2,775","1,847,096","747,493","1,945","392,769","158,948",773,"76,775","31,070","1,477","259,576","105,047","2,252","195,349","79,055",20,"2,857","1,156","2,197","1,500,201","607,110","2,223","1,456,245","589,321",912,"319,049","129,115",175,"72,888","29,497",531,"30,319","12,270",0,0,0,25,"2,538","1,027",10,875,354,"2,459",447,31,192,72,146,365,"2,695","1,792,821","725,529","1,737","850,566","344,212","1,161","708,011","286,522",359,"234,244","94,795",161,"26,520","10,732",991,"186,960","75,660",890,"179,289","72,556"
470011000,4711000,47,0,11,0,Division No. 11,"3,947","4,019,224","1,626,522","3,632","2,425,100","981,403","2,117","1,594,124","645,119",495,"394,247","159,546","1,900","1,199,877","485,573","3,947","4,019,224","1,626,522","3,669","2,523,951","1,021,407","2,478","686,111","277,659",995,"159,257","64,449","1,863","451,363","182,660","2,988","198,542","80,347",249,"66,473","26,901","2,584","1,803,248","729,748","2,712","1,907,478","771,929","1,060","421,831","170,709",240,"100,811","40,797",886,"48,338","19,562",5,260,105,76,"7,794","3,154",20,"2,632","1,065","2,932",878,48,270,281,206,631,"3,342","2,382,837","964,300","2,003","955,945","386,857","1,626","983,381","397,960",659,"443,511","179,483",228,"51,319","20,768","1,445","388,843","157,359","1,023","245,949","99,532"
470012000,4712000,47,0,12,0,Division No. 12,"2,774","3,366,055","1,362,194","2,551","2,144,888","868,005","1,544","1,221,167","494,189",510,"337,234","136,474","1,319","883,933","357,715","2,774","3,366,055","1,362,194","2,573","1,931,100","781,488","1,888","596,327","241,325",718,"129,972","52,598","1,516","580,759","235,025","1,828","127,897","51,758",61,"8,747","3,540","1,847","1,415,925","573,004","1,947","1,505,171","609,121",531,"138,533","56,062",270,"121,009","48,971",591,"32,963","13,340",3,490,198,43,"4,580","1,853",2,x,x,"2,148",663,30,226,278,269,486,"2,425","1,832,921","741,757","1,319","629,398","254,708","1,018","560,103","226,666",881,"643,420","260,383",221,"50,989","20,635","1,002","297,597","120,433",868,"247,741","100,257"
470013000,4713000,47,0,13,0,Division No. 13,"3,026","4,168,686","1,687,007","2,786","2,534,236","1,025,569","1,740","1,634,450","661,438",516,"590,149","238,825","1,498","1,044,301","422,614","3,026","4,168,686","1,687,007","2,930","2,195,879","888,641","2,397","916,720","370,983",815,"180,148","72,903","1,566","745,680","301,766","1,998","130,259","52,714",27,"3,083","1,248","2,331","1,726,188","698,563","2,398","1,813,052","733,716",647,"189,546","76,707",246,"113,500","45,932",667,"40,853","16,533",5,410,166,38,"3,980","1,611",9,715,289,"2,563",552,32,273,231,360,561,"2,866","2,148,287","869,381","1,599","824,097","333,500","1,185","707,758","286,419",925,"616,432","249,461",294,"85,886","34,757","1,251","461,583","186,796","1,132","369,251","149,431"
470014000,4714000,47,0,14,0,Division No. 14,"4,303","3,590,213","1,452,908","4,008","2,192,757","887,377","2,329","1,397,456","565,530",899,"421,372","170,523","1,889","976,084","395,007","4,303","3,590,213","1,452,908","4,096","2,474,774","1,001,505","2,141","318,802","129,015","1,230","174,496","70,616","1,760","289,320","117,084","3,503","332,821","134,688",25,"2,297",930,"3,208","1,974,347","798,990","3,014","1,819,203","736,205",782,"214,304","86,726",308,"97,716","39,544",473,"23,036","9,322",1,x,x,44,"3,145","1,273",8,800,324,"3,436",785,46,246,72,470,782,"3,727","2,141,024","866,442","2,669","1,264,303","511,645","1,366","692,178","280,114",355,"184,543","74,682",134,"16,090","6,511","1,076","144,412","58,441","1,038","158,300","64,062"
470015000,4715000,47,0,15,0,Division No. 15,"5,053","3,920,815","1,586,697","4,742","2,418,948","978,913","2,669","1,501,867","607,784",704,"268,952","108,841","2,383","1,232,915","498,943","5,053","3,920,815","1,586,697","4,780","2,734,582","1,106,646","2,895","437,065","176,874","1,332","145,279","58,792","2,247","315,592","127,716","4,118","288,297","116,670",54,"4,017","1,626","3,820","2,303,128","932,043","3,638","2,147,241","868,958","1,220","363,993","147,303",325,"124,159","50,245",923,"44,342","17,945",3,160,65,237,"15,490","6,269",54,"4,786","1,937","4,095",889,46,300,150,449,845,"4,471","2,597,460","1,051,155","3,078","1,399,274","566,266","1,802","973,817","394,090",461,"224,369","90,799",248,"33,619","13,605","1,410","193,916","78,475","1,394","209,530","84,794"
470016000,4716000,47,0,16,0,Division No. 16,"3,223","3,447,637","1,395,209","2,972","2,021,192","817,947","1,797","1,426,445","577,262",861,"659,190","266,765","1,299","767,255","310,497","3,223","3,447,637","1,395,209","3,023","1,825,967","738,943","1,706","287,171","116,214","1,128","233,312","94,418","1,922","739,232","299,157","2,519","361,955","146,478",38,"3,970","1,607","2,209","1,395,673","564,809","2,015","1,254,280","507,589",238,"80,731","32,671",159,"74,718","30,237",803,"46,478","18,809",0,0,0,26,"2,192",887,10,"1,040",421,"2,405",864,43,223,90,289,495,"2,689","1,597,820","646,615","1,823","817,624","330,881","1,043","575,969","233,086",310,"204,227","82,648",120,"16,517","6,684",815,"126,948","51,374",865,"143,706","58,156"
470017000,4717000,47,0,17,0,Division No. 17,"2,655","3,272,829","1,324,467","2,511","1,877,309","759,720","1,461","1,395,520","564,747",709,"777,530","314,655","1,067","617,990","250,092","2,655","3,272,829","1,324,467","2,417","1,509,537","610,888","1,113","178,886","72,393","1,169","310,430","125,627","1,753","1,028,909","416,385","2,132","245,067","99,175",42,"5,941","2,404","1,658","1,077,645","436,107","1,436","907,971","367,443",143,"36,137","14,624",105,"44,059","17,830",687,"42,724","17,290",3,200,81,13,"1,633",661,5,"1,525",617,"1,801","1,034",36,138,49,419,458,"2,085","1,208,303","488,983","1,326","538,044","217,739",835,"448,287","181,415",321,"221,972","89,829",82,"11,072","4,481",520,"68,996","27,922",558,"98,818","39,990"
471000000,4700000,47,10,0,0,Agricultural Region 1A - RÇgion agricole 1A,"2,336","2,776,608","1,123,653","2,160","1,854,714","750,576","1,263","921,894","373,077",275,"170,731","69,092","1,151","751,163","303,985","2,336","2,776,608","1,123,653","2,235","1,720,436","696,236","1,499","386,712","156,497",714,"106,519","43,107","1,291","387,634","156,870","1,859","175,307","70,944",18,"1,713",693,"1,482","1,167,161","472,333","1,623","1,236,841","500,532",856,"332,526","134,568",93,"37,995","15,376",601,"38,547","15,599",1,x,x,18,x,x,3,x,x,"1,846",476,37,178,186,131,319,"2,136","1,635,523","661,873","1,329","697,103","282,108",922,"564,988","228,643",401,"373,432","151,123",136,"33,086","13,389",882,"207,737","84,068",571,"145,889","59,039"
471001001,4701001,47,10,1,1,Argyle No. 1,126,"128,904","52,166",115,"84,532","34,209",69,"44,372","17,957",5,830,336,69,"43,542","17,621",126,"128,904","52,166",114,"90,860","36,770",71,"12,945","5,239",43,"5,985","2,422",75,"12,285","4,972",94,"6,829","2,764",1,x,x,85,"69,580","28,158",91,"74,418","30,116",32,"10,445","4,227",4,"1,675",678,34,"2,927","1,185",0,0,0,0,0,0,0,0,0,95,36,3,6,14,4,19,109,"84,619","34,244",77,"38,090","15,414",40,"29,900","12,100",17,"16,629","6,730",6,753,305,37,"7,354","2,976",30,"4,838","1,958"
471001006,4701006,47,10,1,6,Mount Pleasant No. 2,158,"199,322","80,663",147,"142,062","57,490",84,"57,260","23,172",15,"5,802","2,348",76,"51,458","20,824",158,"199,322","80,663",151,"121,806","49,293",99,"23,718","9,598",58,"15,075","6,101",95,"32,135","13,005",126,"6,588","2,666",2,x,x,105,"93,143","37,694",110,"93,398","37,797",56,"18,822","7,617",8,"3,961","1,603",46,"2,771","1,121",0,0,0,3,150,61,1,x,x,123,51,4,17,17,12,32,137,"113,387","45,886",87,"52,880","21,400",56,"45,160","18,276",20,"15,347","6,211",13,"3,369","1,363",46,"8,411","3,404",47,"11,938","4,831"
471001011,4701011,47,10,1,11,Enniskillen No. 3,170,"214,017","86,610",160,"134,644","54,488",102,"79,373","32,121",33,"11,450","4,634",90,"67,923","27,487",170,"214,017","86,610",160,"126,981","51,387",122,"29,210","11,821",55,"9,384","3,798",112,"36,258","14,673",126,"12,184","4,931",1,x,x,118,"96,858","39,197",116,"90,807","36,748",69,"25,109","10,161",5,"3,010","1,218",35,"1,753",709,0,0,0,1,x,x,0,0,0,143,50,2,18,27,19,41,153,"115,809","46,866",101,"58,690","23,751",70,"44,195","17,885",20,"12,924","5,230",11,"2,226",901,66,"13,777","5,575",55,"13,207","5,345"
471001016,4701016,47,10,1,16,Coalfields No. 4,129,"176,917","71,596",120,"90,985","36,820",77,"85,932","34,775",17,"38,780","15,694",72,"47,152","19,082",129,"176,917","71,596",125,"82,361","33,330",89,"25,993","10,519",38,"5,080","2,056",70,"55,182","22,331",102,"8,301","3,359",2,x,x,61,"37,967","15,365",77,"56,666","22,932",36,"13,349","5,402",4,"1,084",439,30,"1,467",594,0,0,0,0,0,0,0,0,0,96,23,0,9,15,4,18,116,"76,441","30,935",77,"34,093","13,797",48,"19,726","7,983",21,"22,622","9,155",10,"2,787","1,128",59,"13,716","5,551",27,"9,490","3,840"
471001022,4701022,47,10,1,22,Estevan No. 5,187,"194,127","78,560",172,"120,292","48,680",103,"73,835","29,880",23,"10,612","4,295",95,"63,223","25,585",187,"194,127","78,560",181,"108,708","43,993",123,"43,305","17,525",48,"3,706","1,500",81,"27,218","11,015",152,"11,190","4,528",2,x,x,60,"38,538","15,596",110,"71,906","29,099",30,"10,050","4,067",2,x,x,31,"2,705","1,095",0,0,0,0,0,0,0,0,0,130,40,2,14,20,5,24,160,"100,573","40,700",110,"46,916","18,986",62,"28,091","11,368",21,"25,566","10,346",11,"6,098","2,468",75,"24,299","9,833",43,"12,908","5,224"
471001027,4701027,47,10,1,27,Benson No. 35,164,"197,382","79,878",154,"133,997","54,227",83,"63,385","25,651",7,"4,560","1,845",82,"58,825","23,806",164,"197,382","79,878",163,"122,697","49,654",133,"47,124","19,070",31,"3,305","1,337",67,"7,906","3,199",140,"16,350","6,617",0,0,0,99,"67,915","27,484",130,"96,015","38,856",63,"29,448","11,917",2,x,x,23,"1,955",791,0,0,0,0,0,0,0,0,0,145,8,1,12,4,2,10,159,"123,168","49,844",101,"49,149","19,890",68,"40,802","16,512",40,"33,217","13,442",15,"4,783","1,936",81,"25,631","10,372",42,"16,710","6,762"
471001031,4701031,47,10,1,31,Browning No. 34,187,"221,170","89,504",170,"161,862","65,503",105,"59,308","24,001",7,"2,660","1,076",103,"56,648","22,925",187,"221,170","89,504",183,"150,011","60,707",116,"31,292","12,663",59,"7,110","2,877",88,"15,226","6,162",152,"17,531","7,095",1,x,x,123,"108,757","44,012",135,"111,789","45,239",101,"56,710","22,950",7,"3,493","1,414",44,"2,853","1,155",0,0,0,0,0,0,0,0,0,156,20,3,14,6,5,25,180,"147,169","59,557",93,"48,227","19,517",77,"40,579","16,422",62,"58,363","23,619",11,"2,048",829,59,"14,588","5,904",53,"14,656","5,931"
471001036,4701036,47,10,1,36,Moose Creek No. 33,151,"184,070","74,490",139,"108,607","43,952",103,"75,463","30,539",42,"17,394","7,039",82,"58,069","23,500",151,"184,070","74,490",146,"106,811","43,225",97,"27,288","11,043",56,"9,082","3,675",100,"28,427","11,504",132,"12,462","5,043",1,x,x,106,"71,734","29,030",111,"71,396","28,893",76,"26,160","10,587",9,"2,692","1,089",41,"2,165",876,0,0,0,0,0,0,0,0,0,123,35,3,13,27,19,27,143,"98,980","40,056",85,"44,141","17,863",65,"36,543","14,788",24,"18,296","7,404",4,"1,228",497,59,"13,653","5,525",40,"12,407","5,021"
471001039,4701039,47,10,1,39,Reciprocity No. 32,159,"152,587","61,750",152,"114,326","46,266",73,"38,261","15,484",10,"1,677",679,71,"36,584","14,805",159,"152,587","61,750",151,"103,163","41,749",90,"19,116","7,736",52,"6,606","2,673",81,"12,304","4,979",135,"11,398","4,613",2,x,x,123,"86,052","34,824",125,"89,003","36,018",63,"21,842","8,839",12,"4,476","1,811",36,"2,140",866,0,0,0,2,x,x,0,0,0,131,29,0,8,5,3,20,144,"99,090","40,100",95,"41,798","16,915",66,"38,104","15,420",20,"19,188","7,765",10,"1,503",608,48,"9,192","3,720",41,"8,421","3,408"
