AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTFCAP,TOTFCAP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NCAPITAL,CAPITAL,NCAPBLDG,CAPBLDG,NCAPQUOT,CAPQUOT,NCAPLAND,CAPLAND,NCAPLDIM,CAPLDIM,NNEWCAR,NEWCAR,NNEWTRUK,NEWTRUK,NNEWMACH,NEWMACH,NUSEDVEH,USEDVEH
487017031,4817031,48,70,17,31,Opportunity No. 17,"1,063","466,064,750","1,063","314,853,864","1,035","257,776,646",441,"57,077,218","1,049","105,878,209",689,"45,332,677",519,"17,422,827",230,"3,270,476",4,x,50,"2,155,850",77,x,39,"682,164",83,"2,249,267",121,"3,224,971",268,"4,044,768"
487017062,4817062,48,70,17,62,Clear Hills No. 21,591,"246,185,186",591,"152,249,738",576,"128,784,805",233,"23,464,933",588,"69,438,826",361,"24,496,622",292,"11,939,016",124,"1,077,135",1,x,30,"2,009,300",49,x,19,"355,049",55,"1,502,695",73,"3,135,203",188,"3,718,621"
487017076,4817076,48,70,17,76,Northern Lights No. 22,735,"332,672,118",735,"226,019,671",720,"186,136,939",297,"39,882,732",729,"89,565,270",340,"17,087,177",375,"16,211,180",149,"1,307,623",2,x,39,"3,089,600",49,x,30,"583,044",65,"1,600,699",91,"4,922,026",236,"4,207,536"
487017095,4817095,48,70,17,95,Mackenzie No. 23,699,"271,665,930",699,"187,100,469",679,"163,894,386",252,"23,206,083",692,"73,768,392",399,"10,797,069",370,"13,175,776",151,"1,767,752",2,x,44,"2,378,050",57,x,17,"361,812",50,"1,200,003",86,"3,632,916",230,"3,544,607"
487018000,4818000,48,70,18,0,Division No. 18,798,"386,372,631",798,"271,861,219",774,"225,378,924",302,"46,482,295",779,"69,898,480",557,"44,612,932",381,"14,723,810",181,"1,254,117",0,0,49,"4,519,218",60,"271,134",24,"493,012",55,"1,222,259",93,"3,063,341",217,"3,900,729"
487018015,4818015,48,70,18,15,Greenview No. 16,798,"386,372,631",798,"271,861,219",774,"225,378,924",302,"46,482,295",779,"69,898,480",557,"44,612,932",381,"14,723,810",181,"1,254,117",0,0,49,"4,519,218",60,"271,134",24,"493,012",55,"1,222,259",93,"3,063,341",217,"3,900,729"
487019000,4819000,48,70,19,0,Division No. 19,"3,889","2,180,464,209","3,889","1,490,050,173","3,773","1,204,463,476","1,714","285,586,697","3,856","548,353,372","1,994","142,060,664","2,066","106,827,461",909,"10,904,460",11,x,282,"24,311,914",267,x,140,"3,084,964",345,"9,766,936",631,"29,248,245","1,242","27,698,441"
487019006,4819006,48,70,19,6,Grande Prairie County No. 1,"1,560","837,523,250","1,560","588,981,638","1,515","464,713,253",656,"124,268,385","1,552","181,555,160",980,"66,986,452",811,"34,412,545",390,"3,615,153",6,"34,229",106,"8,374,821",87,"270,252",55,"1,241,757",109,"3,140,357",219,"8,024,260",492,"9,711,716"
487019041,4819041,48,70,19,41,Smoky River No. 130,527,"354,359,360",527,"242,335,481",516,"211,438,952",206,"30,896,529",522,"101,994,440",115,"10,029,439",282,"21,129,562",120,"1,581,757",2,x,49,"5,937,950",44,x,29,"645,739",56,"1,525,199",102,"6,384,303",150,"4,828,455"
487019049,4819049,48,70,19,49,Birch Hills No. 19,362,"233,432,628",362,"153,232,466",342,"125,871,422",170,"27,361,044",355,"66,591,852",155,"13,608,310",191,"11,418,147",67,"893,209",0,0,25,"2,319,000",20,"60,346",8,"193,959",40,"1,116,123",70,"3,862,854",110,"2,972,656"
487019054,4819054,48,70,19,54,Spirit River No. 133,185,"110,137,923",185,"73,569,536",180,"55,544,583",93,"18,024,953",181,"32,968,469",77,"3,599,918",105,"7,280,398",45,"509,095",0,0,18,"1,657,430",10,"77,293",10,"303,000",22,"653,500",34,"2,255,127",62,"1,824,953"
487019059,4819059,48,70,19,59,Saddle Hills No. 20,660,"328,027,275",660,"218,956,109",644,"177,697,343",292,"41,258,766",655,"81,297,750",342,"27,773,416",350,"16,100,866",144,"1,423,170",3,x,53,"3,489,513",69,x,21,"373,081",63,"1,891,987",96,"4,095,919",221,"4,114,558"
487019066,4819066,48,70,19,66,Fairview No. 136,344,"191,780,238",344,"127,832,184",329,"101,126,811",187,"26,705,373",340,"52,347,216",181,"11,600,838",200,"11,159,686",88,"2,402,761",0,0,17,"1,276,700",24,"242,625",12,"203,528",30,"835,922",72,"3,439,125",135,"2,759,025"
487019071,4819071,48,70,19,71,Peace No. 135,251,"125,203,536",251,"85,142,759",247,"68,071,112",110,"17,071,647",251,"31,598,485",144,"8,462,292",127,"5,326,257",55,"479,315",0,0,14,"1,256,500",13,"188,959",5,"123,900",25,"603,848",38,"1,186,657",72,"1,487,078"
590000000,5900000,59,0,0,0,British Columbia - Colombie-Britannique,"21,835","13,822,212,532","21,835","11,863,944,623","20,848","9,854,891,554","5,187","2,009,053,069","20,954","1,227,932,338","15,405","730,335,571","8,340","366,470,540","4,832","105,920,779",236,"26,975,523",463,"87,694,248","1,958","15,782,176",299,"6,358,822",942,"24,488,611","2,287","61,301,609","3,204","37,948,772"
590100000,5900000,59,1,0,0,Vancouver Island - Coast,"2,992","1,611,475,507","2,992","1,458,911,207","2,886","1,281,085,985",475,"177,825,222","2,837","107,610,204","2,346","44,954,096","1,096","28,064,983",708,"8,518,148",28,"1,975,817",34,"6,422,411",335,"2,112,031",27,"615,544",80,"1,761,437",281,"4,181,539",318,"2,478,056"
590117000,5917000,59,1,17,0,Capital Regional District,"1,082","678,606,694","1,082","636,398,951","1,037","547,355,486",173,"89,043,465","1,013","30,870,402",805,"11,337,341",343,"8,177,434",221,"3,254,058",6,x,8,"1,633,261",102,"686,361",10,x,22,"358,363",74,"962,588",89,"744,801"
590117005,5917005,59,1,17,5,North Saanich,74,"52,311,202",74,"47,375,860",72,"42,106,260",18,"5,269,600",66,"3,696,535",50,"1,238,807",27,"1,815,069",23,"721,969",0,0,1,x,10,"86,663",0,0,1,x,6,x,7,"65,851"
590117015,5917015,59,1,17,15,Central Saanich,201,"167,014,482",201,"156,013,514",197,"127,686,514",36,"28,327,000",191,"8,747,091",141,"2,253,877",69,"1,831,402",41,"749,101",1,x,2,x,18,"172,397",5,"167,200",5,"38,400",19,"164,281",19,"263,023"
590117021,5917021,59,1,17,21,Saanich,245,"153,577,543",245,"144,157,171",230,"124,283,527",41,"19,873,644",229,"6,757,364",178,"2,663,008",68,"1,973,768",45,"1,126,723",0,0,2,x,19,"137,709",0,0,5,x,12,"146,687",18,"170,349"
590117025,5917025,59,1,17,25,"Capital, Subd. A",293,"173,804,350",293,"164,776,205",277,"149,256,984",51,"15,519,221",278,"6,738,438",216,"2,289,707",110,"1,418,975",71,"316,173",3,"3,300",2,x,39,"210,005",1,x,7,x,24,"298,760",29,"126,311"
590117045,5917045,59,1,17,45,"Capital, Subd. B",183,"93,862,591",183,"88,065,400",178,"69,376,400",19,"18,689,000",170,"3,568,096",146,"2,229,095",44,"904,892",27,"269,721",1,x,1,x,8,"46,327",2,x,3,"41,000",9,"43,774",9,"95,070"
590117055,5917055,59,1,17,55,"Capital, Subd. D",86,"38,036,527",86,"36,010,801",83,"34,645,801",8,"1,365,000",79,"1,362,878",74,"662,848",25,"233,328",14,"70,371",1,x,0,0,8,"33,260",2,x,1,x,4,x,7,"24,197"
590119000,5919000,59,1,19,0,Cowichan Valley Regional District,772,"378,763,753",772,"332,482,071",749,"291,679,688",121,"40,802,383",731,"31,071,764",636,"15,209,918",294,"9,385,693",191,"2,044,226",17,"1,490,717",12,"2,792,000",77,"496,953",7,"120,847",23,"518,649",84,"1,312,692",87,"609,609"
590119014,5919014,59,1,19,14,"Cowichan Valley, Subd. B",530,"268,735,636",530,"234,966,291",517,"204,403,919",93,"30,562,372",502,"22,259,275",441,"11,510,070",200,"6,527,902",132,"1,528,253",15,x,6,"1,344,000",46,"361,643",5,x,16,"373,847",59,"1,080,638",56,"414,957"
590119031,5919031,59,1,19,31,"Cowichan Valley, Subd. A",31,"7,490,046",31,"6,987,400",28,"5,792,400",5,"1,195,000",29,"417,375",21,"85,271",12,"55,211",7,"27,100",0,0,0,0,6,x,0,0,0,0,1,x,2,x
590119045,5919045,59,1,19,45,"Cowichan Valley, Subd. C",211,"102,538,071",211,"90,528,380",204,"81,483,369",23,"9,045,011",200,"8,395,114",174,"3,614,577",82,"2,802,580",52,"488,873",2,x,6,"1,448,000",25,x,2,x,7,"144,802",24,x,29,x
590121000,5921000,59,1,21,0,Nanaimo Regional District,493,"241,929,105",493,"218,963,494",474,"199,415,320",72,"19,548,174",472,"16,870,035",393,"6,095,576",197,"5,206,288",130,"1,936,629",2,x,6,x,59,"269,572",5,"140,995",13,"330,200",46,"789,582",56,"457,310"
590121012,5921012,59,1,21,12,"Nanaimo, Subd. A",316,"145,711,971",316,"131,258,573",303,"119,053,200",51,"12,205,373",299,"10,797,313",254,"3,656,085",123,"3,387,055",82,"1,189,342",1,x,5,x,33,"131,482",2,x,10,"239,200",26,"586,403",34,"232,633"
590121028,5921028,59,1,21,28,"Nanaimo, Subd. B",177,"96,217,134",177,"87,704,921",171,"80,362,120",21,"7,342,801",173,"6,072,722",139,"2,439,491",74,"1,819,233",48,"747,287",1,x,1,x,26,"138,090",3,x,3,"91,000",20,"203,179",22,"224,677"
590123000,5923000,59,1,23,0,Alberni-Clayoquot Regional District,80,"42,423,043",80,"36,018,620",75,"33,663,620",13,"2,355,000",79,"4,337,689",66,"2,066,734",28,"565,829",17,"112,818",0,0,1,x,12,"83,984",0,0,2,x,12,"244,252",4,"30,425"
590123031,5923031,59,1,23,31,"Alberni-Clayoquot, Subd. A",80,"42,423,043",80,"36,018,620",75,"33,663,620",13,"2,355,000",79,"4,337,689",66,"2,066,734",28,"565,829",17,"112,818",0,0,1,x,12,"83,984",0,0,2,x,12,"244,252",4,"30,425"
590125000,5925000,59,1,25,0,Comox-Strathcona Regional District,439,"226,286,282",439,"195,864,349",427,"174,170,149",75,"21,694,200",425,"21,154,255",347,"9,267,678",186,"4,249,776",118,"1,042,729",3,"35,800",6,"763,500",72,"520,563",3,"72,000",16,"408,525",55,"827,836",69,"578,823"
590125020,5925020,59,1,25,20,"Comox-Strathcona, Subd. C",352,"194,431,331",352,"167,688,949",342,"148,011,749",65,"19,677,200",340,"18,848,553",278,"7,893,829",158,"3,724,200",97,"932,203",3,"35,800",5,x,63,"475,893",2,x,11,"293,525",51,x,62,"540,193"
590125044,5925044,59,1,25,44,"Comox-Strathcona, Subd. B",41,"17,846,583",41,"15,552,900",40,x,8,x,39,"1,366,700",37,"926,983",15,"242,340",10,x,0,0,0,0,5,"40,000",1,x,5,"115,000",3,x,3,x
590125050,5925050,59,1,25,50,"Comox-Strathcona, Subd. A",46,"14,008,368",46,"12,622,500",45,x,2,x,46,"939,002",32,"446,866",13,"283,236",11,x,0,0,1,x,4,"4,670",0,0,0,0,1,x,4,x
590127000,5927000,59,1,27,0,Powell River Regional District,96,"32,411,901",96,"29,881,722",94,"26,822,722",13,"3,059,000",88,"1,984,208",78,"545,971",33,"223,414",21,"56,809",0,0,0,0,10,"46,978",1,x,3,x,6,"10,039",8,"26,588"
590127014,5927014,59,1,27,14,"Powell River, Subd. A",96,"32,411,901",96,"29,881,722",94,"26,822,722",13,"3,059,000",88,"1,984,208",78,"545,971",33,"223,414",21,"56,809",0,0,0,0,10,"46,978",1,x,3,x,6,"10,039",8,"26,588"
590145000,5945000,59,1,45,0,Central Coast Regional District,30,"11,054,728",30,"9,302,000",30,"7,979,000",8,"1,323,000",29,"1,321,851",21,"430,877",15,"256,549",10,"70,879",0,0,1,x,3,"7,620",1,x,1,x,4,"34,550",5,"30,500"
590145008,5945008,59,1,45,8,"Central Coast, Subd. A",30,"11,054,728",30,"9,302,000",30,"7,979,000",8,"1,323,000",29,"1,321,851",21,"430,877",15,"256,549",10,"70,879",0,0,1,x,3,"7,620",1,x,1,x,4,"34,550",5,"30,500"
590200000,5900000,59,2,0,0,Lower Mainland - Southwest,"6,671","5,759,863,114","6,671","5,150,303,911","6,248","4,243,997,366","1,484","906,306,545","6,312","393,284,580","4,646","216,274,623","2,378","168,279,352","1,392","66,592,572",165,"21,544,460",77,"30,570,805",529,"5,898,075",104,"2,421,192",268,"7,683,174",750,"25,251,782",763,"8,317,292"
590209000,5909000,59,2,9,0,Fraser Valley Regional District,"2,977","2,467,335,818","2,977","2,125,598,992","2,836","1,773,737,058",738,"351,861,934","2,849","201,428,797","2,153","140,308,029","1,163","79,399,515",644,"25,535,795",141,"18,286,576",40,x,213,x,52,x,123,x,398,"13,292,021",418,"4,630,070"
590209012,5909012,59,2,9,12,"Fraser Valley, Subd. A",35,"24,832,611",35,"21,135,725",33,"17,735,725",10,"3,400,000",33,"2,348,150",26,"1,348,736",16,"1,065,796",12,"629,397",1,x,2,x,2,x,1,x,1,x,1,x,7,"89,400"
590209038,5909038,59,2,9,38,"Fraser Valley, Subd. B","1,136","835,620,029","1,136","706,522,944","1,084","590,877,509",315,"115,645,435","1,085","74,744,102",894,"54,352,983",454,"30,880,824",257,"8,630,856",68,"8,993,710",20,"5,241,750",83,"835,535",18,"401,847",46,"1,214,501",147,"3,990,734",174,"1,571,891"
590209052,5909052,59,2,9,52,Abbotsford,"1,447","1,370,136,583","1,447","1,189,007,275","1,373","987,393,901",343,"201,613,374","1,387","106,663,573",951,"74,465,735",553,"40,430,016",296,"14,535,996",59,"7,537,900",13,"3,931,500",95,"1,118,791",30,"739,366",66,"2,178,371",202,"8,040,155",183,"2,347,937"
590209056,5909056,59,2,9,56,Mission,161,"80,023,970",161,"74,745,506",157,"68,221,029",23,"6,524,477",151,"3,857,360",124,"1,421,104",50,"1,532,804",34,"373,492",1,x,2,x,13,"100,061",0,0,3,x,11,x,17,"95,619"
590209058,5909058,59,2,9,58,"Fraser Valley, Subd. E",198,"156,722,624",198,"134,187,542",189,"109,508,894",47,"24,678,648",193,"13,815,612",158,"8,719,470",90,"5,490,075",45,"1,366,054",12,x,3,"602,000",20,"235,266",3,x,7,"126,600",37,"980,516",37,"525,223"
590215000,5915000,59,2,15,0,Greater Vancouver Regional District,"3,464","3,172,791,085","3,464","2,920,195,310","3,192","2,384,795,349",701,"535,399,961","3,253","181,091,109","2,318","71,504,666","1,120","86,434,416",688,"40,597,419",24,"3,257,884",35,"19,689,555",279,"3,412,586",46,"1,069,679",135,"3,910,222",328,"11,130,606",308,"3,366,465"
590215001,5915001,59,2,15,1,Langley,"1,584","1,179,227,874","1,584","1,081,638,934","1,499","917,836,188",262,"163,802,746","1,502","61,866,559","1,235","35,722,381",543,"28,247,068",351,"13,151,861",11,"1,141,134",13,"5,532,457",128,"1,012,282",22,"473,580",67,"1,721,666",141,"4,081,713",141,"1,132,375"
590215004,5915004,59,2,15,4,Surrey,744,"663,567,813",744,"612,223,396",675,"489,229,200",151,"122,994,196",696,"35,729,957",490,"15,614,460",227,"14,592,183",142,"5,198,849",6,"978,500",6,"4,721,000",53,"570,775",7,"131,197",29,"959,953",66,"1,447,438",62,"584,471"
590215011,5915011,59,2,15,11,Delta,186,"283,185,270",186,"241,608,851",151,"158,586,550",93,"83,022,301",182,"35,930,203",101,"5,646,216",80,"15,879,598",43,"6,022,472",3,x,7,x,25,x,4,"117,400",11,"452,903",32,x,28,"648,663"
590215015,5915015,59,2,15,15,Richmond,247,"392,101,966",247,"375,788,147",222,"308,902,260",54,"66,885,887",232,"13,894,017",58,"2,419,802",60,"6,163,382",31,"1,352,645",1,x,4,"3,400,000",14,"430,218",4,"138,007",3,x,20,"449,336",20,"277,246"
590215022,5915022,59,2,15,22,Vancouver,22,"25,954,286",22,"24,820,890",18,"19,900,100",7,"4,920,790",14,x,18,x,6,x,5,"30,229",0,0,1,x,2,x,0,0,0,0,1,x,2,x
590215025,5915025,59,2,15,25,Burnaby,54,"59,280,549",54,"53,261,421",45,"47,099,221",12,"6,162,200",52,x,13,x,14,x,6,"106,303",0,0,0,0,3,x,0,0,4,"119,520",4,"20,532",2,x
590215063,5915063,59,2,15,63,"Greater Vancouver, Subd. A",118,"96,414,545",118,"89,954,611",106,"69,616,111",27,"20,338,500",106,"4,672,552",62,"1,787,382",31,"1,189,860",18,"788,682",0,0,0,0,9,"33,720",1,x,2,x,10,"182,443",8,"62,530"
590215070,5915070,59,2,15,70,Pitt Meadows,178,"251,864,759",178,"231,928,279",169,"196,814,938",41,"35,113,341",165,"16,005,354",87,"3,931,126",54,"3,911,122",22,"1,173,917",0,0,2,x,15,"613,610",3,x,9,"251,000",24,"625,808",15,x
590215075,5915075,59,2,15,75,Maple Ridge,331,"221,194,024",331,"208,970,781",307,"176,810,781",54,"32,160,000",304,"9,513,882",254,"2,709,361",105,"15,523,719",70,"12,772,461",3,x,2,x,30,"136,393",5,"76,000",10,"262,000",30,"1,066,462",30,"217,403"
590229000,5929000,59,2,29,0,Sunshine Coast Regional District,107,"46,496,806",107,"43,083,308",102,"35,848,158",11,"7,235,150",92,"2,677,188",73,"736,310",35,"496,841",25,"258,160",0,0,0,0,14,x,1,x,2,x,7,"76,561",11,"58,900"
590229020,5929020,59,2,29,20,"Sunshine Coast, Subd. A",107,"46,496,806",107,"43,083,308",102,"35,848,158",11,"7,235,150",92,"2,677,188",73,"736,310",35,"496,841",25,"258,160",0,0,0,0,14,x,1,x,2,x,7,"76,561",11,"58,900"
590231000,5931000,59,2,31,0,Squamish-Lillooet Regional District,123,"73,239,404",123,"61,426,301",118,"49,616,801",34,"11,809,500",118,"8,087,486",102,"3,725,617",60,"1,948,580",35,"201,198",0,0,2,x,23,x,5,x,8,"176,400",17,"752,594",26,"261,857"
590231019,5931019,59,2,31,19,"Squamish-Lillooet, Subd. B",82,"55,842,889",82,"47,988,800",78,"37,103,800",28,"10,885,000",79,"5,801,850",68,"2,052,239",45,"1,548,164",27,"161,679",0,0,2,x,20,x,5,x,4,"107,400",14,x,20,"186,141"
590231030,5931030,59,2,31,30,"Squamish-Lillooet, Subd. A",41,"17,396,516",41,"13,437,501",40,"12,513,001",6,"924,500",39,"2,285,636",34,"1,673,379",15,"400,416",8,"39,519",0,0,0,0,3,x,0,0,4,"69,000",3,x,6,"75,716"
590300000,5900000,59,3,0,0,Thompson - Okanagan,"5,933","3,359,725,298","5,933","2,898,472,838","5,671","2,429,996,049","1,286","468,476,789","5,790","289,555,606","3,470","171,696,854","2,163","73,513,714","1,225","16,637,802",31,"3,123,330",106,"21,585,622",493,"2,892,895",72,"1,337,871",272,"6,536,657",527,"13,167,620",846,"8,231,917"
590307000,5907000,59,3,7,0,Okanagan-Similkameen Regional District,"1,754","829,837,088","1,754","745,175,563","1,653","601,535,898",383,"143,639,665","1,709","64,824,414",611,"19,837,111",560,"14,225,596",270,"4,069,509",5,"42,229",21,"3,895,000",144,"806,381",20,"308,570",69,"1,603,240",131,"2,058,572",209,"1,442,095"
590307020,5907020,59,3,7,20,"Okanagan-Similkameen, Subd. B",963,"420,187,107",963,"372,600,834",903,"304,742,634",216,"67,858,200",941,"36,710,431",307,"10,875,842",293,"6,706,200",143,"2,674,341",2,x,7,x,66,x,11,"174,570",35,"656,634",64,"923,334",113,"705,815"
590307030,5907030,59,3,7,30,"Okanagan-Similkameen, Subd. C",82,"57,729,338",82,"49,878,564",79,"30,596,564",24,"19,282,000",78,"4,192,913",74,"3,657,861",35,"814,161",21,"83,764",0,0,1,x,6,x,1,x,10,"318,805",6,"80,869",14,"188,250"
590307045,5907045,59,3,7,45,"Okanagan-Similkameen, Subd. A",709,"351,920,643",709,"322,696,165",671,"266,196,700",143,"56,499,465",690,"23,921,070",230,"5,303,408",232,"6,705,235",106,"1,311,404",3,x,13,"2,548,000",72,"452,202",8,x,24,"627,801",61,"1,054,369",82,"548,030"
590333000,5933000,59,3,33,0,Thompson-Nicola Regional District,"1,150","770,303,258","1,150","598,994,273","1,109","508,439,610",312,"90,554,663","1,124","82,530,894",996,"88,778,091",509,"20,904,064",323,"3,605,527",4,"32,501",32,"5,292,675",115,"907,334",18,"365,945",66,"1,713,824",136,"6,091,225",207,"2,895,033"
590333010,5933010,59,3,33,10,"Thompson-Nicola, Subd. C",117,"151,586,247",117,"105,942,992",114,"94,001,892",34,"11,941,100",114,"14,691,078",102,"30,952,177",52,"1,689,594",33,"570,169",1,x,1,x,20,x,4,x,9,"305,255",14,"461,694",16,"85,101"
590333034,5933034,59,3,33,34,"Thompson-Nicola, Subd. D",181,"120,406,327",181,"93,015,767",165,"78,269,067",57,"14,746,700",177,"12,273,610",148,"15,116,950",69,"4,025,754",45,"845,672",1,x,4,"1,198,040",14,"170,677",3,x,10,"308,500",19,"365,461",33,"1,040,209"
590333040,5933040,59,3,33,40,"Thompson-Nicola, Subd. B",321,"206,596,523",321,"164,097,977",311,"135,216,562",95,"28,881,415",312,"26,301,746",264,"16,196,800",145,"7,567,806",84,"599,687",0,0,9,"1,626,800",29,"223,379",4,"92,620",15,"379,867",41,"3,987,507",58,"657,946"
590333058,5933058,59,3,33,58,"Thompson-Nicola, Subd. E",289,"169,442,136",289,"137,478,263",283,"117,137,615",75,"20,340,648",285,"15,763,915",266,"16,199,958",130,"4,475,315",91,"703,800",1,x,12,"1,922,334",29,x,4,x,19,"436,814",31,"585,415",50,"595,387"
590333066,5933066,59,3,33,66,"Thompson-Nicola, Subd. A",242,"122,272,025",242,"98,459,274",236,"83,814,474",51,"14,644,800",236,"13,500,545",216,"10,312,206",113,"3,145,595",70,"886,199",1,x,6,x,23,"165,370",3,x,13,"283,388",31,"691,148",50,"516,390"
590335000,5935000,59,3,35,0,Central Okanagan Regional District,"1,157","767,584,730","1,157","712,330,039","1,100","612,820,688",191,"99,509,351","1,122","46,912,177",433,"8,342,514",349,"10,306,286",183,"2,068,287",0,0,18,"4,324,500",79,"543,124",16,"278,248",45,"1,153,816",81,"1,096,510",104,"841,801"
590335013,5935013,59,3,35,13,"Central Okanagan, Subd. A",995,"661,728,763",995,"614,710,689",947,"527,866,088",164,"86,844,601",967,"39,788,775",360,"7,229,299",295,"9,171,772",153,"1,720,046",0,0,13,"4,076,000",68,x,15,x,40,"960,326",70,"918,808",91,"740,351"
590335023,5935023,59,3,35,23,"Central Okanagan, Subd. B",162,"105,855,967",162,"97,619,350",153,"84,954,600",27,"12,664,750",155,"7,123,402",73,"1,113,215",54,"1,134,514",30,"348,241",0,0,5,"248,500",11,x,1,x,5,"193,490",11,"177,702",13,"101,450"
590337000,5937000,59,3,37,0,North Okanagan Regional District,"1,187","650,661,583","1,187","557,646,438","1,147","465,723,928",259,"91,922,510","1,162","59,673,431",862,"33,341,714",448,"17,373,146",262,"4,894,720",11,"1,431,500",19,"5,041,447",82,"330,639",12,"244,050",56,"1,248,619",108,"2,284,365",204,"1,897,806"
590337019,5937019,59,3,37,19,"North Okanagan, Subd. B",574,"315,420,048",574,"276,272,351",549,"231,512,841",119,"44,759,510",556,"25,373,249",398,"13,774,448",204,"7,755,671",124,"2,216,302",2,x,9,"2,513,590",37,"190,775",6,x,25,"623,825",48,"1,048,284",90,"816,235"
590337024,5937024,59,3,37,24,Spallumcheen,386,"212,842,286",386,"183,082,208",381,"154,181,208",75,"28,901,000",382,"19,316,537",278,"10,443,541",145,"6,100,934",82,"1,746,245",5,x,8,x,20,"43,535",2,x,20,"380,633",30,"566,352",72,"520,669"
590337039,5937039,59,3,37,39,"North Okanagan, Subd. A",227,"122,399,248",227,"98,291,879",217,"80,029,879",65,"18,262,000",224,"14,983,645",186,"9,123,724",99,"3,516,541",56,"932,173",4,"842,000",2,x,25,"96,329",4,x,11,"244,161",30,"669,729",42,"560,902"
590339000,5939000,59,3,39,0,Columbia-Shuswap Regional District,685,"341,338,640",685,"284,326,525",662,"241,475,925",141,"42,850,600",673,"35,614,690",568,"21,397,425",297,"10,704,622",187,"1,999,759",11,"1,617,100",16,"3,032,000",73,"305,417",6,"141,058",36,"817,158",71,"1,636,948",122,"1,155,182"
590339013,5939013,59,3,39,13,"Columbia-Shuswap, Subd. A",88,"33,340,239",88,"26,410,425",84,"22,541,025",16,"3,869,400",85,"3,874,650",75,"3,055,164",40,"1,476,656",29,"235,248",1,x,3,"453,000",13,x,0,0,10,"236,813",8,"209,030",12,"84,015"
590339041,5939041,59,3,39,41,"Columbia-Shuswap, Subd. C",597,"307,998,401",597,"257,916,100",578,"218,934,900",125,"38,981,200",588,"31,740,040",493,"18,342,261",257,"9,227,966",158,"1,764,511",10,x,13,"2,579,000",60,x,6,"141,058",26,"580,345",63,"1,427,918",110,"1,071,167"
590400000,5900000,59,4,0,0,Kootenay,"1,425","676,481,052","1,425","565,170,938","1,374","443,559,409",350,"121,611,529","1,356","71,039,044","1,054","40,271,070",585,"13,691,411",356,"2,422,678",3,x,23,"3,409,093",112,x,18,x,67,"1,678,759",134,"2,312,073",240,"3,137,898"
590401000,5901000,59,4,1,0,East Kootenay Regional District,474,"269,614,765",474,"225,504,055",453,"162,096,831",139,"63,407,224",453,"24,451,386",390,"19,659,324",195,"3,787,683",120,"425,417",2,x,8,"1,080,593",33,x,6,"75,092",24,"621,255",35,"585,336",74,"869,813"
590401015,5901015,59,4,1,15,"East Kootenay, Subd. C",144,"65,010,258",144,"52,044,921",135,"35,914,450",47,"16,130,471",141,"7,490,129",122,"5,475,208",69,"1,093,654",43,"161,102",0,0,1,x,10,x,2,x,7,"148,000",14,"192,366",32,"337,426"
590401033,5901033,59,4,1,33,"East Kootenay, Subd. B",230,"134,510,374",230,"113,622,303",223,"82,185,551",62,"31,436,752",218,"11,472,658",200,"9,415,413",88,"1,982,026",53,"177,185",2,x,6,x,12,"36,631",2,x,10,"346,605",15,"216,851",29,"391,945"
590401044,5901044,59,4,1,44,"East Kootenay, Subd. A",100,"70,094,133",100,"59,836,831",95,"43,996,830",30,"15,840,001",94,"5,488,599",68,"4,768,703",38,"712,003",24,"87,130",0,0,1,x,11,x,2,x,7,"126,650",6,"176,119",13,"140,442"
590403000,5903000,59,4,3,0,Central Kootenay Regional District,594,"229,791,508",594,"191,789,305",570,"163,198,855",127,"28,590,450",558,"28,151,114",384,"9,851,089",218,"4,998,735",123,"1,039,096",1,x,4,"463,400",42,"170,053",10,x,28,"645,010",57,"1,175,167",97,"1,296,234"
590403008,5903008,59,4,3,8,"Central Kootenay, Subd. C",339,"149,340,240",339,"123,053,755",323,"99,424,855",89,"23,628,900",317,"19,531,281",190,"6,755,204",124,"3,554,470",62,"658,166",1,x,2,x,21,"93,762",8,x,16,"416,595",38,"934,627",59,"1,073,545"
590403037,5903037,59,4,3,37,"Central Kootenay, Subd. B",169,"51,948,351",169,"45,917,150",162,"42,249,600",27,"3,667,550",160,"4,504,511",126,"1,526,690",63,"983,317",39,"237,034",0,0,1,x,13,x,2,x,7,"129,215",12,"230,330",24,"133,934"
590403054,5903054,59,4,3,54,"Central Kootenay, Subd. A",86,"28,502,917",86,"22,818,400",85,"21,524,400",11,"1,294,000",81,"4,115,322",68,"1,569,195",31,"460,948",22,"143,896",0,0,1,x,8,x,0,0,5,"99,200",7,"10,210",14,"88,755"
590405000,5905000,59,4,5,0,Kootenay Boundary Regional District,357,"177,074,779",357,"147,877,578",351,"118,263,723",84,"29,613,855",345,"18,436,544",280,"10,760,657",172,"4,904,993",113,"958,165",0,0,11,"1,865,100",37,x,2,x,15,"412,494",42,"551,570",69,"971,851"
590405028,5905028,59,4,5,28,"Kootenay Boundary, Subd. A",46,"19,121,073",46,"15,518,601",45,"12,853,601",12,"2,665,000",45,"2,582,267",41,"1,020,205",21,"522,679",13,"285,522",0,0,0,0,5,"11,117",0,0,3,"115,000",6,"36,390",7,"74,650"
