AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NXMSAREA,XMSAREA,EXMSAREA,NXMASTRE,XMASTRE,NMAPLET,MAPLET,NVFTPROD,VFTPROD
241087030,2487030,24,10,87,30,Sainte-Germaine-BoulÇ,21,0,0,0,0,0,0,0,3,"83,737"
241087035,2487035,24,10,87,35,Poularies,23,0,0,0,0,0,0,0,2,x
241087045,2487045,24,10,87,45,Taschereau,22,0,0,0,0,0,0,0,8,"168,424"
241087060,2487060,24,10,87,60,Macamic,18,0,0,0,0,0,0,0,4,"25,698"
241087075,2487075,24,10,87,75,Clerval,17,0,0,0,0,0,0,0,1,x
241087080,2487080,24,10,87,80,La Reine,16,0,0,0,0,0,0,0,2,x
241087085,2487085,24,10,87,85,Dupuy,16,1,x,x,0,0,0,0,2,x
241087090,2487090,24,10,87,90,La Sarre,42,0,0,0,0,0,1,x,5,"20,356"
241088000,2488000,24,10,88,0,Abitibi,202,0,0,0,0,0,1,x,30,"351,094"
241088022,2488022,24,10,88,22,Barraute,36,0,0,0,0,0,0,0,5,"27,304"
241088045,2488045,24,10,88,45,La Motte,49,0,0,0,0,0,0,0,5,"57,164"
241088055,2488055,24,10,88,55,Amos,39,0,0,0,0,0,0,0,5,"45,712"
241088085,2488085,24,10,88,85,Sainte-Gertrude-Manneville,49,0,0,0,0,0,1,x,11,"166,426"
241088904,2488904,24,10,88,904,Lac-Chicobi,29,0,0,0,0,0,0,0,4,"54,488"
241089000,2489000,24,10,89,0,VallÇe-de-l'Or,49,0,0,0,0,0,1,x,11,"170,001"
241089030,2489030,24,10,89,30,Vassan,25,0,0,0,0,0,1,x,1,x
241089045,2489045,24,10,89,45,Senneterre,24,0,0,0,0,0,0,0,10,x
241100000,2400000,24,11,0,0,GaspÇsie--?les-de-la-Madeleine,331,3,34,14,2,x,21,"42,765",102,"760,672"
241101000,2401000,24,11,1,0,Les ?les-de-la-Madeleine,22,0,0,0,0,0,2,x,2,x
241101010,2401010,24,11,1,10,L'?le-du-Havre-Aubert,22,0,0,0,0,0,2,x,2,x
241102000,2402000,24,11,2,0,Pabok,28,0,0,0,0,0,2,x,9,"73,621"
241102050,2402050,24,11,2,50,Port-Daniel,28,0,0,0,0,0,2,x,9,"73,621"
241103000,2403000,24,11,3,0,La Cìte-de-GaspÇ,21,0,0,0,0,0,2,x,3,x
241103005,2403005,24,11,3,5,GaspÇ,21,0,0,0,0,0,2,x,3,x
241104000,2404000,24,11,4,0,Denis-Riverin,34,0,0,0,0,0,1,x,9,"51,934"
241104045,2404045,24,11,4,45,Cap-Chat,34,0,0,0,0,0,1,x,9,"51,934"
241105000,2405000,24,11,5,0,Bonaventure,137,3,34,14,2,x,5,"9,532",38,"175,324"
241105010,2405010,24,11,5,10,Shigawake,27,0,0,0,0,0,0,0,6,"36,880"
241105045,2405045,24,11,5,45,Bonaventure,31,1,x,x,1,x,1,x,7,x
241105060,2405060,24,11,5,60,Caplan,16,0,0,0,0,0,0,0,1,x
241105065,2405065,24,11,5,65,Saint-Alphonse,30,1,x,x,0,0,2,x,13,"51,033"
241105070,2405070,24,11,5,70,New Richmond,33,1,x,x,1,x,2,x,11,"56,593"
241106000,2406000,24,11,6,0,Avignon,89,0,0,0,0,0,9,"7,858",41,"327,022"
241106010,2406010,24,11,6,10,Carleton,21,0,0,0,0,0,0,0,4,"49,818"
241106020,2406020,24,11,6,20,Nouvelle,19,0,0,0,0,0,2,x,8,"24,445"
241106040,2406040,24,11,6,40,Saint-AndrÇ-de-Restigouche,20,0,0,0,0,0,3,x,10,"87,786"
241106050,2406050,24,11,6,50,Saint-Alexis-de-MatapÇdia,29,0,0,0,0,0,4,"3,150",19,"164,973"
241200000,2400000,24,12,0,0,Chaudiäre-Appalaches,"6,633",114,"4,905","1,985",69,"197,957","3,018","9,085,272","3,086","24,607,088"
241217000,2417000,24,12,17,0,L'Islet,637,2,x,x,1,x,418,"1,576,135",302,"2,843,259"
241217010,2417010,24,12,17,10,Saint-Pamphile,49,0,0,0,0,0,20,"98,120",26,"226,385"
241217015,2417015,24,12,17,15,Saint-Adalbert,59,0,0,0,0,0,54,"306,690",33,"619,354"
241217020,2417020,24,12,17,20,Saint-Marcel,49,0,0,0,0,0,44,"212,905",23,"237,877"
241217025,2417025,24,12,17,25,Sainte-FÇlicitÇ,19,0,0,0,0,0,17,"70,827",12,"128,992"
241217030,2417030,24,12,17,30,Sainte-PerpÇtue,79,1,x,x,0,0,69,"327,050",47,"495,966"
241217040,2417040,24,12,17,40,Saint-Damase-de-l'Islet,39,0,0,0,0,0,27,"57,650",24,"125,627"
241217045,2417045,24,12,17,45,Saint-Cyrille-de-Lessard,29,0,0,0,0,0,14,"27,530",13,"93,486"
241217050,2417050,24,12,17,50,Saint-Eugäne,40,1,x,x,1,x,29,"54,966",12,"57,194"
241217055,2417055,24,12,17,55,Saint-Aubert,57,0,0,0,0,0,48,"162,222",37,"286,611"
241217060,2417060,24,12,17,60,Sainte-Louise,48,0,0,0,0,0,26,"77,575",25,"166,480"
241217065,2417065,24,12,17,65,Saint-Roch-des-Aulnaies,34,0,0,0,0,0,10,"26,000",8,"74,827"
241217070,2417070,24,12,17,70,Saint-Jean-Port-Joli,80,0,0,0,0,0,40,"115,350",29,"285,431"
241217080,2417080,24,12,17,80,L'Islet-sur-Mer,55,0,0,0,0,0,20,"39,250",13,"45,029"
241218000,2418000,24,12,18,0,Montmagny,394,5,77,31,3,"5,200",150,"621,626",145,"1,429,594"
241218015,2418015,24,12,18,15,Saint-Fabien-de-Panet,37,3,x,x,2,x,22,"130,300",17,"202,164"
241218020,2418020,24,12,18,20,Sainte-Lucie-de-Beauregard,20,0,0,0,0,0,19,"122,100",13,"222,468"
241218025,2418025,24,12,18,25,Sainte-Apolline-de-Patton,30,0,0,0,0,0,21,"97,800",17,"218,462"
241218030,2418030,24,12,18,30,Saint-Paul-de-Montminy,21,0,0,0,0,0,6,"18,100",11,"58,571"
241218040,2418040,24,12,18,40,Notre-Dame-du-Rosaire,18,0,0,0,0,0,13,"50,910",11,"71,635"
241218045,2418045,24,12,18,45,Cap-Saint-Ignace,70,0,0,0,0,0,24,"71,108",16,"201,826"
241218050,2418050,24,12,18,50,Montmagny,70,1,x,x,1,x,11,"18,030",17,"137,208"
241218055,2418055,24,12,18,55,Saint-Pierre-de-la-Riviäre-du-Sud,35,0,0,0,0,0,10,"30,120",13,"104,725"
241218060,2418060,24,12,18,60,Saint-Franáois-de-la-Riviäre-du-Sud,93,1,x,x,0,0,24,"83,158",30,"212,535"
241219000,2419000,24,12,19,0,Bellechasse,"1,038",3,x,x,2,x,447,"1,087,186",449,"3,311,726"
241219005,2419005,24,12,19,5,Saint-PhilÇmon,24,1,x,x,0,0,14,"67,400",17,"304,414"
241219010,2419010,24,12,19,10,Notre-Dame-Auxiliatrice-de-Buckland,35,0,0,0,0,0,20,"81,050",18,"153,900"
241219015,2419015,24,12,19,15,Saint-Nazaire-de-Dorchester,35,0,0,0,0,0,19,"67,950",22,"332,392"
241219020,2419020,24,12,19,20,Saint-LÇon-de-Standon,58,0,0,0,0,0,22,"54,750",37,"196,835"
241219025,2419025,24,12,19,25,Saint-Malachie,64,0,0,0,0,0,30,"62,377",47,"295,886"
241219037,2419037,24,12,19,37,Armagh,43,1,x,x,1,x,29,"126,409",33,"409,454"
241219045,2419045,24,12,19,45,Saint-NÇrÇe,31,0,0,0,0,0,26,"68,081",25,"220,145"
241219050,2419050,24,12,19,50,Saint-Lazare-de-Bellechasse,60,0,0,0,0,0,30,"62,835",35,"207,655"
241219055,2419055,24,12,19,55,Sainte-Claire,85,0,0,0,0,0,35,"73,689",37,"185,659"
241219065,2419065,24,12,19,65,Saint-Anselme,81,0,0,0,0,0,21,"29,715",26,"101,487"
241219070,2419070,24,12,19,70,Honfleur,79,0,0,0,0,0,41,"74,850",30,"97,921"
241219075,2419075,24,12,19,75,Saint-Gervais,119,1,x,x,1,x,66,"141,450",56,"404,755"
241219082,2419082,24,12,19,82,Saint-Raphaâl,52,0,0,0,0,0,40,"85,430",32,"228,199"
241219090,2419090,24,12,19,90,La Durantaye,42,0,0,0,0,0,10,"23,415",5,"70,017"
241219097,2419097,24,12,19,97,Saint-Charles-de-Bellechasse,97,0,0,0,0,0,26,"43,185",15,"64,536"
241219105,2419105,24,12,19,105,Saint-êtienne-de-Beaumont,26,0,0,0,0,0,2,x,3,x
241219110,2419110,24,12,19,110,Saint-Michel-de-Bellechasse,58,0,0,0,0,0,9,"17,100",5,"17,147"
241219117,2419117,24,12,19,117,Saint-Vallier,49,0,0,0,0,0,7,x,6,x
241224000,2424000,24,12,24,0,Desjardins,196,2,x,x,1,x,28,"55,200",19,"85,844"
241224005,2424005,24,12,24,5,Saint-Henri,125,0,0,0,0,0,24,"51,100",14,"61,876"
241224010,2424010,24,12,24,10,Pintendre,41,0,0,0,0,0,1,x,1,x
241224015,2424015,24,12,24,15,Saint-Joseph-de-la-Pointe-de-LÇvy,30,2,x,x,1,x,3,x,4,x
241225000,2425000,24,12,25,0,Les Chutes-de-la-Chaudiäre,180,3,20,8,2,x,9,"14,875",28,"120,335"
241225005,2425005,24,12,25,5,Saint-Lambert-de-Lauzon,58,0,0,0,0,0,0,0,10,"16,977"
241225010,2425010,24,12,25,10,Saint-êtienne-de-Lauzon,20,0,0,0,0,0,3,x,5,"16,133"
241225020,2425020,24,12,25,20,Saint-Jean-Chrysostome,33,2,x,x,1,x,1,x,5,"29,595"
241225043,2425043,24,12,25,43,Berniäres-Saint-Nicolas,69,1,x,x,1,x,5,"9,975",8,"57,630"
241226000,2426000,24,12,26,0,La Nouvelle-Beauce,802,1,x,x,0,0,312,"640,275",361,"1,900,030"
241226005,2426005,24,12,26,5,Saint-êdouard-de-Frampton,85,0,0,0,0,0,50,"175,498",55,"434,719"
241226010,2426010,24,12,26,10,Saints-Anges,75,0,0,0,0,0,39,"66,581",42,"155,187"
241226022,2426022,24,12,26,22,Saint-ElzÇar,91,0,0,0,0,0,45,"99,612",50,"462,831"
241226030,2426030,24,12,26,30,Sainte-Marie,106,0,0,0,0,0,56,"88,529",61,"297,639"
241226035,2426035,24,12,26,35,Sainte-Marguerite,92,0,0,0,0,0,44,"82,625",53,"242,237"
241226040,2426040,24,12,26,40,Sainte-HÇnÇdine,74,0,0,0,0,0,30,"48,025",28,"87,003"
241226048,2426048,24,12,26,48,Scott,19,0,0,0,0,0,6,"6,520",9,"25,884"
241226055,2426055,24,12,26,55,Saint-Bernard,140,0,0,0,0,0,31,"51,435",34,"101,274"
241226063,2426063,24,12,26,63,Saint-Isidore,120,1,x,x,0,0,11,"21,450",29,"93,256"
241227000,2427000,24,12,27,0,Robert-Cliche,537,7,84,34,6,"3,482",290,"556,160",338,"2,054,163"
241227010,2427010,24,12,27,10,Saint-Victor-de-Tring,120,1,x,x,1,x,81,"174,698",72,"656,991"
241227015,2427015,24,12,27,15,Saint-Alfred,17,1,x,x,1,x,14,"24,600",12,"74,947"
241227020,2427020,24,12,27,20,Saint-Franáois-Ouest,26,0,0,0,0,0,12,"21,800",14,"112,004"
241227030,2427030,24,12,27,30,Saint-Franáois-de-Beauce,35,1,x,x,1,x,21,"36,855",22,"124,468"
241227035,2427035,24,12,27,35,Saint-Odilon-de-Cranbourne,68,1,x,x,1,x,26,"91,100",48,"353,025"
241227040,2427040,24,12,27,40,Saint-Joseph-de-Beauce,71,0,0,0,0,0,30,"34,520",48,"218,753"
241227050,2427050,24,12,27,50,Saint-Joseph-des-êrables,39,0,0,0,0,0,22,"30,275",29,"153,562"
241227055,2427055,24,12,27,55,Saint-Jules,48,1,x,x,0,0,33,"75,707",32,"152,500"
241227065,2427065,24,12,27,65,Saint-FrÇdÇric,84,1,x,x,1,x,34,"41,648",40,"114,038"
241227070,2427070,24,12,27,70,Saint-SÇverin,29,1,x,x,1,x,17,"24,957",21,"93,875"
241228000,2428000,24,12,28,0,Les Etchemins,356,3,36,15,1,x,244,"868,115",241,"2,360,148"
241228005,2428005,24,12,28,5,Saint-Zacharie,74,0,0,0,0,0,63,"261,400",54,"566,736"
241228015,2428015,24,12,28,15,Sainte-AurÇlie,21,1,x,x,1,x,17,"62,950",13,"159,889"
241228020,2428020,24,12,28,20,Saint-Prosper,56,2,x,x,0,0,32,"99,657",40,"356,595"
241228025,2428025,24,12,28,25,Saint-Benjamin,25,0,0,0,0,0,24,"89,450",17,"144,859"
241228030,2428030,24,12,28,30,Sainte-Rose-de-Watford,29,0,0,0,0,0,20,"54,808",23,"172,025"
241228035,2428035,24,12,28,35,Saint-Louis-de-Gonzague,35,0,0,0,0,0,32,"126,450",27,"444,159"
241228040,2428040,24,12,28,40,Saint-Cyprien,19,0,0,0,0,0,17,"58,520",13,"211,559"
241228045,2428045,24,12,28,45,Sainte-Justine,27,0,0,0,0,0,11,"24,480",15,"93,208"
241228055,2428055,24,12,28,55,Sainte-Germaine-du-Lac-Etchemin,27,0,0,0,0,0,11,"22,600",13,"60,302"
241228070,2428070,24,12,28,70,Saint-Camille-de-Lellis,21,0,0,0,0,0,8,"17,800",12,"52,676"
241228075,2428075,24,12,28,75,Saint-Magloire-de-Bellechasse,22,0,0,0,0,0,9,"50,000",14,"98,140"
241229000,2429000,24,12,29,0,Beauce-Sartigan,715,29,"2,553","1,033",19,"109,281",438,"1,309,724",396,"3,493,255"
241229005,2429005,24,12,29,5,Saint-ThÇophile,43,2,x,x,2,x,32,"147,325",22,"476,055"
241229015,2429015,24,12,29,15,Saint-GÇdÇon,40,1,x,x,0,0,17,"88,225",21,"268,806"
241229020,2429020,24,12,29,20,Saint-Hilaire-de-Dorset,27,2,x,x,1,x,24,"74,500",15,"185,227"
241229025,2429025,24,12,29,25,Saint-êvariste-de-Forsyth,62,3,x,x,2,x,37,"139,395",31,"321,301"
241229040,2429040,24,12,29,40,Saint-HonorÇ,118,13,"1,632",660,7,"85,100",81,"243,304",59,"607,169"
241229045,2429045,24,12,29,45,Saint-Martin,45,1,x,x,1,x,15,"46,550",27,"168,215"
241229057,2429057,24,12,29,57,Saint-Cìme-Liniäre,49,1,x,x,1,x,26,"105,500",25,"160,149"
241229065,2429065,24,12,29,65,Saint-Philibert,20,0,0,0,0,0,13,"27,575",14,"69,227"
241229070,2429070,24,12,29,70,Saint-Georges-Est,38,0,0,0,0,0,13,"33,455",25,"198,934"
241229085,2429085,24,12,29,85,Aubert-Gallion,21,1,x,x,1,x,8,"7,700",14,"79,743"
241229090,2429090,24,12,29,90,Saint-Jean-de-la-Lande,43,0,0,0,0,0,29,"71,670",23,"192,250"
241229100,2429100,24,12,29,100,Saint-Benoåt-Labre,76,2,x,x,2,x,58,"134,325",44,"350,328"
241229115,2429115,24,12,29,115,Saint-êphrem-de-Beauce,110,3,82,33,2,x,76,"179,100",60,"354,488"
241229125,2429125,24,12,29,125,Saint-Simon-les-Mines,23,0,0,0,0,0,9,"11,100",16,"61,363"
241231000,2431000,24,12,31,0,L'Amiante,825,54,"1,909",773,32,"73,484",473,"1,794,344",470,"4,757,995"
241231010,2431010,24,12,31,10,Garthby,26,2,x,x,2,x,4,"6,700",13,"102,111"
241231020,2431020,24,12,31,20,Disraâli,53,8,101,41,4,"4,016",13,"65,275",25,"217,218"
241231030,2431030,24,12,31,30,Saint-Fortunat,31,3,x,x,3,x,19,"103,650",13,"142,260"
241231035,2431035,24,12,31,35,Saint-Julien,36,3,89,36,2,x,20,"82,123",19,"188,717"
241231040,2431040,24,12,31,40,Irlande,74,4,230,93,1,x,46,"194,893",42,"417,269"
241231050,2431050,24,12,31,50,Sainte-Praxäde,20,2,x,x,0,0,3,"5,300",10,"70,392"
241231055,2431055,24,12,31,55,Saint-MÇthode-de-Frontenac,67,6,384,155,4,x,40,"153,049",40,"269,566"
241231060,2431060,24,12,31,60,Sainte-Clotilde-de-Beauce,51,3,136,55,1,x,41,"135,875",30,"269,550"
241231070,2431070,24,12,31,70,SacrÇ-Coeur-de-Marie-Partie-Sud,45,0,0,0,0,0,14,"29,500",18,"108,285"
241231080,2431080,24,12,31,80,Thetford-Partie-Sud,36,2,x,x,1,x,18,"67,265",18,"68,983"
241231095,2431095,24,12,31,95,Saint-Adrien-d'Irlande,35,2,x,x,1,x,24,"89,975",27,"410,146"
241231100,2431100,24,12,31,100,Saint-Jean-de-BrÇbeuf,49,3,37,15,1,x,38,"258,100",41,"838,378"
241231105,2431105,24,12,31,105,Kinnear's Mills,46,2,x,x,1,x,29,"87,542",24,"287,357"
241231110,2431110,24,12,31,110,Pontbriand,36,1,x,x,1,x,16,"24,917",17,"105,506"
241231130,2431130,24,12,31,130,SacrÇ-Coeur-de-JÇsus,75,7,85,34,5,"1,965",43,"77,565",43,"214,159"
241231135,2431135,24,12,31,135,Saint-Pierre-de-Broughton,76,3,81,33,2,x,58,"196,290",44,"449,924"
241231140,2431140,24,12,31,140,Saint-Jacques-de-Leeds,69,3,92,37,3,x,47,"216,325",46,"598,174"
241233000,2433000,24,12,33,0,Lotbiniäre,953,5,42,17,2,x,209,"561,632",337,"2,250,739"
241233010,2433010,24,12,33,10,Saint-Sylvestre,93,0,0,0,0,0,69,"202,620",56,"542,505"
241233020,2433020,24,12,33,20,Sainte-Agathe,89,0,0,0,0,0,37,"129,399",59,"711,967"
241233025,2433025,24,12,33,25,Saint-Patrice-de-Beaurivage,76,0,0,0,0,0,22,"58,451",31,"246,974"
241233030,2433030,24,12,33,30,Saint-Narcisse-de-Beaurivage,96,0,0,0,0,0,10,"10,625",19,"49,021"
241233035,2433035,24,12,33,35,Saint-Gilles,51,1,x,x,1,x,7,"9,008",27,"131,973"
241233040,2433040,24,12,33,40,Saint-Octave-de-Dosquet,25,0,0,0,0,0,0,0,8,"21,100"
241233045,2433045,24,12,33,45,Saint-Agapit,53,0,0,0,0,0,1,x,22,"46,854"
241233055,2433055,24,12,33,55,Saint-Flavien,69,1,x,x,1,x,7,"11,475",27,"121,103"
241233065,2433065,24,12,33,65,Saint-Janvier-de-Joly,29,1,x,x,0,0,4,"11,350",16,"92,614"
241233070,2433070,24,12,33,70,Val-Alain,16,1,x,x,0,0,1,x,7,"59,370"
241233075,2433075,24,12,33,75,Sainte-EmmÇlie,44,0,0,0,0,0,11,"39,284",12,"66,446"
241233080,2433080,24,12,33,80,Saint-êdouard-de-Lotbiniäre,66,0,0,0,0,0,15,"28,695",16,"91,173"
241233085,2433085,24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,43,0,0,0,0,0,4,"19,100",7,"7,647"
241233090,2433090,24,12,33,90,Saint-Apollinaire,46,0,0,0,0,0,3,"2,450",7,"8,630"
241233095,2433095,24,12,33,95,Saint-Antoine-de-Tilly,48,0,0,0,0,0,4,"1,800",8,"10,181"
241233105,2433105,24,12,33,105,Sainte-Croix,54,0,0,0,0,0,2,x,4,"4,471"
241233115,2433115,24,12,33,115,Lotbiniäre,55,1,x,x,0,0,12,"33,650",11,"38,710"
241300000,2400000,24,13,0,0,MontÇrÇgie,"8,612",60,"1,168",473,32,"21,286",764,"1,642,071",696,"4,017,415"
241346000,2446000,24,13,46,0,Brome-Missisquoi,870,26,590,239,14,"11,818",98,"195,842",129,"642,113"
241346010,2446010,24,13,46,10,Frelighsburg,57,2,x,x,0,0,6,"7,500",8,"32,707"
241346020,2446020,24,13,46,20,Saint-Armand,61,1,x,x,1,x,3,"2,550",7,"41,359"
241346025,2446025,24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,53,1,x,x,1,x,2,x,2,x
241346040,2446040,24,13,46,40,Bedford,33,0,0,0,0,0,3,"2,835",3,"5,050"
241346045,2446045,24,13,46,45,Stanbridge,44,1,x,x,0,0,2,x,4,x
241346050,2446050,24,13,46,50,Dunham,166,10,113,46,5,315,28,"61,743",43,"195,962"
241346060,2446060,24,13,46,60,Sutton,68,0,0,0,0,0,18,"19,271",19,"65,104"
241346065,2446065,24,13,46,65,Bolton-Ouest,30,1,x,x,1,x,7,"8,325",8,"36,217"
241346075,2446075,24,13,46,75,Lac-Brome,88,6,129,52,4,"2,713",15,"55,668",18,"145,772"
241346090,2446090,24,13,46,90,Brigham,67,1,x,x,1,x,9,"20,550",10,"67,714"
241346095,2446095,24,13,46,95,Saint-Ignace-de-Stanbridge,53,2,x,x,1,x,2,x,4,"14,769"
241346100,2446100,24,13,46,100,Notre-Dame-de-Stanbridge,37,1,x,x,0,0,1,x,1,x
241346105,2446105,24,13,46,105,Sainte-Sabine,51,0,0,0,0,0,0,0,1,x
241346110,2446110,24,13,46,110,Rainville,62,0,0,0,0,0,2,x,1,x
241347000,2447000,24,13,47,0,La Haute-Yamaska,500,6,39,16,5,"1,014",107,"283,125",91,"775,751"
241347005,2447005,24,13,47,5,Bromont,43,1,x,x,1,x,11,"19,210",8,"31,200"
241347010,2447010,24,13,47,10,Saint-Alphonse,54,0,0,0,0,0,0,0,0,0
241347020,2447020,24,13,47,20,Granby,96,1,x,x,0,0,14,"20,635",13,"58,352"
241347035,2447035,24,13,47,35,Shefford,64,2,x,x,2,x,23,"39,335",21,"156,101"
241347040,2447040,24,13,47,40,Saint-Joachim-de-Shefford,87,1,x,x,1,x,28,"112,295",24,"309,845"
241347050,2447050,24,13,47,50,Roxton Pond,82,0,0,0,0,0,19,"69,300",16,"174,126"
241347055,2447055,24,13,47,55,Sainte-CÇcile-de-Milton,74,1,x,x,1,x,12,"22,350",9,"46,127"
241348000,2448000,24,13,48,0,Acton,514,5,68,28,3,275,73,"195,378",70,"592,535"
241348005,2448005,24,13,48,5,BÇthanie,34,1,x,x,0,0,1,x,4,"17,026"
241348015,2448015,24,13,48,15,Roxton,132,2,x,x,2,x,37,"114,004",31,"337,426"
241348020,2448020,24,13,48,20,Sainte-Christine,59,0,0,0,0,0,16,"45,750",15,"137,009"
241348030,2448030,24,13,48,30,Saint-AndrÇ-d'Acton,63,1,x,x,1,x,6,"10,270",7,"39,462"
241348040,2448040,24,13,48,40,Saint-êphrem-d'Upton,81,0,0,0,0,0,5,"10,600",5,"36,512"
241348045,2448045,24,13,48,45,Saint-ThÇodore-d'Acton,68,1,x,x,0,0,6,"11,900",5,"20,420"
241348050,2448050,24,13,48,50,Saint-Nazaire-d'Acton,77,0,0,0,0,0,2,x,3,"4,680"
241353000,2453000,24,13,53,0,Le Bas-Richelieu,381,0,0,0,0,0,24,"59,338",15,"31,340"
241353005,2453005,24,13,53,5,Saint-David,66,0,0,0,0,0,2,x,4,"6,250"
241353015,2453015,24,13,53,15,Saint-AimÇ,63,0,0,0,0,0,1,x,0,0
241353020,2453020,24,13,53,20,Saint-Robert,54,0,0,0,0,0,3,"36,850",1,x
241353025,2453025,24,13,53,25,Sainte-Victoire-de-Sorel,39,0,0,0,0,0,3,"4,000",3,"11,359"
241353032,2453032,24,13,53,32,Saint-Ours,42,0,0,0,0,0,6,"11,050",2,x
241353040,2453040,24,13,53,40,Saint-Roch-de-Richelieu,19,0,0,0,0,0,5,"2,450",3,"3,740"
241353057,2453057,24,13,53,57,Sorel,27,0,0,0,0,0,1,x,1,x
241353080,2453080,24,13,53,80,Saint-Michel-d'Yamaska,41,0,0,0,0,0,2,x,1,x
241353085,2453085,24,13,53,85,Saint-GÇrard-Majella,30,0,0,0,0,0,1,x,0,0
241354000,2454000,24,13,54,0,Les Maskoutains,"1,375",4,217,88,3,x,127,"230,368",93,"468,011"
241354010,2454010,24,13,54,10,Saint-Pie,133,0,0,0,0,0,21,"30,375",13,"62,734"
241354020,2454020,24,13,54,20,Saint-Damase,126,0,0,0,0,0,11,"28,450",6,"29,358"
241354030,2454030,24,13,54,30,Sainte-Marie-Madeleine,66,0,0,0,0,0,3,"5,800",5,"8,450"
241354035,2454035,24,13,54,35,La PrÇsentation,106,0,0,0,0,0,21,"26,585",9,"73,874"
241354040,2454040,24,13,54,40,Saint-Thomas-d'Aquin,57,0,0,0,0,0,1,x,1,x
241354045,2454045,24,13,54,45,Saint-Hyacinthe,61,0,0,0,0,0,1,x,0,0
241354060,2454060,24,13,54,60,Saint-Dominique,90,0,0,0,0,0,11,"31,220",8,"46,877"
241354065,2454065,24,13,54,65,Saint-ValÇrien-de-Milton,131,1,x,x,1,x,18,"33,100",16,"75,467"
241354072,2454072,24,13,54,72,Saint-Liboire,103,0,0,0,0,0,5,"4,900",3,"3,524"
241354085,2454085,24,13,54,85,Sainte-Rosalie,61,0,0,0,0,0,10,"19,463",7,"47,834"
241354090,2454090,24,13,54,90,Saint-Simon,57,0,0,0,0,0,2,x,1,x
241354095,2454095,24,13,54,95,Sainte-HÇläne-de-Bagot,80,0,0,0,0,0,2,x,3,"6,081"
241354100,2454100,24,13,54,100,Saint-Hugues,88,0,0,0,0,0,4,"4,900",6,"39,200"
241354105,2454105,24,13,54,105,Saint-BarnabÇ-Sud,58,0,0,0,0,0,4,"7,600",2,x
241354110,2454110,24,13,54,110,Saint-Jude,51,0,0,0,0,0,4,"3,900",5,"18,745"
241354115,2454115,24,13,54,115,Saint-Bernard-Partie-Sud,33,1,x,x,0,0,4,"2,850",4,"7,400"
241354120,2454120,24,13,54,120,Saint-Louis,34,1,x,x,1,x,4,"23,400",3,x
241354125,2454125,24,13,54,125,Saint-Marcel-de-Richelieu,40,1,x,x,1,x,1,x,1,x
241355000,2455000,24,13,55,0,Rouville,697,2,x,x,0,0,50,"121,510",45,"231,698"
241355010,2455010,24,13,55,10,Saint-Ange-Gardien,123,0,0,0,0,0,13,"28,050",13,"63,451"
241355015,2455015,24,13,55,15,Saint-Paul-d'Abbotsford,124,1,x,x,0,0,23,"57,760",21,"93,770"
241355025,2455025,24,13,55,25,Saint-CÇsaire,106,0,0,0,0,0,5,"21,100",4,"63,351"
241355030,2455030,24,13,55,30,Sainte-Angäle-de-Monnoir,44,1,x,x,0,0,2,x,1,x
241355035,2455035,24,13,55,35,Saint-Michel-de-Rougemont,96,0,0,0,0,0,4,"9,500",5,x
241355050,2455050,24,13,55,50,Sainte-Marie-de-Monnoir,47,0,0,0,0,0,0,0,0,0
241355060,2455060,24,13,55,60,Notre-Dame-de-Bon-Secours,26,0,0,0,0,0,1,x,0,0
241355065,2455065,24,13,55,65,Saint-Mathias-sur-Richelieu,51,0,0,0,0,0,1,x,1,x
241355070,2455070,24,13,55,70,Saint-Jean-Baptiste,80,0,0,0,0,0,1,x,0,0
241356000,2456000,24,13,56,0,Le Haut-Richelieu,717,2,x,x,0,0,18,"55,621",9,"35,614"
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,37,0,0,0,0,0,1,x,0,0
241356015,2456015,24,13,56,15,Noyan,27,0,0,0,0,0,2,x,1,x
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,37,0,0,0,0,0,0,0,0,0
241356030,2456030,24,13,56,30,Saint-Valentin,29,0,0,0,0,0,0,0,0,0
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,19,0,0,0,0,0,0,0,0,0
241356045,2456045,24,13,56,45,Henryville,61,0,0,0,0,0,1,x,2,x
241356050,2456050,24,13,56,50,Saint-SÇbastien,58,0,0,0,0,0,0,0,0,0
241356055,2456055,24,13,56,55,Saint-Alexandre,74,1,x,x,0,0,1,x,1,x
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,39,0,0,0,0,0,0,0,0,0
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,42,0,0,0,0,0,1,x,1,x
241356070,2456070,24,13,56,70,L'Acadie,44,1,x,x,0,0,0,0,0,0
241356075,2456075,24,13,56,75,Saint-Luc,25,0,0,0,0,0,0,0,0,0
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,18,0,0,0,0,0,1,x,0,0
