AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TOTALM,TOTALF,ONE,ONEM,ONEF,TWO,TWOM,TWOF
241229020,2429020,24,12,29,20,Saint-Hilaire-de-Dorset,45,30,15,15,10,0,35,20,15
241229025,2429025,24,12,29,25,Saint-êvariste-de-Forsyth,90,70,20,35,30,0,60,40,20
241229040,2429040,24,12,29,40,Saint-HonorÇ,180,125,50,65,60,0,115,70,45
241229045,2429045,24,12,29,45,Saint-Martin,70,55,15,25,25,0,45,25,15
241229057,2429057,24,12,29,57,Saint-Cìme-Liniäre,75,55,20,30,30,0,40,25,15
241229065,2429065,24,12,29,65,Saint-Philibert,30,25,10,15,10,0,20,15,5
241229070,2429070,24,12,29,70,Saint-Georges-Est,55,50,10,25,20,0,35,25,10
241229085,2429085,24,12,29,85,Aubert-Gallion,35,25,10,10,10,0,20,20,5
241229090,2429090,24,12,29,90,Saint-Jean-de-la-Lande,55,40,15,30,25,0,25,15,10
241229100,2429100,24,12,29,100,Saint-Benoåt-Labre,100,80,15,60,55,5,40,30,10
241229115,2429115,24,12,29,115,Saint-êphrem-de-Beauce,150,120,30,80,70,5,70,45,25
241229125,2429125,24,12,29,125,Saint-Simon-les-Mines,35,30,5,15,15,0,20,15,5
241231000,2431000,24,12,31,0,L'Amiante,"1,145",885,265,530,500,30,615,380,230
241231010,2431010,24,12,31,10,Garthby,35,25,5,20,15,0,15,10,5
241231020,2431020,24,12,31,20,Disraâli,75,55,15,35,35,5,35,20,20
241231030,2431030,24,12,31,30,Saint-Fortunat,50,35,15,10,15,0,35,25,10
241231035,2431035,24,12,31,35,Saint-Julien,55,40,15,20,20,5,35,20,15
241231040,2431040,24,12,31,40,Irlande,105,85,20,50,45,5,55,35,15
241231050,2431050,24,12,31,50,Sainte-Praxäde,30,20,10,10,10,0,20,10,5
241231055,2431055,24,12,31,55,Saint-MÇthode-de-Frontenac,85,65,20,45,40,0,40,25,15
241231060,2431060,24,12,31,60,Sainte-Clotilde-de-Beauce,65,50,20,35,35,5,30,15,10
241231070,2431070,24,12,31,70,SacrÇ-Coeur-de-Marie-Partie-Sud,55,50,10,35,30,0,20,15,10
241231080,2431080,24,12,31,80,Thetford-Partie-Sud,50,40,5,25,25,0,25,15,10
241231095,2431095,24,12,31,95,Saint-Adrien-d'Irlande,55,40,10,20,20,0,30,20,10
241231100,2431100,24,12,31,100,Saint-Jean-de-BrÇbeuf,70,50,15,35,30,0,35,20,15
241231105,2431105,24,12,31,105,Kinnear's Mills,65,50,15,30,30,0,30,15,15
241231110,2431110,24,12,31,110,Pontbriand,45,40,5,30,30,0,15,10,5
241231130,2431130,24,12,31,130,SacrÇ-Coeur-de-JÇsus,105,75,35,50,40,10,60,35,25
241231135,2431135,24,12,31,135,Saint-Pierre-de-Broughton,105,85,20,50,50,5,55,35,20
241231140,2431140,24,12,31,140,Saint-Jacques-de-Leeds,105,85,25,35,35,0,75,50,25
241233000,2433000,24,12,33,0,Lotbiniäre,"1,460","1,040",425,490,455,35,970,580,390
241233010,2433010,24,12,33,10,Saint-Sylvestre,145,110,35,50,50,0,95,65,35
241233020,2433020,24,12,33,20,Sainte-Agathe,135,110,30,50,50,0,85,60,25
241233025,2433025,24,12,33,25,Saint-Patrice-de-Beaurivage,135,85,50,25,20,5,110,60,45
241233030,2433030,24,12,33,30,Saint-Narcisse-de-Beaurivage,145,95,50,40,35,0,110,60,45
241233035,2433035,24,12,33,35,Saint-Gilles,80,50,30,25,20,0,50,30,25
241233040,2433040,24,12,33,40,Saint-Octave-de-Dosquet,40,30,10,15,15,5,25,15,10
241233045,2433045,24,12,33,45,Saint-Agapit,75,55,20,35,30,5,45,20,25
241233055,2433055,24,12,33,55,Saint-Flavien,105,75,30,40,35,0,70,40,30
241233065,2433065,24,12,33,65,Saint-Janvier-de-Joly,45,30,15,15,15,0,35,15,15
241233070,2433070,24,12,33,70,Val-Alain,20,15,5,15,10,0,10,5,5
241233075,2433075,24,12,33,75,Sainte-EmmÇlie,75,50,25,15,15,5,60,35,20
241233080,2433080,24,12,33,80,Saint-êdouard-de-Lotbiniäre,105,75,30,35,35,5,65,40,20
241233085,2433085,24,12,33,85,Notre-Dame-du-SacrÇ-Coeur-d'Issoudun,75,50,20,20,20,0,55,35,20
241233090,2433090,24,12,33,90,Saint-Apollinaire,55,45,15,35,30,5,25,15,10
241233095,2433095,24,12,33,95,Saint-Antoine-de-Tilly,60,50,10,35,30,0,30,15,10
241233105,2433105,24,12,33,105,Sainte-Croix,85,55,30,25,25,5,60,35,25
241233115,2433115,24,12,33,115,Lotbiniäre,90,65,20,30,25,0,60,35,20
241300000,2400000,24,13,0,0,MontÇrÇgie,"12,800","9,475","3,325","4,870","4,435",430,"7,930","5,035","2,895"
241346000,2446000,24,13,46,0,Brome-Missisquoi,"1,240",915,330,515,475,50,720,440,275
241346010,2446010,24,13,46,10,Frelighsburg,70,50,15,40,35,5,25,15,15
241346020,2446020,24,13,46,20,Saint-Armand,95,60,30,35,30,5,60,35,25
241346025,2446025,24,13,46,25,Saint-Pierre-de-VÇronne-Ö-Pike-River,80,60,20,25,20,5,60,40,15
241346040,2446040,24,13,46,40,Bedford,50,30,15,15,10,0,30,20,15
241346045,2446045,24,13,46,45,Stanbridge,55,45,10,35,35,0,20,10,10
241346050,2446050,24,13,46,50,Dunham,235,165,65,100,90,10,135,80,55
241346060,2446060,24,13,46,60,Sutton,90,65,25,45,40,10,40,25,15
241346065,2446065,24,13,46,65,Bolton-Ouest,40,35,10,20,20,0,20,10,10
241346075,2446075,24,13,46,75,Lac-Brome,115,90,25,65,55,5,50,30,20
241346090,2446090,24,13,46,90,Brigham,95,75,20,40,40,0,60,30,25
241346095,2446095,24,13,46,95,Saint-Ignace-de-Stanbridge,90,70,20,25,20,0,65,45,20
241346100,2446100,24,13,46,100,Notre-Dame-de-Stanbridge,50,40,10,25,25,0,30,20,5
241346105,2446105,24,13,46,105,Sainte-Sabine,85,65,25,25,20,0,65,40,20
241346110,2446110,24,13,46,110,Rainville,95,65,30,35,25,5,60,40,20
241347000,2447000,24,13,47,0,La Haute-Yamaska,765,540,225,260,240,15,505,305,205
241347005,2447005,24,13,47,5,Bromont,65,50,20,20,15,5,45,35,15
241347010,2447010,24,13,47,10,Saint-Alphonse,85,55,35,20,15,0,70,35,30
241347020,2447020,24,13,47,20,Granby,145,100,50,50,45,10,95,55,40
241347035,2447035,24,13,47,35,Shefford,95,80,20,40,35,0,55,35,20
241347040,2447040,24,13,47,40,Saint-Joachim-de-Shefford,130,90,40,50,45,0,85,45,40
241347050,2447050,24,13,47,50,Roxton Pond,130,95,40,35,35,0,95,55,40
241347055,2447055,24,13,47,55,Sainte-CÇcile-de-Milton,105,75,30,40,40,5,60,35,25
241348000,2448000,24,13,48,0,Acton,820,575,245,240,220,25,580,350,225
241348005,2448005,24,13,48,5,BÇthanie,55,40,25,15,15,0,45,25,15
241348015,2448015,24,13,48,15,Roxton,195,140,55,70,65,5,120,70,55
241348020,2448020,24,13,48,20,Sainte-Christine,90,65,25,30,25,5,65,40,25
241348030,2448030,24,13,48,30,Saint-AndrÇ-d'Acton,105,70,30,30,25,5,75,45,30
241348040,2448040,24,13,48,40,Saint-êphrem-d'Upton,135,95,40,35,35,0,100,65,40
241348045,2448045,24,13,48,45,Saint-ThÇodore-d'Acton,110,80,25,30,30,0,75,50,25
241348050,2448050,24,13,48,50,Saint-Nazaire-d'Acton,130,90,40,35,30,5,90,60,35
241353000,2453000,24,13,53,0,Le Bas-Richelieu,570,440,125,225,205,20,345,240,105
241353005,2453005,24,13,53,5,Saint-David,100,75,25,40,35,5,60,40,20
241353015,2453015,24,13,53,15,Saint-AimÇ,100,85,20,30,30,0,70,50,20
241353020,2453020,24,13,53,20,Saint-Robert,70,55,15,35,35,5,30,25,10
241353025,2453025,24,13,53,25,Sainte-Victoire-de-Sorel,75,55,20,15,15,0,55,40,20
241353032,2453032,24,13,53,32,Saint-Ours,60,50,15,25,25,0,35,25,10
241353040,2453040,24,13,53,40,Saint-Roch-de-Richelieu,25,15,5,15,10,5,10,5,5
241353057,2453057,24,13,53,57,Sorel,45,35,10,15,10,5,30,20,5
241353080,2453080,24,13,53,80,Saint-Michel-d'Yamaska,55,40,15,30,25,5,30,15,15
241353085,2453085,24,13,53,85,Saint-GÇrard-Majella,35,30,5,25,25,0,10,5,5
241354000,2454000,24,13,54,0,Les Maskoutains,"2,045","1,485",560,765,700,70,"1,280",790,485
241354010,2454010,24,13,54,10,Saint-Pie,205,150,55,70,65,5,140,90,55
241354020,2454020,24,13,54,20,Saint-Damase,175,140,40,75,80,0,100,60,40
241354030,2454030,24,13,54,30,Sainte-Marie-Madeleine,95,70,20,45,35,5,55,35,20
241354035,2454035,24,13,54,35,La PrÇsentation,160,120,40,65,50,10,100,65,30
241354040,2454040,24,13,54,40,Saint-Thomas-d'Aquin,75,65,15,40,40,0,40,25,15
241354045,2454045,24,13,54,45,Saint-Hyacinthe,95,65,25,30,30,0,60,40,20
241354060,2454060,24,13,54,60,Saint-Dominique,130,95,35,50,45,5,80,50,30
241354065,2454065,24,13,54,65,Saint-ValÇrien-de-Milton,210,140,65,70,55,10,140,85,55
241354072,2454072,24,13,54,72,Saint-Liboire,155,105,45,50,45,5,100,60,40
241354085,2454085,24,13,54,85,Sainte-Rosalie,85,55,25,35,30,5,50,25,20
241354090,2454090,24,13,54,90,Saint-Simon,95,75,25,25,25,0,70,45,25
241354095,2454095,24,13,54,95,Sainte-HÇläne-de-Bagot,115,80,35,45,40,5,70,40,30
241354100,2454100,24,13,54,100,Saint-Hugues,135,90,45,45,40,5,85,45,40
241354105,2454105,24,13,54,105,Saint-BarnabÇ-Sud,85,65,20,35,30,0,45,30,20
241354110,2454110,24,13,54,110,Saint-Jude,75,55,20,35,35,0,35,20,15
241354115,2454115,24,13,54,115,Saint-Bernard-Partie-Sud,50,40,15,15,15,5,35,15,15
241354120,2454120,24,13,54,120,Saint-Louis,55,40,15,15,15,5,40,25,15
241354125,2454125,24,13,54,125,Saint-Marcel-de-Richelieu,55,40,20,20,20,5,35,20,15
241355000,2455000,24,13,55,0,Rouville,"1,015",755,260,400,375,30,610,385,225
241355010,2455010,24,13,55,10,Saint-Ange-Gardien,175,135,40,70,60,5,110,75,35
241355015,2455015,24,13,55,15,Saint-Paul-d'Abbotsford,175,135,40,75,70,0,105,65,40
241355025,2455025,24,13,55,25,Saint-CÇsaire,150,110,35,70,60,5,75,45,30
241355030,2455030,24,13,55,30,Sainte-Angäle-de-Monnoir,70,50,15,25,25,0,45,30,20
241355035,2455035,24,13,55,35,Saint-Michel-de-Rougemont,135,105,30,60,55,5,75,50,30
241355050,2455050,24,13,55,50,Sainte-Marie-de-Monnoir,80,50,25,20,20,5,55,30,20
241355060,2455060,24,13,55,60,Notre-Dame-de-Bon-Secours,35,30,10,15,15,5,25,15,10
241355065,2455065,24,13,55,65,Saint-Mathias-sur-Richelieu,75,55,25,30,25,5,50,25,20
241355070,2455070,24,13,55,70,Saint-Jean-Baptiste,115,85,30,45,45,5,70,40,30
241356000,2456000,24,13,56,0,Le Haut-Richelieu,"1,120",835,290,350,325,30,770,510,255
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,50,40,20,25,15,5,30,20,15
241356015,2456015,24,13,56,15,Noyan,40,35,10,15,20,0,25,15,5
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,50,40,10,25,20,5,30,15,5
241356030,2456030,24,13,56,30,Saint-Valentin,45,35,10,15,15,0,35,25,10
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,25,20,10,10,10,0,20,15,5
241356045,2456045,24,13,56,45,Henryville,110,75,30,25,20,0,85,50,30
241356050,2456050,24,13,56,50,Saint-SÇbastien,95,70,25,20,20,5,70,50,25
241356055,2456055,24,13,56,55,Saint-Alexandre,135,90,40,25,25,0,105,70,40
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,65,50,15,20,20,0,45,30,15
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,65,50,15,20,15,0,45,30,10
241356070,2456070,24,13,56,70,L'Acadie,60,55,10,30,30,0,35,25,10
241356075,2456075,24,13,56,75,Saint-Luc,30,25,0,20,20,5,10,10,0
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,30,25,10,5,5,5,25,20,5
241356090,2456090,24,13,56,90,Saint-Athanase,60,50,15,30,30,0,35,20,10
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,135,90,40,40,40,0,95,55,35
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,120,85,35,30,25,5,95,60,30
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,640,460,180,250,220,25,390,235,150
241357010,2457010,24,13,57,10,Carignan,60,40,20,30,20,5,30,15,10
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,35,25,10,20,20,0,20,10,5
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,80,55,30,20,20,0,60,30,25
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,75,60,20,30,30,5,45,35,10
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,85,60,25,30,25,5,55,35,20
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,95,65,30,30,25,5,65,40,25
241357070,2457070,24,13,57,70,Saint-Denis,110,85,30,45,40,0,65,40,25
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,95,75,20,45,45,0,50,30,20
241358000,2458000,24,13,58,0,Champlain,40,35,10,25,20,0,15,10,5
241358020,2458020,24,13,58,20,Saint-Hubert,45,35,10,25,20,0,15,10,5
241359000,2459000,24,13,59,0,Lajemmerais,365,275,95,165,145,15,205,125,80
241359005,2459005,24,13,59,5,Boucherville,35,30,10,15,15,5,20,15,5
241359010,2459010,24,13,59,10,Sainte-Julie,30,25,10,10,15,5,20,10,10
241359015,2459015,24,13,59,15,Saint-Amable,50,35,15,20,20,5,30,15,15
241359020,2459020,24,13,59,20,Varennes,60,50,10,35,35,0,25,15,10
241359025,2459025,24,13,59,25,Verchäres,100,70,30,40,35,5,60,40,20
241359030,2459030,24,13,59,30,Calixa-LavallÇe,45,40,10,25,20,0,25,10,10
241359035,2459035,24,13,59,35,Contrecoeur,40,25,15,15,10,5,30,15,10
241367000,2467000,24,13,67,0,Roussillon,360,290,75,160,145,20,205,150,60
241367005,2467005,24,13,67,5,Saint-Mathieu,35,30,5,15,15,0,15,15,5
241367010,2467010,24,13,67,10,Saint-Philippe,60,45,15,35,30,5,25,15,10
241367015,2467015,24,13,67,15,La Prairie,20,15,5,15,5,0,10,5,5
241367035,2467035,24,13,67,35,Saint-Constant,55,40,15,20,20,0,35,25,10
241367040,2467040,24,13,67,40,Saint-Isidore,95,80,20,25,30,0,70,50,20
241367045,2467045,24,13,67,45,Mercier,95,80,15,50,45,0,45,35,15
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,"1,145",855,295,435,395,40,715,460,250
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,100,70,30,40,30,5,60,35,25
241368015,2468015,24,13,68,15,Hemmingford,155,115,35,70,60,10,80,55,30
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,110,80,30,35,30,0,75,45,25
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,155,120,35,50,45,5,105,75,30
241368035,2468035,24,13,68,35,Saint-Cyprien-de-Napierville,115,80,35,50,40,5,70,45,25
241368040,2468040,24,13,68,40,Saint-Jacques-le-Mineur,85,60,20,30,30,0,50,30,20
241368045,2468045,24,13,68,45,Saint-êdouard,90,65,25,40,35,5,60,30,25
241368050,2468050,24,13,68,50,Saint-Michel,150,105,40,50,45,5,100,65,40
241368055,2468055,24,13,68,55,Saint-RÇmi,190,155,35,75,70,5,115,85,30
241369000,2469000,24,13,69,0,Le Haut-Saint-Laurent,"1,175",885,290,455,425,30,720,460,260
241369005,2469005,24,13,69,5,Havelock,90,65,20,40,35,5,45,35,20
241369010,2469010,24,13,69,10,Franklin,135,115,30,70,65,0,70,50,25
241369020,2469020,24,13,69,20,Saint-Jean-Chrysostome,115,80,30,50,45,5,65,35,25
241369030,2469030,24,13,69,30,Träs-Saint-Sacrement,130,110,25,50,40,5,80,60,20
241369040,2469040,24,13,69,40,Saint-Malachie-d'Ormstown,150,115,35,65,60,0,85,55,30
241369045,2469045,24,13,69,45,Hinchinbrooke,145,110,35,50,45,0,95,65,30
241369050,2469050,24,13,69,50,Elgin,70,50,25,25,20,5,50,30,20
241369060,2469060,24,13,69,60,Godmanchester,130,95,35,50,50,5,75,50,25
241369065,2469065,24,13,69,65,Sainte-Barbe,40,35,5,15,10,0,25,15,10
241369070,2469070,24,13,69,70,Saint-Anicet,130,90,45,40,35,5,95,50,45
241369075,2469075,24,13,69,75,Dundee,45,35,10,15,15,0,30,20,10
241370000,2470000,24,13,70,0,Beauharnois-Salaberry,590,455,140,225,210,20,365,245,125
241370015,2470015,24,13,70,15,Saint-Paul-de-ChÉteauguay,180,135,45,80,70,10,105,70,40
241370025,2470025,24,13,70,25,Beauharnois,65,50,15,15,15,0,50,35,15
241370030,2470030,24,13,70,30,Saint-êtienne-de-Beauharnois,55,45,10,20,20,0,30,25,10
241370035,2470035,24,13,70,35,Saint-Louis-de-Gonzague,105,80,30,30,30,0,75,50,25
241370040,2470040,24,13,70,40,Saint-Stanislas-de-Kostka,85,60,20,40,35,5,45,25,20
241370055,2470055,24,13,70,55,Saint-TimothÇe,100,75,25,40,40,5,55,35,20
241371000,2471000,24,13,71,0,Vaudreuil-Soulanges,900,680,220,385,345,35,515,335,185
241371015,2471015,24,13,71,15,Saint-TÇlesphore,90,70,20,45,40,0,45,30,15
241371020,2471020,24,13,71,20,Saint-Polycarpe,130,100,35,50,45,0,80,50,30
241371040,2471040,24,13,71,40,Coteau-du-Lac,65,50,15,25,20,0,45,30,10
241371045,2471045,24,13,71,45,Saint-Clet,50,35,15,25,25,5,20,10,10
241371050,2471050,24,13,71,50,Les Cädres,105,80,25,40,35,5,65,45,20
241371083,2471083,24,13,71,83,Vaudreuil-Dorion,135,105,30,55,50,5,80,55,25
241371110,2471110,24,13,71,110,Sainte-Marthe,100,80,20,55,55,5,50,30,20
241371115,2471115,24,13,71,115,Sainte-Justine-de-Newton,90,65,25,35,35,5,50,35,15
241371125,2471125,24,13,71,125,Träs-Saint-RÇdempteur,30,25,10,15,15,0,15,10,10
241371133,2471133,24,13,71,133,Rigaud,105,70,30,35,30,5,65,40,25
350000000,3500000,35,0,0,0,Ontario,"96,940","71,045","25,895","39,895","36,690","3,200","57,045","34,355","22,690"
350100000,3500000,35,1,0,0,Southern Ontario Region - RÇgion du Sud de l'Ontario,"32,720","23,890","8,835","12,695","11,715",975,"20,030","12,170","7,850"
350125000,3525000,35,1,25,0,Hamilton-Wentworth Regional Municipality,"1,820","1,310",510,690,610,80,"1,130",700,430
350125003,3525003,35,1,25,3,Stoney Creek,215,155,65,75,60,10,145,95,55
350125009,3525009,35,1,25,9,Glanbrook,245,180,70,95,90,5,150,90,60
350125014,3525014,35,1,25,14,Ancaster,320,235,85,130,110,10,190,125,70
350125030,3525030,35,1,25,30,Flamborough,"1,030",745,290,390,345,45,640,395,240
350126000,3526000,35,1,26,0,Niagara Regional Municipality,"3,990","2,810","1,185","1,430","1,295",135,"2,570","1,520","1,050"
350126003,3526003,35,1,26,3,Fort Erie,100,65,40,45,30,15,55,30,30
350126011,3526011,35,1,26,11,Port Colborne,115,85,30,55,50,0,60,35,30
350126014,3526014,35,1,26,14,Wainfleet,355,250,100,125,115,10,225,140,90
350126021,3526021,35,1,26,21,West Lincoln,825,590,235,285,265,15,540,325,220
350126028,3526028,35,1,26,28,Pelham,375,250,130,135,115,15,245,135,110
350126032,3526032,35,1,26,32,Welland,30,25,10,15,10,0,15,10,5
350126037,3526037,35,1,26,37,Thorold,100,85,20,40,40,5,60,45,15
350126043,3526043,35,1,26,43,Niagara Falls,130,95,30,65,60,5,60,35,25
350126047,3526047,35,1,26,47,Niagara-on-the-Lake,775,540,240,255,235,20,520,300,215
350126053,3526053,35,1,26,53,St. Catharines,215,155,60,55,55,5,160,105,55
350126057,3526057,35,1,26,57,Lincoln,765,530,235,285,250,35,480,280,200
350126065,3526065,35,1,26,65,Grimsby,220,150,65,70,60,10,145,85,60
350128000,3528000,35,1,28,0,Haldimand-Norfolk Regional Municipality,"4,495","3,120","1,380","1,505","1,380",125,"2,990","1,740","1,255"
350128002,3528002,35,1,28,2,Dunnville,355,260,100,140,130,10,220,130,90
350128015,3528015,35,1,28,15,Haldimand,820,605,215,345,320,25,475,285,185
350128033,3528033,35,1,28,33,Nanticoke,"1,105",800,310,395,355,35,715,440,270
350128040,3528040,35,1,28,40,Simcoe,50,35,10,25,25,0,20,15,5
350128049,3528049,35,1,28,49,Delhi,"1,015",670,345,305,280,25,710,390,315
350128054,3528054,35,1,28,54,Norfolk,"1,155",755,405,300,275,20,860,480,380
350129000,3529000,35,1,29,0,Brant County,"1,510","1,065",445,500,445,60,"1,010",620,385
350129001,3529001,35,1,29,1,Onondaga,185,135,45,55,50,5,125,85,40
350129004,3529004,35,1,29,4,Brantford,355,265,90,135,125,15,215,140,75
350129009,3529009,35,1,29,9,Oakland,90,60,30,20,15,0,70,40,30
350129011,3529011,35,1,29,11,Burford,575,370,200,170,135,30,410,235,170
350129016,3529016,35,1,29,16,South Dumfries,310,235,70,120,110,10,185,125,60
350132000,3532000,35,1,32,0,Oxford County,"3,640","2,610","1,025","1,165","1,080",85,"2,475","1,535",945
350132002,3532002,35,1,32,2,Norwich,910,630,280,295,275,30,610,360,255
350132012,3532012,35,1,32,12,South-West Oxford,665,475,185,195,180,15,470,300,170
350132027,3532027,35,1,32,27,Zorra,920,660,260,300,285,20,620,375,240
350132038,3532038,35,1,32,38,East Zorra-Tavistock,545,400,145,160,150,5,385,245,140
350132045,3532045,35,1,32,45,Blandford-Blenheim,610,445,160,215,200,15,395,250,145
350134000,3534000,35,1,34,0,Elgin County,"2,740","1,940",805,935,865,70,"1,810","1,075",735
350134001,3534001,35,1,34,1,Bayham,405,265,140,105,95,10,300,170,135
350134008,3534008,35,1,34,8,Malahide,485,330,155,145,135,15,340,195,145
350134014,3534014,35,1,34,14,South Dorchester,220,155,60,75,75,0,140,85,60
350134018,3534018,35,1,34,18,Yarmouth,400,295,110,125,120,5,275,175,100
350134024,3534024,35,1,34,24,Southwold,420,305,115,150,140,10,270,165,100
350134029,3534029,35,1,34,29,Dunwich,345,260,85,145,140,10,195,120,75
350134040,3534040,35,1,34,40,Aldborough,470,325,145,175,160,20,295,160,130
350136000,3536000,35,1,36,0,Kent County,"3,665","2,830",840,"1,710","1,595",120,"1,960","1,235",720
350136001,3536001,35,1,36,1,Romney,125,95,30,60,60,5,65,40,25
350136006,3536006,35,1,36,6,Tilbury East,295,235,60,140,135,5,160,100,55
350136011,3536011,35,1,36,11,Raleigh,415,320,95,200,190,15,215,125,85
350136014,3536014,35,1,36,14,Harwich,620,485,135,315,295,20,310,190,120
350136021,3536021,35,1,36,21,Howard,370,290,85,160,150,10,210,135,75
350136026,3536026,35,1,36,26,Orford,290,220,75,115,110,0,175,105,65
350136031,3536031,35,1,36,31,Zone,140,105,35,55,55,5,85,50,35
350136036,3536036,35,1,36,36,Camden,310,245,65,150,145,10,155,105,55
350136041,3536041,35,1,36,41,Chatham,655,485,170,295,265,30,360,225,135
350136048,3536048,35,1,36,48,Dover,445,350,95,220,205,15,230,145,80
350137000,3537000,35,1,37,0,Essex County,"2,930","2,285",645,"1,360","1,260",100,"1,575","1,025",550
350137004,3537004,35,1,37,4,Mersea,645,500,150,260,245,20,380,250,135
350137009,3537009,35,1,37,9,Gosfield South,355,275,85,130,130,5,225,145,80
350137014,3537014,35,1,37,14,Gosfield North,270,205,60,135,125,10,135,80,50
350137018,3537018,35,1,37,18,Colchester North,180,145,40,85,80,5,100,65,30
350137021,3537021,35,1,37,21,Colchester South,245,185,55,110,90,15,140,95,45
350137026,3537026,35,1,37,26,Malden,125,100,25,55,50,10,70,45,20
350137031,3537031,35,1,37,31,Anderdon,125,90,30,55,50,10,70,45,25
350137034,3537034,35,1,37,34,LaSalle,90,70,15,45,45,5,45,30,10
350137046,3537046,35,1,37,46,Sandwich South,145,115,35,65,55,5,80,55,30
350137051,3537051,35,1,37,51,Maidstone,235,190,45,115,105,5,125,85,40
350137058,3537058,35,1,37,58,Rochester,210,165,45,110,100,5,100,65,40
350137062,3537062,35,1,37,62,Tilbury West,115,100,20,65,60,0,55,35,15
350137066,3537066,35,1,37,66,Tilbury North,180,150,30,120,115,0,60,35,25
350138000,3538000,35,1,38,0,Lambton County,"3,575","2,725",845,"1,695","1,610",90,"1,875","1,115",760
350138001,3538001,35,1,38,1,Sombra,370,305,65,200,195,5,165,105,60
350138006,3538006,35,1,38,6,Dawn,305,235,65,160,155,5,150,85,65
350138009,3538009,35,1,38,9,Euphemia,160,130,30,75,70,0,90,60,30
350138012,3538012,35,1,38,12,Brooke,390,290,100,180,165,5,210,120,90
350138016,3538016,35,1,38,16,Enniskillen,480,365,120,240,230,15,240,140,105
350138023,3538023,35,1,38,23,Moore,395,315,85,220,210,15,175,105,70
350138030,3538030,35,1,38,30,Sarnia,155,120,35,75,70,5,85,55,30
350138034,3538034,35,1,38,34,Plympton,510,375,135,235,215,15,280,160,120
350138041,3538041,35,1,38,41,Warwick,440,310,125,170,160,10,265,150,115
350138046,3538046,35,1,38,46,Bosanquet,370,280,90,150,150,10,220,135,85
350139000,3539000,35,1,39,0,Middlesex County,"4,345","3,185","1,160","1,705","1,575",130,"2,640","1,610","1,030"
350139001,3539001,35,1,39,1,Mosa,200,145,55,80,75,10,115,70,50
350139006,3539006,35,1,39,6,Ekfrid,300,235,65,135,135,5,165,105,60
350139011,3539011,35,1,39,11,Metcalfe,180,130,50,65,60,5,110,65,45
350139014,3539014,35,1,39,14,Caradoc,465,315,150,150,130,20,310,180,135
350139019,3539019,35,1,39,19,Delaware,145,110,35,60,55,5,80,55,30
350139026,3539026,35,1,39,26,North Dorchester,345,245,95,125,120,10,215,130,90
350139031,3539031,35,1,39,31,West Nissouri,390,285,105,130,120,10,255,165,100
350139034,3539034,35,1,39,34,London,475,355,115,185,165,20,290,190,95
350139036,3539036,35,1,39,36,London,300,230,70,125,110,15,175,120,55
350139039,3539039,35,1,39,39,Lobo,320,230,95,140,130,15,185,100,80
350139042,3539042,35,1,39,42,East Williams,165,120,50,70,70,5,95,55,40
350139046,3539046,35,1,39,46,Adelaide,290,200,85,95,90,5,190,110,80
350139049,3539049,35,1,39,49,West Williams,175,125,55,75,65,5,105,55,45
350139054,3539054,35,1,39,54,McGillivray,345,270,80,140,135,5,205,130,75
350139058,3539058,35,1,39,58,Biddulph,250,195,55,115,115,0,130,80,50
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,"30,170","22,145","8,030","12,865","11,955",905,"17,300","10,185","7,125"
350221000,3521000,35,2,21,0,Peel Regional Municipality,"1,005",735,275,400,345,55,610,390,220
350221005,3521005,35,2,21,5,Mississauga,70,55,20,50,40,10,20,15,5
350221010,3521010,35,2,21,10,Brampton,220,160,60,65,65,5,155,100,60
350221024,3521024,35,2,21,24,Caledon,715,520,195,285,245,40,430,275,155
350222000,3522000,35,2,22,0,Dufferin County,"1,460","1,050",410,640,570,70,825,485,340
350222001,3522001,35,2,22,1,East Garafraxa,175,130,45,80,75,5,95,55,40
350222008,3522008,35,2,22,8,Amaranth,305,220,85,135,120,15,175,105,70
