AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6
241354040,2454040,24,13,54,40,Saint-Thomas-d'Aquin,57,34,4,2,11,6,0
241354045,2454045,24,13,54,45,Saint-Hyacinthe,61,27,9,5,11,9,0
241354060,2454060,24,13,54,60,Saint-Dominique,90,45,11,4,21,9,0
241354065,2454065,24,13,54,65,Saint-ValÇrien-de-Milton,131,73,29,3,17,9,0
241354072,2454072,24,13,54,72,Saint-Liboire,103,53,25,3,17,5,0
241354085,2454085,24,13,54,85,Sainte-Rosalie,61,32,8,2,15,4,0
241354090,2454090,24,13,54,90,Saint-Simon,57,30,12,4,8,3,0
241354095,2454095,24,13,54,95,Sainte-HÇläne-de-Bagot,80,34,11,4,24,7,0
241354100,2454100,24,13,54,100,Saint-Hugues,88,43,22,6,14,3,0
241354105,2454105,24,13,54,105,Saint-BarnabÇ-Sud,58,35,11,1,6,5,0
241354110,2454110,24,13,54,110,Saint-Jude,51,28,10,1,4,8,0
241354115,2454115,24,13,54,115,Saint-Bernard-Partie-Sud,33,18,3,2,9,1,0
241354120,2454120,24,13,54,120,Saint-Louis,34,16,10,2,5,1,0
241354125,2454125,24,13,54,125,Saint-Marcel-de-Richelieu,40,21,6,1,8,3,1
241355000,2455000,24,13,55,0,Rouville,697,354,125,48,114,56,0
241355010,2455010,24,13,55,10,Saint-Ange-Gardien,123,53,26,5,26,13,0
241355015,2455015,24,13,55,15,Saint-Paul-d'Abbotsford,124,67,25,7,16,9,0
241355025,2455025,24,13,55,25,Saint-CÇsaire,106,56,14,4,24,8,0
241355030,2455030,24,13,55,30,Sainte-Angäle-de-Monnoir,44,22,11,6,2,3,0
241355035,2455035,24,13,55,35,Saint-Michel-de-Rougemont,96,49,12,9,17,9,0
241355050,2455050,24,13,55,50,Sainte-Marie-de-Monnoir,47,20,12,2,11,2,0
241355060,2455060,24,13,55,60,Notre-Dame-de-Bon-Secours,26,13,5,2,4,2,0
241355065,2455065,24,13,55,65,Saint-Mathias-sur-Richelieu,51,29,8,8,3,3,0
241355070,2455070,24,13,55,70,Saint-Jean-Baptiste,80,45,12,5,11,7,0
241356000,2456000,24,13,56,0,Le Haut-Richelieu,717,334,172,44,138,27,2
241356010,2456010,24,13,56,10,Saint-Georges-de-Clarenceville,37,22,4,3,6,1,1
241356015,2456015,24,13,56,15,Noyan,27,15,5,2,4,1,0
241356025,2456025,24,13,56,25,Notre-Dame-du-Mont-Carmel,37,20,7,5,5,0,0
241356030,2456030,24,13,56,30,Saint-Valentin,29,13,10,0,5,1,0
241356035,2456035,24,13,56,35,Saint-Paul-de-l'?le-aux-Noix,19,8,2,0,8,1,0
241356045,2456045,24,13,56,45,Henryville,61,23,24,5,8,1,0
241356050,2456050,24,13,56,50,Saint-SÇbastien,58,25,17,6,8,2,0
241356055,2456055,24,13,56,55,Saint-Alexandre,74,24,21,5,19,5,0
241356060,2456060,24,13,56,60,Sainte-Anne-de-Sabrevois,39,20,9,2,8,0,0
241356065,2456065,24,13,56,65,Saint-Blaise-sur-Richelieu,42,17,10,2,9,4,0
241356070,2456070,24,13,56,70,L'Acadie,44,26,9,3,5,0,1
241356075,2456075,24,13,56,75,Saint-Luc,25,17,3,2,2,1,0
241356080,2456080,24,13,56,80,Saint-Jean-sur-Richelieu,18,7,5,2,3,1,0
241356090,2456090,24,13,56,90,Saint-Athanase,47,26,7,3,10,1,0
241356097,2456097,24,13,56,97,Mont-Saint-GrÇgoire,87,40,24,2,18,3,0
241356105,2456105,24,13,56,105,Sainte-Brigide-d'Iberville,73,31,15,2,20,5,0
241357000,2457000,24,13,57,0,La VallÇe-du-Richelieu,429,245,58,31,63,31,1
241357010,2457010,24,13,57,10,Carignan,43,24,6,5,4,4,0
241357020,2457020,24,13,57,20,Saint-Basile-le-Grand,29,17,2,2,2,5,1
241357035,2457035,24,13,57,35,Mont-Saint-Hilaire,48,23,7,6,8,4,0
241357045,2457045,24,13,57,45,Saint-Mathieu-de-Beloeil,53,28,7,2,12,4,0
241357050,2457050,24,13,57,50,Saint-Marc-sur-Richelieu,56,37,8,3,8,0,0
241357057,2457057,24,13,57,57,Saint-Charles-sur-Richelieu,58,31,11,6,6,4,0
241357070,2457070,24,13,57,70,Saint-Denis,74,42,8,4,15,5,0
241357075,2457075,24,13,57,75,Saint-Antoine-sur-Richelieu,68,43,9,3,8,5,0
241358000,2458000,24,13,58,0,Champlain,35,22,2,0,7,3,1
241358020,2458020,24,13,58,20,Saint-Hubert,35,22,2,0,7,3,1
241359000,2459000,24,13,59,0,Lajemmerais,263,152,32,22,37,20,0
241359005,2459005,24,13,59,5,Boucherville,25,14,4,1,2,4,0
241359010,2459010,24,13,59,10,Sainte-Julie,21,11,7,0,3,0,0
241359015,2459015,24,13,59,15,Saint-Amable,37,19,3,3,7,5,0
241359020,2459020,24,13,59,20,Varennes,48,35,4,2,4,3,0
241359025,2459025,24,13,59,25,Verchäres,72,39,8,5,14,6,0
241359030,2459030,24,13,59,30,Calixa-LavallÇe,35,22,2,6,4,1,0
241359035,2459035,24,13,59,35,Contrecoeur,25,12,4,5,3,1,0
241367000,2467000,24,13,67,0,Roussillon,253,153,33,10,45,11,1
241367005,2467005,24,13,67,5,Saint-Mathieu,25,20,2,0,3,0,0
241367010,2467010,24,13,67,10,Saint-Philippe,47,34,4,2,0,6,1
241367015,2467015,24,13,67,15,La Prairie,16,10,2,0,4,0,0
241367035,2467035,24,13,67,35,Saint-Constant,37,20,6,1,9,1,0
241367040,2467040,24,13,67,40,Saint-Isidore,58,27,8,3,19,1,0
241367045,2467045,24,13,67,45,Mercier,70,42,11,4,10,3,0
241368000,2468000,24,13,68,0,Les Jardins-de-Napierville,773,442,93,58,130,48,2
241368005,2468005,24,13,68,5,Saint-Bernard-de-Lacolle,65,38,14,2,6,5,0
241368015,2468015,24,13,68,15,Hemmingford,110,71,8,16,11,4,0
241368020,2468020,24,13,68,20,Sainte-Clotilde-de-ChÉteauguay,71,30,10,4,17,9,1
241368025,2468025,24,13,68,25,Saint-Patrice-de-Sherrington,97,51,13,7,19,7,0
241368035,2468035,24,13,68,35,Saint-Cyprien-de-Napierville,80,41,14,8,13,4,0
241368040,2468040,24,13,68,40,Saint-Jacques-le-Mineur,61,36,4,3,13,4,1
241368045,2468045,24,13,68,45,Saint-êdouard,62,36,8,4,11,3,0
241368050,2468050,24,13,68,50,Saint-Michel,95,56,8,6,16,9,0
241368055,2468055,24,13,68,55,Saint-RÇmi,132,83,14,8,24,3,0
241369000,2469000,24,13,69,0,Le Haut-Saint-Laurent,790,453,140,77,99,19,2
241369005,2469005,24,13,69,5,Havelock,63,45,6,10,2,0,0
241369010,2469010,24,13,69,10,Franklin,101,58,15,14,7,6,1
241369020,2469020,24,13,69,20,Saint-Jean-Chrysostome,78,48,16,2,11,0,1
241369030,2469030,24,13,69,30,Träs-Saint-Sacrement,84,47,16,7,11,3,0
241369040,2469040,24,13,69,40,Saint-Malachie-d'Ormstown,103,58,21,9,13,2,0
241369045,2469045,24,13,69,45,Hinchinbrooke,94,56,12,11,14,1,0
241369050,2469050,24,13,69,50,Elgin,45,21,7,9,6,2,0
241369060,2469060,24,13,69,60,Godmanchester,86,51,18,6,10,1,0
241369065,2469065,24,13,69,65,Sainte-Barbe,25,12,6,0,5,2,0
241369070,2469070,24,13,69,70,Saint-Anicet,82,42,17,7,14,2,0
241369075,2469075,24,13,69,75,Dundee,29,15,6,2,6,0,0
241370000,2470000,24,13,70,0,Beauharnois-Salaberry,395,206,70,14,82,22,1
241370015,2470015,24,13,70,15,Saint-Paul-de-ChÉteauguay,126,76,24,5,17,4,0
241370025,2470025,24,13,70,25,Beauharnois,38,12,11,2,10,3,0
241370030,2470030,24,13,70,30,Saint-êtienne-de-Beauharnois,37,20,7,0,8,1,1
241370035,2470035,24,13,70,35,Saint-Louis-de-Gonzague,65,24,12,3,20,6,0
241370040,2470040,24,13,70,40,Saint-Stanislas-de-Kostka,62,32,9,3,14,4,0
241370055,2470055,24,13,70,55,Saint-TimothÇe,67,42,7,1,13,4,0
241371000,2471000,24,13,71,0,Vaudreuil-Soulanges,620,380,81,44,86,27,2
241371015,2471015,24,13,71,15,Saint-TÇlesphore,64,46,6,2,7,3,0
241371020,2471020,24,13,71,20,Saint-Polycarpe,88,44,15,5,16,8,0
241371040,2471040,24,13,71,40,Coteau-du-Lac,41,19,5,3,11,2,1
241371045,2471045,24,13,71,45,Saint-Clet,39,27,6,0,4,2,0
241371050,2471050,24,13,71,50,Les Cädres,69,46,12,4,6,1,0
241371083,2471083,24,13,71,83,Vaudreuil-Dorion,93,55,5,14,15,3,1
241371110,2471110,24,13,71,110,Sainte-Marthe,76,51,9,5,8,3,0
241371115,2471115,24,13,71,115,Sainte-Justine-de-Newton,61,38,6,2,11,4,0
241371125,2471125,24,13,71,125,Träs-Saint-RÇdempteur,22,15,4,2,0,1,0
241371133,2471133,24,13,71,133,Rigaud,67,39,13,7,8,0,0
350000000,3500000,35,0,0,0,Ontario,67520,38465,5834,15242,6972,937,70
350100000,3500000,35,1,0,0,Southern Ontario Region - RÇgion du Sud de l'Ontario,22427,11523,2186,5254,3098,348,18
350125000,3525000,35,1,25,0,Hamilton-Wentworth Regional Municipality,1228,676,78,285,176,11,2
350125003,3525003,35,1,25,3,Stoney Creek,139,72,8,33,25,1,0
350125009,3525009,35,1,25,9,Glanbrook,171,97,16,43,14,0,1
350125014,3525014,35,1,25,14,Ancaster,221,135,14,44,25,3,0
350125030,3525030,35,1,25,30,Flamborough,697,372,40,165,112,7,1
350126000,3526000,35,1,26,0,Niagara Regional Municipality,2672,1313,261,657,389,50,2
350126003,3526003,35,1,26,3,Fort Erie,72,43,5,15,8,1,0
350126011,3526011,35,1,26,11,Port Colborne,83,51,8,13,10,1,0
350126014,3526014,35,1,26,14,Wainfleet,234,137,22,50,24,1,0
350126021,3526021,35,1,26,21,West Lincoln,539,275,60,147,51,6,0
350126028,3526028,35,1,26,28,Pelham,255,120,19,68,43,5,0
350126032,3526032,35,1,26,32,Welland,20,13,1,4,2,0,0
350126037,3526037,35,1,26,37,Thorold,68,35,3,18,11,1,0
350126043,3526043,35,1,26,43,Niagara Falls,94,64,5,11,12,2,0
350126047,3526047,35,1,26,47,Niagara-on-the-Lake,513,222,53,132,87,19,0
350126053,3526053,35,1,26,53,St. Catharines,129,47,14,38,28,2,0
350126057,3526057,35,1,26,57,Lincoln,524,243,62,120,88,9,2
350126065,3526065,35,1,26,65,Grimsby,141,63,9,41,25,3,0
350128000,3528000,35,1,28,0,Haldimand-Norfolk Regional Municipality,2985,1324,367,787,441,63,3
350128002,3528002,35,1,28,2,Dunnville,249,131,18,69,28,3,0
350128015,3528015,35,1,28,15,Haldimand,583,350,56,126,45,5,1
350128033,3528033,35,1,28,33,Nanticoke,736,362,76,185,102,10,1
350128040,3528040,35,1,28,40,Simcoe,35,16,4,6,7,2,0
350128049,3528049,35,1,28,49,Delhi,660,221,102,173,141,23,0
350128054,3528054,35,1,28,54,Norfolk,722,244,111,228,118,20,1
350129000,3529000,35,1,29,0,Brant County,984,454,133,230,145,20,2
350129001,3529001,35,1,29,1,Onondaga,115,57,10,29,14,5,0
350129004,3529004,35,1,29,4,Brantford,242,118,33,42,41,6,2
350129009,3529009,35,1,29,9,Oakland,55,17,10,12,11,5,0
350129011,3529011,35,1,29,11,Burford,366,147,52,109,55,3,0
350129016,3529016,35,1,29,16,South Dumfries,206,115,28,38,24,1,0
350132000,3532000,35,1,32,0,Oxford County,2342,971,342,543,442,42,2
350132002,3532002,35,1,32,2,Norwich,591,238,87,152,99,15,0
350132012,3532012,35,1,32,12,South-West Oxford,415,163,65,85,91,11,0
350132027,3532027,35,1,32,27,Zorra,592,261,92,119,115,5,0
350132038,3532038,35,1,32,38,East Zorra-Tavistock,342,132,53,71,78,7,1
350132045,3532045,35,1,32,45,Blandford-Blenheim,402,177,45,116,59,4,1
350134000,3534000,35,1,34,0,Elgin County,1808,855,196,490,246,21,0
350134001,3534001,35,1,34,1,Bayham,248,99,41,69,38,1,0
350134008,3534008,35,1,34,8,Malahide,315,117,46,96,48,8,0
350134014,3534014,35,1,34,14,South Dorchester,145,70,8,42,24,1,0
350134018,3534018,35,1,34,18,Yarmouth,251,109,28,65,49,0,0
350134024,3534024,35,1,34,24,Southwold,282,153,26,68,30,5,0
350134029,3534029,35,1,34,29,Dunwich,245,140,23,54,24,4,0
350134040,3534040,35,1,34,40,Aldborough,322,167,24,96,33,2,0
350136000,3536000,35,1,36,0,Kent County,2690,1535,202,609,295,48,1
350136001,3536001,35,1,36,1,Romney,97,56,9,19,11,2,0
350136006,3536006,35,1,36,6,Tilbury East,221,133,17,50,18,3,0
350136011,3536011,35,1,36,11,Raleigh,308,186,20,66,30,6,0
350136014,3536014,35,1,36,14,Harwich,469,264,34,112,51,8,0
350136021,3536021,35,1,36,21,Howard,264,157,30,55,19,2,1
350136026,3536026,35,1,36,26,Orford,201,108,15,59,14,5,0
350136031,3536031,35,1,36,31,Zone,98,50,11,22,13,2,0
350136036,3536036,35,1,36,36,Camden,234,146,15,44,28,1,0
350136041,3536041,35,1,36,41,Chatham,467,259,29,113,55,11,0
350136048,3536048,35,1,36,48,Dover,331,176,22,69,56,8,0
350137000,3537000,35,1,37,0,Essex County,2109,1231,144,433,271,28,2
350137004,3537004,35,1,37,4,Mersea,444,224,33,90,86,11,0
350137009,3537009,35,1,37,9,Gosfield South,237,122,15,65,34,1,0
350137014,3537014,35,1,37,14,Gosfield North,198,124,11,39,22,2,0
350137018,3537018,35,1,37,18,Colchester North,133,83,11,31,8,0,0
350137021,3537021,35,1,37,21,Colchester South,173,103,16,37,16,1,0
350137026,3537026,35,1,37,26,Malden,92,56,8,22,5,1,0
350137031,3537031,35,1,37,31,Anderdon,89,53,4,17,13,2,0
350137034,3537034,35,1,37,34,LaSalle,68,39,6,14,6,3,0
350137046,3537046,35,1,37,46,Sandwich South,105,61,7,21,15,1,0
350137051,3537051,35,1,37,51,Maidstone,170,105,8,33,19,3,2
350137058,3537058,35,1,37,58,Rochester,161,95,15,30,19,2,0
350137062,3537062,35,1,37,62,Tilbury West,89,59,3,18,9,0,0
350137066,3537066,35,1,37,66,Tilbury North,150,107,7,16,19,1,0
350138000,3538000,35,1,38,0,Lambton County,2622,1592,185,573,252,20,0
350138001,3538001,35,1,38,1,Sombra,287,209,14,49,15,0,0
350138006,3538006,35,1,38,6,Dawn,232,153,17,48,13,1,0
350138009,3538009,35,1,38,9,Euphemia,115,63,9,35,6,2,0
350138012,3538012,35,1,38,12,Brooke,279,162,27,59,29,2,0
350138016,3538016,35,1,38,16,Enniskillen,361,224,22,84,28,3,0
350138023,3538023,35,1,38,23,Moore,308,207,13,63,24,1,0
350138030,3538030,35,1,38,30,Sarnia,116,63,5,30,17,1,0
350138034,3538034,35,1,38,34,Plympton,367,216,28,78,39,6,0
350138041,3538041,35,1,38,41,Warwick,298,157,32,70,38,1,0
350138046,3538046,35,1,38,46,Bosanquet,259,138,18,57,43,3,0
350139000,3539000,35,1,39,0,Middlesex County,2987,1572,278,647,441,45,4
350139001,3539001,35,1,39,1,Mosa,143,82,7,34,16,4,0
350139006,3539006,35,1,39,6,Ekfrid,219,129,17,52,20,1,0
350139011,3539011,35,1,39,11,Metcalfe,122,65,10,29,18,0,0
350139014,3539014,35,1,39,14,Caradoc,306,135,45,79,40,7,0
350139019,3539019,35,1,39,19,Delaware,101,49,8,25,13,5,1
350139026,3539026,35,1,39,26,North Dorchester,234,117,28,50,35,3,1
350139031,3539031,35,1,39,31,West Nissouri,256,135,31,53,33,4,0
350139034,3539034,35,1,39,34,London,318,161,22,70,58,6,1
350139036,3539036,35,1,39,36,London,207,111,17,33,44,2,0
350139039,3539039,35,1,39,39,Lobo,229,124,20,54,29,2,0
350139042,3539042,35,1,39,42,East Williams,120,66,11,21,21,1,0
350139046,3539046,35,1,39,46,Adelaide,188,83,24,46,30,5,0
350139049,3539049,35,1,39,49,West Williams,124,71,10,19,23,1,0
350139054,3539054,35,1,39,54,McGillivray,236,133,17,44,40,2,0
350139058,3539058,35,1,39,58,Biddulph,184,111,11,38,21,2,1
350200000,3500000,35,2,0,0,Western Ontario Region - RÇgion de l'Ouest de l'Ontario,21305,12423,1749,4677,2130,303,23
350221000,3521000,35,2,21,0,Peel Regional Municipality,689,356,67,152,94,19,1
350221005,3521005,35,2,21,5,Mississauga,61,32,4,10,13,2,0
350221010,3521010,35,2,21,10,Brampton,138,54,16,31,32,5,0
350221024,3521024,35,2,21,24,Caledon,490,270,47,111,49,12,1
350222000,3522000,35,2,22,0,Dufferin County,1039,679,62,214,62,20,2
350222001,3522001,35,2,22,1,East Garafraxa,127,85,6,22,13,1,0
350222008,3522008,35,2,22,8,Amaranth,219,135,18,47,13,6,0
350222010,3522010,35,2,22,10,East Luther-Grand Valley,115,70,9,32,4,0,0
350222012,3522012,35,2,22,12,Mono,218,156,8,37,11,6,0
350222016,3522016,35,2,22,16,Mulmur,165,112,10,32,8,1,2
350222019,3522019,35,2,22,19,Melancthon,195,121,11,44,13,6,0
350223000,3523000,35,2,23,0,Wellington County,2810,1490,273,701,306,32,8
350223001,3523001,35,2,23,1,Puslinch,179,107,8,43,16,4,1
350223006,3523006,35,2,23,6,Guelph,116,63,8,17,20,5,3
350223011,3523011,35,2,23,11,Eramosa,211,124,10,46,30,1,0
350223016,3523016,35,2,23,16,Erin,276,160,13,74,24,5,0
350223021,3523021,35,2,23,21,West Garafraxa,185,95,20,43,27,0,0
350223024,3523024,35,2,23,24,Nichol,131,60,15,29,23,2,2
350223029,3523029,35,2,23,29,Pilkington,141,69,16,39,13,2,2
350223032,3523032,35,2,23,32,Peel,492,247,64,124,51,6,0
350223036,3523036,35,2,23,36,Maryborough,304,139,42,75,44,4,0
350223041,3523041,35,2,23,41,Minto,313,170,38,87,18,0,0
350223048,3523048,35,2,23,48,Arthur,308,160,32,81,34,1,0
350223054,3523054,35,2,23,54,West Luther,154,96,7,43,6,2,0
350224000,3524000,35,2,24,0,Halton Regional Municipality,720,412,44,143,94,25,2
350224001,3524001,35,2,24,1,Oakville,42,27,1,3,8,3,0
350224002,3524002,35,2,24,2,Burlington,113,56,6,23,25,3,0
350224009,3524009,35,2,24,9,Milton,309,167,25,69,37,10,1
350224015,3524015,35,2,24,15,Halton Hills,256,162,12,48,24,9,1
350230000,3530000,35,2,30,0,Waterloo Regional Municipality,1590,832,144,369,211,32,2
350230004,3530004,35,2,30,4,North Dumfries,134,70,5,23,30,6,0
350230010,3530010,35,2,30,10,Cambridge,42,23,4,7,6,1,1
350230013,3530013,35,2,30,13,Kitchener,43,20,2,8,9,4,0
350230020,3530020,35,2,30,20,Wilmot,307,137,16,75,74,4,1
350230027,3530027,35,2,30,27,Wellesley,522,318,57,115,27,5,0
350230035,3530035,35,2,30,35,Woolwich,542,264,60,141,65,12,0
350231000,3531000,35,2,31,0,Perth County,2832,1433,332,640,389,37,1
350231001,3531001,35,2,31,1,South Easthope,146,72,14,35,24,1,0
350231006,3531006,35,2,31,6,North Easthope,243,124,31,50,38,0,0
350231009,3531009,35,2,31,9,Downie,229,92,28,51,54,4,0
350231014,3531014,35,2,31,14,Blanshard,230,126,19,60,22,3,0
350231018,3531018,35,2,31,18,Fullarton,200,105,19,49,26,1,0
350231021,3531021,35,2,31,21,Hibbert,163,81,16,33,29,3,1
350231024,3531024,35,2,31,24,Logan,300,159,27,65,43,6,0
350231028,3531028,35,2,31,28,Ellice,311,156,41,70,41,3,0
350231032,3531032,35,2,31,32,Mornington,360,207,35,77,37,4,0
350231036,3531036,35,2,31,36,Elma,361,166,54,79,55,7,0
350231041,3531041,35,2,31,41,Wallace,289,145,48,71,20,5,0
350240000,3540000,35,2,40,0,Huron County,3150,1848,284,604,376,38,0
350240001,3540001,35,2,40,1,Usborne,172,89,23,24,32,4,0
350240004,3540004,35,2,40,4,Stephen,213,129,15,30,31,8,0
350240009,3540009,35,2,40,9,Hay,165,103,11,27,23,1,0
350240016,3540016,35,2,40,16,Tuckersmith,173,92,24,36,19,2,0
350240019,3540019,35,2,40,19,Stanley,155,98,11,27,16,3,0
350240024,3540024,35,2,40,24,Goderich,200,109,14,51,25,1,0
350240031,3540031,35,2,40,31,Colborne,125,79,9,21,15,1,0
350240034,3540034,35,2,40,34,Hullett,238,122,24,53,35,4,0
350240038,3540038,35,2,40,38,McKillop,236,137,19,44,35,1,0
350240042,3540042,35,2,40,42,Grey,250,128,23,57,40,2,0
350240046,3540046,35,2,40,46,Howick,314,183,39,63,23,6,0
350240049,3540049,35,2,40,49,Turnberry,153,102,7,33,10,1,0
350240054,3540054,35,2,40,54,Morris,224,145,21,36,20,2,0
350240058,3540058,35,2,40,58,East Wawanosh,163,96,15,34,18,0,0
350240061,3540061,35,2,40,61,West Wawanosh,151,101,13,23,13,1,0
350240064,3540064,35,2,40,64,Ashfield,218,135,16,45,21,1,0
350241000,3541000,35,2,41,0,Bruce County,2568,1598,192,552,192,33,1
350241001,3541001,35,2,41,1,Carrick,309,154,45,74,29,7,0
350241006,3541006,35,2,41,6,Culross,231,129,19,59,20,3,1
350241011,3541011,35,2,41,11,Kinloss,158,111,8,31,7,1,0
350241019,3541019,35,2,41,19,Huron,194,123,12,34,23,2,0
350241021,3541021,35,2,41,21,Kincardine,245,163,13,46,22,1,0
350241026,3541026,35,2,41,26,Bruce,159,109,12,29,6,3,0
350241031,3541031,35,2,41,31,Greenock,200,127,19,36,17,1,0
350241034,3541034,35,2,41,34,Brant,304,186,20,76,17,5,0
350241038,3541038,35,2,41,38,Elderslie,182,115,5,40,19,3,0
350241044,3541044,35,2,41,44,Saugeen,121,83,5,22,9,2,0
350241049,3541049,35,2,41,49,Arran,203,137,10,46,7,3,0
350241054,3541054,35,2,41,54,Amabel,106,54,13,30,9,0,0
350241059,3541059,35,2,41,59,Albemarle,56,45,2,6,2,1,0
350241062,3541062,35,2,41,62,Eastnor,71,46,5,16,3,1,0
350241066,3541066,35,2,41,66,Lindsay,29,16,4,7,2,0,0
350242000,3542000,35,2,42,0,Grey County,3134,2040,195,708,157,31,3
350242001,3542001,35,2,42,1,Normanby,304,160,38,83,18,5,0
350242006,3542006,35,2,42,6,Egremont,292,168,20,80,20,3,1
350242009,3542009,35,2,42,9,Proton,206,142,13,46,3,2,0
350242014,3542014,35,2,42,14,Osprey,201,148,9,40,3,1,0
350242018,3542018,35,2,42,18,Artemesia,175,122,10,38,5,0,0
350242022,3542022,35,2,42,22,Glenelg,140,96,6,33,4,1,0
350242028,3542028,35,2,42,28,Bentinck,285,185,15,72,9,4,0
350242032,3542032,35,2,42,32,Sullivan,271,190,23,45,10,3,0
350242036,3542036,35,2,42,36,Holland,164,110,7,37,9,1,0
350242039,3542039,35,2,42,39,Euphrasia,192,119,10,49,14,0,0
350242042,3542042,35,2,42,42,Collingwood,189,118,8,39,22,2,0
350242048,3542048,35,2,42,48,St. Vincent,181,123,8,31,16,3,0
350242051,3542051,35,2,42,51,Sydenham,200,138,11,39,9,2,1
350242054,3542054,35,2,42,54,Derby,144,88,6,40,8,2,0
350242062,3542062,35,2,42,62,Keppel,190,133,11,36,7,2,1
350243000,3543000,35,2,43,0,Simcoe County,2773,1735,156,594,249,36,3
350243003,3543003,35,2,43,3,Adjala-Tosorontio,231,133,15,60,21,2,0
350243005,3543005,35,2,43,5,Clearview,430,285,31,80,27,6,1
350243007,3543007,35,2,43,7,New Tecumseth,177,93,7,41,31,5,0
350243009,3543009,35,2,43,9,Springwater,339,218,18,74,25,4,0
350243014,3543014,35,2,43,14,Bradford West Gwillimbury,202,93,12,51,42,4,0
350243015,3543015,35,2,43,15,Severn,187,131,11,33,12,0,0
350243017,3543017,35,2,43,17,Innisfil,180,111,7,41,20,1,0
350243019,3543019,35,2,43,19,Ramara,191,129,8,40,10,4,0
350243021,3543021,35,2,43,21,Essa,188,109,7,42,25,5,0
350243023,3543023,35,2,43,23,Oro-Medonte,389,262,23,82,17,3,2
350243068,3543068,35,2,43,68,Tiny,167,107,10,32,16,2,0
350243071,3543071,35,2,43,71,Tay,92,64,7,18,3,0,0
350300000,3500000,35,3,0,0,Central Ontario Region - RÇgion du Centre de l'Ontario,10400,6508,688,2267,785,142,10
350312000,3512000,35,3,12,0,Hastings County,1353,891,95,297,55,15,0
350312001,3512001,35,3,12,1,Tyendinaga,181,117,15,41,6,2,0
350312006,3512006,35,3,12,6,Thurlow,150,98,15,31,5,1,0
350312011,3512011,35,3,12,11,Sidney,202,136,8,46,8,4,0
350312019,3512019,35,3,12,19,Rawdon,193,111,19,52,9,2,0
350312024,3512024,35,3,12,24,Huntingdon,122,83,9,24,4,2,0
350312028,3512028,35,3,12,28,Hungerford,153,100,10,35,7,1,0
350312032,3512032,35,3,12,32,Elzevir and Grimsthorpe,23,16,2,2,2,1,0
350312036,3512036,35,3,12,36,Madoc,114,73,10,26,5,0,0
350312041,3512041,35,3,12,41,Marmora and Lake,62,50,1,8,2,1,0
350312064,3512064,35,3,12,64,Dungannon,18,12,1,5,0,0,0
350312068,3512068,35,3,12,68,Mayo,18,16,0,2,0,0,0
350312071,3512071,35,3,12,71,Carlow,28,19,2,3,3,1,0
350312074,3512074,35,3,12,74,Monteagle,35,20,2,10,3,0,0
350312078,3512078,35,3,12,78,Herschel,30,23,1,5,1,0,0
350312091,3512091,35,3,12,91,"Bangor, Wicklow and McClure",24,17,0,7,0,0,0
350313000,3513000,35,3,13,0,Prince Edward County,618,354,60,151,50,3,0
350313001,3513001,35,3,13,1,North Marysburgh,43,23,7,10,2,1,0
350313004,3513004,35,3,13,4,South Marysburgh,51,27,4,18,2,0,0
350313008,3513008,35,3,13,8,Athol,55,33,8,12,2,0,0
350313011,3513011,35,3,13,11,Hallowell,134,69,12,35,16,2,0
350313018,3513018,35,3,13,18,Sophiasburgh,109,68,7,28,6,0,0
350313022,3513022,35,3,13,22,Hillier,85,50,9,19,7,0,0
350313028,3513028,35,3,13,28,Ameliasburgh,141,84,13,29,15,0,0
350314000,3514000,35,3,14,0,Northumberland County,1366,829,102,322,99,13,1
350314001,3514001,35,3,14,1,Murray,152,106,4,27,14,0,1
350314006,3514006,35,3,14,6,Brighton,129,77,9,28,14,1,0
350314011,3514011,35,3,14,11,Cramahe,113,71,13,24,4,1,0
350314016,3514016,35,3,14,16,Haldimand,186,111,17,40,16,2,0
350314019,3514019,35,3,14,19,Hamilton,183,117,8,38,17,3,0
350314023,3514023,35,3,14,23,Hope,200,109,15,55,18,3,0
350314026,3514026,35,3,14,26,Alnwick,45,27,2,13,3,0,0
350314029,3514029,35,3,14,29,Percy,126,82,10,29,5,0,0
350314034,3514034,35,3,14,34,Seymour,232,129,24,68,8,3,0
350315000,3515000,35,3,15,0,Peterborough County,1369,909,64,299,82,14,1
350315001,3515001,35,3,15,1,Asphodel,155,88,8,49,7,3,0
350315006,3515006,35,3,15,6,Otonabee,242,163,9,53,16,1,0
350315007,3515007,35,3,15,7,South Monaghan,72,55,3,13,1,0,0
350315009,3515009,35,3,15,9,Cavan,203,135,11,38,14,5,0
350315011,3515011,35,3,15,11,North Monaghan,36,26,1,7,2,0,0
350315016,3515016,35,3,15,16,Ennismore,64,45,3,12,4,0,0
350315018,3515018,35,3,15,18,Smith,155,96,12,38,9,0,0
350315022,3515022,35,3,15,22,Douro,147,93,7,30,14,3,0
350315026,3515026,35,3,15,26,Dummer,134,97,4,25,7,1,0
350315031,3515031,35,3,15,31,Belmont and Methuen,84,56,2,20,6,0,0
350315038,3515038,35,3,15,38,Burleigh and Anstruther,33,23,2,5,1,1,1
