AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9
471001058,4701058,47,10,1,58,Brock No. 64,130,"11,557,067",7,9,9,19,23,29,23,9,2
471001063,4701063,47,10,1,63,Tecumseh No. 65,163,"14,929,169",2,5,7,19,36,45,38,9,2
471002001,4702001,47,10,2,1,Cambria No. 6,121,"17,023,683",0,1,2,12,20,25,46,12,3
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,256","228,659,955",48,65,112,303,356,578,614,145,35
471101069,4701069,47,11,1,69,Golden West No. 95,141,"13,276,659",3,1,7,16,24,37,46,6,1
471101072,4701072,47,11,1,72,Hazelwood No. 94,128,"10,283,178",1,5,8,18,29,35,26,5,1
471101076,4701076,47,11,1,76,Wawken No. 93,166,"14,974,712",3,5,10,29,33,32,41,11,2
471101091,4701091,47,11,1,91,Walpole No. 92,160,"21,686,410",2,0,10,24,28,37,37,15,7
471101094,4701094,47,11,1,94,Maryfield No. 91,151,"17,678,399",2,3,3,11,22,42,51,15,2
471105001,4705001,47,11,5,1,Moosomin No. 121,145,"15,076,875",6,6,7,28,15,30,36,14,3
471105007,4705007,47,11,5,7,Martin No. 122,123,"11,263,367",1,4,7,17,26,32,28,6,2
471105011,4705011,47,11,5,11,Silverwood No. 123,163,"17,915,717",0,7,2,18,26,43,57,7,3
471105014,4705014,47,11,5,14,Kingsley No. 124,171,"17,258,119",3,3,6,26,23,55,42,10,3
471105018,4705018,47,11,5,18,Chester No. 125,187,"17,738,935",3,7,10,21,29,51,54,12,0
471105027,4705027,47,11,5,27,Wolseley No. 155,188,"18,344,967",7,6,14,15,19,55,62,9,1
471105028,4705028,47,11,5,28,Elcapo No. 154,210,"20,645,777",4,4,6,32,29,64,54,14,3
471105033,4705033,47,11,5,33,Willowdale No. 153,149,"11,842,679",7,6,10,25,29,32,34,4,2
471105037,4705037,47,11,5,37,Rocanville No. 151,174,"20,674,161",6,8,12,23,24,33,46,17,5
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"1,788","178,636,173",35,37,77,201,335,482,491,109,21
472002033,4702033,47,20,2,33,Lomond No. 37,129,"14,355,540",1,4,6,11,24,24,51,7,1
472002037,4702037,47,20,2,37,Cymri No. 36,173,"15,477,168",6,5,5,27,28,51,41,8,2
472002042,4702042,47,20,2,42,Griffin No. 66,155,"16,401,381",1,3,4,12,32,48,43,9,3
472002044,4702044,47,20,2,44,Weyburn No. 67,219,"22,127,170",6,3,10,24,50,57,52,12,5
472002051,4702051,47,20,2,51,Brokenshell No. 68,129,"15,454,106",1,3,7,15,18,29,39,16,1
472002052,4702052,47,20,2,52,Norton No. 69,147,"12,447,630",1,4,10,19,27,44,35,6,1
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,146,"15,362,895",4,2,7,14,27,38,41,11,2
472002066,4702066,47,20,2,66,Caledonia No. 99,148,"15,866,661",1,2,11,14,29,40,38,11,2
472002069,4702069,47,20,2,69,Scott No. 98,170,"20,572,120",3,3,5,12,28,44,58,13,4
472002073,4702073,47,20,2,73,Wellington No. 97,180,"13,522,605",8,4,6,30,40,44,41,7,0
472002076,4702076,47,20,2,76,Fillmore No. 96,192,"17,048,897",3,4,6,23,32,63,52,9,0
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,192","334,245,906",128,109,200,464,536,718,751,235,51
472106001,4706001,47,21,6,1,Montmartre No. 126,248,"20,637,711",4,4,13,40,41,70,67,9,0
472106004,4706004,47,21,6,4,Francis No. 127,297,"33,825,516",8,11,13,39,64,61,70,27,4
472106011,4706011,47,21,6,11,Lajord No. 128,220,"27,477,631",10,7,9,21,21,44,82,24,2
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,189,"22,568,842",3,2,9,27,30,46,47,21,4
472106016,4706016,47,21,6,16,Redburn No. 130,166,"22,884,262",1,2,2,13,22,43,64,16,3
472106021,4706021,47,21,6,21,Pense No. 160,205,"26,694,912",5,6,14,28,44,38,41,21,8
472106026,4706026,47,21,6,26,Sherwood No. 159,244,"25,669,385",13,8,20,42,40,50,48,16,7
472106029,4706029,47,21,6,29,Edenwold No. 158,406,"25,720,895",34,23,40,99,64,78,47,18,3
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,314,"24,980,234",13,15,33,47,65,59,61,18,3
472106038,4706038,47,21,6,38,Indian Head No. 156,166,"17,681,724",6,3,5,16,36,42,39,16,3
472107001,4707001,47,21,7,1,Baildon No. 131,181,"18,313,330",7,8,8,14,29,47,56,11,1
472107036,4707036,47,21,7,36,Caron No. 162,135,"12,948,930",7,8,8,18,19,32,30,11,2
472107038,4707038,47,21,7,38,Moose Jaw No. 161,256,"38,048,256",15,11,22,41,34,51,55,19,8
472107042,4707042,47,21,7,42,Marquis No. 191,165,"16,794,278",2,1,4,19,27,57,44,8,3
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,445","137,816,673",24,26,62,169,251,412,416,73,12
473003068,4703068,47,30,3,68,Gravelbourg No. 104,187,"18,670,013",4,1,5,13,34,50,69,10,1
473003074,4703074,47,30,3,74,Sutton No. 103,152,"13,080,811",3,1,4,20,26,42,51,5,0
473003093,4703093,47,30,3,93,Lake Johnston No. 102,115,"11,818,411",1,1,5,18,19,43,22,3,3
473003096,4703096,47,30,3,96,Terrell No. 101,143,"10,610,253",3,3,6,26,23,49,31,1,1
473007004,4707004,47,30,7,4,Hillsborough No. 132,45,"2,979,405",1,0,5,7,9,12,10,1,0
473007006,4707006,47,30,7,6,Rodgers No. 133,100,"12,169,348",3,1,5,6,20,27,29,5,4
473007011,4707011,47,30,7,11,Shamrock No. 134,129,"14,035,408",0,5,3,12,27,29,41,11,1
473007029,4707029,47,30,7,29,Chaplin No. 164,88,"6,867,777",2,3,6,19,14,18,22,3,1
473007032,4707032,47,30,7,32,Wheatlands No. 163,101,"7,552,534",2,5,6,10,21,31,25,1,0
473007047,4707047,47,30,7,47,Eyebrow No. 193,148,"15,342,138",3,1,5,10,22,51,45,10,1
473007053,4707053,47,30,7,53,Enfield No. 194,158,"14,721,960",1,4,7,13,28,47,52,6,0
473007071,4707071,47,30,7,71,Maple Bush No. 224,79,"9,968,615",1,1,5,15,8,13,19,17,0
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"2,596","248,748,011",36,59,98,300,439,740,792,115,17
473102006,4702006,47,31,2,6,Souris Valley No. 7,154,"18,227,866",2,4,4,19,23,35,48,16,3
473102011,4702011,47,31,2,11,Lake Alma No. 8,123,"9,624,516",2,3,6,20,17,39,34,2,0
473102014,4702014,47,31,2,14,Surprise Valley No. 9,105,"10,878,644",1,3,2,9,11,34,38,7,0
473102018,4702018,47,31,2,18,Happy Valley No. 10,69,"7,402,282",2,2,5,9,8,21,20,1,1
473102024,4702024,47,31,2,24,Bengough No. 40,160,"12,229,750",3,2,5,25,30,46,47,2,0
473102026,4702026,47,31,2,26,The Gap No. 39,130,"12,220,952",2,3,5,12,22,34,48,4,0
473102029,4702029,47,31,2,29,Laurier No. 38,150,"17,109,639",2,3,6,17,27,31,48,14,2
473102057,4702057,47,31,2,57,Key West No. 70,185,"14,282,202",2,3,7,32,38,51,46,6,0
473103001,4703001,47,31,3,1,Hart Butte No. 11,120,"12,287,039",3,4,9,11,15,30,40,6,2
473103006,4703006,47,31,3,6,Poplar Valley No. 12,113,"11,763,915",0,3,5,11,22,34,32,5,1
473103011,4703011,47,31,3,11,Old Post No. 43,205,"20,041,874",1,8,11,21,37,51,62,13,1
473103022,4703022,47,31,3,22,Waverley No. 44,146,"12,455,858",3,1,3,26,24,49,34,5,1
473103026,4703026,47,31,3,26,Willow Bunch No. 42,192,"18,163,757",3,7,4,14,32,63,60,9,0
473103029,4703029,47,31,3,29,Excel No. 71,187,"19,109,775",3,3,8,16,38,54,60,3,2
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,158,"15,456,530",4,4,3,15,23,38,64,7,0
473103038,4703038,47,31,3,38,Stonehenge No. 73,246,"21,751,885",3,4,11,32,45,76,65,7,3
473103042,4703042,47,31,3,42,Wood River No. 74,153,"15,741,527",0,2,4,11,27,54,46,8,1
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"2,775","288,624,485",74,76,109,328,518,687,791,152,40
473207014,4707014,47,32,7,14,Lawtonia No. 135,162,"16,025,754",1,4,6,16,31,40,56,7,1
473207018,4707018,47,32,7,18,Coulee No. 136,203,"14,821,451",8,9,9,36,45,45,46,4,1
473207021,4707021,47,32,7,21,Excelsior No. 166,278,"27,558,280",12,4,14,41,56,69,65,12,5
473207024,4707024,47,32,7,24,Morse No. 165,231,"17,284,763",4,5,13,37,50,62,50,9,1
473207058,4707058,47,32,7,58,Canaan No. 225,90,"10,797,059",3,1,4,5,17,26,20,13,1
473207063,4707063,47,32,7,63,Victory No. 226,136,"19,307,404",4,2,2,7,22,35,52,10,2
473207066,4707066,47,32,7,66,King George No. 256,105,"10,490,045",2,3,5,10,14,28,36,7,0
473207067,4707067,47,32,7,67,Coteau No. 255,151,"17,042,139",6,8,4,13,29,32,42,15,2
473208001,4708001,47,32,8,1,Swift Current No. 137,339,"29,237,269",22,26,28,51,64,67,66,9,6
473208006,4708006,47,32,8,6,Webb No. 138,160,"19,855,781",4,2,5,22,23,34,61,6,3
473208031,4708031,47,32,8,31,Riverside No. 168,214,"23,026,922",2,3,6,17,40,57,76,10,3
473208038,4708038,47,32,8,38,Saskatchewan Landing No. 167,154,"16,132,621",1,4,7,26,29,34,41,9,3
473208042,4708042,47,32,8,42,Lacadena No. 228,325,"35,891,083",0,2,4,21,65,110,104,16,3
473208092,4708092,47,32,8,92,Monet No. 257,227,"31,153,914",5,3,2,26,33,48,76,25,9
473300000,4700000,47,33,0,0,Agricultural Region 3BS - RÇgion agricole 3BS,"1,627","181,026,087",29,33,48,165,276,420,540,89,27
473303016,4703016,47,33,3,16,Glen McPherson No. 46,65,"7,378,226",0,1,1,3,13,20,21,5,1
473303018,4703018,47,33,3,18,Mankota No. 45,168,"19,101,366",2,3,3,14,24,45,67,7,3
473303048,4703048,47,33,3,48,Pinto Creek No. 75,130,"15,664,734",1,0,2,7,24,36,49,8,3
473303054,4703054,47,33,3,54,Auvergne No. 76,146,"15,984,018",4,1,4,15,29,35,49,7,2
473303059,4703059,47,33,3,59,Whiska Creek No. 106,159,"16,532,317",3,8,7,17,29,33,50,10,2
473303064,4703064,47,33,3,64,Glen Bain No. 105,169,"16,967,729",1,1,2,20,35,50,53,5,2
473304003,4704003,47,33,4,3,Val Marie No. 17,166,"24,036,972",9,4,10,16,20,38,49,12,8
473304006,4704006,47,33,4,6,Lone Tree No. 18,92,"11,053,881",0,2,2,7,8,20,44,8,1
473304028,4704028,47,33,4,28,Wise Creek No. 77,123,"12,457,433",3,1,3,16,17,32,41,10,0
473304034,4704034,47,33,4,34,Grassy Creek No. 78,115,"11,721,636",3,2,6,22,19,29,28,4,2
473304058,4704058,47,33,4,58,Bone Creek No. 108,144,"16,059,954",1,6,3,11,31,35,49,6,2
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,150,"14,067,821",2,4,5,17,27,47,40,7,1
474000000,4700000,47,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"1,227","151,866,109",24,37,55,141,202,295,365,75,33
474004011,4704011,47,40,4,11,Frontier No. 19,131,"17,651,199",1,1,5,4,16,37,52,11,4
474004019,4704019,47,40,4,19,Reno No. 51,191,"24,804,117",5,6,6,22,25,39,62,21,5
474004024,4704024,47,40,4,24,White Valley No. 49,224,"26,816,709",0,8,6,23,35,59,70,17,6
474004038,4704038,47,40,4,38,Arlington No. 79,114,"11,538,061",1,3,7,20,20,25,36,1,1
474004045,4704045,47,40,4,45,Maple Creek No. 111,276,"38,783,276",13,12,21,46,49,53,59,11,12
474004050,4704050,47,40,4,50,Piapot No. 110,161,"17,335,224",2,4,3,10,37,48,46,8,3
474004054,4704054,47,40,4,54,Carmichael No. 109,130,"14,937,523",2,3,7,16,20,34,40,6,2
474100000,4700000,47,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"1,317","152,049,853",15,17,39,121,220,378,431,81,15
474108009,4708009,47,41,8,9,Gull Lake No. 139,111,"11,965,165",4,2,6,8,19,26,34,12,0
474108016,4708016,47,41,8,16,Big Stick No. 141,99,"11,231,120",2,2,5,4,10,30,41,4,1
474108021,4708021,47,41,8,21,Enterprise No. 142,122,"15,776,973",0,0,1,9,11,35,51,15,0
474108024,4708024,47,41,8,24,Fox Valley No. 171,162,"16,660,755",0,2,8,11,34,55,46,5,1
474108028,4708028,47,41,8,28,Pittville No. 169,129,"13,411,486",1,1,5,10,16,43,48,5,0
474108046,4708046,47,41,8,46,Miry Creek No. 229,180,"28,882,105",3,2,1,13,32,44,66,15,4
474108053,4708053,47,41,8,53,Clinworth No. 230,153,"19,702,435",2,0,8,20,31,30,43,15,4
474108056,4708056,47,41,8,56,Happyland No. 231,269,"23,248,388",1,5,5,37,52,86,75,5,3
474108061,4708061,47,41,8,61,Deer Forks No. 232,92,"11,171,426",2,3,0,9,15,29,27,5,2
475000000,4700000,47,50,0,0,Agricultural Region 5A - RÇgion agricole 5A,"4,592","366,670,182",162,177,314,786,950,"1,039",942,175,47
475005041,4705041,47,50,5,41,Spy Hill No. 152,129,"14,503,168",2,3,6,16,25,31,29,14,3
475005047,4705047,47,50,5,47,Langenburg No. 181,199,"18,510,818",12,4,15,23,38,44,48,10,5
475005051,4705051,47,50,5,51,Fertile Belt No. 183,268,"22,158,273",5,12,21,48,54,68,43,12,5
475005057,4705057,47,50,5,57,Grayson No. 184,200,"15,156,373",2,4,7,38,50,33,61,5,0
475005063,4705063,47,50,5,63,McLeod No. 185,268,"20,153,136",5,4,11,46,64,77,52,7,2
475005067,4705067,47,50,5,67,Stanley No. 215,252,"17,730,038",9,13,19,47,60,47,50,5,2
475005073,4705073,47,50,5,73,Cana No. 214,263,"18,367,431",15,15,25,58,59,50,29,9,3
475005077,4705077,47,50,5,77,Saltcoats No. 213,226,"19,261,050",10,8,18,32,40,46,58,14,0
475005093,4705093,47,50,5,93,Churchbridge No. 211,266,"24,563,590",5,9,15,39,53,65,62,13,5
475006042,4706042,47,50,6,42,Abernethy No. 186,193,"22,049,454",5,7,4,27,34,37,56,20,3
475006048,4706048,47,50,6,48,North Qu'Appelle No. 187,142,"11,144,047",7,10,15,21,34,23,22,7,3
475006091,4706091,47,50,6,91,Cupar No. 218,246,"18,988,765",5,6,15,36,52,55,71,6,0
475006096,4706096,47,50,6,96,Lipton No. 217,217,"15,771,304",6,4,13,45,44,58,37,9,1
475006099,4706099,47,50,6,99,Tullymet No. 216,147,"13,948,764",4,5,13,25,25,32,35,6,2
475009001,4709001,47,50,9,1,Calder No. 241,191,"13,352,643",6,10,15,33,41,43,36,7,0
475009006,4709006,47,50,9,6,Wallace No. 243,263,"22,724,304",15,7,15,46,47,59,62,7,5
475009011,4709011,47,50,9,11,Orkney No. 244,299,"19,958,717",21,20,31,54,56,62,43,9,3
475009019,4709019,47,50,9,19,Garry No. 245,204,"12,808,343",8,6,11,39,44,59,33,4,0
475010003,4710003,47,50,10,3,Ituna Bon Accord No. 246,223,"13,635,139",6,9,23,39,52,49,41,2,2
475010008,4710008,47,50,10,8,Kellross No. 247,227,"19,063,612",8,14,11,43,53,52,43,2,1
475010014,4710014,47,50,10,14,Touchwood No. 248,169,"12,821,213",6,7,11,31,25,49,31,7,2
475100000,4700000,47,51,0,0,Agricultural Region 5B - RÇgion agricole 5B,"4,943","374,200,022",229,201,393,977,930,"1,051",919,202,41
475109023,4709023,47,51,9,23,Insinger No. 275,217,"14,204,195",7,12,20,44,45,50,30,8,1
475109029,4709029,47,51,9,29,Good Lake No. 274,224,"13,273,981",14,17,23,50,34,40,42,3,1
475109033,4709033,47,51,9,33,Sliding Hills No. 273,223,"19,045,123",5,8,16,37,41,47,56,13,0
475109037,4709037,47,51,9,37,Cote No. 271,187,"16,480,344",14,9,15,44,22,32,35,11,5
475109042,4709042,47,51,9,42,St. Philips No. 301,139,"8,617,912",7,8,13,33,29,32,14,2,1
475109046,4709046,47,51,9,46,Keys No. 303,162,"10,089,847",13,2,13,43,28,35,24,3,1
475109049,4709049,47,51,9,49,Buchanan No. 304,194,"13,862,917",4,4,12,55,28,44,40,5,2
475109054,4709054,47,51,9,54,Invermay No. 305,192,"10,802,687",6,4,17,44,47,44,27,2,1
475109060,4709060,47,51,9,60,Hazel Dell No. 335,235,"11,445,639",20,16,25,59,42,34,34,4,1
475109062,4709062,47,51,9,62,Preeceville No. 334,372,"16,735,574",34,33,49,80,73,60,38,5,0
475109067,4709067,47,51,9,67,Clayton No. 333,315,"21,396,343",13,12,22,77,76,55,48,9,3
475109075,4709075,47,51,9,75,Livingston No. 331,160,"10,061,672",11,12,17,33,26,31,20,10,0
475110026,4710026,47,51,10,26,Kutawa No. 278,112,"7,094,288",4,2,12,18,19,34,22,1,0
475110031,4710031,47,51,10,31,Emerald No. 277,229,"14,951,827",7,5,11,40,64,58,36,8,0
475110036,4710036,47,51,10,36,Foam Lake No. 276,337,"27,336,092",12,18,24,62,55,74,73,16,3
475110041,4710041,47,51,10,41,Elfros No. 307,188,"15,853,372",8,1,12,36,35,41,40,15,0
475110046,4710046,47,51,10,46,Big Quill No. 308,218,"27,196,123",14,6,11,36,35,48,52,12,4
475110061,4710061,47,51,10,61,Lakeside No. 338,138,"17,955,682",4,5,5,15,24,26,39,17,3
475110066,4710066,47,51,10,66,Lakeview No. 337,170,"14,922,050",4,6,12,27,31,36,41,11,2
475110071,4710071,47,51,10,71,Sasman No. 336,273,"26,900,633",8,7,16,37,52,59,70,19,5
475114021,4714021,47,51,14,21,Kelvington No. 366,208,"15,777,643",10,5,19,37,41,53,34,6,3
475114023,4714023,47,51,14,23,Ponass Lake No. 367,245,"18,291,846",5,8,20,47,46,63,46,8,2
475114026,4714026,47,51,14,26,Spalding No. 368,205,"21,904,232",5,1,9,23,37,55,58,14,3
476000000,4700000,47,60,0,0,Agricultural Region 6A - RÇgion agricole 6A,"3,876","460,960,754",93,96,172,486,628,933,"1,156",242,70
476006053,4706053,47,60,6,53,Lumsden No. 189,272,"27,336,171",18,15,29,54,48,39,47,12,10
476006059,4706059,47,60,6,59,Dufferin No. 190,184,"16,454,753",0,7,8,31,34,55,44,4,1
476006063,4706063,47,60,6,63,Sarnia No. 221,186,"17,121,412",2,5,3,22,33,52,57,12,0
476006070,4706070,47,60,6,70,Longlaketon No. 219,306,"23,297,133",8,8,9,55,69,79,70,7,1
476006071,4706071,47,60,6,71,McKillop No. 220,162,"13,579,743",5,4,13,20,24,50,38,7,1
476007091,4707091,47,60,7,91,Craik No. 222,137,"16,617,168",0,3,8,10,17,32,54,10,3
476010021,4710021,47,60,10,21,Mount Hope No. 279,232,"28,610,953",2,0,4,14,43,50,95,21,3
476010052,4710052,47,60,10,52,Prairie Rose No. 309,142,"57,586,223",2,2,5,16,19,34,45,15,4
476010056,4710056,47,60,10,56,Leroy No. 339,217,"25,750,382",4,5,2,23,23,64,76,15,5
476011003,4711003,47,60,11,3,Last Mountain Valley No. 250,195,"20,355,144",4,3,4,29,33,39,69,13,1
476011006,4711006,47,60,11,6,Big Arm No. 251,123,"18,591,803",0,4,3,11,18,24,42,15,6
476011011,4711011,47,60,11,11,Arm River No. 252,115,"12,286,122",2,1,6,11,16,33,39,5,2
476011034,4711034,47,60,11,34,McCraney No. 282,185,"19,358,485",2,4,4,15,35,66,42,15,2
476011039,4711039,47,60,11,39,Wood Creek No. 281,137,"18,780,845",0,1,5,14,17,25,58,15,2
476011042,4711042,47,60,11,42,Wreford No. 280,114,"13,925,786",2,2,8,8,23,24,35,8,4
476011046,4711046,47,60,11,46,Usborne No. 310,168,"22,100,219",9,5,9,18,14,28,66,12,7
476011052,4711052,47,60,11,52,Morris No. 312,169,"19,181,131",4,3,11,18,24,39,56,11,3
476011059,4711059,47,60,11,59,Lost River No. 313,111,"9,367,840",1,2,6,17,18,33,30,2,2
476011069,4711069,47,60,11,69,Blucher No. 343,226,"20,196,432",15,11,17,36,27,50,54,14,2
476011076,4711076,47,60,11,76,Colonsay No. 342,147,"12,787,970",1,4,8,22,26,38,39,8,1
476011091,4711091,47,60,11,91,Viscount No. 341,166,"24,694,904",6,2,5,21,31,35,52,7,7
476011096,4711096,47,60,11,96,Wolverine No. 340,182,"22,980,135",6,5,5,21,36,44,48,14,3
476100000,4700000,47,61,0,0,Agricultural Region 6B - RÇgion agricole 6B,"3,923","417,379,998",257,175,270,611,576,737,957,258,82
476107076,4707076,47,61,7,76,Huron No. 223,82,"12,721,941",0,1,2,8,13,18,28,11,1
476111016,4711016,47,61,11,16,Willner No. 253,133,"15,843,461",1,3,3,9,20,41,47,6,3
476111018,4711018,47,61,11,18,Loreburn No. 254,227,"22,198,999",1,2,9,29,38,64,70,14,0
476111026,4711026,47,61,11,26,Rudy No. 284,192,"23,128,498",3,8,5,24,35,46,51,15,5
476111031,4711031,47,61,11,31,Rosedale No. 283,180,"19,927,912",0,1,10,21,33,44,64,6,1
476111061,4711061,47,61,11,61,Dundurn No. 314,106,"13,121,579",9,5,8,21,8,20,28,4,3
476111065,4711065,47,61,11,65,Corman Park No. 344,"1,071","81,985,260",141,91,132,212,141,123,144,62,25
476112011,4712011,47,61,12,11,Milden No. 286,158,"19,207,750",2,2,1,15,35,41,45,11,6
476112020,4712020,47,61,12,20,Fertile Valley No. 285,224,"27,669,490",6,1,7,27,35,59,72,12,5
476112026,4712026,47,61,12,26,Montrose No. 315,153,"15,321,863",9,7,12,26,16,26,40,16,1
476112029,4712029,47,61,12,29,Harris No. 316,132,"24,402,065",4,3,7,18,19,22,48,9,2
476112050,4712050,47,61,12,50,Perdue No. 346,154,"18,948,677",8,3,6,17,28,40,38,12,2
476112054,4712054,47,61,12,54,Vanscoy No. 345,320,"29,709,570",38,23,28,62,41,49,54,16,9
476112064,4712064,47,61,12,64,Eagle Creek No. 376,147,"20,128,702",1,4,7,23,22,33,44,8,5
476115026,4715026,47,61,15,26,Laird No. 404,292,"33,827,083",9,4,13,45,40,54,98,24,5
476115031,4715031,47,61,15,31,Rosthern No. 403,352,"39,237,148",25,17,20,54,52,57,86,32,9
477000000,4700000,47,70,0,0,Agricultural Region 7A - RÇgion agricole 7A,"2,239","276,131,792",24,37,60,210,328,574,802,170,34
477008065,4708065,47,70,8,65,Chesterfield No. 261,224,"33,300,572",3,3,4,20,21,59,91,16,7
477008071,4708071,47,70,8,71,Newcombe No. 260,144,"16,877,801",0,3,3,15,23,38,54,5,3
477008074,4708074,47,70,8,74,Snipe Lake No. 259,290,"37,878,334",2,6,4,25,44,68,108,28,5
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,133,"18,117,505",2,1,5,9,18,35,49,10,4
477012004,4712004,47,70,12,4,St. Andrews No. 287,213,"29,166,408",3,1,6,11,29,60,77,23,3
477012034,4712034,47,70,12,34,Marriott No. 317,152,"18,853,538",1,2,10,16,25,36,49,11,2
477012038,4712038,47,70,12,38,Mountain View No. 318,161,"18,019,672",1,4,4,16,30,36,58,10,2
477013006,4713006,47,70,13,6,Kindersley No. 290,371,"43,023,815",5,7,6,42,53,94,131,31,2
477013011,4713011,47,70,13,11,Milton No. 292,99,"11,671,278",1,0,3,10,10,29,38,6,2
477013016,4713016,47,70,13,16,Antelope Park No. 322,68,"5,836,282",2,5,2,8,6,20,23,2,0
477013019,4713019,47,70,13,19,Prairiedale No. 321,79,"10,682,393",1,0,2,8,8,27,26,6,1
477013024,4713024,47,70,13,24,Oakdale No. 320,141,"15,171,583",3,4,4,17,31,29,42,9,2
477013028,4713028,47,70,13,28,Winslow No. 319,164,"17,532,611",0,1,7,13,30,43,56,13,1
477100000,4700000,47,71,0,0,Agricultural Region 7B - RÇgion agricole 7B,"2,327","281,795,808",44,43,93,278,315,579,770,173,32
477112042,4712042,47,71,12,42,Biggar No. 347,274,"50,001,327",9,9,21,35,37,68,66,21,8
477112069,4712069,47,71,12,69,Glenside No. 377,119,"12,173,416",2,3,5,28,15,27,28,7,4
477112072,4712072,47,71,12,72,Rosemount No. 378,80,"7,953,782",1,2,1,13,9,26,24,3,1
477112076,4712076,47,71,12,76,Prairie No. 408,190,"16,021,889",6,10,14,32,33,35,48,12,0
477113032,4713032,47,71,13,32,Grandview No. 349,148,"17,076,349",1,3,8,17,15,41,54,8,1
477113038,4713038,47,71,13,38,Mariposa No. 350,113,"13,604,284",1,0,3,8,19,32,39,9,2
477113041,4713041,47,71,13,41,Progress No. 351,162,"17,118,354",3,1,5,17,21,52,49,14,0
477113046,4713046,47,71,13,46,Heart's Hill No. 352,130,"16,508,284",0,3,3,14,16,29,53,9,3
477113049,4713049,47,71,13,49,Eye Hill No. 382,197,"22,663,948",4,1,6,21,25,58,65,12,5
477113056,4713056,47,71,13,56,Grass Lake No. 381,198,"22,338,450",5,1,5,16,31,46,78,14,2
477113059,4713059,47,71,13,59,Tramping Lake No. 380,126,"17,142,464",3,0,0,14,12,46,40,9,2
477113064,4713064,47,71,13,64,Reford No. 379,162,"16,574,382",0,2,3,17,30,40,62,7,1
477113068,4713068,47,71,13,68,Buffalo No. 409,170,"24,160,608",2,1,1,10,16,29,89,21,1
477113072,4713072,47,71,13,72,Round Valley No. 410,148,"17,717,027",4,6,7,17,18,30,47,18,1
477113076,4713076,47,71,13,76,Senlac No. 411,110,"10,741,244",3,1,11,19,18,20,28,9,1
478000000,4700000,47,80,0,0,Agricultural Region 8A - RÇgion agricole 8A,"3,115","267,589,180",136,141,242,529,537,619,696,176,39
478014001,4714001,47,80,14,1,Hudson Bay No. 394,291,"13,807,397",21,25,39,61,58,52,26,8,1
478014006,4714006,47,80,14,6,Porcupine No. 395,348,"26,838,114",12,12,26,65,58,82,77,15,1
478014034,4714034,47,80,14,34,Barrier Valley No. 397,174,"10,114,979",13,10,23,36,34,27,25,4,2
478014035,4714035,47,80,14,35,Pleasantdale No. 398,197,"16,154,038",11,11,11,34,36,39,38,16,1
478014038,4714038,47,80,14,38,Bjorkdale No. 426,311,"20,665,425",19,14,29,69,64,52,52,9,3
478014043,4714043,47,80,14,43,Tisdale No. 427,227,"27,992,572",3,8,7,33,38,35,70,27,6
478014047,4714047,47,80,14,47,Star City No. 428,239,"26,009,183",9,4,12,33,35,58,68,16,4
478014053,4714053,47,80,14,53,Willow Creek No. 458,268,"23,243,689",9,11,17,53,47,57,56,14,4
478014056,4714056,47,80,14,56,Connaught No. 457,227,"28,680,294",4,5,6,29,25,51,83,18,6
478014059,4714059,47,80,14,59,Arborfield No. 456,187,"18,284,046",7,4,14,21,26,49,53,11,2
478014067,4714067,47,80,14,67,Moose Range No. 486,363,"32,866,681",12,23,34,48,59,62,98,22,5
478014072,4714072,47,80,14,72,Nipawin No. 487,283,"22,932,762",16,14,24,47,57,55,50,16,4
478100000,4700000,47,81,0,0,Agricultural Region 8B - RÇgion agricole 8B,"3,154","309,077,110",95,82,173,450,552,753,813,187,49
478115001,4715001,47,81,15,1,St. Peter No. 369,267,"32,652,762",5,5,8,15,38,80,91,19,6
478115007,4715007,47,81,15,7,Humboldt No. 370,253,"27,499,047",3,6,8,38,43,63,68,20,4
478115011,4715011,47,81,15,11,Bayne No. 371,247,"26,249,035",5,4,11,46,39,55,63,19,5
478115014,4715014,47,81,15,14,Grant No. 372,198,"16,215,946",4,5,12,34,38,48,50,6,1
478115018,4715018,47,81,15,18,Aberdeen No. 373,204,"17,741,709",16,9,16,33,34,44,42,6,4
