AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NTINSUR,TINSUR,NINSCROP,INSCROP,NINSOTH,INSOTH,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NSEEDCO,SEEDCO,NCONTAIN,CONTAIN,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTOM,CUSTOM,NTOTINT,TOTINT,NTELPHON,TELPHON,NELECTY,ELECTY,NFUELHT,FUELHT,NREPBLDG,REPBLDG,NOTHEXP,OTHEXP,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
486014003,4814003,48,60,14,3,Yellowhead No. 94,927,"72,264,977",369,"1,181,875",324,"930,635",86,"251,240",259,"3,329,208",154,"1,268,096",153,"2,061,112",773,"1,477,673",110,"252,958",754,"1,224,715",881,"6,981,166",860,"3,343,877",787,"3,637,289",550,"2,499,065",351,"1,626,715",188,"361,920",377,"510,430",295,"398,058",460,"278,914",764,"43,592,801",699,"10,338,026",595,"5,189,966",429,"31,909,881",668,"1,344,894",375,"1,712,356",461,"3,746,728",768,"640,965",829,"1,063,932",393,"366,845",723,"1,450,560",840,"3,942,889",259,"8,883",90,"6,464",185,"2,419"
487000000,4800000,48,70,0,0,Agricultural Region 7 - RÇgion agricole 7,"7,775","495,008,656","2,899","19,718,423","2,274","10,790,579",923,"8,927,844","2,963","34,108,033","1,908","19,606,365","1,722","14,501,668","6,793","24,659,105","2,630","11,725,047","6,370","12,934,058","7,536","95,320,625","7,433","44,442,827","7,107","50,877,798","5,931","126,667,437","4,782","73,663,316","4,280","37,789,535","4,155","15,214,586","3,321","10,717,790","2,778","2,454,403","4,300","69,278,794","3,692","20,370,080","3,082","13,026,111","2,290","43,724,188","3,526","5,184,526","3,773","19,558,518","4,661","40,323,172","6,810","5,444,314","7,082","9,371,975","4,130","4,382,637","5,692","11,813,593","7,028","31,907,627","2,963","87,415","1,038","56,771","2,206","30,644"
487017000,4817000,48,70,17,0,Division No. 17,"3,088","163,410,618","1,064","5,749,136",835,"3,341,151",312,"2,407,985","1,083","11,266,572",690,"6,368,676",642,"4,897,896","2,592","8,450,891",860,"3,854,692","2,434","4,596,199","2,991","34,000,712","2,944","16,478,525","2,785","17,522,187","2,304","40,006,656","1,801","23,129,023","1,585","11,828,698","1,623","5,048,935","1,278","3,667,123","1,115","848,889","1,728","22,179,290","1,458","6,144,179","1,163","3,387,681",889,"14,153,230","1,405","1,881,881","1,385","6,426,652","1,732","12,900,704","2,698","2,112,465","2,811","3,524,493","1,583","1,495,019","2,241","4,204,662","2,762","10,244,477","1,083","29,956",365,"18,951",804,"11,005"
487017031,4817031,48,70,17,31,Opportunity No. 17,"1,063","54,670,840",383,"2,022,520",322,"1,176,251",94,"846,269",353,"4,254,847",233,"2,693,044",199,"1,561,803",890,"2,679,592",241,"1,063,627",849,"1,615,965","1,035","11,085,797","1,014","5,239,075",958,"5,846,722",692,"11,764,730",468,"6,644,532",440,"3,447,440",468,"1,672,758",360,"1,231,926",477,"351,764",675,"9,199,727",569,"2,503,928",469,"1,349,973",331,"5,862,458",596,"833,341",431,"1,875,012",560,"4,094,484",935,"693,727",973,"1,215,858",530,"562,681",803,"1,508,156",958,"3,361,945",353,"10,671",123,"7,094",255,"3,577"
487017062,4817062,48,70,17,62,Clear Hills No. 21,591,"34,334,846",191,"1,154,152",151,"692,868",54,"461,284",227,"2,233,322",150,"1,143,860",131,"1,089,462",497,"1,659,630",170,"771,949",457,"887,681",573,"6,917,090",558,"3,364,932",535,"3,552,158",454,"8,648,418",380,"5,216,249",307,"2,343,372",318,"1,088,797",246,"839,974",207,"173,979",344,"4,683,180",299,"1,126,958",242,"560,721",176,"3,204,138",277,"352,084",308,"1,904,574",344,"2,717,860",524,"430,829",542,"648,589",314,"250,008",429,"741,790",535,"2,171,425",227,"6,231",76,"3,667",170,"2,564"
487017076,4817076,48,70,17,76,Northern Lights No. 22,735,"40,887,897",277,"1,427,023",216,"871,513",82,"555,510",280,"2,973,470",174,"1,593,957",176,"1,379,513",650,"2,434,845",263,"1,269,073",606,"1,165,772",711,"8,478,967",705,"4,161,670",669,"4,317,297",576,"10,430,826",473,"6,294,578",403,"3,046,032",397,"1,090,216",306,"765,243",232,"172,317",338,"5,096,395",270,"853,580",203,"493,406",183,"3,747,945",278,"494,870",300,"1,336,503",404,"3,188,047",642,"538,530",670,"842,225",418,"402,226",536,"1,041,786",652,"2,524,737",280,"8,132",104,"5,518",199,"2,614"
487017095,4817095,48,70,17,95,Mackenzie No. 23,699,"33,517,035",213,"1,145,441",146,"600,519",82,"544,922",223,"1,804,933",133,"937,815",136,"867,118",555,"1,676,824",186,"750,043",522,"926,781",672,"7,518,858",667,"3,712,848",623,"3,806,010",582,"9,162,682",480,"4,973,664",435,"2,991,854",440,"1,197,164",366,"829,980",199,"150,829",371,"3,199,988",320,"1,659,713",249,"983,581",199,"1,338,689",254,"201,586",346,"1,310,563",424,"2,900,313",597,"449,379",626,"817,821",321,"280,104",473,"912,930",617,"2,186,370",223,"4,922",62,"2,672",180,"2,250"
487018000,4818000,48,70,18,0,Division No. 18,798,"39,387,588",286,"1,374,898",250,"962,188",67,"412,710",290,"2,582,577",179,"1,548,082",166,"1,034,495",671,"1,617,394",141,"493,712",648,"1,123,682",767,"7,762,009",754,"3,722,908",710,"4,039,101",502,"5,707,118",316,"3,212,606",289,"1,664,667",356,"829,845",272,"534,741",350,"244,049",565,"9,466,749",495,"3,230,128",428,"2,214,777",306,"5,631,973",463,"604,648",362,"1,284,355",451,"3,422,173",675,"538,498",715,"915,750",374,"355,380",613,"1,051,728",724,"3,064,910",290,"8,262",109,"5,663",200,"2,599"
487018015,4818015,48,70,18,15,Greenview No. 16,798,"39,387,588",286,"1,374,898",250,"962,188",67,"412,710",290,"2,582,577",179,"1,548,082",166,"1,034,495",671,"1,617,394",141,"493,712",648,"1,123,682",767,"7,762,009",754,"3,722,908",710,"4,039,101",502,"5,707,118",316,"3,212,606",289,"1,664,667",356,"829,845",272,"534,741",350,"244,049",565,"9,466,749",495,"3,230,128",428,"2,214,777",306,"5,631,973",463,"604,648",362,"1,284,355",451,"3,422,173",675,"538,498",715,"915,750",374,"355,380",613,"1,051,728",724,"3,064,910",290,"8,262",109,"5,663",200,"2,599"
487019000,4819000,48,70,19,0,Division No. 19,"3,889","292,210,450","1,549","12,594,389","1,189","6,487,240",544,"6,107,149","1,590","20,258,884","1,039","11,689,607",914,"8,569,277","3,530","14,590,820","1,629","7,376,643","3,288","7,214,177","3,778","53,557,904","3,735","24,241,394","3,612","29,316,510","3,125","80,953,663","2,665","47,321,687","2,406","24,296,170","2,176","9,335,806","1,771","6,515,926","1,313","1,361,465","2,007","37,632,755","1,739","10,995,773","1,491","7,423,652","1,095","23,938,985","1,658","2,697,997","2,026","11,847,511","2,478","24,000,295","3,437","2,793,351","3,556","4,931,732","2,173","2,532,238","2,838","6,557,203","3,542","18,598,240","1,590","49,197",564,"32,157","1,202","17,040"
487019006,4819006,48,70,19,6,Grande Prairie County No. 1,"1,560","103,729,140",606,"4,925,788",464,"2,160,288",223,"2,765,500",624,"6,967,709",396,"3,926,540",357,"3,041,169","1,400","4,388,632",510,"1,823,665","1,329","2,564,967","1,516","17,575,907","1,494","7,943,011","1,430","9,632,896","1,169","22,073,141",991,"13,400,050",810,"6,086,341",774,"2,586,750",646,"1,705,680",636,"437,200",985,"21,159,504",877,"5,521,146",759,"3,952,005",554,"14,377,903",815,"1,260,455",775,"4,316,378",930,"7,791,209","1,355","1,022,030","1,451","1,961,911",809,"800,338","1,180","2,624,121","1,415","7,685,272",624,"18,358",217,"12,461",467,"5,897"
487019041,4819041,48,70,19,41,Smoky River No. 130,527,"51,236,485",183,"1,486,545",139,"886,170",54,"600,375",240,"3,123,894",170,"1,935,567",133,"1,188,327",483,"2,838,187",302,"1,619,956",434,"1,218,231",514,"9,749,708",510,"4,149,177",505,"5,600,531",464,"18,550,891",411,"10,641,437",398,"6,021,482",353,"1,887,972",271,"1,177,543",99,"257,055",118,"2,790,096",97,"860,641",84,"682,906",55,"1,744,695",93,"184,760",316,"1,795,687",381,"4,692,933",478,"410,742",488,"745,666",325,"484,468",354,"1,256,271",485,"3,054,342",240,"7,056",79,"4,195",191,"2,861"
487019049,4819049,48,70,19,49,Birch Hills No. 19,362,"35,370,197",162,"1,440,253",123,"746,865",59,"693,388",161,"2,604,649",103,"1,880,893",85,"723,756",336,"2,095,286",211,"1,237,917",305,"857,369",350,"6,209,929",346,"2,871,350",342,"3,338,579",314,"11,436,389",274,"6,460,917",271,"3,651,385",225,"1,324,087",198,"1,003,816",104,"108,443",162,"3,378,212",137,"1,445,663",117,"976,277",89,"1,652,788",125,"279,761",194,"1,415,737",253,"3,279,350",321,"314,745",322,"512,647",225,"339,269",254,"559,608",331,"1,675,680",161,"5,843",67,"4,252",114,"1,591"
487019054,4819054,48,70,19,54,Spirit River No. 133,185,"15,000,502",80,"867,411",55,"516,148",36,"351,263",65,"765,782",44,"381,955",38,"383,827",172,"1,091,912",112,"697,376",156,"394,536",183,"2,856,661",183,"1,293,747",176,"1,562,914",162,"4,989,114",141,"2,951,511",130,"1,530,297",100,"507,306",69,"303,889",49,"39,272",72,"804,270",58,"185,021",48,"117,140",40,"529,399",63,"89,850",99,"921,635",119,"1,046,795",166,"122,562",168,"188,321",108,"114,316",127,"242,487",171,"949,964",65,"2,027",25,"1,092",49,935
487019059,4819059,48,70,19,59,Saddle Hills No. 20,660,"41,318,663",248,"1,347,182",197,"895,388",71,"451,794",259,"3,205,232",160,"1,514,277",156,"1,690,955",593,"2,101,214",237,"996,296",549,"1,104,918",644,"9,039,217",637,"4,377,883",616,"4,661,334",509,"10,188,268",406,"6,052,478",376,"2,876,074",358,"1,259,716",272,"903,252",217,"194,852",346,"4,976,985",291,"1,758,362",246,"809,608",184,"2,788,699",285,"429,924",336,"1,736,955",420,"3,593,941",589,"507,252",601,"774,474",345,"330,205",483,"964,562",600,"2,358,324",259,"7,987",82,"5,109",198,"2,878"
487019066,4819066,48,70,19,66,Fairview No. 136,344,"29,557,296",162,"1,653,154",121,"786,953",67,"866,201",148,"2,577,885",106,"1,543,462",86,"1,034,423",316,"1,261,434",153,"581,963",299,"679,471",333,"5,201,735",331,"2,168,481",318,"3,033,254",294,"8,898,229",261,"5,143,952",254,"2,600,515",212,"1,153,762",183,"922,449",119,"244,293",179,"2,735,228",152,"764,465",128,"574,322",98,"1,733,961",149,"236,802",199,"1,162,604",222,"2,384,577",303,"264,057",301,"473,891",212,"329,372",247,"555,606",306,"1,815,231",148,"5,334",61,"3,409",112,"1,925"
487019071,4819071,48,70,19,71,Peace No. 135,251,"15,998,167",108,"874,056",90,"495,428",34,"378,628",93,"1,013,733",60,"506,913",59,"506,820",230,"814,155",104,"419,470",216,"394,685",238,"2,924,747",234,"1,437,745",225,"1,487,002",213,"4,817,631",181,"2,671,342",167,"1,530,076",154,"616,213",132,"499,297",89,"80,350",145,"1,788,460",127,"460,475",109,"311,395",75,"1,111,540",128,"216,445",107,"498,515",153,"1,211,490",225,"151,963",225,"274,822",149,"134,270",193,"354,548",234,"1,059,427",93,"2,592",33,"1,639",71,953
590000000,5900000,59,0,0,0,British Columbia - Colombie-Britannique,"21,835","1,661,721,704","5,108","34,977,113","4,595","30,828,722",754,"4,148,391","8,575","339,910,599","4,607","103,220,165","6,491","236,690,434","16,751","41,546,665","1,977","6,855,634","16,099","34,691,031","19,704","129,174,016","19,218","53,698,694","17,312","75,475,322","13,960","141,205,574","10,930","55,518,143","6,171","23,236,622","7,622","62,450,809","6,348","48,034,009","8,363","39,543,142","14,864","485,146,662","13,607","290,123,068","12,221","259,583,808","8,278","168,223,275","11,477","26,800,319","8,031","66,946,078","8,343","117,470,582","15,664","13,506,187","17,277","38,082,666","3,864","18,333,638","15,120","44,032,511","18,671","151,846,271","8,575","709,376","3,373","414,259","6,494","295,117"
590100000,5900000,59,1,0,0,Vancouver Island - Coast,"2,992","141,269,858",429,"2,368,566",392,"2,259,710",51,"108,856",954,"31,889,206",468,"9,029,454",752,"22,859,752","2,080","3,514,825",106,"254,127","2,028","3,260,698","2,555","10,713,442","2,458","4,284,847","2,092","6,428,595","1,932","10,428,841","1,570","4,422,894",584,"1,009,202","1,080","4,996,745",946,"2,801,484","1,026","3,176,081","2,259","40,661,547","2,124","29,737,506","1,989","27,226,324","1,368","8,221,674","1,568","2,702,367","1,057","3,138,756",870,"9,071,026","1,839","1,259,647","2,201","3,313,564",389,"1,508,277","2,097","4,791,318","2,432","15,434,762",954,"65,375",356,"38,909",723,"26,466"
590117000,5917000,59,1,17,0,Capital Regional District,"1,082","52,290,322",129,"675,041",120,"644,241",10,"30,800",322,"13,196,358",143,"2,395,227",250,"10,801,131",700,"1,086,795",37,"71,321",678,"1,015,474",886,"3,333,139",856,"1,366,994",703,"1,966,145",676,"4,750,846",513,"1,139,555",219,"463,447",416,"3,147,844",370,"1,523,995",341,"1,537,698",771,"14,193,753",729,"9,997,895",670,"8,736,749",472,"3,585,024",484,"610,834",397,"1,044,243",289,"2,879,201",633,"462,702",778,"1,247,343",137,"659,344",754,"1,589,253",859,"5,634,606",322,"24,866",124,"15,075",245,"9,791"
590117005,5917005,59,1,17,5,North Saanich,74,"9,896,599",15,"81,585",15,x,1,x,30,"3,731,561",15,"650,276",24,"3,081,285",54,"104,471",4,x,52,x,63,"497,616",63,"165,745",50,"331,871",53,"1,121,362",41,"224,521",23,"93,276",38,"803,565",32,"457,169",30,"297,061",45,"1,022,110",45,"713,034",42,"699,611",26,"239,175",35,"69,901",32,"148,781",22,"720,979",54,"79,219",60,"168,371",20,"207,826",53,"203,507",66,"1,512,150",30,"5,506",14,"2,252",22,"3,254"
590117015,5917015,59,1,17,15,Central Saanich,201,"15,465,300",36,"244,851",36,"244,851",0,0,80,"4,560,194",35,"420,388",66,"4,139,806",146,"297,358",12,"49,210",138,"248,148",170,"1,077,404",166,"439,924",141,"637,480",135,"2,288,317",120,"436,080",70,"170,171",78,"1,682,066",66,"438,940",71,"575,825",128,"2,554,747",124,"1,691,555",114,"1,513,074",76,"669,413",86,"193,779",76,"316,804",67,"797,985",125,"131,064",151,"370,901",24,"201,113",139,"371,160",168,"1,677,577",80,"9,146",30,"7,050",61,"2,096"
590117021,5917021,59,1,17,21,Saanich,245,"10,167,270",28,"206,431",25,"203,731",3,"2,700",66,"2,482,214",25,"509,420",54,"1,972,794",161,"273,574",8,"3,441",156,"270,133",198,"652,751",191,"269,140",154,"383,611",154,"817,467",119,"215,337",62,"184,027",86,"418,103",82,"412,882",70,"510,230",171,"2,764,013",159,"2,071,527",149,"1,857,007",104,"546,293",109,"146,193",83,"123,048",52,"540,259",134,"104,073",177,"300,292",33,"138,208",176,"393,405",185,"861,305",66,"4,487",34,"2,515",45,"1,972"
590117025,5917025,59,1,17,25,"Capital, Subd. A",293,"4,612,801",29,"87,430",25,x,4,x,90,"998,677",39,"362,231",64,"636,446",169,"203,329",7,"4,311",165,"199,018",252,"499,090",245,"239,361",200,"259,729",195,"287,897",134,"104,434",34,"9,964",137,"173,499",123,"150,307",96,"59,435",208,"863,004",193,"624,266",181,"501,014",114,"165,774",122,"72,964",120,"268,577",74,"343,889",171,"86,039",198,"167,329",26,"29,555",200,"230,139",228,"488,411",90,"2,668",27,"1,534",70,"1,134"
590117045,5917045,59,1,17,45,"Capital, Subd. B",183,"10,394,128",13,"37,112",11,x,2,x,41,"1,298,600",19,"365,401",33,"933,199",117,"155,667",5,"1,533",114,"154,134",132,"448,356",125,"185,016",101,"263,340",89,"199,463",63,"138,702",20,"4,435",48,"56,326",44,"54,740",51,"50,564",149,"6,208,545",141,"4,333,450",122,"3,632,778",100,"1,772,210",84,"102,885",56,"127,572",48,"352,729",101,"42,309",132,"173,962",28,"74,397",132,"327,931",146,"896,921",41,"2,526",15,"1,604",35,922
590117055,5917055,59,1,17,55,"Capital, Subd. D",86,"1,754,224",8,"17,632",8,"17,632",0,0,15,"125,112",10,"87,511",9,"37,601",53,"52,396",1,x,53,x,71,"157,922",66,"67,808",57,"90,114",50,"36,340",36,"20,481",10,"1,574",29,"14,285",23,"9,956",23,"44,583",70,"781,334",67,"564,063",62,"533,265",52,"192,159",48,"25,112",30,"59,461",26,"123,360",48,"19,998",60,"66,488",6,"8,245",54,"63,111",66,"198,242",15,533,4,120,12,413
590119000,5919000,59,1,19,0,Cowichan Valley Regional District,772,"39,001,863",123,"971,528",111,"928,962",20,"42,566",264,"7,461,400",136,"3,199,615",208,"4,261,785",560,"1,002,466",25,"87,644",548,"914,822",674,"2,840,671",644,"1,130,237",553,"1,710,434",477,"1,831,722",397,"1,057,771",162,"170,130",240,"603,821",206,"502,919",237,"718,191",625,"14,084,022",588,"10,275,209",555,"9,712,223",390,"2,717,182",478,"1,091,631",280,"784,312",254,"2,799,212",481,"317,713",589,"909,748",109,"286,234",553,"1,245,755",625,"3,748,889",264,"16,693",103,"9,495",197,"7,198"
590119014,5919014,59,1,19,14,"Cowichan Valley, Subd. B",530,"27,252,761",90,"756,526",82,"724,260",14,"32,266",178,"5,340,974",87,"2,120,395",145,"3,220,579",382,"696,532",20,"70,193",373,"626,339",463,"2,064,340",440,"791,173",381,"1,273,167",338,"1,418,256",288,"822,576",107,"136,971",155,"458,709",133,"379,947",163,"517,890",435,"9,654,022",408,"7,032,820",381,"6,523,978",273,"1,891,903",336,"729,299",198,"610,192",161,"1,913,365",313,"205,843",393,"597,278",73,"143,779",385,"922,990",433,"2,410,774",178,"12,111",67,"6,136",133,"5,975"
590119031,5919031,59,1,19,31,"Cowichan Valley, Subd. A",31,"447,141",5,"7,900",5,"7,900",0,0,11,"32,780",5,"17,500",7,"15,280",18,"13,573",0,0,18,"13,573",23,"52,616",23,"26,515",19,"26,101",18,"20,936",10,"3,819",6,797,15,"16,320",13,"15,240",13,"16,971",19,"118,891",19,"93,768",18,"87,401",14,"17,802",14,"7,321",12,"16,438",14,"70,132",22,"8,349",25,"21,127",5,"8,805",21,"16,953",26,"41,670",11,328,3,209,8,119
590119045,5919045,59,1,19,45,"Cowichan Valley, Subd. C",211,"11,301,961",28,"207,102",24,"196,802",6,"10,300",75,"2,087,646",44,"1,061,720",56,"1,025,926",160,"292,361",5,"17,451",157,"274,910",188,"723,715",181,"312,549",153,"411,166",121,"392,530",99,"231,376",49,"32,362",70,"128,792",60,"107,732",61,"183,330",171,"4,311,109",161,"3,148,621",156,"3,100,845",103,"807,477",128,"355,011",70,"157,682",79,"815,715",146,"103,521",171,"291,343",31,"133,650",147,"305,812",166,"1,296,445",75,"4,254",33,"3,150",56,"1,104"
590121000,5921000,59,1,21,0,Nanaimo Regional District,493,"18,317,094",65,"291,419",57,"273,789",9,"17,630",153,"3,591,970",81,"1,225,750",120,"2,366,220",346,"546,092",19,"57,716",339,"488,376",424,"1,472,420",405,"620,411",362,"852,009",319,"1,310,942",259,"599,552",88,"161,296",181,"550,094",160,"363,379",184,"419,189",378,"5,271,545",364,"4,025,160",343,"3,738,338",223,"923,214",255,"323,171",159,"518,476",134,"1,263,132",311,"219,859",362,"439,679",68,"163,987",339,"690,499",410,"2,117,885",153,"8,897",54,"4,618",119,"4,279"
590121012,5921012,59,1,21,12,"Nanaimo, Subd. A",316,"11,633,492",52,"209,215",44,"191,585",9,"17,630",95,"2,254,372",50,"685,160",75,"1,569,212",216,"324,262",14,"32,236",210,"292,026",268,"893,618",259,"419,696",227,"473,922",203,"833,333",165,"338,615",58,"99,117",114,"395,601",98,"224,506",118,"255,312",246,"3,437,437",237,"2,549,623",223,"2,463,507",140,"689,078",174,"198,736",106,"409,549",77,"751,630",195,"142,019",227,"252,316",44,"93,027",222,"447,032",269,"1,330,370",95,"5,934",28,"2,837",78,"3,097"
590121028,5921028,59,1,21,28,"Nanaimo, Subd. B",177,"6,683,602",13,"82,204",13,"82,204",0,0,58,"1,337,598",31,"540,590",45,"797,008",130,"221,830",5,"25,480",129,"196,350",156,"578,802",146,"200,715",135,"378,087",116,"477,609",94,"260,937",30,"62,179",67,"154,493",62,"138,872",66,"163,877",132,"1,834,108",127,"1,475,537",120,"1,274,830",83,"234,136",81,"124,435",53,"108,927",57,"511,502",116,"77,840",135,"187,363",24,"70,960",117,"243,467",141,"787,515",58,"2,963",26,"1,781",41,"1,182"
590123000,5923000,59,1,23,0,Alberni-Clayoquot Regional District,80,"4,222,852",9,"29,805",8,x,2,x,33,"1,035,479",17,"360,377",27,"675,102",52,"118,315",2,x,51,x,73,"359,656",70,"160,532",63,"199,124",55,"412,660",49,"304,473",16,"27,373",26,"80,814",20,"56,045",31,"97,849",61,"1,131,092",57,"980,225",55,"954,231",26,"97,209",46,"53,658",23,"61,859",26,"208,699",47,x,58,"87,511",8,x,54,"175,401",64,"352,276",33,"2,036",16,"1,267",20,769
590123031,5923031,59,1,23,31,"Alberni-Clayoquot, Subd. A",80,"4,222,852",9,"29,805",8,x,2,x,33,"1,035,479",17,"360,377",27,"675,102",52,"118,315",2,x,51,x,73,"359,656",70,"160,532",63,"199,124",55,"412,660",49,"304,473",16,"27,373",26,"80,814",20,"56,045",31,"97,849",61,"1,131,092",57,"980,225",55,"954,231",26,"97,209",46,"53,658",23,"61,859",26,"208,699",47,x,58,"87,511",8,x,54,"175,401",64,"352,276",33,"2,036",16,"1,267",20,769
590125000,5925000,59,1,25,0,Comox-Strathcona Regional District,439,"25,364,903",79,"348,457",72,"338,547",8,"9,910",159,"6,413,431",80,"1,793,851",131,"4,619,580",326,"658,690",18,"30,779",318,"627,911",385,"2,472,224",372,"891,644",318,"1,580,580",316,"1,998,954",280,"1,274,187",77,x,162,x,142,"299,027",179,"378,342",329,"5,404,292",300,"4,180,123",284,"3,858,019",197,"636,296",243,"587,873",168,"610,742",136,"1,770,120",284,x,326,"551,741",53,x,310,"970,996",364,"3,337,514",159,"12,437",55,x,122,x
590125020,5925020,59,1,25,20,"Comox-Strathcona, Subd. C",352,"22,453,570",66,"331,895",62,"325,085",5,"6,810",135,"5,914,949",66,"1,575,517",115,"4,339,432",270,"572,701",16,x,263,x,310,"2,115,818",302,"747,157",254,"1,368,661",256,"1,820,608",231,"1,121,410",64,"174,936",129,"524,262",112,"281,859",146,"306,380",264,"4,854,361",239,"3,818,109",224,"3,510,139",156,"513,688",195,"522,564",140,"572,272",117,"1,616,739",228,"172,168",260,"483,392",42,"219,516",248,"783,761",292,"2,689,010",135,"11,621",46,"7,759",105,"3,862"
590125044,5925044,59,1,25,44,"Comox-Strathcona, Subd. B",41,"2,452,859",8,"9,762",7,x,1,x,14,"465,657",8,x,10,x,29,"62,528",1,x,29,x,37,"288,920",35,"116,121",32,"172,799",27,"144,957",24,"128,744",4,x,15,x,13,"9,339",18,"66,346",33,"424,131",31,"290,588",30,"284,540",22,"77,101",25,"56,442",14,"22,433",15,"128,957",28,x,31,"44,129",5,x,32,"168,448",37,"589,432",14,696,8,x,8,x
590125050,5925050,59,1,25,50,"Comox-Strathcona, Subd. A",46,"458,474",5,"6,800",3,x,2,x,10,"32,825",6,x,6,x,27,"23,461",1,x,26,x,38,"67,486",35,"28,366",32,"39,120",33,"33,389",25,"24,033",9,x,18,x,17,"7,829",15,"5,616",32,"125,800",30,"71,426",30,"63,339",19,"45,507",23,"8,867",14,"16,037",4,"24,424",28,"8,357",35,"24,220",6,"12,200",30,"18,787",35,"59,072",10,120,1,x,9,x
590127000,5927000,59,1,27,0,Powell River Regional District,96,"1,644,893",13,"37,894",13,"37,894",0,0,15,"171,359",7,"43,934",12,"127,425",72,"72,223",3,"3,603",71,"68,620",85,"163,395",84,"81,819",67,"81,576",64,"103,023",54,"35,577",20,"4,918",41,"62,528",34,"48,674",33,"16,768",76,"434,569",72,"251,473",68,"207,391",49,"156,088",51,"27,008",27,"116,888",25,"121,174",66,"27,400",68,"63,481",9,"12,580",66,"96,601",81,"207,538",15,311,3,164,13,147
590127014,5927014,59,1,27,14,"Powell River, Subd. A",96,"1,644,893",13,"37,894",13,"37,894",0,0,15,"171,359",7,"43,934",12,"127,425",72,"72,223",3,"3,603",71,"68,620",85,"163,395",84,"81,819",67,"81,576",64,"103,023",54,"35,577",20,"4,918",41,"62,528",34,"48,674",33,"16,768",76,"434,569",72,"251,473",68,"207,391",49,"156,088",51,"27,008",27,"116,888",25,"121,174",66,"27,400",68,"63,481",9,"12,580",66,"96,601",81,"207,538",15,311,3,164,13,147
590145000,5945000,59,1,45,0,Central Coast Regional District,30,"427,931",11,"14,422",11,x,2,x,8,"19,209",4,"10,700",4,"8,509",24,"30,244",2,x,23,x,28,"71,937",27,"33,210",26,"38,727",25,"20,694",18,"11,779",2,x,14,x,14,"7,445",21,"8,044",19,"142,274",14,"27,421",14,"19,374",11,"106,661",11,"8,192",3,"2,236",6,"29,488",17,"7,714",20,"14,061",5,"8,741",21,"22,813",29,"36,054",8,135,1,x,7,x
590145008,5945008,59,1,45,8,"Central Coast, Subd. A",30,"427,931",11,"14,422",11,x,2,x,8,"19,209",4,"10,700",4,"8,509",24,"30,244",2,x,23,x,28,"71,937",27,"33,210",26,"38,727",25,"20,694",18,"11,779",2,x,14,x,14,"7,445",21,"8,044",19,"142,274",14,"27,421",14,"19,374",11,"106,661",11,"8,192",3,"2,236",6,"29,488",17,"7,714",20,"14,061",5,"8,741",21,"22,813",29,"36,054",8,135,1,x,7,x
590200000,5900000,59,2,0,0,Lower Mainland - Southwest,"6,671","911,979,947","1,452","17,455,716","1,383","16,094,196",97,"1,361,520","2,999","193,888,427","1,809","60,745,725","2,291","133,142,702","5,247","16,350,480",405,"1,656,709","5,094","14,693,771","5,824","42,642,065","5,666","16,410,595","5,112","26,231,470","3,956","76,928,012","3,354","26,521,194","2,051","9,097,519","2,052","41,309,299","1,681","32,860,590","2,078","22,331,971","4,540","294,901,609","4,281","193,513,633","4,021","179,106,498","2,674","88,404,504","3,562","12,983,472","2,585","41,831,536","2,651","66,581,821","4,750","5,471,728","5,201","20,399,959","1,226","12,307,741","4,702","20,841,637","5,627","80,047,245","2,999","381,515","1,606","229,974","2,010","151,541"
590209000,5909000,59,2,9,0,Fraser Valley Regional District,"2,977","460,861,649",739,"8,002,843",713,x,39,x,"1,557","86,149,517","1,015","33,289,777","1,168","52,859,740","2,454","8,300,622",183,"775,115","2,387","7,525,507","2,661","21,392,585","2,608","8,149,073","2,414","13,243,512","1,836","22,825,213","1,597","10,381,021",992,"3,327,490",916,"9,116,702",757,"6,901,121",975,"5,694,159","2,121","191,458,420","2,006","129,960,391","1,890","121,092,479","1,316","53,492,815","1,708","8,005,214","1,404","15,974,978","1,459","38,865,605","2,248","2,431,154","2,424","10,619,930",620,"3,966,812","2,148","9,889,065","2,549","35,290,746","1,557","175,367",866,"104,659","1,011","70,708"
590209012,5909012,59,2,9,12,"Fraser Valley, Subd. A",35,"5,173,866",11,"31,700",11,"31,700",0,0,14,"829,119",9,"271,410",10,"557,709",27,"100,930",1,x,27,x,32,"197,955",30,"86,015",26,"111,940",22,"627,008",20,x,9,"23,452",12,x,10,"10,732",15,x,27,x,24,"741,732",23,"646,351",17,x,21,"107,087",11,"192,643",17,"487,400",27,"18,492",27,"147,239",7,x,29,"260,260",33,"741,790",14,"1,385",7,"1,318",7,67
