AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NRHBARB,RHBARB,ERHBARB,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NOTHVEG,OTHVEG,EOTHVEG
478115054,4715054,47,81,15,54,Invergordon No. 430,231,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
478115057,4715057,47,81,15,57,St. Louis No. 431,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478115067,4715067,47,81,15,67,Birch Hills No. 460,198,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0
478115071,4715071,47,81,15,71,Kinistino No. 459,250,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479000000,4700000,47,90,0,0,Agricultural Region 9A - RÇgion agricole 9A,"5,008",47,202,82,26,39,16,21,6,3,22,12,5,15,7,3,14,7,3,14,19,8,2,x,x,7,4,2,6,x,x,3,1,0,24,9,4,8,24,10,15,4,1,7,2,0,16,7,3,10,3,1,3,2,0,9,3,1,4,x,x,5,x,x,14,7,3,9,3,1,5,1,0,4,1,0,7,39,16
479014077,4714077,47,90,14,77,Torch River No. 488,530,6,35,14,4,4,2,3,x,x,3,1,0,4,2,0,3,2,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,4,x,x,4,x,x,3,x,x,2,x,x,4,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0
479015061,4715061,47,90,15,61,Duck Lake No. 463,188,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
479015064,4715064,47,90,15,64,Prince Albert No. 461,405,3,x,x,3,x,x,3,1,0,1,x,x,3,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
479015079,4715079,47,90,15,79,Garden River No. 490,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479015094,4715094,47,90,15,94,Buckland No. 491,261,7,75,31,4,16,7,3,2,0,4,8,3,2,x,x,2,x,x,3,x,x,0,0,0,2,x,x,1,x,x,0,0,0,3,x,x,1,x,x,1,x,x,1,x,x,3,x,x,2,x,x,0,0,0,2,x,x,1,x,x,1,x,x,3,4,1,0,0,0,1,x,x,0,0,0,1,x,x
479015099,4715099,47,90,15,99,Paddockwood No. 520,203,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016005,4716005,47,90,16,5,Mayfield No. 406,145,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016008,4716008,47,90,16,8,Great Bend No. 405,182,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
479016013,4716013,47,90,16,13,Blaine Lake No. 434,165,3,11,4,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x
479016018,4716018,47,90,16,18,Redberry No. 435,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016023,4716023,47,90,16,23,Douglas No. 436,181,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
479016028,4716028,47,90,16,28,North Battleford No. 437,225,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016033,4716033,47,90,16,33,Round Hill No. 467,153,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
479016038,4716038,47,90,16,38,Meeting Lake No. 466,147,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
479016041,4716041,47,90,16,41,Leask No. 464,263,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016046,4716046,47,90,16,46,Shellbrook No. 493,307,8,10,4,4,4,2,5,x,x,4,x,x,3,x,x,3,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,5,x,x,0,0,0,4,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,4,x,x,5,x,x,0,0,0,0,0,0,0,0,0
479016051,4716051,47,90,16,51,Canwood No. 494,441,4,21,8,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,3,2,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0
479016056,4716056,47,90,16,56,Spiritwood No. 496,415,4,5,2,3,3,1,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x
479016062,4716062,47,90,16,62,Medstead No. 497,177,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479016075,4716075,47,90,16,75,Big River No. 555,203,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479100000,4700000,47,91,0,0,Agricultural Region 9B - RÇgion agricole 9B,"3,259",15,63,25,8,29,12,7,3,1,7,7,3,7,3,1,4,1,0,6,4,1,0,0,0,2,x,x,2,x,x,1,x,x,7,2,0,3,1,0,4,1,0,4,1,0,5,2,0,3,1,0,3,x,x,4,x,x,1,x,x,2,x,x,3,x,x,3,x,x,2,x,x,0,0,0,3,3,1
479112078,4712078,47,91,12,78,Battle River No. 438,164,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x
479113079,4713079,47,91,13,79,Manitou Lake No. 442,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479113092,4713092,47,91,13,92,Hillsdale No. 440,163,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479113096,4713096,47,91,13,96,Cut Knife No. 439,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117001,4717001,47,91,17,1,Meota No. 468,163,5,44,18,5,27,11,3,x,x,3,x,x,4,2,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,3,1,0,1,x,x,2,x,x,2,x,x,3,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,3,x,x,2,x,x,2,x,x,0,0,0,1,x,x
479117008,4717008,47,91,17,8,Turtle River No. 469,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117013,4717013,47,91,17,13,Paynton No. 470,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117017,4717017,47,91,17,17,Eldon No. 471,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117022,4717022,47,91,17,22,Wilton No. 472,257,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117028,4717028,47,91,17,28,Britannia No. 502,260,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117032,4717032,47,91,17,32,Frenchman Butte No. 501,275,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
479117045,4717045,47,91,17,45,Mervin No. 499,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117047,4717047,47,91,17,47,Parkdale No. 498,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117054,4717054,47,91,17,54,Meadow Lake No. 588,422,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117056,4717056,47,91,17,56,Loon Lake No. 561,214,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479117062,4717062,47,91,17,62,Beaver River No. 622,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480000000,4800000,48,0,0,0,Alberta,"59,007",594,"13,743","5,562",242,"5,346","2,163",190,65,27,262,211,85,287,"3,083","1,248",223,667,270,172,386,156,30,46,19,148,253,103,144,130,53,41,8,3,288,"1,438",582,86,159,64,210,170,69,133,201,81,172,442,179,113,122,49,38,37,15,156,77,31,85,70,28,55,19,8,164,261,106,99,29,12,38,14,6,24,26,10,138,483,196
481000000,4800000,48,10,0,0,Agricultural Region 1 - RÇgion agricole 1,"3,389",49,"1,757",711,20,464,188,18,x,x,32,28,11,12,x,x,15,103,42,12,x,x,2,x,x,8,x,x,9,x,x,1,x,x,17,x,x,5,x,x,12,x,x,14,x,x,11,x,x,6,x,x,2,x,x,8,x,x,3,x,x,7,x,x,8,x,x,6,x,x,2,x,x,2,x,x,10,76,31
481001000,4801000,48,10,1,0,Division No.  1,"1,817",42,"1,728",699,15,457,185,13,x,x,26,22,9,7,x,x,10,x,x,8,x,x,2,x,x,5,x,x,5,x,x,0,0,0,11,x,x,4,x,x,7,x,x,8,x,x,6,x,x,5,x,x,1,x,x,4,x,x,2,x,x,6,x,x,7,x,x,4,x,x,1,x,x,2,x,x,8,x,x
481001003,4801003,48,10,1,3,Cypress No. 1,"1,046",33,"1,576",638,10,x,x,8,x,x,21,19,8,3,1,0,5,x,x,3,x,x,1,x,x,2,x,x,2,x,x,0,0,0,6,x,x,2,x,x,5,x,x,4,x,x,3,x,x,4,x,x,0,0,0,2,x,x,1,x,x,6,x,x,5,x,x,2,x,x,1,x,x,2,x,x,5,x,x
481001008,4801008,48,10,1,8,Forty Mile County No. 8,771,9,152,62,5,x,x,5,x,x,5,3,1,4,x,x,5,x,x,5,x,x,1,x,x,3,x,x,3,x,x,0,0,0,5,x,x,2,x,x,2,x,x,4,x,x,3,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,3,x,x
481004000,4804000,48,10,4,0,Division No.  4,"1,572",7,29,12,5,6,3,5,x,x,6,5,2,5,x,x,5,x,x,4,x,x,0,0,0,3,x,x,4,x,x,1,x,x,6,x,x,1,x,x,5,x,x,6,x,x,5,x,x,1,x,x,1,x,x,4,x,x,1,x,x,1,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x
481004004,4804004,48,10,4,4,Special Area No. 2,602,3,x,x,2,x,x,3,x,x,3,1,0,3,2,0,3,x,x,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,3,x,x,0,0,0,3,x,x,3,x,x,3,x,x,1,x,x,1,x,x,3,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
481004012,4804012,48,10,4,12,Special Area No. 3,600,3,17,7,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,2,x,x,0,0,0,3,x,x,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,2,x,x
481004020,4804020,48,10,4,20,Special Area No. 4,370,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482000000,4800000,48,20,0,0,Agricultural Region 2 - RÇgion agricole 2,"6,960",165,"9,754","3,947",80,"4,748","1,921",33,14,6,48,46,19,84,"2,885","1,167",43,492,199,34,23,9,8,9,4,27,122,50,22,10,4,2,x,x,58,612,248,8,22,9,38,102,41,29,15,6,38,390,158,20,36,15,7,x,x,28,12,5,12,x,x,16,x,x,31,115,47,14,3,1,10,6,2,3,2,0,23,52,21
482002000,4802000,48,20,2,0,Division No.  2,"3,795",135,"9,617","3,892",62,"4,731","1,915",21,4,2,31,33,13,63,"2,852","1,154",27,487,197,24,19,8,4,x,x,16,x,x,16,9,3,1,x,x,34,603,244,5,x,x,18,x,x,16,10,4,28,383,155,14,34,14,7,x,x,17,10,4,8,4,1,15,x,x,22,113,46,10,2,0,7,4,2,2,x,x,16,42,17
482002001,4802001,48,20,2,1,Warner County No. 5,617,7,42,17,5,x,x,3,x,x,3,1,0,3,x,x,1,x,x,3,x,x,0,0,0,3,x,x,2,x,x,0,0,0,4,x,x,1,x,x,3,1,0,4,6,2,4,2,0,3,x,x,1,x,x,3,x,x,1,x,x,2,x,x,2,x,x,3,1,0,2,x,x,1,x,x,2,x,x
482002011,4802011,48,20,2,11,Lethbridge County No. 26,"1,221",34,906,366,13,x,x,13,3,1,14,6,2,19,553,224,12,x,x,14,11,5,3,x,x,9,x,x,7,2,0,1,x,x,15,15,6,2,x,x,8,x,x,6,x,x,12,10,4,6,2,0,4,x,x,9,5,2,4,2,0,9,1,0,8,x,x,3,x,x,3,2,0,0,0,0,8,x,x
482002021,4802021,48,20,2,21,Taber No. 14,960,78,"8,247","3,338",37,"4,583","1,855",2,x,x,6,3,1,36,"2,287",925,9,452,183,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,8,425,172,0,0,0,4,x,x,2,x,x,7,370,150,1,x,x,0,0,0,1,x,x,0,0,0,2,x,x,4,11,5,1,x,x,1,x,x,0,0,0,1,x,x
482002031,4802031,48,20,2,31,Newell County No. 4,997,16,421,171,7,17,7,3,x,x,8,23,9,5,12,5,5,x,x,5,6,2,1,x,x,3,x,x,6,5,2,0,0,0,7,x,x,2,x,x,3,x,x,4,1,0,5,2,0,4,x,x,2,x,x,4,4,2,3,x,x,2,x,x,8,95,38,3,x,x,1,x,x,1,x,x,5,29,12
482005000,4805000,48,20,5,0,Division No.  5,"3,165",30,137,55,18,16,7,12,9,4,17,13,5,21,33,13,16,5,2,10,4,2,4,x,x,11,x,x,6,2,0,1,x,x,24,9,4,3,x,x,20,x,x,13,5,2,10,7,3,6,2,0,0,0,0,11,1,0,4,x,x,1,x,x,9,2,0,4,x,x,3,1,0,1,x,x,7,10,4
482005001,4805001,48,20,5,1,Vulcan County No. 2,801,3,x,x,3,x,x,3,x,x,3,x,x,2,x,x,2,x,x,1,x,x,2,x,x,3,1,0,1,x,x,0,0,0,3,2,0,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
482005012,4805012,48,20,5,12,Wheatland County No. 16,974,13,43,17,8,4,2,6,5,2,8,6,2,11,6,2,8,1,0,5,2,0,0,0,0,3,x,x,3,x,x,1,x,x,11,3,1,1,x,x,11,3,1,7,2,0,5,2,0,2,x,x,0,0,0,6,x,x,3,x,x,0,0,0,4,1,0,3,x,x,2,x,x,1,x,x,1,x,x
482005031,4805031,48,20,5,31,Starland No. 47,439,7,x,x,5,5,2,3,x,x,4,3,1,4,x,x,3,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,6,2,0,1,x,x,4,x,x,2,x,x,1,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,0,0,0,3,x,x
482005041,4805041,48,20,5,41,Kneehill No. 48,951,7,45,18,2,x,x,0,0,0,2,x,x,4,22,9,3,x,x,2,x,x,2,x,x,3,x,x,1,x,x,0,0,0,4,2,0,1,x,x,3,2,0,2,x,x,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,3,5,2
483000000,4800000,48,30,0,0,Agricultural Region 3 - RÇgion agricole 3,"7,626",46,189,77,8,7,3,13,x,x,15,12,5,18,82,33,14,6,3,9,x,x,1,x,x,8,x,x,9,x,x,2,x,x,22,x,x,5,x,x,16,x,x,6,x,x,11,x,x,12,12,5,5,x,x,7,x,x,9,12,5,2,x,x,7,x,x,9,3,1,0,0,0,1,x,x,10,x,x
483003000,4803000,48,30,3,0,Division No.  3,"2,345",8,36,15,4,4,2,5,x,x,6,7,3,2,x,x,3,2,0,3,x,x,1,x,x,3,x,x,3,x,x,1,x,x,7,x,x,1,x,x,1,x,x,2,x,x,3,x,x,4,2,0,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,2,x,x
483003001,4803001,48,30,3,1,Cardston No. 6,796,3,x,x,2,x,x,2,x,x,3,2,0,1,x,x,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,3,x,x,1,x,x,1,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x
483003011,4803011,48,30,3,11,Pincher Creek No. 9,610,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
483003018,4803018,48,30,3,18,Willow Creek No. 26,939,4,19,8,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,4,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483006000,4806000,48,30,6,0,Division No.  6,"5,126",38,153,62,4,3,1,8,x,x,9,4,2,16,x,x,11,4,2,6,x,x,0,0,0,5,x,x,6,x,x,1,x,x,15,x,x,4,x,x,15,6,2,4,3,1,8,3,1,8,10,4,4,x,x,6,x,x,7,x,x,1,x,x,5,x,x,7,x,x,0,0,0,1,x,x,8,x,x
483006001,4806001,48,30,6,1,Foothills No. 31,"1,418",9,x,x,2,x,x,2,x,x,1,x,x,3,3,1,2,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,3,x,x,1,x,x,2,x,x,0,0,0,2,x,x,3,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,3,1,0,0,0,0,0,0,0,1,x,x
483006014,4806014,48,30,6,14,Rocky View No. 44,"1,630",19,55,22,2,x,x,5,2,0,8,x,x,8,4,2,6,2,0,3,x,x,0,0,0,2,x,x,4,x,x,0,0,0,7,x,x,2,x,x,9,4,2,4,3,1,3,1,0,2,x,x,1,x,x,3,x,x,5,x,x,0,0,0,3,1,0,3,1,0,0,0,0,0,0,0,4,2,0
483006016,4806016,48,30,6,16,Calgary,126,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
483006028,4806028,48,30,6,28,Mountain View County No. 17,"1,952",9,79,32,0,0,0,1,x,x,0,0,0,5,x,x,3,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,5,x,x,1,x,x,4,x,x,0,0,0,3,x,x,3,x,x,1,x,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x
