AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TOTAL,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14
470010000,4710000,47,0,10,0,Division No. 10,"2,875",9,49,49,322,37,353,287,317,541,433,276,102,53,47
470011000,4711000,47,0,11,0,Division No. 11,"3,947",63,154,261,423,73,412,310,316,536,572,466,175,99,87
470012000,4712000,47,0,12,0,Division No. 12,"2,774",18,134,53,263,37,307,184,201,383,443,375,168,88,120
470013000,4713000,47,0,13,0,Division No. 13,"3,026",22,31,16,213,16,274,230,250,506,605,414,198,107,144
470014000,4714000,47,0,14,0,Division No. 14,"4,303",48,117,91,615,60,615,463,468,746,527,321,110,58,64
470015000,4715000,47,0,15,0,Division No. 15,"5,053",63,200,149,695,118,722,550,617,785,588,338,131,43,54
470016000,4716000,47,0,16,0,Division No. 16,"3,223",34,92,58,386,63,377,269,334,491,467,317,158,82,95
470017000,4717000,47,0,17,0,Division No. 17,"2,655",28,107,50,286,28,290,241,228,351,363,309,135,85,154
471000000,4700000,47,10,0,0,Agricultural Region 1A - RÇgion agricole 1A,"2,336",14,42,40,203,17,194,192,243,404,400,318,130,52,87
471001001,4701001,47,10,1,1,Argyle No. 1,126,2,4,10,9,1,7,13,13,19,22,11,8,2,5
471001006,4701006,47,10,1,6,Mount Pleasant No. 2,158,1,3,2,10,3,11,11,13,33,28,28,7,1,7
471001011,4701011,47,10,1,11,Enniskillen No. 3,170,1,1,1,16,0,12,10,22,26,35,24,9,6,7
471001016,4701016,47,10,1,16,Coalfields No. 4,129,1,1,4,10,2,11,14,17,18,21,12,11,2,5
471001022,4701022,47,10,1,22,Estevan No. 5,187,1,6,8,19,5,24,13,21,34,24,17,2,2,11
471001027,4701027,47,10,1,27,Benson No. 35,164,0,2,2,21,0,13,8,13,23,41,22,12,1,6
471001031,4701031,47,10,1,31,Browning No. 34,187,0,3,5,12,2,13,13,21,30,31,35,10,8,4
471001036,4701036,47,10,1,36,Moose Creek No. 33,151,0,1,1,14,1,8,12,20,24,26,25,10,3,6
471001039,4701039,47,10,1,39,Reciprocity No. 32,159,2,7,0,14,1,11,21,19,29,29,17,4,1,4
471001043,4701043,47,10,1,43,Storthoaks No. 31,116,0,0,0,7,0,8,9,13,21,21,13,14,3,7
471001047,4701047,47,10,1,47,Antler No. 61,183,3,4,4,17,2,15,15,15,41,25,23,15,2,2
471001053,4701053,47,10,1,53,Moose Mountain No. 63,192,1,0,2,18,0,23,24,23,32,34,24,7,2,2
471001058,4701058,47,10,1,58,Brock No. 64,130,1,4,0,14,0,17,10,11,27,15,17,4,5,5
471001063,4701063,47,10,1,63,Tecumseh No. 65,163,0,5,1,15,0,10,14,15,29,32,26,6,4,6
471002001,4702001,47,10,2,1,Cambria No. 6,121,1,1,0,7,0,11,5,7,18,16,24,11,10,10
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,256",18,45,31,190,17,224,171,231,422,419,292,104,48,44
471101069,4701069,47,11,1,69,Golden West No. 95,141,1,1,2,10,1,10,5,12,30,34,23,8,1,3
471101072,4701072,47,11,1,72,Hazelwood No. 94,128,0,1,0,12,1,14,9,15,28,26,12,5,0,5
471101076,4701076,47,11,1,76,Wawken No. 93,166,2,3,3,13,3,18,20,17,32,31,12,6,5,1
471101091,4701091,47,11,1,91,Walpole No. 92,160,0,0,1,14,1,15,11,20,22,30,27,8,6,5
471101094,4701094,47,11,1,94,Maryfield No. 91,151,2,2,1,4,1,16,6,15,34,31,28,7,3,1
471105001,4705001,47,11,5,1,Moosomin No. 121,145,6,6,3,18,3,18,9,12,16,25,19,6,2,2
471105007,4705007,47,11,5,7,Martin No. 122,123,0,2,3,9,2,19,14,13,21,24,8,2,3,3
471105011,4705011,47,11,5,11,Silverwood No. 123,163,1,2,1,9,1,14,10,21,36,31,20,8,3,6
471105014,4705014,47,11,5,14,Kingsley No. 124,171,0,3,3,14,0,16,12,16,36,30,27,9,0,5
471105018,4705018,47,11,5,18,Chester No. 125,187,1,4,0,18,1,13,15,16,35,43,24,13,2,2
471105027,4705027,47,11,5,27,Wolseley No. 155,188,2,6,3,13,1,18,11,26,36,32,25,6,7,2
471105028,4705028,47,11,5,28,Elcapo No. 154,210,1,8,5,18,1,16,17,25,42,32,26,9,8,2
471105033,4705033,47,11,5,33,Willowdale No. 153,149,1,1,3,15,0,24,16,10,20,24,22,7,4,2
471105037,4705037,47,11,5,37,Rocanville No. 151,174,1,6,3,23,1,13,16,13,34,26,19,10,4,5
472000000,4700000,47,20,0,0,Agricultural Region 2A - RÇgion agricole 2A,"1,788",9,20,20,145,5,179,146,183,295,305,246,113,58,64
472002033,4702033,47,20,2,33,Lomond No. 37,129,0,3,2,5,1,12,7,14,16,26,21,14,2,6
472002037,4702037,47,20,2,37,Cymri No. 36,173,1,3,4,15,2,13,15,13,30,29,21,9,8,10
472002042,4702042,47,20,2,42,Griffin No. 66,155,1,1,0,8,0,15,10,20,30,30,24,8,3,5
472002044,4702044,47,20,2,44,Weyburn No. 67,219,5,6,3,19,1,25,24,23,37,30,24,12,7,3
472002051,4702051,47,20,2,51,Brokenshell No. 68,129,0,0,0,5,0,19,13,12,20,19,14,12,6,9
472002052,4702052,47,20,2,52,Norton No. 69,147,0,0,1,14,0,12,15,8,23,29,21,14,5,5
472002061,4702061,47,20,2,61,Elmsthorpe No. 100,146,0,1,2,13,0,14,8,13,23,22,20,14,8,8
472002066,4702066,47,20,2,66,Caledonia No. 99,148,1,2,2,13,0,19,5,21,25,15,25,6,7,7
472002069,4702069,47,20,2,69,Scott No. 98,170,0,1,4,10,0,13,10,22,34,33,30,5,3,5
472002073,4702073,47,20,2,73,Wellington No. 97,180,0,2,1,21,1,23,22,21,23,30,22,7,3,4
472002076,4702076,47,20,2,76,Fillmore No. 96,192,1,1,1,22,0,14,17,16,34,42,24,12,6,2
472100000,4700000,47,21,0,0,Agricultural Region 2B - RÇgion agricole 2B,"3,192",28,106,86,404,27,422,254,360,507,480,276,129,45,68
472106001,4706001,47,21,6,1,Montmartre No. 126,248,0,4,2,20,4,22,22,30,59,50,23,8,2,2
472106004,4706004,47,21,6,4,Francis No. 127,297,1,5,7,35,2,43,26,37,48,47,25,12,4,5
472106011,4706011,47,21,6,11,Lajord No. 128,220,2,4,10,19,1,26,11,28,35,39,25,8,6,6
472106013,4706013,47,21,6,13,Bratt's Lake No. 129,189,1,3,2,27,2,33,6,17,28,30,19,12,2,7
472106016,4706016,47,21,6,16,Redburn No. 130,166,0,0,0,12,0,16,7,24,26,42,23,8,3,5
472106021,4706021,47,21,6,21,Pense No. 160,205,0,5,7,20,0,36,12,30,32,24,17,11,4,7
472106026,4706026,47,21,6,26,Sherwood No. 159,244,12,14,6,39,1,33,30,17,33,30,13,5,5,6
472106029,4706029,47,21,6,29,Edenwold No. 158,406,1,21,27,97,3,57,42,45,45,39,16,6,3,4
472106034,4706034,47,21,6,34,South Qu'Appelle No. 157,314,2,16,13,41,5,44,33,41,54,38,14,11,1,1
472106038,4706038,47,21,6,38,Indian Head No. 156,166,1,4,1,17,2,24,15,24,26,19,19,7,3,4
472107001,4707001,47,21,7,1,Baildon No. 131,181,2,3,5,16,0,16,3,14,35,35,32,15,3,2
472107036,4707036,47,21,7,36,Caron No. 162,135,0,7,2,11,3,24,11,12,17,19,12,5,3,9
472107038,4707038,47,21,7,38,Moose Jaw No. 161,256,6,17,3,40,3,32,24,18,38,38,23,5,3,6
472107042,4707042,47,21,7,42,Marquis No. 191,165,0,3,1,10,1,16,12,23,31,30,15,16,3,4
473000000,4700000,47,30,0,0,Agricultural Region 3AN - RÇgion agricole 3AN,"1,445",7,8,8,118,6,96,97,125,210,274,228,119,70,79
473003068,4703068,47,30,3,68,Gravelbourg No. 104,187,0,0,0,14,0,15,13,19,36,43,20,13,9,5
473003074,4703074,47,30,3,74,Sutton No. 103,152,2,0,0,15,0,16,13,14,26,25,26,8,5,2
473003093,4703093,47,30,3,93,Lake Johnston No. 102,115,1,2,0,9,0,11,8,14,17,20,18,6,3,6
473003096,4703096,47,30,3,96,Terrell No. 101,143,1,1,1,15,1,8,11,18,15,27,21,13,7,4
473007004,4707004,47,30,7,4,Hillsborough No. 132,45,1,1,1,3,0,0,4,5,5,8,6,5,0,6
473007006,4707006,47,30,7,6,Rodgers No. 133,100,0,0,0,7,1,3,5,12,18,19,9,9,8,9
473007011,4707011,47,30,7,11,Shamrock No. 134,129,0,0,1,6,1,12,9,14,18,23,22,15,2,6
473007029,4707029,47,30,7,29,Chaplin No. 164,88,1,0,1,4,1,7,7,5,10,10,15,9,5,13
473007032,4707032,47,30,7,32,Wheatlands No. 163,101,0,0,0,12,0,4,5,3,13,28,11,7,9,9
473007047,4707047,47,30,7,47,Eyebrow No. 193,148,0,1,1,13,0,5,8,10,24,28,39,8,4,7
473007053,4707053,47,30,7,53,Enfield No. 194,158,1,2,2,11,1,10,8,8,21,36,26,15,13,4
473007071,4707071,47,30,7,71,Maple Bush No. 224,79,0,1,1,9,1,5,6,3,7,7,15,11,5,8
473100000,4700000,47,31,0,0,Agricultural Region 3AS - RÇgion agricole 3AS,"2,596",10,23,16,170,17,221,158,215,384,480,445,191,109,157
473102006,4702006,47,31,2,6,Souris Valley No. 7,154,0,0,2,12,2,10,12,17,26,23,22,17,7,4
473102011,4702011,47,31,2,11,Lake Alma No. 8,123,0,0,0,6,0,12,9,9,13,20,27,15,5,7
473102014,4702014,47,31,2,14,Surprise Valley No. 9,105,0,0,0,4,2,5,5,8,9,17,21,12,3,19
473102018,4702018,47,31,2,18,Happy Valley No. 10,69,1,0,0,7,0,4,0,6,6,6,15,7,6,11
473102024,4702024,47,31,2,24,Bengough No. 40,160,0,1,1,13,1,15,4,18,15,25,32,13,11,11
473102026,4702026,47,31,2,26,The Gap No. 39,130,0,2,0,4,0,17,10,6,19,27,18,14,8,5
473102029,4702029,47,31,2,29,Laurier No. 38,150,1,1,1,13,2,10,13,15,16,31,26,13,2,6
473102057,4702057,47,31,2,57,Key West No. 70,185,0,0,3,12,1,25,8,17,36,38,28,6,5,6
473103001,4703001,47,31,3,1,Hart Butte No. 11,120,1,3,2,10,1,9,8,5,15,15,26,12,6,7
473103006,4703006,47,31,3,6,Poplar Valley No. 12,113,0,3,0,6,1,8,11,10,15,16,18,10,4,11
473103011,4703011,47,31,3,11,Old Post No. 43,205,0,3,1,11,2,12,9,11,22,34,37,18,15,30
473103022,4703022,47,31,3,22,Waverley No. 44,146,1,2,1,12,0,11,5,7,18,33,24,8,10,14
473103026,4703026,47,31,3,26,Willow Bunch No. 42,192,3,2,1,7,2,14,12,20,38,34,37,8,6,8
473103029,4703029,47,31,3,29,Excel No. 71,187,0,2,0,12,0,21,7,21,35,40,29,8,5,7
473103034,4703034,47,31,3,34,Lake of the Rivers No. 72,158,2,2,3,12,1,13,7,11,25,39,22,12,4,5
473103038,4703038,47,31,3,38,Stonehenge No. 73,246,1,1,1,23,1,23,31,19,46,52,29,13,4,2
473103042,4703042,47,31,3,42,Wood River No. 74,153,0,1,0,6,1,12,7,15,30,30,34,5,8,4
473200000,4700000,47,32,0,0,Agricultural Region 3BN - RÇgion agricole 3BN,"2,775",19,68,47,254,25,246,190,258,443,429,379,150,121,146
473207014,4707014,47,32,7,14,Lawtonia No. 135,162,0,1,0,16,3,14,8,10,32,22,31,9,13,3
473207018,4707018,47,32,7,18,Coulee No. 136,203,3,10,3,20,3,24,15,25,31,25,26,8,2,8
473207021,4707021,47,32,7,21,Excelsior No. 166,278,3,10,7,24,1,37,21,33,45,44,27,10,6,10
473207024,4707024,47,32,7,24,Morse No. 165,231,1,2,0,25,0,22,16,27,36,36,31,12,11,12
473207058,4707058,47,32,7,58,Canaan No. 225,90,0,1,1,7,1,5,8,9,15,14,11,8,3,7
473207063,4707063,47,32,7,63,Victory No. 226,136,0,0,3,9,1,5,4,9,23,21,23,11,8,19
473207066,4707066,47,32,7,66,King George No. 256,105,0,1,0,8,0,9,7,6,9,19,18,15,6,7
473207067,4707067,47,32,7,67,Coteau No. 255,151,3,3,3,18,1,10,14,11,21,20,25,11,8,3
473208001,4708001,47,32,8,1,Swift Current No. 137,339,5,33,27,44,11,27,27,23,41,46,28,12,6,9
473208006,4708006,47,32,8,6,Webb No. 138,160,1,2,1,10,1,13,11,8,28,27,21,11,15,11
473208031,4708031,47,32,8,31,Riverside No. 168,214,0,1,0,18,0,15,14,19,40,32,36,14,11,14
473208038,4708038,47,32,8,38,Saskatchewan Landing No. 167,154,0,4,2,17,2,17,10,14,26,28,16,2,8,8
473208042,4708042,47,32,8,42,Lacadena No. 228,325,0,0,0,18,0,29,21,50,61,55,48,15,9,19
473208092,4708092,47,32,8,92,Monet No. 257,227,3,0,0,20,1,19,14,14,35,40,38,12,15,16
473300000,4700000,47,33,0,0,Agricultural Region 3BS - RÇgion agricole 3BS,"1,627",15,17,10,87,13,126,104,112,228,292,265,138,84,136
473303016,4703016,47,33,3,16,Glen McPherson No. 46,65,0,1,0,1,0,3,2,3,11,7,10,10,5,12
473303018,4703018,47,33,3,18,Mankota No. 45,168,2,0,0,3,0,10,8,6,16,26,41,22,10,24
473303048,4703048,47,33,3,48,Pinto Creek No. 75,130,1,0,0,5,0,5,5,11,28,23,24,12,3,13
473303054,4703054,47,33,3,54,Auvergne No. 76,146,1,0,0,9,2,17,17,10,9,28,28,15,5,5
473303059,4703059,47,33,3,59,Whiska Creek No. 106,159,2,3,1,13,2,14,9,17,18,36,22,13,4,5
473303064,4703064,47,33,3,64,Glen Bain No. 105,169,0,1,1,9,0,14,12,12,40,36,31,8,1,4
473304003,4704003,47,33,4,3,Val Marie No. 17,166,4,2,4,7,3,13,8,4,15,27,20,13,10,36
473304006,4704006,47,33,4,6,Lone Tree No. 18,92,0,0,0,2,0,7,1,4,10,19,11,10,14,14
473304028,4704028,47,33,4,28,Wise Creek No. 77,123,0,2,0,11,3,5,8,15,19,16,20,10,10,4
473304034,4704034,47,33,4,34,Grassy Creek No. 78,115,4,2,2,6,0,14,11,7,22,13,12,8,8,6
473304058,4704058,47,33,4,58,Bone Creek No. 108,144,0,0,0,15,1,13,11,13,15,33,23,7,6,7
473304061,4704061,47,33,4,61,Lac Pelletier No. 107,150,1,6,2,6,2,11,12,10,25,28,23,10,8,6
474000000,4700000,47,40,0,0,Agricultural Region 4A - RÇgion agricole 4A,"1,227",10,16,11,74,13,84,61,61,132,161,173,124,77,230
474004011,4704011,47,40,4,11,Frontier No. 19,131,0,1,0,6,0,5,2,6,15,19,19,15,9,34
474004019,4704019,47,40,4,19,Reno No. 51,191,1,1,0,11,1,11,10,5,16,16,27,23,14,55
474004024,4704024,47,40,4,24,White Valley No. 49,224,2,0,0,8,1,11,17,10,25,34,34,29,20,33
474004038,4704038,47,40,4,38,Arlington No. 79,114,0,2,1,12,2,10,8,5,8,16,19,13,5,13
474004045,4704045,47,40,4,45,Maple Creek No. 111,276,6,8,7,18,9,27,16,12,27,30,26,17,15,58
474004050,4704050,47,40,4,50,Piapot No. 110,161,0,2,1,7,0,8,4,15,20,27,24,17,10,26
474004054,4704054,47,40,4,54,Carmichael No. 109,130,1,2,2,12,0,12,4,8,21,19,24,10,4,11
474100000,4700000,47,41,0,0,Agricultural Region 4B - RÇgion agricole 4B,"1,317",5,6,4,72,4,130,73,96,207,235,204,108,69,104
474108009,4708009,47,41,8,9,Gull Lake No. 139,111,4,3,0,5,0,8,4,3,20,17,18,11,7,11
474108016,4708016,47,41,8,16,Big Stick No. 141,99,0,0,0,3,0,6,4,11,12,14,20,9,8,12
474108021,4708021,47,41,8,21,Enterprise No. 142,122,0,0,0,2,1,6,2,8,19,29,11,20,9,15
474108024,4708024,47,41,8,24,Fox Valley No. 171,162,0,0,0,12,0,13,9,12,32,31,27,12,4,10
474108028,4708028,47,41,8,28,Pittville No. 169,129,0,2,1,8,0,13,5,6,18,25,26,7,6,12
474108046,4708046,47,41,8,46,Miry Creek No. 229,180,1,0,1,8,0,22,9,9,27,39,32,12,7,13
474108053,4708053,47,41,8,53,Clinworth No. 230,153,0,0,1,13,0,23,9,14,15,20,22,8,7,21
474108056,4708056,47,41,8,56,Happyland No. 231,269,0,1,1,17,2,31,24,23,56,44,37,19,12,2
474108061,4708061,47,41,8,61,Deer Forks No. 232,92,0,0,0,4,1,8,7,10,8,16,11,10,9,8
475000000,4700000,47,50,0,0,Agricultural Region 5A - RÇgion agricole 5A,"4,592",34,110,81,553,65,606,508,563,817,651,372,108,57,67
475005041,4705041,47,50,5,41,Spy Hill No. 152,129,0,3,1,13,1,8,14,13,21,30,11,5,2,7
475005047,4705047,47,50,5,47,Langenburg No. 181,199,2,9,5,20,3,25,34,26,23,20,23,7,0,2
475005051,4705051,47,50,5,51,Fertile Belt No. 183,268,1,5,8,39,4,38,24,37,44,34,17,4,3,10
475005057,4705057,47,50,5,57,Grayson No. 184,200,0,3,2,16,2,22,20,24,34,38,24,8,5,2
475005063,4705063,47,50,5,63,McLeod No. 185,268,3,2,1,24,1,40,22,44,63,38,21,6,2,1
475005067,4705067,47,50,5,67,Stanley No. 215,252,1,5,2,35,4,39,33,36,46,25,18,2,2,4
475005073,4705073,47,50,5,73,Cana No. 214,263,0,8,9,44,3,49,39,30,33,23,13,5,3,4
475005077,4705077,47,50,5,77,Saltcoats No. 213,226,2,9,13,28,4,18,22,21,42,36,20,6,3,2
475005093,4705093,47,50,5,93,Churchbridge No. 211,266,1,9,4,25,6,30,24,46,56,30,19,8,4,4
475006042,4706042,47,50,6,42,Abernethy No. 186,193,6,4,2,16,2,24,10,27,35,31,19,10,6,1
475006048,4706048,47,50,6,48,North Qu'Appelle No. 187,142,2,11,1,13,3,18,14,21,19,17,14,4,3,2
475006091,4706091,47,50,6,91,Cupar No. 218,246,2,1,3,23,2,33,27,31,41,42,29,6,3,3
475006096,4706096,47,50,6,96,Lipton No. 217,217,1,0,3,27,2,23,30,23,38,37,21,8,2,2
475006099,4706099,47,50,6,99,Tullymet No. 216,147,0,3,3,16,2,21,17,14,25,26,9,3,3,5
475009001,4709001,47,50,9,1,Calder No. 241,191,1,5,3,22,4,27,17,21,32,27,19,8,3,2
475009006,4709006,47,50,9,6,Wallace No. 243,263,2,8,4,43,4,37,24,33,48,33,16,3,2,6
475009011,4709011,47,50,9,11,Orkney No. 244,299,6,15,7,56,5,43,33,24,48,40,14,5,1,2
475009019,4709019,47,50,9,19,Garry No. 245,204,0,5,3,24,1,27,23,30,43,27,16,1,3,1
475010003,4710003,47,50,10,3,Ituna Bon Accord No. 246,223,0,1,2,28,3,30,36,26,46,29,14,2,4,2
475010008,4710008,47,50,10,8,Kellross No. 247,227,1,3,4,22,6,35,27,22,41,39,21,4,1,1
475010014,4710014,47,50,10,14,Touchwood No. 248,169,3,1,1,19,3,19,18,14,39,29,14,3,2,4
475100000,4700000,47,51,0,0,Agricultural Region 5B - RÇgion agricole 5B,"4,943",25,78,93,682,64,749,550,617,826,631,353,137,74,64
475109023,4709023,47,51,9,23,Insinger No. 275,217,1,4,0,28,1,31,27,32,40,21,20,5,5,2
475109029,4709029,47,51,9,29,Good Lake No. 274,224,2,5,8,36,2,36,29,20,36,25,16,2,3,4
475109033,4709033,47,51,9,33,Sliding Hills No. 273,223,2,1,8,33,1,36,23,27,33,28,19,6,5,1
475109037,4709037,47,51,9,37,Cote No. 271,187,3,3,7,24,3,29,23,25,16,22,12,9,4,7
475109042,4709042,47,51,9,42,St. Philips No. 301,139,0,1,4,16,2,24,21,23,21,14,10,1,0,2
475109046,4709046,47,51,9,46,Keys No. 303,162,0,5,1,27,3,34,16,19,26,14,9,3,3,2
475109049,4709049,47,51,9,49,Buchanan No. 304,194,0,0,4,30,5,27,20,32,27,28,13,4,2,2
475109054,4709054,47,51,9,54,Invermay No. 305,192,0,2,5,22,2,27,29,35,28,22,10,5,2,3
475109060,4709060,47,51,9,60,Hazel Dell No. 335,235,1,3,4,32,3,35,36,24,34,40,16,2,3,2
475109062,4709062,47,51,9,62,Preeceville No. 334,372,2,2,5,69,7,68,44,45,70,36,13,6,2,3
475109067,4709067,47,51,9,67,Clayton No. 333,315,1,3,6,43,1,56,47,45,46,39,15,8,2,3
475109075,4709075,47,51,9,75,Livingston No. 331,160,0,3,1,27,4,28,17,18,20,22,11,6,2,1
475110026,4710026,47,51,10,26,Kutawa No. 278,112,1,2,6,10,4,13,10,17,16,22,5,4,2,0
475110031,4710031,47,51,10,31,Emerald No. 277,229,0,1,1,32,0,32,22,32,47,38,15,8,1,0
475110036,4710036,47,51,10,36,Foam Lake No. 276,337,1,5,8,48,3,43,38,35,57,49,27,11,7,5
475110041,4710041,47,51,10,41,Elfros No. 307,188,0,6,5,21,3,26,20,25,34,17,16,10,4,1
475110046,4710046,47,51,10,46,Big Quill No. 308,218,3,6,5,26,4,25,25,29,34,27,22,5,3,4
475110061,4710061,47,51,10,61,Lakeside No. 338,138,0,5,4,15,2,12,14,12,28,18,13,6,5,4
475110066,4710066,47,51,10,66,Lakeview No. 337,170,0,1,1,22,3,32,13,15,27,26,17,5,5,3
475110071,4710071,47,51,10,71,Sasman No. 336,273,0,9,3,28,3,37,20,32,55,37,23,13,6,7
475114021,4714021,47,51,14,21,Kelvington No. 366,208,3,3,0,28,1,32,21,26,39,27,17,5,3,3
475114023,4714023,47,51,14,23,Ponass Lake No. 367,245,3,2,5,43,4,36,15,29,51,30,17,4,3,3
475114026,4714026,47,51,14,26,Spalding No. 368,205,2,6,2,22,3,30,20,20,41,29,17,9,2,2
476000000,4700000,47,60,0,0,Agricultural Region 6A - RÇgion agricole 6A,"3,876",30,89,56,393,38,358,288,356,626,644,567,223,105,103
476006053,4706053,47,60,6,53,Lumsden No. 189,272,8,28,6,50,7,40,19,25,31,20,15,14,4,5
476006059,4706059,47,60,6,59,Dufferin No. 190,184,3,1,2,10,0,22,7,15,32,37,30,14,5,6
476006063,4706063,47,60,6,63,Sarnia No. 221,186,0,1,3,20,0,9,11,17,33,39,30,15,6,2
476006070,4706070,47,60,6,70,Longlaketon No. 219,306,2,5,3,30,3,40,37,37,49,43,45,10,0,2
476006071,4706071,47,60,6,71,McKillop No. 220,162,2,5,0,20,0,17,15,12,33,23,24,9,2,0
476007091,4707091,47,60,7,91,Craik No. 222,137,3,1,1,8,0,8,2,9,24,25,28,15,3,10
476010021,4710021,47,60,10,21,Mount Hope No. 279,232,0,5,1,11,1,19,16,16,47,47,41,18,4,6
476010052,4710052,47,60,10,52,Prairie Rose No. 309,142,0,0,1,15,1,9,13,17,28,15,29,5,4,5
476010056,4710056,47,60,10,56,Leroy No. 339,217,0,4,7,25,1,21,15,25,42,40,19,8,5,5
476011003,4711003,47,60,11,3,Last Mountain Valley No. 250,195,0,4,3,21,1,21,9,14,36,31,31,17,4,3
476011006,4711006,47,60,11,6,Big Arm No. 251,123,1,1,1,11,2,12,7,12,8,17,26,8,7,10
476011011,4711011,47,60,11,11,Arm River No. 252,115,0,0,0,12,1,10,7,13,18,21,17,6,5,5
476011034,4711034,47,60,11,34,McCraney No. 282,185,1,2,0,13,0,15,17,16,36,37,24,9,7,8
476011039,4711039,47,60,11,39,Wood Creek No. 281,137,1,2,0,11,0,7,11,10,17,18,32,12,8,8
476011042,4711042,47,60,11,42,Wreford No. 280,114,0,1,2,14,2,10,6,9,13,18,17,6,8,8
476011046,4711046,47,60,11,46,Usborne No. 310,168,3,6,3,16,2,9,13,10,21,31,30,12,8,4
476011052,4711052,47,60,11,52,Morris No. 312,169,0,1,2,15,4,15,11,10,33,34,26,6,10,2
476011059,4711059,47,60,11,59,Lost River No. 313,111,0,1,1,8,2,10,7,15,14,30,17,4,2,0
476011069,4711069,47,60,11,69,Blucher No. 343,226,5,11,12,30,6,22,16,22,33,30,18,13,5,3
476011076,4711076,47,60,11,76,Colonsay No. 342,147,0,1,2,21,3,11,17,17,21,32,11,8,1,2
476011091,4711091,47,60,11,91,Viscount No. 341,166,0,1,3,15,1,16,16,12,22,29,32,8,5,6
476011096,4711096,47,60,11,96,Wolverine No. 340,182,1,8,3,17,1,15,16,23,35,27,25,6,2,3
476100000,4700000,47,61,0,0,Agricultural Region 6B - RÇgion agricole 6B,"3,923",81,231,297,448,93,493,308,313,504,469,370,155,76,85
476107076,4707076,47,61,7,76,Huron No. 223,82,0,1,0,3,0,1,3,4,13,11,21,7,7,11
476111016,4711016,47,61,11,16,Willner No. 253,133,0,1,0,4,0,17,5,11,18,33,25,9,7,3
476111018,4711018,47,61,11,18,Loreburn No. 254,227,2,2,1,18,0,31,16,24,36,41,31,17,6,2
476111026,4711026,47,61,11,26,Rudy No. 284,192,3,4,4,19,5,26,15,12,44,25,20,9,3,3
476111031,4711031,47,61,11,31,Rosedale No. 283,180,1,2,3,6,0,18,15,14,31,42,33,11,3,1
476111061,4711061,47,61,11,61,Dundurn No. 314,106,1,3,6,12,1,10,11,6,10,21,12,4,1,8
476111065,4711065,47,61,11,65,Corman Park No. 344,"1,071",44,103,215,160,42,137,95,66,90,55,39,10,7,8
476112011,4712011,47,61,12,11,Milden No. 286,158,1,0,2,17,1,21,14,12,17,37,19,7,3,7
476112020,4712020,47,61,12,20,Fertile Valley No. 285,224,0,6,3,14,5,21,18,18,35,46,33,14,7,4
476112026,4712026,47,61,12,26,Montrose No. 315,153,2,4,4,18,2,23,14,11,18,18,14,10,10,5
476112029,4712029,47,61,12,29,Harris No. 316,132,1,0,2,13,1,12,7,4,25,24,23,6,7,7
476112050,4712050,47,61,12,50,Perdue No. 346,154,1,2,5,18,0,17,6,15,25,20,22,13,5,5
476112054,4712054,47,61,12,54,Vanscoy No. 345,320,4,67,19,36,11,47,20,21,21,25,29,12,1,7
476112064,4712064,47,61,12,64,Eagle Creek No. 376,147,1,4,1,13,2,11,9,12,26,21,25,9,4,9
476115026,4715026,47,61,15,26,Laird No. 404,292,8,10,14,45,9,42,32,40,49,22,9,8,2,2
476115031,4715031,47,61,15,31,Rosthern No. 403,352,12,22,18,52,14,59,28,43,46,28,15,9,3,3
477000000,4700000,47,70,0,0,Agricultural Region 7A - RÇgion agricole 7A,"2,239",6,18,14,145,7,224,142,195,348,447,335,163,73,122
477008065,4708065,47,70,8,65,Chesterfield No. 261,224,0,0,0,9,0,25,9,15,32,44,41,20,5,24
477008071,4708071,47,70,8,71,Newcombe No. 260,144,2,0,0,8,0,20,8,14,24,30,21,11,1,5
477008074,4708074,47,70,8,74,Snipe Lake No. 259,290,0,4,2,20,0,24,20,23,47,61,41,22,8,18
477012001,4712001,47,70,12,1,Pleasant Valley No. 288,133,0,2,2,9,2,7,5,12,25,24,22,8,8,7
477012004,4712004,47,70,12,4,St. Andrews No. 287,213,0,3,1,12,1,24,15,28,34,57,21,10,4,3
477012034,4712034,47,70,12,34,Marriott No. 317,152,0,2,1,13,1,10,10,11,26,22,35,12,2,7
477012038,4712038,47,70,12,38,Mountain View No. 318,161,0,0,3,7,0,25,15,13,24,27,26,11,4,6
477013006,4713006,47,70,13,6,Kindersley No. 290,371,2,5,3,21,2,35,29,32,60,67,52,27,19,17
477013011,4713011,47,70,13,11,Milton No. 292,99,0,0,0,5,0,5,7,5,17,22,16,9,7,6
477013016,4713016,47,70,13,16,Antelope Park No. 322,68,0,0,0,8,1,8,1,7,3,10,14,6,3,7
477013019,4713019,47,70,13,19,Prairiedale No. 321,79,1,0,1,3,0,9,2,5,16,19,9,6,4,4
477013024,4713024,47,70,13,24,Oakdale No. 320,141,1,2,1,16,0,12,10,14,16,29,15,13,3,9
