AREAID,SGC,PROV,CAR,CD,CCS,AREANAME,TFAREA,NTCHICK,TCHICK,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NHENHTCH,HENHTCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NBROILPD,BROILPD,GBROILPD,NTURKPRD,TURKPRD,GTURKPRD,NHATCHNM,HATCHNM,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NSTEERS,STEERS,NCALFU1,CALFU1,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NTSHEEP,TSHEEP,NRAMS,RAMS,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NMINK,MINK,NFOX,FOX,NBISON,BISON,NDEER,DEER,NLAMAS,LAMAS,NOTHLIV,NBEES,BEES
461113056,4613056,46,11,13,56,St. Clements,268,25,"9,188",7,"1,094",3,495,22,"7,599",0,0,3,118,18,745,16,"8,569","18,891",6,x,x,0,0,80,"4,931",53,140,74,"1,994",10,x,65,x,51,743,33,479,75,"1,575",16,x,9,x,10,x,15,x,6,252,4,8,5,114,5,130,26,x,11,246,8,176,0,0,0,0,1,x,0,0,1,x,4,9,172
461114000,4614000,46,11,14,0,Division No. 14,949,72,x,18,"60,165",6,x,62,"46,696",0,0,18,"151,806",33,x,54,"764,678","1,685,826",15,x,x,3,x,516,"53,329",347,"1,484",478,"21,875",95,"4,352",418,"17,523",399,"8,065",249,"6,436",462,"15,469",81,"93,225",53,633,56,"9,398",78,"83,194",10,587,9,16,10,298,10,273,183,"2,969",25,567,21,206,0,0,0,0,6,x,2,x,2,x,12,15,852
461114015,4614015,46,11,14,15,Rosser,133,9,x,2,x,2,x,9,"9,931",0,0,1,x,5,162,5,"36,426","80,306",0,0,0,1,x,37,"3,173",17,42,33,"1,313",12,678,22,635,28,685,15,212,34,921,13,"16,082",9,126,9,"1,551",13,"14,405",1,x,1,x,1,x,1,x,13,150,2,x,3,37,0,0,0,0,0,0,0,0,0,0,1,4,43
461114031,4614031,46,11,14,31,Woodlands,311,34,x,9,"2,560",2,x,28,"15,733",0,0,9,x,16,"7,029",24,"112,760","248,593",5,x,x,1,x,208,"26,998",161,621,196,"11,605",40,"2,258",175,"9,347",172,"4,371",111,"2,581",191,"7,820",24,"31,479",12,214,13,"3,551",22,"27,714",5,495,5,10,5,260,5,225,80,"2,252",11,x,6,27,0,0,0,0,2,x,2,x,0,0,3,4,89
461114036,4614036,46,11,14,36,Rockwood,505,29,"76,037",7,x,2,x,25,"21,032",0,0,8,x,12,x,25,"615,492","1,356,928",10,"1,621,048","3,573,799",1,x,271,"23,158",169,821,249,"8,957",43,"1,416",221,"7,541",199,"3,009",123,"3,643",237,"6,728",44,"45,664",32,293,34,"4,296",43,"41,075",4,x,3,x,4,x,4,x,90,567,12,308,12,142,0,0,0,0,4,659,0,0,2,x,8,7,720
461200000,4600000,46,12,0,0,Agricultural Region 12 - RÇgion agricole 12,"2,107",125,"155,010",45,"70,413",24,"20,967",105,"63,630",1,x,32,"212,628",63,"2,191",83,x,x,28,"2,365,164","5,214,294",0,0,"1,378","196,580","1,133","3,918","1,284","83,149",117,"3,883","1,207","79,266","1,029","23,687",612,"15,892","1,263","69,934",88,"81,101",48,440,52,"8,494",80,"72,167",56,"4,098",42,97,53,"2,424",44,"1,577",362,"4,744",48,743,39,"1,078",3,x,3,x,6,994,6,x,3,8,45,22,"5,754"
461218000,4618000,46,12,18,0,Division No. 18,"1,795",114,"153,934",39,x,20,x,95,x,1,x,29,"212,549",54,"2,018",71,x,x,23,"2,364,734","5,213,346",0,0,"1,198","166,317",974,"3,255","1,118","68,790",110,"3,751","1,047","65,039",899,"21,120",535,"14,947","1,104","58,205",81,"81,021",45,437,49,"8,480",75,"72,104",48,"3,923",38,93,46,"2,329",40,"1,501",315,"4,531",45,728,34,"1,003",3,x,2,x,5,x,2,x,2,x,43,20,x
461218031,4618031,46,12,18,31,Gimli,82,4,148,2,x,0,0,2,x,0,0,1,x,3,26,2,x,x,0,0,0,0,0,39,"2,996",29,48,35,"1,455",6,212,33,"1,243",26,427,19,245,33,821,2,x,1,x,1,x,2,x,3,64,3,3,3,26,3,35,13,90,2,x,1,x,0,0,0,0,0,0,0,0,0,0,3,3,20
461218037,4618037,46,12,18,37,Armstrong,297,28,x,12,x,2,x,23,590,0,0,8,"116,443",13,75,11,x,x,6,"1,455,211","3,208,191",0,0,235,"27,785",200,539,216,"11,039",23,765,201,"10,274",174,"4,458",112,"2,900",216,"8,849",11,"28,236",9,174,10,"3,409",10,"24,653",4,x,4,18,4,x,2,x,61,540,10,154,2,x,1,x,0,0,3,93,0,0,0,0,5,3,48
461218040,4618040,46,12,18,40,St. Laurent,66,3,82,0,0,0,0,3,82,0,0,1,x,2,x,0,0,0,1,x,x,0,0,44,"5,214",38,97,42,"2,426",4,311,40,"2,115",33,566,16,233,43,"1,892",3,x,1,x,1,x,3,x,3,x,3,x,3,177,2,x,21,348,2,x,1,x,0,0,0,0,0,0,0,0,1,x,3,0,0
461218044,4618044,46,12,18,44,Coldwell,150,7,x,5,"1,105",2,x,5,547,0,0,3,11,4,50,9,"6,689","14,747",0,0,0,0,0,114,"17,491",84,277,107,"7,597",16,611,95,"6,986",85,"2,065",52,"1,310",106,"6,242",3,111,3,8,3,13,3,90,5,93,3,5,4,46,4,42,33,"1,025",3,x,6,39,0,0,0,0,1,x,0,0,0,0,4,2,x
461218052,4618052,46,12,18,52,Eriksdale,125,11,"1,205",3,x,2,x,10,798,0,0,1,x,6,69,5,"1,678","3,699",1,x,x,0,0,94,"13,635",78,282,89,"5,698",13,482,81,"5,216",75,"1,837",44,767,87,"5,051",10,"5,050",6,49,7,944,9,"4,057",7,512,4,4,7,234,7,274,30,611,6,81,6,50,0,0,0,0,0,0,0,0,0,0,2,0,0
461218057,4618057,46,12,18,57,Siglunes,156,11,555,5,151,5,178,10,226,0,0,2,x,5,24,4,549,"1,210",1,x,x,0,0,133,"24,586",112,453,119,"9,623",6,112,115,"9,511",102,"3,389",57,"2,302",122,"8,819",3,9,1,x,2,x,2,x,4,63,2,x,4,x,3,33,37,423,3,x,4,55,0,0,0,0,0,0,0,0,0,0,2,0,0
461218060,4618060,46,12,18,60,Grahamdale,228,13,"1,316",3,340,3,430,10,546,0,0,0,0,3,x,5,"1,417","3,124",0,0,0,0,0,173,"28,315",147,680,160,"13,088",8,300,155,"12,788",127,"2,468",75,"1,334",156,"10,745",8,506,4,9,5,85,6,412,4,877,4,23,4,x,4,x,54,963,9,223,8,122,0,0,1,x,1,x,2,x,1,x,8,5,x
461218068,4618068,46,12,18,68,Fisher,296,16,"44,895",6,x,4,x,13,"26,024",0,0,8,"52,766",10,"1,573",13,"3,207","7,070",8,x,x,0,0,170,"22,343",145,524,164,"9,754",8,140,159,"9,614",132,"2,354",60,"1,233",159,"8,478",8,"28,144",6,136,6,"2,913",7,"25,095",7,353,5,12,6,150,6,191,34,415,3,70,1,x,0,0,0,0,0,0,0,0,0,0,8,6,"4,220"
461218071,4618071,46,12,18,71,Bifrost,395,21,x,3,750,2,x,19,"34,489",1,x,5,x,8,118,22,"10,156","22,390",6,"467,031","1,029,627",0,0,196,"23,952",141,355,186,"8,110",26,818,168,"7,292",145,"3,556",100,"4,623",182,"7,308",33,"18,540",14,57,14,"1,081",33,"17,402",11,986,10,18,11,426,9,542,32,116,7,33,5,58,2,x,1,x,0,0,0,0,0,0,8,1,x
461219000,4619000,46,12,19,0,Division No. 19,165,4,242,2,x,1,x,4,x,0,0,1,x,4,36,5,590,"1,301",2,x,x,0,0,123,"20,714",112,458,117,"9,974",4,x,113,x,91,"1,641",56,801,109,"7,840",1,x,0,0,0,0,1,x,4,101,2,x,4,x,3,x,25,118,0,0,2,x,0,0,1,x,1,x,1,x,0,0,0,0,0
461219045,4619045,46,12,19,45,"Division No. 19, Unorganized",165,4,242,2,x,1,x,4,x,0,0,1,x,4,36,5,590,"1,301",2,x,x,0,0,123,"20,714",112,458,117,"9,974",4,x,113,x,91,"1,641",56,801,109,"7,840",1,x,0,0,0,0,1,x,4,101,2,x,4,x,3,x,25,118,0,0,2,x,0,0,1,x,1,x,1,x,0,0,0,0,0
461221000,4621000,46,12,21,0,Division No. 21,147,7,834,4,258,3,350,6,226,0,0,2,x,5,137,7,"1,711","3,772",3,x,x,0,0,57,"9,549",47,205,49,"4,385",3,x,47,x,39,926,21,144,50,"3,889",6,x,3,3,3,14,4,x,4,74,2,x,3,x,1,x,22,95,3,15,3,x,0,0,0,0,0,0,3,159,1,x,2,2,x
461221078,4621078,46,12,21,78,"Division No. 21, Unorganized",147,7,834,4,258,3,350,6,226,0,0,2,x,5,137,7,"1,711","3,772",3,x,x,0,0,57,"9,549",47,205,49,"4,385",3,x,47,x,39,926,21,144,50,"3,889",6,x,3,3,3,14,4,x,4,74,2,x,3,x,1,x,22,95,3,15,3,x,0,0,0,0,0,0,3,159,1,x,2,2,x
470000000,4700000,47,0,0,0,Saskatchewan,"56,995","4,103","3,516,027","1,902","2,038,627",933,"474,855","3,009","1,002,545",12,"64,053",784,"296,421","1,311","65,367","2,152","20,034,289","44,168,046",752,"5,570,333","12,280,482",8,"10,723,992","25,108","2,723,642","19,325","65,013","23,617","1,173,181","1,512","38,154","22,906","1,135,027","17,913","294,949","10,185","196,680","22,893","993,819","2,848","757,027","1,196","6,492","1,435","72,239","2,672","678,296","1,297","72,464",825,"1,770","1,209","33,767","1,094","36,927","9,472","66,372",941,"7,968",652,"7,057",0,0,10,"1,172",175,"7,006",258,"14,583",182,815,481,254,"78,329"
470001000,4701000,47,0,1,0,Division No.  1,"2,961",139,"17,505",64,"6,322",25,"4,040",102,"7,143",1,x,28,515,61,783,85,"29,322","64,644",28,"4,064","8,960",0,0,"1,494","173,631","1,231","4,258","1,427","76,314",56,"1,762","1,397","74,552","1,069","17,259",575,"9,960","1,363","65,840",83,"20,889",36,178,38,"2,153",80,"18,558",43,"2,642",35,92,40,"1,234",39,"1,316",599,"11,802",54,419,26,124,0,0,0,0,5,199,16,"1,196",9,53,29,2,x
470002000,4702000,47,0,2,0,Division No.  2,"2,985",217,"44,051",101,"11,697",60,"2,692",159,"29,662",0,0,46,"1,032",69,"1,032",113,"35,884","79,111",54,"12,849","28,327",0,0,"1,287","139,463","1,003","3,553","1,217","62,225",63,886,"1,199","61,339",905,"13,278",493,"6,132","1,168","54,275",73,"3,301",19,42,26,347,68,"2,912",53,"3,326",33,73,49,"1,434",46,"1,819",553,"4,598",48,411,23,427,0,0,0,0,3,149,8,374,4,18,15,4,264
470003000,4703000,47,0,3,0,Division No.  3,"2,954",188,"53,100",106,"18,822",53,"9,965",125,"24,313",0,0,45,"1,412",52,"5,318",103,"39,678","87,475",38,"8,667","19,107",0,0,"1,334","186,045","1,093","4,509","1,278","83,891",52,688,"1,261","83,203",927,"18,523",514,"7,048","1,217","72,074",102,"17,354",30,138,46,"1,930",97,"15,286",77,"7,277",46,140,72,"3,303",66,"3,834",552,"3,062",35,155,21,189,0,0,0,0,4,33,4,95,4,5,16,2,x
470004000,4704000,47,0,4,0,Division No.  4,"2,017",160,"117,071",66,"21,495",45,"33,330",126,"62,246",0,0,28,"1,156",64,"10,038",60,"42,973","94,739",23,x,x,0,0,"1,261","254,160",977,"5,887","1,184","109,138",58,"1,551","1,169","107,587",881,"25,694",542,"20,941","1,132","92,500",99,"54,339",47,328,56,"4,489",90,"49,522",74,"9,375",42,204,69,"4,635",63,"4,536",637,"3,327",41,295,21,91,0,0,0,0,7,387,9,367,11,34,19,7,295
470005000,4705000,47,0,5,0,Division No.  5,"3,581",295,"326,893",135,"263,304",75,"7,651",227,"55,938",2,x,55,"83,724",85,"1,100",160,"3,027,674","6,674,879",33,"863,692","1,904,115",0,0,"1,863","163,374","1,468","3,832","1,772","72,199",101,"2,780","1,719","69,419","1,342","17,247",738,"10,241","1,736","59,855",166,"33,974",65,519,78,"3,238",156,"30,217",63,"3,121",48,89,60,"1,473",57,"1,559",604,"4,986",57,352,40,448,0,0,1,x,5,219,12,785,7,31,38,12,"5,211"
470006000,4706000,47,0,6,0,Division No.  6,"4,510",327,"666,123",165,"283,631",74,"152,311",219,"230,181",1,x,72,"7,396",119,"2,857",240,"1,994,460","4,397,032",85,"16,311","35,960",1,x,"1,651","128,485","1,201","3,275","1,541","56,769",151,"4,370","1,468","52,399","1,180","14,149",649,"6,672","1,514","47,620",174,"29,107",60,583,75,"2,942",162,"25,582",94,"4,253",58,105,84,"1,941",82,"2,207",652,"6,991",71,659,71,809,0,0,1,x,5,103,7,301,14,30,25,25,881
470007000,4707000,47,0,7,0,Division No.  7,"3,160",217,"129,787",85,"59,586",38,"22,302",156,"47,899",0,0,38,"2,216",76,"8,870",114,"543,336","1,197,851",51,"13,446","29,643",0,0,"1,497","173,513","1,163","4,559","1,392","74,689",68,"1,787","1,367","72,902","1,047","18,444",574,"11,274","1,354","64,547",112,"48,005",53,887,56,"4,492",102,"42,626",69,"4,177",38,72,62,"1,837",58,"2,268",604,"3,257",47,346,30,871,0,0,0,0,4,74,18,756,9,31,19,10,217
470008000,4708000,47,0,8,0,Division No.  8,"3,394",207,"242,389",100,"54,120",58,"116,133",163,"72,136",0,0,58,"1,279",93,"8,243",103,"66,958","147,617",39,"7,926","17,474",1,x,"1,196","154,200",851,"3,566","1,084","66,840",60,"1,103","1,052","65,737",785,"14,751",476,"12,352","1,031","56,691",112,"43,819",37,281,50,"4,132",105,"39,406",88,"6,661",50,118,82,"3,190",72,"3,353",566,"2,232",31,349,21,429,0,0,0,0,7,270,8,218,13,37,18,6,x
470009000,4709000,47,0,9,0,Division No.  9,"3,577",282,"188,867",116,"172,715",54,"7,602",214,"8,550",0,0,21,x,50,444,149,"1,885,754","4,157,376",30,x,x,0,0,"1,642","123,597","1,286","3,155","1,574","56,737",114,"2,243","1,518","54,494","1,170","12,562",592,"6,427","1,516","44,716",159,"12,085",55,127,69,"1,346",149,"10,612",90,"4,077",70,104,90,"1,954",79,"2,019",406,"2,171",51,547,23,163,0,0,0,0,7,285,9,772,6,24,22,13,"3,236"
470010000,4710000,47,0,10,0,Division No. 10,"2,875",211,"360,012",104,"350,574",44,"2,549",151,"6,889",0,0,26,"5,017",54,"3,131",110,"3,694,755","8,145,540",27,x,x,1,x,"1,134","102,650",869,"2,206","1,086","37,586",62,988,"1,064","36,598",784,"15,381",459,"16,806","1,035","30,671",147,"51,483",44,184,60,"4,287",138,"47,012",38,"1,965",27,48,37,"1,109",31,808,331,"1,597",27,353,18,68,0,0,1,x,7,438,5,128,3,24,21,2,x
470011000,4711000,47,0,11,0,Division No. 11,"3,947",315,"361,479",162,"216,194",73,"38,516",212,"106,769",2,x,82,"117,287",106,"4,333",198,"2,428,240","5,353,353",69,"1,961,372","4,324,085",1,x,"1,566","139,267","1,115","3,529","1,431","58,848",168,"7,223","1,334","51,625","1,126","16,539",653,"13,512","1,435","46,839",169,"74,908",78,521,88,"8,114",156,"66,273",96,"4,951",59,119,93,"2,265",81,"2,567",632,"3,717",84,613,68,"1,534",0,0,0,0,11,293,23,"1,974",19,78,43,30,"6,440"
470012000,4712000,47,0,12,0,Division No. 12,"2,774",214,"267,030",111,"159,268",60,"25,334",150,"82,428",3,"13,475",58,"40,608",79,"6,088",113,"2,229,999","4,916,306",60,x,x,0,0,"1,201","134,882",902,"3,093","1,121","52,350",62,"1,622","1,094","50,728",851,"18,042",499,"16,831","1,092","44,566",137,"56,575",67,389,74,"5,741",127,"50,445",97,"5,083",58,127,86,"2,280",81,"2,676",504,"2,875",50,429,46,296,0,0,1,x,10,332,15,932,14,80,29,12,"1,067"
470013000,4713000,47,0,13,0,Division No. 13,"3,026",198,"140,121",89,"40,872",42,"24,761",145,"74,488",2,x,36,809,53,"5,701",83,"553,117","1,219,414",34,"6,178","13,620",1,x,"1,288","150,643",995,"3,650","1,210","66,836",71,"1,953","1,182","64,883",863,"14,408",535,"8,554","1,151","57,195",156,"55,447",80,459,92,"3,986",150,"51,002",54,"1,225",38,48,50,552,40,625,447,"2,106",34,186,38,177,0,0,0,0,18,539,23,821,8,46,21,3,x
470014000,4714000,47,0,14,0,Division No. 14,"4,303",240,"155,077",90,"137,382",48,"2,584",187,"15,111",0,0,40,"1,075",78,"2,090",125,"977,141","2,154,227",45,"6,749","14,879",0,0,"1,456","117,451","1,077","2,788","1,378","50,875",82,"1,242","1,340","49,633","1,105","13,336",668,"8,419","1,351","42,033",241,"40,534",108,351,134,"4,396",225,"35,787",86,"3,507",61,137,84,"1,655",73,"1,715",486,"3,480",85,647,37,268,0,0,1,x,18,"1,004",33,"3,042",17,68,67,53,"36,332"
470015000,4715000,47,0,15,0,Division No. 15,"5,053",360,"369,932",166,"217,043",67,"15,933",261,"136,956",1,x,63,"19,540",95,"1,654",164,"2,428,593","5,354,131",66,"1,265,037","2,788,929",2,x,"1,845","141,024","1,341","3,106","1,699","55,276",194,"5,280","1,598","49,996","1,354","17,700",816,"16,184","1,681","48,758",524,"158,213",259,972,286,"14,675",505,"142,566",103,"4,109",68,118,96,"1,817",81,"2,174",568,"2,775",91,852,73,387,0,0,2,x,25,851,25,513,23,120,38,38,"10,449"
470016000,4716000,47,0,16,0,Division No. 16,"3,223",268,"44,235",111,"12,754",56,"3,498",218,"27,983",0,0,35,x,82,943,126,"29,243","64,470",36,x,x,1,x,"1,728","194,096","1,407","4,277","1,641","84,877",73,"1,812","1,603","83,065","1,276","21,041",747,"11,275","1,601","72,626",221,"37,427",90,314,113,"4,034",206,"33,079",76,"2,321",39,60,64,"1,022",66,"1,239",560,"2,606",59,845,41,358,0,0,0,0,23,810,15,392,8,90,34,21,"5,746"
470017000,4717000,47,0,17,0,Division No. 17,"2,655",265,"32,355",131,"12,848",61,"5,654",194,"13,853",0,0,53,580,95,"2,742",106,"27,162","59,882",34,"4,281","9,438",0,0,"1,665","247,161","1,346","5,770","1,582","107,731",77,864,"1,541","106,867","1,248","26,595",655,"14,052","1,516","93,013",173,"19,567",68,219,94,"1,937",156,"17,411",96,"4,394",55,116,91,"2,066",79,"2,212",771,"4,790",76,510,55,418,0,0,3,313,16,"1,020",28,"1,917",13,46,27,14,x
471000000,4700000,47,10,0,0,Agricultural Region 1A - RÇgion agricole 1A,"2,336",100,"14,457",46,"5,204",18,"3,626",72,"5,627",1,x,18,356,43,773,60,"22,270","49,097",18,"2,354","5,190",0,0,"1,063","117,303",864,"2,840","1,016","51,712",46,"1,502",992,"50,210",747,"12,281",394,"5,545",967,"44,925",69,"11,628",32,123,33,"1,112",67,"10,393",38,"1,763",29,58,34,811,32,894,432,"8,071",41,308,18,98,0,0,0,0,2,x,7,x,5,x,18,3,x
471001001,4701001,47,10,1,1,Argyle No. 1,126,6,239,0,0,0,0,6,239,0,0,1,x,2,x,2,x,x,0,0,0,0,0,72,"7,613",58,156,71,"3,506",3,61,70,"3,445",52,677,29,253,70,"3,021",8,121,3,7,3,20,8,94,0,0,0,0,0,0,0,0,21,289,1,x,1,x,0,0,0,0,0,0,0,0,0,0,2,0,0
471001006,4701006,47,10,1,6,Mount Pleasant No. 2,158,3,x,1,x,0,0,2,x,0,0,0,0,2,x,3,x,x,0,0,0,0,0,71,"12,435",63,293,69,"5,364",1,x,68,x,53,"1,453",31,645,65,"4,680",7,"1,484",4,52,3,105,7,"1,327",2,x,2,x,2,x,2,x,46,"2,174",4,9,3,18,0,0,0,0,1,x,0,0,0,0,1,0,0
471001011,4701011,47,10,1,11,Enniskillen No. 3,170,9,"1,215",4,510,3,285,7,420,0,0,2,x,6,105,6,"1,748","3,854",1,x,x,0,0,79,"10,285",68,221,78,"4,233",6,96,73,"4,137",58,"1,509",32,560,75,"3,762",2,x,1,x,1,x,2,x,4,179,3,7,3,84,4,88,39,"1,097",1,x,0,0,0,0,0,0,0,0,2,x,0,0,2,0,0
471001016,4701016,47,10,1,16,Coalfields No. 4,129,6,593,3,315,3,115,5,163,0,0,1,x,0,0,2,x,x,0,0,0,0,0,50,"5,321",40,196,47,"2,591",0,0,47,"2,591",33,373,18,67,44,"2,094",0,0,0,0,0,0,0,0,3,62,2,x,3,x,3,34,27,490,0,0,0,0,0,0,0,0,0,0,1,x,1,x,2,0,0
471001022,4701022,47,10,1,22,Estevan No. 5,187,5,210,2,x,0,0,4,x,0,0,1,x,4,31,3,578,"1,274",3,232,511,0,0,61,"7,230",44,169,58,"3,030",4,175,55,"2,855",48,"1,168",25,301,53,"2,562",2,x,1,x,2,x,2,x,6,664,6,18,6,281,6,365,35,304,4,33,2,x,0,0,0,0,0,0,1,x,1,x,1,0,0
471001027,4701027,47,10,1,27,Benson No. 35,164,4,492,2,x,1,x,3,x,0,0,0,0,1,x,3,x,x,1,x,x,0,0,49,"3,493",34,78,45,"1,577",0,0,45,"1,577",35,356,11,94,45,"1,388",3,57,1,x,1,x,3,x,1,x,0,0,1,x,1,x,15,57,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471001031,4701031,47,10,1,31,Browning No. 34,187,10,824,4,515,1,x,6,x,0,0,1,x,3,35,2,x,x,0,0,0,0,0,74,"7,722",56,152,68,"3,148",10,506,65,"2,642",58,"1,052",34,717,65,"2,653",2,x,1,x,1,x,2,x,1,x,0,0,1,x,0,0,27,477,3,7,3,17,0,0,0,0,0,0,1,x,0,0,0,1,x
471001036,4701036,47,10,1,36,Moose Creek No. 33,151,8,550,5,270,1,x,4,x,0,0,0,0,3,20,4,452,996,0,0,0,0,0,79,"9,010",68,232,71,"3,910",1,x,70,x,57,782,35,465,71,"3,621",3,x,2,x,2,x,3,x,0,0,0,0,0,0,0,0,30,366,1,x,0,0,0,0,0,0,0,0,1,x,0,0,1,0,0
471001039,4701039,47,10,1,39,Reciprocity No. 32,159,5,430,3,x,1,x,5,237,0,0,0,0,0,0,1,x,x,0,0,0,0,0,71,"5,419",57,128,69,"2,503",1,x,68,x,48,432,22,299,61,"2,057",5,"1,866",4,14,3,211,4,"1,641",1,x,0,0,0,0,1,x,26,640,4,x,2,x,0,0,0,0,0,0,0,0,1,x,1,0,0
471001043,4701043,47,10,1,43,Storthoaks No. 31,116,3,x,0,0,0,0,3,x,0,0,1,x,1,x,1,x,x,1,x,x,0,0,59,"6,531",51,134,57,"3,042",2,x,56,x,36,441,16,279,55,"2,635",8,"1,604",4,8,4,135,7,"1,461",1,x,0,0,1,x,1,x,14,124,6,61,1,x,0,0,0,0,0,0,0,0,1,x,3,0,0
471001047,4701047,47,10,1,47,Antler No. 61,183,13,"7,021",8,x,3,x,7,x,1,x,4,62,5,110,11,"5,737","12,648",2,x,x,0,0,88,"7,998",78,203,84,"3,745",3,17,84,"3,728",58,586,24,298,81,"3,166",10,"1,752",1,x,2,x,10,x,5,98,4,6,5,47,5,45,21,79,6,13,1,x,0,0,0,0,1,x,0,0,0,0,2,0,0
471001053,4701053,47,10,1,53,Moose Mountain No. 63,192,10,934,4,635,1,x,8,x,0,0,2,x,8,129,10,"4,709","10,382",5,226,498,0,0,104,"12,250",90,307,103,"5,471",6,280,101,"5,191",76,"1,129",42,738,96,"4,605",8,"1,892",4,14,5,172,8,"1,706",5,173,4,x,4,78,2,x,42,"1,185",2,x,4,15,0,0,0,0,0,0,1,x,1,x,1,0,0
471001058,4701058,47,10,1,58,Brock No. 64,130,7,558,3,350,2,x,5,x,0,0,1,x,2,x,3,"1,132","2,496",1,x,x,0,0,94,"11,333",74,276,90,"4,808",5,149,87,"4,659",67,"1,393",39,567,89,"4,289",4,41,1,x,1,x,4,x,6,392,6,9,6,198,6,185,45,483,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x
471001063,4701063,47,10,1,63,Tecumseh No. 65,163,5,392,3,300,0,0,3,92,0,0,3,9,3,133,6,"1,926","4,246",4,713,"1,572",0,0,79,"6,244",58,175,75,"2,709",3,11,72,"2,698",52,654,24,154,69,"2,552",3,784,2,x,2,x,3,x,0,0,0,0,0,0,0,0,33,266,1,x,1,x,0,0,0,0,0,0,0,0,0,0,1,0,0
471002001,4702001,47,10,2,1,Cambria No. 6,121,6,653,4,x,2,x,4,74,0,0,1,x,3,172,3,555,"1,224",0,0,0,0,0,33,"4,419",25,120,31,"2,075",1,x,31,x,16,276,12,108,28,"1,840",4,"1,574",3,9,3,190,4,"1,375",3,8,2,x,2,x,1,x,11,40,1,x,0,0,0,0,0,0,0,0,0,0,0,0,1,1,x
471100000,4700000,47,11,0,0,Agricultural Region 1B - RÇgion agricole 1B,"2,256",166,"18,991",74,"7,801",37,"3,930",124,"7,260",1,x,37,561,57,780,92,"27,593","60,832",24,"3,475","7,661",0,0,"1,314","148,615","1,072","3,487","1,248","65,049",55,"1,813","1,218","63,236",958,"14,729",514,"10,633","1,218","54,717",66,"24,865",26,141,31,"2,618",64,"22,106",35,"2,511",29,87,33,"1,188",32,"1,236",452,"6,442",36,226,23,120,0,0,0,0,3,x,17,"1,190",6,34,34,5,x
471101069,4701069,47,11,1,69,Golden West No. 95,141,16,706,7,341,3,84,13,281,0,0,5,83,8,49,7,678,"1,495",2,x,x,0,0,70,"7,228",57,201,68,"3,328",4,x,66,x,53,715,18,169,63,"2,815",3,19,1,x,2,x,2,x,3,297,3,5,3,163,3,129,26,131,3,5,1,x,0,0,0,0,0,0,0,0,0,0,1,0,0
471101072,4701072,47,11,1,72,Hazelwood No. 94,128,10,795,4,404,1,x,8,x,0,0,1,x,5,18,5,x,x,2,x,x,0,0,76,"11,572",68,303,73,"5,313",1,x,72,x,56,759,38,568,73,"4,629",2,x,1,x,1,x,2,x,2,x,2,x,2,x,2,x,41,"1,510",2,x,1,x,0,0,0,0,0,0,1,x,1,x,0,0,0
471101076,4701076,47,11,1,76,Wawken No. 93,166,10,"1,403",6,561,3,335,7,507,0,0,2,x,5,90,8,"2,342","5,163",3,222,489,0,0,110,"14,799",86,408,100,"5,905",3,8,98,"5,897",80,"1,519",47,"1,692",97,"5,275",4,x,1,x,1,x,4,79,0,0,0,0,0,0,0,0,47,"1,766",7,18,3,20,0,0,0,0,0,0,5,268,2,x,1,0,0
471101091,4701091,47,11,1,91,Walpole No. 92,160,2,x,1,x,1,x,2,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,114,"15,354",97,293,111,"6,425",0,0,111,"6,425",84,"1,403",51,"1,754",104,"5,479",1,x,1,x,1,x,1,x,1,x,1,x,1,x,1,x,36,91,0,0,1,x,0,0,0,0,2,x,2,x,1,x,7,0,0
471101094,4701094,47,11,1,94,Maryfield No. 91,151,7,x,4,291,1,x,4,400,0,0,3,x,3,25,6,"3,630","8,003",1,x,x,0,0,94,"11,794",84,333,90,"5,706",3,162,89,"5,544",65,858,39,340,87,"4,557",8,x,3,11,3,x,8,x,2,x,2,x,2,x,2,x,28,273,2,x,2,x,0,0,0,0,1,x,1,x,0,0,3,0,0
471105001,4705001,47,11,5,1,Moosomin No. 121,145,12,"6,864",7,"2,310",5,"2,135",8,"2,419",1,x,5,203,5,50,10,"7,882","17,377",1,x,x,0,0,72,"6,205",58,146,62,"2,648",4,x,60,x,54,738,23,322,64,"2,351",5,359,2,x,2,x,5,x,1,x,1,x,1,x,1,x,28,156,2,x,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
