AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTVEG,TOTVEG,ETOTVEG,NSWCORN,SWCORN,ESWCORN,NTOMATO,TOMATO,ETOMATO,NCUCUMB,CUCUMB,ECUCUMB,NGRPEAS,GRPEAS,EGRPEAS,NBEANS,BEANS,EBEANS,NCABAGE,CABAGE,ECABAGE,NCHINCAB,CHINCAB,ECHINCAB,NCLFLWR,CLFLWR,ECLFLWR,NBROCLI,BROCLI,EBROCLI,NBRSPRT,BRSPRT,EBRSPRT,NCARROT,CARROT,ECARROT,NRTBAGA,RTBAGA,ERTBAGA,NBEETS,BEETS,EBEETS,NRADISH,RADISH,ERADISH,NONIONS,ONIONS,EONIONS,NSHALOT,SHALOT,ESHALOT,NCELERY,CELERY,ECELERY,NLETUCE,LETUCE,ELETUCE,NSPNACH,SPNACH,ESPNACH,NPEPPER,PEPPER,EPEPPER,NSQPUMP,SQPUMP,ESQPUMP,NASPPROD,ASPPROD,EASPPROD,NASPNPRD,ASPNPRD,EASPNPRD,NRHBARB,RHBARB,ERHBARB,NOTHVEG,OTHVEG,EOTHVEG,NNURSERY,NURSERY,ENURSERY,NSOD,SOD,ESOD,NTUNGLAS,TUNGLAS,FTUNGLAS,NTOTGRN,TOTGRN,FTOTGRN,NFLOWER,FLOWER,FFLOWER,NGRNVEG,NGRNHTOM,FGRNHTOM,NGRNHCUC,GRNHCUC,FGRNHCUC,NGRNHLET,GRNHLET,FGRNHLET,NGRNHOVEG,GRNHOVEG,FGRNHOVEG,NVEGTRN,VEGTRN,FVEGTRN,NGRNOTHER,GRNOTHER,FGRNOTHER,NMUSHRM,MUSHRM,FMUSHRM
470014056,47,0,14,56,4714056,- Connaught No. 457,230,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470014059,47,0,14,59,4714059,- Arborfield No. 456,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470014067,47,0,14,67,4714067,- Moose Range No. 486,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470014072,47,0,14,72,4714072,- Nipawin No. 487,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470014077,47,0,14,77,4714077,- Torch River No. 488,532,3,x,x,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0
470015000,47,0,15,0,4715000,- Division No. 15,"5,331",33,103,42,25,43,17,11,2,1,15,3,1,11,3,1,11,3,1,9,14,6,0,0,0,8,2,1,5,1,x,2,x,x,20,10,4,5,1,x,10,2,1,6,1,1,14,6,2,5,1,x,5,1,x,7,1,x,7,1,x,8,1,x,12,2,1,2,x,x,4,x,x,5,1,x,8,6,3,8,84,34,2,x,x,24,"98,847","9,183",24,"89,645","8,328",21,"70,556","6,555",6,"4,778",444,3,x,x,0,0,0,1,x,x,10,"6,467",601,2,x,x,0,0,0
470015001,47,0,15,1,4715001,- St. Peter No. 369,305,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015007,47,0,15,7,4715007,- Humboldt No. 370,286,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015011,47,0,15,11,4715011,- Bayne No. 371,276,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015014,47,0,15,14,4715014,- Grant No. 372,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015018,47,0,15,18,4715018,- Aberdeen No. 373,220,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470015026,47,0,15,26,4715026,- Laird No. 404,283,3,4,2,2,x,x,2,x,x,3,x,x,3,1,x,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,3,1,x,0,0,0,2,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,3,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0
470015031,47,0,15,31,4715031,- Rosthern No. 403,384,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,4,"7,528",699,4,x,x,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
470015036,47,0,15,36,4715036,- Fish Creek No. 402,182,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015039,47,0,15,39,4715039,- Hoodoo No. 401,286,4,15,6,3,x,x,2,x,x,3,1,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,3,2,1,1,x,x,2,x,x,2,x,x,3,1,1,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470015044,47,0,15,44,4715044,- Three Lakes No. 400,242,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015048,47,0,15,48,4715048,- Lake Lenore No. 399,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015051,47,0,15,51,4715051,- Flett's Springs No. 429,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
470015054,47,0,15,54,4715054,- Invergordon No. 430,244,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015057,47,0,15,57,4715057,- St. Louis No. 431,281,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470015061,47,0,15,61,4715061,- Duck Lake No. 463,170,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470015064,47,0,15,64,4715064,- Prince Albert No. 461,404,7,25,10,7,14,6,4,1,x,3,1,1,1,x,x,2,x,x,2,x,x,0,0,0,3,1,x,2,x,x,1,x,x,4,1,1,1,x,x,2,x,x,1,x,x,3,1,x,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015067,47,0,15,67,4715067,- Birch Hills No. 460,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015071,47,0,15,71,4715071,- Kinistino No. 459,270,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015079,47,0,15,79,4715079,- Garden River No. 490,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470015094,47,0,15,94,4715094,- Buckland No. 491,268,3,19,8,2,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,77,31,0,0,0,5,"39,160","3,638",5,"32,060","2,978",4,"24,350","2,262",2,x,x,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0
470015099,47,0,15,99,4715099,- Paddockwood No. 520,197,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016000,47,0,16,0,4716000,- Division No. 16,"3,297",15,127,52,12,42,17,5,1,x,7,4,1,9,2,1,6,11,4,6,16,7,3,x,x,4,1,x,3,1,x,1,x,x,7,16,7,3,x,x,3,x,x,3,x,x,4,1,x,4,1,x,0,0,0,3,1,x,0,0,0,0,0,0,5,12,5,2,x,x,3,x,x,2,x,x,4,x,x,9,x,x,3,304,123,12,"49,949","4,640",12,"33,164","3,081",7,"14,767","1,372",2,x,x,2,x,x,0,0,0,0,0,0,7,x,x,2,x,x,0,0,0
470016005,47,0,16,5,4716005,- Mayfield No. 406,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016008,47,0,16,8,4716008,- Great Bend No. 405,189,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016013,47,0,16,13,4716013,- Blaine Lake No. 434,204,2,x,x,1,x,x,0,0,0,1,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016018,47,0,16,18,4716018,- Redberry No. 435,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016023,47,0,16,23,4716023,- Douglas No. 436,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016028,47,0,16,28,4716028,- North Battleford No. 437,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470016033,47,0,16,33,4716033,- Round Hill No. 467,171,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016038,47,0,16,38,4716038,- Meeting Lake No. 466,162,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
470016041,47,0,16,41,4716041,- Leask No. 464,283,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016046,47,0,16,46,4716046,- Shellbrook No. 493,302,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,5,"11,060","1,028",5,"11,040","1,026",2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0
470016051,47,0,16,51,4716051,- Canwood No. 494,445,6,84,34,6,11,5,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,2,x,x,1,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016056,47,0,16,56,4716056,- Spiritwood No. 496,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016062,47,0,16,62,4716062,- Medstead No. 497,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470016075,47,0,16,75,4716075,- Big River No. 555,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0
470016999,47,0,16,999,4716999,- Division No. 18,72,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0
470017000,47,0,17,0,4717000,- Division No. 17,"2,674",13,100,40,9,x,x,5,3,1,6,x,x,7,7,3,3,x,x,4,x,x,0,0,0,2,x,x,2,x,x,1,x,x,7,3,1,1,x,x,2,x,x,1,x,x,3,1,1,2,x,x,0,0,0,3,x,x,0,0,0,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,3,3,1,7,18,7,0,0,0,7,"25,654","2,383",7,"22,972","2,134",6,"18,844","1,751",1,x,x,1,x,x,0,0,0,0,0,0,4,x,x,0,0,0,0,0,0
470017001,47,0,17,1,4717001,- Meota No. 468,177,4,70,29,3,45,18,1,x,x,1,x,x,2,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017008,47,0,17,8,4717008,- Turtle River No. 469,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017013,47,0,17,13,4717013,- Paynton No. 470,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017017,47,0,17,17,4717017,- Eldon No. 471,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017022,47,0,17,22,4717022,- Wilton No. 472,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470017028,47,0,17,28,4717028,- Britannia No. 502,246,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0
