AREAID,PROV,CAR,CD,CCS,CAR2,SGC,AREANAME,TOTAL,TYPORG2_1,TYPORG2_2,TYPORG2_3,TYPORG2_4,TYPORG2_5,TYPORG2_6,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6,TYPORG_7,TYPORG_8,TYPORG_9,TYPORG_10,TYPORG_11,TYPORG_12,TYPORG_13,TYPORG_14,TYPORG_15,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPST,UNIMPST,EUNIMPST,NOTHLND,OTHLND,EOTHLND,CRPSFDT,CRPSFDT_1,CRPSFDT_2,CRPSFDT_3,CRPSFDT_4,CRPSFDT_5,CRPSFDT_6,CRPSFDT_7,CRPSFDT_8,CRPSFDT_9,CRPSFDT_10,CRPSFDT_11,CRPSFDT_12,NFERTIL,FERTIL,EFERTIL,NMANURE,MANURE,EMANURE,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NCROPROT,NCOVCROP,NGRASWAT,NSTRIPCR,NCONTOUR,NOTHSEC,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NWINDYES,WINDYES,NSALINYES,FRMSIZE,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
590207000,59,2,7,0,2,5907000,#NAME?,"1,611",759,108,617,96,28,3,806,103,597,55,14,23,4,10,805,759,5,20,12,6,3,"1,611","163,920","66,336","1,541","112,446","45,505",291,"51,474","20,831",51,"30,570","12,371",262,"20,904","8,460","1,611","163,920","66,336","1,488","28,554","11,555",88,"1,800",728,260,"13,687","5,539",313,"85,656","34,664",957,"34,223","13,850","1,492",201,554,663,33,12,9,14,3,3,0,0,0,"1,108","19,304","7,812",284,"4,689","1,898",766,"10,237","4,143",948,"11,342","4,590","1,341","24,208","9,797",134,128,153,18,42,234,10,222,90,64,722,292,25,856,346,284,"4,042","1,636",233,"3,329","1,347",40,339,137,25,374,151,42,25,0,"1,611",103,485,842,49,26,11,30,13,8,16,6,7,2,6,7
590207020,59,2,7,20,2,5907020,#NAME?,890,404,73,340,52,19,2,458,69,328,30,10,12,3,6,432,404,4,12,6,4,2,890,"78,215","31,652",848,"55,250","22,359",149,"22,965","9,294",28,"13,652","5,525",129,"9,313","3,769",890,"78,215","31,652",843,"16,148","6,535",46,595,241,125,"3,300","1,335",140,"42,454","17,181",480,"15,718","6,361",845,75,294,435,21,5,4,9,1,1,0,0,0,644,"11,796","4,774",163,"2,609","1,056",438,"5,938","2,403",546,"7,149","2,893",744,"13,984","5,659",80,68,64,12,20,134,7,201,81,33,250,101,11,144,58,175,"2,821","1,142",147,"2,245",909,23,246,100,17,330,134,22,10,0,890,33,257,512,28,11,5,15,6,3,8,2,2,1,4,3
590207030,59,2,7,30,2,5907030,"- Okanagan-Similkameen, Subd. C",79,41,4,29,4,1,0,37,4,28,1,1,2,0,1,42,41,0,1,0,0,0,79,"45,499","18,413",76,"33,030","13,367",20,"12,469","5,046",8,"4,930","1,995",17,"7,539","3,051",79,"45,499","18,413",63,"4,628","1,873",3,604,244,31,"7,507","3,038",57,"23,150","9,368",65,"9,610","3,889",63,1,8,34,7,5,2,4,1,1,0,0,0,22,"1,716",694,35,857,347,2,x,x,0,0,0,50,"2,805","1,135",19,9,2,0,3,7,2,x,x,0,0,0,2,x,x,30,450,182,23,407,165,4,35,14,3,8,3,6,6,0,79,3,8,17,4,11,5,9,5,5,4,1,3,1,0,3
590207045,59,2,7,45,2,5907045,#NAME?,642,314,31,248,40,8,1,311,30,241,24,3,9,1,3,331,314,1,7,6,2,1,642,"40,206","16,271",617,"24,166","9,780",122,"16,040","6,491",15,"11,988","4,851",116,"4,052","1,640",642,"40,206","16,271",582,"7,778","3,148",39,601,243,104,"2,880","1,165",116,"20,052","8,115",412,"8,895","3,600",584,125,252,194,5,2,3,1,1,1,0,0,0,442,"5,792","2,344",86,"1,223",495,326,x,x,402,"4,193","1,697",547,"7,419","3,002",35,51,87,6,19,93,1,x,x,31,472,191,12,x,x,79,771,312,63,677,274,13,58,23,5,36,15,14,9,0,642,67,220,313,17,4,1,6,2,0,4,3,2,0,2,1
590235000,59,2,35,0,2,5935000,#NAME?,"1,113",583,72,321,115,19,3,499,66,317,71,9,22,11,3,614,583,6,4,11,7,3,"1,113","64,516","26,109","1,046","49,556","20,055",181,"14,960","6,054",17,"3,784","1,531",172,"11,176","4,523","1,113","64,516","26,109",976,"17,743","7,180",78,"1,023",414,228,"3,746","1,516",251,"35,199","14,245",780,"6,805","2,754",984,141,378,417,27,7,6,6,2,0,0,0,0,650,"11,203","4,534",179,"1,597",646,517,"8,652","3,501",601,"9,871","3,995",866,"15,408","6,235",77,64,96,11,29,162,3,133,54,63,508,206,13,382,155,171,"2,379",963,137,"2,033",823,22,218,88,20,128,52,34,23,0,"1,113",63,345,594,40,13,16,17,7,6,3,2,5,0,1,1
590235013,59,2,35,13,2,5935013,#NAME?,961,504,67,276,94,17,3,427,61,272,55,9,19,9,2,534,504,6,4,11,6,3,961,"57,695","23,348",905,"44,191","17,883",152,"13,504","5,465",12,"2,953","1,195",145,"10,551","4,270",961,"57,695","23,348",843,"15,601","6,314",69,836,338,193,"3,362","1,361",214,"33,420","13,525",679,"4,476","1,811",850,112,322,376,22,5,5,6,2,0,0,0,0,568,"10,012","4,052",144,"1,216",492,455,"7,818","3,164",523,"8,723","3,530",762,"13,721","5,553",67,52,83,9,25,138,3,133,54,56,x,x,11,x,x,140,"2,112",855,113,"1,804",730,15,x,x,19,x,x,23,16,0,961,52,294,524,35,10,11,12,6,6,2,2,5,0,1,1
590235023,59,2,35,23,2,5935023,#NAME?,152,79,5,45,21,2,0,72,5,45,16,0,3,2,1,80,79,0,0,0,1,0,152,"6,821","2,760",141,"5,365","2,171",29,"1,456",589,5,831,336,27,625,253,152,"6,821","2,760",133,"2,142",867,9,187,76,35,384,155,37,"1,779",720,101,"2,329",943,134,29,56,41,5,2,1,0,0,0,0,0,0,82,"1,191",482,35,381,154,62,834,338,78,"1,148",465,104,"1,687",683,10,12,13,2,4,24,0,0,0,7,x,x,2,x,x,31,267,108,24,229,93,7,x,x,1,x,x,11,7,0,152,11,51,70,5,3,5,5,1,0,1,0,0,0,0,0
590237000,59,2,37,0,2,5937000,#NAME?,"1,139",603,55,380,87,13,1,513,52,372,60,7,12,9,1,626,603,3,8,6,5,1,"1,139","163,270","66,073","1,106","103,159","41,747",248,"60,111","24,326",25,"29,484","11,932",232,"30,627","12,394","1,139","163,270","66,073",939,"51,403","20,802",77,"1,811",733,402,"12,599","5,099",426,"62,808","25,417",883,"34,649","14,022",945,76,234,420,99,49,31,19,9,3,3,2,0,481,"30,807","12,467",371,"11,932","4,829",272,"12,892","5,217",154,"2,810","1,137",459,"18,622","7,536",300,54,66,11,35,93,8,155,63,63,847,343,15,809,327,462,"23,447","9,489",406,"19,579","7,923",58,"3,467","1,403",30,401,162,41,28,0,"1,139",39,210,509,118,84,44,62,24,22,11,4,3,2,1,6
590237019,59,2,37,19,2,5937019,#NAME?,574,324,37,180,27,6,0,237,34,174,14,3,5,6,1,337,324,3,6,2,2,0,574,"101,823","41,206",554,"61,172","24,755",117,"40,651","16,451",18,"21,418","8,668",104,"19,233","7,783",574,"101,823","41,206",458,"21,641","8,758",37,804,325,204,"7,841","3,173",211,"48,999","19,829",402,"22,538","9,121",460,53,150,170,31,29,12,7,5,1,0,2,0,226,"11,638","4,710",143,"3,264","1,321",121,"3,798","1,537",101,"1,619",655,317,"11,068","4,479",106,23,39,4,17,54,5,14,6,29,481,195,8,309,125,163,"6,946","2,811",138,"5,906","2,390",16,864,350,16,176,71,18,11,0,574,30,149,227,34,36,21,27,13,15,8,3,3,2,1,5
590237024,59,2,37,24,2,5937024,#NAME?,380,191,12,133,38,5,1,183,12,132,29,3,4,3,0,197,191,0,1,2,2,1,380,"39,787","16,101",373,"24,440","9,891",84,"15,347","6,211",5,x,x,82,x,x,380,"39,787","16,101",326,"20,621","8,345",29,849,344,117,"1,939",785,129,"9,672","3,914",319,"6,706","2,714",329,16,63,163,46,11,13,9,4,1,3,0,0,161,"12,050","4,876",136,"4,846","1,961",94,"6,914","2,798",34,947,383,77,"3,221","1,303",130,17,19,6,15,24,2,x,x,24,x,x,6,x,x,202,"12,352","4,999",180,"9,907","4,009",29,"2,277",921,11,168,68,15,12,0,380,5,48,206,54,20,13,19,6,5,2,1,0,0,0,1
590237039,59,2,37,39,2,5937039,#NAME?,185,88,6,67,22,2,0,93,6,66,17,1,3,0,0,92,88,0,1,2,1,0,185,"21,660","8,765",179,"17,547","7,101",47,"4,113","1,664",2,x,x,46,x,x,185,"21,660","8,765",155,"9,141","3,699",11,158,64,81,"2,819","1,141",86,"4,137","1,674",162,"5,405","2,187",156,7,21,87,22,9,6,3,0,1,0,0,0,94,"7,119","2,881",92,"3,822","1,547",57,"2,180",882,19,244,99,65,"4,333","1,754",64,14,8,1,3,15,1,x,x,10,x,x,1,x,x,97,"4,149","1,679",88,"3,766","1,524",13,326,132,3,57,23,8,6,0,185,4,13,76,30,28,10,16,5,2,1,0,0,0,0,0
590239000,59,2,39,0,2,5939000,#NAME?,629,371,30,190,33,4,1,245,27,183,22,3,4,5,1,384,371,3,7,1,1,1,629,"78,297","31,686",609,"59,002","23,877",121,"19,295","7,808",29,"10,379","4,200",102,"8,916","3,608",629,"78,297","31,686",488,"23,401","9,470",33,477,193,306,"11,406","4,616",344,"23,886","9,666",519,"19,127","7,740",492,38,99,248,65,19,14,5,2,1,1,0,0,251,"14,752","5,970",280,"7,646","3,094",87,"3,363","1,361",41,"1,037",420,180,"6,432","2,603",136,35,28,2,27,50,0,0,0,30,367,149,4,110,45,246,"6,964","2,818",216,"5,942","2,405",16,744,301,21,278,113,20,20,0,629,24,65,256,91,82,29,42,18,10,6,3,1,2,0,0
590239013,59,2,39,13,2,5939013,#NAME?,90,57,2,30,1,0,0,32,2,29,1,0,0,0,0,58,57,0,1,0,0,0,90,"15,898","6,434",85,"11,595","4,692",16,"4,303","1,741",6,"2,266",917,13,"2,037",824,90,"15,898","6,434",59,"2,556","1,034",5,81,33,47,"2,439",987,60,"4,940","1,999",67,"5,882","2,380",60,7,8,30,12,2,0,1,0,0,0,0,0,38,"2,850","1,153",36,385,156,5,105,42,2,x,x,21,916,371,11,6,1,0,5,5,0,0,0,5,x,x,1,x,x,35,477,193,29,376,152,4,41,17,3,60,24,3,2,0,90,9,6,28,11,15,4,7,4,2,3,0,0,1,0,0
590239041,59,2,39,41,2,5939041,"- Columbia-Shuswap, Subd. C",539,314,28,160,32,4,1,213,25,154,21,3,4,5,1,326,314,3,6,1,1,1,539,"62,399","25,252",524,"47,407","19,185",105,"14,992","6,067",23,"8,113","3,283",89,"6,879","2,784",539,"62,399","25,252",429,"20,845","8,436",28,396,160,259,"8,967","3,629",284,"18,946","7,667",452,"13,245","5,360",432,31,91,218,53,17,14,4,2,1,1,0,0,213,"11,902","4,817",244,"7,261","2,938",82,"3,258","1,318",39,x,x,159,"5,516","2,232",125,29,27,2,22,45,0,0,0,25,x,x,3,x,x,211,"6,487","2,625",187,"5,566","2,252",12,703,284,18,218,88,17,18,0,539,15,59,228,80,67,25,35,14,8,3,3,1,1,0,0
590300000,59,3,0,0,3,5900000,- Thompson Region - RÇgion de Thompson,"1,143",566,59,390,97,25,6,528,55,380,55,8,15,10,5,615,566,4,10,14,15,6,"1,143","1,044,276","422,603","1,090","691,514","279,846",311,"352,762","142,758",147,"300,691","121,685",194,"52,071","21,072","1,143","1,044,276","422,603",830,"81,590","33,018",55,"2,267",917,504,"49,670","20,101",722,"660,249","267,193",871,"250,500","101,374",844,55,104,364,144,52,50,41,18,5,6,3,2,432,"34,623","14,011",346,"10,926","4,422",136,"4,020","1,627",73,"2,038",825,628,"53,784","21,766",241,76,50,4,34,82,0,0,0,49,"1,946",788,7,321,130,427,"14,419","5,835",356,"11,506","4,656",50,"1,829",740,49,"1,084",439,40,39,0,"1,143",42,95,360,126,118,53,89,45,46,50,30,24,7,9,49
590331000,59,3,31,0,3,5931000,#NAME?,135,62,7,52,11,1,2,67,6,52,4,1,4,0,0,68,62,1,0,3,0,2,135,"37,309","15,098",127,"30,893","12,502",44,"6,416","2,596",14,"3,773","1,527",31,"2,643","1,070",135,"37,309","15,098",101,"5,924","2,397",6,68,28,71,"4,004","1,620",76,"20,393","8,253",117,"6,920","2,800",102,9,16,51,14,4,3,3,2,0,0,0,0,45,"2,761","1,117",53,693,280,26,872,353,27,629,255,72,"3,453","1,397",36,15,7,1,4,11,0,0,0,5,x,x,1,x,x,65,"1,893",766,55,"1,561",632,7,266,108,6,66,27,7,5,0,135,6,14,51,19,11,5,13,6,3,3,2,1,0,0,1
590331019,59,3,31,19,3,5931019,#NAME?,82,33,6,35,6,1,1,47,6,35,3,1,2,0,0,35,33,0,0,1,0,1,82,"12,214","4,943",76,"9,569","3,872",33,"2,645","1,070",8,268,108,26,"2,377",962,82,"12,214","4,943",59,"4,099","1,659",4,x,x,49,"2,376",962,48,"3,435","1,390",71,x,x,60,4,5,32,10,4,2,2,1,0,0,0,0,30,"1,871",757,33,464,188,23,773,313,22,523,212,30,"1,559",631,25,9,4,1,1,6,0,0,0,4,x,x,0,0,0,43,"1,633",661,37,"1,357",549,5,x,x,3,x,x,4,3,0,82,4,7,27,16,8,2,9,4,3,2,0,0,0,0,0
590331030,59,3,31,30,3,5931030,#NAME?,53,29,1,17,5,0,1,20,0,17,1,0,2,0,0,33,29,1,0,2,0,1,53,"25,095","10,156",51,"21,324","8,630",11,"3,771","1,526",6,"3,505","1,418",5,266,108,53,"25,095","10,156",42,"1,825",739,2,x,x,22,"1,628",659,28,"16,958","6,863",46,x,x,42,5,11,19,4,0,1,1,1,0,0,0,0,15,890,360,20,229,93,3,99,40,5,106,43,42,"1,894",766,11,6,3,0,3,5,0,0,0,1,x,x,1,x,x,22,260,105,18,204,83,2,x,x,3,x,x,3,2,0,53,2,7,24,3,3,3,4,2,0,1,2,1,0,0,1
590333000,59,3,33,0,3,5933000,#NAME?,"1,008",504,52,338,86,24,4,461,49,328,51,7,11,10,5,547,504,3,10,11,15,4,"1,008","1,006,967","407,505",963,"660,621","267,344",267,"346,346","140,161",133,"296,918","120,158",163,"49,428","20,003","1,008","1,006,967","407,505",729,"75,666","30,621",49,"2,199",890,433,"45,666","18,480",646,"639,856","258,941",754,"243,580","98,573",742,46,88,313,130,48,47,38,16,5,6,3,2,387,"31,862","12,894",293,"10,233","4,141",110,"3,148","1,274",46,"1,409",570,556,"50,331","20,368",205,61,43,3,30,71,0,0,0,44,x,x,6,x,x,362,"12,526","5,069",301,"9,945","4,025",43,"1,563",633,43,"1,018",412,33,35,0,"1,008",36,81,309,107,107,48,76,39,43,47,28,23,7,9,48
590333010,59,3,33,10,3,5933010,"- Thompson-Nicola, Subd. C",105,45,9,34,14,3,0,54,8,32,8,0,2,3,1,51,45,1,2,0,3,0,105,"415,632","168,200",99,"309,500","125,250",30,"106,132","42,950",18,"101,328","41,006",16,"4,804","1,944",105,"415,632","168,200",89,"18,431","7,459",4,232,94,28,"6,862","2,777",68,"292,905","118,534",68,"97,202","39,336",90,4,10,31,18,5,11,4,3,0,0,2,2,36,"5,659","2,290",20,789,319,14,277,112,8,130,53,66,"8,704","3,522",25,7,3,0,6,8,0,0,0,3,x,x,1,x,x,48,"3,010","1,218",38,"2,515","1,018",9,243,98,4,252,102,6,4,0,105,0,0,41,16,5,2,7,2,4,7,5,1,1,0,14
590333034,59,3,33,34,3,5933034,#NAME?,158,72,7,58,16,3,2,78,6,58,9,1,0,3,1,80,72,1,0,3,2,2,158,"156,569","63,361",149,"104,825","42,421",44,"51,744","20,940",26,"43,855","17,747",23,"7,889","3,193",158,"156,569","63,361",123,"12,604","5,101",7,391,158,65,"9,742","3,942",97,"93,796","37,958",126,"40,036","16,202",123,11,14,42,21,10,10,7,6,1,1,0,0,65,"6,338","2,565",52,"2,134",864,16,796,322,8,"1,050",425,95,"10,181","4,120",35,14,4,0,6,11,0,0,0,7,391,158,0,0,0,64,"2,865","1,159",56,"2,309",934,7,419,170,9,137,55,4,4,0,158,3,14,36,18,18,10,9,3,10,10,6,7,1,2,11
590333040,59,3,33,40,3,5933040,#NAME?,319,181,13,92,22,9,2,122,12,89,14,2,4,1,0,197,181,1,3,3,7,2,319,"210,206","85,067",302,"101,356","41,017",95,"108,850","44,050",47,"90,268","36,530",57,"18,582","7,520",319,"210,206","85,067",219,"16,758","6,782",17,507,205,134,"10,843","4,388",180,"120,498","48,764",224,"61,600","24,929",222,23,35,101,27,9,8,11,3,2,3,0,0,109,"6,608","2,674",85,"1,401",567,38,919,372,21,116,47,185,"11,945","4,834",52,20,13,1,6,22,0,0,0,14,246,100,3,261,106,104,"2,328",942,83,"1,598",647,14,549,222,13,181,73,8,6,0,319,22,52,109,26,24,9,19,9,2,12,9,7,2,2,15
590333058,59,3,33,58,3,5933058,#NAME?,233,112,14,82,19,6,0,112,14,77,15,2,2,1,1,121,112,0,5,1,3,0,233,"162,942","65,940",226,"95,253","38,548",62,"67,689","27,393",29,"54,275","21,964",43,"13,414","5,428",233,"162,942","65,940",156,"15,355","6,214",9,239,97,107,"10,823","4,380",160,"106,166","42,964",183,"30,359","12,286",160,2,18,70,34,11,13,7,3,0,1,1,0,93,"7,103","2,874",74,"3,048","1,233",27,776,314,2,x,x,105,"10,601","4,290",44,10,12,2,9,16,0,0,0,8,x,x,1,x,x,86,"2,608","1,055",73,"2,321",939,7,169,68,9,118,48,8,12,0,233,6,3,83,26,30,13,17,13,10,9,4,6,1,5,7
590333066,59,3,33,66,3,5933066,#NAME?,193,94,9,72,15,3,0,95,9,72,5,2,3,2,2,98,94,0,0,4,0,0,193,"61,618","24,936",187,"49,687","20,108",36,"11,931","4,828",13,"7,192","2,910",24,"4,739","1,918",193,"61,618","24,936",142,"12,518","5,066",12,830,336,99,"7,396","2,993",141,"26,491","10,721",153,"14,383","5,821",147,6,11,69,30,13,5,9,1,2,1,0,0,84,"6,154","2,490",62,"2,861","1,158",15,380,154,7,x,x,105,"8,900","3,602",49,10,11,0,3,14,0,0,0,12,x,x,1,x,x,60,"1,715",694,51,"1,202",486,6,183,74,8,330,134,7,8,0,193,5,12,40,21,30,14,24,12,17,9,4,2,2,0,1
590400000,59,4,0,0,4,5900000,- Mainland Region - RÇgion de Mainland,"5,945","2,623",417,"1,700","1,029",159,17,"3,137",397,"1,668",653,65,200,84,70,"2,808","2,623",20,32,74,42,17,"5,945","229,868","93,024","5,583","162,361","65,705","1,196","67,507","27,319",175,"18,396","7,445","1,099","49,111","19,875","5,945","229,868","93,024","3,651","126,719","51,281",289,"2,815","1,139","1,850","27,736","11,224","1,840","36,490","14,767","4,557","36,108","14,612","3,697",649,"1,173","1,332",309,99,61,52,11,5,4,2,0,"2,417","102,909","41,646","2,698","86,142","34,860","1,337","43,481","17,596",989,"28,203","11,413","1,112","32,985","13,349",458,569,260,60,112,466,35,96,39,235,"2,383",964,48,336,136,"1,669","64,156","25,963","1,436","55,211","22,343",189,"3,115","1,261",253,"5,830","2,359",191,177,0,"5,945",366,"2,065","2,679",449,177,82,84,22,7,8,3,0,1,0,2
590409000,59,4,9,0,4,5909000,#NAME?,978,394,90,294,175,23,2,551,85,286,116,10,33,13,8,427,394,5,8,11,7,2,978,"46,897","18,979",920,"33,422","13,525",275,"13,475","5,453",27,"2,435",985,259,"11,040","4,468",978,"46,897","18,979",699,"28,182","11,405",31,482,195,337,"6,084","2,462",259,"6,223","2,518",713,"5,926","2,398",702,84,195,299,75,22,17,6,2,1,1,0,0,503,"25,540","10,336",552,"23,212","9,394",283,"8,719","3,528",117,"3,318","1,343",191,"6,359","2,573",116,136,48,15,12,87,4,11,4,26,394,159,7,77,31,414,"17,255","6,983",360,"14,189","5,742",41,651,263,97,"2,415",977,36,30,0,978,53,263,457,123,41,16,16,5,1,2,0,0,1,0,0
590409012,59,4,9,12,4,5909012,#NAME?,50,23,1,13,12,1,0,26,1,12,11,0,0,1,1,24,23,0,1,0,0,0,50,"5,339","2,161",47,"2,961","1,198",16,"2,378",962,2,x,x,15,x,x,50,"5,339","2,161",36,"1,714",694,1,x,x,23,527,213,15,"1,919",777,36,x,x,36,4,6,19,2,1,3,1,0,0,0,0,0,27,"1,130",457,23,987,399,12,116,47,8,52,21,17,438,177,7,2,4,0,0,5,0,0,0,0,0,0,1,x,x,20,681,276,19,600,243,1,x,x,3,x,x,1,x,0,50,2,8,25,6,3,1,3,1,0,0,0,0,1,0,0
590409038,59,4,9,38,4,5909038,#NAME?,928,371,89,281,163,22,2,525,84,274,105,10,33,12,7,403,371,5,7,11,7,2,928,"41,558","16,818",873,"30,461","12,327",259,"11,097","4,491",25,x,x,244,x,x,928,"41,558","16,818",663,"26,468","10,711",30,x,x,314,"5,557","2,249",244,"4,304","1,742",677,x,x,666,80,189,280,73,21,14,5,2,1,1,0,0,476,"24,410","9,878",529,"22,225","8,994",271,"8,603","3,482",109,"3,266","1,322",174,"5,921","2,396",109,134,44,15,12,82,4,11,4,26,394,159,6,x,x,394,"16,574","6,707",341,"13,589","5,499",40,x,x,94,x,x,35,x,0,928,51,255,432,117,38,15,13,4,1,2,0,0,0,0,0
590411000,59,4,11,0,4,5911000,#NAME?,"1,406",507,130,371,357,38,3,840,124,364,227,13,76,19,17,566,507,6,7,29,14,3,"1,406","51,073","20,669","1,334","38,939","15,758",290,"12,134","4,910",33,"1,171",474,274,"10,963","4,437","1,406","51,073","20,669",975,"34,687","14,037",74,589,238,346,"4,741","1,919",337,"4,290","1,736","1,147","6,766","2,738",979,97,322,409,88,34,16,11,0,0,1,1,0,639,"27,124","10,977",782,"26,514","10,730",438,"12,125","4,907",342,"8,612","3,485",351,"11,002","4,452",117,203,72,16,38,105,9,26,11,59,487,197,10,76,31,416,"17,063","6,905",369,"14,444","5,845",47,"1,111",450,56,"1,508",610,44,41,0,"1,406",45,403,754,115,45,27,13,2,0,1,1,0,0,0,0
590411012,59,4,11,12,4,5911012,#NAME?,298,85,33,77,93,8,2,190,30,75,62,2,14,2,5,108,85,3,2,13,3,2,298,"19,001","7,689",285,"13,707","5,547",85,"5,294","2,142",10,149,60,82,"5,145","2,082",298,"19,001","7,689",249,"15,827","6,405",7,166,67,68,"1,213",491,49,653,264,233,"1,142",462,249,20,52,101,37,21,10,6,0,0,1,1,0,188,"13,569","5,491",202,"11,567","4,681",126,"5,806","2,350",59,"3,118","1,262",93,"5,747","2,326",49,72,12,5,8,36,2,x,x,6,x,x,1,x,x,158,"9,940","4,023",139,"8,501","3,440",15,417,169,30,"1,022",414,11,9,0,298,10,61,140,44,18,16,7,0,0,1,1,0,0,0,0
590411014,59,4,11,14,4,5911014,#NAME?,"1,108",422,97,294,264,30,1,650,94,289,165,11,62,17,12,458,422,3,5,16,11,1,"1,108","32,072","12,979","1,049","25,232","10,211",205,"6,840","2,768",23,"1,022",414,192,"5,818","2,354","1,108","32,072","12,979",726,"18,860","7,632",67,423,171,278,"3,528","1,428",288,"3,637","1,472",914,"5,624","2,276",730,77,270,308,51,13,6,5,0,0,0,0,0,451,"13,555","5,486",580,"14,947","6,049",312,"6,319","2,557",283,"5,494","2,223",258,"5,255","2,127",68,131,60,11,30,69,7,x,x,53,x,x,9,x,x,258,"7,123","2,883",230,"5,943","2,405",32,694,281,26,486,197,33,33,0,"1,108",35,342,614,71,27,11,6,2,0,0,0,0,0,0,0
590413000,59,4,13,0,4,5913000,#NAME?,742,339,49,256,84,12,2,385,45,252,47,7,17,11,6,357,339,4,4,7,1,2,742,"35,049","14,184",709,"27,678","11,201",132,"7,371","2,983",7,375,152,127,"6,996","2,831",742,"35,049","14,184",439,"16,162","6,541",42,246,100,258,"4,644","1,879",283,"9,259","3,747",545,"4,738","1,917",450,87,135,150,54,11,4,5,1,2,1,0,0,311,"13,685","5,538",334,"12,170","4,925",135,"2,622","1,061",91,"1,449",586,111,"3,096","1,253",43,45,32,6,10,71,4,8,3,35,x,x,6,x,x,166,"3,852","1,559",137,"3,188","1,290",12,123,50,30,541,219,28,27,0,742,27,281,314,58,32,11,11,5,0,2,0,0,0,0,1
590413005,59,4,13,5,4,5913005,#NAME?,135,64,4,59,7,0,1,70,4,59,4,0,1,2,0,65,64,0,0,0,0,1,135,"2,955","1,196",133,"2,459",995,11,496,201,0,0,0,11,496,201,135,"2,955","1,196",53,"1,004",406,9,24,10,58,770,312,61,528,214,91,629,255,56,20,20,11,2,3,0,0,0,0,0,0,0,31,920,372,51,"1,039",420,18,281,114,11,94,38,13,186,75,6,7,10,1,0,24,1,x,x,6,11,4,2,x,x,17,346,140,15,284,115,2,x,x,2,x,x,9,6,0,135,6,78,41,3,4,2,1,0,0,0,0,0,0,0,0
590413011,59,4,13,11,4,5913011,#NAME?,244,133,14,79,13,4,1,106,13,78,9,2,0,2,2,138,133,1,1,2,0,1,244,"4,922","1,992",234,"3,779","1,529",36,"1,143",463,2,x,x,34,x,x,244,"4,922","1,992",112,"1,633",661,16,49,20,85,687,278,108,"1,340",542,191,"1,213",491,116,47,39,22,5,2,0,1,0,0,0,0,0,87,"1,152",466,95,"1,166",472,27,126,51,23,59,24,35,87,35,10,10,4,3,3,16,2,x,x,14,x,x,0,0,0,54,497,201,40,448,181,6,20,8,11,29,12,5,2,0,244,14,122,97,5,3,0,2,1,0,0,0,0,0,0,0
590413018,59,4,13,18,4,5913018,#NAME?,171,64,25,51,25,6,0,101,22,51,16,4,6,0,2,70,64,3,0,3,0,0,171,"13,012","5,266",165,"10,294","4,166",33,"2,718","1,100",4,302,122,30,"2,416",978,171,"13,012","5,266",142,"6,320","2,558",7,52,21,36,692,280,34,"5,261","2,129",123,687,278,143,13,50,60,11,2,1,3,1,1,1,0,0,96,"4,519","1,829",67,"2,746","1,111",52,"1,273",515,43,"1,016",411,36,"1,488",602,8,5,4,0,7,11,0,0,0,5,x,x,2,x,x,32,920,372,30,867,351,1,x,x,3,x,x,4,6,0,171,5,53,88,13,4,2,1,3,0,1,0,0,0,0,1
590413024,59,4,13,24,4,5913024,#NAME?,192,78,6,67,39,2,0,108,6,64,18,1,10,7,2,84,78,0,3,2,1,0,192,"14,160","5,730",177,"11,146","4,511",52,"3,014","1,220",1,x,x,52,x,x,192,"14,160","5,730",132,"7,205","2,916",10,121,49,79,"2,495","1,010",80,"2,130",862,140,"2,209",894,135,7,26,57,36,4,3,1,0,1,0,0,0,97,"7,094","2,871",121,"7,219","2,921",38,942,381,14,280,113,27,"1,335",540,19,23,14,2,0,20,1,x,x,10,x,x,2,x,x,63,"2,089",845,52,"1,589",643,3,41,17,14,459,186,10,13,0,192,2,28,88,37,21,7,7,1,0,1,0,0,0,0,0
