AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTEXP,TOTEXP,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGNF,CSHWGNF,NELECTY,ELECTY,NTINTRST,TINTRST,NINTOPER,INTOPER,NINTOTHD,INTOTHD,NTELPHON,TELPHON,NTMCHEXP,TMCHEXP,NMCHFUEL,MCHFUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NTCRPEXP,TCRPEXP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NTLVSEXP,TLVSEXP,NFEEDPD,FEEDPD,NFEEDCO,FEEDCO,NLVSTPD,LVSTPD,NVETSER,VETSER,NFUELHT,FUELHT,NOTHEXP,OTHEXP,SALEDST,SALES95,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALEDST_9,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_11,FRMTYP1_9,FRMTYP1_10,FRMTYP1_12,NVFTPRD,VFTPRD,NMAPLET,MAPLET,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL
481000000,48,10,0,0,4800000,- Agricultural Region - RÇgion agricole 1,"3,337","324,645,840","2,056","14,547,234","1,705","8,611,586",652,"5,935,648","1,619","26,271,442","1,161","16,645,607",860,"9,625,835","2,814","5,223,209","2,403","43,522,809","1,453","12,468,917","1,983","31,053,892","2,869","2,148,540","3,174","53,297,307","3,074","22,339,749","3,048","30,957,558","1,694","10,243,390","2,815","27,844,908","1,463","11,710,874","2,241","10,837,621","2,032","5,296,413","2,304","96,667,925","2,120","38,236,365","1,690","22,987,349","1,490","54,632,326","1,998","3,799,234","1,775","2,681,027","2,581","42,198,049","3,337","415,726,360",72,69,141,407,548,888,895,213,104,"3,265",16,"1,226",28,5,"1,262",330,91,0,4,140,84,79,3,x,0,0,"1,618","68,298",694,"47,738","1,165","20,560"
481001000,48,10,1,0,4801000,- Division No.  1,"1,752","172,830,996",949,"7,994,577",736,"4,096,089",332,"3,898,488",848,"15,678,312",626,"9,746,462",437,"5,931,850","1,459","2,964,048","1,237","23,950,907",759,"6,965,060","1,020","16,985,847","1,483","1,036,262","1,656","28,126,453","1,594","12,246,397","1,581","15,880,056",876,"5,812,470","1,455","16,881,799",895,"8,062,362","1,126","5,672,392","1,108","3,147,045","1,088","45,414,158","1,002","18,873,267",811,"13,669,277",702,"24,956,914",928,"1,583,977",882,"1,767,429","1,359","23,204,581","1,752","219,357,759",48,43,87,226,291,421,465,109,62,"1,704",13,620,19,4,639,142,80,0,4,111,33,39,2,x,0,0,848,"41,550",388,"28,257",597,"13,293"
481001003,48,10,1,3,4801003,- Cypress No. 1,"1,004","82,769,249",497,"3,078,557",417,"1,865,858",139,"1,212,699",410,"8,081,820",293,"4,426,869",216,"3,654,951",826,"1,585,295",659,"11,161,669",398,"3,480,091",519,"7,681,578",814,"521,203",932,"12,193,199",889,"5,258,172",887,"6,935,027",478,"2,642,398",783,"6,004,766",448,"2,649,829",562,"2,131,441",577,"1,223,496",684,"26,251,153",634,"10,195,789",530,"7,079,829",449,"15,169,834",591,"885,530",490,"1,147,472",729,"10,101,717","1,004","104,554,087",41,37,63,166,180,227,214,45,31,963,9,452,12,1,238,57,46,0,4,101,19,24,1,x,0,0,410,"21,608",196,"14,464",275,"7,144"
481001008,48,10,1,8,4801008,- Forty Mile County No. 8,748,"90,061,747",452,"4,916,020",319,"2,230,231",193,"2,685,789",438,"7,596,492",333,"5,319,593",221,"2,276,899",633,"1,378,753",578,"12,789,238",361,"3,484,969",501,"9,304,269",669,"515,059",724,"15,933,254",705,"6,988,225",694,"8,945,029",398,"3,170,072",672,"10,877,033",447,"5,412,533",564,"3,540,951",531,"1,923,549",404,"19,163,005",368,"8,677,478",281,"6,589,448",253,"9,787,080",337,"698,447",392,"619,957",630,"13,102,864",748,"114,803,672",7,6,24,60,111,194,251,64,31,741,4,168,7,3,401,85,34,0,0,10,14,15,1,x,0,0,438,"19,942",192,"13,793",322,"6,149"
481004000,48,10,4,0,4804000,- Division No.  4,"1,585","151,814,844","1,107","6,552,657",969,"4,515,497",320,"2,037,160",771,"10,593,130",535,"6,899,145",423,"3,693,985","1,355","2,259,161","1,166","19,571,902",694,"5,503,857",963,"14,068,045","1,386","1,112,278","1,518","25,170,854","1,480","10,093,352","1,467","15,077,502",818,"4,430,920","1,360","10,963,109",568,"3,648,512","1,115","5,165,229",924,"2,149,368","1,216","51,253,767","1,118","19,363,098",879,"9,318,072",788,"29,675,412","1,070","2,215,257",893,"913,598","1,222","18,993,468","1,585","196,368,601",24,26,54,181,257,467,430,104,42,"1,561",3,606,9,1,623,188,11,0,0,29,51,40,1,x,0,0,770,"26,748",306,"19,481",568,"7,267"
481004004,48,10,4,4,4804004,- Special Area No. 2,571,"58,731,557",396,"2,189,200",355,"1,504,883",103,"684,317",246,"3,953,652",170,"2,267,430",136,"1,686,222",493,"852,245",413,"7,792,039",257,"2,422,618",337,"5,369,421",502,"370,893",544,"9,507,541",527,"3,633,039",524,"5,874,502",273,"1,458,037",456,"3,453,601",212,"1,258,149",348,"1,432,741",322,"762,711",481,"21,924,279",441,"7,557,125",363,"3,986,878",319,"13,531,641",424,"835,513",341,"360,493",424,"6,869,577",571,"75,192,420",15,8,25,64,91,158,153,38,19,556,2,315,1,0,130,57,5,0,0,12,22,12,1,x,0,0,246,"9,367",103,"7,162",169,"2,205"
481004012,48,10,4,12,4804012,- Special Area No. 3,650,"48,794,478",451,"2,770,467",386,"1,780,149",144,"990,318",330,"3,237,395",225,"2,224,802",173,"1,012,593",546,"818,689",478,"7,073,065",256,"1,624,963",400,"5,448,102",561,"438,336",625,"8,965,097",618,"3,887,637",611,"5,077,460",337,"1,650,916",587,"3,980,494",153,"878,471",518,"2,379,552",379,"722,471",418,"12,766,424",382,"6,519,092",294,"3,120,339",249,"5,667,248",365,"580,084",355,"342,848",532,"6,750,747",650,"65,736,871",5,15,19,79,110,213,169,31,9,645,1,105,8,1,420,61,5,0,0,14,16,14,0,0,0,0,329,"9,580",121,"6,705",244,"2,875"
481004020,48,10,4,20,4804020,- Special Area No. 4,364,"44,288,809",260,"1,592,990",228,"1,230,465",73,"362,525",195,"3,402,083",140,"2,406,913",114,"995,170",316,"588,227",275,"4,706,798",181,"1,456,276",226,"3,250,522",323,"303,049",349,"6,698,216",335,"2,572,676",332,"4,125,540",208,"1,321,967",317,"3,529,014",203,"1,511,892",249,"1,352,936",223,"664,186",317,"16,563,064",295,"5,286,881",222,"2,210,855",220,"10,476,523",281,"799,660",197,"210,257",266,"5,373,144",364,"55,439,310",4,3,10,38,56,96,108,35,14,360,0,186,0,0,73,70,1,0,0,3,13,14,0,0,0,0,195,"7,801",82,"5,614",155,"2,187"
482000000,48,20,0,0,4800000,- Agricultural Region - RÇgion agricole 2,"6,939","1,246,304,947","3,492","42,856,697","2,523","21,050,252","1,555","21,806,445","3,547","67,952,337","2,467","37,437,331","2,126","30,515,006","5,951","14,842,696","5,097","106,084,735","3,336","34,701,403","4,242","71,383,332","5,910","4,409,929","6,573","111,934,948","6,383","45,537,968","6,323","66,396,980","3,658","27,403,229","5,971","96,256,814","4,972","49,121,612","4,790","31,163,544","4,664","15,971,658","4,474","670,766,139","4,075","196,543,026","3,447","118,370,434","2,930","461,240,908","3,739","12,982,205","3,756","5,706,867","5,329","98,090,556","6,939","1,469,328,405",181,195,319,841,"1,047","1,602","1,817",550,387,"6,758",123,"2,529",234,89,"1,719",984,435,2,26,267,149,201,9,"36,249",0,0,"3,550","154,359","1,452","109,216","2,665","45,143"
482002000,48,20,2,0,4802000,- Division No.  2,"3,680","841,298,381","1,821","21,226,450","1,438","12,758,773",626,"8,467,677","1,964","44,846,692","1,385","23,335,785","1,176","21,510,907","3,141","9,808,847","2,738","64,773,143","1,882","22,136,437","2,234","42,636,706","3,052","2,372,906","3,480","64,786,193","3,374","25,213,367","3,340","39,572,826","2,111","17,922,387","3,131","48,218,096","2,607","24,341,339","2,378","14,282,477","2,515","9,594,280","2,444","503,068,014","2,174","135,304,690","1,832","84,345,968","1,625","359,514,968","2,044","8,248,356","1,838","3,338,243","2,867","60,937,410","3,680","967,522,306",94,122,179,431,518,803,935,330,268,"3,586",98,"1,387",157,26,688,407,387,0,26,168,73,169,8,x,0,0,"1,965","96,774",835,"67,429","1,492","29,345"
482002001,48,20,2,1,4802001,- Warner County No. 5,607,"94,212,900",336,"4,615,308",225,"1,712,177",184,"2,903,131",354,"7,064,188",251,"4,262,092",204,"2,802,096",504,"1,351,165",445,"9,208,890",281,"2,908,330",385,"6,300,560",499,"388,671",571,"11,486,948",559,"4,337,793",551,"7,149,155",313,"3,027,911",510,"8,127,588",417,"4,197,180",415,"2,528,406",392,"1,402,002",372,"37,519,306",323,"12,884,479",262,"6,184,068",236,"23,530,991",302,"1,103,836",281,"504,387",447,"10,918,538",607,"114,095,817",20,21,24,62,94,138,181,40,27,587,5,201,8,2,227,85,9,0,0,22,17,11,2,x,0,0,354,"15,048",138,"10,328",270,"4,720"
482002011,48,20,2,11,4802011,- Lethbridge County No. 26,"1,188","389,410,052",484,"6,204,347",364,"3,751,623",179,"2,452,724",650,"16,742,437",461,"8,359,448",407,"8,382,989","1,012","3,372,123",865,"24,363,853",616,"9,331,663",683,"15,032,190",971,"765,624","1,131","19,896,694","1,093","8,383,578","1,077","11,513,116",670,"6,273,379","1,028","14,600,841",874,"7,641,962",758,"4,214,942",829,"2,743,937",759,"274,692,165",716,"71,005,369",646,"55,298,597",516,"199,906,918",622,"3,779,878",599,"1,319,919",938,"21,178,670","1,188","436,213,384",34,49,83,129,155,228,228,145,137,"1,154",65,326,104,22,205,132,144,0,9,76,28,43,2,x,0,0,650,"35,053",319,"26,669",469,"8,384"
482002021,48,20,2,21,4802021,- Taber No. 14,952,"132,614,896",533,"6,377,743",454,"4,552,359",143,"1,825,384",531,"12,375,188",379,"6,380,049",316,"5,995,139",813,"2,926,643",720,"16,976,835",488,"5,390,252",610,"11,586,583",790,"629,071",903,"18,822,270",877,"6,914,480",870,"11,907,790",575,"4,700,201",833,"16,783,665",697,"8,105,834",701,"5,233,242",681,"3,444,589",620,"37,675,399",542,"14,034,497",442,"7,757,411",403,"22,615,687",527,"1,025,215",472,"794,060",746,"14,553,821",952,"160,063,942",17,26,33,117,136,213,253,100,57,935,4,357,19,1,198,96,132,0,10,26,12,80,1,x,0,0,532,"27,535",204,"16,704",433,"10,831"
482002031,48,20,2,31,4802031,- Newell County No. 4,933,"225,060,533",468,"4,029,052",395,"2,742,614",120,"1,286,438",429,"8,664,879",294,"4,334,196",249,"4,330,683",812,"2,158,916",708,"14,223,565",497,"4,506,192",556,"9,717,373",792,"589,540",875,"14,580,281",845,"5,577,516",842,"9,002,765",553,"3,920,896",760,"8,706,002",619,"4,396,363",504,"2,305,887",613,"2,003,752",693,"153,181,144",593,"37,380,345",482,"15,105,892",470,"113,461,372",593,"2,339,427",486,"719,877",736,"14,286,381",933,"257,149,163",23,26,39,123,133,224,273,45,47,910,24,503,26,1,58,94,102,0,7,44,16,35,3,140,0,0,429,"19,138",174,"13,728",320,"5,410"
482005000,48,20,5,0,4805000,- Division No.  5,"3,259","405,006,566","1,671","21,630,247","1,085","8,291,479",929,"13,338,768","1,583","23,105,645","1,082","14,101,546",950,"9,004,099","2,810","5,033,849","2,359","41,311,592","1,454","12,564,966","2,008","28,746,626","2,858","2,037,023","3,093","47,148,755","3,009","20,324,601","2,983","26,824,154","1,547","9,480,842","2,840","48,038,718","2,365","24,780,273","2,412","16,881,067","2,149","6,377,378","2,030","167,698,125","1,901","61,238,336","1,615","34,024,466","1,305","101,725,940","1,695","4,733,849","1,918","2,368,624","2,462","37,153,146","3,259","501,806,099",87,73,140,410,529,799,882,220,119,"3,172",25,"1,142",77,63,"1,031",577,48,2,0,99,76,32,1,x,0,0,"1,585","57,585",617,"41,787","1,173","15,798"
482005001,48,20,5,1,4805001,- Vulcan County No. 2,855,"75,590,500",490,"5,502,031",310,"2,154,316",302,"3,347,715",407,"4,973,011",293,"3,547,044",218,"1,425,967",733,"1,363,355",609,"10,042,368",376,"2,710,568",534,"7,331,800",756,"554,049",810,"12,351,286",792,"5,324,704",782,"7,026,582",400,"2,730,408",769,"10,162,718",552,"4,628,339",668,"4,056,390",569,"1,477,989",489,"18,886,420",456,"6,521,927",351,"3,424,598",294,"11,576,203",412,"788,290",472,"517,284",653,"8,507,570",855,"98,874,404",20,17,38,114,150,236,206,51,23,835,3,274,11,0,366,130,10,1,0,18,15,7,0,0,0,0,409,"12,887",156,"8,799",297,"4,088"
482005012,48,20,5,12,4805012,- Wheatland County No. 16,953,"187,596,918",455,"6,366,953",308,"2,901,895",216,"3,465,058",466,"9,635,020",309,"5,289,266",286,"4,345,754",814,"1,678,117",709,"14,200,737",431,"4,989,979",600,"9,210,758",830,"647,423",900,"14,899,811",874,"5,980,002",859,"8,919,809",417,"3,103,844",790,"15,858,156",669,"8,233,942",666,"5,420,038",603,"2,204,176",619,"107,691,268",579,"35,528,487",500,"16,535,927",409,"69,778,779",526,"2,384,002",548,"754,716",716,"12,760,873",953,"226,858,330",27,30,43,128,126,214,265,68,52,926,7,382,15,6,227,186,20,1,0,45,26,11,1,x,0,0,466,"22,827",195,"16,863",353,"5,964"
482005031,48,20,5,31,4805031,- Starland No. 47,462,"37,322,823",232,"2,532,409",153,"879,785",125,"1,652,624",225,"2,342,903",131,"1,459,802",144,"883,101",402,"546,618",317,"5,390,185",190,"1,359,255",269,"4,030,930",394,"257,466",443,"6,788,718",439,"2,902,492",429,"3,886,226",225,"915,583",417,"6,259,700",357,"2,947,897",354,"2,532,687",290,"779,116",281,"7,235,045",256,"2,910,075",212,"1,892,030",169,"3,950,321",244,"374,649",271,"275,512",341,"4,778,684",462,"48,353,338",16,4,18,50,94,125,125,23,7,446,1,180,6,3,167,61,5,0,0,8,11,4,0,0,0,0,225,"6,552",70,"4,395",177,"2,157"
482005041,48,20,5,41,4805041,- Kneehill No. 48,989,"104,496,325",494,"7,228,854",314,"2,355,483",286,"4,873,371",485,"6,154,711",349,"3,805,434",302,"2,349,277",861,"1,445,759",724,"11,678,302",457,"3,505,164",605,"8,173,138",878,"578,085",940,"13,108,940",904,"6,117,403",913,"6,991,537",505,"2,731,007",864,"15,758,144",787,"8,970,095",724,"4,871,952",687,"1,916,097",641,"33,885,392",610,"16,277,847",552,"12,171,911",433,"16,420,637",513,"1,186,908",627,"821,112",752,"11,106,019",989,"127,720,027",24,22,41,118,159,224,286,78,37,965,14,306,45,54,271,200,13,0,0,28,24,10,0,0,0,0,485,"15,319",196,"11,730",346,"3,589"
483000000,48,30,0,0,4800000,- Agricultural Region - RÇgion agricole 3,"6,852","630,800,229","3,171","33,285,814","2,631","20,899,367","1,023","12,386,447","2,781","52,734,126","1,782","25,997,376","1,732","26,736,750","5,606","9,001,119","4,202","67,697,535","2,666","22,844,962","3,249","44,852,573","5,454","3,707,814","6,223","73,651,184","5,948","31,081,671","5,835","42,569,513","3,346","21,117,343","4,777","63,633,442","3,929","38,288,503","3,086","16,079,897","3,376","9,265,042","5,490","230,068,181","5,089","81,449,046","4,500","51,264,492","3,402","138,910,812","4,651","9,708,323","3,388","4,181,464","4,771","71,722,207","6,852","749,690,878",465,455,565,"1,319","1,082","1,132","1,192",390,252,"6,387",171,"3,053",118,63,417,"1,210",174,5,6,826,253,91,37,x,0,0,"2,781","132,179","1,278","98,398","1,942","33,781"
483003000,48,30,3,0,4803000,- Division No.  3,"2,072","252,835,944","1,102","14,569,423",923,"9,294,322",333,"5,275,101",957,"18,196,973",647,"9,300,363",576,"8,896,610","1,722","3,395,346","1,420","27,710,379",976,"9,778,413","1,106","17,931,966","1,685","1,325,817","1,907","29,719,963","1,848","12,211,811","1,791","17,508,152","1,070","7,605,317","1,459","22,547,656","1,192","13,754,823",950,"5,556,562","1,012","3,236,271","1,667","101,042,984","1,530","38,268,069","1,322","22,762,330","1,101","59,612,949","1,409","3,161,966",951,"1,345,478","1,463","25,376,608","2,072","309,982,390",96,97,149,349,339,383,414,132,113,"1,976",46,"1,027",35,21,251,300,34,0,0,151,84,27,4,x,0,0,957,"45,046",411,"32,654",698,"12,392"
483003001,48,30,3,1,4803001,- Cardston No. 6,710,"87,000,653",373,"6,760,432",318,"4,366,384",109,"2,394,048",356,"7,783,536",252,"3,679,503",217,"4,104,033",565,"1,210,963",462,"9,407,132",313,"3,271,067",357,"6,136,065",547,"442,209",649,"11,931,453",630,"4,835,035",595,"7,096,418",375,"2,981,618",501,"10,382,427",412,"6,500,325",315,"2,566,249",326,"1,315,853",568,"26,092,105",514,"11,108,949",439,"7,501,697",348,"14,032,661",464,"950,495",302,"515,040",480,"9,493,738",710,"115,676,896",40,34,52,124,115,117,138,48,42,670,18,337,2,2,70,118,13,0,0,60,40,10,2,x,0,0,356,"18,379",151,"12,272",273,"6,107"
483003011,48,30,3,11,4803011,- Pincher Creek No. 9,499,"52,954,831",259,"2,083,905",244,"1,702,795",43,"381,110",215,"2,724,752",128,"1,344,374",131,"1,380,378",421,"538,579",334,"6,312,967",224,"2,359,788",252,"3,953,179",417,"333,649",462,"5,234,479",450,"2,258,529",432,"2,975,950",252,"1,606,544",317,"3,133,498",251,"2,060,472",175,"634,885",230,"438,141",435,"25,181,024",397,"8,596,622",335,"3,804,757",291,"15,769,561",382,"814,841",224,"271,844",359,"5,533,590",499,"61,760,994",21,28,46,99,78,87,96,25,19,478,10,322,5,12,21,48,9,0,0,30,15,6,2,x,0,0,215,"6,555",82,"4,888",159,"1,667"
483003018,48,30,3,18,4803018,- Willow Creek No. 26,863,"112,880,460",470,"5,725,086",361,"3,225,143",181,"2,499,943",386,"7,688,685",267,"4,276,486",228,"3,412,199",736,"1,645,804",624,"11,990,280",439,"4,147,558",497,"7,842,722",721,"549,959",796,"12,554,031",768,"5,118,247",764,"7,435,784",443,"3,017,155",641,"9,031,731",529,"5,194,026",460,"2,355,428",456,"1,482,277",664,"49,769,855",619,"18,562,498",548,"11,455,876",462,"29,810,727",563,"1,396,630",425,"558,594",624,"10,349,280",863,"132,544,500",35,35,51,126,146,179,180,59,52,828,18,368,28,7,160,134,12,0,0,61,29,11,0,0,0,0,386,"20,112",178,"15,494",266,"4,618"
483006000,48,30,6,0,4806000,- Division No.  6,"4,780","377,964,285","2,069","18,716,391","1,708","11,605,045",690,"7,111,346","1,824","34,537,153","1,135","16,697,013","1,156","17,840,140","3,884","5,605,773","2,782","39,987,156","1,690","13,066,549","2,143","26,920,607","3,769","2,381,997","4,316","43,931,221","4,100","18,869,860","4,044","25,061,361","2,276","13,512,026","3,318","41,085,786","2,737","24,533,680","2,136","10,523,335","2,364","6,028,771","3,823","129,025,197","3,559","43,180,977","3,178","28,502,162","2,301","79,297,863","3,242","6,546,357","2,437","2,835,986","3,308","46,345,599","4,780","439,708,488",369,358,416,970,743,749,778,258,139,"4,411",125,"2,026",83,42,166,910,140,5,6,675,169,64,33,"343,305",0,0,"1,824","87,133",867,"65,744","1,244","21,389"
483006001,48,30,6,1,4806001,- Foothills No. 31,"1,312","97,980,487",550,"4,822,804",464,"3,241,757",165,"1,581,047",490,"9,993,689",296,"4,412,825",309,"5,580,864","1,026","1,540,702",720,"10,269,561",413,"3,345,420",543,"6,924,141",978,"666,138","1,171","11,657,553","1,093","4,715,302","1,090","6,942,251",584,"3,423,807",858,"8,583,632",665,"4,707,868",551,"2,388,289",584,"1,487,475","1,036","33,278,421",969,"11,844,776",870,"7,994,866",588,"19,473,901",856,"1,959,744",611,"811,553",894,"12,932,627","1,312","110,776,581",115,141,115,263,191,197,196,58,36,"1,197",12,485,13,12,54,217,40,2,0,284,58,20,7,"50,086",0,0,490,"25,499",254,"20,380",329,"5,119"
483006014,48,30,6,14,4806014,- Rocky View No. 44,"1,524","129,058,701",637,"6,721,777",523,"4,049,551",220,"2,672,226",592,"13,823,340",374,"6,183,611",389,"7,639,729","1,220","2,001,906",850,"13,085,381",530,"4,677,998",625,"8,407,383","1,175","755,177","1,371","15,110,042","1,303","6,443,420","1,286","8,666,622",704,"4,462,118","1,073","16,262,203",896,"9,861,540",753,"4,098,700",763,"2,301,963","1,186","39,642,778","1,100","13,860,053",971,"9,198,643",715,"23,622,766",990,"2,159,959",743,"1,020,307","1,040","16,173,672","1,524","152,906,258",139,99,144,303,210,238,246,92,53,"1,385",35,576,26,14,86,332,35,0,5,216,46,14,8,"95,617",0,0,592,"34,942",282,"25,587",400,"9,355"
483006016,48,30,6,16,4806016,- Calgary,40,"4,455,911",26,"277,855",25,x,2,x,19,"914,178",10,"393,020",15,"521,158",29,"42,343",15,"199,747",11,"99,166",11,"100,581",29,"46,996",32,"528,844",31,"219,238",29,"309,606",15,"328,915",21,"430,983",17,"158,734",17,"167,627",19,"104,622",27,"1,014,599",26,"332,305",23,"191,165",12,"640,910",22,"41,384",17,"135,506",30,"535,945",40,"5,397,313",2,6,5,5,3,5,4,8,2,38,2,6,0,0,1,6,1,0,0,20,2,0,0,0,0,0,19,"1,992",8,"1,202",15,790
483006028,48,30,6,28,4806028,- Mountain View County No. 17,"1,784","139,837,828",792,"6,696,025",635,"3,871,294",295,"2,824,731",677,"8,797,934",431,"5,328,027",413,"3,469,907","1,531","1,925,374","1,134","15,611,408",693,"4,600,617",925,"11,010,791","1,513","861,790","1,651","15,997,901","1,591","7,176,879","1,553","8,821,022",931,"5,071,250","1,323","15,676,058","1,132","9,718,195",800,"3,842,187",973,"2,115,676","1,467","52,458,609","1,369","16,290,321","1,231","10,621,111",929,"33,899,334","1,290","2,268,954","1,023","817,572","1,271","15,923,907","1,784","163,283,672",99,102,137,366,327,295,317,96,45,"1,685",76,893,44,16,24,350,61,2,1,130,61,27,12,"149,900",0,0,678,"22,738",304,"17,308",466,"5,430"
483006999,48,30,6,999,4806999,- Division No. 15,120,"6,631,358",64,"197,930",61,x,8,x,46,"1,008,012",24,"379,530",30,"628,482",78,"95,448",63,"821,059",43,"343,348",39,"477,711",74,"51,896",91,"636,881",82,"315,021",86,"321,860",42,"225,936",43,"132,910",27,"87,343",15,"26,532",25,"19,035",107,"2,630,790",95,"853,522",83,"496,377",57,"1,660,952",84,"116,316",43,"51,048",73,"779,448",120,"7,344,664",14,10,15,33,12,14,15,4,3,106,0,66,0,0,1,5,3,1,0,25,2,3,6,"47,702",0,0,45,"1,962",19,"1,267",34,695
484000000,48,40,0,0,4800000,- Agricultural Region - RÇgion agricole 4A,"3,641","343,478,226","1,886","18,101,466","1,441","9,046,658",805,"9,054,808","1,630","19,315,386","1,108","12,283,816",940,"7,031,570","3,169","4,155,968","2,575","42,220,114","1,627","13,405,497","2,147","28,814,617","3,163","2,086,052","3,426","51,732,715","3,361","22,635,133","3,299","29,097,582","1,896","9,267,598","3,139","52,019,370","2,680","26,813,793","2,526","17,767,094","2,497","7,438,483","2,739","102,338,556","2,501","27,396,504","2,188","16,141,118","1,834","69,539,348","2,457","5,402,704","2,223","1,966,633","2,700","40,274,368","3,641","421,135,840",121,88,182,536,606,841,947,217,103,"3,520",54,"1,292",109,10,558,"1,102",41,1,0,114,180,59,6,"5,180",0,0,"1,630","52,725",630,"37,093","1,193","15,632"
484007000,48,40,7,0,4807000,- Division No.  7,"3,641","343,478,226","1,886","18,101,466","1,441","9,046,658",805,"9,054,808","1,630","19,315,386","1,108","12,283,816",940,"7,031,570","3,169","4,155,968","2,575","42,220,114","1,627","13,405,497","2,147","28,814,617","3,163","2,086,052","3,426","51,732,715","3,361","22,635,133","3,299","29,097,582","1,896","9,267,598","3,139","52,019,370","2,680","26,813,793","2,526","17,767,094","2,497","7,438,483","2,739","102,338,556","2,501","27,396,504","2,188","16,141,118","1,834","69,539,348","2,457","5,402,704","2,223","1,966,633","2,700","40,274,368","3,641","421,135,840",121,88,182,536,606,841,947,217,103,"3,520",54,"1,292",109,10,558,"1,102",41,1,0,114,180,59,6,"5,180",0,0,"1,630","52,725",630,"37,093","1,193","15,632"
484007001,48,40,7,1,4807001,- Provost No. 52,563,"63,576,596",323,"2,523,454",270,"1,490,679",114,"1,032,775",267,"3,726,146",191,"2,348,255",148,"1,377,891",491,"633,950",382,"6,655,473",235,"2,352,396",315,"4,303,077",488,"359,152",527,"8,069,253",523,"3,504,313",508,"4,564,940",299,"1,543,582",478,"6,416,530",406,"3,248,348",364,"2,036,525",378,"1,131,657",453,"25,983,327",405,"5,888,693",339,"3,155,601",327,"19,193,637",409,"900,997",322,"263,397",417,"7,402,332",563,"76,754,474",12,10,33,79,89,129,151,33,27,551,4,266,13,1,106,108,8,0,0,10,23,12,3,x,0,0,267,"10,109",124,"7,542",182,"2,567"
484007011,48,40,7,11,4807011,- Paintearth County No. 18,525,"46,178,169",269,"2,126,491",206,"1,272,487",100,"854,004",243,"2,649,863",170,"1,741,538",131,"908,325",456,"584,461",381,"6,536,806",246,"1,975,918",322,"4,560,888",469,"299,548",504,"7,719,375",493,"3,484,559",490,"4,234,816",302,"1,599,363",470,"6,794,083",391,"3,174,773",389,"2,375,699",390,"1,243,611",427,"11,358,608",388,"2,925,221",351,"1,777,727",288,"7,710,133",391,"723,254",339,"236,163",399,"6,273,408",525,"56,839,155",19,12,15,62,83,143,152,29,10,506,1,196,16,2,72,161,4,1,0,15,29,9,0,0,0,0,243,"6,743",90,"4,646",169,"2,097"
484007019,48,40,7,19,4807019,- Stettler County No. 6,907,"77,535,942",422,"3,500,742",331,"1,740,279",171,"1,760,463",333,"3,779,103",213,"2,387,422",193,"1,391,681",787,"1,083,739",604,"9,590,374",403,"3,315,858",501,"6,274,516",787,"529,192",840,"12,359,451",821,"5,266,714",802,"7,092,737",424,"1,566,131",730,"10,288,684",561,"5,005,232",563,"3,760,287",555,"1,523,165",711,"26,242,157",643,"7,607,534",547,"3,999,205",472,"17,318,595",643,"1,316,028",568,"568,185",653,"8,028,184",907,"99,094,276",44,36,61,156,157,206,169,53,25,863,22,373,30,6,92,203,19,0,0,51,55,12,3,x,0,0,333,"11,130",133,"8,124",244,"3,006"
484007031,48,40,7,31,4807031,- Flagstaff County No. 29,996,"90,100,489",521,"6,761,000",349,"2,752,953",280,"4,008,047",495,"5,194,378",333,"3,380,405",293,"1,813,973",873,"999,198",731,"11,212,293",440,"3,238,945",609,"7,973,348",861,"523,527",949,"13,698,665",931,"6,079,812",917,"7,618,853",524,"2,267,052",909,"17,647,845",833,"9,335,672",782,"6,234,741",750,"2,077,432",675,"21,542,810",638,"6,181,486",587,"4,134,252",440,"14,036,366",593,"1,324,958",605,"449,418",745,"9,804,303",996,"106,553,347",21,12,42,141,179,221,300,62,18,975,19,230,36,1,206,402,3,0,0,19,47,12,0,0,0,0,495,"14,750",178,"9,829",377,"4,921"
484007049,48,40,7,49,4807049,- Wainwright No. 61,650,"66,087,030",351,"3,189,779",285,"1,790,260",140,"1,399,519",292,"3,965,896",201,"2,426,196",175,"1,539,700",562,"854,620",477,"8,225,168",303,"2,522,380",400,"5,702,788",558,"374,633",606,"9,885,971",593,"4,299,735",582,"5,586,236",347,"2,291,470",552,"10,872,228",489,"6,049,768",428,"3,359,842",424,"1,462,618",473,"17,211,654",427,"4,793,570",364,"3,074,333",307,"11,280,617",421,"1,137,467",389,"449,470",486,"8,766,141",650,"81,894,588",25,18,31,98,98,142,175,40,23,625,8,227,14,0,82,228,7,0,0,19,26,14,0,0,0,0,292,"9,993",105,"6,952",221,"3,041"
