AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,ALL1,ALL2,ALL3,SEX1,SEX2,AGE1,AGE2,AGE3,RES1,OFF1,OFF2,OFF3,OFF4,OFF5,OFF6,AVAGE1,AVOFF1
470003038,47,0,3,38,4703038,Stonehenge No. 73,320,195,120,265,55,75,120,125,235,200,5,20,55,35,120,48.0,66.5
470003042,47,0,3,42,4703042,Wood River No. 74,230,135,95,180,50,30,105,90,185,145,5,20,35,20,85,49.7,51.1
470003048,47,0,3,48,4703048,Pinto Creek No. 75,190,110,80,145,45,45,85,55,145,130,5,20,25,20,60,45.7,54.4
470003054,47,0,3,54,4703054,Auvergne No. 76,200,110,90,150,45,45,90,65,155,145,5,10,25,15,60,47.5,43.5
470003059,47,0,3,59,4703059,Whiska Creek No. 106,205,115,90,155,50,45,90,65,150,140,5,15,30,20,65,47.2,48.9
470003064,47,0,3,64,4703064,Glen Bain No. 105,240,125,115,190,55,60,95,85,195,150,10,15,35,35,95,46.8,69.8
470003068,47,0,3,68,4703068,Gravelbourg No. 104,255,155,100,200,45,60,105,85,205,155,5,15,40,40,95,47.1,72.5
470003074,47,0,3,74,4703074,Sutton No. 103,210,130,85,170,40,50,90,75,155,160,5,15,15,15,50,47.6,37.1
470003093,47,0,3,93,4703093,Lake Johnston No. 102,155,90,65,120,30,25,65,60,120,90,5,10,25,15,60,49.4,70.4
470003096,47,0,3,96,4703096,Terrell No. 101,205,110,90,150,50,50,85,65,165,125,5,15,25,30,75,46.5,66.7
470004000,47,0,4,0,4704000,Division No.  4,2620,1415,1200,2045,575,570,1110,940,2205,1890,80,150,280,215,730,48.2,45.7
470004003,47,0,4,3,4704003,Val Marie No. 17,205,105,95,155,45,50,90,60,170,145,10,10,20,20,55,46.7,47.3
470004006,47,0,4,6,4704006,Lone Tree No. 18,120,75,50,95,25,25,45,50,105,95,0,5,10,5,25,49.3,31.7
470004011,47,0,4,11,4704011,Frontier No. 19,155,105,50,140,15,45,60,55,130,120,10,5,15,10,35,46.1,36.4
470004019,47,0,4,19,4704019,Reno No. 51,260,130,130,200,60,60,105,95,225,210,5,20,15,15,50,48.7,27.4
470004024,47,0,4,24,4704024,White Valley No. 49,290,150,140,220,70,55,125,110,240,210,10,15,30,25,80,49.1,44.2
470004028,47,0,4,28,4704028,Wise Creek No. 77,145,90,50,120,25,45,60,45,120,105,5,10,15,5,40,45.1,35.5
470004034,47,0,4,34,4704034,Grassy Creek No. 78,160,90,75,120,35,25,60,70,130,110,5,5,15,30,50,52.1,70.5
470004038,47,0,4,38,4704038,Arlington No. 79,165,90,70,120,35,25,80,60,130,100,5,15,25,10,65,48.1,56.5
470004045,47,0,4,45,4704045,Maple Creek No. 111,365,165,200,275,95,80,165,125,315,250,10,20,45,40,110,48.0,55.5
470004050,47,0,4,50,4704050,Piapot No. 110,195,105,90,145,50,50,80,60,165,145,10,15,20,10,50,46.8,34.1
470004054,47,0,4,54,4704054,Carmichael No. 109,160,90,70,125,30,35,70,50,130,115,5,5,20,15,45,47.8,44.2
470004058,47,0,4,58,4704058,Bone Creek No. 108,190,115,75,155,35,40,75,75,160,135,0,10,35,10,55,48.7,47.3
470004061,47,0,4,61,4704061,Lac Pelletier No. 107,215,115,100,165,45,45,85,85,195,150,5,10,20,25,60,49.3,56.3
470005000,47,0,5,0,4705000,Division No.  5,5140,2790,2355,4075,1070,1070,2395,1680,4360,3340,125,330,800,545,1800,47.4,60.3
470005001,47,0,5,1,4705001,Moosomin No. 121,175,100,80,145,35,40,70,70,150,115,5,20,25,20,70,48.6,62.8
470005007,47,0,5,7,4705007,Martin No. 122,170,70,90,125,45,35,75,50,150,100,5,15,30,15,65,46.7,61.2
470005011,47,0,5,11,4705011,Silverwood No. 123,245,120,125,195,50,50,110,90,210,180,0,15,40,15,70,48.7,41.7
470005014,47,0,5,14,4705014,Kingsley No. 124,255,125,135,210,50,45,125,90,210,195,10,20,25,15,70,49.1,40.6
470005018,47,0,5,18,4705018,Chester No. 125,270,135,135,220,50,55,115,100,225,190,10,20,35,15,80,48.9,45.0
470005027,47,0,5,27,4705027,Wolseley No. 155,250,145,100,200,45,55,110,85,210,165,5,15,35,25,85,47.4,55.7
470005028,47,0,5,28,4705028,Elcapo No. 154,325,170,150,250,70,65,150,105,280,205,5,25,60,25,115,47.3,56.2
470005033,47,0,5,33,4705033,Willowdale No. 153,215,115,95,175,40,35,100,75,185,145,5,15,35,15,65,48.2,52.5
470005037,47,0,5,37,4705037,Rocanville No. 151,200,85,115,150,55,45,90,65,180,135,0,5,45,10,65,47.7,54.4
470005041,47,0,5,41,4705041,Spy Hill No. 152,245,100,145,190,55,45,115,80,215,175,5,10,30,25,70,47.9,53.2
470005047,47,0,5,47,4705047,Langenburg No. 181,285,140,140,220,60,70,140,80,250,175,5,20,45,45,110,45.5,70.1
470005051,47,0,5,51,4705051,Fertile Belt No. 183,410,230,185,315,95,90,195,130,340,225,20,30,75,65,185,47.3,78.8
470005057,47,0,5,57,4705057,Grayson No. 184,300,165,135,240,60,70,160,70,255,195,10,15,50,25,105,45.0,60.5
470005063,47,0,5,63,4705063,McLeod No. 185,355,225,130,300,60,85,155,115,285,240,10,20,45,40,115,46.1,54.1
470005067,47,0,5,67,4705067,Stanley No. 215,340,215,130,285,60,65,155,125,270,215,5,25,45,55,125,48.7,74.1
470005073,47,0,5,73,4705073,Cana No. 214,345,210,140,270,70,70,155,120,290,215,5,15,55,55,130,48.1,75.2
470005077,47,0,5,77,4705077,Saltcoats No. 213,365,205,155,285,80,75,175,110,310,225,10,25,55,45,135,46.6,64.8
470005093,47,0,5,93,4705093,Churchbridge No. 211,390,220,170,310,85,90,195,105,335,250,15,20,65,40,145,46.4,61.5
470006000,47,0,6,0,4706000,Division No.  6,6365,3385,2980,4925,1440,1245,2815,2295,5025,3920,185,415,1035,800,2440,48.4,67.3
470006001,47,0,6,1,4706001,Montmartre No. 126,345,190,155,265,80,100,140,110,295,230,10,25,55,30,115,45.5,55.4
470006004,47,0,6,4,4706004,Francis No. 127,425,245,180,330,95,100,190,135,325,265,10,25,65,60,160,46.4,68.9
470006011,47,0,6,11,4706011,Lajord No. 128,320,165,160,235,85,70,155,90,240,185,15,25,45,50,135,46.0,75.0
470006013,47,0,6,13,4706013,Bratt's Lake No. 129,245,125,120,190,60,45,95,105,180,175,5,5,35,25,75,51.2,55.8
470006016,47,0,6,16,4706016,Redburn No. 130,240,150,90,190,50,40,115,90,170,165,5,20,40,15,75,49.2,50.1
470006021,47,0,6,21,4706021,Pense No. 160,270,155,115,210,65,40,115,110,190,180,5,15,40,35,90,50.5,67.9
470006026,47,0,6,26,4706026,Sherwood No. 159,340,155,185,245,95,55,145,140,275,190,10,25,65,45,150,50.3,73.2
470006029,47,0,6,29,4706029,Edenwold No. 158,535,270,265,405,130,85,265,185,455,290,10,35,100,100,245,48.8,90.1
470006034,47,0,6,34,4706034,South Qu'Appelle No. 157,450,200,250,330,115,85,210,155,380,265,10,25,65,80,185,47.6,82.4
470006038,47,0,6,38,4706038,Indian Head No. 156,240,130,115,190,55,40,120,80,170,140,5,20,45,30,100,47.5,71.4
470006042,47,0,6,42,4706042,Abernethy No. 186,275,140,135,205,60,50,125,100,215,180,15,15,40,25,95,49.1,51.1
470006048,47,0,6,48,4706048,North Qu'Appelle No. 187,185,100,80,145,40,30,85,70,135,110,10,10,35,15,75,49.4,63.0
470006053,47,0,6,53,4706053,Lumsden No. 189,360,160,200,270,90,70,145,145,320,205,15,25,55,55,150,48.9,76.6
470006059,47,0,6,59,4706059,Dufferin No. 190,270,155,120,225,45,65,110,95,200,165,15,35,35,30,110,47.3,59.3
470006063,47,0,6,63,4706063,Sarnia No. 221,255,160,95,210,45,60,100,95,185,180,5,10,40,25,75,47.6,52.2
470006070,47,0,6,70,4706070,Longlaketon No. 219,435,260,180,345,90,90,165,175,365,270,15,35,75,55,165,49.5,65.1
470006071,47,0,6,71,4706071,McKillop No. 220,225,120,105,180,45,45,100,80,185,145,10,15,25,25,75,47.7,48.9
470006091,47,0,6,91,4706091,Cupar No. 218,370,185,185,285,85,75,165,135,285,220,5,25,70,45,150,48.7,73.7
470006096,47,0,6,96,4706096,Lipton No. 217,345,190,155,270,75,65,150,130,265,210,10,25,70,30,130,48.8,61.4
470006099,47,0,6,99,4706099,Tullymet No. 216,240,150,90,195,45,40,115,75,195,155,5,15,35,25,85,48.6,60.3
470007000,47,0,7,0,4707000,Division No.  7,4355,2500,1855,3475,875,870,1915,1565,3510,2850,155,290,575,485,1505,48.4,58.8
470007001,47,0,7,1,4707001,Baildon No. 131,250,135,110,195,50,40,125,85,205,150,15,15,45,25,95,48.3,62.4
470007004,47,0,7,4,4707004,Hillsborough No. 132,65,35,30,50,15,10,25,30,50,50,5,5,5,5,15,50.4,41.3
470007006,47,0,7,6,4707006,Rodgers No. 133,135,90,40,110,20,30,60,40,110,95,5,5,15,10,35,45.7,50.6
470007011,47,0,7,11,4707011,Shamrock No. 134,175,105,70,145,30,30,85,65,155,140,5,5,15,10,35,48.6,34.3
470007014,47,0,7,14,4707014,Lawtonia No. 135,235,150,85,190,45,65,90,90,185,140,10,25,35,35,100,47.0,67.9
470007018,47,0,7,18,4707018,Coulee No. 136,280,150,130,215,65,50,125,105,240,180,5,15,45,30,100,49.0,60.9
470007021,47,0,7,21,4707021,Excelsior No. 166,370,185,185,290,75,65,165,140,295,230,20,20,55,50,140,49.2,62.1
470007024,47,0,7,24,4707024,Morse No. 165,295,180,115,235,60,50,125,120,230,185,15,25,35,35,110,50.0,60.3
470007029,47,0,7,29,4707029,Chaplin No. 164,120,70,55,95,30,20,55,45,95,85,5,10,10,20,35,49.5,55.6
470007032,47,0,7,32,4707032,Wheatlands No. 163,140,90,50,120,20,30,60,55,105,95,5,10,20,20,50,48.6,60.1
470007036,47,0,7,36,4707036,Caron No. 162,185,105,75,145,35,35,85,60,135,100,10,10,25,40,85,48.1,91.4
470007038,47,0,7,38,4707038,Moose Jaw No. 161,355,185,170,275,80,55,160,140,260,180,10,25,60,70,170,50.1,97.1
470007042,47,0,7,42,4707042,Marquis No. 191,250,130,120,195,60,55,100,95,195,160,10,15,40,25,90,48.0,62.9
470007047,47,0,7,47,4707047,Eyebrow No. 193,195,120,80,165,35,45,90,60,160,135,10,20,20,20,65,45.8,50.7
470007053,47,0,7,53,4707053,Enfield No. 194,220,145,75,180,35,55,100,65,185,135,10,20,35,25,85,46.4,59.2
470007058,47,0,7,58,4707058,Canaan No. 225,130,65,65,95,30,25,55,45,105,90,5,10,15,10,35,48.2,49.9
470007063,47,0,7,63,4707063,Victory No. 226,190,105,90,150,40,40,95,60,165,140,10,15,20,5,55,47.5,29.2
470007066,47,0,7,66,4707066,King George No. 256,145,70,75,110,35,25,65,50,135,115,5,5,10,5,30,48.9,26.4
470007067,47,0,7,67,4707067,Coteau No. 255,190,125,65,155,35,30,95,65,155,135,10,15,20,10,55,49.7,40.1
470007071,47,0,7,71,4707071,Maple Bush No. 224,125,65,60,95,25,30,50,40,95,80,5,10,20,10,45,45.9,63.0
470007076,47,0,7,76,4707076,Huron No. 223,110,80,30,100,10,20,40,50,90,90,5,5,10,5,20,51.6,30.5
470007091,47,0,7,91,4707091,Craik No. 222,190,120,75,155,40,50,75,65,170,130,5,5,35,20,65,46.4,60.0
470008000,47,0,8,0,4708000,Division No.  8,4660,2620,2040,3620,1040,985,1970,1700,3605,2965,165,355,640,535,1690,48.4,60.6
470008001,47,0,8,1,4708001,Swift Current No. 137,435,230,205,325,110,80,195,160,370,240,10,25,80,85,195,49.3,90.4
470008006,47,0,8,6,4708006,Webb No. 138,210,115,100,160,50,35,110,65,180,140,10,15,25,25,70,48.3,54.3
470008009,47,0,8,9,4708009,Gull Lake No. 139,135,70,60,105,30,25,60,55,100,85,5,10,20,20,50,49.0,67.2
470008016,47,0,8,16,4708016,Big Stick No. 141,130,70,55,100,30,30,55,45,110,90,5,10,15,15,40,47.5,55.9
470008021,47,0,8,21,4708021,Enterprise No. 142,165,100,70,140,30,50,80,45,135,115,5,10,20,20,50,44.9,57.3
470008024,47,0,8,24,4708024,Fox Valley No. 171,220,115,100,175,40,80,75,70,165,130,5,20,25,35,90,44.7,73.5
470008028,47,0,8,28,4708028,Pittville No. 169,165,115,60,140,30,45,75,50,135,110,5,15,15,20,60,46.3,52.6
470008031,47,0,8,31,4708031,Riverside No. 168,305,170,140,240,65,50,145,115,250,185,15,30,45,35,125,48.9,66.1
470008038,47,0,8,38,4708038,Saskatchewan Landing No. 167,200,120,85,165,40,55,80,75,165,120,5,10,40,30,80,47.3,73.6
470008042,47,0,8,42,4708042,Lacadena No. 228,445,250,195,340,105,70,175,205,360,315,15,25,50,40,135,51.2,45.5
470008046,47,0,8,46,4708046,Miry Creek No. 229,225,150,80,180,45,55,85,85,165,145,10,15,30,25,85,48.2,54.6
470008053,47,0,8,53,4708053,Clinworth No. 230,230,135,95,180,50,50,100,80,175,155,10,15,30,25,80,48.1,55.2
470008056,47,0,8,56,4708056,Happyland No. 231,370,245,130,305,70,95,140,140,240,230,20,25,60,40,145,48.1,62.6
470008061,47,0,8,61,4708061,Deer Forks No. 232,135,80,55,110,25,35,55,45,95,75,5,10,15,20,60,46.6,74.1
470008065,47,0,8,65,4708065,Chesterfield No. 261,350,180,170,260,85,70,155,120,265,225,20,25,45,30,120,48.2,50.2
470008071,47,0,8,71,4708071,Newcombe No. 260,195,115,80,155,45,45,75,80,135,120,0,20,40,20,80,48.6,64.0
470008074,47,0,8,74,4708074,Snipe Lake No. 259,390,195,200,295,100,70,175,150,305,265,5,30,55,40,135,49.8,56.6
470008092,47,0,8,92,4708092,Monet No. 257,330,170,155,245,85,60,150,120,255,225,15,30,35,20,105,48.6,42.7
470009000,47,0,9,0,4709000,Division No.  9,5075,2895,2175,4050,1020,870,2265,1935,4235,3285,120,335,795,545,1790,49.1,60.5
470009001,47,0,9,1,4709001,Calder No. 241,285,160,125,230,55,50,115,115,250,195,5,15,40,40,90,49.7,61.9
470009006,47,0,9,6,4709006,Wallace No. 243,375,190,185,290,85,75,145,155,315,240,10,35,45,45,140,49.6,59.1
470009011,47,0,9,11,4709011,Orkney No. 244,395,240,155,315,80,60,185,150,320,230,5,25,65,70,165,49.8,80.7
470009019,47,0,9,19,4709019,Garry No. 245,330,170,150,250,75,70,140,110,275,225,10,15,45,35,105,47.9,56.7
470009023,47,0,9,23,4709023,Insinger No. 275,310,200,105,250,55,50,150,105,245,190,5,15,60,35,120,48.6,69.9
470009029,47,0,9,29,4709029,Good Lake No. 274,280,170,110,225,55,45,135,95,220,170,5,10,50,45,110,48.1,74.1
470009033,47,0,9,33,4709033,Sliding Hills No. 273,345,200,145,280,65,40,150,155,275,235,10,20,45,30,105,51.1,51.1
470009037,47,0,9,37,4709037,Cote No. 271,270,165,100,230,40,50,120,100,220,155,5,25,45,35,115,48.5,75.4
470009042,47,0,9,42,4709042,St. Philips No. 301,205,105,100,165,45,35,90,80,185,135,5,15,35,20,70,48.8,54.4
470009046,47,0,9,46,4709046,Keys No. 303,240,130,110,195,45,40,105,95,195,160,5,10,35,25,80,49.5,57.6
470009049,47,0,9,49,4709049,Buchanan No. 304,280,160,125,220,65,45,135,100,220,185,5,20,50,35,105,47.9,62.2
470009054,47,0,9,54,4709054,Invermay No. 305,280,165,120,220,60,65,115,95,235,200,5,15,35,25,75,47.0,47.9
470009060,47,0,9,60,4709060,Hazel Dell No. 335,335,170,165,255,80,55,165,125,290,230,10,25,55,25,110,49.4,50.7
470009062,47,0,9,62,4709062,Preeceville No. 334,500,275,230,385,115,70,240,195,410,300,10,55,90,50,205,50.0,64.4
470009067,47,0,9,67,4709067,Clayton No. 333,425,260,165,350,70,90,165,170,370,285,15,30,60,30,140,48.5,50.9
470009075,47,0,9,75,4709075,Livingston No. 331,220,130,90,180,40,35,95,90,205,160,5,10,35,15,65,49.5,43.4
470010000,47,0,10,0,4710000,Division No. 10,4165,2405,1765,3345,820,770,1925,1465,3440,2755,110,270,625,405,1415,48.6,56.3
470010003,47,0,10,3,4710003,Ituna Bon Accord No. 246,320,185,140,260,60,60,135,125,265,230,10,15,35,35,95,49.2,53.3
470010008,47,0,10,8,4710008,Kellross No. 247,350,195,155,280,70,40,185,120,305,225,10,15,55,45,125,49.4,65.9
470010014,47,0,10,14,4710014,Touchwood No. 248,235,140,95,180,50,45,120,70,190,155,10,15,35,25,75,47.2,52.7
470010021,47,0,10,21,4710021,Mount Hope No. 279,335,200,135,270,70,65,155,115,270,215,15,30,55,25,115,48.2,54.0
470010026,47,0,10,26,4710026,Kutawa No. 278,190,105,90,150,40,30,95,65,160,130,5,15,40,10,65,48.7,48.0
470010031,47,0,10,31,4710031,Emerald No. 277,335,190,145,270,70,70,145,115,275,220,5,15,50,35,110,47.7,56.1
470010036,47,0,10,36,4710036,Foam Lake No. 276,445,290,150,370,75,85,200,160,360,305,10,30,55,45,140,48.8,52.8
470010041,47,0,10,41,4710041,Elfros No. 307,255,145,110,205,45,40,125,90,205,170,0,10,40,35,85,48.4,71.6
470010046,47,0,10,46,4710046,Big Quill No. 308,310,170,140,245,70,55,140,120,270,180,10,25,55,35,130,49.6,72.9
470010052,47,0,10,52,4710052,Prairie Rose No. 309,195,115,75,155,35,40,80,70,160,130,0,15,20,20,65,48.6,54.2
470010056,47,0,10,56,4710056,Leroy No. 339,350,185,165,280,70,80,150,115,285,220,15,30,55,30,130,47.8,52.5
470010061,47,0,10,61,4710061,Lakeside No. 338,190,120,65,160,30,40,90,60,160,110,5,15,40,20,80,47.0,64.7
470010066,47,0,10,66,4710066,Lakeview No. 337,265,160,105,210,55,40,135,95,210,185,10,15,30,25,80,49.7,50.5
470010071,47,0,10,71,4710071,Sasman No. 336,390,210,185,310,85,75,175,145,330,280,10,20,60,20,115,48.9,44.0
470011000,47,0,11,0,4711000,Division No. 11,5285,2795,2490,4090,1190,1045,2380,1865,4220,3360,130,385,780,630,1925,48.4,62.5
470011003,47,0,11,3,4711003,Last Mountain Valley No. 250,265,170,95,220,45,50,95,115,215,190,10,25,35,15,75,50.8,39.6
470011006,47,0,11,6,4711006,Big Arm No. 251,165,95,75,140,30,40,75,55,130,115,5,20,20,10,55,47.7,45.2
470011011,47,0,11,11,4711011,Arm River No. 252,165,105,65,135,30,30,80,60,130,120,0,0,25,15,45,48.9,52.3
470011016,47,0,11,16,4711016,Willner No. 253,190,115,75,150,40,40,90,60,155,130,10,15,20,15,60,46.9,40.3
470011018,47,0,11,18,4711018,Loreburn No. 254,290,175,110,240,50,60,130,100,205,185,5,35,45,15,100,48.3,48.1
470011026,47,0,11,26,4711026,Rudy No. 284,245,140,105,195,50,50,105,90,185,170,10,15,30,20,70,48.5,48.5
470011031,47,0,11,31,4711031,Rosedale No. 283,260,145,115,205,55,60,95,105,200,170,10,25,40,20,90,49.0,49.1
470011034,47,0,11,34,4711034,McCraney No. 282,240,160,80,205,40,55,95,90,190,170,5,15,35,20,70,48.2,44.6
470011039,47,0,11,39,4711039,Wood Creek No. 281,190,100,90,150,35,45,75,70,155,140,10,10,15,20,50,48.0,40.0
470011042,47,0,11,42,4711042,Wreford No. 280,155,100,55,120,35,35,65,50,100,105,0,15,20,10,45,48.7,41.4
470011046,47,0,11,46,4711046,Usborne No. 310,200,95,105,160,45,50,105,55,175,130,5,20,30,20,70,45.2,58.3
470011052,47,0,11,52,4711052,Morris No. 312,265,135,130,200,60,50,130,85,210,170,5,30,45,20,95,48.0,54.9
470011059,47,0,11,59,4711059,Lost River No. 313,165,100,65,130,30,40,60,65,115,110,0,10,20,15,55,49.2,54.2
470011061,47,0,11,61,4711061,Dundurn No. 314,150,65,85,105,40,25,60,60,120,95,5,15,25,15,55,49.4,56.7
470011065,47,0,11,65,4711065,Corman Park No. 344,1340,585,755,955,390,245,660,440,1150,740,20,75,225,280,600,48.1,90.6
470011069,47,0,11,69,4711069,Blucher No. 343,285,140,145,215,70,45,140,105,220,175,10,20,35,45,110,49.0,71.5
470011076,47,0,11,76,4711076,Colonsay No. 342,195,110,90,155,45,30,80,90,135,120,0,15,40,25,80,49.8,68.4
470011091,47,0,11,91,4711091,Viscount No. 341,255,115,140,200,60,50,115,95,215,160,5,25,35,30,95,48.6,61.8
470011096,47,0,11,96,4711096,Wolverine No. 340,245,135,110,200,45,50,115,80,210,155,5,15,45,30,95,47.9,70.2
470012000,47,0,12,0,4712000,Division No. 12,3800,1965,1835,2890,915,760,1745,1290,3225,2510,115,260,515,400,1290,48.2,56.4
470012001,47,0,12,1,4712001,Pleasant Valley No. 288,195,105,85,150,40,40,80,70,165,130,5,15,20,25,65,47.7,58.6
470012004,47,0,12,4,4712004,St. Andrews No. 287,280,160,125,215,70,50,140,85,230,185,15,20,35,25,95,47.8,51.9
470012011,47,0,12,11,4712011,Milden No. 286,225,110,115,165,60,40,100,80,170,150,10,10,25,25,75,48.9,58.5
470012020,47,0,12,20,4712020,Fertile Valley No. 285,295,185,105,230,65,45,130,120,230,205,10,25,40,20,90,50.2,43.3
470012026,47,0,12,26,4712026,Montrose No. 315,210,110,100,155,50,40,105,60,185,135,5,10,30,25,75,46.8,61.5
470012029,47,0,12,29,4712029,Harris No. 316,170,85,90,125,50,35,65,70,155,125,5,10,15,10,50,49.7,40.8
470012034,47,0,12,34,4712034,Marriott No. 317,220,110,110,165,55,50,105,65,190,150,5,20,30,15,70,46.2,49.9
470012038,47,0,12,38,4712038,Mountain View No. 318,225,115,110,170,55,55,85,85,195,145,5,10,40,20,75,48.6,53.3
470012042,47,0,12,42,4712042,Biggar No. 347,385,185,195,290,95,95,170,120,335,265,10,30,60,25,120,47.4,46.1
470012050,47,0,12,50,4712050,Perdue No. 346,220,100,115,160,60,35,110,70,170,135,10,20,35,25,85,49.1,61.7
470012054,47,0,12,54,4712054,Vanscoy No. 345,455,185,270,320,135,100,215,140,400,245,15,40,70,85,210,47.2,87.5
470012064,47,0,12,64,4712064,Eagle Creek No. 376,240,135,105,185,50,30,105,100,195,180,10,10,20,20,55,52.0,40.1
470012069,47,0,12,69,4712069,Glenside No. 377,155,95,60,125,25,35,75,45,140,110,5,5,20,15,45,46.7,51.0
470012072,47,0,12,72,4712072,Rosemount No. 378,115,45,65,85,25,30,55,30,100,80,0,5,15,10,30,46.2,55.4
470012076,47,0,12,76,4712076,Prairie No. 408,215,140,70,180,35,45,100,70,190,145,10,10,30,15,70,47.4,52.0
470012078,47,0,12,78,4712078,Battle River No. 438,210,95,110,170,40,30,110,70,180,120,10,15,30,30,85,48.5,67.7
470013000,47,0,13,0,4713000,Division No. 13,4140,2280,1860,3280,860,930,1845,1365,3395,2850,130,290,530,340,1290,47.1,48.9
470013006,47,0,13,6,4713006,Kindersley No. 290,510,270,240,390,125,100,255,155,390,315,20,45,75,55,195,46.8,61.6
470013011,47,0,13,11,4713011,Milton No. 292,155,95,60,120,35,45,60,50,130,110,10,15,15,10,50,47.0,45.6
470013016,47,0,13,16,4713016,Antelope Park No. 322,95,55,45,70,25,25,35,30,80,75,5,5,10,5,20,47.4,33.4
470013019,47,0,13,19,4713019,Prairiedale No. 321,120,60,60,90,30,20,50,50,100,90,0,5,10,10,30,49.0,39.2
470013024,47,0,13,24,4713024,Oakdale No. 320,170,100,70,135,35,40,80,50,115,95,5,10,35,25,75,46.8,77.0
470013028,47,0,13,28,4713028,Winslow No. 319,260,130,135,185,70,55,105,95,205,180,15,15,30,25,80,49.1,48.8
470013032,47,0,13,32,4713032,Grandview No. 349,195,95,100,155,40,40,85,70,175,140,5,15,25,15,60,47.7,44.9
470013038,47,0,13,38,4713038,Mariposa No. 350,145,95,55,120,25,30,75,45,120,105,5,5,30,5,45,46.1,49.2
470013041,47,0,13,41,4713041,Progress No. 351,225,120,100,175,50,40,95,80,185,155,15,15,30,10,65,48.0,39.8
470013046,47,0,13,46,4713046,Heart's Hill No. 352,180,95,80,145,40,55,70,55,155,125,5,5,20,20,55,45.6,52.1
470013049,47,0,13,49,4713049,Eye Hill No. 382,275,150,115,225,45,65,110,95,230,180,5,20,40,25,90,47.0,54.8
470013056,47,0,13,56,4713056,Grass Lake No. 381,265,150,115,215,50,60,120,85,215,200,5,10,25,15,60,46.3,36.8
470013059,47,0,13,59,4713059,Tramping Lake No. 380,170,115,55,140,25,40,70,55,140,110,5,20,20,15,60,47.1,46.1
470013064,47,0,13,64,4713064,Reford No. 379,200,130,70,165,30,45,95,60,165,130,5,20,30,10,70,46.5,51.1
470013068,47,0,13,68,4713068,Buffalo No. 409,225,130,95,180,45,60,90,75,185,165,10,20,25,10,65,46.4,34.9
470013072,47,0,13,72,4713072,Round Valley No. 410,205,120,85,165,40,30,100,75,165,150,10,15,20,20,55,50.6,44.1
470013076,47,0,13,76,4713076,Senlac No. 411,145,85,60,115,25,30,65,50,120,100,5,15,25,10,45,48.5,48.2
470013079,47,0,13,79,4713079,Manitou Lake No. 442,220,90,130,170,50,50,115,55,190,145,5,15,35,25,75,46.3,56.8
470013092,47,0,13,92,4713092,Hillsdale No. 440,215,115,105,170,45,50,105,65,190,165,5,15,20,15,55,46.7,42.5
470013096,47,0,13,96,4713096,Cut Knife No. 439,165,85,85,135,25,50,75,40,145,115,5,15,20,5,50,44.5,46.0
470014000,47,0,14,0,4714000,Division No. 14,5725,3235,2490,4595,1130,1020,2655,2050,4825,3490,160,515,1000,560,2235,48.7,62.2
470014001,47,0,14,1,4714001,Hudson Bay No. 394,360,205,155,290,70,50,195,120,305,155,5,30,120,50,205,48.8,98.9
470014006,47,0,14,6,4714006,Porcupine No. 395,470,265,210,385,85,90,205,175,420,305,15,45,75,35,165,48.4,50.5
470014021,47,0,14,21,4714021,Kelvington No. 366,310,180,130,250,65,50,140,125,265,215,5,25,40,25,95,50.1,49.9
470014023,47,0,14,23,4714023,Ponass Lake No. 367,335,180,155,260,75,75,160,100,295,210,5,25,60,30,125,47.1,58.5
470014026,47,0,14,26,4714026,Spalding No. 368,285,165,120,230,55,70,115,95,235,160,15,30,40,35,120,47.1,67.1
470014034,47,0,14,34,4714034,Barrier Valley No. 397,220,120,100,185,35,45,105,70,195,125,10,25,40,20,95,47.1,62.1
470014035,47,0,14,35,4714035,Pleasantdale No. 398,275,170,100,225,50,40,125,105,220,165,5,20,45,35,110,49.2,71.8
470014038,47,0,14,38,4714038,Bjorkdale No. 426,395,225,170,315,80,65,190,135,320,230,10,45,75,35,165,48.4,62.7
470014043,47,0,14,43,4714043,Tisdale No. 427,290,150,135,230,60,55,130,105,250,190,5,25,40,25,100,48.8,56.1
470014047,47,0,14,47,4714047,Star City No. 428,360,195,160,285,80,75,195,95,285,215,10,25,60,50,145,47.0,72.3
470014053,47,0,14,53,4714053,Willow Creek No. 458,350,190,160,280,65,55,160,135,295,215,10,40,50,35,135,49.2,58.1
470014056,47,0,14,56,4714056,Connaught No. 457,310,160,155,245,70,45,165,100,265,215,5,25,45,30,100,49.2,54.8
470014059,47,0,14,59,4714059,Arborfield No. 456,220,155,60,190,25,50,90,80,175,130,0,25,35,20,90,48.3,60.1
470014067,47,0,14,67,4714067,Moose Range No. 486,495,275,215,400,95,100,215,180,420,315,15,40,65,60,180,48.9,61.3
470014072,47,0,14,72,4714072,Nipawin No. 487,390,200,195,310,85,65,150,175,340,240,15,25,65,45,155,51.3,63.8
470014077,47,0,14,77,4714077,Torch River No. 488,665,400,265,530,135,100,315,255,550,410,15,60,140,40,255,49.4,55.3
470015000,47,0,15,0,4715000,Division No. 15,6840,3845,2995,5520,1320,1340,3075,2420,5815,4250,180,445,1165,800,2585,48.3,65.7
470015001,47,0,15,1,4715001,St. Peter No. 369,395,215,185,315,75,85,190,125,345,260,10,35,55,35,135,47.1,50.9
