HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTFAREA,TFAREA,ETFAREA,NAOWNED01,AOWNED01,EAOWNED01,NTLSRTCS01,TLSRTCS01,ETLSRTCS01,NALSDGV01,ALSDGV01,EALSDGV01,NARNTED01,ARNTED01,EARNTED01,NACRPSH01,ACRPSH01,EACRPSH01,NAOWNED,AOWNED,EAOWNED,NALSDGOV,ALSDGOV,EALSDGOV,NARNTED,ARNTED,EARNTED,NACRPSHR,ACRPSHR,EACRPSHR,NAOTUSED,AOTUSED,EAOTUSED,NTOTLAND1,TOTLAND1,ETOTLAND1,NRNTEDOT,RNTEDOT,ERNTEDOT,NCRPSHROT,CRPSHROT,ECRPSHROT,NUSEDOT,USEDOT,EUSEDOT,NAREAOT1,AREAOT1,EAREAOT1,NTOTUSE,TOTUSE,ETOTUSE,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NUNIMPAST,UNIMPAST,EUNIMPAST,NWOODWET,WOODWET,EWOODWET,NWOODXMAS,WOODXMAS,EWOODXMAS,NOTHLAND,OTHLAND,EOTHLAND,NOTHLND01,OTHLND01,EOTHLND01
59,4,0,0,Kootenay,"1,349","1,349","440,490","178,260","1,309",x,x,388,x,x,146,"164,332","66,503",296,x,x,40,"4,433","1,794","1,309","195,297","79,034",146,"164,332","66,503",249,"77,773","31,474",40,"4,433","1,794",60,"8,518","3,447","1,349","450,353","182,251",75,"7,801","3,157",24,"1,423",576,15,639,259,107,"9,863","3,991","1,349","440,490","178,260","1,009","69,547","28,145",39,"1,080",437,406,"23,252","9,410",668,"265,034","107,255",471,"55,993","22,660",491,"61,433","24,861",912,"20,144","8,152","1,036","81,577","33,013"
59,6,0,0,North Coast,134,134,"29,422","11,907",132,x,x,32,x,x,13,x,x,22,x,x,3,x,x,132,"21,076","8,529",13,"5,218","2,112",16,x,x,3,x,x,7,x,x,134,"30,808","12,468",6,x,x,1,x,x,2,x,x,9,"1,386",561,134,"29,422","11,907",96,"5,139","2,080",2,x,x,49,x,x,66,"8,464","3,425",83,"9,459","3,828",84,"9,549","3,864",99,"2,577","1,043",119,"12,126","4,907"
59,4,1,0,East Kootenay,395,395,"241,327","97,662",379,"80,777","32,689",147,"160,550","64,972",83,"103,086","41,717",104,"56,219","22,751",9,"1,245",504,379,"83,835","33,927",83,"103,086","41,717",89,"52,149","21,104",9,"1,245",504,15,"4,070","1,647",395,"244,385","98,899",32,"2,476","1,002",8,177,72,6,405,164,43,"3,058","1,238",395,"241,327","97,662",283,"25,003","10,118",3,134,54,137,"14,546","5,887",258,"158,854","64,286",141,"28,741","11,631",153,"33,839","13,694",256,"8,951","3,622",299,"42,790","17,316"
59,4,1,17,East Kootenay A,75,75,"17,280","6,993",71,"7,532","3,048",28,"9,748","3,945",8,"4,033","1,632",21,x,x,2,x,x,71,"8,364","3,385",8,"4,033","1,632",19,"5,398","2,184",2,x,x,2,x,x,75,"18,112","7,330",3,740,299,3,x,x,1,x,x,6,832,337,75,"17,280","6,993",60,"3,339","1,351",1,x,x,26,"2,451",992,42,"9,268","3,751",19,x,x,20,"1,300",526,40,x,x,46,x,x
59,4,1,19,East Kootenay B,54,54,"42,353","17,140",50,"13,100","5,301",25,"29,253","11,838",18,"22,685","9,180",20,"5,508","2,229",3,"1,060",429,50,"13,837","5,600",18,"22,685","9,180",20,"5,508","2,229",3,"1,060",429,0,0,0,54,"43,090","17,438",6,x,x,2,x,x,1,x,x,8,737,298,54,"42,353","17,140",45,"4,532","1,834",0,0,0,22,"2,018",817,41,"31,493","12,745",19,"3,218","1,302",22,"3,440","1,392",38,870,352,43,"4,310","1,744"
59,4,1,35,East Kootenay C,132,132,"88,761","35,920",130,"25,954","10,503",48,"62,807","25,417",30,"43,527","17,615",33,x,x,1,x,x,130,"26,990","10,922",30,"43,527","17,615",29,"18,990","7,685",1,x,x,4,x,x,132,"89,797","36,340",9,648,262,2,x,x,1,x,x,12,"1,036",419,132,"88,761","35,920",83,"7,878","3,188",1,x,x,43,"4,507","1,824",90,"66,258","26,814",46,"5,040","2,040",48,"6,555","2,653",89,x,x,104,x,x
59,4,1,37,East Kootenay E,51,51,"23,258","9,412",49,"9,535","3,859",17,"13,723","5,554",9,"7,040","2,849",12,x,x,1,x,x,49,"9,655","3,907",9,"7,040","2,849",7,x,x,1,x,x,5,"1,263",511,51,"23,378","9,461",6,120,49,0,0,0,0,0,0,6,120,49,51,"23,258","9,412",35,"3,634","1,471",1,x,x,16,"1,083",438,35,"14,986","6,065",23,x,x,24,"2,435",985,38,x,x,44,x,x
59,4,1,46,East Kootenay F,38,38,"51,038","20,654",36,"16,892","6,836",16,"34,146","13,818",13,"21,356","8,642",7,"12,790","5,176",0,0,0,36,"17,104","6,922",13,"21,356","8,642",6,x,x,0,0,0,1,x,x,38,"51,250","20,740",4,x,x,0,0,0,2,x,x,5,212,86,38,"51,038","20,654",22,"3,446","1,395",0,0,0,15,"3,388","1,371",25,"29,567","11,965",12,"10,965","4,437",16,"13,231","5,354",23,"1,406",569,27,"14,637","5,923"
59,4,1,48,East Kootenay G,45,45,"18,637","7,542",43,"7,764","3,142",13,"10,873","4,400",5,"4,445","1,799",11,x,x,2,x,x,43,"7,885","3,191",5,"4,445","1,799",8,"6,083","2,462",2,x,x,3,x,x,45,"18,758","7,591",4,x,x,1,x,x,1,x,x,6,121,49,45,"18,637","7,542",38,"2,174",880,0,0,0,15,"1,099",445,25,"7,282","2,947",22,"6,463","2,615",23,"6,878","2,783",28,"1,204",487,35,"8,082","3,271"
59,4,3,0,Central Kootenay,562,562,"67,554","27,338",545,"41,565","16,821",136,"25,989","10,517",15,"12,192","4,934",114,"11,164","4,518",23,"2,633","1,066",545,"44,929","18,182",15,"12,192","4,934",94,"8,345","3,377",23,"2,633","1,066",25,"2,819","1,141",562,"70,918","28,699",26,"3,135","1,269",6,178,72,4,51,21,33,"3,364","1,361",562,"67,554","27,338",441,"28,253","11,434",25,779,315,140,"4,114","1,665",211,"20,342","8,232",200,"10,251","4,148",202,"10,297","4,167",385,"3,769","1,525",430,"14,066","5,692"
59,4,3,10,Central Kootenay A,22,22,"3,764","1,523",21,x,x,5,x,x,1,x,x,4,x,x,0,0,0,21,"4,249","1,720",1,x,x,3,175,71,0,0,0,1,x,x,22,x,x,2,x,x,0,0,0,0,0,0,2,x,x,22,"3,764","1,523",20,"2,981","1,206",1,x,x,5,58,23,10,225,91,6,x,x,6,90,36,13,x,x,15,x,x
59,4,3,13,Central Kootenay B,215,215,"15,732","6,367",211,"11,513","4,659",56,"4,219","1,707",2,x,x,47,x,x,14,859,348,211,"12,037","4,871",2,x,x,43,"3,228","1,306",14,859,348,5,x,x,215,"16,256","6,579",8,442,179,3,x,x,2,x,x,12,524,212,215,"15,732","6,367",191,"9,448","3,823",7,48,19,49,956,387,57,"2,781","1,125",50,"1,363",552,52,"1,392",563,144,"1,107",448,154,"2,499","1,011"
59,4,3,17,Central Kootenay C,64,64,"18,881","7,641",61,"8,731","3,533",26,"10,150","4,108",4,"5,871","2,376",22,"2,722","1,102",4,"1,557",630,61,"9,762","3,951",4,"5,871","2,376",20,"2,596","1,051",4,"1,557",630,3,126,51,64,"19,912","8,058",10,"1,031",417,0,0,0,0,0,0,10,"1,031",417,64,"18,881","7,641",53,"10,292","4,165",6,324,131,15,656,265,23,"6,787","2,747",9,483,195,9,483,195,43,339,137,44,822,333
59,4,3,39,Central Kootenay D,22,22,"1,308",529,19,x,x,5,x,x,0,0,0,4,200,81,1,x,x,19,"1,198",485,0,0,0,3,162,66,1,x,x,3,38,15,22,x,x,1,x,x,0,0,0,0,0,0,1,x,x,22,"1,308",529,19,629,255,2,x,x,5,180,73,5,32,13,13,x,x,13,249,101,15,x,x,17,x,x
59,4,3,41,Central Kootenay E,43,43,"1,845",747,42,"1,803",730,3,42,17,1,x,x,2,x,x,0,0,0,42,"1,803",730,1,x,x,1,x,x,0,0,0,1,x,x,43,"1,845",747,0,0,0,0,0,0,0,0,0,0,0,0,43,"1,845",747,26,205,83,1,x,x,9,97,39,20,236,96,26,x,x,26,"1,105",447,32,x,x,38,x,x
59,4,3,47,Central Kootenay G,32,32,"7,117","2,880",31,"3,252","1,316",8,"3,865","1,564",2,x,x,7,x,x,0,0,0,31,"3,252","1,316",2,x,x,6,745,301,0,0,0,1,x,x,32,"7,117","2,880",0,0,0,0,0,0,0,0,0,0,0,0,32,"7,117","2,880",26,"1,080",437,1,x,x,10,878,355,21,"4,412","1,785",17,531,215,17,531,215,22,x,x,26,x,x
59,4,3,52,Central Kootenay H,57,57,"5,866","2,374",55,x,x,5,x,x,1,x,x,3,461,187,2,x,x,55,"4,510","1,825",1,x,x,2,x,x,2,x,x,2,x,x,57,x,x,2,x,x,0,0,0,0,0,0,2,x,x,57,"5,866","2,374",32,527,213,3,31,13,19,393,159,30,"1,465",593,32,"2,738","1,108",32,"2,738","1,108",39,712,288,47,"3,450","1,396"
59,4,3,58,Central Kootenay J,44,44,"3,982","1,611",42,"2,413",977,10,"1,569",635,1,x,x,8,x,x,1,x,x,42,"2,413",977,1,x,x,5,43,17,1,x,x,3,x,x,44,"3,982","1,611",0,0,0,0,0,0,0,0,0,0,0,0,44,"3,982","1,611",25,817,331,1,x,x,7,69,28,22,767,310,14,"1,882",762,14,"1,882",762,32,x,x,36,x,x
59,4,3,60,Central Kootenay K,63,63,"9,059","3,666",63,"5,531","2,238",18,"3,528","1,428",3,"2,220",898,17,x,x,1,x,x,63,"5,705","2,309",3,"2,220",898,11,"1,093",442,1,x,x,6,x,x,63,"9,233","3,736",3,27,11,3,x,x,2,x,x,6,174,70,63,"9,059","3,666",49,"2,274",920,3,16,6,21,827,335,23,"3,637","1,472",33,"1,827",739,33,"1,827",739,45,478,193,53,"2,305",933
59,4,5,0,Kootenay Boundary,392,392,"131,609","53,260",385,x,x,105,x,x,48,"49,054","19,851",78,x,x,8,555,225,385,"66,533","26,925",48,"49,054","19,851",66,"17,279","6,993",8,555,225,20,"1,629",659,392,"135,050","54,653",17,"2,190",886,10,"1,068",432,5,183,74,31,"3,441","1,393",392,"131,609","53,260",285,"16,291","6,593",11,167,68,129,"4,592","1,858",199,"85,838","34,737",130,"17,001","6,880",136,"17,297","7,000",271,"7,424","3,004",307,"24,721","10,004"
59,4,5,30,Kootenay Boundary B,60,60,"6,021","2,437",59,x,x,10,x,x,0,0,0,10,x,x,0,0,0,59,"4,791","1,939",0,0,0,6,"1,087",440,0,0,0,4,x,x,60,x,x,1,x,x,1,x,x,0,0,0,2,x,x,60,"6,021","2,437",33,768,311,0,0,0,21,471,191,28,"2,393",968,30,x,x,30,"1,775",718,38,614,248,49,"2,389",967
59,4,5,52,Kootenay Boundary D,169,169,"22,708","9,190",166,x,x,39,x,x,11,"8,589","3,476",33,x,x,4,333,135,166,"11,163","4,518",11,"8,589","3,476",28,"2,235",904,4,333,135,6,x,x,169,x,x,6,x,x,2,x,x,1,x,x,9,x,x,169,"22,708","9,190",131,"4,735","1,916",3,46,19,43,"1,207",488,55,"13,195","5,340",31,x,x,34,"1,669",675,118,"1,856",751,128,"3,525","1,427"
59,4,5,54,Kootenay Boundary E,163,163,"102,880","41,634",160,x,x,56,x,x,37,"40,465","16,376",35,x,x,4,222,90,160,"50,579","20,469",37,"40,465","16,376",32,"13,957","5,648",4,222,90,10,926,375,163,"106,149","42,957",10,"2,103",851,7,x,x,4,x,x,20,"3,269","1,323",163,"102,880","41,634",121,"10,788","4,366",8,121,49,65,"2,914","1,179",116,"70,250","28,429",69,"13,572","5,492",72,"13,853","5,606",115,"4,954","2,005",130,"18,807","7,611"
59,3,7,0,Okanagan-Similkameen,"1,621","1,621","210,635","85,241","1,563","100,984","40,867",358,"109,651","44,374",64,x,x,302,x,x,21,397,161,"1,563","104,101","42,128",64,"78,993","31,967",281,"30,796","12,463",21,397,161,30,"2,243",908,"1,621","216,530","87,627",71,"5,630","2,278",11,195,79,8,70,28,89,"5,895","2,386","1,621","210,635","85,241","1,404","30,989","12,541",21,133,54,246,"6,443","2,607",414,"145,519","58,889",291,"14,650","5,929",309,"14,745","5,967","1,039","12,806","5,182","1,130","27,551","11,149"
59,3,7,22,Okanagan-Similkameen A,184,184,"14,539","5,884",180,"6,194","2,507",39,"8,345","3,377",3,x,x,37,"5,622","2,275",2,x,x,180,"6,229","2,521",3,x,x,37,"5,622","2,275",2,x,x,0,0,0,184,"14,574","5,898",5,35,14,0,0,0,0,0,0,5,35,14,184,"14,539","5,884",174,"3,310","1,340",3,x,x,14,x,x,26,"9,395","3,802",20,x,x,21,519,210,106,"1,103",446,111,"1,622",656
59,3,7,26,Okanagan-Similkameen B,155,155,"31,256","12,649",153,"15,688","6,349",39,"15,568","6,300",3,"14,434","5,841",36,x,x,1,x,x,153,"15,698","6,353",3,"14,434","5,841",36,965,391,1,x,x,3,x,x,155,"31,266","12,653",4,10,4,0,0,0,0,0,0,4,10,4,155,"31,256","12,649",142,"4,279","1,732",6,19,8,26,369,149,33,"21,280","8,612",32,"1,700",688,32,"1,700",688,109,"3,609","1,461",116,"5,309","2,148"
59,3,7,28,Okanagan-Similkameen C,394,394,"23,609","9,554",384,"13,195","5,340",85,"10,414","4,214",20,"6,506","2,633",69,x,x,2,x,x,384,"14,842","6,006",20,"6,506","2,633",62,"3,822","1,547",2,x,x,8,x,x,394,"25,256","10,221",17,"1,590",643,3,x,x,2,x,x,22,"1,647",667,394,"23,609","9,554",345,"8,157","3,301",3,72,29,48,587,238,84,"12,251","4,958",53,583,236,59,601,243,231,"1,941",785,253,"2,542","1,029"
59,3,7,47,Okanagan-Similkameen D,257,257,"11,404","4,615",243,"9,751","3,946",51,"1,653",669,8,x,x,41,875,354,5,x,x,243,"10,367","4,195",8,x,x,36,683,276,5,x,x,7,192,78,257,"12,020","4,864",12,560,227,2,x,x,2,x,x,16,616,249,257,"11,404","4,615",218,"2,691","1,089",1,x,x,33,x,x,82,"4,430","1,793",57,"1,481",599,60,"1,487",602,179,"2,330",943,194,"3,817","1,545"
59,3,7,49,Okanagan-Similkameen E,104,104,"2,184",884,97,"1,860",753,22,324,131,0,0,0,20,276,112,4,48,19,97,"1,948",788,0,0,0,19,245,99,4,48,19,3,31,13,104,"2,272",919,8,71,29,2,x,x,2,x,x,12,88,36,104,"2,184",884,99,997,403,1,x,x,12,x,x,18,380,154,18,x,x,20,402,163,57,361,146,67,763,309
59,3,7,51,Okanagan-Similkameen F,303,303,"21,665","8,768",289,"10,161","4,112",61,"11,504","4,656",4,"7,686","3,110",55,"3,761","1,522",4,57,23,289,"10,345","4,186",4,"7,686","3,110",52,"2,950","1,194",4,57,23,3,811,328,303,"21,849","8,842",15,x,x,3,128,52,1,x,x,19,184,74,303,"21,665","8,768",254,"2,622","1,061",7,29,12,59,980,397,73,"10,499","4,249",68,"6,491","2,627",74,"6,529","2,642",202,"1,006",407,224,"7,535","3,049"
59,3,7,53,Okanagan-Similkameen G,142,142,"50,025","20,244",137,"13,947","5,644",36,"36,078","14,600",11,"25,121","10,166",28,x,x,2,x,x,137,"14,012","5,670",11,"25,121","10,166",25,"10,908","4,414",2,x,x,4,x,x,142,"50,090","20,271",5,x,x,1,x,x,1,x,x,6,65,26,142,"50,025","20,244",123,"4,421","1,789",0,0,0,29,"1,061",429,43,"42,170","17,066",19,x,x,19,"1,153",467,96,"1,220",494,101,"2,373",960
59,3,7,55,Okanagan-Similkameen H,82,82,"55,953","22,643",80,"30,188","12,217",25,"25,765","10,427",15,x,x,16,x,x,1,x,x,80,"30,660","12,408",15,"21,817","8,829",14,"5,601","2,267",1,x,x,2,x,x,82,"59,203","23,959",5,"3,250","1,315",0,0,0,0,0,0,5,"3,250","1,315",82,"55,953","22,643",49,"4,512","1,826",0,0,0,25,"2,737","1,108",55,"45,114","18,257",24,"2,354",953,24,"2,354",953,59,"1,236",500,64,"3,590","1,453"
59,2,9,0,Fraser Valley,"2,567","2,567","139,870","56,603","2,458","92,926","37,606",711,"46,944","18,998",43,x,x,681,x,x,40,"1,055",427,"2,458","102,023","41,287",43,"13,126","5,312",607,"30,664","12,409",40,"1,055",427,109,"2,335",945,"2,567","149,203","60,380",308,"8,168","3,305",21,646,261,46,519,210,366,"9,333","3,777","2,567","139,870","56,603","1,796","82,519","33,394",17,233,94,429,"7,228","2,925",790,"27,757","11,233",535,"10,390","4,205",585,"11,013","4,457","1,771","11,120","4,500","1,912","22,133","8,957"
59,2,9,16,Fraser Valley B,48,48,"3,366","1,362",48,x,x,11,x,x,1,x,x,9,x,x,1,x,x,48,"2,764","1,119",1,x,x,6,229,93,1,x,x,3,x,x,48,"3,417","1,383",2,x,x,0,0,0,2,x,x,4,51,21,48,"3,366","1,362",31,"1,150",465,0,0,0,8,276,112,26,"1,181",478,17,x,x,18,640,259,29,119,48,35,759,307
59,2,9,34,Fraser Valley D,139,139,"12,250","4,957",138,x,x,58,x,x,4,78,32,56,x,x,4,228,92,138,"9,783","3,959",4,78,32,52,"2,454",993,4,228,92,11,263,106,139,"12,806","5,182",14,233,94,3,61,25,5,262,106,21,556,225,139,"12,250","4,957",114,"8,710","3,525",0,0,0,32,549,222,43,736,298,49,"1,670",676,50,"1,746",707,97,509,206,109,"2,255",913
59,2,9,36,Fraser Valley E,885,885,"42,019","17,004",841,x,x,264,x,x,16,x,x,252,x,x,17,401,162,841,"31,699","12,828",16,"3,416","1,382",224,"9,569","3,872",17,401,162,38,652,264,885,"45,737","18,509",128,"3,202","1,296",9,412,167,20,104,42,153,"3,718","1,505",885,"42,019","17,004",615,"24,944","10,094",6,x,x,160,x,x,254,"7,043","2,850",142,"4,115","1,665",159,"4,329","1,752",574,"3,048","1,233",615,"7,377","2,985"
59,2,9,52,Abbotsford,"1,197","1,197","67,447","27,295","1,140","39,994","16,185",320,"27,453","11,110",20,x,x,309,x,x,15,380,154,"1,140","44,493","18,006",20,"9,222","3,732",279,"16,824","6,808",15,380,154,43,"1,137",460,"1,197","72,056","29,160",150,"4,333","1,754",8,x,x,14,x,x,169,"4,609","1,865","1,197","67,447","27,295",850,"38,358","15,523",10,138,56,162,"2,802","1,134",357,"17,138","6,936",239,"2,541","1,028",259,"2,683","1,086",854,"6,328","2,561",914,"9,011","3,647"
59,2,9,60,Fraser Valley F,183,183,"5,311","2,149",178,"4,761","1,927",27,550,223,1,x,x,26,x,x,1,x,x,178,"4,848","1,962",1,x,x,20,490,198,1,x,x,7,x,x,183,"5,398","2,184",5,x,x,1,x,x,4,14,6,9,87,35,183,"5,311","2,149",84,"2,022",818,1,x,x,47,x,x,80,931,377,67,896,363,77,"1,065",431,140,645,261,155,"1,710",692
59,2,9,62,Fraser Valley G,115,115,"9,477","3,835",113,"8,124","3,288",31,"1,353",548,1,x,x,29,"1,307",529,2,x,x,113,"8,436","3,414",1,x,x,26,"1,098",444,2,x,x,7,209,85,115,"9,789","3,961",9,x,x,0,0,0,1,x,x,10,312,126,115,"9,477","3,835",102,"7,335","2,968",0,0,0,20,393,159,30,728,295,21,x,x,22,550,223,77,471,191,84,"1,021",413
59,2,15,0,Greater Vancouver,"2,618","2,618","101,400","41,035","2,448",x,x,553,x,x,64,x,x,506,x,x,25,"1,016",411,"2,448","76,385","30,912",64,"5,459","2,209",449,"23,362","9,454",25,"1,016",411,80,"1,429",578,"2,618","107,651","43,565",138,"5,270","2,133",18,x,x,22,x,x,175,"6,251","2,530","2,618","101,400","41,035","1,565","59,517","24,086",19,x,x,408,"7,948","3,216","1,007","12,132","4,910",592,"6,922","2,801",661,x,x,"1,914","14,117","5,713","2,060",x,x
59,2,15,1,Langley,"1,292","1,292","32,050","12,970","1,233",x,x,232,x,x,22,665,269,209,x,x,11,356,144,"1,233","27,654","11,191",22,665,269,182,"5,538","2,241",11,356,144,36,348,141,"1,292","34,561","13,986",66,"2,293",928,7,169,68,10,49,20,83,"2,511","1,016","1,292","32,050","12,970",659,"14,263","5,772",9,76,31,227,"2,302",932,602,"6,199","2,509",350,"3,030","1,226",398,"3,454","1,398",988,"5,756","2,329","1,064","9,210","3,727"
59,2,15,4,Surrey,487,487,"22,998","9,307",441,"17,036","6,894",111,"5,962","2,413",11,x,x,105,x,x,6,283,115,441,"17,691","7,159",11,"1,238",501,92,"4,398","1,780",6,283,115,19,204,83,487,"23,814","9,637",21,466,189,4,137,55,4,213,86,26,816,330,487,"22,998","9,307",312,"14,831","6,002",4,36,15,62,"2,067",836,180,"2,307",934,98,"1,051",425,105,"1,073",434,344,"2,684","1,086",374,"3,757","1,520"
59,2,15,11,Delta,180,180,"18,582","7,520",159,x,x,70,x,x,24,"2,423",981,62,x,x,0,0,0,159,"9,678","3,917",24,"2,423",981,58,"7,287","2,949",0,0,0,7,402,163,180,"19,790","8,009",20,"1,101",446,2,x,x,2,x,x,24,"1,208",489,180,"18,582","7,520",141,"15,574","6,303",2,x,x,25,566,229,42,399,161,17,x,x,17,x,x,127,"1,578",639,130,x,x
59,2,15,15,Richmond,172,172,"9,216","3,730",156,"5,781","2,339",43,"3,435","1,390",4,x,x,41,x,x,0,0,0,156,"6,238","2,524",4,x,x,39,"2,517","1,019",0,0,0,2,x,x,172,"9,795","3,964",10,x,x,1,x,x,1,x,x,12,579,234,172,"9,216","3,730",147,"5,174","2,094",2,x,x,19,961,389,31,"1,677",679,12,x,x,14,x,x,122,916,371,127,x,x
59,2,15,20,Greater Vancouver A,82,82,"2,723","1,102",78,x,x,9,x,x,1,x,x,4,155,63,4,334,135,78,"2,265",917,1,x,x,4,155,63,4,x,x,0,0,0,82,x,x,1,x,x,2,x,x,1,x,x,4,x,x,82,"2,723","1,102",53,989,400,0,0,0,17,137,55,25,169,68,22,248,100,24,254,103,59,"1,174",475,64,"1,428",578
59,2,15,25,Burnaby,54,54,"3,453","1,397",46,x,x,21,x,x,1,x,x,20,"1,220",494,1,x,x,46,"2,152",871,1,x,x,16,"1,058",428,1,x,x,5,162,66,54,x,x,1,x,x,0,0,0,1,x,x,2,x,x,54,"3,453","1,397",43,"1,114",451,0,0,0,5,"1,328",537,8,47,19,9,772,312,9,772,312,33,192,78,34,964,390
59,2,15,70,Pitt Meadows,138,138,"7,626","3,086",132,x,x,30,x,x,1,x,x,30,"1,795",726,1,x,x,132,"6,021","2,437",1,x,x,28,"1,698",687,1,x,x,5,x,x,138,"7,846","3,175",9,189,76,1,x,x,2,x,x,12,220,89,138,"7,626","3,086",108,"6,209","2,513",1,x,x,14,92,37,32,266,108,16,x,x,17,x,x,86,768,311,93,x,x
59,2,15,75,Maple Ridge,213,213,"4,752","1,923",203,"3,828","1,549",37,924,374,0,0,0,35,x,x,2,x,x,203,"4,686","1,896",0,0,0,30,711,288,2,x,x,6,x,x,213,"5,610","2,270",10,x,x,1,x,x,1,x,x,12,858,347,213,"4,752","1,923",102,"1,363",552,1,x,x,39,495,200,87,"1,068",432,68,731,296,77,x,x,155,"1,049",425,174,x,x
59,1,17,0,Capital,991,991,"33,514","13,563",942,x,x,167,x,x,6,550,223,159,x,x,7,193,78,942,"27,105","10,969",6,550,223,138,"6,444","2,608",7,193,78,28,392,159,991,"34,684","14,036",55,"1,017",412,5,104,42,11,49,20,70,"1,170",473,991,"33,514","13,563",675,"9,534","3,858",12,58,23,180,"2,623","1,061",415,"9,323","3,773",409,"7,613","3,081",428,"7,780","3,148",705,"4,196","1,698",829,"11,976","4,847"
59,1,17,5,North Saanich,78,78,"3,029","1,226",72,"1,911",773,18,"1,118",452,1,x,x,16,x,x,1,x,x,72,"1,923",778,1,x,x,15,576,233,1,x,x,3,x,x,78,"3,041","1,231",4,12,5,0,0,0,0,0,0,4,12,5,78,"3,029","1,226",55,"1,554",629,4,x,x,14,x,x,30,462,187,24,x,x,24,224,91,55,348,141,63,572,231
59,1,17,15,Central Saanich,181,181,"5,510","2,230",173,x,x,36,x,x,2,x,x,34,x,x,1,x,x,173,"4,817","1,949",2,x,x,31,914,370,1,x,x,6,46,19,181,"5,844","2,365",14,327,132,1,x,x,2,x,x,17,334,135,181,"5,510","2,230",143,"3,324","1,345",6,16,6,27,219,89,63,455,184,47,x,x,51,578,234,129,918,372,147,"1,496",605
59,1,17,21,Saanich,251,251,"4,234","1,713",240,"3,658","1,480",39,576,233,2,x,x,37,526,213,3,x,x,240,"3,788","1,533",2,x,x,33,466,189,3,x,x,4,60,24,251,"4,364","1,766",10,49,20,1,x,x,3,x,x,14,130,53,251,"4,234","1,713",168,"1,311",531,1,x,x,30,x,x,100,"1,175",476,89,680,275,95,705,285,176,737,298,207,"1,442",584
59,1,17,27,Capital F,167,167,"6,180","2,501",159,"4,945","2,001",29,"1,235",500,1,x,x,28,x,x,0,0,0,159,"5,069","2,051",1,x,x,24,"1,139",461,0,0,0,4,x,x,167,"6,304","2,551",8,99,40,1,x,x,3,x,x,12,124,50,167,"6,180","2,501",125,"1,454",588,1,x,x,39,x,x,74,"1,661",672,101,"1,740",704,104,"1,777",719,114,662,268,139,"2,439",987
59,1,17,29,Capital G,89,89,"7,185","2,908",84,"6,800","2,752",14,385,156,0,0,0,14,385,156,0,0,0,84,"7,030","2,845",0,0,0,10,360,146,0,0,0,4,25,10,89,"7,415","3,001",6,230,93,0,0,0,0,0,0,6,230,93,89,"7,185","2,908",70,903,365,0,0,0,25,410,166,48,"2,799","1,133",55,"2,604","1,054",55,"2,604","1,054",61,469,190,76,"3,073","1,244"
59,1,17,56,Capital H (Part 2),225,225,"7,376","2,985",214,"4,138","1,675",31,"3,238","1,310",0,0,0,30,x,x,2,x,x,214,"4,478","1,812",0,0,0,25,"2,989","1,210",2,x,x,7,x,x,225,"7,716","3,123",13,300,121,2,x,x,3,x,x,17,340,138,225,"7,376","2,985",114,988,400,0,0,0,45,663,268,100,"2,771","1,121",93,"1,847",747,99,"1,892",766,170,"1,062",430,197,"2,954","1,195"
59,1,19,0,Cowichan Valley,700,700,"28,562","11,559",676,"23,336","9,444",137,"5,226","2,115",6,183,74,129,"4,799","1,942",13,244,99,676,"24,675","9,986",6,183,74,107,"4,455","1,803",13,244,99,33,348,141,700,"29,905","12,102",42,615,249,5,685,277,4,43,17,50,"1,343",543,700,"28,562","11,559",474,"12,747","5,159",9,x,x,171,x,x,328,"3,855","1,560",327,"5,584","2,260",343,"5,847","2,366",524,"3,353","1,357",589,"9,200","3,723"
59,1,19,8,North Cowichan,389,389,"17,045","6,898",375,"13,883","5,618",86,"3,162","1,280",5,x,x,79,"2,784","1,127",10,x,x,375,"14,251","5,767",5,x,x,65,"2,587","1,047",10,x,x,22,201,81,389,"17,417","7,048",24,329,133,3,x,x,1,x,x,28,372,151,389,"17,045","6,898",283,"7,349","2,974",5,12,5,98,"1,312",531,174,"2,229",902,179,"3,847","1,557",188,"3,961","1,603",295,"2,182",883,326,"6,143","2,486"
59,1,19,15,Cowichan Valley G,88,88,"3,718","1,505",87,"3,123","1,264",17,595,241,0,0,0,16,x,x,2,x,x,87,"3,230","1,307",0,0,0,13,516,209,2,x,x,4,x,x,88,"3,825","1,548",7,x,x,0,0,0,2,x,x,9,107,43,88,"3,718","1,505",63,"1,885",763,1,x,x,17,x,x,45,659,267,45,x,x,49,495,200,57,491,199,75,986,399
59,1,19,33,Cowichan Valley F,26,26,"1,132",458,25,"1,104",447,3,28,11,0,0,0,3,28,11,0,0,0,25,"1,104",447,0,0,0,3,28,11,0,0,0,0,0,0,26,"1,132",458,0,0,0,0,0,0,0,0,0,0,0,0,26,"1,132",458,11,207,84,1,x,x,7,x,x,13,109,44,12,x,x,13,101,41,21,46,19,22,147,59
