HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,NTRCU60,TRCU60,VTRCU60,NTRCO60,TRCO60,VTRCO60,NTRCU100,TRCU100,VTRCU100,NTRC100,TRC100,VTRC100,NTRC149,TRC149,VTRC149,NTOTTRC,TOTTRC,TVALTRC,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VAUTMBL,NCULTSD,CULTSD,VCULTSD,NCOMB,COMB,VCOMB,NSWTMOW,SWTMOW,VSWTMOW,NBALER,BALER,VBALER,NHARVST,HARVST,VHARVST,NVIRRIG,VIRRIG,NVALOEQ,VALOEQ,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NTOTFCAP,TOTFCAP
59,3,7,0,Okanagan-Similkameen,"1,621","1,621","1,776,991,830","1,564","1,425,926,230",359,"351,065,600","1,260","2,431","19,629,228",374,570,"10,926,970","1,413","3,001","30,556,198",90,129,"2,821,838",40,51,"975,500","1,461","3,181","34,353,536","1,362","2,133","24,597,666","1,296","1,727","20,445,972",309,406,"4,151,694",581,653,"7,781,368",550,"1,457","4,083,294",4,4,"77,553",352,452,"2,045,837",201,263,"1,663,173",15,18,"206,281",827,"13,331,517","1,177","24,563,831","1,621","112,704,056",547,"19,309,146","1,621","1,909,005,032"
59,3,7,22,Okanagan-Similkameen A,184,184,"222,464,042",180,"176,967,042",40,"45,497,000",150,295,"2,436,978",42,46,"798,039",168,341,"3,235,017",13,20,"339,408",6,7,"141,500",177,367,"3,715,925",157,254,"2,995,193",144,190,"2,491,103",53,64,"504,090",63,75,"906,669",58,167,"389,836",1,x,x,31,45,"120,928",10,12,x,0,0,0,87,"1,268,673",128,"2,477,745",184,"11,984,595",24,"512,441",184,"234,961,078"
59,3,7,26,Okanagan-Similkameen B,155,155,"147,464,447",153,"128,263,447",39,"19,201,000",123,239,"2,382,360",32,56,"1,000,500",134,295,"3,382,860",9,x,x,2,x,x,137,312,"3,659,860",138,215,"2,181,040",130,171,"1,688,040",35,45,"493,000",54,63,"735,333",62,174,"432,378",0,0,0,36,44,"281,088",25,30,x,1,x,x,87,"1,070,000",111,"2,348,844",155,"10,878,451",60,"3,282,846",155,"161,625,744"
59,3,7,28,Okanagan-Similkameen C,394,394,"534,838,128",384,"400,438,128",85,"134,400,000",313,629,"5,064,591",91,152,"3,229,435",348,781,"8,294,026",23,36,"649,150",9,11,"165,000",357,827,"9,108,176",333,533,"5,965,081",319,445,"4,780,320",67,88,"1,184,761",149,160,"2,080,553",129,359,"1,131,918",1,x,x,67,84,"326,833",38,49,x,2,x,x,200,"5,108,928",286,"6,514,825",394,"30,588,691",109,"5,382,146",394,"570,808,965"
59,3,7,47,Okanagan-Similkameen D,257,257,"276,184,485",244,"247,262,485",51,"28,922,000",200,382,"3,192,534",46,62,"1,284,019",219,444,"4,476,553",13,17,"335,000",6,7,"103,000",233,468,"4,914,553",207,293,"3,419,520",194,241,"2,949,126",43,52,"470,394",77,89,"1,112,271",87,192,"540,333",0,0,0,55,66,"284,938",24,29,x,1,x,x,120,"1,550,987",186,"3,696,409",257,"15,725,803",83,"969,845",257,"292,880,133"
59,3,7,49,Okanagan-Similkameen E,104,104,"123,115,207",97,"96,805,207",22,"26,310,000",79,133,"1,131,519",25,34,"663,416",90,167,"1,794,935",5,x,x,2,x,x,93,177,"2,016,341",84,116,"1,366,283",80,99,"1,204,833",12,17,"161,450",35,35,"403,399",21,57,"136,376",0,0,0,22,28,"102,040",6,10,"68,000",0,0,0,50,"456,558",76,"1,638,790",104,"6,187,787",18,"139,037",104,"129,442,031"
59,3,7,51,Okanagan-Similkameen F,303,303,"251,263,039",289,"211,141,439",61,"40,121,600",231,433,"3,093,319",66,100,"1,922,810",261,533,"5,016,129",8,9,"286,874",7,8,"120,000",267,550,"5,423,003",242,337,"3,966,141",234,290,"3,444,861",39,47,"521,280",112,126,"1,422,326",89,196,"479,563",1,x,x,61,76,"231,224",30,36,x,3,3,"29,000",156,"1,607,732",222,"4,305,020",303,"17,599,719",119,"1,882,309",303,"270,745,067"
59,3,7,53,Okanagan-Similkameen G,142,142,"140,892,482",137,"109,179,482",36,"31,713,000",109,210,"1,584,810",43,79,"1,265,733",125,289,"2,850,543",12,17,"486,000",6,11,"390,000",128,317,"3,726,543",130,250,"2,945,620",126,188,"2,389,920",37,62,"555,700",61,69,"767,817",63,187,"648,328",0,0,0,47,65,"434,900",32,51,"453,500",5,7,"71,500",85,"1,405,950",110,"2,379,732",142,"12,833,890",68,"4,195,047",142,"157,921,419"
59,3,7,55,Okanagan-Similkameen H,82,82,"80,770,000",80,"55,869,000",25,"24,901,000",55,112,"743,117",29,41,"763,018",68,153,"1,506,135",7,x,x,2,x,x,69,164,"1,789,135",71,137,"1,758,788",69,105,"1,497,769",23,32,"261,019",30,36,"353,000",41,125,"324,562",1,x,x,33,44,"263,886",36,46,"320,860",3,4,x,42,"862,689",58,"1,202,466",82,"6,905,120",66,"2,945,475",82,"90,620,595"
59,2,9,0,Fraser Valley,"2,567","2,567","5,125,044,403","2,463","3,979,732,280",719,"1,145,312,123","1,986","4,103","35,505,000",903,"1,514","36,224,376","2,204","5,617","71,729,376",353,534,"21,791,590",142,201,"13,995,809","2,252","6,352","107,516,775","2,023","3,460","52,774,583","1,908","2,738","39,579,046",472,722,"13,195,537",875,"1,080","15,557,695","1,057","3,546","19,988,540",16,x,"679,672",578,733,"6,959,961",535,633,"5,271,174",240,278,"10,734,283",625,"15,829,944","1,819","65,760,678","2,567","301,073,305","1,649","156,698,512","2,567","5,582,816,220"
59,2,9,16,Fraser Valley B,48,48,"55,201,180",48,"47,381,180",11,"7,820,000",34,55,"441,505",19,23,"426,183",41,78,"867,688",4,x,x,2,x,x,41,87,"1,477,688",34,51,"632,240",31,37,"465,740",10,14,"166,500",15,18,"195,500",20,63,"404,046",0,0,0,12,13,"130,500",18,24,"205,200",3,3,x,15,x,29,"355,200",48,"3,887,274",34,"791,663",48,"59,880,117"
59,2,9,34,Fraser Valley D,139,139,"246,548,197",138,"184,131,197",58,"62,417,000",108,212,"1,805,054",68,112,"2,789,211",125,324,"4,594,265",29,x,"2,681,090",9,x,"1,090,000",126,388,"8,365,355",102,169,"2,397,843",94,121,"1,617,843",27,48,"780,000",59,75,"978,577",72,207,"1,057,247",1,x,x,42,53,"607,567",41,51,x,21,25,"1,201,390",37,"658,750",105,"2,836,284",139,"18,791,135",101,"9,783,494",139,"275,122,826"
59,2,9,36,Fraser Valley E,885,885,"1,542,656,468",844,"1,192,140,168",265,"350,516,300",695,"1,390","11,407,276",291,457,"11,259,764",751,"1,846","22,667,040",118,161,"6,435,088",41,56,"4,202,368",763,"2,063","33,304,496",672,"1,074","18,316,064",631,884,"13,687,835",127,190,"4,628,229",281,332,"4,494,738",352,"1,147","7,569,179",3,3,"15,000",216,264,"2,444,894",208,232,"1,887,508",71,87,"3,413,978",198,"4,162,327",624,"16,911,539",885,"92,519,723",622,"49,495,525",885,"1,684,671,716"
59,2,9,52,Abbotsford,"1,197","1,197","2,831,364,287","1,142","2,163,666,534",326,"667,697,753",932,"2,000","18,621,512",426,731,"17,742,993","1,049","2,731","36,364,505",154,237,"9,546,412",79,113,"7,120,441","1,079","3,081","53,031,358",980,"1,806","26,298,760",928,"1,412","19,826,289",262,395,"6,472,471",424,544,"8,312,777",493,"1,782","9,328,537",10,11,"645,672",226,287,"2,648,950",195,225,"1,748,977",103,118,"4,486,981",331,"8,437,067",866,"39,060,854","1,197","153,999,933",675,"85,912,802","1,197","3,071,277,022"
59,2,9,60,Fraser Valley F,183,183,"181,999,636",178,"159,271,636",27,"22,728,000",124,213,"1,441,762",41,65,"1,211,961",134,278,"2,653,723",14,21,"398,000",0,0,0,138,299,"3,051,723",140,185,"2,303,616",132,157,"2,035,616",21,28,"268,000",45,51,"656,500",54,155,"389,700",0,0,0,34,49,"196,150",27,42,"204,867",9,11,x,15,x,111,"2,795,777",183,"10,744,167",138,"2,390,412",183,"195,134,215"
59,2,9,62,Fraser Valley G,115,115,"267,274,635",113,"233,141,565",32,"34,133,070",93,233,"1,787,891",58,127,"2,794,264",104,360,"4,582,155",34,57,x,11,17,x,105,434,"8,286,155",95,176,"2,826,060",92,129,"1,945,723",25,47,"880,337",51,59,"919,603",66,192,"1,239,831",2,x,x,48,68,"931,900",46,61,x,33,35,"1,507,000",29,"1,064,000",84,"3,801,024",115,"21,131,073",79,"8,324,616",115,"296,730,324"
59,2,15,0,Greater Vancouver,"2,618","2,618","4,858,715,579","2,458","3,777,492,509",559,"1,081,223,070","1,979","3,668","32,562,062",578,"1,001","19,283,440","2,140","4,669","51,845,502",214,x,x,83,x,x,"2,196","5,176","71,140,472","1,913","3,350","50,114,802","1,798","2,561","34,878,072",471,790,"15,236,730",822,"1,019","13,940,396",824,"2,750","12,646,834",34,42,"820,715",390,476,"2,524,133",363,453,"2,955,186",97,119,"2,227,355",475,"20,639,252","1,697","80,674,270","2,618","257,683,415","1,580","69,258,559","2,618","5,185,657,553"
59,2,15,1,Langley,"1,292","1,292","1,788,415,092","1,239","1,510,300,622",236,"278,114,470","1,007","1,806","15,858,677",258,391,"7,025,586","1,082","2,197","22,884,263",80,109,"3,041,602",16,21,"761,180","1,101","2,326","26,687,045",934,"1,405","21,245,853",887,"1,154","16,740,074",177,251,"4,505,779",392,462,"6,067,387",383,"1,093","3,682,658",4,4,"85,409",184,230,"969,617",186,227,"1,433,637",42,50,"684,618",186,"3,947,955",833,"25,840,056","1,292","90,644,235",909,"40,207,151","1,292","1,919,266,478"
59,2,15,4,Surrey,487,487,"1,015,037,955",443,"788,685,855",111,"226,352,100",372,736,"6,752,672",110,201,"3,816,574",392,937,"10,569,246",50,91,"3,161,909",14,22,"1,083,321",405,"1,050","14,814,476",358,655,"11,041,857",334,480,"6,559,464",89,175,"4,482,393",159,200,"2,804,323",158,504,"2,379,143",8,9,"164,000",84,96,"595,674",68,86,"635,070",20,27,"551,700",107,"2,572,936",322,"16,022,819",487,"51,581,998",275,"16,456,236",487,"1,083,076,189"
59,2,15,11,Delta,180,180,"818,222,048",159,"494,047,048",70,"324,175,000",131,314,"2,537,584",80,166,"3,860,780",153,480,"6,398,364",42,107,"4,433,886",29,51,"3,635,472",160,639,"14,467,722",148,412,"6,001,731",137,265,"3,505,338",70,147,"2,496,393",63,92,"1,664,180",88,598,"4,268,189",13,18,"372,159",40,49,"366,088",39,53,"402,196",13,17,"416,437",60,"5,791,496",126,"20,320,069",180,"54,070,267",84,"3,865,090",180,"876,157,405"
59,2,15,15,Richmond,172,172,"411,518,803",156,"316,171,803",43,"95,347,000",121,228,"2,003,700",39,89,"1,599,500",137,317,"3,603,200",14,31,"769,367",8,12,"369,000",143,360,"4,741,567",121,253,"3,087,347",109,176,"2,005,847",48,77,"1,081,500",54,78,"936,708",60,206,"870,950",6,8,x,16,22,"175,500",16,17,x,4,4,"105,500",35,"2,046,000",109,"4,128,511",172,"16,364,363",44,"1,707,856",172,"429,591,022"
59,2,15,20,Greater Vancouver A,82,82,"108,642,583",79,"90,367,583",10,"18,275,000",61,102,"872,617",17,21,"320,783",66,123,"1,193,400",4,6,"155,000",0,0,0,66,129,"1,348,400",59,91,"1,161,500",55,69,"827,000",14,22,"334,500",23,26,"337,200",21,51,"198,900",0,0,0,11,13,"74,950",7,9,x,2,x,x,12,"476,650",52,"1,358,300",82,"5,185,000",48,"1,539,511",82,"115,367,094"
59,2,15,25,Burnaby,54,54,"53,050,500",46,"38,077,000",22,"14,973,500",34,53,"395,300",7,14,"216,000",38,67,"611,300",2,x,x,3,x,x,39,73,"866,300",43,75,"963,200",40,54,"586,500",18,21,"376,700",18,21,"321,300",17,65,"319,300",1,x,x,4,4,"15,500",3,4,"21,000",2,x,x,17,"365,400",31,"1,035,900",54,"3,939,900",12,"355,796",54,"57,346,196"
59,2,15,70,Pitt Meadows,138,138,"410,596,282",132,"330,311,282",30,"80,285,000",104,189,"2,266,653",44,91,"2,008,217",113,279,"4,274,870",16,20,"695,000",8,17,"509,000",119,316,"5,478,870",108,222,"3,846,121",101,161,"2,548,523",29,61,"1,297,598",47,62,"806,538",48,132,"657,337",1,x,x,25,31,"227,404",25,34,"271,703",10,12,x,39,"4,881,715",101,"7,331,807",138,"23,656,842",61,"2,490,595",138,"436,743,719"
59,2,15,75,Maple Ridge,213,213,"253,232,316",204,"209,531,316",37,"43,701,000",149,241,"1,874,859",23,28,"436,000",159,269,"2,310,859",6,9,"269,000",5,5,"156,233",163,283,"2,736,092",142,239,"2,767,193",135,203,"2,105,326",26,36,"661,867",66,79,"1,002,760",49,102,"270,357",1,x,x,26,31,"99,400",19,23,x,4,4,x,19,"557,100",123,"4,636,808",213,"12,240,810",147,"2,636,324",213,"268,109,450"
59,1,17,0,Capital,991,991,"908,633,519",946,"776,142,919",169,"132,490,600",627,"1,001","6,609,333",139,196,"3,222,089",681,"1,197","9,831,422",47,58,"1,028,674",15,21,"986,500",702,"1,275","11,846,596",673,947,"10,162,681",639,801,"8,391,189",111,146,"1,771,492",348,394,"4,494,274",286,805,"1,671,871",6,8,"29,648",128,159,"740,055",116,141,"808,644",17,18,"261,291",289,"2,790,403",585,"8,617,970",991,"41,423,433",681,"8,378,674",991,"958,435,626"
59,1,17,5,North Saanich,78,78,"107,236,222",72,"84,286,222",18,"22,950,000",58,99,"559,375",15,29,"516,800",61,128,"1,076,175",6,x,x,2,x,x,63,138,"1,416,175",55,84,"914,488",52,72,"725,788",9,12,"188,700",24,27,"329,038",26,105,"287,977",1,x,x,14,15,x,12,12,"44,500",5,5,x,23,"608,238",49,"620,553",78,"4,527,984",48,"1,470,332",78,"113,234,538"
59,1,17,15,Central Saanich,181,181,"186,373,394",174,"164,823,394",38,"21,550,000",118,202,"1,533,789",36,62,"952,665",133,264,"2,486,454",14,21,"413,026",6,9,"496,500",137,294,"3,395,980",126,213,"2,752,632",121,176,"2,102,239",26,37,"650,393",60,76,"929,057",59,188,"604,110",0,0,0,28,41,x,27,36,"273,257",3,4,x,75,"920,142",109,"2,156,257",181,"11,313,974",109,"1,147,448",181,"198,834,816"
59,1,17,21,Saanich,251,251,"221,135,760",242,"178,867,760",39,"42,268,000",160,259,"1,684,999",24,31,"599,253",168,290,"2,284,252",8,9,"114,000",3,5,"205,000",169,304,"2,603,252",152,201,"2,270,597",144,164,"1,875,445",22,37,"395,152",94,103,"1,117,725",47,123,"230,900",2,x,x,28,33,x,24,28,"175,669",4,4,"16,000",77,"670,530",131,"1,958,545",251,"9,179,370",167,"2,288,777",251,"232,603,907"
59,1,17,27,Capital F,167,167,"148,148,836",159,"132,134,236",29,"16,014,600",106,172,"1,221,546",25,27,"547,940",118,199,"1,769,486",8,9,"93,648",0,0,0,123,208,"1,863,134",124,159,"1,574,766",121,144,"1,436,486",14,15,"138,280",65,69,"989,332",72,195,"262,163",0,0,0,24,28,"79,300",22,27,"78,024",3,x,"3,191",48,"263,523",105,"1,732,565",167,"6,845,998",108,"735,495",167,"155,730,329"
59,1,17,29,Capital G,89,89,"74,200,533",84,"71,112,533",14,"3,088,000",53,88,"620,718",15,14,"159,367",62,102,"780,085",3,3,"37,000",0,0,0,63,105,"817,085",62,86,"625,985",59,72,"547,718",12,14,"78,267",28,33,"264,067",28,73,"120,321",1,x,x,16,19,x,16,20,"75,944",0,0,0,24,"155,300",51,"647,950",89,"2,759,649",60,"611,659",89,"77,571,841"
59,1,17,56,Capital H (Part 2),225,225,"171,538,774",215,"144,918,774",31,"26,620,000",132,181,"988,906",24,33,"446,064",139,214,"1,434,970",8,x,x,4,x,x,147,227,"1,750,970",154,205,"2,024,213",142,174,"1,703,513",28,31,"320,700",77,86,"865,055",54,121,"166,400",2,x,x,18,23,"146,700",15,18,"161,250",2,x,x,42,"172,670",140,"1,502,100",225,"6,796,458",189,"2,124,963",225,"180,460,195"
59,1,19,0,Cowichan Valley,700,700,"527,834,289",678,"456,933,389",138,"70,900,900",499,848,"6,292,722",162,249,"4,926,125",539,"1,098","11,218,847",60,87,"3,159,554",13,14,"829,951",548,"1,199","15,208,352",537,773,"8,893,676",506,625,"7,186,425",116,148,"1,707,251",234,261,"2,867,305",246,690,"1,671,394",0,0,0,161,191,"1,273,297",168,206,"1,573,303",45,57,"694,626",213,"2,011,490",455,"6,889,381",700,"41,082,824",540,"12,851,883",700,"581,768,996"
59,1,19,8,North Cowichan,389,389,"302,658,190",376,"267,343,790",87,"35,314,400",292,503,"3,633,987",100,150,"3,113,847",313,653,"6,747,834",37,55,"1,984,687",6,6,"340,000",320,714,"9,072,521",292,414,"4,805,191",273,334,"3,896,496",67,80,"908,695",129,149,"1,576,375",151,447,"1,111,429",0,0,0,98,117,"744,143",106,133,"967,886",30,36,"504,908",125,"1,003,968",269,"4,006,729",389,"23,793,150",302,"7,781,737",389,"334,233,077"
59,1,19,15,Cowichan Valley G,88,88,"71,255,635",87,x,17,x,62,102,"740,642",22,32,x,69,134,x,8,13,x,0,0,0,69,147,"1,852,037",73,108,"1,656,288",69,84,"1,221,482",15,24,"434,806",22,21,"273,560",30,93,"260,789",0,0,0,20,26,x,22,x,x,7,9,"70,118",26,"445,850",52,"703,039",88,"5,596,509",62,"1,460,635",88,"78,312,779"
59,1,19,33,Cowichan Valley F,26,26,"11,089,830",25,x,3,x,13,18,"161,000",3,4,x,14,22,x,1,x,x,1,x,x,15,x,"310,350",21,30,"307,600",20,27,"281,600",3,3,"26,000",13,14,"181,500",5,8,"7,700",0,0,0,3,3,x,1,x,x,0,0,0,4,"1,400",12,"183,400",26,"1,001,150",20,"140,148",26,"12,231,128"
59,1,19,46,Cowichan Valley B,197,197,"142,830,634",190,"118,276,634",31,"24,554,000",132,225,"1,757,093",37,63,"1,199,900",143,289,"2,956,993",14,x,x,6,x,x,144,x,"3,973,444",151,221,"2,124,597",144,180,"1,786,847",31,41,"337,750",70,77,"835,870",60,142,"291,476",0,0,0,40,45,"366,643",39,48,"423,900",8,12,"119,600",58,"560,272",122,"1,996,213",197,"10,692,015",156,"3,469,363",197,"156,992,012"
59,1,21,0,Nanaimo,461,461,"340,664,601",453,"308,165,501",61,"32,499,100",312,506,"3,973,210",93,136,"2,715,101",344,642,"6,688,311",34,39,"1,071,370",10,11,"232,446",354,692,"7,992,127",335,493,"5,364,014",308,387,"4,479,702",83,106,"884,312",152,170,"1,829,631",152,458,"1,240,253",3,x,x,92,117,"661,892",106,139,"956,779",14,17,x,123,"1,233,911",295,"4,636,851",461,"24,138,529",351,"4,366,829",461,"369,169,959"
59,1,21,7,Nanaimo,210,210,"169,734,174",207,"152,954,074",32,"16,780,100",140,245,"1,916,923",43,62,"1,251,991",152,307,"3,168,914",13,16,"415,928",5,6,"79,083",156,329,"3,663,925",146,224,"2,377,146",133,173,"1,881,281",41,51,"495,865",65,71,"722,813",67,201,"491,750",2,x,x,49,63,"355,904",55,73,"511,498",5,7,x,50,"360,850",135,"1,781,004",210,"10,358,961",153,"1,876,743",210,"181,969,878"
59,1,21,16,Nanaimo C,64,64,"38,050,800",64,"37,420,800",3,"630,000",40,60,"386,430",12,15,"266,000",47,75,"652,430",9,10,"344,980",0,0,0,51,85,"997,410",48,58,"585,513",44,49,"541,013",8,9,"44,500",24,26,"339,522",18,51,"64,157",0,0,0,13,15,"77,800",17,21,"166,100",0,0,0,19,"152,200",39,"498,199",64,"2,880,901",56,"489,442",64,"41,421,143"
59,1,21,30,Nanaimo E,30,30,"28,390,170",30,"23,690,170",4,"4,700,000",23,45,"339,000",6,8,"151,000",25,53,"490,000",3,3,x,0,0,0,25,56,x,19,25,"417,200",17,19,"384,700",6,6,"32,500",10,12,"145,000",10,34,"198,050",0,0,0,9,10,"49,100",9,12,"96,500",2,x,x,11,"187,050",17,"301,700",30,"1,985,600",23,"353,807",30,"30,729,577"
59,1,21,32,Nanaimo F,95,95,"61,625,000",90,"53,726,000",15,"7,899,000",67,94,"743,265",18,30,"594,130",73,124,"1,337,395",5,x,x,4,x,x,74,133,"1,601,321",75,104,"1,163,261",70,86,"998,114",16,18,"165,147",28,35,"349,296",33,88,"264,974",1,x,x,15,23,"130,588",17,23,"118,385",4,4,x,24,"325,643",57,"1,304,556",95,"5,368,024",77,"1,159,520",95,"68,152,544"
59,1,21,34,Nanaimo G,40,40,"27,570,457",40,"26,230,457",4,"1,340,000",27,43,"389,592",10,15,"323,980",30,58,"713,572",2,x,x,0,0,0,31,x,x,30,49,"410,894",27,37,x,8,12,x,17,19,"211,500",15,41,"147,022",0,0,0,3,3,"37,000",6,x,x,3,x,x,14,x,34,"435,392",40,"2,186,743",26,"380,030",40,"30,137,230"
59,1,21,36,Nanaimo H,22,22,"15,294,000",22,"14,144,000",3,"1,150,000",15,19,"198,000",4,6,"128,000",17,25,"326,000",2,x,x,1,x,x,17,x,x,17,33,"410,000",17,23,x,4,10,x,8,7,"61,500",9,43,"74,300",0,0,0,3,3,"11,500",2,x,x,0,0,0,5,x,13,"316,000",22,"1,358,300",16,"107,287",22,"16,759,587"
59,1,23,0,Alberni-Clayoquot,89,89,"56,608,279",85,"52,893,379",19,"3,714,900",62,147,"948,399",30,51,"909,300",70,198,"1,857,699",10,x,x,2,x,x,70,215,"2,245,699",70,115,"1,408,000",68,95,"1,107,000",15,20,"301,000",29,32,"424,891",36,136,"340,700",1,x,x,30,35,"198,950",29,33,"243,140",7,12,x,32,"783,850",63,"1,480,819",89,"7,214,049",69,"1,466,144",89,"65,288,472"
59,1,23,33,Alberni-Clayoquot B,49,49,"38,600,038",49,"36,065,038",10,"2,535,000",34,84,"478,000",17,33,"544,300",38,117,"1,022,300",7,x,x,2,x,x,38,130,"1,325,300",41,74,"976,000",40,60,"704,000",10,14,"272,000",15,17,"177,300",20,84,"243,600",0,0,0,20,25,"118,950",15,18,"143,000",5,x,"71,000",19,"696,850",39,"1,039,200",49,"4,791,200",38,"955,926",49,"44,347,164"
59,1,23,35,Alberni-Clayoquot D,20,20,"10,819,400",17,x,6,x,11,26,"281,399",8,10,"251,000",14,36,"532,399",1,x,x,0,0,0,14,x,x,12,17,"157,500",11,x,x,3,x,x,8,8,"167,591",7,28,"61,000",1,x,x,5,5,x,6,7,"36,690",1,x,x,7,"60,000",14,"317,119",20,"1,391,299",16,"215,425",20,"12,426,124"
59,1,23,39,Alberni-Clayoquot F,20,20,"7,188,841",19,x,3,x,17,37,"189,000",5,8,"114,000",18,45,"303,000",2,x,x,0,0,0,18,x,x,17,24,"274,500",17,x,x,2,x,x,6,7,"80,000",9,24,"36,100",0,0,0,5,5,x,8,8,"63,450",1,x,x,6,"27,000",10,"124,500",20,"1,031,550",15,"294,793",20,"8,515,184"
59,1,25,0,Comox-Strathcona,497,497,"377,153,461",476,"346,618,361",91,"30,535,100",339,599,"4,476,984",117,192,"3,664,688",381,791,"8,141,672",40,65,"2,468,414",13,20,"1,317,000",389,876,"11,927,086",371,590,"6,280,365",349,464,"4,926,014",85,126,"1,354,351",156,185,"2,002,173",193,588,"2,074,577",3,3,"8,500",116,157,"999,604",145,182,"1,164,896",28,43,"635,668",118,"1,607,033",330,"5,804,555",497,"32,504,457",371,"8,381,120",497,"418,039,038"
59,1,25,18,Comox-Strathcona A,34,34,"27,372,414",34,"25,192,314",6,"2,180,100",18,35,"251,000",6,10,x,21,45,x,1,x,x,1,x,x,21,x,"972,000",23,35,"291,000",22,30,"236,000",4,5,"55,000",17,21,"262,000",14,24,"130,200",0,0,0,10,14,x,9,12,"68,400",2,x,x,10,"162,500",26,"579,400",34,"2,621,300",24,"686,302",34,"30,680,016"
59,1,25,19,Comox-Strathcona K,53,53,"33,613,291",49,"30,968,291",12,"2,645,000",38,61,"371,160",11,12,x,43,73,x,2,x,x,0,0,0,43,x,"571,860",33,42,"296,560",30,34,"250,060",5,8,"46,500",18,22,"271,100",22,47,"66,700",0,0,0,9,9,x,15,17,"52,350",3,5,x,16,"42,500",37,"402,905",53,"1,745,225",42,"247,518",53,"35,606,034"
59,1,25,22,Comox-Strathcona B,103,103,"87,257,500",97,"82,779,500",18,"4,478,000",82,139,"1,150,648",20,34,"873,000",86,173,"2,023,648",6,x,x,2,x,x,87,188,"2,948,648",74,119,"1,296,988",71,94,"1,072,617",18,25,"224,371",27,32,"306,617",40,159,"548,576",0,0,0,23,31,"273,106",33,40,"281,885",4,8,"44,500",25,"505,783",75,"1,383,656",103,"7,589,759",61,"1,589,469",103,"96,436,728"
59,1,25,24,Comox-Strathcona C,185,185,"158,405,069",180,"141,925,069",36,"16,480,000",125,240,"1,774,795",64,116,"2,215,531",144,356,"3,990,326",24,39,"1,231,414",8,13,"892,000",147,408,"6,113,740",151,278,"3,221,679",140,207,"2,384,226",44,71,"837,453",57,68,"757,025",74,252,"1,170,201",3,3,"8,500",56,78,"551,443",67,86,"598,896",16,24,"501,552",44,"828,350",123,"2,156,486",185,"15,907,872",149,"5,225,389",185,"179,538,330"
59,1,25,42,Comox-Strathcona D,41,41,"21,680,798",40,"21,253,798",3,"427,000",26,43,"286,000",5,7,"122,769",31,50,"408,769",5,x,x,1,x,x,34,56,"518,769",32,42,"525,900",32,36,"491,900",4,6,"34,000",11,14,"99,731",13,30,"51,900",0,0,0,5,6,x,5,5,"58,900",1,x,x,6,"29,200",22,"664,200",41,"1,961,800",32,"201,110",41,"23,843,708"
59,1,25,46,Comox-Strathcona H,28,28,"16,065,524",28,"14,770,524",5,"1,295,000",20,37,"314,481",4,5,x,20,42,x,1,x,x,1,x,x,21,x,"397,669",22,30,"368,038",19,23,"239,011",7,7,"129,027",7,7,"74,000",15,36,"51,500",0,0,0,7,8,x,7,11,"58,065",2,x,x,3,"11,500",14,"181,108",28,"1,165,901",24,"257,954",28,"17,489,379"
59,1,25,54,Comox-Strathcona J,53,53,"32,758,865",48,"29,728,865",11,"3,030,000",30,44,"328,900",7,8,x,36,52,x,1,x,x,0,0,0,36,x,"404,400",36,45,"280,200",35,41,"252,200",3,4,"28,000",19,22,"231,700",15,41,"55,500",0,0,0,6,11,"30,400",9,11,"46,400",0,0,0,14,"27,200",33,"436,800",53,"1,512,600",39,"173,378",53,"34,444,843"
59,1,27,0,Powell River,85,85,"47,654,264",82,"41,107,964",12,"6,546,300",63,117,"854,197",15,19,"404,151",68,136,"1,258,348",9,x,x,2,x,x,71,147,x,63,103,"995,017",58,82,"721,180",16,21,"273,837",27,29,"358,765",41,90,"199,883",1,x,x,10,12,"62,900",14,21,"87,122",3,3,x,23,x,59,"1,271,799",85,"4,601,394",66,"393,699",85,"52,649,357"
59,1,27,10,Powell River A,38,38,"17,042,054",35,"13,460,754",7,"3,581,300",25,40,"325,299",6,8,"140,627",28,48,"465,926",2,x,x,1,x,x,29,51,"482,759",31,49,"423,639",28,40,"337,802",7,9,"85,837",8,10,"161,265",16,35,"68,483",0,0,0,2,x,x,5,6,"24,122",2,x,x,8,"26,627",23,"760,699",38,"1,950,894",30,"160,181",38,"19,153,129"
59,1,27,16,Powell River C,25,25,"15,592,210",25,x,2,x,21,38,"202,800",3,4,"140,000",22,42,"342,800",3,x,"95,000",1,x,x,22,46,x,16,25,"323,000",14,18,x,5,7,x,12,12,"151,500",12,23,"82,900",1,x,x,3,x,x,4,7,"26,500",1,x,x,5,x,19,"265,000",25,"1,414,200",19,"122,988",25,"17,129,398"
