HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NBEEHON,BEEHON,NBEEPOLL,BEEPOLL,NBROILER,BROILER,NPULETS,PULETS,NLAYHEN,LAYHEN,NTCHICK,TCHICK,NHENHATCH,HENHATCH,NTURKEY,TURKEY,NOTHPLT,OTHPLT,NTURKPRD,TURKPRD,ETURKPRD,NBROILPRD,BROILPRD,EBROILPRD,NHATCHNUM,HATCHNUM,NCALFU1,CALFU1,NSTEERS,STEERS,NHEIFER,HEIFER,NFDHEIF,FDHEIF,NBFHEIF,BFHEIF,NMLKHEIF,MLKHEIF,NTOTCOW,TOTCOW,NBFCOWS,BFCOWS,NMLKCOW,MLKCOW,NBULLS,BULLS,NTCATTL,TCATTL,NRAMS,RAMS,NEWES,EWES,NLAMBS,LAMBS,NTSHEEP,TSHEEP,NBOARS,BOARS,NSOWS,SOWS,NNURPIG,NURPIG,NGRWPIG,GRWPIG,NTOPIGS,TOPIGS,NHORSES,HORSES,NGOATS,GOATS,NWLDBOAR,WLDBOAR,NMINK,MINK,NFOX,FOX,NBISON,BISON,NLAMAS,LAMAS,NDEER,DEER,NELK,ELK
47,80,14,72,Nipawin No. 487,268,13,"9,863",6,"8,285",7,778,1,x,7,x,12,983,0,0,7,98,5,24,3,381,840,3,"1,588","3,501",0,0,74,"2,789",15,198,48,907,16,x,38,391,1,x,72,"3,972",71,x,1,x,57,146,79,"8,012",6,13,8,295,10,327,11,635,3,x,5,32,5,66,2,x,7,128,44,528,3,x,1,x,0,0,0,0,6,814,5,26,3,107,5,147
47,90,14,77,Torch River No. 488,423,5,x,3,"5,635",7,620,2,x,15,483,16,x,0,0,2,x,5,197,0,0,0,2,x,x,0,0,123,"4,754",48,770,84,"2,019",35,x,67,598,1,x,123,"6,070",121,"6,061",3,9,104,254,131,"13,867",7,12,9,233,8,247,11,492,2,x,3,13,1,x,3,x,5,56,49,399,5,x,2,x,0,0,0,0,17,850,3,11,3,276,14,x
47,0,15,0,Division No. 15,"3,875",29,"8,885",21,"13,424",89,"537,036",28,x,155,x,214,"820,595",1,x,23,"52,089",37,"2,200",14,"1,640,215","3,616,055",46,"6,144,439","13,546,168",0,0,"1,410","58,410",533,"16,224",982,"23,162",379,"13,436",756,"7,799",56,"1,927","1,431","73,325","1,390","68,561",61,"4,764","1,175","3,245","1,518","174,366",93,201,112,"4,185",100,"4,661",122,"9,047",66,306,75,"6,629",68,"23,154",126,"43,672",144,"73,761",527,"3,773",60,"1,570",11,849,0,0,0,0,83,"6,121",79,718,12,910,46,"3,170"
47,81,15,1,St. Peter No. 369,216,2,x,2,x,6,556,3,260,8,765,12,"1,581",0,0,2,x,3,29,1,x,x,1,x,x,0,0,53,"1,342",23,417,37,562,11,x,30,191,1,x,54,"1,879",53,x,1,x,47,88,59,"4,288",3,12,3,216,3,270,3,498,6,48,6,863,5,"2,437",14,"8,225",14,"11,573",15,67,2,x,1,x,0,0,0,0,6,319,1,x,1,x,5,336
47,81,15,7,Humboldt No. 370,204,0,0,2,x,4,220,2,x,10,x,13,x,0,0,0,0,3,27,0,0,0,1,x,x,0,0,61,"1,875",21,155,41,420,21,169,33,251,0,0,58,"2,328",58,x,1,x,47,119,63,"4,897",6,13,8,161,7,183,8,357,7,35,7,572,7,"2,063",10,"3,004",10,"5,674",22,164,2,x,0,0,0,0,0,0,5,310,4,13,0,0,2,x
47,81,15,11,Bayne No. 371,180,0,0,0,0,4,400,1,x,6,x,8,782,0,0,1,x,0,0,1,x,x,0,0,0,0,0,70,"2,472",29,207,48,429,19,161,41,268,0,0,67,"3,117",67,"3,117",0,0,52,114,72,"6,339",2,x,4,x,3,60,4,103,6,16,6,330,6,"1,044",12,"1,932",12,"3,322",22,188,1,x,0,0,0,0,0,0,3,x,1,x,1,x,0,0
47,81,15,14,Grant No. 372,150,0,0,0,0,3,820,0,0,5,273,8,"1,093",0,0,0,0,0,0,1,x,x,3,"2,787","6,144",0,0,45,"1,378",18,90,32,345,13,x,26,252,1,x,47,"1,968",46,x,2,x,40,76,49,"3,857",1,x,1,x,1,x,1,x,4,12,4,225,4,768,5,"1,083",5,"2,088",18,83,3,15,0,0,0,0,0,0,1,x,1,x,0,0,0,0
47,81,15,18,Aberdeen No. 373,149,2,x,1,x,7,x,4,227,10,590,13,x,0,0,1,x,3,12,0,0,0,2,x,x,0,0,55,"1,758",25,183,43,443,19,x,34,288,1,x,59,"2,133",59,x,1,x,50,104,61,"4,621",5,8,5,155,5,125,6,288,3,6,4,97,4,333,8,352,9,788,23,114,5,65,1,x,0,0,0,0,5,338,5,20,0,0,0,0
47,61,15,26,Laird No. 404,201,2,x,3,x,15,x,6,x,13,x,26,x,1,x,2,x,4,"1,783",3,x,x,11,x,x,0,0,66,"2,790",21,78,50,"1,086",16,x,36,532,9,x,67,"3,630",62,"2,911",7,719,51,117,75,"7,701",13,23,15,766,13,667,17,"1,456",5,x,7,"1,182",6,x,11,x,14,"14,103",27,167,8,586,0,0,0,0,0,0,4,45,5,14,0,0,0,0
47,61,15,31,Rosthern No. 403,288,2,x,1,x,14,x,2,x,26,"1,406",37,x,0,0,7,65,8,95,5,269,593,13,x,x,0,0,154,"5,394",52,512,105,"2,544",27,459,70,969,34,"1,116",153,"8,587",126,"5,746",36,"2,841",119,335,164,"17,372",6,15,10,508,9,616,11,"1,139",6,57,8,"1,028",6,"3,428",12,"6,616",14,"11,129",42,254,5,x,0,0,0,0,0,0,5,206,4,14,0,0,1,x
47,81,15,36,Fish Creek No. 402,123,2,x,1,x,2,x,1,x,4,220,5,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,35,983,7,41,23,135,6,31,21,104,0,0,39,"1,501",39,"1,501",0,0,29,55,39,"2,715",2,x,2,x,2,x,2,x,3,x,3,19,2,x,6,89,6,172,17,76,2,x,0,0,0,0,0,0,1,x,1,x,0,0,1,x
47,81,15,39,Hoodoo No. 401,184,0,0,0,0,5,x,0,0,11,"6,023",13,x,0,0,1,x,1,x,1,x,x,3,x,x,0,0,52,"1,874",23,312,37,886,19,599,29,287,0,0,54,"2,446",52,x,2,x,43,127,59,"5,645",5,8,6,164,6,107,6,279,8,47,8,x,6,x,9,x,10,x,12,93,4,28,0,0,0,0,0,0,3,x,5,14,0,0,0,0
47,81,15,44,Three Lakes No. 400,175,0,0,0,0,3,"1,050",2,x,6,x,9,"1,465",0,0,1,x,0,0,1,x,x,2,x,x,0,0,72,"2,854",30,972,50,496,21,184,38,312,0,0,70,"3,581",70,x,2,x,61,161,76,"8,064",10,27,12,512,10,835,12,"1,374",6,19,6,226,6,832,11,"1,112",13,"2,189",15,109,3,x,1,x,0,0,0,0,5,405,5,6,1,x,9,495
47,81,15,48,Lake Lenore No. 399,112,2,x,0,0,1,x,0,0,4,x,5,360,0,0,0,0,0,0,0,0,0,1,x,x,0,0,52,"2,941",19,"1,479",36,827,15,x,31,354,1,x,52,"3,538",52,x,1,x,44,150,54,"8,935",2,x,4,x,4,256,4,451,1,x,2,x,2,x,4,x,5,87,14,135,0,0,0,0,0,0,0,0,2,x,0,0,0,0,2,x
47,81,15,51,Flett's Springs No. 429,175,0,0,0,0,3,200,1,x,6,x,7,357,0,0,0,0,1,x,0,0,0,2,x,x,0,0,44,"2,101",21,"4,903",33,"3,220",15,"2,956",28,264,0,0,43,"2,124",42,x,1,x,38,109,46,"12,457",1,x,2,x,1,x,2,x,2,x,2,x,2,x,2,x,2,x,25,177,0,0,1,x,0,0,0,0,5,574,1,x,0,0,3,213
47,81,15,54,Invergordon No. 430,185,2,x,2,x,1,x,0,0,5,x,6,333,0,0,0,0,1,x,0,0,0,2,x,x,0,0,66,"2,289",22,"1,204",35,"1,806",17,x,25,219,1,x,71,"3,009",71,"3,009",0,0,56,147,74,"8,455",4,x,4,251,2,x,4,417,2,x,2,x,2,x,2,x,3,x,22,75,1,x,2,x,0,0,0,0,1,x,3,4,0,0,2,x
47,81,15,57,St. Louis No. 431,194,1,x,0,0,4,593,0,0,6,353,8,946,0,0,2,x,0,0,0,0,0,0,0,0,0,0,54,"3,135",23,281,40,420,15,156,30,264,0,0,52,"2,107",52,"2,107",0,0,48,112,56,"6,055",1,x,1,x,1,x,1,x,1,x,2,x,2,x,2,x,5,236,21,217,0,0,3,450,0,0,0,0,8,555,0,0,1,x,2,x
47,90,15,61,Duck Lake No. 463,148,1,x,1,x,0,0,1,x,5,117,6,x,0,0,2,x,4,22,1,x,x,1,x,x,0,0,91,"6,231",36,"1,205",68,"3,812",31,"2,845",53,967,0,0,94,"6,862",94,"6,862",0,0,77,288,103,"18,398",4,x,3,x,3,46,4,80,1,x,1,x,2,x,1,x,2,x,48,526,3,x,0,0,0,0,0,0,1,x,6,29,0,0,0,0
47,90,15,64,Prince Albert No. 461,352,4,354,7,x,4,165,1,x,5,x,8,x,0,0,2,x,2,x,0,0,0,0,0,0,0,0,137,"4,956",44,"1,665",83,"1,114",37,x,58,501,2,x,138,"6,370",135,x,4,x,105,273,143,"14,378",8,11,8,204,6,199,9,414,2,x,2,x,1,x,4,x,4,x,59,423,4,40,0,0,0,0,0,0,8,377,12,77,3,x,1,x
47,81,15,67,Birch Hills No. 460,141,1,x,1,x,1,x,1,x,4,x,4,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"2,159",8,32,22,393,8,x,16,174,1,x,31,"2,746",30,x,1,x,24,116,31,"5,446",3,6,3,82,4,121,5,209,1,x,1,x,1,x,3,185,3,x,13,74,1,x,1,x,0,0,0,0,2,x,1,x,0,0,1,x
47,81,15,71,Kinistino No. 459,186,5,"3,585",0,0,3,132,0,0,5,207,5,339,0,0,1,x,2,x,0,0,0,0,0,0,0,0,66,"2,628",26,362,41,659,12,x,34,434,1,x,63,"3,068",63,"3,068",0,0,50,183,69,"6,900",5,7,6,233,7,188,7,428,0,0,0,0,1,x,4,x,5,614,28,191,5,90,1,x,0,0,0,0,5,382,3,4,0,0,5,444
47,90,15,79,Garden River No. 490,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"2,071",10,78,29,304,11,x,22,237,1,x,45,"3,017",45,"3,017",0,0,41,109,45,"5,579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,52,1,x,0,0,0,0,0,0,5,727,2,x,0,0,2,x
47,90,15,94,Buckland No. 491,238,1,x,0,0,5,167,2,x,6,x,11,x,0,0,0,0,1,x,0,0,0,1,x,x,0,0,97,"3,616",44,"1,820",74,"2,663",32,x,53,501,1,x,101,"4,727",101,"4,727",0,0,85,270,105,"13,096",10,33,10,411,10,466,11,910,1,x,2,x,2,x,3,x,4,x,49,452,4,x,0,0,0,0,0,0,4,x,16,231,1,x,6,660
47,90,15,99,Paddockwood No. 520,141,2,x,0,0,4,183,1,x,10,205,10,x,0,0,1,x,4,79,0,0,0,1,x,x,0,0,69,"3,563",31,228,55,598,14,x,48,430,2,x,73,"4,587",73,x,2,x,68,192,75,"9,168",2,x,5,x,3,33,5,67,1,x,2,x,1,x,3,x,4,128,26,136,6,70,0,0,0,0,0,0,4,419,3,x,4,148,4,128
47,0,16,0,Division No. 16,"2,518",28,"6,682",11,"5,749",53,x,26,x,116,x,143,"24,098",0,0,16,x,23,"2,509",6,x,x,14,x,x,0,0,"1,362","81,571",446,"7,938",957,"20,550",350,"8,473",799,"11,958",14,119,"1,387","101,411","1,379","100,996",19,415,"1,198","4,675","1,436","216,145",51,133,65,"4,191",61,"3,457",74,"7,781",24,101,29,"1,525",19,"5,257",45,"16,486",56,"23,369",500,"3,091",33,798,6,x,0,0,1,x,58,"4,691",64,240,8,481,33,"2,058"
47,90,16,5,Mayfield No. 406,129,0,0,0,0,5,525,1,x,2,x,6,622,0,0,1,x,1,x,0,0,0,1,x,x,0,0,79,"3,793",27,321,62,936,23,200,52,736,0,0,82,"4,301",82,"4,301",0,0,70,186,85,"9,537",2,x,3,x,2,x,3,29,1,x,1,x,0,0,1,x,2,x,20,116,2,x,0,0,0,0,0,0,2,x,2,x,0,0,1,x
47,90,16,8,Great Bend No. 405,139,3,696,1,x,2,x,0,0,5,x,6,274,0,0,2,x,2,x,0,0,0,1,x,x,0,0,68,"4,265",28,672,53,"1,184",19,205,44,979,0,0,69,"4,918",69,"4,918",0,0,67,240,75,"11,279",1,x,2,x,2,x,3,37,0,0,0,0,0,0,1,x,1,x,21,168,5,112,0,0,0,0,0,0,4,222,0,0,1,x,1,x
47,90,16,13,Blaine Lake No. 434,111,2,x,0,0,1,x,0,0,3,x,4,109,0,0,0,0,1,x,0,0,0,0,0,0,0,0,44,"2,266",18,39,26,271,7,24,22,247,0,0,44,"2,699",44,"2,699",0,0,38,111,44,"5,386",1,x,2,x,2,x,2,x,1,x,1,x,1,x,2,x,2,x,16,127,3,x,0,0,0,0,0,0,1,x,2,x,3,254,0,0
47,90,16,18,Redberry No. 435,167,2,x,0,0,3,x,2,x,5,150,6,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,"3,868",25,152,60,"1,101",26,x,47,700,2,x,88,"5,125",86,x,2,x,71,185,92,"10,431",3,9,5,277,4,247,5,533,0,0,0,0,0,0,2,x,2,x,28,181,0,0,0,0,0,0,0,0,4,31,2,x,0,0,3,63
47,90,16,23,Douglas No. 436,140,3,438,0,0,3,x,2,x,9,"1,190",11,"1,500",0,0,0,0,1,x,1,x,x,1,x,x,0,0,68,"3,192",17,171,40,604,15,x,36,436,1,x,69,"3,879",68,x,2,x,59,181,70,"8,027",6,26,8,821,7,795,10,"1,642",1,x,1,x,1,x,2,x,3,x,26,141,4,22,2,x,0,0,0,0,2,x,3,26,0,0,1,x
47,90,16,28,North Battleford No. 437,196,2,x,0,0,2,x,1,x,5,x,7,131,0,0,0,0,1,x,0,0,0,1,x,x,0,0,60,"2,602",24,135,41,484,14,x,35,349,1,x,59,"3,104",59,x,1,x,40,135,63,"6,460",1,x,1,x,1,x,1,x,1,x,2,x,1,x,1,x,2,x,20,71,0,0,1,x,0,0,0,0,9,425,5,10,0,0,1,x
47,90,16,33,Round Hill No. 467,118,0,0,0,0,2,x,1,x,6,x,6,229,0,0,1,x,0,0,0,0,0,0,0,0,0,0,70,"4,093",13,101,49,843,17,264,43,579,0,0,73,"4,898",73,"4,898",0,0,64,255,74,"10,190",0,0,1,x,3,23,3,x,2,x,2,x,0,0,3,x,3,32,30,191,2,x,0,0,0,0,0,0,5,331,5,7,0,0,5,291
47,90,16,38,Meeting Lake No. 466,124,2,x,0,0,2,x,0,0,7,x,8,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,"4,728",18,516,55,"1,050",21,567,47,483,0,0,77,"6,012",77,x,1,x,70,288,78,"12,594",6,17,7,618,5,850,7,"1,485",4,4,5,29,3,51,7,85,8,169,27,281,1,x,1,x,0,0,0,0,0,0,4,18,0,0,3,142
47,90,16,41,Leask No. 464,183,2,x,4,"2,600",5,"1,430",2,x,10,x,12,"10,280",0,0,3,85,4,"1,711",1,x,x,1,x,x,0,0,99,"7,369",40,490,75,"2,927",27,x,67,"1,254",1,x,102,"9,486",100,"9,367",6,119,89,448,104,"20,720",7,10,8,371,7,415,8,796,4,68,4,"1,316",3,"4,869",6,"7,972",6,"14,225",41,330,3,36,1,x,0,0,0,0,2,x,6,16,0,0,1,x
47,90,16,46,Shellbrook No. 493,223,5,x,1,x,5,325,4,180,10,252,12,757,0,0,3,37,1,x,1,x,x,0,0,0,0,0,100,"5,689",41,463,76,"1,163",34,x,53,712,2,x,106,"7,324",106,"7,324",0,0,88,375,111,"15,014",2,x,3,x,3,x,3,132,0,0,0,0,1,x,3,x,4,28,25,124,3,36,0,0,0,0,0,0,9,"1,341",4,29,1,x,1,x
47,90,16,51,Canwood No. 494,364,1,x,1,x,7,254,6,205,20,928,23,"1,387",0,0,2,x,3,x,1,x,x,1,x,x,0,0,226,"12,973",61,"1,738",150,"3,118",60,"1,480",119,"1,623",3,15,225,"16,503",224,x,2,x,202,729,234,"35,061",7,13,8,147,8,218,8,378,5,8,8,47,5,74,10,135,12,264,60,380,2,x,1,x,0,0,1,x,11,"1,011",13,49,0,0,8,439
47,90,16,56,Spiritwood No. 496,337,3,x,3,x,9,896,4,175,21,797,25,"1,868",0,0,2,x,7,16,0,0,0,4,"1,413","3,115",0,0,229,"18,060",89,"2,762",159,"5,332",59,x,135,"2,648",2,x,229,"22,178",229,x,1,x,200,"1,030",239,"49,362",9,26,8,"1,062",9,180,11,"1,268",1,x,1,x,1,x,4,x,5,x,109,601,6,29,0,0,0,0,0,0,3,80,5,14,1,x,4,432
47,90,16,62,Medstead No. 497,155,0,0,0,0,5,x,2,x,10,x,13,"5,580",0,0,2,x,2,x,2,x,x,3,x,x,0,0,97,"5,148",22,155,74,899,18,x,66,725,2,x,102,"6,221",100,x,4,x,85,276,103,"12,699",4,13,7,536,6,477,8,"1,026",2,x,2,x,1,x,2,x,3,x,45,199,1,x,0,0,0,0,0,0,2,x,6,35,2,x,3,349
47,90,16,75,Big River No. 555,132,3,x,1,x,2,x,1,x,3,x,4,455,0,0,0,0,0,0,0,0,0,1,x,x,0,0,59,"3,525",23,223,37,638,10,151,33,487,0,0,62,"4,763",62,"4,763",0,0,55,236,64,"9,385",2,x,2,x,2,x,2,x,2,x,2,x,2,x,1,x,3,x,32,181,1,x,0,0,0,0,0,0,4,392,7,10,0,0,1,x
47,0,17,0,Division No. 17,"2,259",11,"7,663",6,"2,421",63,"9,626",25,"1,394",113,"9,620",141,"20,640",0,0,31,410,35,"1,388",4,"1,206","2,659",14,"12,922","28,488",0,0,"1,398","109,771",580,"13,023","1,061","29,979",366,"11,463",917,"18,433",8,83,"1,426","130,736","1,422","130,471",18,265,"1,197","6,421","1,513","289,930",47,115,65,"2,571",63,"2,405",70,"5,091",13,43,21,x,13,x,29,x,45,x,712,"5,556",50,342,4,999,0,0,0,0,52,"4,402",55,237,20,"1,483",29,"2,305"
47,91,17,1,Meota No. 468,130,1,x,1,x,4,x,0,0,2,x,5,"1,001",0,0,0,0,2,x,0,0,0,4,"2,406","5,304",0,0,60,"3,622",22,560,41,"1,352",17,703,31,649,0,0,57,"4,187",57,x,1,x,51,206,65,"9,927",6,8,6,83,6,138,6,229,1,x,2,x,2,x,4,57,5,82,17,467,1,x,1,x,0,0,0,0,3,266,4,9,1,x,1,x
47,91,17,8,Turtle River No. 469,106,2,x,0,0,1,x,1,x,7,x,7,537,0,0,2,x,2,x,0,0,0,0,0,0,0,0,74,"6,272",23,398,56,"1,186",12,231,52,955,0,0,76,"7,296",76,x,2,x,62,369,78,"15,521",2,x,3,x,2,x,3,49,0,0,1,x,0,0,0,0,1,x,28,139,3,10,0,0,0,0,0,0,2,x,0,0,0,0,2,x
47,91,17,13,Paynton No. 470,61,0,0,0,0,0,0,0,0,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"3,524",18,252,34,884,11,325,29,559,0,0,41,"3,924",41,"3,924",0,0,35,200,44,"8,784",2,x,3,x,4,x,4,x,0,0,0,0,0,0,0,0,0,0,27,222,1,x,0,0,0,0,0,0,2,x,2,x,0,0,1,x
47,91,17,17,Eldon No. 471,163,0,0,0,0,5,416,2,x,5,x,8,603,0,0,1,x,5,87,0,0,0,1,x,x,0,0,92,"6,204",32,346,74,"1,321",26,x,60,"1,070",1,x,96,"7,152",95,x,1,x,78,462,101,"15,485",2,x,3,x,2,x,3,x,1,x,1,x,1,x,2,x,4,21,47,296,8,24,0,0,0,0,0,0,1,x,3,8,2,x,4,138
47,91,17,22,Wilton No. 472,204,0,0,0,0,2,x,3,x,9,328,9,735,0,0,1,x,2,x,1,x,x,3,614,"1,354",0,0,93,"6,046",32,439,69,"2,171",14,x,63,"1,328",3,x,94,"6,737",93,x,2,x,74,312,98,"15,705",1,x,2,x,2,x,3,30,1,x,1,x,1,x,2,x,2,x,66,503,1,x,0,0,0,0,0,0,3,146,1,x,2,x,0,0
47,91,17,28,Britannia No. 502,213,0,0,0,0,5,193,3,295,10,300,12,788,0,0,4,120,3,89,1,x,x,1,x,x,0,0,132,"9,744",58,"3,193",109,"3,176",37,"1,387",100,"1,789",0,0,134,"10,865",134,"10,865",0,0,106,587,150,"27,565",7,14,9,192,8,179,9,385,1,x,2,x,4,x,5,x,8,x,83,458,5,16,2,x,0,0,0,0,4,94,8,40,5,386,4,x
47,91,17,32,Frenchman Butte No. 501,236,0,0,1,x,7,x,4,x,17,"6,239",17,"10,670",0,0,4,25,4,x,0,0,0,1,x,x,0,0,171,"18,669",84,"1,298",124,"4,596",50,x,109,"3,150",1,x,178,"21,797",177,x,2,x,154,962,187,"47,322",2,x,8,419,8,x,8,720,2,x,2,x,1,x,4,x,5,x,97,594,5,13,0,0,0,0,0,0,3,305,2,x,4,575,5,229
47,91,17,45,Mervin No. 499,228,3,x,0,0,8,840,5,142,12,346,17,"1,328",0,0,5,61,5,93,1,x,x,1,x,x,0,0,140,"9,251",68,"1,719",103,"2,868",41,"1,417",83,"1,451",0,0,145,"11,209",145,x,2,x,119,563,151,"25,610",5,7,5,123,4,167,5,297,1,x,1,x,1,x,1,x,1,x,66,534,6,153,0,0,0,0,0,0,12,"1,109",2,x,2,x,7,"1,052"
47,91,17,47,Parkdale No. 498,147,0,0,0,0,2,x,1,x,5,182,5,x,0,0,2,x,3,x,1,x,x,2,x,x,0,0,100,"8,000",36,"1,303",66,"1,406",23,x,54,"1,006",1,x,103,"9,490",102,"9,476",3,14,86,471,106,"20,670",5,18,5,714,7,540,7,"1,272",0,0,1,x,0,0,0,0,1,x,37,207,3,27,0,0,0,0,0,0,4,414,4,50,1,x,0,0
47,91,17,54,Meadow Lake No. 588,420,2,x,3,"1,306",14,902,2,x,23,x,30,"1,457",0,0,6,62,5,11,0,0,0,0,0,0,0,0,250,"15,554",108,"1,429",183,"4,072",60,"1,282",160,"2,790",0,0,250,"19,781",250,"19,776",3,5,210,925,270,"41,761",7,17,10,371,9,295,10,683,2,x,2,x,0,0,5,28,6,x,148,"1,294",9,56,0,0,0,0,0,0,9,562,20,50,2,x,2,x
47,91,17,56,Loon Lake No. 561,177,2,x,1,x,9,"1,540",2,x,11,x,16,"2,610",0,0,3,48,2,x,0,0,0,1,x,x,0,0,124,"9,207",54,675,103,"2,897",37,x,90,"1,684",1,x,128,"11,696",128,x,1,x,112,571,131,"25,046",6,24,8,373,7,307,8,704,2,x,4,31,2,x,3,x,6,127,41,234,5,13,0,0,0,0,0,0,2,x,6,25,0,0,0,0
47,91,17,62,Beaver River No. 622,174,1,x,0,0,6,x,2,x,10,232,13,503,0,0,3,33,2,x,0,0,0,0,0,0,0,0,123,"13,678",45,"1,411",99,"4,050",38,x,86,"2,002",1,x,124,"16,602",124,x,1,x,110,793,132,"36,534",2,x,3,x,4,43,4,79,2,x,4,10,1,x,3,55,6,x,55,608,3,4,1,x,0,0,0,0,7,426,3,19,1,x,3,326
48,0,0,0,Alberta,"49,431",417,"230,894",113,"89,580","1,615","8,546,758",768,"983,648","3,119","2,227,454","3,935","11,757,860",35,"391,592",652,"703,462","1,081","211,749",307,"16,054,282","35,393,631",711,"115,766,269","255,220,919",11,"63,625,470","26,033","2,050,773","9,975","974,559","17,757","1,119,315","6,090","805,829","14,196","275,683",893,"37,803","26,236","2,114,716","25,665","2,035,841","1,107","78,875","22,014","109,753","28,751","6,369,116","1,533","5,134","2,030","103,603","1,689","113,603","2,181","222,340",789,"7,101",913,"188,703",778,"645,867","1,245","1,210,396","1,576","2,052,067","17,219","155,533","1,220","29,113",53,"2,608",2,x,12,32,869,"97,366","1,680","14,734",108,"8,965",352,"33,783"
48,10,0,0,Agricultural Region 1 - rÇgion agricole 1,"2,838",9,423,2,x,58,"137,061",30,"103,689",131,"146,184",156,"386,934",0,0,28,"45,999",51,"19,457",11,"844,259","1,861,272",15,"1,288,561","2,840,791",0,0,"1,666","193,738",691,"74,117","1,215","82,275",441,"47,599","1,057","33,310",29,"1,366","1,698","217,025","1,687","214,069",43,"2,956","1,489","11,908","1,842","579,063",44,135,55,"3,525",49,"3,233",66,"6,893",42,776,43,"17,531",37,"64,172",48,"86,322",59,"168,801",911,"6,387",54,690,1,x,0,0,0,0,20,"1,673",68,329,2,x,0,0
48,20,0,0,Agricultural Region 2 - rÇgion agricole 2,"5,867",35,"40,276",75,"76,411",191,"2,181,832",115,"360,186",386,"657,048",496,"3,199,066",12,"130,472",60,"217,937",139,"75,372",47,"6,218,404","13,709,233",125,"31,893,642","70,313,440",1,x,"2,829","380,219","1,175","492,504","1,791","437,544",699,"395,861","1,305","34,286",154,"7,397","2,784","261,893","2,687","245,435",174,"16,458","2,406","13,314","3,209","1,585,474",195,891,250,"19,685",234,"23,329",287,"43,905",158,"2,182",173,"70,910",165,"236,048",217,"392,943",267,"702,083","1,704","11,891",129,"5,767",3,x,0,0,2,x,42,"2,697",175,"2,229",8,237,10,603
48,30,0,0,Agricultural Region 3 - rÇgion agricole 3,"6,846",50,"29,313",5,x,163,"1,039,824",95,"143,959",468,"400,062",539,"1,583,845",2,x,82,"29,517",152,"34,589",42,"722,948","1,593,827",78,"11,596,940","25,566,875",2,x,"3,608","320,738","1,418","112,289","2,403","142,064",839,"93,006","1,920","45,070",106,"3,988","3,593","302,992","3,535","294,588",135,"8,404","2,867","17,347","4,064","895,430",248,"1,014",327,"20,550",271,"22,730",345,"44,294",75,898,90,"14,359",69,"52,140",129,"120,191",158,"187,588","3,303","35,059",184,"3,815",4,189,0,0,6,8,81,"11,397",234,"2,551",13,x,22,"2,778"
48,40,0,0,Agricultural Region 4A - rÇgion agricole 4A,"3,019",24,"2,972",2,x,89,"134,737",51,"54,064",162,"124,136",205,"312,937",1,x,40,"3,664",48,"12,469",17,"23,853","52,587",36,"1,407,732","3,103,518",0,0,"1,908","173,615",734,"45,208","1,318","69,229",484,"42,947","1,091","24,736",38,"1,546","1,942","190,865","1,918","186,739",63,"4,126","1,660","10,020","2,077","488,937",82,266,112,"6,190",88,"5,715",113,"12,171",44,452,47,"12,406",40,"50,414",75,"113,743",84,"177,015","1,061","8,295",56,991,2,x,0,0,1,x,35,"3,973",76,511,5,407,8,319
48,41,0,0,Agricultural Region 4B - rÇgion agricole 4B,"5,217",30,"4,783",5,987,200,"1,232,283",74,"68,886",284,"184,996",399,"1,486,165",8,"81,100",75,"88,012",91,"15,147",43,"1,639,290","3,614,016",106,"16,712,660","36,845,106",1,x,"2,893","182,258","1,093","56,492","1,958","88,920",713,"62,473","1,601","25,356",46,"1,091","2,914","206,432","2,885","203,729",64,"2,703","2,469","10,870","3,128","544,972",178,498,221,"10,015",191,"11,130",233,"21,643",78,515,91,"10,995",80,"30,123",129,"72,914",164,"114,547","1,557","11,179",78,"1,272",11,300,0,0,1,x,83,"10,275",145,868,9,562,41,"4,842"
48,50,0,0,Agricultural Region 5 - rÇgion agricole 5,"11,472",115,"41,588",5,x,353,"3,174,688",164,"128,338",708,"365,393",894,"3,668,419",4,"47,262",162,"241,028",278,"31,377",81,"4,478,479","9,873,355",171,"44,913,436","99,017,171",4,x,"5,955","355,962","2,205","83,814","4,099","144,628","1,267","75,424","3,182","50,817",380,"18,387","6,000","411,855","5,728","376,135",422,"35,720","4,905","20,595","6,598","1,016,854",383,"1,225",527,"19,302",431,"22,926",567,"43,453",164,"1,327",181,"37,321",180,"140,215",279,"279,027",340,"457,890","4,191","42,824",338,"6,152",8,277,1,x,2,x,238,"22,753",501,"4,804",34,"3,055",113,"10,584"
