HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCOMPNY,NACCNT,NLIVECRP,NWRDPRS,NDESKPUB,NBANK,NINTNET,NEMAIL,NOTHCMP
35,3,13,0,Prince Edward,520,236,161,84,181,64,125,191,185,1
35,3,13,20,Prince Edward,520,236,161,84,181,64,125,191,185,1
35,3,14,0,Northumberland,"1,031",442,286,158,291,88,195,334,323,0
35,3,14,4,Brighton,120,53,41,24,36,11,18,43,37,0
35,3,14,14,Cramahe,107,60,37,18,44,9,27,49,46,0
35,3,14,19,Hamilton,147,61,40,16,32,13,26,47,41,0
35,3,14,20,Port Hope,162,71,48,32,47,16,37,49,52,0
35,3,14,24,Alnwick/Haldimand,173,77,50,24,53,18,35,55,55,0
35,3,14,45,Trent Hills,322,120,70,44,79,21,52,91,92,0
35,3,15,0,Peterborough,"1,192",522,336,187,355,113,253,401,367,0
35,3,15,3,Asphodel-Norwood,153,80,51,33,54,15,40,60,56,0
35,3,15,5,Otonabee-South Monaghan,265,122,79,51,85,27,64,104,93,0
35,3,15,13,Cavan-Millbrook-North Monaghan,212,97,62,30,63,27,45,76,70,0
35,3,15,15,Smith-Ennismore-Lakefield,199,80,46,25,56,15,35,58,50,0
35,3,15,23,Douro-Dummer,229,92,66,32,59,15,49,65,62,0
35,3,15,30,Havelock-Belmont-Methuen,69,28,18,10,21,5,12,20,20,0
35,3,15,44,Galway-Cavendish and Harvey,65,23,14,6,17,9,8,18,16,0
35,3,16,0,Kawartha Lakes,"1,537",599,388,222,393,117,271,457,416,2
35,3,16,10,Kawartha Lakes,"1,537",599,388,222,393,117,271,457,416,2
35,3,18,0,Durham,"1,686",765,551,265,534,188,353,578,557,2
35,3,18,1,Pickering,56,28,19,6,22,12,14,23,22,0
35,3,18,9,Whitby,82,36,24,12,26,12,17,28,29,0
35,3,18,13,Oshawa,62,27,19,11,19,5,14,22,25,0
35,3,18,17,Clarington,437,194,140,67,131,48,86,139,132,1
35,3,18,20,Scugog,382,175,130,71,121,40,75,130,122,1
35,3,18,29,Uxbridge,338,159,110,46,114,42,72,122,111,0
35,3,18,39,Brock,329,146,109,52,101,29,75,114,116,0
35,3,19,0,York,972,471,344,133,338,130,231,364,364,0
35,3,19,28,Vaughan,140,67,49,24,50,15,37,51,53,0
35,3,19,36,Markham,64,25,18,4,20,7,11,20,19,0
35,3,19,38,Richmond Hill,27,12,11,4,10,7,9,11,12,0
35,3,19,44,Whitchurch-Stouffville,159,67,51,14,46,21,32,52,55,0
35,3,19,49,King,293,159,120,49,110,39,75,124,117,0
35,3,19,54,East Gwillimbury,143,71,54,13,51,15,33,49,55,0
35,3,19,70,Georgina,146,70,41,25,51,26,34,57,53,0
35,2,21,0,Peel,483,230,154,62,161,53,115,171,158,0
35,2,21,5,Mississauga,18,9,5,1,5,2,3,6,8,0
35,2,21,10,Brampton,76,41,30,11,31,7,19,29,30,0
35,2,21,24,Caledon,389,180,119,50,125,44,93,136,120,0
35,2,22,0,Dufferin,893,416,288,129,280,82,205,310,297,0
35,2,22,1,East Garafraxa,128,70,51,21,48,19,34,54,52,0
35,2,22,8,Amaranth,178,85,62,28,56,16,45,70,61,0
35,2,22,10,East Luther Grand Valley,94,45,30,12,29,3,22,36,34,0
35,2,22,12,Mono,166,76,55,24,51,17,38,48,54,0
35,2,22,16,Mulmur,146,65,38,18,44,16,31,46,49,0
35,2,22,19,Melancthon,181,75,52,26,52,11,35,56,47,0
35,2,23,0,Wellington,"2,588","1,154",831,410,710,202,532,832,794,2
35,2,23,1,Puslinch,175,80,57,29,63,23,42,65,63,0
35,2,23,9,Guelph/Eramosa,293,159,113,56,108,40,78,117,112,1
35,2,23,17,Erin,259,135,90,45,96,39,71,100,97,0
35,2,23,25,Centre Wellington,412,200,159,74,133,31,98,151,149,0
35,2,23,33,Mapleton,696,282,221,111,138,25,119,179,165,0
35,2,23,43,Minto,288,114,80,32,73,17,39,80,77,0
35,2,23,50,Wellington North,465,184,111,63,99,27,85,140,131,1
35,2,24,0,Halton,566,264,183,86,189,60,127,198,204,0
35,2,24,1,Oakville,21,8,7,2,7,3,5,7,8,0
35,2,24,2,Burlington,79,34,25,12,24,8,17,25,25,0
35,2,24,9,Milton,260,129,91,45,97,28,65,100,102,0
35,2,24,15,Halton Hills,206,93,60,27,61,21,40,66,69,0
35,1,25,0,Hamilton,975,459,362,145,307,95,210,330,326,1
35,1,25,5,Hamilton,975,459,362,145,307,95,210,330,326,1
35,1,26,0,Niagara,"2,236","1,105",855,295,735,218,557,834,810,1
35,1,26,3,Fort Erie,86,40,34,11,21,6,20,22,23,0
35,1,26,11,Port Colborne,71,41,27,16,29,14,20,32,30,0
35,1,26,14,Wainfleet,210,102,76,26,66,21,48,78,70,0
35,1,26,21,West Lincoln,431,191,130,71,114,22,103,145,130,0
35,1,26,28,Pelham,203,93,70,23,61,26,46,70,73,0
35,1,26,32,Welland,23,10,8,3,7,4,6,8,8,0
35,1,26,37,Thorold,49,19,14,9,14,6,10,18,16,1
35,1,26,43,Niagara Falls,79,33,19,10,16,5,13,22,19,0
35,1,26,47,Niagara-on-the-Lake,380,197,169,38,119,22,87,137,135,0
35,1,26,53,St. Catharines,103,49,43,13,36,14,25,37,34,0
35,1,26,57,Lincoln,483,271,214,60,211,64,147,218,226,0
35,1,26,65,Grimsby,118,59,51,15,41,14,32,47,46,0
35,1,28,0,Haldimand-Norfolk,"2,415","1,231",915,331,769,207,549,952,862,4
35,1,28,18,Haldimand County,890,444,324,150,289,69,208,342,303,1
35,1,28,52,Norfolk County,"1,525",787,591,181,480,138,341,610,559,3
35,1,29,0,Brant,818,402,308,118,261,67,198,304,271,0
35,1,29,5,Brant,818,402,308,118,261,67,198,304,271,0
35,2,30,0,Waterloo,"1,444",497,408,161,287,82,215,303,297,2
35,2,30,4,North Dumfries,117,54,45,25,42,9,28,38,41,0
35,2,30,10,Cambridge,31,13,11,4,9,5,4,8,7,0
35,2,30,13,Kitchener,35,10,9,2,8,2,7,7,9,0
35,2,30,20,Wilmot,247,147,111,60,100,27,72,101,107,2
35,2,30,27,Wellesley,518,138,126,27,43,14,45,59,53,0
35,2,30,35,Woolwich,496,135,106,43,85,25,59,90,80,0
35,2,31,0,Perth,"2,438","1,182",889,445,684,124,577,901,834,0
35,2,31,13,Perth South,394,206,150,73,123,33,115,163,155,0
35,2,31,25,West Perth,582,322,247,120,185,27,147,246,223,0
35,2,31,30,Perth East,898,386,294,147,224,37,190,284,278,0
35,2,31,40,North Perth,564,268,198,105,152,27,125,208,178,0
35,1,32,0,Oxford,"1,990","1,102",817,397,670,162,550,855,834,0
35,1,32,2,Norwich,494,244,185,75,152,30,106,188,187,0
35,1,32,12,South-West Oxford,341,177,121,66,101,31,86,135,131,0
35,1,32,27,Zorra,532,329,244,112,195,44,178,252,245,0
35,1,32,38,East Zorra-Tavistock,301,183,147,79,111,28,94,147,142,0
35,1,32,45,Blandford-Blenheim,322,169,120,65,111,29,86,133,129,0
35,1,34,0,Elgin,"1,489",739,534,213,466,108,375,580,538,3
35,1,34,5,Bayham,212,105,83,25,72,17,50,80,71,1
35,1,34,10,Malahide,405,182,126,57,115,21,91,150,135,0
35,1,34,20,Central Elgin,219,122,93,36,86,23,62,100,90,0
35,1,34,24,Southwold,229,114,82,43,66,16,61,90,87,0
35,1,34,30,Dutton/Dunwich,185,97,73,29,55,13,51,70,67,1
35,1,34,42,West Elgin,239,119,77,23,72,18,60,90,88,1
35,1,36,0,Chatham-Kent,"2,196","1,079",767,252,660,130,514,851,767,4
35,1,36,20,Chatham-Kent,"2,196","1,079",767,252,660,130,514,851,767,4
35,1,37,0,Essex,"1,740",811,594,185,490,112,407,642,552,3
35,1,37,3,Leamington,351,191,147,38,118,25,100,155,127,0
35,1,37,13,Kingsville,342,177,135,39,111,21,91,126,123,0
35,1,37,16,Essex,264,125,92,32,76,25,67,108,96,1
35,1,37,28,Amherstburg,162,71,53,15,42,7,33,54,43,0
35,1,37,34,LaSalle,58,17,14,7,6,1,7,12,10,0
35,1,37,48,Tecumseh,75,26,17,9,17,4,15,19,16,0
35,1,37,64,Lakeshore,488,204,136,45,120,29,94,168,137,2
35,1,38,0,Lambton,"2,281","1,185",855,373,708,146,622,943,844,1
35,1,38,3,St. Clair,515,256,191,68,148,26,130,198,175,1
35,1,38,7,Dawn-Euphemia,320,149,107,50,85,19,60,105,91,0
35,1,38,15,Brooke-Alvinston,247,130,88,49,76,15,78,111,105,0
35,1,38,16,Enniskillen,336,174,126,51,113,20,98,141,118,0
35,1,38,30,Sarnia,88,53,37,16,31,7,27,44,40,0
35,1,38,35,Plympton-Wyoming,295,154,118,50,94,23,80,126,113,0
35,1,38,40,Lambton Shores,234,117,81,26,63,17,57,85,80,0
35,1,38,43,Warwick,246,152,107,63,98,19,92,133,122,0
35,1,39,0,Middlesex,"2,525","1,256",925,431,807,199,626,971,918,2
35,1,39,5,Southwest Middlesex,327,160,113,47,94,20,78,125,115,1
35,1,39,15,Strathroy-Caradoc,272,131,92,43,97,32,72,102,103,0
35,1,39,27,Thames Centre,418,184,133,51,116,20,86,137,135,0
35,1,39,33,Middlesex Centre,522,253,196,86,167,39,126,196,183,0
35,1,39,36,London,160,83,55,19,51,16,28,55,55,0
35,1,39,41,North Middlesex,413,218,168,94,134,27,105,167,147,1
35,1,39,47,Adelaide Metcalfe,267,155,116,64,106,37,97,132,126,0
35,1,39,60,Lucan Biddulph,146,72,52,27,42,8,34,57,54,0
35,2,40,0,Huron,"2,738","1,317",953,442,796,164,641,"1,031",932,0
35,2,40,5,South Huron,307,165,134,47,93,23,79,130,119,0
35,2,40,10,Bluewater,272,153,110,51,98,18,79,130,115,0
35,2,40,25,Central Huron,395,227,159,74,154,34,118,191,172,0
35,2,40,40,Huron East,554,285,194,96,170,39,141,221,195,0
35,2,40,46,Howick,323,116,87,43,67,7,55,87,82,0
35,2,40,50,Morris-Turnberry,319,133,103,51,82,19,66,99,94,0
35,2,40,55,North Huron,146,61,50,30,34,7,24,44,38,0
35,2,40,63,Ashfield-Colborne-Wawanosh,422,177,116,50,98,17,79,129,117,0
35,2,41,0,Bruce,"2,259",974,620,356,614,122,488,801,724,0
35,2,41,4,South Bruce,476,207,140,78,127,22,101,174,153,0
35,2,41,15,Huron-Kinloss,329,133,75,42,89,20,73,124,110,0
35,2,41,24,Kincardine,332,148,95,60,91,19,70,120,111,0
35,2,41,32,Brockton,436,200,127,74,115,23,105,161,146,0
35,2,41,43,Arran-Elderslie,355,134,81,51,85,15,65,111,95,0
35,2,41,45,Saugeen Shores,99,51,34,19,37,5,25,38,37,0
35,2,41,55,South Bruce Peninsula,147,60,43,18,42,9,27,41,42,0
35,2,41,69,Northern Bruce Peninsula,85,41,25,14,28,9,22,32,30,0
35,2,42,0,Grey,"2,687","1,050",715,368,677,168,513,819,760,0
35,2,42,4,West Grey,604,242,162,83,161,42,115,196,186,0
35,2,42,5,Southgate,454,147,94,53,99,32,67,118,110,0
35,2,42,15,Grey Highlands,507,217,150,84,121,34,105,169,134,0
35,2,42,37,Chatsworth,375,130,87,42,93,23,63,94,93,0
35,2,42,45,Blue Mountains,140,71,59,16,49,8,39,54,58,0
35,2,42,47,Meaford,316,125,88,44,87,17,68,99,99,0
35,2,42,53,Georgian Bluffs,291,118,75,46,67,12,56,89,80,0
35,2,43,0,Simcoe,"2,402","1,072",732,346,717,238,528,840,774,1
35,2,43,3,Adjala-Tosorontio,201,98,70,24,72,26,50,76,68,0
35,2,43,5,Clearview,343,161,114,53,105,27,86,127,122,0
35,2,43,7,New Tecumseth,155,76,54,31,61,20,36,61,63,0
35,2,43,9,Springwater,286,136,95,43,88,26,73,108,95,0
35,2,43,14,Bradford West Gwillimbury,164,74,63,18,49,10,36,55,50,0
35,2,43,15,Severn,178,67,38,26,43,19,33,55,47,0
35,2,43,17,Innisfil,146,64,45,18,40,16,27,46,49,0
35,2,43,19,Ramara,179,64,36,27,30,11,26,49,33,0
35,2,43,21,Essa,188,88,61,29,61,18,46,74,65,0
35,2,43,23,Oro-Medonte,352,148,90,47,99,36,67,113,108,0
35,2,43,68,Tiny,127,53,34,15,38,13,24,41,39,1
35,2,43,71,Tay,83,43,32,15,31,16,24,35,35,0
35,3,44,0,Muskoka,199,84,45,28,66,24,43,66,61,0
35,3,44,2,Gravenhurst,43,17,6,7,13,3,6,13,11,0
35,3,44,18,Bracebridge,49,19,7,5,16,4,8,14,12,0
35,3,44,42,Huntsville,49,24,13,6,19,6,13,20,21,0
35,3,44,53,Muskoka Lakes,58,24,19,10,18,11,16,19,17,0
35,3,46,0,Haliburton,84,24,14,4,18,9,8,17,20,0
35,3,46,5,Highlands East,37,11,7,1,8,6,3,10,10,0
35,3,46,15,Minden Hills,47,13,7,3,10,3,5,7,10,0
35,4,47,0,Renfrew,"1,268",458,285,173,305,79,185,349,318,2
35,4,47,3,McNab/Braeside,147,53,32,23,38,10,19,38,38,2
35,4,47,8,Greater Madawaska,31,12,5,5,7,2,5,11,9,0
35,4,47,20,"Brudenell, Lyndoch and Raglan",63,16,9,7,8,3,3,13,8,0
35,4,47,30,Madawaska Valley,26,5,1,3,4,0,0,5,3,0
35,4,47,33,"Killaloe, Hagarty and Richards",45,15,9,5,10,3,9,12,12,0
35,4,47,35,Bonnechere Valley,103,30,22,6,18,9,9,18,17,0
35,4,47,43,Admaston/Bromley,196,101,63,40,66,11,41,75,70,0
35,4,47,46,Horton,77,24,16,12,20,6,10,18,15,0
35,4,47,56,Whitewater Region,296,107,61,40,63,15,49,83,73,0
35,4,47,70,North Algona Wilberforce,95,32,23,10,25,6,9,26,22,0
35,4,47,75,Laurentian Valley,162,56,39,21,41,11,26,43,45,0
35,4,47,90,Laurentian Hills,27,7,5,1,5,3,5,7,6,0
35,5,48,0,Nipissing,272,112,69,42,82,25,49,90,81,0
35,5,48,22,Calvin,38,13,8,3,9,2,4,10,7,0
35,5,48,27,Bonfield,33,12,6,3,9,0,6,10,9,0
35,5,48,31,Chisholm,49,20,17,7,15,2,9,17,16,0
35,5,48,34,East Ferris,28,15,9,5,10,5,7,11,9,0
35,5,48,55,West Nipissing / Nipissing Ouest,124,52,29,24,39,16,23,42,40,0
35,3,49,0,Parry Sound,338,129,72,42,92,43,55,106,92,0
35,3,49,3,Seguin,21,8,4,1,6,3,2,8,6,0
35,3,49,19,Armour,31,14,9,7,8,5,7,12,8,0
35,3,49,24,Ryerson,20,6,4,0,6,2,2,5,4,0
35,3,49,28,McKellar,24,9,4,3,6,3,3,8,6,0
35,3,49,39,Whitestone,19,9,7,4,6,4,2,7,5,0
35,3,49,43,Magnetawan,30,8,4,3,6,3,4,7,8,0
35,3,49,46,Strong,34,8,4,2,6,6,3,4,4,0
35,3,49,54,Machar,20,10,5,2,6,3,4,8,8,0
35,3,49,60,Powassan,57,23,12,9,17,3,10,20,18,0
35,3,49,71,Nipissing,42,12,8,4,8,5,6,9,9,0
35,3,49,96,"Parry Sound, Unorganized, Centre Part",40,22,11,7,17,6,12,18,16,0
35,5,51,0,Manitoulin,258,90,51,32,57,13,38,81,61,0
35,5,51,17,Northeastern Manitoulin and the Islands,215,77,44,27,50,11,34,69,55,0
35,5,51,24,Gordon,43,13,7,5,7,2,4,12,6,0
35,5,52,0,Sudbury,143,60,37,25,36,15,23,46,43,0
35,5,52,1,French River / Riviäre des Franáais,29,16,10,11,9,4,5,12,10,0
35,5,52,4,St.-Charles,26,11,8,2,9,5,5,10,11,0
35,5,52,13,Markstay-Warren,39,17,12,7,7,4,6,12,11,0
35,5,52,23,Sables-Spanish Rivers,49,16,7,5,11,2,7,12,11,0
35,5,53,0,Greater Sudbury / Grand Sudbury,160,60,43,19,39,20,34,47,47,0
35,5,53,5,Greater Sudbury / Grand Sudbury,160,60,43,19,39,20,34,47,47,0
35,5,54,0,Timiskaming,471,212,142,84,144,39,96,168,152,0
35,5,54,14,Harris,24,10,8,4,5,1,7,9,7,0
35,5,54,20,Temiskaming Shores,55,24,16,9,16,5,13,19,17,0
35,5,54,21,Hudson,22,13,7,3,11,2,5,13,12,0
35,5,54,24,Kerns,43,25,17,13,20,2,8,22,20,0
35,5,54,26,Harley,30,16,13,8,10,2,9,12,11,0
35,5,54,29,Casey,28,14,5,3,7,1,5,12,11,0
35,5,54,32,Brethour,20,10,7,4,8,3,4,7,5,0
35,5,54,34,Hilliard,24,10,8,4,8,0,4,9,7,0
35,5,54,36,Armstrong,36,17,14,9,14,3,8,12,12,0
35,5,54,44,Charlton and Dack,29,10,6,4,4,3,7,9,7,0
35,5,54,49,Evanturel,28,13,9,6,8,3,6,9,7,0
35,5,54,54,Chamberlain,29,13,9,5,8,4,6,8,10,0
35,5,54,94,"Timiskaming, Unorganized, West Part",103,37,23,12,25,10,14,27,26,0
35,5,56,0,Cochrane,184,70,45,27,45,12,32,48,48,0
35,5,56,27,Timmins,31,15,9,6,11,6,11,12,13,0
35,5,56,92,"Cochrane, Unorganized, North Part",153,55,36,21,34,6,21,36,35,0
35,5,57,0,Algoma,335,138,70,51,97,33,64,112,105,0
35,5,57,8,St. Joseph,61,30,18,10,21,10,16,23,20,0
35,5,57,11,Laird,33,18,9,7,13,4,8,13,13,0
35,5,57,16,Johnson,39,12,7,3,5,2,5,9,8,0
35,5,57,19,Plummer Additional,29,10,5,6,5,1,6,8,7,0
35,5,57,35,Huron Shores,61,23,12,8,20,5,8,20,18,0
35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",26,13,7,7,9,4,8,11,12,0
35,5,57,61,Sault Ste. Marie,35,14,7,2,8,3,8,11,11,0
35,5,57,95,"Algoma, Unorganized, North Part",51,18,5,8,16,4,5,17,16,0
35,5,58,0,Thunder Bay,252,130,81,42,86,32,56,96,103,0
35,5,58,1,Neebing,29,16,12,5,11,7,8,11,12,0
35,5,58,4,Thunder Bay,25,11,5,0,8,3,2,9,7,0
35,5,58,11,Oliver Paipoonge,109,63,42,20,38,11,29,49,50,0
35,5,58,16,O'Connor,22,8,6,3,5,1,2,6,7,0
35,5,58,90,"Thunder Bay, Unorganized",67,32,16,14,24,10,15,21,27,0
35,5,59,0,Rainy River,312,103,68,41,79,23,48,79,76,0
35,5,59,11,Alberton,25,8,5,3,6,1,1,6,5,0
35,5,59,16,La Vallee,40,14,9,6,12,2,10,11,10,0
35,5,59,19,Emo,43,16,12,8,12,4,10,13,14,0
35,5,59,24,Chapple,67,16,12,9,12,6,6,14,11,0
35,5,59,31,Morley,49,21,10,6,14,4,5,14,14,0
35,5,59,40,Dawson,47,14,13,5,10,1,9,9,10,0
35,5,59,90,"Rainy River, Unorganized",41,14,7,4,13,5,7,12,12,0
35,5,60,0,Kenora,92,38,22,12,26,8,24,30,30,0
35,5,60,90,"Kenora, Unorganized",92,38,22,12,26,8,24,30,30,0
46,0,0,0,Manitoba,"19,054","8,693","6,164","3,694","5,793","1,265","3,815","6,582","6,202",13
46,1,0,0,Agricultural Region 1 - rÇgion agricole 1,"1,385",670,462,285,433,86,346,540,496,0
46,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,945",980,705,460,676,166,446,774,737,2
46,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,764",789,541,360,549,115,383,630,590,0
46,4,0,0,Agricultural Region 4 - rÇgion agricole 4,818,329,237,137,219,62,158,260,244,0
46,5,0,0,Agricultural Region 5 - rÇgion agricole 5,798,302,213,104,197,50,127,238,217,0
46,6,0,0,Agricultural Region 6 - rÇgion agricole 6,"1,639",561,376,220,370,81,195,423,389,1
46,7,0,0,Agricultural Region 7 - rÇgion agricole 7,"2,196","1,089",822,409,677,127,450,794,734,1
46,8,0,0,Agricultural Region 8 - rÇgion agricole 8,"2,760","1,447","1,069",599,948,174,687,"1,110","1,065",7
46,9,0,0,Agricultural Region 9 - rÇgion agricole 9,"2,302","1,131",796,547,770,184,502,797,777,2
46,10,0,0,Agricultural Region 10 - rÇgion agricole 10,602,220,155,86,150,26,62,132,131,0
46,11,0,0,Agricultural Region 11 - rÇgion agricole 11,"1,244",579,401,235,388,105,237,425,405,0
46,12,0,0,Agricultural Region 12 - rÇgion agricole 12,"1,601",596,387,252,416,89,222,459,417,0
46,10,1,0,Division No.  1,602,220,155,86,150,26,62,132,131,0
46,10,1,35,Stuartburn,191,60,41,22,40,4,16,36,36,0
46,10,1,39,Piney,92,29,15,8,22,6,6,25,24,0
46,10,1,43,Reynolds,64,26,21,11,17,3,9,12,12,0
46,10,1,46,Whitemouth,117,60,46,30,41,3,14,32,30,0
46,10,1,57,Lac du Bonnet,80,27,21,10,16,7,10,16,18,0
46,10,1,71,Alexander,58,18,11,5,14,3,7,11,11,0
46,9,2,0,Division No.  2,"1,493",794,557,422,537,117,342,541,542,2
46,9,2,25,Franklin,191,89,57,44,56,10,40,71,65,1
46,9,2,32,De Salaberry,194,97,77,58,72,15,52,71,75,0
46,9,2,41,Hanover,488,263,185,148,168,31,111,176,180,0
46,9,2,53,La Broquerie,157,79,47,44,46,12,27,40,47,1
46,9,2,57,Ste. Anne,156,93,76,58,63,17,41,51,54,0
46,9,2,69,TachÇ,197,106,77,41,80,15,41,82,70,0
46,9,2,75,Ritchot,110,67,38,29,52,17,30,50,51,0
46,8,3,0,Division No.  3,"1,659",882,682,346,570,104,405,657,647,4
46,8,3,30,Montcalm,97,68,60,27,54,12,35,57,52,0
46,8,3,36,Rhineland,368,185,150,72,112,20,76,131,136,2
46,8,3,47,Stanley,415,177,133,62,94,13,73,121,119,0
46,8,3,58,Thompson,133,67,46,29,42,14,33,49,48,0
46,8,3,62,Roland,108,80,63,24,56,10,42,68,61,0
46,8,3,65,Morris,260,162,131,79,124,18,82,117,118,0
46,8,3,72,Dufferin,278,143,99,53,88,17,64,114,113,2
46,8,4,0,Division No.  4,"1,101",565,387,253,378,70,282,453,418,3
46,8,4,33,Pembina,274,143,113,75,95,19,64,112,108,0
46,8,4,39,Louise,211,121,77,48,81,13,69,100,93,2
46,8,4,51,Roblin,155,77,51,35,55,10,36,60,51,0
46,8,4,57,Argyle,176,83,53,39,57,9,44,66,61,0
46,8,4,63,Lorne,285,141,93,56,90,19,69,115,105,1
46,1,5,0,Division No.  5,"1,385",670,462,285,433,86,346,540,496,0
46,1,5,24,Turtle Mountain,175,83,64,31,53,6,50,65,61,0
46,1,5,31,Morton,171,76,60,36,56,9,32,60,57,0
46,1,5,37,Winchester,135,69,49,32,47,10,49,58,53,0
46,1,5,43,Brenda,132,79,52,33,53,10,41,69,62,0
46,1,5,50,Arthur,147,62,39,21,26,7,29,46,43,0
46,1,5,55,Edward,116,49,29,19,34,12,27,45,40,0
46,1,5,58,Albert,112,48,24,24,35,7,20,39,38,0
46,1,5,61,Cameron,115,58,40,20,37,9,29,44,41,0
46,1,5,67,Whitewater,99,63,47,29,41,8,34,52,47,0
46,1,5,70,Riverside,85,40,29,21,32,5,19,33,30,0
46,1,5,76,Strathcona,98,43,29,19,19,3,16,29,24,0
46,2,6,0,Division No.  6,798,357,243,184,259,69,160,289,280,1
46,2,6,15,Sifton,143,70,45,41,52,12,29,60,56,0
46,2,6,23,Pipestone,194,83,52,35,56,12,31,67,61,1
46,2,6,28,Wallace,272,118,84,65,84,29,59,90,94,0
46,2,6,37,Woodworth,189,86,62,43,67,16,41,72,69,0
46,2,7,0,Division No.  7,"1,147",623,462,276,417,97,286,485,457,1
46,2,7,38,South Cypress,124,66,43,32,40,11,37,50,43,0
46,2,7,45,Oakland,156,92,75,39,55,13,38,65,61,1
46,2,7,51,Glenwood,117,67,54,31,46,10,33,51,46,0
46,2,7,57,Whitehead,129,62,42,23,40,7,29,49,44,0
46,2,7,65,North Cypress,212,113,82,54,76,20,49,89,89,0
46,2,7,71,Elton,288,155,117,68,110,27,58,125,123,0
46,2,7,75,Daly,121,68,49,29,50,9,42,56,51,0
46,7,8,0,Division No.  8,"1,157",506,373,203,302,58,192,352,321,1
46,7,8,31,South Norfolk,187,87,58,35,51,11,32,64,53,0
46,7,8,42,Victoria,134,61,43,26,38,13,28,47,44,0
46,7,8,45,North Norfolk,315,144,101,52,83,15,54,99,92,0
46,7,8,54,Lansdowne,138,61,52,27,44,7,20,37,38,1
46,7,8,59,Westbourne,242,102,80,43,58,9,39,70,62,0
46,7,8,66,Lakeview,49,22,16,7,12,2,9,17,13,0
46,7,8,72,Glenella,92,29,23,13,16,1,10,18,19,0
46,7,9,0,Division No.  9,637,332,259,121,204,33,134,237,224,0
46,7,9,17,Grey,240,130,98,55,81,16,45,93,88,0
46,7,9,24,Portage la Prairie,397,202,161,66,123,17,89,144,136,0
46,7,10,0,Division No. 10,402,251,190,85,171,36,124,205,189,0
46,7,10,35,Macdonald,264,165,121,49,111,18,83,142,131,0
46,7,10,43,Cartier,94,55,45,25,34,6,25,39,35,0
46,7,10,52,St. Franáois Xavier,44,31,24,11,26,12,16,24,23,0
46,9,11,0,Division No. 11,201,73,57,26,55,16,34,54,50,0
46,9,11,40,Winnipeg,155,55,44,21,44,15,27,42,40,0
46,9,11,42,Headingley,46,18,13,5,11,1,7,12,10,0
46,9,12,0,Division No. 12,608,264,182,99,178,51,126,202,185,0
46,9,12,47,Springfield,351,157,116,67,119,33,77,126,118,0
46,9,12,54,Brokenhead,257,107,66,32,59,18,49,76,67,0
46,11,13,0,Division No. 13,476,214,158,82,152,52,92,164,155,0
46,11,13,32,East St. Paul,16,5,5,1,4,2,4,5,5,0
46,11,13,37,West St. Paul,26,9,6,3,4,2,4,7,6,0
46,11,13,43,St. Andrews,218,95,73,38,65,22,36,75,71,0
46,11,13,56,St. Clements,216,105,74,40,79,26,48,77,73,0
46,11,14,0,Division No. 14,768,365,243,153,236,53,145,261,250,0
46,11,14,15,Rosser,96,50,40,20,36,8,25,39,41,0
46,11,14,31,Woodlands,274,124,76,57,80,11,46,83,80,0
46,11,14,36,Rockwood,398,191,127,76,120,34,74,139,129,0
46,3,15,0,Division No. 15,"1,764",789,541,360,549,115,383,630,590,0
46,3,15,18,Langford,116,65,47,21,40,6,30,53,47,0
46,3,15,23,Odanah,88,40,34,17,31,5,19,28,29,0
46,3,15,27,Saskatchewan,138,68,48,30,50,13,40,59,52,0
46,3,15,33,Blanshard,104,53,36,24,37,1,28,45,39,0
46,3,15,36,Hamiota,124,61,39,27,47,9,34,51,54,0
46,3,15,41,Miniota,147,75,50,36,54,18,31,58,58,0
46,3,15,46,Archie,77,38,25,21,27,3,14,31,29,0
46,3,15,48,Ellice,60,32,26,16,22,6,15,22,21,0
46,3,15,55,Birtle,153,71,41,31,47,8,44,68,63,0
46,3,15,60,Shoal Lake,86,40,24,24,28,3,19,33,34,0
46,3,15,64,Strathclair,99,44,29,19,31,11,19,36,35,0
46,3,15,69,Harrison,95,33,25,13,20,4,12,26,23,0
46,3,15,73,Minto,117,45,30,20,30,7,20,31,31,0
46,3,15,78,Rosedale,189,70,49,38,50,14,32,49,42,0
46,3,15,91,Clanwilliam,76,27,21,12,19,6,14,23,19,0
46,3,15,95,Park (South),95,27,17,11,16,1,12,17,14,0
46,4,16,0,Division No. 16,818,329,237,137,219,62,158,260,244,0
46,4,16,2,Rossburn,134,50,38,19,33,8,18,39,39,0
46,4,16,19,Silver Creek,89,51,32,23,33,10,32,46,42,0
46,4,16,24,Russell,99,48,38,23,34,11,24,42,36,0
46,4,16,38,Shellmouth-Boulton,186,73,56,32,44,17,35,55,51,0
46,4,16,45,Hillsburg,113,29,21,11,20,3,13,22,21,0
46,4,16,49,Shell River,161,68,47,25,48,12,32,47,45,0
46,4,16,63,Park (North),36,10,5,4,7,1,4,9,10,0
46,6,17,0,Division No. 17,"1,639",561,376,220,370,81,195,423,389,1
46,6,17,26,Alonsa,227,75,40,32,49,14,25,63,55,0
