HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NCHEMSF,CHEMSF,ECHEMSF,NTILLSF,TILLSF,ETILLSF,NCOMBSF,COMBSF,ECOMBSF,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NFUNGIC,FUNGIC,EFUNGIC,NFERTIL,FERTIL,EFERTIL,NLIME,LIME,ELIME,NCROPROT,NROTGRAZ,NCOVCROP,NGRNMAN,NBUFFZON,NWINDYES,NMANURNY,NMAPPLY,NMSOLD,NMBOUGHT,NMANOTH,NMCOMPIN,MCOMPIN,EMCOMPIN,NMCOMPIN1,NMCOMPIN2,NMCOMPIN3,NMCOMPNO,MCOMPNO,EMCOMPNO,NMCOMPNO1,NMCOMPNO2,NMCOMPNO3,NMSOLIN,MSOLIN,EMSOLIN,NMSOLIN1,NMSOLIN2,NMSOLIN3,NMSOLNO,MSOLNO,EMSOLNO,NMSOLNO1,NMSOLNO2,NMSOLNO3,NMLIQINJ,MLIQINJ,EMLIQINJ,NMLIQINJ1,NMLIQINJ2,NMLIQINJ3,NMLIQSUR,MLIQSUR,EMLIQSUR,NMLIQSUR1,NMLIQSUR2,NMLIQSUR3,NMIRRIG,MIRRIG,EMIRRIG,NMIRRIG1,NMIRRIG2,NMIRRIG3,NTILARS,TILARS,ETILARS,NTILCONV,TILCONV,ETILCONV,NTILCONS,TILCONS,ETILCONS,NTILLNO,TILLNO,ETILLNO,NIRRIG,IRRIG,EIRRIG,NIRRFLD,IRRFLD,EIRRFLD,NIRRHAY,IRRHAY,EIRRHAY,NIRRVEG,IRRVEG,EIRRVEG,NIRRFRT,IRRFRT,EIRRFRT,NIRROTH,IRROTH,EIRROTH
47,60,11,52,Morris No. 312,146,10,"3,404","1,378",17,"3,270","1,323",18,"5,356","2,167",112,"141,416","57,229",12,"6,829","2,764",14,"5,380","2,177",103,"140,849","57,000",1,x,x,127,15,4,4,15,51,43,30,0,2,13,5,522,211,5,0,0,1,x,x,1,0,0,20,"1,946",788,20,1,0,3,x,x,3,1,0,1,x,x,1,0,0,1,x,x,1,0,0,0,0,0,0,0,0,128,"146,802","59,409",40,"15,253","6,173",33,"18,336","7,420",65,"113,213","45,816",2,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
47,60,11,59,Lost River No. 313,77,12,"3,258","1,318",16,"4,038","1,634",11,"3,155","1,277",52,"58,987","23,871",4,703,284,9,"2,885","1,168",47,"55,914","22,628",1,x,x,64,10,3,1,10,26,19,10,1,0,9,1,x,x,1,0,0,4,198,80,3,1,0,3,65,26,2,1,0,2,x,x,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"61,451","24,868",21,"8,398","3,399",15,"8,406","3,402",36,"44,647","18,068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,61,11,61,Dundurn No. 314,88,7,x,x,11,"1,455",589,7,x,x,45,"79,667","32,240",5,"3,390","1,372",3,"8,188","3,314",40,"79,208","32,054",0,0,0,56,31,3,2,9,43,53,35,2,2,24,9,365,148,8,3,0,9,"2,345",949,3,5,2,13,585,237,10,4,0,7,x,x,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"80,282","32,489",22,"8,125","3,288",15,"9,099","3,682",23,"63,058","25,519",6,"13,471","5,452",2,x,x,3,"1,639",663,1,x,x,0,0,0,1,x,x
47,61,11,65,Corman Park No. 344,918,59,"11,629","4,706",95,"17,110","6,924",77,"15,271","6,180",373,"212,013","85,799",48,"11,769","4,763",39,"10,515","4,255",322,"211,145","85,447",0,0,0,472,266,23,28,73,436,479,306,44,9,206,82,"2,975","1,204",39,30,16,35,"2,643","1,070",14,21,2,108,"7,358","2,978",86,26,5,85,"4,314","1,746",32,52,6,33,"6,308","2,553",29,4,1,13,"1,494",605,11,4,0,0,0,0,0,0,0,517,"255,907","103,562",227,"59,690","24,156",161,"73,615","29,791",173,"122,602","49,615",60,"7,123","2,883",24,"4,184","1,693",12,"2,669","1,080",12,68,28,21,151,61,7,51,21
47,61,11,66,Saskatoon,71,2,x,x,13,"2,571","1,040",7,x,x,37,"14,597","5,907",9,"2,479","1,003",3,714,289,43,"18,941","7,665",1,x,x,49,6,2,3,8,17,11,7,1,1,4,1,x,x,1,0,1,1,x,x,0,1,0,3,311,126,1,1,1,2,x,x,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"20,698","8,376",18,"5,143","2,081",12,"3,153","1,276",25,"12,402","5,019",4,x,x,0,0,0,0,0,0,1,x,x,2,x,x,2,x,x
47,60,11,69,Blucher No. 343,179,18,"4,692","1,899",22,"3,647","1,476",32,"10,257","4,151",113,"124,055","50,203",19,"14,654","5,930",17,"8,611","3,485",101,"107,879","43,657",0,0,0,143,37,11,7,13,78,58,41,1,1,22,9,297,120,7,2,0,3,156,63,0,3,0,24,"1,549",627,23,3,1,10,470,190,2,8,0,1,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,"126,466","51,179",54,"23,890","9,668",51,"40,258","16,292",54,"62,318","25,219",3,"2,264",916,3,x,x,1,x,x,0,0,0,0,0,0,0,0,0
47,60,11,76,Colonsay No. 342,112,22,"6,981","2,825",15,"3,049","1,234",18,"5,300","2,145",86,"88,243","35,711",12,"6,656","2,694",8,"7,405","2,997",82,"85,372","34,549",1,x,x,100,19,4,7,12,37,31,20,1,2,11,4,x,x,3,0,1,0,0,0,0,0,0,12,733,297,10,1,1,5,530,214,2,3,0,1,x,x,1,0,0,1,x,x,1,0,0,0,0,0,0,0,0,98,"89,342","36,155",26,"12,197","4,936",35,"25,364","10,264",43,"51,781","20,955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,60,11,91,Viscount No. 341,157,14,"4,275","1,730",20,"3,710","1,501",25,"3,484","1,410",114,"102,078","41,309",10,"9,560","3,869",6,"4,207","1,703",112,"106,815","43,226",0,0,0,132,43,3,2,16,59,81,53,3,1,29,12,770,312,11,0,1,8,253,102,6,2,0,30,"2,321",939,28,1,1,8,808,327,5,3,1,0,0,0,0,0,0,1,x,x,1,0,0,0,0,0,0,0,0,132,"110,742","44,816",34,"12,123","4,906",42,"25,435","10,293",61,"73,184","29,617",1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x
47,60,11,96,Wolverine No. 340,148,16,"3,243","1,312",25,"4,145","1,677",25,"4,197","1,698",100,"107,185","43,376",10,"9,662","3,910",8,"6,613","2,676",100,"121,893","49,328",1,x,x,118,43,6,3,17,63,71,53,5,2,20,10,871,352,6,4,1,3,79,32,1,2,0,36,"2,680","1,085",35,5,0,5,110,45,2,3,0,4,960,388,3,0,1,1,x,x,1,1,0,0,0,0,0,0,0,123,"132,288","53,535",43,"19,377","7,842",46,"30,508","12,346",55,"82,403","33,347",1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
47,0,12,0,Division No. 12,"2,100",480,"179,923","72,812",328,"82,465","33,372",344,"114,253","46,237","1,346","1,608,928","651,110",160,"93,024","37,645",200,"146,406","59,248","1,205","1,427,725","577,780",5,"2,874","1,163","1,660",524,88,42,189,832,941,649,42,19,318,137,"8,637","3,495",100,34,15,65,"2,651","1,073",23,37,5,272,"27,036","10,941",247,33,7,175,"11,459","4,637",90,88,8,20,"5,117","2,071",20,0,0,11,"2,430",983,11,1,0,2,x,x,1,1,0,"1,729","1,800,821","728,766",599,"273,973","110,873",515,"395,744","160,152",820,"1,131,104","457,741",40,"7,761","3,141",22,"5,056","2,046",19,"2,521","1,020",5,x,x,9,41,17,1,x,x
47,70,12,1,Pleasant Valley No. 288,110,41,"16,238","6,571",16,"3,202","1,296",21,"8,353","3,380",82,"108,462","43,893",8,"2,062",834,13,"4,563","1,847",73,"87,589","35,446",0,0,0,93,30,1,1,13,33,51,42,1,2,10,8,542,219,4,2,2,2,x,x,1,1,0,20,"1,220",494,19,1,0,12,580,235,10,2,1,2,x,x,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,"114,730","46,430",26,"14,320","5,795",34,"24,659","9,979",51,"75,751","30,655",1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0
47,70,12,4,St. Andrews No. 287,154,44,"14,051","5,686",20,"5,330","2,157",30,"11,208","4,536",133,"147,196","59,568",16,"7,381","2,987",31,"14,606","5,911",124,"126,838","51,330",1,x,x,149,7,0,0,8,26,16,7,1,1,8,3,65,26,3,0,0,0,0,0,0,0,0,3,42,17,3,0,0,2,x,x,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,"150,505","60,907",37,"23,633","9,564",41,"33,069","13,383",81,"93,803","37,961",3,81,33,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
47,61,12,11,Milden No. 286,101,30,"9,836","3,980",19,"4,536","1,836",19,"10,997","4,450",83,"123,013","49,782",10,"15,364","6,218",20,"18,001","7,285",73,"99,223","40,154",0,0,0,94,9,6,4,3,26,25,18,0,1,7,5,240,97,5,0,0,1,x,x,1,0,0,7,615,249,6,1,0,4,470,190,3,1,0,1,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"132,556","53,644",39,"28,025","11,341",35,"44,209","17,891",34,"60,322","24,411",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
47,61,12,20,Fertile Valley No. 285,170,39,"18,551","7,507",46,"14,836","6,004",42,"13,716","5,551",117,"121,819","49,298",13,"4,697","1,901",16,"11,176","4,523",102,"102,233","41,372",1,x,x,146,36,4,4,18,94,78,55,3,1,25,12,702,284,10,2,0,4,170,69,0,4,0,29,"1,142",462,25,4,3,9,260,105,2,6,1,1,x,x,1,0,0,0,0,0,0,0,0,2,x,x,1,1,0,146,"135,315","54,760",66,"32,082","12,983",48,"24,162","9,778",62,"79,071","31,999",11,"3,381","1,368",10,"2,105",852,7,"1,276",516,0,0,0,0,0,0,0,0,0
47,61,12,26,Montrose No. 315,141,16,"2,784","1,127",16,"3,358","1,359",9,"2,471","1,000",62,"61,676","24,959",7,"1,528",618,6,"4,910","1,987",63,"60,091","24,318",1,x,x,82,49,15,3,8,67,86,65,3,1,23,11,433,175,6,4,1,7,451,183,3,4,0,23,"2,346",949,20,4,0,24,"1,786",723,10,16,0,1,x,x,1,0,0,2,x,x,2,1,0,0,0,0,0,0,0,96,"74,337","30,083",34,"5,399","2,185",22,"11,394","4,611",54,"57,544","23,287",3,"1,730",700,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0
47,61,12,29,Harris No. 316,86,13,"6,068","2,456",13,"5,110","2,068",15,"3,377","1,367",60,"83,198","33,669",12,"5,380","2,177",14,"16,050","6,495",56,"76,966","31,147",0,0,0,75,31,2,1,13,44,39,24,0,0,16,4,220,89,4,0,0,2,x,x,0,2,0,14,"1,345",544,12,2,1,5,350,142,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"99,512","40,271",21,"10,197","4,127",28,"15,428","6,243",44,"73,887","29,901",1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
47,70,12,34,Marriott No. 317,114,40,"13,225","5,352",20,"3,922","1,587",22,"9,149","3,702",88,"110,964","44,906",10,"7,255","2,936",18,"14,728","5,960",83,"102,075","41,308",1,x,x,104,21,4,4,16,36,53,45,1,0,9,8,905,366,8,0,0,5,70,28,3,2,0,24,"1,265",512,24,0,0,10,700,283,9,1,0,1,x,x,1,0,0,1,x,x,1,0,0,0,0,0,0,0,0,110,"120,955","48,949",37,"20,917","8,465",29,"27,988","11,326",51,"72,050","29,158",2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0
47,70,12,38,Mountain View No. 318,106,46,"26,176","10,593",17,"4,354","1,762",27,"10,227","4,139",91,"136,935","55,416",12,"6,230","2,521",16,"12,551","5,079",72,"100,064","40,494",0,0,0,99,26,4,2,10,27,35,26,0,3,11,2,x,x,2,0,0,4,116,47,3,0,1,12,459,186,11,1,0,4,x,x,3,1,0,4,"1,037",420,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,"124,802","50,506",33,"17,533","7,095",26,"19,930","8,065",49,"87,339","35,345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,12,42,Biggar No. 347,239,84,"38,250","15,479",38,"13,605","5,506",37,"10,337","4,183",145,"153,506","62,122",16,"5,748","2,326",7,"4,285","1,734",114,"132,622","53,670",1,x,x,188,70,12,4,20,92,122,71,5,2,55,22,"1,640",664,19,4,3,4,131,53,3,1,0,24,"1,297",525,23,0,1,19,"1,273",515,9,9,1,2,x,x,2,0,0,1,x,x,1,0,0,0,0,0,0,0,0,202,"179,506","72,643",71,"31,031","12,558",55,"32,620","13,201",98,"115,855","46,885",3,236,96,1,x,x,2,x,x,1,x,x,0,0,0,0,0,0
47,61,12,50,Perdue No. 346,113,22,"6,596","2,669",21,"6,115","2,475",24,"7,033","2,846",77,"118,404","47,916",15,"15,848","6,413",7,"8,085","3,272",69,"117,792","47,669",0,0,0,92,27,8,7,10,48,46,32,4,2,14,7,284,115,5,2,2,1,x,x,0,1,0,16,"2,866","1,160",14,2,0,7,370,150,4,3,0,0,0,0,0,0,0,2,x,x,2,0,0,0,0,0,0,0,0,96,"140,824","56,989",36,"21,501","8,701",31,"35,938","14,544",40,"83,385","33,745",3,211,85,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0
47,61,12,54,Vanscoy No. 345,246,28,"4,675","1,892",19,"2,209",894,16,"4,524","1,831",106,"107,672","43,573",20,"14,703","5,950",20,"16,288","6,592",107,"103,318","41,811",0,0,0,139,73,12,5,13,124,137,91,19,3,48,18,910,368,8,9,4,18,653,264,1,14,3,32,"2,255",913,27,7,0,26,"1,757",711,12,16,1,4,420,170,4,0,0,1,x,x,1,0,0,0,0,0,0,0,0,152,"124,438","50,358",42,"14,252","5,768",53,"43,308","17,526",67,"66,878","27,065",6,417,169,2,x,x,1,x,x,1,x,x,4,12,5,0,0,0
47,61,12,64,Eagle Creek No. 376,125,20,"8,364","3,385",32,"6,218","2,516",25,"6,985","2,827",76,"87,263","35,314",6,"3,005","1,216",3,"3,767","1,524",70,"88,990","36,013",0,0,0,103,35,5,3,14,41,65,50,1,2,21,11,"1,075",435,8,3,0,7,171,69,2,4,1,20,"1,976",800,19,6,1,14,680,275,5,7,3,3,840,340,3,0,0,2,x,x,2,0,0,0,0,0,0,0,0,105,"101,670","41,144",44,"13,313","5,388",33,"29,050","11,756",46,"59,307","24,001",1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0
47,71,12,69,Glenside No. 377,96,19,"5,252","2,125",17,"2,539","1,027",26,"6,362","2,575",53,"56,501","22,865",1,x,x,4,"5,550","2,246",45,"55,747","22,560",0,0,0,79,30,2,3,11,43,49,33,2,0,17,5,x,x,3,3,0,2,x,x,2,0,0,14,"7,708","3,119",14,2,0,13,"1,253",507,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,"71,078","28,764",42,"17,401","7,042",25,"16,814","6,804",26,"36,863","14,918",2,x,x,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0
47,71,12,72,Rosemount No. 378,58,18,"5,600","2,266",9,"1,906",771,15,"6,022","2,437",45,"52,888","21,403",5,x,x,5,"1,868",756,35,"43,603","17,646",0,0,0,54,9,1,0,8,25,24,18,0,1,7,5,355,144,5,0,0,1,x,x,1,0,0,9,820,332,9,0,0,3,490,198,1,2,0,1,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"63,882","25,852",19,"7,224","2,923",22,"18,179","7,357",26,"38,479","15,572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,91,12,78,Battle River No. 438,241,20,"4,257","1,723",25,"5,225","2,114",16,"3,492","1,413",128,"139,431","56,426",9,"2,601","1,053",20,"9,978","4,038",119,"130,574","52,841",0,0,0,163,71,12,1,24,106,115,72,2,0,47,16,941,381,10,5,3,7,316,128,3,4,0,25,"1,680",680,21,3,1,23,"1,285",520,12,14,1,0,0,0,0,0,0,2,x,x,2,0,0,0,0,0,0,0,0,165,"166,711","67,466",52,"17,145","6,938",33,"18,996","7,687",91,"130,570","52,840",3,x,x,0,0,0,1,x,x,0,0,0,1,x,x,1,x,x
47,0,13,0,Division No. 13,"2,407",540,"249,078","100,798",431,"142,387","57,622",446,"169,740","68,691","1,780","2,121,203","858,420",194,"99,859","40,411",194,"129,780","52,520","1,590","1,763,874","713,814",6,"17,606","7,125","2,123",497,73,53,275,924,985,679,35,11,325,132,"9,159","3,707",115,18,7,35,"2,070",838,17,16,3,376,"26,709","10,809",350,19,18,153,"10,098","4,087",99,55,8,18,"7,080","2,865",18,0,0,6,"1,550",627,4,3,0,0,0,0,0,0,0,"2,165","2,237,285","905,397",763,"411,884","166,684",643,"506,352","204,913","1,025","1,319,049","533,800",13,984,398,8,750,304,2,x,x,1,x,x,3,11,4,0,0,0
47,70,13,6,Kindersley No. 290,295,105,"56,755","22,968",51,"15,201","6,152",59,"27,178","10,999",225,"298,118","120,644",23,"6,379","2,581",32,"13,678","5,535",180,"210,541","85,203",0,0,0,259,42,9,9,29,89,87,59,6,3,30,10,927,375,7,2,1,2,x,x,1,1,0,32,"1,917",776,27,2,4,14,995,403,10,4,0,3,"1,020",413,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,"280,103","113,354",89,"44,802","18,131",67,"36,761","14,877",136,"198,540","80,346",2,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
47,70,13,11,Milton No. 292,71,27,"23,292","9,426",8,"1,713",693,20,"10,197","4,127",54,"80,134","32,429",8,"4,363","1,766",5,"2,560","1,036",33,"41,308","16,717",0,0,0,62,11,2,0,4,17,25,18,1,0,7,2,x,x,2,0,0,0,0,0,0,0,0,11,926,375,10,1,2,7,850,344,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"71,415","28,901",23,"11,979","4,848",17,"15,801","6,394",30,"43,635","17,658",1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0
47,70,13,16,Antelope Park No. 322,55,13,"5,261","2,129",20,"6,414","2,596",11,"9,568","3,872",37,"34,320","13,889",2,x,x,1,x,x,16,"19,466","7,878",0,0,0,43,16,2,2,5,14,33,22,1,0,13,3,260,105,3,0,0,3,191,77,0,2,1,14,830,336,14,0,0,4,217,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"38,335","15,514",30,"14,667","5,936",12,"10,358","4,192",10,"13,310","5,386",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,70,13,19,Prairiedale No. 321,63,22,"17,020","6,888",16,"6,560","2,655",14,"8,376","3,390",48,"82,902","33,549",2,x,x,3,x,x,39,"51,756","20,945",0,0,0,60,7,0,0,4,17,22,16,0,0,7,2,x,x,1,0,1,1,x,x,0,1,0,11,845,342,10,0,1,2,x,x,2,0,0,1,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,"76,867","31,107",24,"16,956","6,862",19,"14,697","5,948",32,"45,214","18,297",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
47,70,13,24,Oakdale No. 320,108,24,"14,958","6,053",30,"11,884","4,809",17,"11,264","4,558",76,"104,857","42,434",6,"1,553",628,9,"6,582","2,664",59,"72,399","29,299",0,0,0,101,16,2,7,12,26,29,16,0,0,15,6,315,127,5,0,1,1,x,x,0,1,0,5,390,158,5,1,0,4,240,97,0,2,2,1,x,x,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,"106,214","42,983",28,"14,369","5,815",39,"24,143","9,770",49,"67,702","27,398",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
47,70,13,28,Winslow No. 319,126,48,"25,598","10,359",19,"6,416","2,596",26,"11,067","4,479",104,"131,839","53,353",12,"4,170","1,688",13,"4,695","1,900",95,"98,623","39,911",0,0,0,116,8,1,2,8,35,18,11,0,1,7,1,x,x,1,0,0,0,0,0,0,0,0,6,507,205,6,0,0,2,x,x,2,0,0,2,x,x,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,"132,394","53,578",29,"12,711","5,144",45,"39,230","15,876",60,"80,453","32,558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,32,Grandview No. 349,111,40,"15,974","6,464",13,"4,433","1,794",24,"8,241","3,335",86,"92,092","37,268",5,"1,481",599,10,"4,519","1,829",86,"84,808","34,321",0,0,0,109,14,4,1,15,55,41,32,2,0,10,9,538,218,9,0,0,1,x,x,1,0,0,17,975,395,16,1,0,6,250,101,4,2,0,0,0,0,0,0,0,1,x,x,1,0,0,0,0,0,0,0,0,107,"108,841","44,046",33,"29,877","12,091",38,"27,096","10,965",50,"51,868","20,990",2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,38,Mariposa No. 350,92,20,"5,785","2,341",16,"5,736","2,321",12,"3,563","1,442",72,"81,043","32,797",4,"1,326",537,1,x,x,57,"64,146","25,959",1,x,x,83,16,5,6,12,34,39,28,1,0,11,3,260,105,2,1,0,3,315,127,2,1,0,15,677,274,14,0,2,7,615,249,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,"89,445","36,197",31,"14,156","5,729",12,"5,118","2,071",50,"70,171","28,397",1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0
47,71,13,41,Progress No. 351,121,25,"10,437","4,224",47,"22,304","9,026",31,"13,635","5,518",83,"92,724","37,524",6,"3,310","1,340",6,"3,290","1,331",70,"66,774","27,022",0,0,0,108,18,9,3,14,54,45,38,1,0,8,10,700,283,10,1,0,3,115,47,2,1,0,23,"1,585",641,23,0,0,3,130,53,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,"101,708","41,160",62,"38,198","15,458",31,"20,015","8,100",44,"43,495","17,602",1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
47,71,13,46,Heart's Hill No. 352,97,28,"15,057","6,093",43,"20,167","8,161",19,"12,435","5,032",73,"69,381","28,077",3,926,375,4,"2,322",940,52,"48,557","19,650",0,0,0,91,23,0,4,7,30,52,42,1,1,9,15,"1,215",492,15,3,0,0,0,0,0,0,0,25,"1,669",675,21,4,2,3,65,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,"77,070","31,189",58,"39,391","15,941",28,"24,285","9,828",15,"13,394","5,420",2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0
47,71,13,49,Eye Hill No. 382,154,31,"10,321","4,177",35,"8,172","3,307",41,"10,971","4,440",106,"104,821","42,420",12,"3,779","1,529",11,"6,155","2,491",110,"104,245","42,186",0,0,0,136,37,6,1,21,55,67,39,2,0,28,9,"1,237",501,8,1,1,0,0,0,0,0,0,25,"2,464",997,25,1,0,9,852,345,6,4,0,1,x,x,1,0,0,1,x,x,0,1,0,0,0,0,0,0,0,138,"121,108","49,011",59,"26,254","10,625",51,"36,189","14,645",53,"58,665","23,741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,56,Grass Lake No. 381,151,21,"12,042","4,873",38,"10,958","4,435",30,"9,799","3,966",114,"115,178","46,611",8,"9,355","3,786",6,"2,518","1,019",111,"100,985","40,867",1,x,x,135,23,5,3,14,42,58,45,6,1,13,8,312,126,5,2,1,3,30,12,2,1,0,26,"1,506",609,24,0,2,10,396,160,7,3,1,2,x,x,2,0,0,1,x,x,1,0,0,0,0,0,0,0,0,137,"123,646","50,038",57,"31,286","12,661",42,"23,897","9,671",54,"68,463","27,706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,59,Tramping Lake No. 380,91,22,"5,726","2,317",14,"3,630","1,469",16,"5,656","2,289",73,"100,100","40,509",10,"3,025","1,224",4,"1,785",722,74,"96,948","39,233",0,0,0,86,14,1,2,9,32,21,17,0,0,5,1,x,x,1,0,0,2,x,x,1,1,0,8,740,299,8,1,0,5,345,140,5,0,0,2,x,x,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,"103,224","41,773",25,"13,922","5,634",15,"22,418","9,072",54,"66,884","27,067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,64,Reford No. 379,116,20,"4,241","1,716",15,"5,183","2,097",16,"3,903","1,579",94,"110,807","44,842",13,"4,889","1,979",12,"5,665","2,293",98,"103,580","41,917",1,x,x,111,23,1,2,14,64,37,28,0,0,11,6,326,132,5,1,0,1,x,x,1,0,0,13,720,291,12,1,0,9,620,251,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,"118,566","47,982",23,"13,972","5,654",29,"17,453","7,063",72,"87,141","35,265",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,68,Buffalo No. 409,204,23,"4,730","1,914",13,"2,279",922,22,"4,341","1,757",161,"200,974","81,331",13,"5,624","2,276",33,"20,775","8,407",157,"187,211","75,762",2,x,x,189,45,2,2,25,86,88,62,3,0,27,19,"1,390",563,17,2,0,1,x,x,1,0,0,27,"1,239",501,25,0,2,15,756,306,12,3,1,0,0,0,0,0,0,1,x,x,0,1,0,0,0,0,0,0,0,190,"218,198","88,302",37,"17,315","7,007",45,"37,926","15,348",131,"162,957","65,946",1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,72,Round Valley No. 410,121,13,"2,691","1,089",18,"3,337","1,350",20,"5,084","2,057",76,"75,216","30,439",4,"1,780",720,10,"7,140","2,889",73,"73,392","29,701",0,0,0,99,34,6,3,15,48,58,36,2,0,22,6,340,138,5,2,0,2,x,x,1,1,0,17,"1,225",496,14,3,1,11,605,245,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,"101,617","41,123",35,"14,436","5,842",29,"29,583","11,972",44,"57,598","23,309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,71,13,76,Senlac No. 411,89,12,"4,865","1,969",8,"2,300",931,19,"4,035","1,633",62,"52,314","21,171",9,"5,500","2,226",2,x,x,53,"48,122","19,474",0,0,0,67,45,6,2,18,42,55,33,3,0,24,6,370,150,5,0,1,2,x,x,1,1,0,23,"1,566",634,23,0,0,6,470,190,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,"54,657","22,119",26,"10,595","4,288",26,"21,039","8,514",23,"23,023","9,317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,91,13,79,Manitou Lake No. 442,135,13,"4,972","2,012",10,"1,861",753,20,"3,802","1,539",89,"79,583","32,206",20,"8,087","3,273",7,"5,197","2,103",78,"74,422","30,118",0,0,0,97,39,4,2,19,74,90,53,5,1,35,5,246,100,4,0,1,5,450,182,0,3,2,30,"2,297",930,28,0,2,13,807,327,8,6,0,3,435,176,3,0,0,1,x,x,1,0,0,0,0,0,0,0,0,105,"86,224","34,894",37,"15,246","6,170",30,"19,339","7,826",46,"51,639","20,898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
