HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NLVSTPD,LVSTPD,NVETSER,VETSER,NCUSTWRK,CUSTWRK,NTCSHWGE,TCSHWGE,NCSHWGEF,CSHWGEF,NCSHWGENF,CSHWGENF,NFUEL,FUEL,NREPMCH,REPMCH,NREPBLDG,REPBLDG,NRNTEXP,RNTEXP,NRNTMCH,RNTMCH,NUTILEXP,UTILEXP,NTOTINT,TOTINT,NOTHEXP,OTHEXP,NTOTEXP,TOTEXP,NFEEDCO,FEEDCO,NPDLBSL,PDLBSL,NPDLBYR,PDLBYR,NTOTLAB,TOTLAB
47,61,11,18,Loreburn No. 254,156,104,"2,328,871",128,"2,929,404",98,"1,053,740",39,"184,275",24,x,47,"89,863",115,"750,715",65,"1,019,602",51,"790,824",31,"228,778",153,"2,265,422",148,"1,803,323",97,x,71,"1,085,040",41,"204,033",146,"443,176",114,"1,113,578",148,"3,333,472",156,"19,187,898",27,x,46,627,25,"1,334",65,"1,961"
47,61,11,26,Rudy No. 284,162,111,"2,147,017",120,"2,065,600",114,"1,624,210",58,"400,965",38,"535,130",74,"131,950",119,"2,267,564",56,"1,551,976",31,"297,971",39,"1,254,005",158,"2,094,848",158,"1,917,415",109,"308,250",86,"1,272,103",40,"238,781",153,"717,439",125,"1,485,923",158,"3,676,287",162,"22,435,458",40,"190,865",45,939,18,"1,934",56,"2,873"
47,61,11,31,Rosedale No. 283,150,99,"2,245,509",120,"2,495,536",113,"826,943",56,"2,010,427",42,"581,801",72,"202,025",112,"661,439",67,"885,712",53,"499,309",26,"386,403",146,"2,214,495",142,"1,873,557",110,"235,545",63,"438,028",34,"263,048",140,"684,403",115,"896,851",147,"3,401,216",150,"19,916,535",33,"976,488",43,568,28,"1,095",67,"1,663"
47,60,11,34,McCraney No. 282,141,89,"1,692,492",106,"2,175,597",94,"678,187",63,"580,335",38,"1,479,952",68,"193,257",94,"772,629",53,"698,949",26,"273,425",34,"425,524",138,"1,942,623",134,"1,519,751",109,"248,931",68,"770,843",34,"182,488",131,"409,635",113,"979,326",134,"2,138,849",141,"16,463,844",41,"431,060",42,748,15,537,53,"1,285"
47,60,11,39,Wood Creek No. 281,114,87,"3,353,775",94,"3,234,739",77,"995,057",40,"180,959",24,"105,929",49,"75,533",73,"871,912",49,"933,002",38,"717,884",26,"215,118",114,"1,984,851",108,"1,351,773",86,"322,412",57,"581,060",33,"133,282",109,"381,655",81,"1,041,170",110,"2,448,067",114,"17,995,176",25,"34,505",35,757,20,960,49,"1,717"
47,60,11,42,Wreford No. 280,80,57,"3,097,385",63,"2,168,000",53,"813,888",33,"394,328",20,"263,320",33,"93,490",57,"428,024",42,"766,322",27,"381,753",28,"384,569",74,"1,207,297",77,"906,970",63,"185,214",43,"658,061",24,"128,119",72,"260,485",61,"516,518",77,"1,701,136",80,"13,588,557",24,x,31,508,16,788,42,"1,296"
47,60,11,46,Usborne No. 310,125,82,"3,052,542",91,"2,589,836",76,"969,751",65,"2,848,263",45,"725,517",72,"283,564",88,"699,648",52,"1,690,311",36,"561,671",31,"1,128,640",119,"1,739,636",116,"1,138,417",89,"306,073",64,"757,126",37,"293,106",114,"513,522",92,"1,173,090",116,"1,952,032",125,"20,732,434",51,x,36,842,23,"1,364",52,"2,206"
47,60,11,52,Morris No. 312,146,103,"3,637,141",113,"3,167,950",106,"1,433,962",44,"288,444",30,"273,961",57,"135,383",112,"1,099,759",73,"940,365",44,"458,242",49,"482,123",142,"1,921,309",135,"1,507,459",102,"249,492",62,"893,199",44,"134,706",138,"444,994",110,"1,205,080",139,"3,276,309",146,"20,609,513",33,"253,564",60,"1,088",23,947,73,"2,035"
47,60,11,59,Lost River No. 313,77,50,"1,499,652",59,"1,226,415",48,"573,749",22,"49,378",7,"37,202",20,"18,469",48,"466,138",30,"571,978",18,"387,970",17,"184,008",76,"1,047,912",72,"820,524",59,"113,879",28,"355,798",14,"66,273",69,"206,726",55,"461,365",72,"1,551,776",77,"9,067,234",17,"14,151",23,275,11,542,30,817
47,61,11,61,Dundurn No. 314,88,44,"2,315,127",58,"1,605,153",53,"822,784",45,"813,623",33,"810,583",55,"144,715",52,"723,746",38,"552,326",17,"139,516",26,"412,810",85,"1,453,378",79,"1,299,898",68,"312,871",44,"586,905",15,"93,431",79,"515,391",61,"609,607",87,"1,818,250",88,"14,477,788",34,"302,725",30,432,12,367,38,799
47,61,11,65,Corman Park No. 344,918,353,"5,481,248",438,"4,381,353",439,"2,686,776",458,"15,330,590",271,"6,233,307",452,"1,630,775",521,"5,634,535",302,"8,730,173",208,"3,821,052",183,"4,909,121",852,"7,271,300",820,"5,864,401",638,"1,723,634",253,"2,078,037",149,"753,815",796,"3,225,273",509,"7,110,528",863,"12,375,109",918,"90,510,854",355,"12,498,026",203,"4,509",141,"10,838",302,"15,347"
47,61,11,66,Saskatoon,71,47,"537,514",47,"458,215",38,"641,156",18,"1,403,416",8,x,18,x,42,"506,295",24,"2,792,578",16,"101,613",17,"2,690,965",66,"647,351",65,"539,255",46,x,13,"231,970",13,"65,801",62,"357,384",46,"401,844",65,"1,490,639",71,"12,911,335",15,x,17,"1,240",10,"3,975",24,"5,215"
47,60,11,69,Blucher No. 343,179,110,"2,676,539",127,"2,236,335",117,"1,113,669",65,"453,147",42,"388,535",63,"170,151",113,"819,519",62,"1,267,198",44,"851,500",39,"415,698",168,"1,987,078",161,"1,549,395",127,"264,770",50,"656,701",35,"228,661",159,"535,073",109,"1,081,937",172,"2,538,479",179,"17,967,187",47,"162,996",46,859,25,"1,418",62,"2,277"
47,60,11,76,Colonsay No. 342,112,88,"1,974,117",94,"1,768,839",83,"821,066",35,"86,517",13,"92,277",31,"43,939",74,"548,266",42,"520,246",33,"440,870",19,"79,376",110,"1,326,805",108,"1,029,778",83,"159,889",38,"386,354",19,"69,442",102,"260,299",75,"589,642",108,"1,886,076",112,"11,563,552",26,"23,180",31,356,17,812,42,"1,168"
47,60,11,91,Viscount No. 341,157,111,"2,443,347",115,"2,065,302",112,"923,354",81,"6,724,825",52,"4,195,674",77,"228,646",115,"2,057,743",57,"1,570,597",43,"716,191",27,"854,406",151,"2,052,860",146,"1,657,106",116,"326,414",70,"645,712",37,"187,273",149,"464,445",110,"1,269,199",147,"2,348,721",157,"29,161,218",65,"5,043,444",32,640,31,"2,120",57,"2,760"
47,60,11,96,Wolverine No. 340,148,107,"3,312,851",115,"3,043,902",103,"1,392,638",71,"267,819",40,"786,375",73,"100,420",95,"620,342",51,"1,068,225",37,"596,739",27,"471,486",143,"2,070,695",138,"1,471,043",117,"222,291",72,"1,156,648",53,"436,882",138,"411,072",96,"1,094,126",147,"1,954,184",148,"19,409,513",52,"82,750",29,651,25,"1,294",51,"1,945"
47,0,12,0,Division No. 12,"2,100","1,264","28,229,179","1,507","33,976,372","1,278","10,013,934",883,"28,405,162",594,"26,375,530","1,000","3,044,313","1,453","12,969,007",829,"15,481,125",609,"9,953,320",427,"5,527,805","2,022","28,560,227","1,966","22,411,362","1,571","5,091,432",884,"10,866,234",418,"3,477,483","1,939","7,918,021","1,440","16,419,846","2,008","40,113,568","2,100","293,352,795",587,"21,096,859",539,"8,699",395,"19,919",829,"28,618"
47,70,12,1,Pleasant Valley No. 288,110,73,"1,574,253",89,"2,703,830",78,"536,939",40,"900,606",37,"845,078",54,"109,184",83,"861,269",44,"591,105",35,"493,215",19,"97,890",105,"1,536,225",104,"1,169,599",80,"198,100",45,"799,852",16,"170,319",106,"442,960",77,"818,722",106,"2,178,557",110,"15,436,598",29,x,29,372,21,906,44,"1,278"
47,70,12,4,St. Andrews No. 287,154,126,"2,217,560",141,"2,799,407",111,"736,211",18,x,10,x,24,x,123,"769,965",58,"971,621",46,"767,307",24,"204,314",146,"1,888,797",141,"1,764,982",101,"232,420",52,"749,171",33,"114,980",138,"480,950",115,"1,329,716",150,"3,112,158",154,"17,517,294",11,"52,058",32,530,32,"1,521",58,"2,051"
47,61,12,11,Milden No. 286,101,74,"1,440,668",92,"2,703,471",66,"452,121",19,"58,522",8,"28,520",25,"31,866",72,"794,683",45,"957,529",35,"699,937",22,"257,592",99,"1,528,353",94,"1,093,203",73,"190,232",45,"1,092,957",19,"466,059",95,"326,466",73,"1,167,036",92,"2,591,475",101,"14,923,161",12,"13,128",25,362,27,"1,287",45,"1,649"
47,61,12,20,Fertile Valley No. 285,170,106,"1,575,468",134,"2,692,303",101,"546,237",69,x,44,x,76,"271,983",117,"1,307,813",72,"974,716",41,"365,489",38,"609,227",165,"2,203,459",161,"1,795,510",123,x,88,"661,821",39,"258,114",156,"630,565",120,"976,558",159,"3,073,257",170,"20,269,493",39,"1,570,503",46,447,26,"1,025",72,"1,472"
47,61,12,26,Montrose No. 315,141,71,"1,338,135",78,"1,360,436",84,"603,068",88,"2,550,489",66,"2,687,720",89,"210,225",96,"606,330",51,"998,198",42,"739,534",26,"258,664",135,"1,561,279",132,"1,167,952",118,"405,999",76,"626,134",38,"161,900",129,"551,198",90,"1,227,773",134,"2,228,216",141,"18,285,052",69,"1,994,113",28,457,32,"1,456",51,"1,913"
47,61,12,29,Harris No. 316,86,57,"1,262,248",63,"1,848,500",59,"577,485",34,x,24,x,43,"263,328",67,"789,484",37,"1,096,509",30,"743,555",23,"352,954",85,"1,348,922",83,"1,095,871",68,x,46,"701,048",32,"77,491",81,"297,881",73,"947,303",85,"2,366,585",86,"21,720,958",26,x,24,635,23,"1,366",37,"2,001"
47,70,12,34,Marriott No. 317,114,77,"2,048,433",89,"1,967,409",64,"521,856",44,"829,592",33,"573,164",55,"135,610",83,"755,528",51,"963,125",40,"623,968",20,"339,157",111,"1,889,629",110,"1,508,899",90,"273,812",55,"583,499",22,"387,606",110,"412,517",83,"943,365",111,"2,074,039",114,"15,868,083",32,x,27,365,28,"1,559",51,"1,924"
47,70,12,38,Mountain View No. 318,106,68,"1,511,731",93,"2,531,531",66,"525,783",28,x,17,x,37,x,83,"587,102",53,"982,873",43,"718,379",22,"264,494",104,"1,624,974",103,"1,218,021",84,"265,210",48,"938,827",21,"217,494",100,"483,264",80,"976,853",103,"2,389,863",106,"15,616,962",17,x,33,666,27,"1,128",53,"1,794"
47,71,12,42,Biggar No. 347,239,125,"3,069,880",173,"3,218,417",128,"965,014",103,"2,115,061",80,"1,232,906",132,"224,434",159,"1,177,634",84,"1,240,284",70,"968,662",34,"271,622",230,"2,998,589",225,"2,360,729",168,"457,190",104,"889,064",40,"182,832",212,"879,459",167,"1,406,955",228,"3,708,022",239,"26,126,470",58,"1,135,881",57,"1,079",33,"1,395",84,"2,474"
47,61,12,50,Perdue No. 346,113,71,"2,445,343",87,"2,415,373",73,"792,183",47,"5,839,857",25,"5,373,045",50,"312,543",90,"1,053,126",40,"843,267",26,"457,150",27,"386,117",110,"2,094,963",108,"1,542,740",82,"268,823",39,"617,966",23,"197,831",100,"527,982",84,"1,061,100",110,"2,169,708",113,"27,555,850",31,"3,491,176",34,457,13,805,40,"1,262"
47,61,12,54,Vanscoy No. 345,246,124,"2,363,948",132,"2,451,175",133,"742,498",140,"5,840,462",89,"5,455,750",136,"412,106",138,"1,153,727",91,"2,323,282",63,"1,009,820",55,"1,313,462",231,"2,698,416",216,"1,863,557",183,"462,290",85,"869,531",52,"391,733",221,"863,319",140,"2,267,256",238,"4,427,344",246,"34,586,394",100,"4,614,033",62,"1,261",40,"3,151",91,"4,412"
47,61,12,64,Eagle Creek No. 376,125,77,"1,902,031",83,"1,849,386",79,"899,810",65,"1,767,442",42,"1,464,276",72,"542,679",86,"1,330,998",44,"655,364",22,"430,713",34,"224,651",120,"2,342,289",116,"1,743,970",97,"951,131",48,"440,992",23,"544,304",115,"607,544",85,"1,001,606",117,"3,350,230",125,"21,394,052",39,x,38,479,13,674,44,"1,153"
47,71,12,69,Glenside No. 377,96,45,"1,230,624",64,"1,186,589",53,"494,018",48,"1,478,303",37,"656,992",56,"135,508",61,"467,726",39,"471,442",27,"242,836",19,"228,606",95,"1,408,996",94,"1,069,488",77,"262,740",32,"336,043",13,"85,708",93,"342,830",67,"583,296",92,"1,782,969",96,"11,993,272",30,x,28,443,14,467,39,910
47,71,12,72,Rosemount No. 378,58,38,"697,350",47,"756,979",37,"311,955",20,"196,662",13,"333,519",26,"61,044",42,"303,069",27,"522,386",20,"436,881",12,"85,505",54,"897,767",56,"764,743",40,"126,904",26,"388,573",11,"29,178",54,"319,116",39,"402,842",54,"794,481",58,"6,906,568",16,"97,245",11,146,19,720,27,866
47,91,12,78,Battle River No. 438,241,132,"3,551,507",142,"3,491,566",146,"1,308,756",120,"488,198",69,"684,999",125,"196,124",153,"1,010,553",93,"1,889,424",69,"1,255,874",52,"633,550",232,"2,537,569",223,"2,252,098",187,"451,005",95,"1,170,756",36,"191,934",229,"751,970",147,"1,309,465",229,"3,866,664",241,"25,152,588",78,"216,925",65,"1,000",47,"2,459",93,"3,459"
47,0,13,0,Division No. 13,"2,407","1,705","36,635,460","1,917","42,075,690","1,584","13,406,913",945,"27,889,934",631,"14,961,356","1,070","4,985,268","1,725","18,625,675","1,124","25,623,408",883,"15,279,172",528,"10,344,236","2,326","35,313,135","2,273","29,592,323","1,823","6,206,713","1,179","17,191,774",485,"3,493,205","2,266","10,169,407","1,733","20,548,950","2,291","46,504,692","2,407","353,223,903",632,"13,895,942",696,"11,147",555,"37,354","1,124","48,501"
47,70,13,6,Kindersley No. 290,295,196,"4,007,818",237,"5,538,664",192,"1,223,869",85,"2,844,972",47,"751,190",97,"254,733",207,"1,619,924",142,"2,914,092",108,"2,082,383",67,"831,709",278,"3,957,320",280,"3,698,110",213,"782,959",135,"2,240,605",61,"555,026",280,"1,310,234",204,"2,567,262",281,"6,411,431",295,"40,678,209",49,"2,364,637",99,"1,555",64,"3,597",142,"5,152"
47,70,13,11,Milton No. 292,71,35,"779,825",56,"1,746,104",40,"189,306",22,"251,960",13,"273,282",25,"128,858",49,"608,664",38,"613,213",30,"474,169",18,"139,044",68,"1,094,803",65,"1,010,182",45,"122,979",31,"387,352",13,"225,603",68,"286,042",54,"960,649",68,"1,699,769",71,"10,378,591",15,"98,414",25,329,19,983,38,"1,312"
47,70,13,16,Antelope Park No. 322,55,17,"288,956",35,"513,688",33,"195,391",30,"186,281",22,"338,778",34,"90,836",39,"244,496",24,"378,449",16,"239,507",10,"138,942",55,"767,732",53,"592,182",43,"110,509",32,"283,364",15,"71,496",53,"225,538",40,"377,093",52,"858,392",55,"5,523,181",17,x,14,188,10,491,24,679
47,70,13,19,Prairiedale No. 321,63,47,"1,199,884",54,"1,272,982",39,"362,268",26,"532,541",18,"410,180",24,"182,990",47,"466,183",31,"511,830",24,"347,303",13,"164,527",63,"1,276,610",61,"976,411",45,"194,033",31,"469,155",13,"79,531",59,"323,002",42,"464,617",61,"1,324,276",63,"10,046,493",17,"334,307",16,339,17,647,31,986
47,70,13,24,Oakdale No. 320,108,63,"1,501,537",86,"1,844,105",61,"483,051",26,"213,807",17,"481,694",29,"66,354",77,"869,013",50,"820,083",37,"477,724",25,"342,359",105,"1,522,527",104,"1,673,166",76,"334,788",49,"723,269",20,"189,798",97,"372,581",71,"733,017",102,"1,982,947",108,"13,811,737",19,"106,163",32,601,23,"1,099",50,"1,700"
47,70,13,28,Winslow No. 319,126,92,"1,624,705",102,"2,115,361",89,"657,577",15,"58,360",11,"87,825",19,"25,843",88,"704,328",56,"1,018,206",47,"885,916",27,"132,290",123,"1,488,408",115,"1,122,117",81,"170,303",52,"994,825",27,"256,137",115,"364,208",92,"825,969",115,"2,523,272",126,"14,037,444",8,"3,477",32,371,33,"1,417",56,"1,788"
47,71,13,32,Grandview No. 349,111,87,"1,306,471",101,"2,073,431",74,"491,853",36,"610,222",25,"286,200",47,"149,837",77,"446,960",58,"724,688",54,"656,629",18,"68,059",111,"1,843,162",109,"1,558,619",88,"187,307",48,"321,355",21,"53,886",109,"467,444",86,"915,271",101,"1,962,091",111,"13,398,797",23,x,31,383,30,"1,229",58,"1,612"
47,71,13,38,Mariposa No. 350,92,64,"1,152,678",75,"1,786,265",62,"447,655",39,"412,965",29,"412,211",43,"119,318",70,"477,673",39,"878,815",28,"426,808",25,"452,007",91,"1,316,449",89,"1,096,103",74,"206,606",48,"713,197",21,"202,840",86,"347,752",63,"586,190",87,"1,614,411",92,"11,771,128",25,"267,278",28,505,19,"1,082",39,"1,587"
47,71,13,41,Progress No. 351,121,85,"1,134,217",99,"1,529,581",71,"405,361",39,x,34,"936,707",48,x,76,"527,080",46,"576,879",34,x,21,x,116,"1,697,277",116,"1,374,824",90,"298,202",49,"405,836",23,"163,767",113,"427,579",79,"499,569",117,"1,444,550",121,"11,774,611",24,"96,089",29,272,19,828,46,"1,100"
47,71,13,46,Heart's Hill No. 352,97,61,"724,556",80,"1,136,283",49,"364,118",49,x,39,"1,448,332",54,"158,443",76,"387,481",42,"851,950",33,"669,196",12,"182,754",94,"1,374,839",93,"1,140,455",75,"309,714",55,"556,369",17,x,95,"345,403",70,"642,664",93,"1,420,132",97,"11,174,754",36,"64,663",19,326,26,"1,275",42,"1,601"
47,71,13,49,Eye Hill No. 382,154,122,"2,291,612",125,"1,917,056",98,"687,300",69,"598,828",48,"1,490,934",79,"205,310",118,"703,252",72,"1,255,332",60,"1,029,192",30,"226,140",153,"2,082,045",149,"1,650,627",125,"441,194",78,"967,787",34,"206,611",151,"618,877",113,"1,126,338",151,"2,524,509",154,"18,767,612",44,"366,138",44,652,36,"1,889",72,"2,541"
47,71,13,56,Grass Lake No. 381,151,115,"2,134,954",117,"2,262,757",93,x,56,x,34,x,66,x,103,"4,907,907",66,"6,092,695",55,x,28,x,148,"2,815,450",147,"2,053,785",122,x,67,"2,780,540",25,"67,109",144,"1,274,313",110,"2,724,814",148,"4,407,602",151,"51,621,456",37,x,43,952,29,"10,454",66,"11,406"
47,71,13,59,Tramping Lake No. 380,91,79,"2,133,556",82,"1,951,899",70,x,22,x,13,x,26,"279,028",62,"478,807",47,"846,199",41,"606,146",19,"240,053",88,"1,614,034",86,"1,416,182",74,x,36,"416,660",21,x,86,"469,792",64,"574,752",87,"2,018,504",91,"16,927,041",19,x,23,308,30,"1,152",47,"1,460"
47,71,13,64,Reford No. 379,116,100,"2,114,830",101,"2,265,897",92,"826,460",40,x,17,"365,611",48,x,90,"499,999",55,"994,844",46,"761,201",23,"233,643",113,"1,717,657",111,"1,219,004",87,"175,960",50,"517,639",36,x,113,"371,469",84,"768,563",111,"2,379,230",116,"14,546,771",27,"65,486",35,543,30,"1,204",55,"1,747"
47,71,13,68,Buffalo No. 409,204,161,"4,473,747",173,"4,608,257",159,"1,742,170",83,"278,469",46,"493,069",94,"112,458",144,"1,119,660",104,"1,842,728",85,"1,585,650",46,"257,078",201,"2,865,091",195,"2,467,594",161,"384,801",105,"1,026,594",37,"167,824",194,"720,289",156,"1,371,205",197,"4,490,201",204,"28,164,157",58,"149,911",70,"1,233",43,"2,188",104,"3,421"
47,71,13,72,Round Valley No. 410,121,87,"1,752,764",92,"1,787,004",79,"725,142",53,"452,797",37,"534,843",62,"132,740",88,"825,426",50,"650,315",39,x,24,x,115,"1,499,643",113,"1,248,452",92,"230,687",62,"770,090",19,"133,868",112,"408,633",89,"1,053,304",113,"1,762,731",121,"13,968,439",42,"261,114",34,513,18,806,50,"1,319"
47,71,13,76,Senlac No. 411,89,55,"1,041,249",61,"913,091",53,"321,162",57,x,44,"1,154,728",59,"204,391",60,"590,198",37,"384,433",25,x,20,x,79,"1,081,044",73,"832,123",62,"155,358",62,"659,936",12,x,75,"288,797",59,"477,261",84,"1,280,958",89,"9,680,770",39,"120,556",24,281,18,550,37,831
47,91,13,79,Manitou Lake No. 442,135,82,"2,143,656",86,"1,563,898",86,"728,229",80,"803,260",61,"833,306",94,"245,070",95,"841,128",59,"1,112,273",44,"814,209",33,"298,064",124,"1,650,661",119,"1,355,339",109,"336,670",62,"869,139",25,"184,162",122,"555,846",105,"1,232,235",126,"1,652,821",135,"16,107,693",52,"535,002",28,262,35,"2,096",59,"2,358"
47,91,13,92,Hillsdale No. 440,111,83,"1,943,826",82,"2,112,020",74,"799,082",66,"1,086,271",47,"2,305,081",71,"228,904",86,"947,062",58,"1,393,379",40,"1,086,977",35,"306,402",109,"1,901,937",104,"1,530,880",88,"255,593",71,"789,464",26,"202,032",105,"534,057",78,"1,379,039",107,"2,303,310",111,"19,711,937",48,"459,045",35,785,33,"2,319",58,"3,104"
47,91,13,96,Cut Knife No. 439,96,74,"2,884,619",73,"3,137,347",70,"1,318,379",52,"222,244",29,"993,400",51,"119,433",73,"1,360,434",50,"1,763,005",37,"1,134,458",34,"628,547",92,"1,746,446",91,"1,576,168",73,"250,960",56,"1,298,598",19,"291,805",89,"457,551",74,"1,269,138",90,"2,443,555",96,"21,133,082",33,"64,540",35,749,23,"2,048",50,"2,797"
47,0,14,0,Division No. 14,"3,348","2,221","65,336,982","2,218","47,550,222","2,190","22,826,568","1,251","10,758,182",658,"9,809,669","1,345","2,597,015","2,138","19,382,063","1,233","22,041,506",824,"12,687,744",722,"9,353,762","3,262","42,375,393","3,159","29,927,177","2,518","5,815,290","1,486","17,480,996",600,"5,178,571","3,128","10,583,669","2,272","21,754,270","3,197","47,690,943","3,348","381,108,516",881,"7,030,736",968,"18,717",419,"23,253","1,233","41,970"
47,80,14,1,Hudson Bay No. 394,218,99,"2,309,983",98,"1,688,036",108,"801,226",87,"352,180",50,"754,620",102,"215,625",122,"979,594",75,"833,090",49,"520,586",45,"312,504",213,"2,130,428",208,"1,373,358",148,"300,895",94,"534,453",29,"245,684",199,"544,878",131,"851,333",207,"2,206,157",218,"16,121,540",54,"110,170",61,989,20,863,75,"1,852"
47,80,14,6,Porcupine No. 395,250,173,"4,744,437",168,"3,277,599",155,"1,416,919",101,"581,159",58,"618,898",109,"194,275",174,"1,415,830",86,"1,212,946",64,"704,099",45,"508,847",244,"3,160,631",238,"2,100,872",193,"435,076",123,"1,144,480",47,"325,742",234,"731,672",160,"1,721,157",241,"3,743,409",250,"26,825,102",61,"237,888",67,"1,424",30,899,86,"2,323"
47,51,14,21,Kelvington No. 366,151,85,"2,973,335",87,"2,150,541",89,"932,312",67,"277,078",33,"228,003",85,"107,153",90,"778,631",59,"777,983",34,"383,492",37,"394,491",150,"1,897,223",145,"1,486,510",123,"220,937",76,"594,854",21,"149,256",145,"466,055",108,"993,494",149,"2,066,767",151,"16,100,132",41,"166,143",49,847,14,525,59,"1,372"
47,51,14,23,Ponass Lake No. 367,186,131,"3,382,490",127,"2,046,175",127,"923,092",92,"551,974",47,"500,722",93,"145,579",122,"669,709",69,"569,563",39,"299,086",43,"270,477",184,"2,363,361",176,"1,602,964",145,"283,093",92,"965,998",41,"300,604",178,"531,873",120,"959,941",176,"2,072,366",186,"17,869,504",65,"342,538",56,694,20,548,69,"1,242"
47,51,14,26,Spalding No. 368,144,113,"4,013,634",112,"2,674,350",115,"1,659,037",44,"2,782,864",28,"759,511",42,"219,149",93,"1,086,556",56,"1,772,145",43,"1,357,949",28,"414,196",138,"2,295,939",134,"1,621,545",103,"253,536",70,"1,511,393",27,"800,057",136,"648,151",106,"1,615,287",136,"3,066,348",144,"26,779,502",37,"2,631,384",39,"1,133",19,"2,764",56,"3,897"
47,80,14,34,Barrier Valley No. 397,144,70,"1,831,067",69,"1,060,594",80,"678,629",87,"474,555",40,"394,138",91,"133,247",78,"302,447",34,"469,350",21,"311,414",19,"157,936",142,"1,319,726",132,"925,679",116,"215,700",68,"427,588",22,"52,343",134,"385,412",93,"600,184",135,"1,308,028",144,"10,578,687",64,"222,157",26,262,16,743,34,"1,005"
47,80,14,35,Pleasantdale No. 398,162,100,"2,833,094",105,"2,035,864",92,"946,967",81,"332,031",39,"214,530",80,"115,679",94,"587,859",55,"1,188,978",31,"579,355",41,"609,623",157,"1,815,163",156,"1,281,262",122,"272,981",80,"792,421",31,"230,633",146,"448,885",107,"940,092",155,"1,967,203",162,"16,003,642",55,"124,514",46,"1,065",17,955,55,"2,020"
47,80,14,38,Bjorkdale No. 426,230,123,"3,312,943",124,"2,116,046",131,"1,009,764",99,"439,383",54,"319,988",112,"184,891",127,"1,033,759",71,"1,206,394",41,"474,828",47,"731,566",222,"2,680,011",213,"1,763,065",168,"394,186",99,"948,700",23,"184,280",217,"664,485",145,"997,938",217,"2,440,022",230,"19,695,855",75,"151,245",62,"1,150",17,738,71,"1,888"
47,80,14,43,Tisdale No. 427,172,137,"5,545,994",138,"3,725,234",136,"2,040,006",44,"228,630",26,"509,569",51,"220,337",111,"1,045,160",89,"1,625,625",59,"979,099",59,"646,526",170,"2,703,855",164,"1,946,582",126,"388,833",59,"1,135,857",38,"282,019",163,"672,967",138,"1,500,481",170,"3,115,587",172,"26,686,736",34,"151,249",75,"1,282",32,"1,740",89,"3,022"
47,80,14,47,Star City No. 428,222,154,"4,172,810",154,"3,656,522",148,"1,505,082",88,"1,482,138",47,"719,750",106,"262,375",140,"1,021,882",74,"1,272,761",50,"757,636",39,"515,125",216,"2,649,072",211,"1,860,056",165,"406,337",92,"1,136,595",35,"315,701",204,"843,917",144,"1,836,156",205,"3,405,579",222,"26,546,733",70,"1,112,821",57,"1,051",23,"1,394",74,"2,445"
47,80,14,53,Willow Creek No. 458,162,135,"4,696,324",129,"3,625,853",126,"1,581,497",39,"232,487",21,"142,733",54,"78,499",105,"938,567",54,"1,257,397",44,"709,787",28,"547,610",158,"2,479,123",159,"1,586,696",133,"318,239",67,"1,258,732",39,"255,249",152,"597,814",118,"1,154,182",157,"2,822,959",162,"23,026,351",31,"109,274",37,"1,013",27,"1,332",54,"2,345"
47,80,14,56,Connaught No. 457,161,130,"4,804,029",137,"3,849,703",124,"2,067,768",44,"252,446",22,"108,809",53,"85,299",120,"1,418,324",84,"1,865,196",62,"1,269,687",40,"595,509",159,"2,550,262",151,"1,977,478",131,"357,196",83,"1,372,017",39,"478,925",158,"630,915",126,"1,695,648",152,"3,514,570",161,"27,028,585",30,"172,241",51,861,45,"2,291",84,"3,152"
47,80,14,59,Arborfield No. 456,154,118,"3,892,542",121,"3,107,057",111,"1,731,828",42,"191,738",24,"344,390",48,"54,040",105,"2,992,033",64,"1,447,336",45,"705,120",35,"742,216",148,"2,656,024",143,"2,020,037",106,"342,971",70,"1,018,250",37,"497,476",145,"541,258",109,"1,228,464",148,"2,806,519",154,"24,871,963",32,"147,152",52,882,20,"1,802",64,"2,684"
47,80,14,67,Moose Range No. 486,301,227,"6,832,112",227,"5,185,895",219,"2,256,875",97,"933,429",56,"2,918,676",102,"225,587",215,"1,903,701",122,"2,690,018",89,"1,745,738",77,"944,280",294,"4,003,287",280,"2,979,841",222,"575,421",148,"1,966,604",59,"393,140",278,"1,015,226",221,"2,011,373",287,"4,974,424",301,"40,865,609",71,"505,613",99,"2,062",45,"2,647",122,"4,709"
47,80,14,72,Nipawin No. 487,268,166,"4,009,371",157,"2,792,255",172,"1,252,592",91,"914,735",48,"691,856",93,"191,481",173,"1,381,993",87,"2,039,140",60,"899,148",53,"1,139,992",261,"2,830,706",250,"2,310,907",197,"468,683",103,"1,135,916",42,"249,594",252,"763,511",181,"1,485,278",258,"3,319,756",268,"25,837,774",62,"528,414",65,"1,640",35,"2,472",87,"4,112"
