HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NINJURNY,NOPINJD,NOPINJ01,NOPINJ02,NOPINJ03,NOPINJ04,NOPINJ05,NOPINJ06,NOPINJ07,NOPINJ08,NOPINJ09,NOPINJ10,NINJFMD,NFMINJ01,NFMINJ02,NFMINJ03,NFMINJ04,NFMINJ05,NFMINJ06,NFMINJ07,NFMINJ08,NFMINJ09,NFMINJ10,NINJOTD,NOTINJ01,NOTINJ02,NOTINJ03,NOTINJ04,NOTINJ05,NOTINJ06,NOTINJ07,NOTINJ08,NOTINJ09,NOTINJ10,NINJURY01,NINJURY02,NINJURY03,NINJURY04,NINJURY05,NINJURY06,NINJURY07,NINJURY08,NINJURY09,NINJURY10
47,50,6,48,North Qu'Appelle No. 187,102,8,7,0,0,2,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,1
47,60,6,53,Lumsden No. 189,221,8,6,2,0,3,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0
47,60,6,59,Dufferin No. 190,138,9,9,3,2,3,2,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,2,1,1,1,0,0,1
47,60,6,63,Sarnia No. 221,141,9,9,1,1,7,0,1,1,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,1,1,0,2,0,1
47,60,6,70,Longlaketon No. 219,257,23,21,2,0,8,9,2,2,0,1,0,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,8,10,2,2,0,1,0,3
47,60,6,71,McKillop No. 220,134,9,7,2,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,2,1,4,2,1,2,0,0,1,0
47,50,6,91,Cupar No. 218,222,18,18,3,1,6,2,2,1,1,3,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,6,2,2,1,1,3,0,2
47,50,6,96,Lipton No. 217,156,11,10,3,2,7,2,2,2,2,2,1,0,4,1,1,2,3,1,2,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,3,2,7,4,2,3,2,2,2,0
47,50,6,99,Tullymet No. 216,99,7,7,1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,1,0,0,0,0
47,0,7,0,Division No.  7,"2,478",182,168,45,15,71,38,17,14,9,11,2,9,29,11,2,12,5,1,1,0,0,0,0,5,3,0,2,0,0,0,0,0,0,0,57,16,80,42,18,15,9,11,2,9
47,21,7,1,Baildon No. 131,158,14,14,3,0,9,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,2,1,1,3,0,0,0
47,30,7,4,Hillsborough No. 132,39,5,5,5,1,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,0,1,0,0,0,0
47,30,7,6,Rodgers No. 133,63,4,3,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
47,30,7,11,Shamrock No. 134,100,9,9,1,3,2,2,2,1,1,1,0,0,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,1,1,1,0,0
47,32,7,14,Lawtonia No. 135,118,7,5,2,0,2,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0,0,0
47,32,7,18,Coulee No. 136,156,15,14,4,1,6,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,1,6,3,1,1,0,0,0,1
47,32,7,21,Excelsior No. 166,197,10,8,3,2,2,1,0,1,0,1,1,1,4,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,2,3,1,0,2,0,1,1,1
47,32,7,24,Morse No. 165,173,12,11,1,0,6,3,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,6,4,1,0,0,0,0,1
47,30,7,29,Chaplin No. 164,75,5,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0
47,30,7,32,Wheatlands No. 163,85,7,5,3,0,3,1,0,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1,5,1,0,1,0,1,0,0
47,21,7,36,Caron No. 162,103,9,7,5,1,2,0,1,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,1,3,0,1,0,1,1,0,0
47,21,7,38,Moose Jaw No. 161,203,11,11,2,0,4,2,0,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,1,2,2,0,1
47,21,7,42,Marquis No. 191,105,8,8,0,0,5,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,0,1,0
47,30,7,47,Eyebrow No. 193,113,9,9,1,1,6,3,2,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,3,2,0,0,1,0,1
47,30,7,53,Enfield No. 194,127,12,12,4,0,4,4,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,1,1,1,0,1
47,32,7,58,Canaan No. 225,78,6,6,0,0,1,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1
47,32,7,63,Victory No. 226,118,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
47,32,7,66,King George No. 256,85,7,6,2,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,1,0,0,0,0
47,32,7,67,Coteau No. 255,119,10,9,2,2,5,1,2,2,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,2,2,2,0,0,0,0
47,30,7,71,Maple Bush No. 224,65,3,3,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
47,61,7,76,Huron No. 223,73,9,8,1,1,4,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,0,1,1,0,0,1
47,60,7,91,Craik No. 222,125,8,8,3,1,2,1,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,1,0,0
47,0,8,0,Division No.  8,"2,707",143,125,28,11,51,35,5,8,2,15,3,9,24,4,1,14,3,3,0,1,0,1,2,7,2,0,3,1,1,0,0,0,0,1,34,11,63,37,9,8,3,15,4,11
47,32,8,1,Swift Current No. 137,340,14,10,3,1,2,3,2,0,0,0,0,1,4,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,4,2,0,0,0,1,1
47,32,8,6,Webb No. 138,135,6,6,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,1
47,41,8,9,Gull Lake No. 139,88,6,6,1,1,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,1
47,41,8,16,Big Stick No. 141,73,5,5,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1
47,41,8,21,Enterprise No. 142,82,9,9,4,1,4,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,3,0,1,0,1,0,0
47,41,8,24,Fox Valley No. 171,132,6,5,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,1
47,41,8,28,Pittville No. 169,109,6,6,2,0,4,1,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,1,0,2,1,0
47,32,8,31,Riverside No. 168,176,14,12,1,1,7,3,0,0,0,1,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,3,1,0,0,1,0,0
47,32,8,38,Saskatchewan Landing No. 167,122,5,5,0,1,2,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0
47,32,8,42,Lacadena No. 228,259,12,11,3,1,6,1,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,1,0,0,0,0,0,2
47,41,8,46,Miry Creek No. 229,153,6,6,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,1
47,41,8,53,Clinworth No. 230,114,5,5,2,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,1,0,0
47,41,8,56,Happyland No. 231,194,10,8,4,1,4,1,0,0,0,2,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,0,0,1,2,0,0
47,41,8,61,Deer Forks No. 232,58,3,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
47,70,8,65,Chesterfield No. 261,185,10,9,1,1,2,5,0,1,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,3,5,1,1,0,1,0,2
47,70,8,71,Newcombe No. 260,105,4,4,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0
47,70,8,74,Snipe Lake No. 259,212,14,10,0,0,6,4,0,2,0,4,0,0,3,1,0,1,2,1,0,0,0,0,0,4,1,0,3,1,0,0,0,0,0,0,2,0,10,5,1,2,0,4,0,0
47,32,8,92,Monet No. 257,170,8,6,3,0,3,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,3,1,1,1,0,0,0,1
47,0,9,0,Division No.  9,"2,656",186,172,36,23,83,31,15,15,8,7,4,12,27,6,4,14,9,3,2,0,1,0,0,4,0,0,2,1,1,0,0,0,0,0,42,25,90,37,19,16,8,8,4,12
47,50,9,1,Calder No. 241,143,16,15,3,2,7,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,7,4,0,2,0,1,0,1
47,50,9,6,Wallace No. 243,201,9,8,0,1,4,1,2,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,2,0,2,0,0,0
47,50,9,11,Orkney No. 244,250,25,24,3,2,15,3,1,3,0,0,0,1,4,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,4,1,3,0,0,0,1
47,50,9,19,Garry No. 245,145,15,15,4,1,9,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,9,2,0,0,1,0,0,1
47,51,9,23,Insinger No. 275,150,5,4,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,1,1
47,51,9,29,Good Lake No. 274,153,8,7,0,0,3,2,1,2,1,2,0,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,1,2,0,2
47,51,9,33,Sliding Hills No. 273,148,8,8,2,0,4,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,4,2,0,1,1,0,0,0
47,51,9,37,Cote No. 271,143,10,10,3,1,3,2,2,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,0,0,2,0,0
47,51,9,42,St. Philips No. 301,111,5,5,1,2,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,2,1,0,0,0
47,51,9,46,Keys No. 303,107,5,5,3,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,1,0,0
47,51,9,49,Buchanan No. 304,159,13,12,3,2,5,2,0,0,0,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,2,0,1,0,1,1,1
47,51,9,54,Invermay No. 305,136,10,8,1,4,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,5,1,1,0,0,0,0,0
47,51,9,60,Hazel Dell No. 335,181,13,12,4,2,2,1,2,1,0,0,0,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,3,1,0,0,0,2
47,51,9,62,Preeceville No. 334,281,19,19,4,3,9,6,2,1,0,0,1,2,2,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,3,9,6,2,1,0,0,1,2
47,51,9,67,Clayton No. 333,236,16,12,2,1,7,2,2,0,0,0,0,0,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,4,2,0,0,0,0,0
47,51,9,75,Livingston No. 331,112,9,8,2,1,3,1,2,1,1,1,1,1,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,4,1,1,1,1,1
47,0,10,0,Division No. 10,"2,135",149,140,36,16,63,33,7,8,6,11,3,13,17,2,2,10,8,1,1,0,0,1,1,5,1,1,1,0,1,0,0,0,0,1,38,17,69,37,9,8,6,11,4,15
47,50,10,3,Ituna Bon Accord No. 246,159,6,6,2,0,2,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,1,1,1,0,0
47,50,10,8,Kellross No. 247,165,10,10,3,1,5,4,1,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,4,1,2,1,2,1,0
47,50,10,14,Touchwood No. 248,130,12,12,4,1,4,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,0,1,0,2,0,1
47,60,10,24,Mount Hope No. 279,242,20,18,4,2,11,6,1,1,1,1,0,2,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,12,6,1,1,1,1,0,3
47,51,10,31,Emerald No. 277,164,14,13,2,2,6,1,0,1,0,1,0,4,4,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,3,1,1,0,1,1,4
47,51,10,36,Foam Lake No. 276,241,14,13,3,4,5,3,1,1,1,0,0,1,4,0,1,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,4,6,3,2,1,1,0,0,1
47,51,10,41,Elfros No. 307,137,8,8,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,0,0,0,0,1
47,51,10,46,Big Quill No. 308,175,15,14,5,2,4,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,7,1,0,0,1,0,0
47,60,10,52,Prairie Rose No. 309,107,11,10,3,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,7,1,0,0,1,0,0,1
47,60,10,56,Leroy No. 339,158,10,8,2,0,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,1,0,2
47,51,10,61,Lakeside No. 338,116,4,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
47,51,10,66,Lakeview No. 337,136,10,10,0,1,9,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,1,0
47,51,10,71,Sasman No. 336,205,15,14,3,1,4,5,1,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,5,1,0,1,2,1,2
47,0,11,0,Division No. 11,"3,273",208,197,37,18,92,51,18,10,13,10,3,14,19,4,1,10,5,0,1,1,1,0,0,6,2,1,3,0,0,0,0,0,0,0,43,20,99,53,18,10,14,11,3,14
47,60,11,3,Last Mountain Valley No. 250,127,3,3,1,0,1,1,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,0
47,60,11,6,Big Arm No. 251,100,5,5,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1
47,60,11,11,Arm River No. 252,104,10,9,3,0,5,2,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,2,0,1,1,1,0,2
47,61,11,16,Willner No. 253,118,11,11,1,1,6,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,1,1,1
47,61,11,18,Loreburn No. 254,156,9,7,3,1,3,2,1,1,1,0,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,1,1,1,0,0,0
47,61,11,26,Rudy No. 284,162,11,10,3,1,4,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,1,5,0,0,0,0,1,0,1
47,61,11,31,Rosedale No. 283,150,13,12,1,0,8,4,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,0,0,2,0,0,1
47,60,11,34,McCraney No. 282,141,8,8,2,1,2,3,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,0,1,0,1
47,60,11,39,Wood Creek No. 281,114,4,4,0,0,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0
47,60,11,42,Wreford No. 280,80,5,5,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0
47,60,11,46,Usborne No. 310,125,8,8,3,1,2,2,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,2,2,1,0,2,0,0,0
47,60,11,52,Morris No. 312,146,12,12,1,0,6,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,1,0,0,1
47,60,11,59,Lost River No. 313,77,4,3,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0
47,61,11,61,Dundurn No. 314,88,5,4,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0
47,61,11,65,Corman Park No. 344,918,53,52,10,11,26,12,6,4,3,4,2,2,3,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,12,27,12,6,4,3,4,2,2
47,61,11,66,Saskatoon,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,60,11,69,Blucher No. 343,179,14,14,4,1,6,4,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,4,2,2,1,0,0,2
47,60,11,76,Colonsay No. 342,112,7,6,1,0,3,1,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,2,0,0,2,0,0
47,60,11,91,Viscount No. 341,157,16,14,1,0,7,3,1,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,1,0,0,1,0,1
47,60,11,96,Wolverine No. 340,148,10,10,0,1,3,6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,1,1,0,0,1
47,0,12,0,Division No. 12,"2,100",146,142,28,14,79,42,18,16,3,10,3,5,15,4,0,9,3,2,1,0,0,0,0,7,3,0,2,2,1,0,0,0,0,0,33,14,83,43,20,16,3,10,3,5
47,70,12,1,Pleasant Valley No. 288,110,6,6,0,0,4,1,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,2,0,1,0,0
47,70,12,4,St. Andrews No. 287,154,12,12,1,1,6,7,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,7,1,1,1,2,1,0
47,61,12,11,Milden No. 286,101,7,7,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,0,0,0,0,0,0
47,61,12,20,Fertile Valley No. 285,170,12,11,1,2,8,3,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,8,3,1,2,0,0,0,0
47,61,12,26,Montrose No. 315,141,11,10,3,1,3,4,1,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,5,2,1,0,0,0,0
47,61,12,29,Harris No. 316,86,10,10,4,1,6,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2,2,1,1,2,1,0
47,70,12,34,Marriott No. 317,114,8,8,2,0,5,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,1,0,0,0,0,0
47,70,12,38,Mountain View No. 318,106,8,8,1,0,4,4,2,0,0,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,2,0,0,1,0,0
47,71,12,42,Biggar No. 347,239,17,17,2,2,8,7,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,9,7,1,3,1,1,1,0
47,61,12,50,Perdue No. 346,113,7,7,2,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,3,3,1,0,0,0,0,0
47,61,12,54,Vanscoy No. 345,246,9,8,1,1,6,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,1,7,1,1,0,0,1,0,0
47,61,12,64,Eagle Creek No. 376,125,13,13,1,2,9,3,3,4,0,1,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,3,3,4,0,1,0,1
47,71,12,69,Glenside No. 377,96,8,8,5,1,4,2,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,1,1,0,1,0,2
47,71,12,72,Rosemount No. 378,58,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
47,91,12,78,Battle River No. 438,241,14,13,2,1,7,3,3,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,3,1,8,3,3,0,0,0,0,1
47,0,13,0,Division No. 13,"2,407",162,151,29,7,71,39,10,13,3,11,2,6,21,5,4,14,4,1,0,1,0,1,1,4,1,1,1,1,0,0,1,0,0,0,35,11,76,42,11,13,4,11,3,7
47,70,13,6,Kindersley No. 290,295,17,15,5,0,3,5,1,0,0,1,0,0,3,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,4,5,1,0,0,1,1,1
47,70,13,11,Milton No. 292,71,7,6,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,1
47,70,13,16,Antelope Park No. 322,55,4,4,0,0,2,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0
47,70,13,19,Prairiedale No. 321,63,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
47,70,13,24,Oakdale No. 320,108,4,3,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,1
47,70,13,28,Winslow No. 319,126,7,7,0,0,4,2,0,2,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,3,0,0
