HDPROV,AGOPCAR,CENSUSD,CCS,AREANAME,NFRMREP,NTOTFCAP01,NTOTFCAP02,NTOTFCAP03,NTOTFCAP04,NTOTFCAP05,NTOTFCAP06,NTOTFCAP07,NTOTFCAP08,NTOTFCAP09
35,3,12,65,Carlow/Mayo,23,0,4,7,4,8,0,0,0,0
35,3,12,76,Hastings Highlands,37,2,4,15,9,5,1,0,1,0
35,3,13,0,Prince Edward,520,16,45,121,83,138,61,17,26,13
35,3,13,20,Prince Edward,520,16,45,121,83,138,61,17,26,13
35,3,14,0,Northumberland,"1,031",19,75,243,198,288,108,37,44,19
35,3,14,4,Brighton,120,4,13,22,15,32,18,4,10,2
35,3,14,14,Cramahe,107,2,10,27,19,28,10,5,5,1
35,3,14,19,Hamilton,147,1,8,36,36,42,11,4,6,3
35,3,14,20,Port Hope,162,3,6,34,29,46,18,15,4,7
35,3,14,24,Alnwick/Haldimand,173,1,8,46,38,46,20,1,8,5
35,3,14,45,Trent Hills,322,8,30,78,61,94,31,8,11,1
35,3,15,0,Peterborough,"1,192",13,65,300,261,368,86,46,42,11
35,3,15,3,Asphodel-Norwood,153,1,7,40,32,48,14,5,5,1
35,3,15,5,Otonabee-South Monaghan,265,1,10,66,67,80,16,9,12,4
35,3,15,13,Cavan-Millbrook-North Monaghan,212,3,6,38,47,74,19,13,8,4
35,3,15,15,Smith-Ennismore-Lakefield,199,2,10,46,29,77,18,7,10,0
35,3,15,23,Douro-Dummer,229,1,16,65,57,60,11,10,7,2
35,3,15,30,Havelock-Belmont-Methuen,69,2,11,23,13,13,5,2,0,0
35,3,15,44,Galway-Cavendish and Harvey,65,3,5,22,16,16,3,0,0,0
35,3,16,0,Kawartha Lakes,"1,537",20,86,420,336,452,99,47,53,24
35,3,16,10,Kawartha Lakes,"1,537",20,86,420,336,452,99,47,53,24
35,3,18,0,Durham,"1,686",17,46,190,273,631,192,91,126,120
35,3,18,1,Pickering,56,0,3,8,11,16,7,3,3,5
35,3,18,9,Whitby,82,3,4,9,9,19,10,4,8,16
35,3,18,13,Oshawa,62,1,3,6,10,16,6,5,4,11
35,3,18,17,Clarington,437,2,16,54,77,158,47,19,39,25
35,3,18,20,Scugog,382,2,8,48,56,161,36,25,23,23
35,3,18,29,Uxbridge,338,3,3,26,51,140,48,15,29,23
35,3,18,39,Brock,329,6,9,39,59,121,38,20,20,17
35,3,19,0,York,972,20,22,105,112,296,125,70,102,120
35,3,19,28,Vaughan,140,8,9,21,18,33,13,10,11,17
35,3,19,36,Markham,64,4,0,7,6,18,9,2,4,14
35,3,19,38,Richmond Hill,27,1,0,7,1,7,4,1,3,3
35,3,19,44,Whitchurch-Stouffville,159,0,2,22,13,53,29,12,17,11
35,3,19,49,King,293,2,4,19,22,85,42,25,42,52
35,3,19,54,East Gwillimbury,143,2,4,8,22,50,14,13,15,15
35,3,19,70,Georgina,146,3,3,21,30,50,14,7,10,8
35,2,21,0,Peel,483,4,16,32,49,136,57,40,47,102
35,2,21,5,Mississauga,18,0,1,3,5,4,1,2,0,2
35,2,21,10,Brampton,76,2,2,6,4,23,7,6,8,18
35,2,21,24,Caledon,389,2,13,23,40,109,49,32,39,82
35,2,22,0,Dufferin,893,4,16,109,160,334,108,43,66,53
35,2,22,1,East Garafraxa,128,1,1,10,18,55,16,5,14,8
35,2,22,8,Amaranth,178,1,1,29,34,60,25,9,9,10
35,2,22,10,East Luther Grand Valley,94,0,4,8,14,34,16,5,7,6
35,2,22,12,Mono,166,1,2,16,28,63,23,8,12,13
35,2,22,16,Mulmur,146,0,2,19,25,60,14,8,13,5
35,2,22,19,Melancthon,181,1,6,27,41,62,14,8,11,11
35,2,23,0,Wellington,"2,588",29,47,208,325,988,438,191,226,136
35,2,23,1,Puslinch,175,3,0,10,27,71,28,11,16,9
35,2,23,9,Guelph/Eramosa,293,6,3,20,28,120,40,23,25,28
35,2,23,17,Erin,259,2,9,20,37,100,40,14,25,12
35,2,23,25,Centre Wellington,412,8,10,22,53,157,72,28,42,20
35,2,23,33,Mapleton,696,4,10,43,52,267,148,62,76,34
35,2,23,43,Minto,288,4,6,41,53,98,38,19,19,10
35,2,23,50,Wellington North,465,2,9,52,75,175,72,34,23,23
35,2,24,0,Halton,566,9,23,60,60,170,85,35,50,74
35,2,24,1,Oakville,21,0,2,2,3,4,3,2,0,5
35,2,24,2,Burlington,79,2,7,8,11,22,9,6,7,7
35,2,24,9,Milton,260,5,9,25,32,95,38,9,23,24
35,2,24,15,Halton Hills,206,2,5,25,14,49,35,18,20,38
35,1,25,0,Hamilton,975,23,39,122,161,333,125,47,65,60
35,1,25,5,Hamilton,975,23,39,122,161,333,125,47,65,60
35,1,26,0,Niagara,"2,236",47,117,422,381,642,246,108,141,132
35,1,26,3,Fort Erie,86,1,4,26,17,21,10,2,3,2
35,1,26,11,Port Colborne,71,0,4,16,19,19,7,0,2,4
35,1,26,14,Wainfleet,210,2,11,40,43,55,21,12,17,9
35,1,26,21,West Lincoln,431,5,24,77,71,132,61,20,24,17
35,1,26,28,Pelham,203,8,11,38,32,56,25,8,13,12
35,1,26,32,Welland,23,2,3,4,6,5,1,1,1,0
35,1,26,37,Thorold,49,1,3,7,12,10,3,4,5,4
35,1,26,43,Niagara Falls,79,5,4,22,10,18,12,0,4,4
35,1,26,47,Niagara-on-the-Lake,380,6,23,69,62,103,42,21,26,28
35,1,26,53,St. Catharines,103,4,3,20,13,33,9,7,7,7
35,1,26,57,Lincoln,483,10,20,86,74,147,49,27,32,38
35,1,26,65,Grimsby,118,3,7,17,22,43,6,6,7,7
35,1,28,0,Haldimand-Norfolk,"2,415",24,110,395,381,803,272,148,163,119
35,1,28,18,Haldimand County,890,8,45,151,149,291,96,54,52,44
35,1,28,52,Norfolk County,"1,525",16,65,244,232,512,176,94,111,75
35,1,29,0,Brant,818,12,23,98,101,266,126,59,72,61
35,1,29,5,Brant,818,12,23,98,101,266,126,59,72,61
35,2,30,0,Waterloo,"1,444",28,23,90,137,649,240,98,98,81
35,2,30,4,North Dumfries,117,0,2,10,13,40,18,11,14,9
35,2,30,10,Cambridge,31,2,1,4,4,6,2,4,6,2
35,2,30,13,Kitchener,35,4,1,3,2,13,4,2,3,3
35,2,30,20,Wilmot,247,5,6,22,21,87,22,28,23,33
35,2,30,27,Wellesley,518,6,4,29,44,293,92,28,15,7
35,2,30,35,Woolwich,496,11,9,22,53,210,102,25,37,27
35,2,31,0,Perth,"2,438",19,39,150,222,830,448,244,276,210
35,2,31,13,Perth South,394,3,6,30,33,112,68,47,51,44
35,2,31,25,West Perth,582,4,11,31,39,177,115,59,90,56
35,2,31,30,Perth East,898,5,13,57,86,361,148,80,86,62
35,2,31,40,North Perth,564,7,9,32,64,180,117,58,49,48
35,1,32,0,Oxford,"1,990",28,48,159,229,591,296,176,252,211
35,1,32,2,Norwich,494,9,19,35,75,161,66,40,45,44
35,1,32,12,South-West Oxford,341,4,11,25,40,95,39,32,45,50
35,1,32,27,Zorra,532,8,5,40,57,149,88,56,78,51
35,1,32,38,East Zorra-Tavistock,301,3,9,19,18,91,54,28,47,32
35,1,32,45,Blandford-Blenheim,322,4,4,40,39,95,49,20,37,34
35,1,34,0,Elgin,"1,489",15,64,212,237,439,171,73,159,119
35,1,34,5,Bayham,212,1,15,41,35,66,20,9,14,11
35,1,34,10,Malahide,405,4,9,53,67,128,53,17,45,29
35,1,34,20,Central Elgin,219,1,10,22,30,65,27,13,26,25
35,1,34,24,Southwold,229,2,7,28,38,69,26,11,30,18
35,1,34,30,Dutton/Dunwich,185,0,7,22,29,53,29,8,17,20
35,1,34,42,West Elgin,239,7,16,46,38,58,16,15,27,16
35,1,36,0,Chatham-Kent,"2,196",27,88,300,301,588,319,183,247,143
35,1,36,20,Chatham-Kent,"2,196",27,88,300,301,588,319,183,247,143
35,1,37,0,Essex,"1,740",29,91,288,294,444,181,100,166,147
35,1,37,3,Leamington,351,10,20,50,42,85,35,13,46,50
35,1,37,13,Kingsville,342,4,19,54,62,86,31,15,40,31
35,1,37,16,Essex,264,2,17,44,55,69,30,16,19,12
35,1,37,28,Amherstburg,162,4,6,32,32,46,18,3,11,10
35,1,37,34,LaSalle,58,2,4,14,8,14,5,3,3,5
35,1,37,48,Tecumseh,75,1,7,12,10,15,8,4,8,10
35,1,37,64,Lakeshore,488,6,18,82,85,129,54,46,39,29
35,1,38,0,Lambton,"2,281",24,108,347,306,619,320,175,240,142
35,1,38,3,St. Clair,515,5,31,105,79,130,67,31,48,19
35,1,38,7,Dawn-Euphemia,320,7,15,57,46,94,37,25,24,15
35,1,38,15,Brooke-Alvinston,247,4,8,27,25,65,41,20,32,25
35,1,38,16,Enniskillen,336,1,14,42,54,105,50,28,25,17
35,1,38,30,Sarnia,88,0,9,23,6,18,16,5,6,5
35,1,38,35,Plympton-Wyoming,295,1,12,42,38,92,38,24,33,15
35,1,38,40,Lambton Shores,234,3,14,30,21,61,39,16,25,25
35,1,38,43,Warwick,246,3,5,21,37,54,32,26,47,21
35,1,39,0,Middlesex,"2,525",30,92,277,379,723,324,179,290,231
35,1,39,5,Southwest Middlesex,327,6,21,58,58,82,36,19,28,19
35,1,39,15,Strathroy-Caradoc,272,2,20,36,45,86,33,16,17,17
35,1,39,27,Thames Centre,418,7,18,42,71,134,45,24,36,41
35,1,39,33,Middlesex Centre,522,4,13,51,76,154,62,29,75,58
35,1,39,36,London,160,2,3,18,19,47,30,6,23,12
35,1,39,41,North Middlesex,413,5,5,29,59,108,60,42,61,44
35,1,39,47,Adelaide Metcalfe,267,4,7,25,33,77,34,28,40,19
35,1,39,60,Lucan Biddulph,146,0,5,18,18,35,24,15,10,21
35,2,40,0,Huron,"2,738",21,86,322,396,787,436,209,287,194
35,2,40,5,South Huron,307,0,9,32,25,89,50,25,38,39
35,2,40,10,Bluewater,272,4,8,28,37,59,39,21,48,28
35,2,40,25,Central Huron,395,4,7,41,56,122,77,37,33,18
35,2,40,40,Huron East,554,0,19,47,55,150,100,53,84,46
35,2,40,46,Howick,323,3,12,61,54,99,54,14,16,10
35,2,40,50,Morris-Turnberry,319,4,10,43,73,90,39,18,21,21
35,2,40,55,North Huron,146,3,7,15,26,55,13,8,13,6
35,2,40,63,Ashfield-Colborne-Wawanosh,422,3,14,55,70,123,64,33,34,26
35,2,41,0,Bruce,"2,259",29,73,380,457,678,267,159,134,82
35,2,41,4,South Bruce,476,5,10,71,101,158,66,20,29,16
35,2,41,15,Huron-Kinloss,329,2,7,51,68,86,29,40,29,17
35,2,41,24,Kincardine,332,3,14,57,65,93,49,23,16,12
35,2,41,32,Brockton,436,6,14,77,93,130,47,30,22,17
35,2,41,43,Arran-Elderslie,355,5,8,57,66,125,37,21,25,11
35,2,41,45,Saugeen Shores,99,2,4,17,24,31,9,7,3,2
35,2,41,55,South Bruce Peninsula,147,2,8,38,29,30,25,8,6,1
35,2,41,69,Northern Bruce Peninsula,85,4,8,12,11,25,5,10,4,6
35,2,42,0,Grey,"2,687",24,145,597,546,828,257,128,109,53
35,2,42,4,West Grey,604,6,37,133,122,203,48,20,20,15
35,2,42,5,Southgate,454,5,18,100,90,156,43,20,14,8
35,2,42,15,Grey Highlands,507,5,19,85,104,161,57,34,31,11
35,2,42,37,Chatsworth,375,5,27,106,76,109,32,7,8,5
35,2,42,45,Blue Mountains,140,1,6,20,19,43,23,12,11,5
35,2,42,47,Meaford,316,0,18,86,69,78,28,19,12,6
35,2,42,53,Georgian Bluffs,291,2,20,67,66,78,26,16,13,3
35,2,43,0,Simcoe,"2,402",33,80,372,431,749,281,124,164,168
35,2,43,3,Adjala-Tosorontio,201,5,2,18,35,63,25,17,21,15
35,2,43,5,Clearview,343,7,5,60,50,107,36,25,27,26
35,2,43,7,New Tecumseth,155,2,7,7,19,59,21,5,10,25
35,2,43,9,Springwater,286,6,8,39,42,92,38,17,28,16
35,2,43,14,Bradford West Gwillimbury,164,1,4,18,24,43,29,6,14,25
35,2,43,15,Severn,178,1,18,41,53,42,11,2,8,2
35,2,43,17,Innisfil,146,2,7,16,16,46,19,10,15,15
35,2,43,19,Ramara,179,0,7,45,39,41,19,8,12,8
35,2,43,21,Essa,188,2,0,17,32,76,20,11,7,23
35,2,43,23,Oro-Medonte,352,3,13,59,79,117,39,16,17,9
35,2,43,68,Tiny,127,1,7,32,23,41,14,3,2,4
35,2,43,71,Tay,83,3,2,20,19,22,10,4,3,0
35,3,44,0,Muskoka,199,10,30,56,45,44,4,4,6,0
35,3,44,2,Gravenhurst,43,0,11,15,9,5,1,1,1,0
35,3,44,18,Bracebridge,49,1,6,12,18,9,0,1,2,0
35,3,44,42,Huntsville,49,6,6,14,8,13,0,1,1,0
35,3,44,53,Muskoka Lakes,58,3,7,15,10,17,3,1,2,0
35,3,46,0,Haliburton,84,10,24,19,15,10,4,0,2,0
35,3,46,5,Highlands East,37,5,15,4,8,4,1,0,0,0
35,3,46,15,Minden Hills,47,5,9,15,7,6,3,0,2,0
35,4,47,0,Renfrew,"1,268",38,176,391,260,261,75,32,30,5
35,4,47,3,McNab/Braeside,147,2,10,46,35,44,3,1,6,0
35,4,47,8,Greater Madawaska,31,3,4,11,9,3,0,1,0,0
35,4,47,20,"Brudenell, Lyndoch and Raglan",63,1,13,24,12,11,2,0,0,0
35,4,47,30,Madawaska Valley,26,3,4,9,6,4,0,0,0,0
35,4,47,33,"Killaloe, Hagarty and Richards",45,2,11,16,9,6,1,0,0,0
35,4,47,35,Bonnechere Valley,103,5,16,35,20,12,8,3,3,1
35,4,47,43,Admaston/Bromley,196,4,25,39,34,50,19,11,12,2
35,4,47,46,Horton,77,6,9,25,12,22,2,1,0,0
35,4,47,56,Whitewater Region,296,7,36,91,59,61,24,10,6,2
35,4,47,70,North Algona Wilberforce,95,1,18,38,20,14,3,0,1,0
35,4,47,75,Laurentian Valley,162,1,25,49,36,31,13,5,2,0
35,4,47,90,Laurentian Hills,27,3,5,8,8,3,0,0,0,0
35,5,48,0,Nipissing,272,8,49,97,43,60,13,2,0,0
35,5,48,22,Calvin,38,2,7,16,4,7,2,0,0,0
35,5,48,27,Bonfield,33,0,7,13,7,4,2,0,0,0
35,5,48,31,Chisholm,49,2,9,17,11,9,1,0,0,0
35,5,48,34,East Ferris,28,2,4,13,2,7,0,0,0,0
35,5,48,55,West Nipissing / Nipissing Ouest,124,2,22,38,19,33,8,2,0,0
35,3,49,0,Parry Sound,338,14,60,125,62,63,10,3,0,1
35,3,49,3,Seguin,21,3,2,8,3,5,0,0,0,0
35,3,49,19,Armour,31,2,6,11,5,6,1,0,0,0
35,3,49,24,Ryerson,20,0,4,5,6,3,1,1,0,0
35,3,49,28,McKellar,24,1,5,7,3,7,1,0,0,0
35,3,49,39,Whitestone,19,2,0,8,3,6,0,0,0,0
35,3,49,43,Magnetawan,30,0,6,8,8,4,3,1,0,0
35,3,49,46,Strong,34,1,8,18,4,2,0,1,0,0
35,3,49,54,Machar,20,0,6,7,6,1,0,0,0,0
35,3,49,60,Powassan,57,1,10,19,10,16,1,0,0,0
35,3,49,71,Nipissing,42,3,8,16,7,6,1,0,0,1
35,3,49,96,"Parry Sound, Unorganized, Centre Part",40,1,5,18,7,7,2,0,0,0
35,5,51,0,Manitoulin,258,8,37,57,47,68,25,11,4,1
35,5,51,17,Northeastern Manitoulin and the Islands,215,8,29,48,41,59,18,10,2,0
35,5,51,24,Gordon,43,0,8,9,6,9,7,1,2,1
35,5,52,0,Sudbury,143,6,26,45,27,31,7,0,0,1
35,5,52,1,French River / Riviäre des Franáais,29,3,3,10,2,9,2,0,0,0
35,5,52,4,St.-Charles,26,1,6,8,6,4,1,0,0,0
35,5,52,13,Markstay-Warren,39,0,10,8,8,11,1,0,0,1
35,5,52,23,Sables-Spanish Rivers,49,2,7,19,11,7,3,0,0,0
35,5,53,0,Greater Sudbury / Grand Sudbury,160,12,33,57,26,23,5,0,3,1
35,5,53,5,Greater Sudbury / Grand Sudbury,160,12,33,57,26,23,5,0,3,1
35,5,54,0,Timiskaming,471,19,72,120,86,113,27,12,18,4
35,5,54,14,Harris,24,1,1,7,6,8,1,0,0,0
35,5,54,20,Temiskaming Shores,55,1,10,19,9,10,2,2,1,1
35,5,54,21,Hudson,22,1,3,7,4,5,1,1,0,0
35,5,54,24,Kerns,43,2,2,10,9,13,4,1,2,0
35,5,54,26,Harley,30,0,9,11,5,4,1,0,0,0
35,5,54,29,Casey,28,1,1,3,8,7,3,1,4,0
35,5,54,32,Brethour,20,1,5,4,2,5,2,0,0,1
35,5,54,34,Hilliard,24,1,3,6,4,5,2,2,1,0
35,5,54,36,Armstrong,36,0,0,4,10,10,3,2,5,2
35,5,54,44,Charlton and Dack,29,1,7,7,5,5,3,0,1,0
35,5,54,49,Evanturel,28,1,4,6,5,10,0,2,0,0
35,5,54,54,Chamberlain,29,2,6,8,7,6,0,0,0,0
35,5,54,94,"Timiskaming, Unorganized, West Part",103,7,21,28,12,25,5,1,4,0
35,5,56,0,Cochrane,184,9,41,47,36,41,5,3,1,1
35,5,56,27,Timmins,31,2,7,6,4,11,0,1,0,0
35,5,56,92,"Cochrane, Unorganized, North Part",153,7,34,41,32,30,5,2,1,1
35,5,57,0,Algoma,335,15,77,101,62,58,16,4,1,1
35,5,57,8,St. Joseph,61,4,16,23,8,7,2,0,1,0
35,5,57,11,Laird,33,1,6,8,4,10,3,1,0,0
35,5,57,16,Johnson,39,1,12,14,6,6,0,0,0,0
35,5,57,19,Plummer Additional,29,0,3,9,7,4,3,2,0,1
35,5,57,35,Huron Shores,61,1,14,17,12,14,3,0,0,0
35,5,57,51,"Macdonald, Meredith and Aberdeen Additional",26,0,8,7,7,3,1,0,0,0
35,5,57,61,Sault Ste. Marie,35,4,6,11,8,4,1,1,0,0
35,5,57,95,"Algoma, Unorganized, North Part",51,4,12,12,10,10,3,0,0,0
35,5,58,0,Thunder Bay,252,15,44,70,46,42,22,6,6,1
35,5,58,1,Neebing,29,1,7,7,6,3,3,0,2,0
35,5,58,4,Thunder Bay,25,1,5,9,4,5,1,0,0,0
35,5,58,11,Oliver Paipoonge,109,2,17,24,18,25,14,5,3,1
35,5,58,16,O'Connor,22,2,1,8,6,5,0,0,0,0
35,5,58,90,"Thunder Bay, Unorganized",67,9,14,22,12,4,4,1,1,0
35,5,59,0,Rainy River,312,16,50,80,47,79,23,7,6,4
35,5,59,11,Alberton,25,0,4,7,4,9,1,0,0,0
35,5,59,16,La Vallee,40,0,9,13,3,8,4,2,1,0
35,5,59,19,Emo,43,1,9,13,7,8,3,0,1,1
35,5,59,24,Chapple,67,5,6,17,17,15,3,3,1,0
35,5,59,31,Morley,49,3,5,11,6,16,6,0,1,1
35,5,59,40,Dawson,47,5,8,8,6,12,3,2,1,2
35,5,59,90,"Rainy River, Unorganized",41,2,9,11,4,11,3,0,1,0
35,5,60,0,Kenora,92,6,15,25,19,18,6,1,2,0
35,5,60,90,"Kenora, Unorganized",92,6,15,25,19,18,6,1,2,0
46,0,0,0,Manitoba,"19,054",960,"2,371","3,627","2,479","4,501","2,074","1,033","1,243",766
46,1,0,0,Agricultural Region 1 - rÇgion agricole 1,"1,385",64,107,224,162,352,188,88,133,67
46,2,0,0,Agricultural Region 2 - rÇgion agricole 2,"1,945",81,214,309,269,488,257,124,125,78
46,3,0,0,Agricultural Region 3 - rÇgion agricole 3,"1,764",90,251,310,228,461,208,81,92,43
46,4,0,0,Agricultural Region 4 - rÇgion agricole 4,818,46,109,159,127,192,87,43,43,12
46,5,0,0,Agricultural Region 5 - rÇgion agricole 5,798,67,125,167,84,183,75,40,41,16
46,6,0,0,Agricultural Region 6 - rÇgion agricole 6,"1,639",118,255,330,230,415,141,71,54,25
46,7,0,0,Agricultural Region 7 - rÇgion agricole 7,"2,196",62,218,386,270,478,274,141,195,172
46,8,0,0,Agricultural Region 8 - rÇgion agricole 8,"2,760",109,253,460,303,679,351,201,256,148
46,9,0,0,Agricultural Region 9 - rÇgion agricole 9,"2,302",98,277,517,314,490,224,111,154,117
46,10,0,0,Agricultural Region 10 - rÇgion agricole 10,602,53,126,148,86,110,37,18,19,5
46,11,0,0,Agricultural Region 11 - rÇgion agricole 11,"1,244",49,172,299,166,273,92,57,79,57
46,12,0,0,Agricultural Region 12 - rÇgion agricole 12,"1,601",123,264,318,240,380,140,58,52,26
46,10,1,0,Division No.  1,602,53,126,148,86,110,37,18,19,5
46,10,1,35,Stuartburn,191,14,33,53,35,44,7,4,1,0
46,10,1,39,Piney,92,15,17,28,11,10,4,0,6,1
46,10,1,43,Reynolds,64,5,18,14,10,9,5,1,2,0
46,10,1,46,Whitemouth,117,7,20,21,16,27,13,7,5,1
46,10,1,57,Lac du Bonnet,80,7,22,18,8,10,6,4,2,3
46,10,1,71,Alexander,58,5,16,14,6,10,2,2,3,0
46,9,2,0,Division No.  2,"1,493",54,132,301,199,326,167,91,128,95
46,9,2,25,Franklin,191,5,21,47,20,49,18,8,15,8
46,9,2,32,De Salaberry,194,3,20,35,27,34,31,13,18,13
46,9,2,41,Hanover,488,23,41,86,69,105,58,31,40,35
46,9,2,53,La Broquerie,157,10,13,34,25,26,10,5,16,18
46,9,2,57,Ste. Anne,156,6,16,29,12,43,15,15,11,9
46,9,2,69,TachÇ,197,5,14,47,31,48,20,10,15,7
46,9,2,75,Ritchot,110,2,7,23,15,21,15,9,13,5
46,8,3,0,Division No.  3,"1,659",65,170,311,180,340,199,122,166,106
46,8,3,30,Montcalm,97,3,3,6,5,24,14,15,17,10
46,8,3,36,Rhineland,368,19,43,72,48,58,40,33,35,20
46,8,3,47,Stanley,415,15,49,98,45,90,50,19,32,17
46,8,3,58,Thompson,133,8,8,32,9,33,15,9,10,9
46,8,3,62,Roland,108,3,10,13,6,26,15,9,14,12
46,8,3,65,Morris,260,6,25,29,29,62,31,20,35,23
46,8,3,72,Dufferin,278,11,32,61,38,47,34,17,23,15
46,8,4,0,Division No.  4,"1,101",44,83,149,123,339,152,79,90,42
46,8,4,33,Pembina,274,13,22,32,29,93,29,16,21,19
46,8,4,39,Louise,211,11,19,24,21,49,34,24,24,5
46,8,4,51,Roblin,155,4,20,23,23,50,20,4,6,5
46,8,4,57,Argyle,176,7,9,26,23,61,22,11,13,4
46,8,4,63,Lorne,285,9,13,44,27,86,47,24,26,9
46,1,5,0,Division No.  5,"1,385",64,107,224,162,352,188,88,133,67
46,1,5,24,Turtle Mountain,175,4,17,29,13,42,25,7,28,10
46,1,5,31,Morton,171,8,10,27,21,42,21,15,14,13
46,1,5,37,Winchester,135,10,11,24,10,32,18,10,12,8
46,1,5,43,Brenda,132,2,6,21,17,31,18,11,22,4
46,1,5,50,Arthur,147,12,10,27,17,34,27,6,8,6
46,1,5,55,Edward,116,7,14,13,14,30,12,10,12,4
46,1,5,58,Albert,112,4,9,14,20,34,10,10,5,6
46,1,5,61,Cameron,115,4,11,19,13,29,17,4,11,7
46,1,5,67,Whitewater,99,4,6,18,10,23,17,8,10,3
46,1,5,70,Riverside,85,1,5,12,13,29,9,4,6,6
46,1,5,76,Strathcona,98,8,8,20,14,26,14,3,5,0
46,2,6,0,Division No.  6,798,34,94,145,95,218,97,50,50,15
46,2,6,15,Sifton,143,4,18,25,20,46,12,11,6,1
46,2,6,23,Pipestone,194,9,17,35,25,50,24,13,15,6
46,2,6,28,Wallace,272,13,39,56,27,58,38,16,18,7
46,2,6,37,Woodworth,189,8,20,29,23,64,23,10,11,1
46,2,7,0,Division No.  7,"1,147",47,120,164,174,270,160,74,75,63
46,2,7,38,South Cypress,124,8,14,9,20,35,18,7,6,7
46,2,7,45,Oakland,156,3,17,31,23,40,22,11,7,2
46,2,7,51,Glenwood,117,6,12,15,15,23,22,8,10,6
46,2,7,57,Whitehead,129,1,17,19,23,32,18,7,9,3
46,2,7,65,North Cypress,212,8,16,24,21,48,34,18,16,27
46,2,7,71,Elton,288,16,33,51,51,60,27,16,20,14
46,2,7,75,Daly,121,5,11,15,21,32,19,7,7,4
46,7,8,0,Division No.  8,"1,157",37,127,219,164,279,132,64,77,58
46,7,8,31,South Norfolk,187,4,21,22,33,41,17,11,23,15
46,7,8,42,Victoria,134,4,12,25,13,33,27,9,7,4
46,7,8,45,North Norfolk,315,14,42,82,36,66,33,11,17,14
46,7,8,54,Lansdowne,138,6,11,24,26,35,14,10,6,6
46,7,8,59,Westbourne,242,5,29,36,38,59,27,14,18,16
46,7,8,66,Lakeview,49,1,1,8,6,18,4,7,4,0
46,7,8,72,Glenella,92,3,11,22,12,27,10,2,2,3
46,7,9,0,Division No.  9,637,18,61,118,69,130,82,41,55,63
46,7,9,17,Grey,240,4,25,46,24,51,34,16,24,16
46,7,9,24,Portage la Prairie,397,14,36,72,45,79,48,25,31,47
46,7,10,0,Division No. 10,402,7,30,49,37,69,60,36,63,51
46,7,10,35,Macdonald,264,7,14,36,28,41,36,28,48,26
46,7,10,43,Cartier,94,0,9,8,5,20,17,5,12,18
46,7,10,52,St. Franáois Xavier,44,0,7,5,4,8,7,3,3,7
46,9,11,0,Division No. 11,201,21,35,42,28,46,13,4,5,7
46,9,11,40,Winnipeg,155,18,29,31,22,35,10,3,3,4
46,9,11,42,Headingley,46,3,6,11,6,11,3,1,2,3
46,9,12,0,Division No. 12,608,23,110,174,87,118,44,16,21,15
46,9,12,47,Springfield,351,13,64,106,57,57,21,7,12,14
46,9,12,54,Brokenhead,257,10,46,68,30,61,23,9,9,1
46,11,13,0,Division No. 13,476,27,71,123,68,93,28,16,33,17
46,11,13,32,East St. Paul,16,1,3,6,1,4,0,0,0,1
46,11,13,37,West St. Paul,26,3,2,4,8,4,2,1,1,1
46,11,13,43,St. Andrews,218,13,27,57,25,41,15,8,24,8
46,11,13,56,St. Clements,216,10,39,56,34,44,11,7,8,7
46,11,14,0,Division No. 14,768,22,101,176,98,180,64,41,46,40
46,11,14,15,Rosser,96,2,6,17,8,21,7,8,16,11
46,11,14,31,Woodlands,274,7,42,65,26,58,27,16,18,15
46,11,14,36,Rockwood,398,13,53,94,64,101,30,17,12,14
46,3,15,0,Division No. 15,"1,764",90,251,310,228,461,208,81,92,43
46,3,15,18,Langford,116,3,12,29,15,19,15,8,12,3
46,3,15,23,Odanah,88,3,19,22,12,20,4,3,4,1
46,3,15,27,Saskatchewan,138,6,19,29,20,39,16,2,6,1
46,3,15,33,Blanshard,104,3,9,10,17,30,14,6,9,6
46,3,15,36,Hamiota,124,7,11,18,14,37,17,7,7,6
46,3,15,41,Miniota,147,4,22,22,14,45,20,12,5,3
46,3,15,46,Archie,77,2,6,16,6,24,14,3,4,2
46,3,15,48,Ellice,60,2,4,10,6,23,6,2,4,3
46,3,15,55,Birtle,153,7,21,21,14,42,25,11,9,3
46,3,15,60,Shoal Lake,86,4,11,15,6,24,12,4,6,4
46,3,15,64,Strathclair,99,9,11,17,14,20,16,4,7,1
46,3,15,69,Harrison,95,5,16,14,13,25,12,5,3,2
46,3,15,73,Minto,117,6,17,22,13,39,9,5,5,1
46,3,15,78,Rosedale,189,11,38,34,33,39,17,4,7,6
46,3,15,91,Clanwilliam,76,8,12,14,13,16,8,2,2,1
46,3,15,95,Park (South),95,10,23,17,18,19,3,3,2,0
46,4,16,0,Division No. 16,818,46,109,159,127,192,87,43,43,12
46,4,16,2,Rossburn,134,12,18,22,33,25,14,7,2,1
46,4,16,19,Silver Creek,89,5,9,17,12,15,13,7,10,1
46,4,16,24,Russell,99,3,9,18,18,22,13,3,9,4
46,4,16,38,Shellmouth-Boulton,186,7,29,42,23,40,20,13,11,1
46,4,16,45,Hillsburg,113,3,21,23,17,36,7,2,2,2
46,4,16,49,Shell River,161,12,15,33,17,47,17,10,7,3
46,4,16,63,Park (North),36,4,8,4,7,7,3,1,2,0
46,6,17,0,Division No. 17,"1,639",118,255,330,230,415,141,71,54,25
