PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,tfarea,etfarea,ncrplnd,crplnd,ecrplnd,nsummrf,summrf,esummrf,nimpast,impast,eimpast,nunimpst,unimpst,eunimpst,nothlnd,othlnd,eothlnd,nimpsz1,nimpsz2,nimpsz3,nimpsz4,nimpsz5,nimpsz6,nimpsz7,nimpsz8,nimpsz9,nimpsz10,nimpsz11,nimpsz12,nimpsz13,ntunglas,tunglas,etunglas,ntotgrn,totgrn,etotgrn,nflower,flower,eflower,ngrnveg,grnveg,egrnveg,ngrnothr,grnothr,egrnothr,nmushrm,mushrm,emushrm,nirrig,irrig,eirrig,nfertil,fertil,efertil,nherbci,herbci,eherbci,ninsecti,insecti,einsecti,nfungic,fungic,efungic,nmsolid,msolid,emsolid,nmirrig,mirrig,emirrig,nmliqsur,mliqsur,emliqsur,nmliqinj,mliqinj,emliqinj,ncroprot,nprmgras,ncovcrop,ncontour,nstripcr,ngraswat,nwindyes,ngrmanny,nmchcpny,ntilars,tilars,etilars,ntilconv,tilconv,etilconv,ntilcons,tilcons,etilcons,ntillno,tillno,etillno,nchemsf,chemsf,echemsf,ntillsf,tillsf,etillsf,ncombsf,combsf,ecombsf
48,70,19,71,Peace No. 135,217,"193,274","78,215",197,"120,025","48,572",77,"10,762","4,355",79,"13,457","5,446",93,"34,100","13,800",162,"14,930","6,042",200,2,0,13,20,24,15,28,18,15,30,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,338,137,111,"78,191","31,643",118,"82,393","33,343",14,"3,419","1,384",13,"9,399","3,804",28,"1,502",608,0,0,0,2,x,x,0,0,0,149,63,4,5,4,35,43,9,21,156,"93,301","37,758",109,"41,615","16,841",47,"38,372","15,529",24,"13,314","5,388",8,253,102,39,"4,852","1,964",37,"5,657","2,289"
48,10,0,0,Agr. Reg. 1 - RÇg. Agr 1,"3,123","9,010,623","3,646,469","2,740","2,180,605","882,459","1,855","977,423","395,549","1,241","589,071","238,389","2,122","5,087,606","2,058,881","1,779","175,918","71,191","2,781",18,6,113,163,213,95,318,232,273,397,330,623,50,"3,269,169","303,716",50,"3,235,201","300,560",11,"351,860","32,689",44,"2,504,826","232,706",3,"378,515","35,165",0,0,0,528,"190,989","77,290","1,400","1,216,659","492,364","1,811","1,775,245","718,416",210,"62,678","25,365",223,"142,942","57,847",602,"50,354","20,378",5,x,x,30,"9,454","3,826",6,"2,300",931,"1,890","1,126",103,140,640,318,360,45,160,"2,383","1,863,913","754,299","1,314","650,635","263,303",924,"617,999","250,095",625,"595,279","240,901",601,"302,414","122,383","1,044","417,563","168,982",581,"257,446","104,185"
48,20,0,0,Agr. Reg. 2 - RÇg. Agr 2,"6,204","8,147,522","3,297,185","5,521","4,201,091","1,700,121","2,265","849,853","343,923","2,275","525,170","212,529","3,031","2,404,902","973,229","3,819","166,506","67,383","5,574",43,74,538,485,514,226,761,489,501,570,503,870,50,"825,740","76,714",50,"707,401","65,720",37,"467,355","43,419",21,x,x,6,x,x,0,0,0,"2,637","918,663","371,770","4,033","3,394,608","1,373,749","4,065","3,688,390","1,492,638",887,"261,572","105,854",618,"382,821","154,922","1,761","164,085","66,403",13,"1,256",508,240,"37,162","15,039",98,"16,946","6,858","4,067","2,135",231,227,728,699,748,92,464,"4,723","3,816,934","1,544,658","2,324","1,032,033","417,649","1,993","1,403,012","567,779","1,317","1,381,889","559,231",634,"243,290","98,456",955,"255,010","103,199",982,"351,553","142,268"
48,30,0,0,Agr. Reg. 3 - RÇg. Agr 3,"7,122","6,210,303","2,513,220","5,616","2,633,098","1,065,577","1,047","127,344","51,534","2,865","548,945","222,150","4,754","2,700,356","1,092,795","4,388","200,560","81,164","5,689",77,151,"1,057",899,732,380,697,450,348,346,192,360,103,"1,414,376","131,400",103,"1,371,564","127,422",76,"1,087,834","101,063",45,"175,672","16,320",10,"108,058","10,039",2,x,x,588,"107,465","43,490","3,759","2,081,036","842,165","2,902","1,791,470","724,982",211,"75,996","30,754",201,"158,949","64,324","2,226","144,619","58,525",8,521,211,134,"15,956","6,457",32,"5,563","2,251","3,063","3,554",299,226,180,852,"1,219",128,387,"3,844","2,061,178","834,129","2,286","728,264","294,718","1,299","834,227","337,600",605,"498,687","201,811",218,"30,878","12,496",434,"37,957","15,361",456,"58,509","23,678"
48,40,0,0,Agr. Reg. 4A - RÇg. Agr 4A,"3,316","4,618,149","1,868,898","2,980","2,345,174","949,058","1,064","219,200","88,707","1,637","546,638","221,217","2,299","1,304,163","527,776","2,334","202,974","82,141","3,014",9,24,138,275,258,145,398,333,292,411,317,414,25,"224,696","20,875",25,"217,019","20,162",22,"180,094","16,731",10,"36,925","3,430",0,0,0,1,x,x,22,"1,904",771,"1,968","1,739,289","703,865","2,051","1,751,978","709,000",188,"68,333","27,653",157,"123,598","50,018","1,014","92,388","37,388",0,0,0,52,"9,347","3,783",15,"2,925","1,184","2,215","1,478",131,114,46,315,631,47,101,"2,552","2,047,424","828,563","1,187","573,232","231,979","1,109","889,347","359,906",660,"584,845","236,678",176,"35,760","14,472",475,"76,989","31,156",499,"106,451","43,079"
48,41,0,0,Agr. Reg. 4B - RÇg. Agr 4B,"5,694","4,723,840","1,911,670","5,134","2,903,585","1,175,039","1,600","194,052","78,530","2,518","548,653","222,032","3,656","826,043","334,288","4,222","251,507","101,781","5,174",20,46,422,598,610,309,798,558,486,562,380,385,22,"195,103","18,126",22,"161,662","15,019",19,"153,872","14,295",12,x,x,1,x,x,0,0,0,36,"2,936","1,188","3,355","2,212,827","895,499","3,572","2,279,307","922,403",232,"93,793","37,957",279,"166,456","67,362","1,697","110,291","44,633",4,328,133,112,"11,200","4,532",3,740,299,"3,955","2,120",105,156,67,699,"1,102",127,228,"4,355","2,545,481","1,030,120","2,077","669,686","271,012","1,565","916,654","370,957","1,310","959,141","388,151",212,"25,391","10,275",725,"75,426","30,524",773,"93,235","37,731"
48,50,0,0,Agr. Reg. 5 - RÇg. Agr 5,"12,428","5,991,737","2,424,770","9,886","3,102,886","1,255,693","1,552","114,194","46,213","6,322","1,048,976","424,505","7,327","1,265,564","512,156","9,398","460,117","186,203","10,013",112,192,"1,781","1,856","1,357",789,"1,627",805,550,468,258,218,192,"3,450,692","320,580",192,"3,259,057","302,776",154,"2,173,926","201,964",68,"602,820","56,004",28,"482,311","44,808",4,x,x,171,"8,129","3,290","5,699","2,123,598","859,390","4,546","1,654,490","669,548",220,"45,019","18,219",344,"145,568","58,909","4,318","256,845","103,941",17,x,x,534,"70,454","28,512",45,"7,736","3,131","6,345","5,449",170,311,107,"1,618","2,648",309,832,"6,756","1,988,265","804,622","5,013","1,098,524","444,557","1,572","574,865","232,640",721,"314,876","127,426",230,"15,090","6,107",831,"49,101","19,870",552,"50,003","20,235"
48,60,0,0,Agr. Reg. 6 - RÇg. Agr 6,"8,655","6,244,617","2,527,107","7,578","2,723,269","1,102,068","1,585","151,156","61,171","4,592","1,024,920","414,770","5,261","1,739,930","704,125","6,861","605,342","244,973","7,660",43,75,918,"1,244",963,639,"1,411",830,617,507,237,176,85,"1,104,017","102,567",85,"1,065,681","99,005",66,"457,803","42,531",28,"74,778","6,947",9,"533,100","49,527",1,x,x,70,"2,846","1,152","3,305","1,312,138","531,003","2,713","1,003,494","406,100",147,"28,907","11,698",138,"70,332","28,462","2,588","159,638","64,603",2,x,x,199,"29,973","12,130",24,"4,463","1,806","5,034","3,646",103,229,106,931,"1,635",355,394,"5,425","1,472,765","596,007","4,218","837,296","338,842","1,107","394,213","159,532",578,"241,256","97,633",199,"18,118","7,332",997,"82,791","33,504",474,"50,247","20,334"
48,70,0,0,Agr. Reg. 7 - RÇg. Agr 7,"7,110","7,112,107","2,878,167","6,573","3,949,153","1,598,165","2,300","419,992","169,965","2,653","680,281","275,300","2,988","1,175,356","475,650","5,521","887,325","359,088","6,627",20,23,439,747,727,419,"1,061",718,654,758,491,570,42,"545,960","50,721",42,"538,950","50,070",26,"157,846","14,664",24,x,x,7,x,x,0,0,0,46,717,290,"3,556","2,476,018","1,002,009","3,359","2,423,753","980,858",512,"211,033","85,402",238,"148,125","59,944",782,"57,660","23,334",0,0,0,44,"5,945","2,406",7,"1,335",540,"4,637","2,477",101,224,85,990,"1,441",454,610,"4,968","2,669,824","1,080,439","3,622","1,257,426","508,862","1,294","920,172","372,380",674,"492,226","199,197",355,"50,105","20,277","1,216","191,423","77,466",935,"178,464","72,222"
59,0,0,0,B.C. - C.-B.,"20,290","6,392,909","2,587,118","15,023","1,525,986","617,545","1,158","90,849","36,765","5,784","575,864","233,044","9,720","2,983,929","1,207,553","15,355","1,216,281","492,211","15,087","1,980","3,296","5,382","1,690",653,507,679,354,189,146,99,112,"1,292","49,971,696","4,642,522","1,290","49,005,615","4,552,771",753,"19,348,513","1,797,536",521,"20,359,778","1,891,485",328,"9,297,324","863,750",91,"2,460,406","228,579","6,861","274,735","111,181","8,219","856,273","346,521","4,547","368,820","149,256","2,723","68,664","27,787","2,332","60,281","24,395","6,094","151,918","61,479",120,"8,654","3,502",997,"70,604","28,572",40,"2,043",827,"3,691","9,720","1,045",391,254,822,"1,252","1,325","3,265","6,099","505,682","204,642","4,923","327,577","132,566",802,"106,304","43,020",788,"71,801","29,057",78,"5,109","2,068",904,"58,490","23,670",245,"27,250","11,028"
59,4,1,0,East Kootenay Regional District,418,"245,212","99,234",285,"26,661","10,789",9,313,127,138,"21,714","8,787",281,"156,238","63,227",322,"40,286","16,303",287,22,26,125,51,16,16,21,7,1,1,1,0,20,"220,710","20,505",20,"218,947","20,341",15,"184,006","17,095",14,"31,931","2,966",3,"3,010",280,0,0,0,188,"16,976","6,870",175,"17,612","7,127",50,"1,095",443,9,28,11,2,x,x,124,"3,203","1,296",1,x,x,1,x,x,0,0,0,61,212,3,10,1,13,11,15,26,119,"4,936","1,998",109,"4,523","1,830",6,52,21,8,361,146,0,0,0,7,x,x,2,x,x
59,4,1,17,East Kootenay A,72,"17,523","7,091",55,"3,566","1,443",2,x,x,23,"1,397",565,41,"11,749","4,755",47,x,x,56,4,5,32,9,0,2,4,0,0,0,0,0,3,"33,610","3,122",3,"33,130","3,078",2,x,x,3,"10,800","1,003",2,x,x,0,0,0,12,983,398,26,"1,991",806,5,56,23,2,x,x,0,0,0,33,747,302,0,0,0,1,x,x,0,0,0,14,44,1,4,1,2,2,6,9,23,496,201,21,379,153,2,x,x,1,x,x,0,0,0,2,x,x,0,0,0
59,4,1,19,East Kootenay B,66,"37,902","15,338",48,"4,813","1,948",1,x,x,16,"1,150",465,52,"28,548","11,553",44,x,x,48,5,2,15,12,6,3,4,1,0,0,0,0,3,"9,075",843,3,"8,800",818,1,x,x,3,x,x,1,x,x,0,0,0,37,"3,343","1,353",32,"3,268","1,323",9,66,27,2,x,x,1,x,x,16,461,187,0,0,0,0,0,0,0,0,0,7,34,1,2,0,3,2,2,4,18,555,225,17,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x
59,4,1,35,East Kootenay C,138,"76,666","31,026",86,"8,928","3,613",2,x,x,48,"5,934","2,401",96,"50,615","20,483",114,x,x,86,5,13,31,15,7,4,8,2,0,0,1,0,6,"113,113","10,509",6,"113,105","10,508",4,"112,330","10,436",3,775,72,0,0,0,0,0,0,65,"5,958","2,411",62,"6,339","2,565",21,373,151,3,10,4,1,x,x,39,"1,309",530,0,0,0,0,0,0,0,0,0,19,65,0,1,0,5,2,2,5,39,"2,252",911,38,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x
59,4,1,37,East Kootenay E,57,"25,271","10,227",45,"3,771","1,526",3,18,7,21,"1,975",799,45,"14,131","5,719",47,"5,376","2,176",46,5,1,27,6,1,1,2,2,1,0,0,0,2,x,x,2,x,x,2,x,x,1,x,x,0,0,0,0,0,0,23,"2,152",871,16,"1,693",685,5,180,73,1,x,x,0,0,0,15,291,118,0,0,0,0,0,0,0,0,0,7,35,0,3,0,2,3,2,5,16,435,176,12,x,x,2,x,x,4,145,59,0,0,0,3,18,7,0,0,0
59,4,1,46,East Kootenay F,46,"59,848","24,220",25,"3,297","1,334",1,x,x,12,"1,430",579,22,"37,778","15,288",39,x,x,25,3,2,10,3,0,2,2,2,0,1,0,0,5,"24,748","2,299",5,"24,748","2,299",5,"23,784","2,210",3,964,90,0,0,0,0,0,0,25,"2,944","1,191",20,"2,663","1,078",5,279,113,1,x,x,0,0,0,10,188,76,0,0,0,0,0,0,0,0,0,6,17,1,0,0,1,1,2,1,12,878,355,10,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0
59,4,1,48,East Kootenay G,39,"28,002","11,332",26,"2,286",925,0,0,0,18,"9,828","3,977",25,"13,417","5,430",31,"2,471","1,000",26,0,3,10,6,2,4,1,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,26,"1,596",646,19,"1,658",671,5,141,57,0,0,0,0,0,0,11,207,84,1,x,x,0,0,0,0,0,0,8,17,0,0,0,0,1,1,2,11,320,129,11,320,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,4,3,0,Central Kootenay R. D.,609,"67,474","27,306",463,"28,582","11,567",28,594,240,195,"6,691","2,708",264,"17,652","7,144",471,"13,955","5,647",464,93,121,172,32,9,4,15,12,2,2,0,2,44,"502,003","46,638",44,"305,984","28,427",27,"233,944","21,734",29,"64,000","5,946",5,"8,040",747,2,x,x,249,"5,718","2,314",229,"14,551","5,889",137,"8,417","3,406",82,"1,675",678,70,"1,677",679,190,"4,148","1,679",5,x,x,9,x,x,1,x,x,133,284,31,19,14,17,31,70,127,194,"8,520","3,448",158,"6,851","2,773",25,"1,552",628,19,117,47,1,x,x,26,x,x,2,x,x
59,4,3,10,Central Kootenay A,31,"4,595","1,860",25,"3,267","1,322",2,x,x,8,207,84,16,282,114,25,x,x,25,9,9,6,0,0,0,0,0,0,0,0,1,3,"1,300",121,3,"1,300",121,3,675,63,3,625,58,0,0,0,0,0,0,17,"1,559",631,10,"1,123",454,8,88,36,3,8,3,4,9,4,9,68,28,0,0,0,0,0,0,0,0,0,6,13,3,1,1,2,3,3,8,9,"1,612",652,6,806,326,3,x,x,1,x,x,0,0,0,2,x,x,0,0,0
59,4,3,13,Central Kootenay B,228,"16,173","6,545",195,"8,984","3,636",14,47,19,54,"1,075",435,77,"2,668","1,080",172,"3,399","1,376",195,15,56,90,16,6,1,8,3,0,0,0,0,11,"45,818","4,257",11,"45,298","4,208",6,x,x,6,"30,874","2,868",3,x,x,0,0,0,93,"2,220",898,124,"5,740","2,323",77,"2,070",838,60,"1,189",481,51,"1,147",464,48,830,336,4,130,53,6,102,41,1,x,x,47,94,5,5,4,5,11,13,29,62,"1,925",779,57,"1,858",752,3,53,21,3,14,6,1,x,x,12,x,x,1,x,x
59,4,3,17,Central Kootenay C,66,"22,944","9,285",54,"10,866","4,397",3,21,8,26,"2,199",890,20,"7,891","3,193",45,"1,967",796,54,3,9,20,3,1,1,6,6,2,2,0,1,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,21,614,248,33,"6,096","2,467",33,"6,158","2,492",10,444,180,6,487,197,14,"1,220",494,1,x,x,1,x,x,0,0,0,21,29,1,1,3,1,0,2,13,27,"4,021","1,627",25,"3,401","1,376",3,x,x,1,x,x,0,0,0,3,21,8,0,0,0
59,4,3,39,Central Kootenay D,30,"1,664",673,23,644,261,1,x,x,14,155,63,16,215,87,25,x,x,23,11,4,5,2,0,0,1,0,0,0,0,0,7,"7,700",715,7,x,x,4,"2,000",186,6,"4,200",390,1,x,x,0,0,0,13,x,x,4,10,4,1,x,x,3,11,4,3,11,4,13,43,17,0,0,0,0,0,0,0,0,0,14,22,6,5,1,2,6,9,14,16,99,40,13,90,36,2,x,x,1,x,x,0,0,0,1,x,x,0,0,0
59,4,3,41,Central Kootenay E,36,"1,574",637,22,241,98,0,0,0,13,130,53,22,540,219,23,663,268,22,8,10,4,0,0,0,0,0,0,0,0,0,5,"67,925","6,310",5,"64,425","5,985",3,x,x,2,x,x,1,x,x,0,0,0,20,306,124,8,88,36,3,4,2,1,x,x,1,x,x,22,138,56,0,0,0,0,0,0,0,0,0,9,20,5,1,0,0,0,6,7,16,118,48,11,61,25,4,50,20,3,7,3,0,0,0,0,0,0,0,0,0
59,4,3,47,Central Kootenay G,19,"1,544",625,14,359,145,1,x,x,4,139,56,11,843,341,13,x,x,14,3,4,5,2,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,2,x,x,4,118,48,2,x,x,0,0,0,0,0,0,5,93,38,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,1,3,6,42,17,5,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0
59,4,3,52,Central Kootenay H,88,"5,386","2,180",50,759,307,4,11,4,30,478,193,53,"1,435",581,73,"2,703","1,094",51,21,11,16,2,1,0,0,0,0,0,0,0,7,x,x,7,"18,440","1,713",5,"9,650",897,5,"8,790",817,0,0,0,1,x,x,38,428,173,11,135,55,4,12,5,2,x,x,2,x,x,42,426,172,0,0,0,1,x,x,0,0,0,24,35,7,1,1,1,4,20,27,25,124,50,17,87,35,6,28,11,4,9,4,0,0,0,4,x,x,1,x,x
59,4,3,58,Central Kootenay J,41,"3,160","1,279",25,613,248,0,0,0,11,"1,012",410,15,688,278,37,847,343,25,10,8,6,0,0,0,0,1,0,0,0,0,5,"34,020","3,161",5,"34,020","3,161",2,x,x,4,x,x,0,0,0,0,0,0,23,167,68,11,59,24,8,54,22,3,10,4,2,x,x,18,724,293,0,0,0,0,0,0,0,0,0,5,16,1,1,4,4,2,7,13,11,435,176,10,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
59,4,3,60,Central Kootenay K,70,"10,434","4,222",55,"2,849","1,153",3,5,2,35,"1,296",524,34,"3,090","1,250",58,"3,194","1,293",55,13,10,20,7,1,2,0,2,0,0,0,0,4,x,x,4,x,x,3,x,x,2,x,x,0,0,0,0,0,0,22,327,132,24,"1,182",478,1,x,x,0,0,0,1,x,x,19,606,245,0,0,0,1,x,x,0,0,0,5,45,3,4,0,2,5,9,13,22,144,58,14,x,x,2,x,x,6,48,19,0,0,0,3,5,2,0,0,0
59,4,5,0,Kootenay Boundary R. D.,353,"140,645","56,917",284,"20,763","8,402",28,419,170,124,"9,574","3,874",201,"74,690","30,226",260,"35,199","14,245",284,29,64,104,39,10,12,17,6,2,1,0,0,16,"128,194","11,910",16,"127,927","11,885",12,"100,144","9,304",8,"25,477","2,367",5,"2,306",214,1,x,x,205,"7,844","3,174",137,"11,640","4,711",56,"1,407",569,16,234,95,14,x,x,137,"2,989","1,210",0,0,0,6,83,34,0,0,0,71,206,16,11,7,14,18,36,66,140,"3,984","1,612",116,"3,268","1,323",13,160,65,24,556,225,0,0,0,27,x,x,1,x,x
59,4,5,30,Kootenay Boundary B,51,"5,873","2,377",34,959,388,3,18,7,19,508,206,38,"1,866",755,35,"2,522","1,021",34,8,10,11,4,1,0,0,0,0,0,0,0,3,x,x,3,x,x,3,x,x,0,0,0,0,0,0,0,0,0,23,451,183,21,661,267,8,151,61,2,x,x,1,x,x,22,386,156,0,0,0,3,55,22,0,0,0,9,25,3,3,0,3,3,3,12,16,182,74,14,x,x,1,x,x,1,x,x,0,0,0,3,18,7,0,0,0
59,4,5,52,Kootenay Boundary D,145,"17,386","7,036",123,"4,865","1,969",13,129,52,39,"1,492",604,53,"8,533","3,453",108,"2,367",958,123,16,39,45,13,1,5,4,0,0,0,0,0,9,"44,994","4,180",9,"44,927","4,174",7,x,x,5,x,x,4,x,x,0,0,0,99,"2,061",834,47,"2,192",887,16,300,121,11,219,89,9,232,94,60,642,260,0,0,0,0,0,0,0,0,0,29,87,8,4,6,4,10,20,29,57,"1,104",447,46,x,x,5,x,x,10,x,x,0,0,0,13,129,52,0,0,0
59,4,5,54,Kootenay Boundary E,157,"117,386","47,504",127,"14,939","6,046",12,272,110,66,"7,574","3,065",110,"64,291","26,018",117,"30,310","12,266",127,5,15,48,22,8,7,13,6,2,1,0,0,4,x,x,4,x,x,2,x,x,3,x,x,1,x,x,1,x,x,83,"5,332","2,158",69,"8,787","3,556",32,956,387,3,x,x,4,103,42,55,"1,961",794,0,0,0,3,28,11,0,0,0,33,94,5,4,1,7,5,13,25,67,"2,698","1,092",56,"2,114",856,7,144,58,13,440,178,0,0,0,11,x,x,1,x,x
59,3,7,0,Okanagan-Similkameen R. D.,"1,611","189,941","76,866","1,427","30,675","12,414",52,236,96,216,"5,540","2,242",408,"115,389","46,696","1,086","38,101","15,419","1,430",205,600,548,37,15,7,10,2,4,2,0,0,49,"1,099,564","102,153",49,x,x,20,x,x,27,"308,651","28,675",12,x,x,0,0,0,"1,389","26,264","10,629",970,"21,094","8,536",819,"11,847","4,794",821,"9,977","4,038",721,"10,342","4,185",341,"5,242","2,121",6,x,x,4,x,x,2,x,x,125,650,48,22,25,29,52,99,331,305,"3,666","1,484",222,"2,699","1,092",43,389,157,53,578,234,3,3,1,46,194,79,3,39,16
59,3,7,22,Okanagan-Similkameen A,198,"13,605","5,506",188,"2,629","1,064",2,x,x,10,725,293,34,"9,446","3,823",120,x,x,188,11,85,88,3,1,0,0,0,0,0,0,0,13,"175,911","16,343",13,"175,871","16,339",4,"21,800","2,025",11,"154,071","14,314",0,0,0,0,0,0,172,"2,613","1,057",147,"2,055",832,134,"1,694",686,136,"1,769",716,117,"1,568",635,16,251,102,0,0,0,0,0,0,0,0,0,11,70,4,1,3,2,0,4,30,26,185,75,18,146,59,7,31,13,3,8,3,0,0,0,2,x,x,0,0,0
59,3,7,26,Okanagan-Similkameen B,160,"31,448","12,727",150,"4,186","1,694",8,20,8,25,157,64,41,"20,722","8,386",113,"6,363","2,575",150,15,67,55,9,1,0,1,0,2,0,0,0,5,"11,184","1,039",5,"10,650",989,1,x,x,3,"7,050",655,2,x,x,0,0,0,142,"3,241","1,312",72,"1,993",807,46,762,308,47,774,313,38,697,282,65,"1,255",508,1,x,x,0,0,0,1,x,x,29,70,14,2,4,4,12,35,56,47,344,139,41,325,132,5,x,x,2,x,x,0,0,0,8,20,8,0,0,0
59,3,7,28,Okanagan-Similkameen C,400,"22,583","9,139",367,"7,556","3,058",13,67,27,46,694,281,82,"6,745","2,730",270,"7,521","3,044",367,45,137,169,8,2,2,2,0,1,1,0,0,11,"635,464","59,037",11,"634,604","58,957",6,x,x,3,"33,000","3,066",4,x,x,0,0,0,349,"6,322","2,558",275,"5,932","2,401",239,"4,228","1,711",240,"3,267","1,322",218,"4,110","1,663",65,901,365,2,x,x,2,x,x,0,0,0,26,163,13,5,6,5,9,18,85,76,646,261,56,487,197,10,54,22,14,105,42,1,x,x,11,x,x,1,x,x
59,3,7,47,Okanagan-Similkameen D,266,"16,912","6,844",224,"3,023","1,223",6,17,7,43,"1,122",454,78,"9,991","4,043",175,"2,759","1,117",224,46,105,66,4,1,1,1,0,0,0,0,0,6,"56,665","5,264",6,"56,165","5,218",3,x,x,2,x,x,3,x,x,0,0,0,225,"2,893","1,171",150,"2,086",844,136,"1,936",783,138,"1,380",558,119,"1,408",570,43,392,159,0,0,0,0,0,0,0,0,0,9,89,1,5,1,2,2,9,42,39,355,144,28,233,94,6,69,28,8,53,21,1,x,x,4,x,x,1,x,x
59,3,7,49,Okanagan-Similkameen E,95,"2,294",928,90,"1,023",414,1,x,x,8,118,48,18,284,115,56,x,x,90,19,42,28,1,0,0,0,0,0,0,0,0,2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,89,"1,009",408,59,685,277,62,747,302,60,760,308,59,818,331,13,101,41,0,0,0,0,0,0,0,0,0,5,37,2,3,1,3,3,4,19,10,27,11,6,22,9,3,x,x,1,x,x,0,0,0,1,x,x,0,0,0
59,3,7,51,Okanagan-Similkameen F,282,"17,946","7,262",235,"2,859","1,157",7,23,9,44,295,119,58,"11,001","4,452",187,"3,768","1,525",235,55,112,64,1,2,0,1,0,0,0,0,0,5,"85,500","7,943",5,"85,500","7,943",3,x,x,2,x,x,1,x,x,0,0,0,244,"2,462",996,165,"2,192",887,144,"1,468",594,148,"1,354",548,135,"1,246",504,56,337,136,1,x,x,0,0,0,1,x,x,18,125,5,3,8,5,12,16,39,37,317,128,22,250,101,6,12,5,9,55,22,1,x,x,6,x,x,0,0,0
59,3,7,53,Okanagan-Similkameen G,139,"28,559","11,557",122,"4,357","1,763",9,45,18,20,654,265,39,"21,896","8,861",110,"1,607",650,124,11,50,47,4,7,3,1,0,0,1,0,0,6,"123,040","11,431",6,"121,040","11,245",1,x,x,4,x,x,1,x,x,0,0,0,120,"4,426","1,791",74,"3,526","1,427",51,832,337,50,x,x,35,495,200,46,802,325,2,x,x,1,x,x,0,0,0,21,56,6,0,1,4,13,9,46,44,937,379,31,672,272,5,144,58,10,121,49,0,0,0,9,45,18,0,0,0
59,3,7,55,Okanagan-Similkameen H,71,"56,594","22,903",51,"5,042","2,040",6,55,22,20,"1,775",718,58,"35,304","14,287",55,"14,418","5,835",52,3,2,31,7,1,1,4,2,1,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,48,"3,298","1,335",28,"2,625","1,062",7,180,73,2,x,x,0,0,0,37,"1,203",487,0,0,0,1,x,x,0,0,0,6,40,3,3,1,4,1,4,14,26,855,346,20,564,228,1,x,x,6,x,x,0,0,0,5,x,x,1,x,x
59,2,9,0,Fraser Valley Regional District,"2,661","120,267","48,670","1,866","78,578","31,799",65,500,202,516,"8,572","3,469",835,"13,635","5,518","1,946","18,982","7,682","1,872",219,526,768,198,76,49,23,8,4,0,1,0,181,"9,356,165","869,216",181,"9,266,542","860,890",102,"4,192,930","389,536",38,x,x,52,x,x,20,x,x,649,"19,038","7,704","1,144","58,732","23,768",848,"26,858","10,869",454,"13,541","5,480",373,"10,566","4,276","1,078","23,279","9,421",44,"3,747","1,516",570,"39,496","15,983",25,"1,275",516,481,"1,132",323,41,30,80,88,205,472,756,"31,494","12,745",636,"27,527","11,140",101,"2,898","1,173",87,"1,069",433,9,82,33,43,212,86,19,206,83
59,2,9,16,Fraser Valley B,45,"2,627","1,063",29,744,301,2,x,x,10,337,136,20,525,212,39,x,x,30,8,7,13,1,0,0,1,0,0,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,11,414,168,11,459,186,3,54,22,6,65,26,4,19,8,13,124,50,0,0,0,3,374,151,0,0,0,5,22,3,0,1,0,6,5,7,6,108,44,3,52,21,1,x,x,3,x,x,0,0,0,2,x,x,0,0,0
59,2,9,34,Fraser Valley D,125,"10,046","4,065",100,"6,314","2,555",2,x,x,41,783,317,33,"1,139",461,85,x,x,100,4,19,38,26,6,4,3,0,0,0,0,0,5,"143,877","13,367",5,x,x,3,x,x,2,x,x,0,0,0,2,x,x,18,668,270,73,"5,877","2,378",53,"1,951",790,23,583,236,9,117,47,57,"1,539",623,3,242,98,55,"4,103","1,660",8,342,138,46,66,25,4,3,7,9,18,19,63,"2,521","1,020",49,"2,198",889,10,215,87,8,108,44,1,x,x,1,x,x,0,0,0
59,2,9,36,Fraser Valley E,917,"37,124","15,024",642,"24,735","10,010",20,133,54,184,"2,853","1,155",303,"4,500","1,821",649,"4,903","1,984",646,88,179,264,72,24,11,4,2,1,0,1,0,80,"3,383,533","314,341",80,"3,308,810","307,399",48,"2,314,116","214,988",16,x,x,20,x,x,2,x,x,195,"3,820","1,546",390,"18,762","7,593",270,"7,576","3,066",109,"2,955","1,196",80,"1,920",777,391,"7,579","3,067",13,"1,201",486,228,"13,925","5,635",11,618,250,187,425,93,7,10,19,29,73,161,297,"10,808","4,374",258,"9,711","3,930",37,771,312,22,326,132,2,x,x,11,36,15,7,x,x
