areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,BSEX02,CAGEDIS01,CAGEDIS02,CAGEDIS03,DAAGE,ERESNY01,ERESNY02,FINJURNY01,FINJURNY02,GWRKONF01,GWRKONF02,GWRKONF03,HWRKOFF01,HWRKOFF02,HWRKOFF03,HWRKOFF04
473304006,47,33,4,6,99,479904006,Lone Tree No. 18 - (CCS),100,80,15,15,50,35,50.9,30,70,95,0,15,25,60,70,15,5,15
474004011,47,40,4,11,99,479904011,Frontier No. 19 - (CCS),140,110,30,15,80,45,49.9,20,120,135,5,20,30,90,105,5,15,15
474004019,47,40,4,19,99,479904019,Reno No. 51 - (CCS),240,175,70,25,130,85,49.8,35,210,235,10,25,45,170,170,25,25,25
474004024,47,40,4,24,99,479904024,White Valley No. 49 - (CCS),255,210,50,35,140,85,49.4,55,205,245,5,45,55,160,160,25,40,30
473304028,47,33,4,28,99,479904028,Wise Creek No. 77 - (CCS),130,100,25,20,65,50,50.8,15,110,125,0,20,35,75,85,15,15,5
473304034,47,33,4,34,99,479904034,Grassy Creek No. 78 - (CCS),145,105,35,20,85,40,47.5,30,110,140,10,25,40,75,80,10,30,20
474004038,47,40,4,38,99,479904038,Arlington No. 79 - (CCS),130,90,40,15,70,40,50.4,20,110,120,10,25,25,75,80,10,20,20
474004045,47,40,4,45,99,479904045,Maple Creek No. 111 - (CCS),365,255,110,60,165,145,50.4,50,320,360,10,65,90,220,235,40,60,35
474004050,47,40,4,50,99,479904050,Piapot No. 110 - (CCS),210,140,65,30,110,70,49.6,30,175,200,10,25,45,135,140,35,15,20
474004054,47,40,4,54,99,479904054,Carmichael No. 109 - (CCS),145,115,35,15,75,50,51.1,30,115,140,5,30,25,95,90,10,15,25
473304058,47,33,4,58,99,479904058,Bone Creek No. 108 - (CCS),160,125,35,20,80,60,52.3,25,135,150,5,25,30,95,110,10,20,15
473304061,47,33,4,61,99,479904061,Lac Pelletier No. 107 - (CCS),180,135,40,30,80,70,50.2,25,150,170,10,30,45,95,115,15,30,15
470005000,47,0,5,0,99,479905000,Division No.  5 - (CD),"4,210","3,340",870,575,"2,130","1,510",50.1,745,"3,470","4,035",180,800,"1,150","2,265","2,265",350,805,795
471105001,47,11,5,1,99,479905001,Moosomin No. 121 - (CCS),180,140,45,30,95,55,49.7,30,145,170,5,45,45,90,100,20,30,35
471105007,47,11,5,7,99,479905007,Martin No. 122 - (CCS),180,135,45,25,85,70,51.0,30,150,165,10,35,50,95,95,15,35,30
471105011,47,11,5,11,99,479905011,Silverwood No. 123 - (CCS),190,155,30,20,105,65,50.3,25,165,180,5,35,25,120,110,20,25,30
471105014,47,11,5,14,99,479905014,Kingsley No. 124 - (CCS),230,185,45,35,110,85,49.8,40,190,220,5,50,60,115,125,20,40,45
471105018,47,11,5,18,99,479905018,Chester No. 125 - (CCS),230,180,40,35,105,85,51.0,50,175,210,15,35,45,140,140,20,35,25
471105027,47,11,5,27,99,479905027,Wolseley No. 155 - (CCS),205,175,25,30,95,80,50.5,40,160,195,10,20,60,120,135,15,30,25
471105028,47,11,5,28,99,479905028,Elcapo No. 154 - (CCS),240,185,55,35,130,75,49.8,35,205,230,10,55,45,140,140,20,35,40
471105033,47,11,5,33,99,479905033,Willowdale No. 153 - (CCS),170,130,40,15,80,75,52.9,40,135,160,10,35,30,105,105,15,30,25
471105037,47,11,5,37,99,479905037,Rocanville No. 151 - (CCS),220,155,60,35,110,80,49.2,25,195,215,5,45,65,105,105,20,50,45
475005041,47,50,5,41,99,479905041,Spy Hill No. 152 - (CCS),170,130,40,20,95,60,49.7,30,140,160,10,30,50,95,95,10,40,30
475005047,47,50,5,47,99,479905047,Langenburg No. 181 - (CCS),230,185,40,30,120,75,49.1,40,190,220,5,35,80,115,115,10,50,45
475005051,47,50,5,51,99,479905051,Fertile Belt No. 183 - (CCS),305,235,75,35,145,125,50.4,50,255,295,15,55,100,145,145,20,85,55
475005057,47,50,5,57,99,479905057,Grayson No. 184 - (CCS),225,180,45,25,125,70,48.6,40,185,215,5,35,65,130,110,25,40,45
475005063,47,50,5,63,99,479905063,McLeod No. 185 - (CCS),275,235,35,40,130,100,50.6,60,215,260,10,40,80,155,160,25,50,35
475005067,47,50,5,67,99,479905067,Stanley No. 215 - (CCS),245,195,50,25,130,85,50.8,55,185,230,10,50,75,120,135,15,50,40
475005073,47,50,5,73,99,479905073,Cana No. 214 - (CCS),325,255,70,50,160,110,49.5,60,260,315,15,75,105,150,160,25,60,75
475005077,47,50,5,77,99,479905077,Saltcoats No. 213 - (CCS),295,230,65,25,160,110,51.1,40,260,290,10,60,90,145,135,30,65,65
475005093,47,50,5,93,99,479905093,Churchbridge No. 211 - (CCS),305,250,60,55,155,100,48.8,50,255,295,10,60,75,170,155,30,55,65
470006000,47,0,6,0,99,479906000,Division No.  6 - (CD),"5,210","3,930","1,275",575,"2,765","1,860",50.5,"1,175","4,035","5,000",205,"1,280","1,460","2,465","2,750",495,"1,030",930
472106001,47,21,6,1,99,479906001,Montmartre No. 126 - (CCS),270,200,70,45,130,90,48.5,40,230,260,5,40,55,170,165,20,40,45
472106004,47,21,6,4,99,479906004,Francis No. 127 - (CCS),320,250,70,45,190,85,48.0,65,255,315,15,55,90,180,180,25,65,50
472106011,47,21,6,11,99,479906011,Lajord No. 128 - (CCS),245,185,60,25,155,65,48.6,65,180,240,5,55,80,115,130,25,45,40
472106013,47,21,6,13,99,479906013,Bratt's Lake No. 129 - (CCS),185,140,45,15,85,85,54.3,60,125,175,5,40,50,90,115,25,20,25
472106016,47,21,6,16,99,479906016,Redburn No. 130 - (CCS),190,140,50,20,105,65,50.9,65,125,180,5,40,65,85,120,20,35,20
472106021,47,21,6,21,99,479906021,Pense No. 160 - (CCS),200,160,40,15,95,90,54.9,55,150,195,5,40,60,100,105,20,35,35
472106026,47,21,6,26,99,479906026,Sherwood No. 159 - (CCS),335,240,95,35,165,125,51.5,95,245,325,10,120,95,115,140,35,85,75
472106029,47,21,6,29,99,479906029,Edenwold No. 158 - (CCS),480,350,130,35,270,180,51.1,90,390,460,25,150,160,170,215,50,110,110
472106034,47,21,6,34,99,479906034,South Qu'Appelle No. 157 - (CCS),425,295,125,45,225,155,50.0,70,360,405,20,100,125,200,195,50,85,95
472106038,47,21,6,38,99,479906038,Indian Head No. 156 - (CCS),170,140,35,10,100,55,50.4,50,125,160,10,50,40,80,90,20,35,30
475006042,47,50,6,42,99,479906042,Abernethy No. 186 - (CCS),205,155,50,25,90,90,51.5,50,155,195,15,55,45,110,125,25,40,15
475006048,47,50,6,48,99,479906048,North Qu'Appelle No. 187 - (CCS),155,120,30,15,75,70,52.9,35,120,150,5,45,50,60,85,10,30,30
476006053,47,60,6,53,99,479906053,Lumsden No. 189 - (CCS),345,250,100,40,205,110,49.4,35,315,335,15,120,105,125,160,30,80,80
476006059,47,60,6,59,99,479906059,Dufferin No. 190 - (CCS),210,170,40,30,110,70,49.6,55,155,205,5,45,50,115,115,15,35,40
476006063,47,60,6,63,99,479906063,Sarnia No. 221 - (CCS),200,170,35,20,120,60,49.3,65,130,200,5,35,55,115,125,15,35,25
476006070,47,60,6,70,99,479906070,Longlaketon No. 219 - (CCS),360,275,90,40,180,140,51.2,55,305,340,20,80,110,165,195,40,70,50
476006071,47,60,6,71,99,479906071,McKillop No. 220 - (CCS),210,155,60,25,105,80,50.9,40,170,200,10,55,60,95,115,15,50,30
475006091,47,50,6,91,99,479906091,Cupar No. 218 - (CCS),305,235,70,40,155,110,50.3,85,220,290,10,95,80,130,150,30,75,55
475006096,47,50,6,96,99,479906096,Lipton No. 217 - (CCS),240,190,50,40,125,80,48.9,70,175,230,10,50,60,135,135,30,30,50
475006099,47,50,6,99,99,479906099,Tullymet No. 216 - (CCS),145,120,30,15,75,55,50.8,25,120,135,10,20,25,105,90,15,25,20
470007000,47,0,7,0,99,479907000,Division No.  7 - (CD),"3,615","2,800",815,425,"1,875","1,315",50.8,715,"2,895","3,475",135,680,885,"2,050","2,125",360,640,495
472107001,47,21,7,1,99,479907001,Baildon No. 131 - (CCS),215,170,50,20,110,85,51.0,30,190,205,5,40,60,115,120,25,40,25
473007004,47,30,7,4,99,479907004,Hillsborough No. 132 - (CCS),55,45,10,15,30,15,45.7,5,50,55,0,10,15,35,30,5,10,10
473007006,47,30,7,6,99,479907006,Rodgers No. 133 - (CCS),90,75,15,10,60,20,48.9,25,60,85,5,15,20,50,55,10,10,15
473007011,47,30,7,11,99,479907011,Shamrock No. 134 - (CCS),145,115,30,15,75,50,50.7,25,120,140,5,25,30,90,95,15,20,20
473207014,47,32,7,14,99,479907014,Lawtonia No. 135 - (CCS),180,140,45,25,95,65,50.9,30,150,170,15,30,35,120,120,15,30,15
473207018,47,32,7,18,99,479907018,Coulee No. 136 - (CCS),225,170,50,25,125,75,49.7,25,200,210,15,50,55,125,130,25,35,35
473207021,47,32,7,21,99,479907021,Excelsior No. 166 - (CCS),330,255,70,35,155,140,52.4,75,255,320,10,75,100,155,180,40,65,50
473207024,47,32,7,24,99,479907024,Morse No. 165 - (CCS),250,195,55,20,130,100,52.9,60,185,240,10,55,70,130,145,25,45,30
473007029,47,30,7,29,99,479907029,Chaplin No. 164 - (CCS),115,90,30,20,55,45,51.5,25,90,110,5,20,25,70,75,15,15,10
473007032,47,30,7,32,99,479907032,Wheatlands No. 163 - (CCS),130,95,35,15,65,50,51.2,30,100,130,5,25,30,75,80,10,20,25
472107036,47,21,7,36,99,479907036,Caron No. 162 - (CCS),150,110,40,10,85,50,50.5,30,125,150,5,30,50,75,75,10,35,30
472107038,47,21,7,38,99,479907038,Moose Jaw No. 161 - (CCS),275,205,70,25,150,105,51.2,50,220,265,10,85,80,115,135,25,75,50
472107042,47,21,7,42,99,479907042,Marquis No. 191 - (CCS),160,125,35,15,90,55,51.8,30,135,150,5,20,45,90,100,20,30,10
473007047,47,30,7,47,99,479907047,Eyebrow No. 193 - (CCS),165,135,30,20,95,50,50.2,30,135,155,5,15,40,110,110,10,25,15
473007053,47,30,7,53,99,479907053,Enfield No. 194 - (CCS),180,140,40,25,85,70,51.6,30,145,170,5,30,40,110,100,25,35,25
473207058,47,32,7,58,99,479907058,Canaan No. 225 - (CCS),105,85,25,20,50,40,50.4,30,85,105,5,15,30,65,75,10,15,10
473207063,47,32,7,63,99,479907063,Victory No. 226 - (CCS),180,135,45,25,95,50,48.0,40,140,175,5,40,35,105,90,25,45,15
473207066,47,32,7,66,99,479907066,King George No. 256 - (CCS),135,105,35,20,60,55,50.4,20,110,135,0,25,30,80,85,15,15,25
473207067,47,32,7,67,99,479907067,Coteau No. 255 - (CCS),160,130,25,25,75,60,50.5,30,125,150,5,35,30,95,95,15,20,30
473007071,47,30,7,71,99,479907071,Maple Bush No. 224 - (CCS),110,90,25,10,60,35,50.6,30,75,105,5,20,25,65,70,5,25,10
476107076,47,61,7,76,99,479907076,Huron No. 223 - (CCS),100,80,20,20,40,45,51.9,25,75,95,5,15,20,70,75,10,5,10
476007091,47,60,7,91,99,479907091,Craik No. 222 - (CCS),160,130,30,25,85,50,49.9,30,135,155,5,20,30,115,110,10,20,15
470008000,47,0,8,0,99,479908000,Division No.  8 - (CD),"3,995","3,055",940,390,"2,135","1,470",51.2,"1,075","2,925","3,875",120,840,"1,110","2,050","2,360",385,670,575
473208001,47,32,8,1,99,479908001,Swift Current No. 137 - (CCS),425,320,105,65,195,160,50.7,85,340,410,5,140,140,140,190,35,100,95
473208006,47,32,8,6,99,479908006,Webb No. 138 - (CCS),205,155,45,25,95,85,51.7,40,160,190,10,35,45,120,110,20,25,40
474108009,47,41,8,9,99,479908009,Gull Lake No. 139 - (CCS),140,100,40,20,70,50,49.5,40,100,135,5,30,35,75,80,15,25,20
474108016,47,41,8,16,99,479908016,Big Stick No. 141 - (CCS),120,90,30,15,65,40,49.3,25,90,120,5,30,30,65,65,10,25,20
474108021,47,41,8,21,99,479908021,Enterprise No. 142 - (CCS),130,100,30,20,75,30,45.2,25,105,125,5,15,45,80,90,10,15,15
474108024,47,41,8,24,99,479908024,Fox Valley No. 171 - (CCS),200,160,40,20,115,55,47.3,60,135,190,5,35,50,115,105,20,30,45
474108028,47,41,8,28,99,479908028,Pittville No. 169 - (CCS),165,120,40,10,90,65,52.1,35,130,160,5,30,30,105,115,15,20,20
473208031,47,32,8,31,99,479908031,Riverside No. 168 - (CCS),255,200,55,20,135,105,52.2,65,185,245,5,55,70,130,155,30,45,25
473208038,47,32,8,38,99,479908038,Saskatchewan Landing No. 167 - (CCS),190,145,50,20,100,75,50.6,30,160,190,5,35,65,95,105,15,40,35
473208042,47,32,8,42,99,479908042,Lacadena No. 228 - (CCS),370,280,90,25,180,160,54.0,95,275,355,15,85,100,185,230,45,60,35
474108046,47,41,8,46,99,479908046,Miry Creek No. 229 - (CCS),205,160,50,20,125,65,51.2,60,150,205,5,35,55,120,135,10,40,25
474108053,47,41,8,53,99,479908053,Clinworth No. 230 - (CCS),160,125,35,5,95,60,52.6,55,105,155,5,40,35,85,105,20,25,15
474108056,47,41,8,56,99,479908056,Happyland No. 231 - (CCS),275,220,50,25,165,80,49.9,110,160,265,5,60,90,125,160,25,50,35
474108061,47,41,8,61,99,479908061,Deer Forks No. 232 - (CCS),105,85,20,10,60,35,48.8,35,75,105,5,20,30,60,60,15,15,15
477008065,47,70,8,65,99,479908065,Chesterfield No. 261 - (CCS),275,210,70,25,155,95,50.9,80,200,270,5,45,80,155,180,25,40,30
477008071,47,70,8,71,99,479908071,Newcombe No. 260 - (CCS),160,125,35,15,90,55,51.6,55,110,155,5,30,35,95,95,10,30,20
477008074,47,70,8,74,99,479908074,Snipe Lake No. 259 - (CCS),340,250,85,30,165,150,53.7,105,235,325,15,80,110,150,220,35,50,35
473208092,47,32,8,92,99,479908092,Monet No. 257 - (CCS),280,215,70,20,150,105,51.8,75,205,270,5,50,75,155,165,30,40,35
470009000,47,0,9,0,99,479909000,Division No.  9 - (CD),"4,055","3,205",855,445,"1,955","1,655",51.8,775,"3,280","3,895",165,785,"1,100","2,175","2,325",315,715,700
475009001,47,50,9,1,99,479909001,Calder No. 241 - (CCS),200,160,40,30,90,85,51.9,30,175,195,10,25,55,125,125,10,35,35
475009006,47,50,9,6,99,479909006,Wallace No. 243 - (CCS),300,230,70,20,150,130,52.4,35,265,290,10,65,90,150,170,25,45,60
475009011,47,50,9,11,99,479909011,Orkney No. 244 - (CCS),360,290,70,45,180,135,50.9,85,270,350,10,85,115,155,180,15,70,90
475009019,47,50,9,19,99,479909019,Garry No. 245 - (CCS),225,180,50,30,105,90,50.8,35,195,220,10,30,60,140,150,15,30,25
475109023,47,51,9,23,99,479909023,Insinger No. 275 - (CCS),235,190,45,30,110,95,52.2,55,185,230,5,45,60,130,140,15,40,40
475109029,47,51,9,29,99,479909029,Good Lake No. 274 - (CCS),215,180,40,25,110,85,51.0,55,160,205,15,45,65,105,115,10,60,35
475109033,47,51,9,33,99,479909033,Sliding Hills No. 273 - (CCS),245,200,45,20,125,95,53.4,50,190,235,10,50,55,135,160,20,35,30
475109037,47,51,9,37,99,479909037,Cote No. 271 - (CCS),220,180,40,20,115,90,51.9,45,180,220,5,40,60,120,120,20,45,35
475109042,47,51,9,42,99,479909042,St. Philips No. 301 - (CCS),155,120,35,15,65,80,54.8,25,130,145,15,30,35,90,90,10,30,25
475109046,47,51,9,46,99,479909046,Keys No. 303 - (CCS),155,130,20,20,70,65,51.5,25,130,150,10,35,30,85,85,15,35,20
475109049,47,51,9,49,99,479909049,Buchanan No. 304 - (CCS),245,195,50,30,115,100,50.4,75,170,230,15,45,60,135,130,25,35,50
475109054,47,51,9,54,99,479909054,Invermay No. 305 - (CCS),210,165,45,30,100,85,51.1,35,175,205,10,25,50,135,140,15,30,25
475109060,47,51,9,60,99,479909060,Hazel Dell No. 335 - (CCS),285,210,75,30,140,115,51.9,30,255,270,10,55,75,160,160,25,50,55
475109062,47,51,9,62,99,479909062,Preeceville No. 334 - (CCS),470,350,120,45,220,205,52.5,95,380,460,15,130,140,205,250,45,90,95
475109067,47,51,9,67,99,479909067,Clayton No. 333 - (CCS),340,270,70,45,165,125,51.5,70,265,325,15,60,95,185,210,30,55,45
475109075,47,51,9,75,99,479909075,Livingston No. 331 - (CCS),180,145,35,25,85,70,50.5,25,155,170,5,25,50,105,95,20,30,40
470010000,47,0,10,0,99,479910000,Division No. 10 - (CD),"3,235","2,620",615,365,"1,595","1,275",51.4,660,"2,575","3,135",100,585,845,"1,810","1,920",240,515,560
475010003,47,50,10,3,99,479910003,Ituna Bon Accord No. 246 - (CCS),250,200,45,35,115,100,52.0,55,195,230,10,50,50,145,150,20,35,35
475010008,47,50,10,8,99,479910008,Kellross No. 247 - (CCS),235,195,40,30,110,95,52.1,45,185,225,5,45,55,135,135,25,35,40
475010014,47,50,10,14,99,479910014,Touchwood No. 248 - (CCS),200,150,45,30,85,80,50.7,40,160,190,10,40,40,115,120,20,30,25
476010021,47,60,10,21,99,479910021,Mount Hope No. 279 - (CCS),275,215,65,20,150,105,52.1,65,210,270,5,45,70,165,185,15,35,40
475110026,47,51,10,26,99,479910026,Kutawa No. 278 - (CCS),125,105,30,15,55,55,52.3,25,110,125,5,30,45,60,75,5,25,25
475110031,47,51,10,31,99,479910031,Emerald No. 277 - (CCS),265,215,50,35,120,110,51.2,50,215,255,10,35,70,160,150,15,40,65
475110036,47,51,10,36,99,479910036,Foam Lake No. 276 - (CCS),355,280,75,40,180,135,51.5,70,280,340,10,65,70,220,220,15,65,55
475110041,47,51,10,41,99,479910041,Elfros No. 307 - (CCS),200,175,30,20,105,80,51.8,30,170,200,5,40,70,95,120,15,35,30
475110046,47,51,10,46,99,479910046,Big Quill No. 308 - (CCS),245,195,50,20,135,90,50.7,35,210,230,10,50,65,125,120,15,45,60
476010052,47,60,10,52,99,479910052,Prairie Rose No. 309 - (CCS),175,145,35,20,95,65,51.5,45,130,175,5,35,50,95,115,15,30,25
476010056,47,60,10,56,99,479910056,Leroy No. 339 - (CCS),250,205,45,25,140,80,49.2,55,190,240,5,40,85,120,130,20,50,50
475110061,47,51,10,61,99,479910061,Lakeside No. 338 - (CCS),155,125,25,20,90,45,49.3,40,120,155,0,35,45,75,85,20,25,25
475110066,47,51,10,66,99,479910066,Lakeview No. 337 - (CCS),205,170,35,20,80,100,53.9,40,165,200,0,35,50,115,135,15,30,30
475110071,47,51,10,71,99,479910071,Sasman No. 336 - (CCS),300,245,55,40,130,130,51.6,65,235,295,5,40,80,175,185,20,40,60
470011000,47,0,11,0,99,479911000,Division No. 11 - (CD),"4,775","3,620","1,150",575,"2,545","1,655",50.1,"1,070","3,705","4,625",150,"1,205","1,305","2,265","2,555",440,920,855
476011003,47,60,11,3,99,479911003,Last Mountain Valley No. 250 - (CCS),210,165,45,30,110,70,50.0,65,145,205,5,35,50,120,140,25,20,30
476011006,47,60,11,6,99,479911006,Big Arm No. 251 - (CCS),145,110,35,20,75,50,50.7,40,110,140,5,30,35,75,85,10,30,20
476011011,47,60,11,11,99,479911011,Arm River No. 252 - (CCS),145,120,25,25,60,60,50.2,40,105,140,5,30,30,85,95,10,25,15
476111016,47,61,11,16,99,479911016,Willner No. 253 - (CCS),155,120,30,20,90,45,49.5,30,130,155,0,25,40,90,85,10,30,20
476111018,47,61,11,18,99,479911018,Loreburn No. 254 - (CCS),225,185,45,35,115,80,49.5,60,165,220,10,45,60,120,125,25,50,25
476111026,47,61,11,26,99,479911026,Rudy No. 284 - (CCS),235,190,45,35,125,70,49.5,70,160,225,5,45,60,125,140,20,40,35
476111031,47,61,11,31,99,479911031,Rosedale No. 283 - (CCS),210,160,50,15,115,85,52.0,45,165,200,10,40,55,115,115,30,40,30
476011034,47,60,11,34,99,479911034,McCraney No. 282 - (CCS),200,160,40,30,85,85,51.0,50,155,195,10,45,45,110,125,15,25,35
476011039,47,60,11,39,99,479911039,Wood Creek No. 281 - (CCS),150,120,35,20,80,50,49.8,30,125,145,5,25,40,95,100,15,20,15
476011042,47,60,11,42,99,479911042,Wreford No. 280 - (CCS),125,100,20,10,55,55,53.8,40,80,115,0,25,30,65,75,15,15,20
476011046,47,60,11,46,99,479911046,Usborne No. 310 - (CCS),205,150,55,25,125,55,49.2,45,165,205,0,40,60,105,115,25,30,40
476011052,47,60,11,52,99,479911052,Morris No. 312 - (CCS),205,160,45,25,105,70,49.7,50,155,205,0,45,60,100,105,25,40,35
476011059,47,60,11,59,99,479911059,Lost River No. 313 - (CCS),115,95,20,15,60,45,50.7,35,85,115,5,25,40,50,65,15,20,15
476111061,47,61,11,61,99,479911061,Dundurn No. 314 - (CCS),135,95,40,15,70,45,51.7,20,110,130,5,30,40,60,85,10,25,20
476111065,47,61,11,65,99,479911065,Corman Park No. 344 - (CCS),"1,455","1,030",430,170,810,470,49.1,245,"1,205","1,415",45,530,415,510,645,120,340,350
476011069,47,60,11,69,99,479911069,Blucher No. 343 - (CCS),265,195,70,25,145,100,51.4,55,210,260,5,70,70,125,130,30,55,50
476011076,47,60,11,76,99,479911076,Colonsay No. 342 - (CCS),145,110,30,15,85,50,52.1,40,100,135,10,30,40,65,80,10,35,20
476011091,47,60,11,91,99,479911091,Viscount No. 341 - (CCS),230,175,55,25,120,80,50.7,60,170,220,10,50,55,130,130,20,40,40
476011096,47,60,11,96,99,479911096,Wolverine No. 340 - (CCS),220,180,40,30,115,80,49.4,50,170,215,5,45,65,115,120,10,40,50
470012000,47,0,12,0,99,479912000,Division No. 12 - (CD),"3,180","2,385",795,425,"1,620","1,135",50.0,585,"2,595","3,060",125,725,850,"1,605","1,795",320,575,485
477012001,47,70,12,1,99,479912001,Pleasant Valley No. 288 - (CCS),175,135,40,20,85,70,50.9,35,135,170,0,30,60,80,100,20,30,25
477012004,47,70,12,4,99,479912004,St. Andrews No. 287 - (CCS),230,165,65,40,110,85,49.8,50,180,215,15,60,70,100,135,30,35,35
476112011,47,61,12,11,99,479912011,Milden No. 286 - (CCS),170,125,40,20,80,70,50.9,40,130,160,10,35,50,90,105,15,25,20
476112020,47,61,12,20,99,479912020,Fertile Valley No. 285 - (CCS),250,195,55,30,130,90,51.5,60,180,235,10,45,65,140,145,30,45,35
476112026,47,61,12,26,99,479912026,Montrose No. 315 - (CCS),215,155,55,35,120,55,46.4,20,190,205,10,45,65,105,110,30,40,35
476112029,47,61,12,29,99,479912029,Harris No. 316 - (CCS),150,110,45,10,90,50,52.1,35,115,150,5,40,30,90,100,10,20,20
477012034,47,70,12,34,99,479912034,Marriott No. 317 - (CCS),185,135,50,25,105,55,49.1,25,160,175,10,35,50,100,110,25,25,25
477012038,47,70,12,38,99,479912038,Mountain View No. 318 - (CCS),170,125,40,25,85,65,50.5,25,145,165,5,25,60,80,95,20,35,15
477112042,47,71,12,42,99,479912042,Biggar No. 347 - (CCS),340,260,85,50,160,130,49.7,55,285,335,10,75,95,175,185,25,65,60
476112050,47,61,12,50,99,479912050,Perdue No. 346 - (CCS),190,135,50,35,85,60,48.8,45,145,175,10,55,55,75,100,25,30,35
476112054,47,61,12,54,99,479912054,Vanscoy No. 345 - (CCS),380,275,110,55,210,120,49.3,85,300,370,15,140,100,145,185,30,100,75
476112064,47,61,12,64,99,479912064,Eagle Creek No. 376 - (CCS),180,140,35,15,80,75,52.8,20,155,170,5,25,35,110,120,15,15,25
477112069,47,71,12,69,99,479912069,Glenside No. 377 - (CCS),125,105,25,20,60,50,49.4,10,115,120,10,20,30,75,70,15,10,30
477112072,47,71,12,72,99,479912072,Rosemount No. 378 - (CCS),95,75,20,10,50,30,49.3,15,75,90,5,15,20,65,65,5,15,10
479112078,47,91,12,78,99,479912078,Battle River No. 438 - (CCS),335,255,75,35,170,125,50.6,55,280,325,10,80,85,175,170,30,75,55
470013000,47,0,13,0,99,479913000,Division No. 13 - (CD),"3,555","2,810",745,430,"1,905","1,215",50.0,785,"2,770","3,410",140,665,880,"2,005","2,095",405,530,525
477013006,47,70,13,6,99,479913006,Kindersley No. 290 - (CCS),425,325,100,45,235,135,50.4,115,315,415,15,95,130,200,240,50,70,65
477013011,47,70,13,11,99,479913011,Milton No. 292 - (CCS),110,90,25,10,75,25,47.9,25,85,105,5,25,25,65,70,15,10,20
477013016,47,70,13,16,99,479913016,Antelope Park No. 322 - (CCS),80,65,15,15,40,30,49.8,15,70,80,0,20,20,45,50,5,10,15
477013019,47,70,13,19,99,479913019,Prairiedale No. 321 - (CCS),85,60,20,10,35,35,51.2,15,70,80,5,15,20,50,50,15,10,10
477013024,47,70,13,24,99,479913024,Oakdale No. 320 - (CCS),165,125,40,20,80,60,50.1,50,115,160,5,50,35,75,85,25,25,30
477013028,47,70,13,28,99,479913028,Winslow No. 319 - (CCS),185,145,40,25,95,70,51.3,35,150,180,5,30,65,90,105,25,25,30
477113032,47,71,13,32,99,479913032,Grandview No. 349 - (CCS),170,130,40,25,95,55,49.6,25,140,165,5,30,30,100,100,20,25,25
477113038,47,71,13,38,99,479913038,Mariposa No. 350 - (CCS),130,105,25,10,70,45,50.2,30,100,125,5,15,30,80,75,10,30,15
477113041,47,71,13,41,99,479913041,Progress No. 351 - (CCS),185,145,45,25,95,70,50.7,75,115,180,5,40,65,85,110,15,35,30
477113046,47,71,13,46,99,479913046,Heart's Hill No. 352 - (CCS),155,120,35,20,75,60,50.0,30,125,150,0,20,40,85,95,15,15,25
477113049,47,71,13,49,99,479913049,Eye Hill No. 382 - (CCS),225,180,45,30,120,80,49.4,40,185,220,10,40,50,130,125,25,30,40
477113056,47,71,13,56,99,479913056,Grass Lake No. 381 - (CCS),210,175,35,20,110,80,51.3,50,160,195,15,30,50,125,130,25,25,30
477113059,47,71,13,59,99,479913059,Tramping Lake No. 380 - (CCS),125,100,25,15,65,45,51.0,30,95,120,5,15,35,75,75,15,25,10
477113064,47,71,13,64,99,479913064,Reford No. 379 - (CCS),195,150,40,30,95,65,48.5,55,135,185,5,35,45,110,100,25,30,35
477113068,47,71,13,68,99,479913068,Buffalo No. 409 - (CCS),300,240,65,45,170,85,48.4,70,225,285,15,65,65,175,190,30,40,40
477113072,47,71,13,72,99,479913072,Round Valley No. 410 - (CCS),175,135,40,15,90,70,53.0,35,140,165,10,25,45,95,110,20,20,20
477113076,47,71,13,76,99,479913076,Senlac No. 411 - (CCS),125,100,30,10,80,35,51.6,25,95,125,5,20,20,90,80,15,20,10
479113079,47,91,13,79,99,479913079,Manitou Lake No. 442 - (CCS),195,150,40,25,100,65,49.2,30,165,185,5,40,45,110,115,20,30,30
479113092,47,91,13,92,99,479913092,Hillsdale No. 440 - (CCS),180,140,40,20,95,65,50.0,15,160,165,10,20,35,125,110,30,25,15
479113096,47,91,13,96,99,479913096,Cut Knife No. 439 - (CCS),140,120,25,15,95,35,47.7,20,120,135,5,20,35,85,85,15,20,25
470014000,47,0,14,0,99,479914000,Division No. 14 - (CD),"4,985","3,910","1,075",605,"2,390","1,985",51.2,875,"4,110","4,845",135,"1,090","1,430","2,460","2,760",450,900,875
478014001,47,80,14,1,99,479914001,Hudson Bay No. 394 - (CCS),330,265,65,35,140,150,51.6,70,260,325,0,100,110,120,125,30,95,85
478014006,47,80,14,6,99,479914006,Porcupine No. 395 - (CCS),385,310,75,55,180,150,50.2,50,335,375,10,70,100,225,215,40,60,60
475114021,47,51,14,21,99,479914021,Kelvington No. 366 - (CCS),215,165,50,20,115,90,51.9,40,180,210,5,40,65,105,115,20,40,45
475114023,47,51,14,23,99,479914023,Ponass Lake No. 367 - (CCS),280,215,65,35,130,120,51.3,40,245,270,10,50,65,170,175,30,45,40
475114026,47,51,14,26,99,479914026,Spalding No. 368 - (CCS),230,185,45,20,120,90,51.4,30,200,225,10,35,70,135,160,25,20,25
