areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ANUMFARMS,BATFAREA,CASALEMFP,DATOTFCAP,ANUMFARMS1,BATFAREA1,CASALEMFP1,DATOTFCAP1,ANUMFARMS2,BATFAREA2,CASALEMFP2,DATOTFCAP2
476010052,47,60,10,52,99,479910052,Prairie Rose No. 309 - (CCS),135,"1,339","620,537","1,036,230",90,"1,077","810,682","1,042,657",45,"1,901","213,715","1,022,479"
476010056,47,60,10,56,99,479910056,Leroy No. 339 - (CCS),195,"1,113","186,456","759,617",140,833,"174,969","638,668",55,"1,828","215,695","1,067,488"
476011003,47,60,11,3,99,479911003,Last Mountain Valley No. 250 - (CCS),150,"1,401","142,506","613,237",100,"1,258","130,945","567,450",50,"1,663","163,703","697,179"
476011006,47,60,11,6,99,479911006,Big Arm No. 251 - (CCS),105,"1,588","168,476","674,407",70,"1,427","147,708","648,030",40,"1,885","206,734","722,994"
476011011,47,60,11,11,99,479911011,Arm River No. 252 - (CCS),125,"1,463","134,120","703,451",100,"1,384","131,551","683,089",25,"1,769","144,086","782,452"
476011034,47,60,11,34,99,479911034,McCraney No. 282 - (CCS),165,"1,461","112,835","646,532",130,"1,272","99,469","574,902",35,"2,143","161,334","906,445"
476011039,47,60,11,39,99,479911039,Wood Creek No. 281 - (CCS),115,"1,828","161,152","765,015",75,"1,432","119,349","607,278",35,"2,632","245,888","1,084,754"
476011042,47,60,11,42,99,479911042,Wreford No. 280 - (CCS),95,"1,821","152,130","737,534",70,"1,553","115,105","594,567",25,"2,626","263,205","1,166,437"
476011046,47,60,11,46,99,479911046,Usborne No. 310 - (CCS),155,"1,269","126,899","586,711",105,"1,141","98,094","504,018",50,"1,517","182,334","745,857"
476011052,47,60,11,52,99,479911052,Morris No. 312 - (CCS),160,"1,257","123,833","583,159",110,"1,107","96,938","495,795",45,"1,635","191,370","802,539"
476011059,47,60,11,59,99,479911059,Lost River No. 313 - (CCS),90,"1,246","101,080","578,059",55,"1,156","90,212","533,080",30,"1,436","123,980","672,837"
476011069,47,60,11,69,99,479911069,Blucher No. 343 - (CCS),200,977,"101,986","581,501",140,860,"84,274","516,806",60,"1,233","140,455","722,010"
476011076,47,60,11,76,99,479911076,Colonsay No. 342 - (CCS),110,"1,186","105,360","589,510",80,"1,056","89,653","515,329",30,"1,539","147,769","789,799"
476011091,47,60,11,91,99,479911091,Viscount No. 341 - (CCS),165,"1,261","180,676","752,331",100,"1,014","166,158","650,407",60,"1,682","205,356","925,601"
476011096,47,60,11,96,99,479911096,Wolverine No. 340 - (CCS),165,"1,201","109,458","592,647",115,"1,091","89,701","548,885",50,"1,428","150,070","682,602"
476100000,47,61,0,0,61,476100000,Agricultural Region 6B - (CAR),"3,525","1,035","133,626","687,642","2,315","1,020","123,742","637,588","1,210","1,063","152,528","783,370"
476107076,47,61,7,76,99,479907076,Huron No. 223 - (CCS),80,"2,242","171,792","887,071",60,"2,093","160,079","818,057",20,"2,691","206,931","1,094,111"
476111016,47,61,11,16,99,479911016,Willner No. 253 - (CCS),115,"1,799","127,219","703,080",85,"1,735","101,746","618,353",30,"1,974","197,067","935,396"
476111018,47,61,11,18,99,479911018,Loreburn No. 254 - (CCS),170,"1,386","118,908","612,903",120,"1,228","99,946","517,270",55,"1,757","163,395","837,273"
476111026,47,61,11,26,99,479911026,Rudy No. 284 - (CCS),185,"1,136","200,072","660,610",130,"1,100","199,333","618,776",50,"1,224","201,865","762,095"
476111031,47,61,11,31,99,479911031,Rosedale No. 283 - (CCS),165,"1,267","121,019","668,432",115,"1,357","130,628","691,102",45,"1,040","96,894","611,514"
476111061,47,61,11,61,99,479911061,Dundurn No. 314 - (CCS),90,"2,057","171,794","925,867",50,"2,563","169,383","906,479",40,"1,426","174,808","950,102"
476111065,47,61,11,65,99,479911065,Corman Park No. 344 - (CCS),"1,040",517,"95,155","546,846",650,551,"82,338","520,895",390,460,"116,693","590,455"
476112011,47,61,12,11,99,479912011,Milden No. 286 - (CCS),120,"1,572","152,291","1,007,791",75,"1,287","120,529","812,910",45,"2,031","203,386","1,321,295"
476112020,47,61,12,20,99,479912020,Fertile Valley No. 285 - (CCS),195,"1,373","156,597","778,048",140,"1,226","135,826","649,356",55,"1,739","208,338","1,098,607"
476112026,47,61,12,26,99,479912026,Montrose No. 315 - (CCS),150,"1,293","129,029","668,400",90,"1,288","112,355","603,576",65,"1,300","153,356","762,980"
476112029,47,61,12,29,99,479912029,Harris No. 316 - (CCS),115,"1,685","245,062","835,981",70,"1,543","281,512","692,497",45,"1,913","186,247","1,067,511"
476112050,47,61,12,50,99,479912050,Perdue No. 346 - (CCS),140,"1,351","136,484","757,169",90,"1,315","142,927","806,050",45,"1,420","124,403","665,518"
476112054,47,61,12,54,99,479912054,Vanscoy No. 345 - (CCS),265,853,"124,129","684,957",155,745,"94,657","552,768",110,"1,005","165,657","871,223"
476112064,47,61,12,64,99,479912064,Eagle Creek No. 376 - (CCS),130,"1,585","169,574","1,023,704",90,"1,586","188,739","1,106,696",40,"1,582","127,504","841,528"
476115026,47,61,15,26,99,479915026,Laird No. 404 - (CCS),250,724,"139,950","707,176",175,701,"119,663","635,879",75,775,"186,057","869,216"
476115031,47,61,15,31,99,479915031,Rosthern No. 403 - (CCS),315,755,"145,266","689,681",220,748,"135,865","660,084",100,772,"166,299","755,894"
477000000,47,70,0,0,70,477000000,Agricultural Region 7A - (CAR),"1,965","1,651","140,820","861,004","1,345","1,517","127,961","783,858",625,"1,940","168,580","1,027,557"
477008065,47,70,8,65,99,479908065,Chesterfield No. 261 - (CCS),210,"1,974","161,103","900,083",135,"1,823","154,532","822,396",70,"2,261","173,608","1,047,903"
477008071,47,70,8,71,99,479908071,Newcombe No. 260 - (CCS),120,"2,149","154,877","949,662",85,"2,226","146,251","884,815",40,"1,982","173,717","1,091,301"
477008074,47,70,8,74,99,479908074,Snipe Lake No. 259 - (CCS),255,"1,533","138,055","956,195",175,"1,352","120,833","858,113",75,"1,945","177,357","1,180,021"
477012001,47,70,12,1,99,479912001,Pleasant Valley No. 288 - (CCS),130,"1,655","135,656","825,309",85,"1,300","107,423","677,392",45,"2,319","188,357","1,101,420"
477012004,47,70,12,4,99,479912004,St. Andrews No. 287 - (CCS),180,"1,162","146,786","890,014",120,"1,058","131,980","819,654",50,"1,403","181,145","1,053,302"
477012034,47,70,12,34,99,479912034,Marriott No. 317 - (CCS),140,"1,518","140,367","800,035",95,"1,379","122,258","735,277",45,"1,798","176,584","929,551"
477012038,47,70,12,38,99,479912038,Mountain View No. 318 - (CCS),130,"1,546","161,479","824,699",85,"1,356","155,297","740,849",45,"1,949","174,597","1,002,623"
477013006,47,70,13,6,99,479913006,Kindersley No. 290 - (CCS),325,"1,632","140,687","811,083",215,"1,582","133,409","773,595",105,"1,734","155,519","887,471"
477013011,47,70,13,11,99,479913011,Milton No. 292 - (CCS),85,"1,948","155,436","916,871",60,"1,657","127,640","757,339",25,"2,582","216,174","1,265,478"
477013016,47,70,13,16,99,479913016,Antelope Park No. 322 - (CCS),65,"2,190","99,882","771,503",50,"2,133","84,787","700,933",15,"2,373","148,000","996,447"
477013019,47,70,13,19,99,479913019,Prairiedale No. 321 - (CCS),65,"1,811","178,270","1,068,682",50,"1,852","202,544","1,154,077",20,"1,692","108,305","822,545"
477013024,47,70,13,24,99,479913024,Oakdale No. 320 - (CCS),130,"1,542","100,420","758,037",85,"1,471","86,762","693,654",40,"1,698","130,127","898,071"
477013028,47,70,13,28,99,479913028,Winslow No. 319 - (CCS),140,"1,417","112,183","761,832",100,"1,146","91,604","615,703",45,"2,029","158,606","1,091,471"
477100000,47,71,0,0,71,477100000,Agricultural Region 7B - (CAR),"1,985","1,440","146,146","796,987","1,435","1,329","137,220","739,454",550,"1,734","169,638","948,406"
477112042,47,71,12,42,99,479912042,Biggar No. 347 - (CCS),260,"1,531","155,655","727,958",185,"1,466","158,290","728,291",75,"1,697","148,906","727,105"
477112069,47,71,12,69,99,479912069,Glenside No. 377 - (CCS),100,"1,616","110,351","697,277",75,"1,536","102,873","649,979",25,"1,865","133,721","845,084"
477112072,47,71,12,72,99,479912072,Rosemount No. 378 - (CCS),70,"1,777","141,451","861,257",50,"1,533","137,908","659,598",25,"2,298","148,999","1,290,878"
477113032,47,71,13,32,99,479913032,Grandview No. 349 - (CCS),135,"1,319","137,044","665,663",100,"1,284","137,549","669,039",40,"1,412","135,705","656,721"
477113038,47,71,13,38,99,479913038,Mariposa No. 350 - (CCS),105,"1,537","121,876","747,446",80,"1,492","99,171","671,061",20,"1,687","197,559","1,002,061"
477113041,47,71,13,41,99,479913041,Progress No. 351 - (CCS),140,"1,410","106,868","715,570",100,"1,377","96,738","685,032",40,"1,493","131,577","790,052"
477113046,47,71,13,46,99,479913046,Heart's Hill No. 352 - (CCS),115,"1,800","123,413","954,733",80,"1,590","90,187","787,403",35,"2,301","202,568","1,353,373"
477113049,47,71,13,49,99,479913049,Eye Hill No. 382 - (CCS),175,"1,155","110,641","728,988",125,"1,052","102,440","663,389",50,"1,437","133,106","908,670"
477113056,47,71,13,56,99,479913056,Grass Lake No. 381 - (CCS),165,"1,199","294,165","1,205,050",120,"1,016","342,884","1,314,580",45,"1,705","159,079","901,352"
477113059,47,71,13,59,99,479913059,Tramping Lake No. 380 - (CCS),105,"1,422","170,801","941,844",85,"1,421","173,291","956,943",25,"1,426","162,189","889,625"
477113064,47,71,13,64,99,479913064,Reford No. 379 - (CCS),155,"1,126","118,569","631,376",115,937,"87,853","512,640",40,"1,660","205,344","966,805"
477113068,47,71,13,68,99,479913068,Buffalo No. 409 - (CCS),230,"1,293","144,134","788,065",165,"1,152","121,633","689,932",65,"1,621","196,636","1,017,041"
477113072,47,71,13,72,99,479913072,Round Valley No. 410 - (CCS),135,"1,348","127,555","685,582",95,"1,212","96,049","583,537",40,"1,682","205,110","936,769"
477113076,47,71,13,76,99,479913076,Senlac No. 411 - (CCS),95,"2,396","139,813","906,552",65,"2,293","104,041","687,628",25,"2,639","224,133","1,422,588"
478000000,47,80,0,0,80,478000000,Agricultural Region 8A - (CAR),"2,770",926,"106,408","568,619","1,915",808,"88,247","486,341",855,"1,190","147,221","753,529"
478014001,47,80,14,1,99,479914001,Hudson Bay No. 394 - (CCS),260,742,"54,519","391,993",195,678,"46,740","340,845",65,935,"78,098","547,035"
478014006,47,80,14,6,99,479914006,Porcupine No. 395 - (CCS),305,954,"97,950","536,748",225,835,"77,517","448,913",85,"1,266","151,708","767,838"
478014034,47,80,14,34,99,479914034,Barrier Valley No. 397 - (CCS),155,"1,075","82,087","507,810",95,"1,013","70,711","452,848",65,"1,173","99,702","592,913"
478014035,47,80,14,35,99,479914035,Pleasantdale No. 398 - (CCS),165,"1,062","105,267","586,373",120,870,"87,793","506,215",40,"1,623","156,439","821,121"
478014038,47,80,14,38,99,479914038,Bjorkdale No. 426 - (CCS),280,953,"76,941","438,635",180,803,"56,964","350,320",100,"1,234","114,424","604,339"
478014043,47,80,14,43,99,479914043,Tisdale No. 427 - (CCS),205,"1,020","140,224","751,145",140,834,"106,869","596,714",65,"1,412","210,471","1,076,385"
478014047,47,80,14,47,99,479914047,Star City No. 428 - (CCS),235,888,"141,944","696,196",170,765,"124,860","619,268",70,"1,174","181,888","876,055"
478014053,47,80,14,53,99,479914053,Willow Creek No. 458 - (CCS),210,931,"109,961","621,029",145,766,"91,951","516,357",65,"1,282","148,400","844,433"
478014056,47,80,14,56,99,479914056,Connaught No. 457 - (CCS),200,"1,060","156,112","782,005",135,819,"117,884","599,407",70,"1,546","233,139","1,149,926"
478014059,47,80,14,59,99,479914059,Arborfield No. 456 - (CCS),175,918,"114,390","593,248",130,846,"100,961","539,893",50,"1,116","150,960","738,554"
478014067,47,80,14,67,99,479914067,Moose Range No. 486 - (CCS),350,825,"108,944","509,848",250,804,"103,422","494,524",105,874,"122,316","546,955"
478014072,47,80,14,72,99,479914072,Nipawin No. 487 - (CCS),225,853,"105,510","536,342",145,791,"83,240","459,658",85,960,"143,422","666,887"
478100000,47,81,0,0,81,478100000,Agricultural Region 8B - (CAR),"2,725",927,"115,767","636,513","1,920",821,"99,290","555,743",800,"1,182","155,253","830,079"
478115001,47,81,15,1,99,479915001,St. Peter No. 369 - (CCS),245,854,"127,060","637,469",165,761,"109,268","587,010",80,"1,046","163,755","741,542"
478115007,47,81,15,7,99,479915007,Humboldt No. 370 - (CCS),225,897,"108,709","656,278",155,662,"74,995","491,548",75,"1,373","177,034","990,130"
478115011,47,81,15,11,99,479915011,Bayne No. 371 - (CCS),215,968,"106,883","586,764",155,897,"99,400","545,953",60,"1,159","127,009","696,532"
478115014,47,81,15,14,99,479915014,Grant No. 372 - (CCS),175,933,"99,217","555,718",130,893,"98,012","539,952",45,"1,047","102,699","601,265"
478115018,47,81,15,18,99,479915018,Aberdeen No. 373 - (CCS),165,992,"117,834","716,429",115,968,"107,080","666,467",50,"1,044","141,825","827,881"
478115036,47,81,15,36,99,479915036,Fish Creek No. 402 - (CCS),140,778,"64,496","488,345",105,751,"58,684","466,741",35,853,"81,285","550,757"
478115039,47,81,15,39,99,479915039,Hoodoo No. 401 - (CCS),220,954,"126,826","671,425",150,744,"113,762","556,234",70,"1,423","155,879","927,597"
478115044,47,81,15,44,99,479915044,Three Lakes No. 400 - (CCS),195,904,"95,161","555,805",145,814,"83,399","496,863",50,"1,156","128,143","721,074"
478115048,47,81,15,48,99,479915048,Lake Lenore No. 399 - (CCS),140,"1,191","122,205","712,059",100,"1,051","100,487","604,416",40,"1,519","172,881","963,225"
478115051,47,81,15,51,99,479915051,Flett's Springs No. 429 - (CCS),205,"1,026","174,606","913,189",130,882,"138,265","748,046",70,"1,280","238,939","1,205,537"
478115054,47,81,15,54,99,479915054,Invergordon No. 430 - (CCS),195,935,"114,048","561,635",145,792,"101,477","480,918",50,"1,374","152,549","808,832"
478115057,47,81,15,57,99,479915057,St. Louis No. 431 - (CCS),215,893,"123,655","628,095",155,852,"104,930","582,943",60,996,"171,092","742,480"
478115067,47,81,15,67,99,479915067,Birch Hills No. 460 - (CCS),175,760,"108,386","624,966",120,669,"94,234","550,992",60,944,"136,933","774,190"
478115071,47,81,15,71,99,479915071,Kinistino No. 459 - (CCS),220,934,"111,472","575,092",165,834,"98,189","496,464",55,"1,221","149,900","802,551"
479000000,47,90,0,0,90,479000000,Agricultural Region 9A - (CAR),"4,440","1,039","91,898","555,950","3,135",984,"82,394","505,063","1,305","1,173","114,765","678,384"
479014077,47,90,14,77,99,479914077,Torch River No. 488 - (CCS),480,834,"80,554","459,614",345,791,"74,973","431,240",135,945,"94,987","533,001"
479015061,47,90,15,61,99,479915061,Duck Lake No. 463 - (CCS),165,"1,033","105,392","539,160",110,847,"89,848","464,718",50,"1,409","136,768","689,422"
479015064,47,90,15,64,99,479915064,Prince Albert No. 461 - (CCS),355,742,"79,941","506,467",255,705,"73,981","461,080",100,834,"94,988","621,058"
479015079,47,90,15,79,99,479915079,Garden River No. 490 - (CCS),160,929,"97,184","537,201",110,907,"93,173","495,248",55,976,"105,833","627,687"
479015094,47,90,15,94,99,479915094,Buckland No. 491 - (CCS),245,585,"79,204","474,683",165,548,"73,982","412,507",80,661,"89,843","601,339"
479015099,47,90,15,99,99,479915099,Paddockwood No. 520 - (CCS),165,898,"69,501","434,224",105,960,"72,698","438,472",60,788,"63,854","426,718"
479016005,47,90,16,5,99,479916005,Mayfield No. 406 - (CCS),135,"1,346","137,424","834,594",95,"1,267","120,607","747,197",40,"1,530","176,390","1,037,099"
479016008,47,90,16,8,99,479916008,Great Bend No. 405 - (CCS),155,"1,304","111,920","677,154",105,"1,269","101,782","643,538",55,"1,374","131,811","743,118"
479016013,47,90,16,13,99,479916013,Blaine Lake No. 434 - (CCS),145,"1,013","93,767","697,892",100,922,"84,064","633,832",45,"1,209","114,897","837,402"
479016018,47,90,16,18,99,479916018,Redberry No. 435 - (CCS),195,"1,039","82,389","551,629",145,840,"55,029","405,556",50,"1,595","158,681","958,946"
479016023,47,90,16,23,99,479916023,Douglas No. 436 - (CCS),155,"1,223","114,218","670,785",115,"1,102","102,678","576,623",35,"1,617","151,721","976,811"
479016028,47,90,16,28,99,479916028,North Battleford No. 437 - (CCS),220,961,"94,241","613,052",170,917,"80,927","563,316",45,"1,120","141,947","791,271"
479016033,47,90,16,33,99,479916033,Round Hill No. 467 - (CCS),135,"1,360","97,037","546,909",100,"1,364","83,823","530,239",35,"1,349","134,479","594,141"
479016038,47,90,16,38,99,479916038,Meeting Lake No. 466 - (CCS),145,"1,592","85,133","602,032",100,"1,590","67,635","548,481",40,"1,596","126,377","728,259"
479016041,47,90,16,41,99,479916041,Leask No. 464 - (CCS),205,"1,599","132,322","763,520",135,"1,680","129,223","737,604",75,"1,447","138,133","812,111"
479016046,47,90,16,46,99,479916046,Shellbrook No. 493 - (CCS),275,999,"109,882","589,161",185,921,"90,331","514,499",85,"1,174","153,124","754,298"
479016051,47,90,16,51,99,479916051,Canwood No. 494 - (CCS),390,"1,000","80,056","476,827",280,994,"79,770","462,618",105,"1,016","80,806","514,141"
479016056,47,90,16,56,99,479916056,Spiritwood No. 496 - (CCS),390,"1,336","99,680","624,665",270,"1,145","82,049","546,274",115,"1,782","140,719","807,129"
479016062,47,90,16,62,99,479916062,Medstead No. 497 - (CCS),170,"1,004","85,861","482,236",120,"1,008","87,559","465,422",45,992,"81,431","526,100"
479016075,47,90,16,75,99,479916075,Big River No. 555 - (CCS),165,710,"39,221","325,149",120,751,"39,607","304,689",45,597,"38,169","380,948"
479100000,47,91,0,0,91,479100000,Agricultural Region 9B - (CAR),"3,105","1,349","114,083","744,267","2,090","1,203","101,419","655,944","1,015","1,647","140,046","925,336"
479112078,47,91,12,78,99,479912078,Battle River No. 438 - (CCS),260,"1,180","121,631","708,230",185,"1,118","117,492","651,208",75,"1,326","131,344","842,014"
479113079,47,91,13,79,99,479913079,Manitou Lake No. 442 - (CCS),140,"1,455","139,232","887,465",90,"1,220","115,082","706,667",50,"1,902","185,069","1,230,614"
479113092,47,91,13,92,99,479913092,Hillsdale No. 440 - (CCS),135,"1,698","178,354","953,627",85,"1,525","158,635","804,617",50,"2,015","214,434","1,226,283"
479113096,47,91,13,96,99,479913096,Cut Knife No. 439 - (CCS),110,"1,892","199,022","1,208,789",80,"1,766","162,302","1,090,352",30,"2,240","300,318","1,535,509"
479117001,47,91,17,1,99,479917001,Meota No. 468 - (CCS),150,"1,109","126,482","684,162",105,960,"110,329","580,156",40,"1,514","170,498","967,581"
479117008,47,91,17,8,99,479917008,Turtle River No. 469 - (CCS),130,"1,118","85,235","592,669",90,948,"69,633","495,844",40,"1,488","119,101","802,851"
479117013,47,91,17,13,99,479917013,Paynton No. 470 - (CCS),65,"1,623","109,467","784,072",50,"1,811","103,070","817,160",20,"1,129","126,300","696,998"
479117017,47,91,17,17,99,479917017,Eldon No. 471 - (CCS),180,"1,382","136,446","914,376",115,"1,245","127,248","810,669",65,"1,628","152,860","1,099,452"
479117022,47,91,17,22,99,479917022,Wilton No. 472 - (CCS),245,"1,037","112,470","819,110",165,876,"90,654","704,077",80,"1,365","156,920","1,053,491"
479117028,47,91,17,28,99,479917028,Britannia No. 502 - (CCS),220,"1,070","117,148","823,014",130,927,"98,603","712,661",90,"1,285","144,967","988,544"
479117032,47,91,17,32,99,479917032,Frenchman Butte No. 501 - (CCS),265,"1,778","140,775","890,033",170,"1,467","131,564","772,102",90,"2,361","158,085","1,111,638"
479117045,47,91,17,45,99,479917045,Mervin No. 499 - (CCS),265,"1,125","103,000","590,906",185,"1,077","96,429","560,750",80,"1,231","117,665","658,206"
479117047,47,91,17,47,99,479917047,Parkdale No. 498 - (CCS),155,"1,565","118,068","704,033",105,"1,442","104,362","598,938",50,"1,817","146,019","918,345"
479117054,47,91,17,54,99,479917054,Meadow Lake No. 588 - (CCS),410,"1,111","69,306","556,065",285,"1,075","62,583","520,001",125,"1,192","84,393","636,997"
479117056,47,91,17,56,99,479917056,Loon Lake No. 561 - (CCS),185,"1,466","77,110","583,025",125,"1,308","80,683","572,842",60,"1,799","69,541","604,599"
479117062,47,91,17,62,99,479917062,Beaver River No. 622 - (CCS),190,"1,825","88,410","671,121",115,"1,388","67,654","506,774",75,"2,542","122,427","940,469"
480000000,48,0,0,0,0,480000000,Alberta,"53,655",970,"184,885","1,029,903","32,255",980,"203,856","1,014,890","21,395",955,"156,285","1,052,537"
481000000,48,10,0,0,10,481000000,Agricultural Region 1 - (CAR),"3,125","2,885","242,957","1,444,163","2,075","2,628","241,303","1,356,232","1,045","3,394","246,232","1,618,262"
481001000,48,10,1,0,10,481001000,Division No.  1 - (CD),"1,635","2,580","244,419","1,484,263","1,085","2,453","231,970","1,395,194",550,"2,830","269,002","1,660,135"
481001003,48,10,1,3,10,481001003,Cypress County - (CCS),950,"2,602","213,437","1,337,504",600,"2,494","196,824","1,236,142",345,"2,791","242,390","1,514,157"
481001008,48,10,1,8,10,481001008,Forty Mile County No. 8 - (CCS),690,"2,548","287,217","1,686,992",485,"2,402","275,847","1,593,762",205,"2,895","314,137","1,907,726"
481004000,48,10,4,0,10,481004000,Division No.  4 - (CD),"1,485","3,221","241,347","1,400,044",990,"2,821","251,551","1,313,449",500,"4,017","221,084","1,572,018"
481004004,48,10,4,4,10,481004004,Special Area No. 2 - (CCS),570,"3,621","344,959","1,633,207",365,"3,219","424,213","1,648,251",205,"4,333","204,533","1,606,552"
481004012,48,10,4,12,10,481004012,Special Area No. 3 - (CCS),575,"3,021","150,004","1,155,242",400,"2,592","118,511","1,009,174",175,"4,013","222,818","1,492,970"
481004020,48,10,4,20,10,481004020,Special Area No. 4 - (CCS),340,"2,892","221,458","1,420,848",220,"2,582","207,776","1,311,248",120,"3,476","247,214","1,627,153"
482000000,48,20,0,0,20,482000000,Agricultural Region 2 - (CAR),"6,205","1,313","533,175","1,664,717","4,000","1,365","634,159","1,686,292","2,205","1,220","349,771","1,625,534"
482002000,48,20,2,0,20,482002000,Division No.  2 - (CD),"3,330","1,282","718,425","1,751,628","2,195","1,419","868,707","1,816,546","1,130","1,014","425,974","1,625,299"
482002001,48,20,2,1,20,482002001,Warner County No. 5 - (CCS),570,"1,924","299,198","1,735,496",405,"1,960","300,675","1,755,428",160,"1,834","295,471","1,685,233"
482002011,48,20,2,11,20,482002011,Lethbridge County - (CCS),"1,080",679,"1,177,359","1,973,614",710,686,"1,409,831","1,998,820",370,667,"727,575","1,924,847"
482002021,48,20,2,21,20,482002021,Taber - (CCS),840,"1,185","497,054","1,661,285",575,"1,249","564,336","1,674,932",265,"1,044","350,558","1,631,571"
482002031,48,20,2,31,20,482002031,Newell County No. 4 - (CCS),840,"1,719","633,244","1,567,666",505,"2,214","910,299","1,770,406",335,977,"217,663","1,263,556"
482005000,48,20,5,0,20,482005000,Division No.  5 - (CD),"2,875","1,350","318,671","1,564,082","1,805","1,299","347,938","1,527,343","1,070","1,436","269,521","1,625,781"
482005001,48,20,5,1,20,482005001,Vulcan County - (CCS),705,"1,846","301,809","1,721,215",475,"1,815","334,793","1,707,123",230,"1,911","233,116","1,750,562"
482005012,48,20,5,12,20,482005012,Wheatland County - (CCS),930,"1,208","458,627","1,718,815",565,"1,184","564,818","1,744,592",370,"1,245","296,758","1,679,523"
482005031,48,20,5,31,20,482005031,Starland County - (CCS),405,"1,526","197,428","1,366,971",235,"1,400","195,114","1,316,449",175,"1,697","200,554","1,435,220"
482005041,48,20,5,41,20,482005041,Kneehill County - (CCS),830,"1,001","234,305","1,351,203",530,909,"195,056","1,224,452",300,"1,161","302,926","1,572,808"
483000000,48,30,0,0,30,483000000,Agricultural Region 3 - (CAR),"7,125",872,"188,379","1,487,879","4,250",922,"215,199","1,515,704","2,870",798,"148,713","1,446,727"
483003000,48,30,3,0,30,483003000,Division No.  3 - (CD),"2,040","1,307","267,533","1,655,074","1,270","1,296","287,145","1,624,907",775,"1,325","235,445","1,704,430"
483003001,48,30,3,1,30,483003001,Cardston County - (CCS),630,"1,419","228,145","1,640,037",435,"1,395","237,226","1,705,483",195,"1,471","207,897","1,494,118"
483003011,48,30,3,11,30,483003011,Pincher Creek No. 9 - (CCS),520,"1,287","329,392","1,801,646",295,"1,353","443,396","1,809,928",230,"1,202","184,656","1,791,131"
483003018,48,30,3,18,30,483003018,Willow Creek No. 26 - (CCS),890,"1,239","259,247","1,579,632",540,"1,184","242,969","1,459,346",350,"1,324","284,387","1,765,404"
483006000,48,30,6,0,30,483006000,Division No.  6 - (CD),"4,940",610,"157,063","1,397,500","2,880",647,"187,716","1,445,403","2,065",559,"114,230","1,330,562"
483006001,48,30,6,1,30,483006001,Foothills No. 31 - (CCS),"1,335",686,"214,844","1,578,166",785,782,"290,627","1,762,729",545,547,"105,811","1,312,625"
483006014,48,30,6,14,30,483006014,Rocky View No. 44 - (CCS),"1,625",662,"143,478","1,581,999",950,677,"153,816","1,556,636",680,642,"129,001","1,617,515"
483006016,48,30,6,16,30,483006016,Calgary - (CCS),135,595,"369,310","1,824,759",110,584,"423,353","1,825,596",20,649,"96,635","1,820,540"
483006028,48,30,6,28,30,483006028,Mountain View County - (CCS),"1,850",512,"112,049","1,074,274","1,035",525,"115,173","1,061,083",815,495,"108,085","1,091,010"
483015000,48,30,15,0,30,483015000,Division No. 15 - (CD),140,"3,801","137,793","2,248,612",105,"4,054","95,633","2,149,337",35,"3,111","252,880","2,519,605"
483015015,48,30,15,15,30,483015015,Bighorn No. 8 - (CCS),50,"3,128","69,353","1,991,794",30,"3,415","65,850","1,864,064",20,"2,683","74,782","2,189,776"
483015045,48,30,15,45,30,483015045,Ranchland No. 66 - (CCS),90,"4,196","177,913","2,399,160",70,"4,337","108,822","2,275,672",15,"3,614","462,407","2,907,639"
484000000,48,40,0,0,40,484000000,Agricultural Region 4A - (CAR),"3,320","1,393","197,357","1,153,119","2,050","1,329","188,595","1,102,965","1,265","1,497","211,601","1,234,644"
484007000,48,40,7,0,40,484007000,Division No.  7 - (CD),"3,315","1,393","197,357","1,153,119","2,055","1,329","188,595","1,102,965","1,260","1,497","211,601","1,234,644"
484007001,48,40,7,1,40,484007001,Provost No. 52 - (CCS),495,"1,809","278,062","1,279,281",340,"1,663","291,608","1,232,142",155,"2,136","247,581","1,385,344"
484007011,48,40,7,11,40,484007011,Paintearth County No. 18 - (CCS),495,"1,601","178,142","1,027,638",315,"1,485","152,923","936,512",180,"1,802","222,137","1,186,602"
484007019,48,40,7,19,40,484007019,Stettler County No. 6 - (CCS),880,"1,126","165,113","1,055,627",505,"1,113","163,304","1,059,516",370,"1,143","167,561","1,050,367"
484007031,48,40,7,31,40,484007031,Flagstaff County - (CCS),850,"1,162","181,678","1,192,971",545,"1,096","164,192","1,123,593",300,"1,282","213,187","1,317,989"
484007049,48,40,7,49,40,484007049,Wainwright No. 61 - (CCS),600,"1,597","216,242","1,239,301",345,"1,539","194,660","1,157,490",255,"1,676","245,556","1,350,422"
484100000,48,41,0,0,41,484100000,Agricultural Region 4B - (CAR),"5,690",830,"134,685","841,963","3,625",816,"134,787","819,606","2,065",854,"134,507","881,133"
484110000,48,41,10,0,41,484110000,Division No. 10 - (CD),"5,690",830,"134,685","841,963","3,625",816,"134,787","819,606","2,070",854,"134,507","881,133"
484110001,48,41,10,1,41,484110001,Camrose County No. 22 - (CCS),"1,240",669,"139,180","896,944",710,676,"129,228","861,616",530,660,"152,487","944,180"
484110016,48,41,10,16,41,484110016,Beaver County - (CCS),875,820,"123,027","807,603",555,856,"130,196","836,967",320,758,"110,709","757,148"
484110026,48,41,10,26,41,484110026,Minburn County No. 27 - (CCS),740,956,"127,987","876,642",500,930,"121,119","846,427",245,"1,011","142,267","939,453"
