areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BAGEDIS01,CAGEDIS02,DAGEDIS03,ATOTAL1,BAGEDIS011,CAGEDIS021,DAGEDIS031,ATOTAL2,BAGEDIS012,CAGEDIS022,DAGEDIS032
473207066,47,32,7,66,99,479907066,King George No. 256 - (CCS),135,20,60,50,60,10,30,20,70,10,30,30
473207067,47,32,7,67,99,479907067,Coteau No. 255 - (CCS),155,20,75,60,100,10,45,45,55,10,30,15
473007071,47,30,7,71,99,479907071,Maple Bush No. 224 - (CCS),110,10,60,40,55,5,30,20,60,5,30,20
476107076,47,61,7,76,99,479907076,Huron No. 223 - (CCS),100,20,40,45,60,10,25,25,45,10,15,20
476007091,47,60,7,91,99,479907091,Craik No. 222 - (CCS),160,20,90,50,110,15,60,30,50,5,30,20
470008000,47,0,8,0,99,479908000,Division No.  8 - (CD),"3,995",395,"2,135","1,470","2,065",220,"1,025",820,"1,930",170,"1,110",650
473208001,47,32,8,1,99,479908001,Swift Current No. 137 - (CCS),420,60,195,165,220,30,95,95,200,30,100,65
473208006,47,32,8,6,99,479908006,Webb No. 138 - (CCS),200,25,90,85,105,15,30,50,95,5,55,30
474108009,47,41,8,9,99,479908009,Gull Lake No. 139 - (CCS),140,20,70,50,60,15,30,20,75,5,45,30
474108016,47,41,8,16,99,479908016,Big Stick No. 141 - (CCS),125,15,65,40,55,5,25,25,65,5,35,15
474108021,47,41,8,21,99,479908021,Enterprise No. 142 - (CCS),130,25,80,30,60,10,35,15,70,10,45,15
474108024,47,41,8,24,99,479908024,Fox Valley No. 171 - (CCS),195,20,115,55,100,15,55,35,95,10,60,25
474108028,47,41,8,28,99,479908028,Pittville No. 169 - (CCS),160,10,90,65,90,10,40,45,75,0,50,20
473208031,47,32,8,31,99,479908031,Riverside No. 168 - (CCS),255,20,135,105,145,10,65,65,110,5,70,35
473208038,47,32,8,38,99,479908038,Saskatchewan Landing No. 167 - (CCS),190,20,95,75,90,10,50,30,105,15,50,45
473208042,47,32,8,42,99,479908042,Lacadena No. 228 - (CCS),370,20,180,165,200,15,95,90,170,10,90,75
474108046,47,41,8,46,99,479908046,Miry Creek No. 229 - (CCS),210,20,125,65,105,15,55,35,105,5,70,25
474108053,47,41,8,53,99,479908053,Clinworth No. 230 - (CCS),160,5,95,60,85,0,55,25,75,5,40,35
474108056,47,41,8,56,99,479908056,Happyland No. 231 - (CCS),270,20,170,80,175,10,105,60,100,10,60,25
474108061,47,41,8,61,99,479908061,Deer Forks No. 232 - (CCS),110,10,60,35,55,5,30,20,55,5,30,15
477008065,47,70,8,65,99,479908065,Chesterfield No. 261 - (CCS),275,25,150,95,135,15,65,60,140,15,85,40
477008071,47,70,8,71,99,479908071,Newcombe No. 260 - (CCS),160,15,90,55,80,10,40,30,80,5,50,30
477008074,47,70,8,74,99,479908074,Snipe Lake No. 259 - (CCS),335,30,160,150,175,20,80,75,165,10,85,70
473208092,47,32,8,92,99,479908092,Monet No. 257 - (CCS),280,20,155,105,140,15,70,55,135,10,85,45
470009000,47,0,9,0,99,479909000,Division No.  9 - (CD),"4,055",450,"1,955","1,655","2,235",210,"1,015","1,010","1,820",240,940,640
475009001,47,50,9,1,99,479909001,Calder No. 241 - (CCS),200,30,95,85,130,10,65,55,70,15,30,25
475009006,47,50,9,6,99,479909006,Wallace No. 243 - (CCS),305,20,150,130,155,10,70,75,150,10,80,60
475009011,47,50,9,11,99,479909011,Orkney No. 244 - (CCS),360,45,180,135,205,20,110,75,155,25,70,60
475009019,47,50,9,19,99,479909019,Garry No. 245 - (CCS),225,30,110,90,130,10,65,55,100,20,45,40
475109023,47,51,9,23,99,479909023,Insinger No. 275 - (CCS),235,25,110,95,150,15,65,65,85,10,45,30
475109029,47,51,9,29,99,479909029,Good Lake No. 274 - (CCS),220,20,115,85,130,10,60,55,90,10,50,30
475109033,47,51,9,33,99,479909033,Sliding Hills No. 273 - (CCS),240,20,125,95,145,15,60,70,100,10,65,25
475109037,47,51,9,37,99,479909037,Cote No. 271 - (CCS),220,20,115,90,130,10,65,55,90,10,50,30
475109042,47,51,9,42,99,479909042,St. Philips No. 301 - (CCS),155,10,65,80,95,5,35,55,60,5,30,20
475109046,47,51,9,46,99,479909046,Keys No. 303 - (CCS),155,20,70,65,85,5,35,40,70,15,35,25
475109049,47,51,9,49,99,479909049,Buchanan No. 304 - (CCS),240,30,115,100,135,15,50,65,110,15,60,35
475109054,47,51,9,54,99,479909054,Invermay No. 305 - (CCS),215,30,100,90,125,10,55,60,90,15,50,30
475109060,47,51,9,60,99,479909060,Hazel Dell No. 335 - (CCS),285,25,145,115,140,15,60,65,145,15,85,50
475109062,47,51,9,62,99,479909062,Preeceville No. 334 - (CCS),475,50,220,205,210,25,90,105,260,25,130,100
475109067,47,51,9,67,99,479909067,Clayton No. 333 - (CCS),340,45,165,125,180,20,85,75,160,25,80,55
475109075,47,51,9,75,99,479909075,Livingston No. 331 - (CCS),180,25,90,70,100,10,45,45,80,10,45,20
470010000,47,0,10,0,99,479910000,Division No. 10 - (CD),"3,235",370,"1,595","1,275","1,830",190,890,755,"1,400",175,710,520
475010003,47,50,10,3,99,479910003,Ituna Bon Accord No. 246 - (CCS),245,35,115,95,155,20,65,65,95,15,50,30
475010008,47,50,10,8,99,479910008,Kellross No. 247 - (CCS),235,30,110,100,135,10,65,60,100,15,40,40
475010014,47,50,10,14,99,479910014,Touchwood No. 248 - (CCS),195,30,90,80,105,15,45,45,95,10,45,40
476010021,47,60,10,21,99,479910021,Mount Hope No. 279 - (CCS),275,25,145,110,160,15,80,55,120,10,65,50
475110026,47,51,10,26,99,479910026,Kutawa No. 278 - (CCS),130,15,60,55,70,5,30,35,60,10,30,20
475110031,47,51,10,31,99,479910031,Emerald No. 277 - (CCS),265,35,115,110,145,20,65,65,115,20,50,45
475110036,47,51,10,36,99,479910036,Foam Lake No. 276 - (CCS),350,35,180,135,185,20,95,75,170,20,85,60
475110041,47,51,10,41,99,479910041,Elfros No. 307 - (CCS),205,20,105,80,125,10,55,60,80,10,50,20
475110046,47,51,10,46,99,479910046,Big Quill No. 308 - (CCS),245,20,130,85,140,15,75,55,105,10,55,35
476010052,47,60,10,52,99,479910052,Prairie Rose No. 309 - (CCS),175,20,95,65,85,15,45,30,90,10,45,35
476010056,47,60,10,56,99,479910056,Leroy No. 339 - (CCS),245,25,140,80,135,10,70,60,110,10,75,25
475110061,47,51,10,61,99,479910061,Lakeside No. 338 - (CCS),155,20,90,50,90,10,55,30,65,10,35,20
475110066,47,51,10,66,99,479910066,Lakeview No. 337 - (CCS),205,20,80,100,115,15,40,60,85,10,40,40
475110071,47,51,10,71,99,479910071,Sasman No. 336 - (CCS),300,40,130,125,180,20,90,70,120,15,45,55
470011000,47,0,11,0,99,479911000,Division No. 11 - (CD),"4,775",575,"2,550","1,655","2,375",245,"1,215",915,"2,395",330,"1,330",735
476011003,47,60,11,3,99,479911003,Last Mountain Valley No. 250 - (CCS),210,30,110,75,100,15,50,40,115,15,60,35
476011006,47,60,11,6,99,479911006,Big Arm No. 251 - (CCS),150,20,75,50,70,5,30,35,80,15,50,15
476011011,47,60,11,11,99,479911011,Arm River No. 252 - (CCS),145,25,60,55,90,15,40,35,55,10,20,20
476111016,47,61,11,16,99,479911016,Willner No. 253 - (CCS),155,15,90,50,85,10,45,30,70,5,45,15
476111018,47,61,11,18,99,479911018,Loreburn No. 254 - (CCS),225,35,115,80,125,15,60,50,110,15,55,30
476111026,47,61,11,26,99,479911026,Rudy No. 284 - (CCS),235,35,125,75,125,15,70,40,105,20,55,30
476111031,47,61,11,31,99,479911031,Rosedale No. 283 - (CCS),210,15,115,80,120,10,65,45,95,5,55,35
476011034,47,60,11,34,99,479911034,McCraney No. 282 - (CCS),200,30,85,85,125,15,55,50,75,15,30,30
476011039,47,60,11,39,99,479911039,Wood Creek No. 281 - (CCS),155,20,85,50,75,5,35,40,80,15,50,15
476011042,47,60,11,42,99,479911042,Wreford No. 280 - (CCS),125,10,55,50,70,10,35,30,50,0,25,25
476011046,47,60,11,46,99,479911046,Usborne No. 310 - (CCS),205,20,125,60,100,5,65,30,110,15,60,30
476011052,47,60,11,52,99,479911052,Morris No. 312 - (CCS),205,25,110,70,110,15,55,45,95,15,60,25
476011059,47,60,11,59,99,479911059,Lost River No. 313 - (CCS),120,15,55,45,55,5,30,20,60,5,25,20
476111061,47,61,11,61,99,479911061,Dundurn No. 314 - (CCS),130,10,70,50,50,5,25,20,80,10,40,30
476111065,47,61,11,65,99,479911065,Corman Park No. 344 - (CCS),"1,455",175,810,470,645,60,355,235,810,110,455,235
476011069,47,60,11,69,99,479911069,Blucher No. 343 - (CCS),265,20,145,100,135,5,70,60,130,20,75,40
476011076,47,60,11,76,99,479911076,Colonsay No. 342 - (CCS),140,10,85,50,80,5,40,35,60,5,45,15
476011091,47,60,11,91,99,479911091,Viscount No. 341 - (CCS),225,25,125,80,105,10,55,30,125,15,65,50
476011096,47,60,11,96,99,479911096,Wolverine No. 340 - (CCS),225,30,120,80,110,10,55,45,110,15,60,35
470012000,47,0,12,0,99,479912000,Division No. 12 - (CD),"3,180",425,"1,625","1,130","1,560",205,740,615,"1,615",220,875,520
477012001,47,70,12,1,99,479912001,Pleasant Valley No. 288 - (CCS),175,25,85,65,80,10,40,30,90,10,50,35
477012004,47,70,12,4,99,479912004,St. Andrews No. 287 - (CCS),230,35,110,80,125,20,60,45,105,20,50,35
476112011,47,61,12,11,99,479912011,Milden No. 286 - (CCS),165,20,75,70,75,10,30,30,95,15,50,35
476112020,47,61,12,20,99,479912020,Fertile Valley No. 285 - (CCS),245,30,130,85,135,20,60,60,110,10,70,30
476112026,47,61,12,26,99,479912026,Montrose No. 315 - (CCS),215,40,120,55,85,10,50,25,125,25,70,35
476112029,47,61,12,29,99,479912029,Harris No. 316 - (CCS),155,10,90,50,70,10,30,30,80,5,55,20
477012034,47,70,12,34,99,479912034,Marriott No. 317 - (CCS),185,25,100,60,95,15,50,30,95,10,50,25
477012038,47,70,12,38,99,479912038,Mountain View No. 318 - (CCS),170,20,80,65,85,10,35,35,85,10,45,35
477112042,47,71,12,42,99,479912042,Biggar No. 347 - (CCS),340,50,165,125,190,25,80,80,150,25,80,45
476112050,47,61,12,50,99,479912050,Perdue No. 346 - (CCS),185,35,85,60,85,10,45,30,95,20,45,35
476112054,47,61,12,54,99,479912054,Vanscoy No. 345 - (CCS),385,55,210,120,150,15,75,65,230,35,135,55
476112064,47,61,12,64,99,479912064,Eagle Creek No. 376 - (CCS),175,15,80,80,90,5,45,35,85,5,35,40
477112069,47,71,12,69,99,479912069,Glenside No. 377 - (CCS),125,20,60,50,75,10,30,35,50,10,35,10
477112072,47,71,12,72,99,479912072,Rosemount No. 378 - (CCS),95,10,50,30,45,5,20,20,50,10,30,10
479112078,47,91,12,78,99,479912078,Battle River No. 438 - (CCS),335,40,170,125,180,25,95,65,155,15,75,55
470013000,47,0,13,0,99,479913000,Division No. 13 - (CD),"3,550",430,"1,910","1,215","1,920",240,995,680,"1,635",190,910,535
477013006,47,70,13,6,99,479913006,Kindersley No. 290 - (CCS),425,50,240,140,210,30,100,80,215,20,135,60
477013011,47,70,13,11,99,479913011,Milton No. 292 - (CCS),110,15,75,25,55,5,40,10,55,5,40,15
477013016,47,70,13,16,99,479913016,Antelope Park No. 322 - (CCS),80,15,35,35,50,10,20,25,30,0,20,10
477013019,47,70,13,19,99,479913019,Prairiedale No. 321 - (CCS),85,15,35,35,45,5,20,20,35,5,15,15
477013024,47,70,13,24,99,479913024,Oakdale No. 320 - (CCS),160,20,75,60,90,10,40,35,75,10,35,30
477013028,47,70,13,28,99,479913028,Winslow No. 319 - (CCS),185,25,95,65,100,10,45,35,90,10,50,35
477113032,47,71,13,32,99,479913032,Grandview No. 349 - (CCS),170,25,90,55,100,10,50,30,70,10,40,20
477113038,47,71,13,38,99,479913038,Mariposa No. 350 - (CCS),130,10,75,40,80,5,50,25,45,5,25,20
477113041,47,71,13,41,99,479913041,Progress No. 351 - (CCS),190,20,95,70,100,10,55,35,90,10,40,35
477113046,47,71,13,46,99,479913046,Heart's Hill No. 352 - (CCS),155,20,70,60,80,10,40,30,70,10,35,25
477113049,47,71,13,49,99,479913049,Eye Hill No. 382 - (CCS),220,30,120,80,125,15,65,45,95,10,50,35
477113056,47,71,13,56,99,479913056,Grass Lake No. 381 - (CCS),210,15,110,80,120,10,70,35,90,10,35,45
477113059,47,71,13,59,99,479913059,Tramping Lake No. 380 - (CCS),125,15,65,45,85,10,40,35,45,0,30,10
477113064,47,71,13,64,99,479913064,Reford No. 379 - (CCS),195,30,95,65,115,15,55,40,80,15,40,25
477113068,47,71,13,68,99,479913068,Buffalo No. 409 - (CCS),300,45,170,85,160,25,85,50,140,15,85,40
477113072,47,71,13,72,99,479913072,Round Valley No. 410 - (CCS),175,20,90,70,95,10,40,35,80,5,40,30
477113076,47,71,13,76,99,479913076,Senlac No. 411 - (CCS),125,5,75,40,65,5,40,20,60,0,35,15
479113079,47,91,13,79,99,479913079,Manitou Lake No. 442 - (CCS),195,25,100,70,95,5,50,30,100,15,50,35
479113092,47,91,13,92,99,479913092,Hillsdale No. 440 - (CCS),175,20,90,70,85,10,35,40,95,10,55,25
479113096,47,91,13,96,99,479913096,Cut Knife No. 439 - (CCS),140,10,95,35,75,10,55,15,65,5,40,20
470014000,47,0,14,0,99,479914000,Division No. 14 - (CD),"4,980",605,"2,390","1,985","2,635",290,"1,190","1,160","2,345",320,"1,200",825
478014001,47,80,14,1,99,479914001,Hudson Bay No. 394 - (CCS),330,35,140,150,195,20,80,100,130,25,60,50
478014006,47,80,14,6,99,479914006,Porcupine No. 395 - (CCS),385,55,180,150,220,25,90,105,165,30,85,45
475114021,47,51,14,21,99,479914021,Kelvington No. 366 - (CCS),220,20,110,85,115,10,55,50,105,10,55,40
475114023,47,51,14,23,99,479914023,Ponass Lake No. 367 - (CCS),280,40,130,120,155,25,65,70,120,10,60,50
475114026,47,51,14,26,99,479914026,Spalding No. 368 - (CCS),235,20,125,90,125,10,55,60,110,10,60,30
478014034,47,80,14,34,99,479914034,Barrier Valley No. 397 - (CCS),225,35,100,95,95,10,40,45,130,25,60,45
478014035,47,80,14,35,99,479914035,Pleasantdale No. 398 - (CCS),205,25,110,75,125,10,60,50,90,15,45,25
478014038,47,80,14,38,99,479914038,Bjorkdale No. 426 - (CCS),385,45,175,165,180,20,75,90,200,30,100,75
478014043,47,80,14,43,99,479914043,Tisdale No. 427 - (CCS),270,40,125,100,135,20,60,55,130,20,65,50
478014047,47,80,14,47,99,479914047,Star City No. 428 - (CCS),305,55,150,95,165,25,90,55,140,30,70,40
478014053,47,80,14,53,99,479914053,Willow Creek No. 458 - (CCS),275,25,140,110,135,10,65,60,135,15,75,50
478014056,47,80,14,56,99,479914056,Connaught No. 457 - (CCS),270,30,135,100,130,15,60,55,140,20,75,50
478014059,47,80,14,59,99,479914059,Arborfield No. 456 - (CCS),220,25,105,90,130,10,65,55,95,15,40,40
478014067,47,80,14,67,99,479914067,Moose Range No. 486 - (CCS),445,70,215,165,245,35,115,100,200,30,105,60
478014072,47,80,14,72,99,479914072,Nipawin No. 487 - (CCS),320,25,160,130,140,5,65,75,175,20,95,60
479014077,47,90,14,77,99,479914077,Torch River No. 488 - (CCS),620,65,295,260,345,40,145,160,275,30,145,105
470015000,47,0,15,0,99,479915000,Division No. 15 - (CD),"5,750",760,"2,825","2,165","3,035",330,"1,445","1,255","2,715",430,"1,375",910
478115001,47,81,15,1,99,479915001,St. Peter No. 369 - (CCS),320,55,150,115,165,15,85,55,160,40,60,55
478115007,47,81,15,7,99,479915007,Humboldt No. 370 - (CCS),305,35,160,110,150,15,75,65,155,20,85,50
478115011,47,81,15,11,99,479915011,Bayne No. 371 - (CCS),275,35,130,105,155,15,75,65,120,20,60,45
478115014,47,81,15,14,99,479915014,Grant No. 372 - (CCS),225,30,100,95,130,20,65,50,95,15,40,45
478115018,47,81,15,18,99,479915018,Aberdeen No. 373 - (CCS),225,35,115,80,115,15,50,55,110,20,65,25
476115026,47,61,15,26,99,479915026,Laird No. 404 - (CCS),335,50,180,105,175,15,95,60,160,35,85,40
476115031,47,61,15,31,99,479915031,Rosthern No. 403 - (CCS),420,75,200,140,215,40,105,75,200,40,100,65
478115036,47,81,15,36,99,479915036,Fish Creek No. 402 - (CCS),175,15,85,80,105,10,50,50,75,10,35,30
478115039,47,81,15,39,99,479915039,Hoodoo No. 401 - (CCS),285,30,135,115,150,20,75,55,140,15,60,60
478115044,47,81,15,44,99,479915044,Three Lakes No. 400 - (CCS),250,45,120,90,145,20,60,60,105,25,60,30
478115048,47,81,15,48,99,479915048,Lake Lenore No. 399 - (CCS),185,20,110,50,95,10,60,30,85,10,50,25
478115051,47,81,15,51,99,479915051,Flett's Springs No. 429 - (CCS),285,50,135,105,130,20,65,45,155,30,65,60
478115054,47,81,15,54,99,479915054,Invergordon No. 430 - (CCS),245,10,120,110,145,5,70,65,95,5,50,45
478115057,47,81,15,57,99,479915057,St. Louis No. 431 - (CCS),275,30,145,95,150,20,60,70,120,15,80,30
479015061,47,90,15,61,99,479915061,Duck Lake No. 463 - (CCS),215,25,125,70,110,10,55,45,110,15,65,25
479015064,47,90,15,64,99,479915064,Prince Albert No. 461 - (CCS),460,55,225,175,255,25,115,115,210,30,110,65
478115067,47,81,15,67,99,479915067,Birch Hills No. 460 - (CCS),230,30,115,90,115,15,60,50,115,15,60,40
478115071,47,81,15,71,99,479915071,Kinistino No. 459 - (CCS),275,50,120,110,165,20,65,70,110,25,50,35
479015079,47,90,15,79,99,479915079,Garden River No. 490 - (CCS),215,15,100,100,110,5,50,50,105,15,50,45
479015094,47,90,15,94,99,479915094,Buckland No. 491 - (CCS),330,35,160,130,165,10,70,80,165,25,90,50
479015099,47,90,15,99,99,479915099,Paddockwood No. 520 - (CCS),225,25,115,90,105,10,50,45,125,15,60,45
470016000,47,0,16,0,99,479916000,Division No. 16 - (CD),"3,730",455,"1,910","1,365","2,035",240,980,815,"1,695",215,935,545
479016005,47,90,16,5,99,479916005,Mayfield No. 406 - (CCS),175,30,85,65,95,10,45,35,85,20,40,30
479016008,47,90,16,8,99,479916008,Great Bend No. 405 - (CCS),215,10,120,80,105,10,55,40,110,5,65,40
479016013,47,90,16,13,99,479916013,Blaine Lake No. 434 - (CCS),185,15,90,80,95,10,40,50,90,10,50,30
479016018,47,90,16,18,99,479916018,Redberry No. 435 - (CCS),255,40,115,95,145,20,60,65,110,25,55,30
479016023,47,90,16,23,99,479916023,Douglas No. 436 - (CCS),190,15,95,75,120,10,55,55,70,5,40,25
479016028,47,90,16,28,99,479916028,North Battleford No. 437 - (CCS),270,35,135,100,170,20,80,75,100,15,55,30
479016033,47,90,16,33,99,479916033,Round Hill No. 467 - (CCS),175,20,90,60,105,10,50,40,70,15,40,25
479016038,47,90,16,38,99,479916038,Meeting Lake No. 466 - (CCS),185,30,70,80,95,20,40,40,85,15,35,35
479016041,47,90,16,41,99,479916041,Leask No. 464 - (CCS),285,25,140,120,135,10,65,55,150,10,80,60
479016046,47,90,16,46,99,479916046,Shellbrook No. 493 - (CCS),365,40,200,125,190,20,95,70,180,15,110,55
479016051,47,90,16,51,99,479916051,Canwood No. 494 - (CCS),500,70,260,170,280,40,135,105,220,30,125,70
479016056,47,90,16,56,99,479916056,Spiritwood No. 496 - (CCS),505,65,270,175,270,25,135,110,240,40,130,70
479016062,47,90,16,62,99,479916062,Medstead No. 497 - (CCS),220,35,115,65,120,20,60,35,95,15,50,30
479016075,47,90,16,75,99,479916075,Big River No. 555 - (CCS),210,20,120,65,120,15,65,40,90,5,55,25
470017000,47,0,17,0,99,479917000,Division No. 17 - (CD),"3,305",430,"1,730","1,145","1,630",185,785,660,"1,680",250,940,485
479117001,47,91,17,1,99,479917001,Meota No. 468 - (CCS),190,25,100,75,105,10,50,50,85,10,50,20
479117008,47,91,17,8,99,479917008,Turtle River No. 469 - (CCS),175,20,105,45,85,10,50,30,85,15,55,15
479117013,47,91,17,13,99,479917013,Paynton No. 470 - (CCS),85,10,50,30,50,5,25,20,40,5,20,10
479117017,47,91,17,17,99,479917017,Eldon No. 471 - (CCS),245,45,130,80,115,20,50,45,130,25,80,35
479117022,47,91,17,22,99,479917022,Wilton No. 472 - (CCS),325,35,175,115,160,15,85,60,165,20,90,55
479117028,47,91,17,28,99,479917028,Britannia No. 502 - (CCS),310,60,150,100,130,20,60,50,180,40,95,50
479117032,47,91,17,32,99,479917032,Frenchman Butte No. 501 - (CCS),360,50,185,120,170,20,75,65,195,30,110,60
479117045,47,91,17,45,99,479917045,Mervin No. 499 - (CCS),350,35,170,140,180,15,90,80,165,15,85,65
479117047,47,91,17,47,99,479917047,Parkdale No. 498 - (CCS),210,30,110,65,105,15,50,40,110,15,65,25
479117054,47,91,17,54,99,479917054,Meadow Lake No. 588 - (CCS),545,65,295,185,285,25,140,110,260,35,150,70
479117056,47,91,17,56,99,479917056,Loon Lake No. 561 - (CCS),245,20,130,95,125,5,60,55,120,10,70,35
479117062,47,91,17,62,99,479917062,Beaver River No. 622 - (CCS),265,35,130,100,115,10,50,50,150,20,85,40
480000000,48,0,0,0,0,480000000,Alberta,"76,195","8,895","40,425","26,870","32,025","3,070","16,130","12,815","44,170","5,825","24,290","14,050"
481000000,48,10,0,0,10,481000000,Agricultural Region 1 - (CAR),"4,215",600,"2,310","1,310","2,045",250,"1,095",700,"2,170",350,"1,215",605
481001000,48,10,1,0,10,481001000,Division No.  1 - (CD),"2,210",305,"1,215",685,"1,075",115,590,370,"1,135",190,625,315
481001003,48,10,1,3,10,481001003,Cypress County - (CCS),"1,300",170,730,405,595,60,340,200,710,110,390,205
481001008,48,10,1,8,10,481001008,Forty Mile County No. 8 - (CCS),905,140,485,280,480,60,250,165,430,85,235,115
481004000,48,10,4,0,10,481004000,Division No.  4 - (CD),"2,005",290,"1,090",620,975,135,505,335,"1,035",160,585,290
481004004,48,10,4,4,10,481004004,Special Area No. 2 - (CCS),780,130,420,225,360,65,180,110,425,70,240,115
481004012,48,10,4,12,10,481004012,Special Area No. 3 - (CCS),750,95,420,235,390,45,220,125,365,50,200,110
481004020,48,10,4,20,10,481004020,Special Area No. 4 - (CCS),465,65,245,160,225,25,100,95,245,35,145,65
482000000,48,20,0,0,20,482000000,Agricultural Region 2 - (CAR),"8,535","1,105","4,670","2,765","3,960",450,"2,135","1,375","4,575",655,"2,535","1,390"
482002000,48,20,2,0,20,482002000,Division No.  2 - (CD),"4,525",600,"2,475","1,445","2,175",250,"1,195",730,"2,345",350,"1,275",720
482002001,48,20,2,1,20,482002001,Warner County No. 5 - (CCS),735,95,410,235,400,50,210,140,335,45,195,95
482002011,48,20,2,11,20,482002011,Lethbridge County - (CCS),"1,470",215,770,485,705,80,380,245,770,140,390,240
482002021,48,20,2,21,20,482002021,Taber - (CCS),"1,125",145,610,370,570,70,320,185,555,80,290,185
482002031,48,20,2,31,20,482002031,Newell County No. 4 - (CCS),"1,190",145,680,360,500,55,280,160,690,90,400,200
482005000,48,20,5,0,20,482005000,Division No.  5 - (CD),"4,010",500,"2,195","1,320","1,780",200,935,645,"2,230",305,"1,255",670
482005001,48,20,5,1,20,482005001,Vulcan County - (CCS),940,120,480,340,470,50,240,185,470,75,240,155
482005012,48,20,5,12,20,482005012,Wheatland County - (CCS),"1,335",135,770,425,560,50,305,210,770,90,465,215
482005031,48,20,5,31,20,482005031,Starland County - (CCS),590,80,310,200,230,30,120,80,360,50,185,125
482005041,48,20,5,41,20,482005041,Kneehill County - (CCS),"1,155",160,635,350,520,70,270,180,630,90,365,175
483000000,48,30,0,0,30,483000000,Agricultural Region 3 - (CAR),"10,135",945,"5,425","3,760","4,210",330,"2,135","1,745","5,920",615,"3,290","2,020"
483003000,48,30,3,0,30,483003000,Division No.  3 - (CD),"2,855",310,"1,495","1,045","1,255",115,645,495,"1,605",200,845,550
483003001,48,30,3,1,30,483003001,Cardston County - (CCS),850,80,420,345,435,35,215,180,420,45,205,170
483003011,48,30,3,11,30,483003011,Pincher Creek No. 9 - (CCS),760,80,415,260,290,30,150,110,470,50,270,150
483003018,48,30,3,18,30,483003018,Willow Creek No. 26 - (CCS),"1,240",150,655,435,535,45,285,200,710,110,375,235
483006000,48,30,6,0,30,483006000,Division No.  6 - (CD),"7,105",625,"3,825","2,655","2,860",220,"1,420","1,220","4,245",410,"2,400","1,430"
483006001,48,30,6,1,30,483006001,Foothills No. 31 - (CCS),"1,900",125,"1,025",755,785,45,395,345,"1,120",85,630,405
483006014,48,30,6,14,30,483006014,Rocky View No. 44 - (CCS),"2,340",185,"1,280",880,940,65,470,410,"1,405",120,810,475
483006016,48,30,6,16,30,483006016,Calgary - (CCS),155,15,80,60,115,10,55,45,45,5,25,20
483006028,48,30,6,28,30,483006028,Mountain View County - (CCS),"2,700",300,"1,440",960,"1,025",95,505,425,"1,675",210,935,530
483015000,48,30,15,0,30,483015000,Division No. 15 - (CD),175,10,100,65,100,5,65,25,80,5,40,35
483015015,48,30,15,15,30,483015015,Bighorn No. 8 - (CCS),70,0,40,30,30,0,10,15,40,0,25,15
483015045,48,30,15,45,30,483015045,Ranchland No. 66 - (CCS),105,10,65,35,70,0,55,15,35,5,15,20
484000000,48,40,0,0,40,484000000,Agricultural Region 4A - (CAR),"4,650",615,"2,475","1,555","2,040",210,"1,070",765,"2,610",405,"1,410",795
484007000,48,40,7,0,40,484007000,Division No.  7 - (CD),"4,650",615,"2,475","1,555","2,040",210,"1,065",760,"2,610",405,"1,415",795
484007001,48,40,7,1,40,484007001,Provost No. 52 - (CCS),655,90,330,235,340,35,175,125,315,55,155,110
484007011,48,40,7,11,40,484007011,Paintearth County No. 18 - (CCS),685,100,375,210,315,25,175,115,370,70,205,100
484007019,48,40,7,19,40,484007019,Stettler County No. 6 - (CCS),"1,270",155,665,450,500,40,255,210,770,115,415,240
484007031,48,40,7,31,40,484007031,Flagstaff County - (CCS),"1,170",155,640,375,545,70,285,190,625,85,350,190
484007049,48,40,7,49,40,484007049,Wainwright No. 61 - (CCS),870,120,465,285,345,40,180,125,525,80,285,160
484100000,48,41,0,0,41,484100000,Agricultural Region 4B - (CAR),"7,895",920,"4,070","2,900","3,600",355,"1,765","1,475","4,295",570,"2,305","1,420"
484110000,48,41,10,0,41,484110000,Division No. 10 - (CD),"7,895",925,"4,075","2,900","3,600",355,"1,765","1,475","4,295",570,"2,305","1,420"
484110001,48,41,10,1,41,484110001,Camrose County No. 22 - (CCS),"1,800",205,955,640,705,80,335,285,"1,095",125,615,350
484110016,48,41,10,16,41,484110016,Beaver County - (CCS),"1,230",140,645,440,550,50,275,235,675,95,370,210
484110026,48,41,10,26,41,484110026,Minburn County No. 27 - (CCS),995,125,510,355,500,60,260,185,500,70,255,175
484110036,48,41,10,36,41,484110036,Vermilion River County No. 24 - (CCS),"1,740",235,925,590,795,90,410,295,945,145,510,295
484110048,48,41,10,48,41,484110048,Two Hills County No. 21 - (CCS),875,110,400,365,460,45,195,220,415,60,205,150
484110058,48,41,10,58,41,484110058,Lamont County - (CCS),"1,255",105,640,505,590,35,295,265,665,70,350,240
485000000,48,50,0,0,50,485000000,Agricultural Region 5 - (CAR),"18,180","1,875","9,685","6,625","6,940",530,"3,435","2,965","11,245","1,340","6,245","3,655"
485008000,48,50,8,0,50,485008000,Division No.  8 - (CD),"6,525",740,"3,570","2,215","2,630",230,"1,330","1,070","3,895",515,"2,240","1,145"
485008001,48,50,8,1,50,485008001,Red Deer County - (CCS),"2,675",285,"1,445",950,"1,075",85,535,450,"1,600",195,905,500
