PROV ,CAR,CD,CCS,GEO NAMES,nsalesxfp,ntchick,tchick,nbroiler,broiler,npulets,pulets,nlayhen,layhen,nhenhtch,henhtch,nturkey,turkey,nothplt,othplt,nbroilpd,broilpd,ebroilpd,nturkprd,turkprd,eturkprd,nhatchnm,hatchnm,ntcattl,tcattl,nbulls,bulls,ntotcow,totcow,nmlkcow,mlkcow,nbfcows,bfcows,nheifer,heifer,nbfheif,bfheif,nmlkheif,mlkheif,nfdheif,fdheif,nsteers,steers,ncalfu1,calfu1,ntopigs,topigs,nboars,boars,nsows,sows,nnurpig,nurpig,ngrwpig,grwpig,ntsheep,tsheep,nrams,rams,newes,ewes,nlambs,lambs,nhorses,horses,ngoats,goats,nwldboar,wldboar,nmink,mink,nfox,fox,nbison,bison,ndeer,deer,nelk,elk,nlamas,lamas,nrabbit,rabbit,nbees,bees,ntottrc,tottrc,tottrco,tottrcl,tvaltrc,nttru100,ttru100,otru100,ltru100,vtru100,nttrc100,ttrc100,otrc100,ltrc100,vtrc100,nttrc149,ttrc149,otrc149,ltrc149,vtrc149,ntottrk,tottrk,tottrko,tottrkl,tvaltrk,ntotptrk,totptrk,opickup,lpickup,vpickup,ntototrk,tototrk,oothtrk,lothtrk,vothtrk,ntautmbl,tautmbl,oautmbl,lautmbl,vautmbl,ntotcomb,totcomb,ocomb,lcomb,vcomb,ntswtmow,tswtmow,oswtmow,lswtmow,vswtmow,ntotbal,totbal,obaler,lbaler,vbaler,ntharvst,tharvst,oharvst,lharvst,vharvst,ntcultsd,tcultsd,ocultsd,lcultsd,vcultsd,nvirrig,virrig,nvaloeq,valoeq
59,4,1,0,East Kootenay Regional District,418,113,"10,061",40,"4,905",23,918,103,"4,238",0,0,26,995,31,370,27,x,x,21,"15,565","34,315",0,0,214,"26,187",139,663,184,"12,166",8,35,179,"12,131",123,"1,882",108,"1,732",3,3,26,147,66,406,181,"11,070",25,553,6,7,6,39,8,245,16,262,34,"1,194",22,116,29,544,23,534,220,"1,977",22,426,0,0,0,0,0,0,1,x,0,0,3,195,21,103,7,258,10,332,367,823,x,x,"9,564,022",349,728,721,7,"7,316,038",67,83,x,x,"2,068,393",12,13,13,0,"179,591",363,695,688,7,"7,288,553",348,552,x,x,"6,320,796",108,143,x,x,"967,757",148,172,167,5,"1,824,202",11,11,11,0,"92,348",190,223,x,x,"1,382,748",208,289,x,x,"1,781,599",13,15,15,0,"66,474",194,568,568,0,"1,236,566",213,"4,618,551",314,"5,705,352"
59,4,1,17,East Kootenay A,72,12,"1,584",6,"1,210",3,x,11,x,0,0,4,122,2,x,2,x,x,1,x,x,0,0,36,"1,884",21,49,28,843,0,0,28,843,23,155,20,130,0,0,5,25,15,51,28,786,5,372,1,x,1,x,1,x,5,x,3,229,3,x,3,105,2,x,35,176,5,94,0,0,0,0,0,0,1,x,0,0,1,x,4,42,0,0,0,0,65,150,x,x,"1,622,343",63,x,x,x,"1,365,343",9,11,x,x,x,1,x,x,0,x,66,104,100,4,"1,415,728",62,89,x,x,"1,222,722",13,15,x,x,"193,006",22,28,28,0,"255,101",1,x,x,0,x,32,36,36,0,"202,109",38,52,52,0,"285,970",3,4,4,0,x,35,100,100,0,"157,890",8,"71,726",54,"925,546"
59,4,1,19,East Kootenay B,66,18,948,6,309,6,117,17,522,0,0,3,x,5,76,3,198,437,1,x,x,0,0,43,"5,613",30,132,37,"2,559",2,x,36,x,29,551,27,468,0,0,6,83,14,169,36,"2,202",0,0,0,0,0,0,0,0,0,0,4,29,2,x,3,15,3,x,35,296,4,74,0,0,0,0,0,0,0,0,0,0,0,0,5,18,1,x,1,x,62,153,153,0,"1,465,197",57,133,133,0,"1,242,248",16,20,20,0,"222,949",0,0,0,0,0,60,148,148,0,"1,431,763",59,120,120,0,"1,318,602",23,28,28,0,"113,161",27,33,33,0,"257,791",4,4,4,0,x,36,41,41,0,"285,280",41,60,60,0,"305,259",2,x,x,0,x,38,121,121,0,"185,384",46,"960,293",57,"727,689"
59,4,1,35,East Kootenay C,138,54,"5,938",17,"2,643",9,495,50,"2,800",0,0,11,582,15,166,15,"8,310","18,320",13,"12,738","28,082",0,0,73,"9,316",47,252,63,"4,252",4,28,61,"4,224",37,605,32,591,1,x,8,x,24,93,64,"4,114",12,119,4,x,4,x,5,x,5,26,19,689,14,25,16,293,14,371,78,805,6,75,0,0,0,0,0,0,0,0,0,0,1,x,7,x,1,x,6,x,122,269,264,5,"3,239,402",119,237,x,x,"2,243,560",18,25,x,x,"863,251",8,8,8,0,"132,591",123,219,x,x,"2,266,420",118,175,x,x,"2,009,423",34,44,44,0,"256,997",48,53,x,x,"651,820",4,4,4,0,x,59,71,71,0,"482,237",61,79,79,0,"602,215",2,x,x,0,x,58,168,168,0,"456,715",75,"1,595,527",102,"1,794,764"
59,4,1,37,East Kootenay E,57,16,975,8,543,3,97,13,335,0,0,5,227,3,47,4,"1,967","4,336",4,"1,988","4,383",0,0,27,"3,327",15,70,22,"1,534",0,0,22,"1,534",12,215,10,196,0,0,4,19,5,73,22,"1,435",4,28,0,0,0,0,1,x,3,x,2,x,2,x,2,x,2,x,31,307,3,x,0,0,0,0,0,0,0,0,0,0,1,x,3,26,1,x,1,x,50,107,x,x,"1,195,435",44,x,89,x,"1,003,895",10,12,12,0,x,2,x,x,0,x,50,91,x,x,"1,052,942",49,70,x,x,"873,905",14,21,21,0,"179,037",24,26,x,x,"301,377",1,x,x,0,x,28,32,x,x,"143,782",31,44,x,x,"207,585",2,x,x,0,x,28,75,75,0,"152,696",34,"447,744",48,"1,190,948"
59,4,1,46,East Kootenay F,46,7,242,1,x,2,x,6,x,0,0,2,x,3,x,2,x,x,1,x,x,0,0,17,"4,058",13,x,16,"2,062",1,x,15,x,11,241,10,x,1,x,0,0,1,x,16,"1,666",2,x,0,0,0,0,0,0,2,x,4,64,1,x,3,x,1,x,17,208,2,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,2,x,1,x,35,73,73,0,"1,246,755",33,60,60,0,"756,102",11,13,13,0,"490,653",0,0,0,0,0,35,66,66,0,"497,435",33,48,48,0,"419,879",13,18,18,0,"77,556",11,13,13,0,"162,300",0,0,0,0,0,19,23,23,0,x,18,24,24,0,"177,600",2,x,x,0,x,16,41,41,0,"114,800",23,"1,164,913",28,"668,203"
59,4,1,48,East Kootenay G,39,6,374,2,x,0,0,6,x,0,0,1,x,3,50,1,x,x,1,x,x,0,0,18,"1,989",13,x,18,916,1,x,17,x,11,115,9,x,1,x,3,x,7,x,15,867,2,x,1,x,1,x,1,x,1,x,2,x,0,0,2,x,1,x,24,185,2,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,2,x,1,x,33,72,72,0,"794,890",33,x,x,0,"704,890",3,3,3,0,x,1,x,x,0,x,29,68,68,0,"624,265",27,51,51,0,"476,265",11,17,17,0,"148,000",16,19,x,x,"195,813",1,x,x,0,x,16,20,20,0,x,19,31,31,0,"202,970",2,x,x,0,x,19,64,64,0,"169,081",27,"378,348",25,"398,202"
59,4,3,0,Central Kootenay R. D.,609,215,"22,580",83,"6,874",65,"2,604",193,"13,102",0,0,28,359,58,"1,021",54,"42,062","92,731",29,"6,480","14,286",0,0,225,"11,520",106,169,177,"4,517",29,"1,735",154,"2,782",136,"2,148",99,504,19,830,35,814,87,"1,243",185,"3,443",42,349,8,8,9,44,12,175,28,122,39,685,26,38,36,302,29,345,148,854,23,424,0,0,0,0,0,0,1,x,1,x,0,0,12,76,6,207,33,"1,507",510,"1,101",x,x,"13,228,458",482,949,942,8,"8,797,386",79,107,x,x,"2,517,090",29,45,x,x,"1,913,982",492,801,795,6,"8,718,099",475,631,x,x,"6,794,960",111,170,x,x,"1,923,139",207,231,228,3,"2,387,432",33,44,x,x,"668,967",197,238,x,x,"1,418,295",197,261,x,x,"1,613,965",43,51,51,0,"442,267",287,900,894,6,"2,081,963",218,"1,738,751",423,"5,005,289"
59,4,3,10,Central Kootenay A,31,10,"1,061",5,397,3,185,9,479,0,0,1,x,2,x,3,555,"1,224",2,x,x,0,0,12,216,5,x,10,83,1,x,9,x,9,x,6,15,1,x,3,x,6,14,10,82,2,x,0,0,0,0,0,0,2,x,1,x,1,x,1,x,1,x,5,24,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,40,40,0,"367,053",24,x,x,0,x,2,x,x,0,x,1,x,x,0,x,26,36,36,0,"395,253",25,31,31,0,"320,020",3,5,5,0,"75,233",12,13,13,0,"66,806",1,x,x,0,x,10,11,11,0,x,12,13,13,0,"79,772",0,0,0,0,0,16,46,46,0,"106,843",13,x,22,"230,924"
59,4,3,13,Central Kootenay B,228,38,"1,733",7,326,10,320,36,"1,087",0,0,2,x,13,234,5,746,"1,645",3,537,"1,184",0,0,69,"3,241",28,46,56,"1,518",12,850,46,668,40,597,27,114,12,468,5,15,20,70,58,"1,010",10,125,3,3,4,23,5,77,4,22,10,112,9,11,10,52,9,49,49,292,7,305,0,0,0,0,0,0,0,0,0,0,0,0,4,17,1,x,9,912,207,471,x,x,"6,115,467",196,412,x,x,"4,326,235",28,39,39,0,"1,141,232",10,20,20,0,"648,000",193,328,328,0,"3,997,355",187,256,256,0,"2,821,707",48,73,73,0,"1,175,648",87,97,x,x,"824,216",10,11,11,0,"63,186",82,100,x,x,"568,885",75,101,101,0,"633,210",18,23,23,0,"100,482",105,349,349,0,"807,826",88,"920,514",164,"2,293,639"
59,4,3,17,Central Kootenay C,66,14,"7,072",5,x,5,x,12,x,0,0,0,0,5,46,2,x,x,1,x,x,0,0,35,"5,353",22,45,32,"1,760",5,696,27,"1,064",24,"1,157",20,x,3,x,4,x,17,"1,040",32,"1,351",0,0,0,0,0,0,0,0,0,0,3,6,0,0,2,x,2,x,15,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,60,184,x,x,"3,445,637",54,131,x,x,"1,333,298",27,37,37,0,"1,071,000",10,16,16,0,"1,041,339",59,131,x,x,"1,485,375",58,89,x,x,"1,153,201",22,42,42,0,"332,174",28,32,32,0,"361,854",15,25,25,0,"525,771",33,49,49,0,"497,551",33,49,49,0,"493,602",11,11,11,0,"267,771",45,199,199,0,"695,326",20,"327,000",48,"723,221"
59,4,3,39,Central Kootenay D,30,16,661,2,x,4,x,15,552,0,0,2,x,4,18,2,x,x,0,0,0,0,0,8,76,2,x,7,38,4,x,4,x,2,x,2,x,1,x,0,0,0,0,5,32,1,x,1,x,1,x,0,0,0,0,3,12,1,x,3,x,2,x,10,38,2,x,0,0,0,0,0,0,0,0,1,x,0,0,3,30,0,0,2,x,15,38,38,0,"223,750",14,35,35,0,"199,750",3,3,3,0,"24,000",0,0,0,0,0,23,42,x,x,"341,435",22,32,x,x,"302,435",5,10,10,0,"39,000",6,6,6,0,"29,200",3,3,3,0,x,11,11,11,0,x,8,10,10,0,"40,500",3,3,3,0,x,16,46,x,x,"73,461",12,"52,994",19,"227,641"
59,4,3,41,Central Kootenay E,36,17,648,2,x,5,186,16,x,0,0,2,x,6,80,3,749,"1,651",2,x,x,0,0,13,139,7,8,9,43,2,x,9,x,6,26,4,21,0,0,3,5,5,14,10,48,1,x,0,0,0,0,0,0,1,x,3,63,2,x,2,x,2,x,9,52,4,23,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,3,396,26,45,x,x,"373,584",25,x,x,x,x,2,x,x,0,x,2,x,x,0,x,27,34,x,x,"269,319",26,31,x,x,x,3,3,3,0,x,13,15,15,0,"160,087",0,0,0,0,0,4,4,4,0,x,6,6,6,0,x,0,0,0,0,0,12,21,x,x,"30,454",19,"96,067",26,"211,456"
59,4,3,47,Central Kootenay G,19,11,"1,060",5,576,4,x,11,x,0,0,1,x,2,x,4,"2,621","5,778",2,x,x,0,0,9,329,6,7,8,109,1,x,7,x,5,97,3,x,0,0,3,x,6,17,8,99,2,x,1,x,1,x,2,x,0,0,2,x,1,x,2,x,1,x,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,x,1,x,16,31,31,0,"251,700",16,x,x,0,x,1,x,x,0,x,0,0,0,0,0,16,22,22,0,"220,500",16,18,18,0,x,3,4,4,0,x,5,6,6,0,"84,000",1,x,x,0,x,5,6,6,0,"44,300",6,7,7,0,x,0,0,0,0,0,6,23,23,0,"36,600",2,x,12,"105,050"
59,4,3,52,Central Kootenay H,88,55,"5,982",29,"3,311",16,709,50,"1,962",0,0,11,136,14,115,18,"33,048","72,858",8,"1,949","4,297",0,0,30,431,14,19,22,146,2,x,21,x,21,74,15,50,1,x,8,x,14,36,25,156,17,87,1,x,1,x,3,x,15,62,11,326,8,16,10,145,8,165,24,123,6,65,0,0,0,0,0,0,1,x,0,0,0,0,1,x,1,x,6,98,72,106,106,0,"897,511",68,99,99,0,"825,154",5,x,x,0,x,1,x,x,0,x,63,81,81,0,"708,785",61,72,72,0,"641,539",7,9,9,0,"67,246",26,31,x,x,"421,059",0,0,0,0,0,15,15,15,0,"29,900",17,19,19,0,"62,464",4,4,4,0,"3,000",37,61,x,x,"84,728",28,"77,335",55,"504,745"
59,4,3,58,Central Kootenay J,41,20,"2,175",12,886,7,590,14,699,0,0,2,x,4,68,5,"1,339","2,952",3,142,313,0,0,13,221,3,6,8,78,1,x,7,x,8,35,6,x,0,0,2,x,9,37,7,65,2,x,0,0,0,0,0,0,2,x,1,x,1,x,1,x,1,x,9,46,1,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51,32,54,54,0,"329,325",30,48,48,0,"251,800",4,x,x,0,x,1,x,x,0,x,27,37,37,0,"361,600",25,30,30,0,"294,100",6,7,7,0,"67,500",12,12,12,0,"144,200",0,0,0,0,0,6,6,6,0,"19,495",7,7,7,0,"22,965",0,0,0,0,0,15,38,38,0,"61,000",16,"34,100",28,"198,723"
59,4,3,60,Central Kootenay K,70,34,"2,188",16,"1,101",11,320,30,767,0,0,7,98,8,421,12,"2,701","5,955",8,"1,615","3,560",0,0,36,"1,514",19,30,25,742,1,x,24,x,21,127,16,51,1,x,7,x,10,15,30,600,7,94,2,x,2,x,2,x,4,x,5,63,3,4,5,35,3,24,24,146,2,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,1,x,6,29,57,133,x,x,"1,224,431",55,118,118,0,"1,042,928",7,11,x,x,"83,860",4,4,x,x,"97,643",58,90,87,3,"938,477",55,73,x,x,"811,939",14,17,x,x,"126,538",18,19,x,x,"296,010",3,x,x,x,x,31,36,x,x,"157,071",33,50,x,x,"240,459",7,10,10,0,x,35,117,x,x,"185,725",20,"197,665",49,"509,890"
59,4,5,0,Kootenay Boundary R. D.,353,110,"9,667",35,"2,179",39,"1,709",93,"5,779",0,0,17,438,35,404,24,x,x,17,"4,610","10,163",0,0,167,"15,151",103,371,140,"6,664",12,357,131,"6,307",115,"1,411",93,"1,009",9,207,34,195,70,"1,241",139,"5,464",30,376,13,17,16,60,11,204,19,95,32,"1,259",28,44,31,489,30,726,151,960,17,313,1,x,0,0,0,0,1,x,2,x,0,0,8,19,4,114,9,715,298,683,679,4,"8,243,338",287,626,622,4,"6,536,437",36,48,48,0,"1,485,713",9,9,9,0,"221,188",310,570,566,4,"5,778,547",295,429,x,x,"4,673,781",88,141,x,x,"1,104,766",112,123,123,0,"1,206,433",12,12,x,x,"27,847",143,176,x,x,"1,058,053",160,214,211,3,"1,199,484",30,31,x,x,"200,477",189,680,x,x,"1,288,760",222,"2,967,517",257,"4,127,500"
59,4,5,30,Kootenay Boundary B,51,21,"2,286",9,552,16,"1,017",18,717,0,0,5,113,5,63,9,x,x,6,x,x,0,0,21,746,10,11,17,353,2,x,15,x,12,151,7,24,2,x,5,x,8,19,19,212,5,49,2,x,1,x,2,x,3,13,4,90,3,3,4,33,4,54,23,130,4,54,0,0,0,0,0,0,1,x,0,0,0,0,0,0,1,x,2,x,37,80,80,0,"1,072,649",35,75,75,0,x,4,5,5,0,x,0,0,0,0,0,44,65,65,0,"820,926",41,52,52,0,"645,920",11,13,13,0,"175,006",16,17,17,0,"169,001",1,x,x,0,x,19,22,22,0,"99,042",20,21,21,0,"97,776",7,7,7,0,x,24,74,74,0,"96,216",23,"182,006",38,"495,290"
59,4,5,52,Kootenay Boundary D,145,46,"2,651",13,"1,003",10,376,38,"1,272",0,0,6,218,17,245,10,x,x,9,"3,214","7,086",0,0,54,"2,787",28,64,45,"1,267",7,164,39,"1,103",38,293,25,165,5,80,16,48,25,149,44,"1,014",11,183,5,6,7,31,4,108,6,38,9,621,8,11,9,254,8,356,45,257,8,127,0,0,0,0,0,0,0,0,1,x,0,0,4,14,3,x,4,632,122,266,266,0,"2,438,375",117,247,247,0,x,11,x,x,0,x,7,x,x,0,x,118,192,x,x,"2,085,890",113,158,x,x,"1,664,201",23,34,x,x,"421,689",42,44,44,0,"320,609",5,x,4,x,x,44,55,55,0,"222,474",53,73,x,x,"279,865",11,11,x,x,x,71,251,x,x,"341,918",104,"1,228,223",99,"1,675,126"
59,4,5,54,Kootenay Boundary E,157,43,"4,730",13,624,13,316,37,"3,790",0,0,6,107,13,96,5,x,x,2,x,x,0,0,92,"11,618",65,296,78,"5,044",3,x,77,x,65,967,61,820,2,x,13,x,37,"1,073",76,"4,238",14,144,6,x,8,x,5,x,10,44,19,548,17,30,18,202,18,316,83,573,5,132,1,x,0,0,0,0,0,0,1,x,0,0,4,5,0,0,3,x,139,337,333,4,"4,732,314",135,304,300,4,"3,600,804",21,x,x,0,x,2,x,x,0,x,148,313,x,x,"2,871,731",141,219,x,x,"2,363,660",54,94,x,x,"508,071",54,62,62,0,"716,823",6,7,7,0,"9,500",80,99,x,x,"736,537",87,120,x,x,"821,843",12,13,13,0,"95,126",94,355,x,x,"850,626",95,"1,557,288",120,"1,957,084"
59,3,7,0,Okanagan-Similkameen R. D.,"1,611",202,"10,541",68,"3,737",53,"1,720",175,"5,084",0,0,29,x,65,"1,130",38,"7,528","16,596",19,x,x,0,0,236,"31,528",110,647,155,"9,889",14,29,147,"9,860",150,"5,094",107,"1,926",2,x,61,x,78,"5,643",176,"10,255",42,329,7,19,9,44,14,80,24,186,52,"1,391",34,51,48,627,43,713,296,"2,107",33,492,3,x,0,0,0,0,2,x,1,x,0,0,29,493,11,443,32,"1,563","1,487","2,937","2,892",45,"28,126,839","1,344","2,576","2,542",35,"23,914,582",193,263,x,x,"2,859,245",73,98,x,x,"1,353,012","1,347","2,216","2,179",36,"21,638,467","1,305","1,817","1,787",30,"18,445,475",289,399,393,6,"3,192,992",566,651,643,7,"6,637,165",11,11,x,x,"88,290",343,441,x,x,"1,777,705",184,235,x,x,"1,356,575",21,30,x,x,"166,991",448,"1,068","1,060",8,"2,520,986",864,"9,626,245","1,233","23,135,276"
59,3,7,22,Okanagan-Similkameen A,198,12,429,5,x,2,x,9,239,0,0,1,x,5,64,3,x,x,1,x,x,0,0,14,"1,033",7,34,8,380,0,0,8,380,8,78,6,x,1,x,3,x,5,x,11,x,3,x,3,3,2,x,2,x,0,0,2,x,1,x,2,x,0,0,15,96,3,47,1,x,0,0,0,0,0,0,0,0,0,0,2,x,2,x,2,x,183,358,352,6,"3,769,036",157,305,x,x,"3,164,765",23,32,32,0,"366,739",18,21,x,x,"237,532",178,316,311,5,"2,950,372",170,247,x,x,"2,367,275",50,69,x,x,"583,097",71,81,x,x,"727,167",1,x,0,x,x,39,51,x,x,"205,711",7,8,8,0,x,2,x,x,0,x,40,83,83,0,"164,573",71,"760,434",153,"3,047,580"
59,3,7,26,Okanagan-Similkameen B,160,25,"1,351",13,703,4,200,19,448,0,0,6,x,8,83,5,772,"1,702",1,x,x,0,0,29,"7,416",13,68,18,"2,028",4,10,15,"2,018",20,"1,947",13,x,0,0,12,x,10,"1,560",19,"1,813",4,17,1,x,1,x,1,x,3,x,6,x,2,x,6,33,4,20,33,239,6,84,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1,x,4,196,145,316,x,x,"2,948,442",133,280,x,x,"2,439,965",18,25,x,x,"233,477",9,11,11,0,"275,000",136,245,241,4,"2,538,906",132,189,185,4,"2,000,900",34,56,56,0,"538,006",67,77,77,0,"828,377",2,x,x,0,x,37,50,50,0,"222,803",23,31,31,0,"153,623",5,13,x,x,x,62,149,x,x,"356,304",104,"1,142,357",110,"1,881,807"
59,3,7,28,Okanagan-Similkameen C,400,39,"2,322",11,441,12,376,38,"1,505",0,0,8,x,18,680,3,"1,202","2,650",2,x,x,0,0,44,"7,019",23,x,29,"1,414",2,x,29,x,29,"1,142",18,280,0,0,16,862,15,x,34,x,5,38,0,0,1,x,3,21,2,x,11,208,9,15,10,93,11,100,51,346,5,170,2,x,0,0,0,0,1,x,0,0,0,0,2,x,3,x,7,234,378,769,754,15,"7,419,306",341,679,x,x,"6,487,584",47,61,x,x,"639,581",19,29,29,0,"292,141",348,570,561,9,"5,587,039",339,475,x,x,"4,748,444",75,95,x,x,"838,595",131,159,x,x,"1,466,290",3,3,3,0,x,76,97,97,0,"323,503",38,46,46,0,"253,513",5,5,5,0,x,100,258,x,x,"560,905",192,"2,440,262",317,"6,487,296"
59,3,7,47,Okanagan-Similkameen D,266,24,746,6,216,4,164,19,366,0,0,4,64,11,115,3,984,"2,169",2,x,x,0,0,40,"2,457",13,66,22,"1,027",3,10,20,"1,017",23,239,12,165,0,0,13,74,11,182,27,943,10,41,0,0,0,0,4,10,6,31,8,118,4,4,7,56,6,58,65,614,5,42,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,6,84,243,453,446,7,"3,988,695",228,403,x,x,"3,523,245",27,38,x,x,"351,402",8,12,x,x,"114,048",209,300,296,4,"2,993,848",201,256,x,x,"2,647,038",34,44,x,x,"346,810",92,108,x,x,"1,133,636",0,0,0,0,0,57,71,x,x,"183,645",22,23,x,x,x,1,x,x,0,x,66,134,134,0,"223,855",137,"1,441,527",192,"3,233,432"
59,3,7,49,Okanagan-Similkameen E,95,8,147,3,x,3,x,4,65,0,0,0,0,2,x,1,x,x,1,x,x,0,0,6,58,2,x,5,23,1,x,4,x,3,14,2,x,0,0,1,x,2,x,3,14,1,x,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,166,160,7,"1,600,460",75,142,135,7,"1,457,474",16,x,x,0,x,1,x,x,0,x,68,99,x,x,"1,005,522",68,87,x,x,"976,301",9,12,12,0,"29,221",29,28,x,x,"379,693",0,0,0,0,0,16,21,x,x,"48,000",3,4,4,0,"24,500",0,0,0,0,0,24,60,60,0,"142,996",55,"431,571",75,"1,554,117"
59,3,7,51,Okanagan-Similkameen F,282,44,"3,004",10,"1,091",18,656,40,"1,257",0,0,2,x,6,x,7,"1,323","2,917",4,x,x,0,0,35,"1,384",11,45,21,568,2,x,20,x,18,252,15,245,0,0,4,7,10,x,25,x,9,139,2,x,1,x,1,x,8,x,15,627,10,17,13,272,12,338,52,270,8,116,0,0,0,0,0,0,1,x,0,0,0,0,14,341,3,92,7,111,258,455,451,4,"3,811,758",237,413,409,4,"3,516,224",24,34,34,0,x,6,8,8,0,x,225,326,x,x,"3,186,421",216,276,x,x,"2,833,902",39,50,x,x,"352,519",103,115,x,x,"1,087,204",2,x,x,0,x,46,59,59,0,"155,083",24,31,31,0,x,0,0,0,0,0,67,126,126,0,"286,905",175,"1,317,213",221,"3,807,932"
59,3,7,53,Okanagan-Similkameen G,139,26,"1,128",8,286,6,191,24,651,0,0,3,x,8,83,4,354,780,2,x,x,0,0,28,"5,476",17,x,19,"2,209",0,0,19,"2,209",21,369,18,301,0,0,5,68,8,x,25,"2,730",6,35,1,x,3,5,2,x,2,x,3,117,2,x,3,x,3,74,36,265,2,x,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,x,4,x,130,281,x,x,"2,634,929",116,245,x,x,"2,172,350",24,x,x,x,"388,179",5,x,x,0,"74,400",117,214,209,5,"1,966,041",114,174,169,5,"1,649,190",27,40,40,0,"316,851",54,61,x,x,"654,513",2,x,x,0,x,37,49,x,x,"287,248",30,44,x,x,"315,741",6,7,7,0,x,54,142,142,0,"483,298",84,"1,467,444",109,"2,108,142"
59,3,7,55,Okanagan-Similkameen H,71,24,"1,414",12,801,4,60,22,553,0,0,5,x,7,55,12,"1,899","4,187",6,456,"1,005",0,0,40,"6,685",24,199,33,"2,240",2,x,32,x,28,"1,053",23,555,1,x,7,x,17,619,32,"2,574",4,42,0,0,0,0,1,x,3,x,7,261,6,10,7,128,7,123,38,258,4,x,0,0,0,0,0,0,0,0,1,x,0,0,3,8,1,x,2,x,66,140,140,0,"1,954,213",57,111,111,0,"1,152,975",14,19,19,0,"510,793",7,10,10,0,"290,445",66,146,142,4,"1,410,318",65,113,109,4,"1,222,425",21,33,33,0,"187,893",19,22,22,0,"360,285",1,x,x,0,x,35,44,44,0,"351,712",37,49,49,0,x,2,x,x,0,x,35,118,118,0,"302,150",46,"625,437",56,"1,014,970"
59,2,9,0,Fraser Valley Regional District,"2,661",698,"10,805,519",255,"7,255,444",173,"1,146,632",528,"2,403,443",58,"728,310",65,"437,264",177,"552,167",223,"85,449,828","188,384,622",61,"11,393,236","25,117,786",12,"101,854,367","1,026","91,103",367,641,800,"44,578",461,"40,785",360,"3,793",738,"21,616",261,"1,567",454,"19,703",80,346,222,834,846,"23,434",126,"138,419",45,450,55,"14,924",53,"52,140",102,"70,905",188,"8,665",118,207,180,"3,894",140,"4,564",491,"2,785",141,"6,366",1,x,8,"163,900",1,x,1,x,3,148,0,0,56,384,29,"7,011",34,"3,694","2,305","6,407",x,x,"90,510,884","2,171","5,440",x,x,"61,554,093",460,697,686,11,"18,380,787",159,270,267,3,"10,576,004","2,131","3,548",x,x,"45,155,352","2,065","2,916",x,x,"35,359,808",416,632,623,9,"9,795,544",992,"1,197",x,x,"14,983,458",50,x,x,x,"5,150,008",607,711,x,x,"5,461,062",609,694,x,x,"4,210,487",303,377,x,x,"10,081,800","1,014","3,340","3,325",15,"14,775,592",667,"11,299,224","1,869","58,026,270"
59,2,9,16,Fraser Valley B,45,10,x,1,x,0,0,10,288,0,0,0,0,5,35,2,x,x,0,0,0,0,0,20,763,9,12,17,365,3,x,14,x,15,162,11,x,4,140,2,x,4,7,18,217,1,x,0,0,0,0,0,0,1,x,5,225,3,4,5,92,4,129,8,38,1,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,1,x,37,82,82,0,"905,518",36,75,75,0,"685,818",4,x,x,0,x,2,x,x,0,x,33,46,46,0,"579,402",32,42,42,0,"547,402",4,4,4,0,"32,000",14,14,14,0,"235,862",0,0,0,0,0,15,17,17,0,"86,160",17,20,20,0,x,2,x,x,0,x,21,58,58,0,"116,293",10,"189,600",24,"518,200"
59,2,9,34,Fraser Valley D,125,33,x,5,x,9,"2,674",33,"17,041",1,x,4,134,12,x,5,x,x,1,x,x,0,0,78,"12,760",27,62,65,"5,046",53,"4,626",16,420,60,"2,525",9,x,51,"2,487",4,x,12,72,68,"5,055",7,"4,221",3,29,4,x,3,x,6,"2,031",8,x,5,25,8,x,8,x,27,119,13,148,0,0,0,0,0,0,0,0,0,0,0,0,2,x,0,0,3,x,112,340,329,11,"5,919,064",109,283,278,5,"4,030,496",33,x,x,x,"1,338,269",8,x,x,x,"550,299",105,169,x,x,"2,049,330",103,128,x,x,"1,614,208",27,41,41,0,"435,122",49,58,x,x,"756,718",4,x,3,x,x,51,60,60,0,"485,918",45,50,50,0,"429,409",27,31,31,0,x,59,176,x,x,"824,644",28,"439,494",103,"2,546,275"
