areaid,PROV,CAR,CD,CCS,CARPUB,areaidold,GEO NAMES,ATOTAL,BSEX01,CSEX02,ATOTAL1,BSEX011,CSEX021,ATOTAL2,BSEX012,CSEX022
"475,005,067",47,50,5,67,99,479905067,Stanley No. 215 - (CCS),245,195,45,150,145,5,95,50,40
"475,005,073",47,50,5,73,99,479905073,Cana No. 214 - (CCS),325,255,70,190,175,10,140,80,60
"475,005,077",47,50,5,77,99,479905077,Saltcoats No. 213 - (CCS),300,225,65,135,135,0,160,100,65
"475,005,093",47,50,5,93,99,479905093,Churchbridge No. 211 - (CCS),305,245,60,190,175,5,120,70,50
"470,006,000",47,0,6,0,99,479906000,Division No.  6 - (CD),"5,205","3,930","1,275","2,610","2,430",180,"2,600","1,500","1,095"
"472,106,001",47,21,6,1,99,479906001,Montmartre No. 126 - (CCS),270,200,65,140,130,5,135,70,60
"472,106,004",47,21,6,4,99,479906004,Francis No. 127 - (CCS),320,250,70,160,150,5,160,100,65
"472,106,011",47,21,6,11,99,479906011,Lajord No. 128 - (CCS),245,185,60,120,110,10,130,75,55
"472,106,013",47,21,6,13,99,479906013,Bratt's Lake No. 129 - (CCS),180,140,45,115,100,15,70,35,30
"472,106,016",47,21,6,16,99,479906016,Redburn No. 130 - (CCS),190,140,50,100,90,5,95,50,40
"472,106,021",47,21,6,21,99,479906021,Pense No. 160 - (CCS),200,160,40,115,110,5,85,55,35
"472,106,026",47,21,6,26,99,479906026,Sherwood No. 159 - (CCS),330,240,100,165,145,25,165,95,70
"472,106,029",47,21,6,29,99,479906029,Edenwold No. 158 - (CCS),480,350,130,210,190,15,275,160,115
"472,106,034",47,21,6,34,99,479906034,South Qu'Appelle No. 157 - (CCS),425,295,125,165,150,15,260,145,115
"472,106,038",47,21,6,38,99,479906038,Indian Head No. 156 - (CCS),175,140,35,90,85,5,80,55,25
"475,006,042",47,50,6,42,99,479906042,Abernethy No. 186 - (CCS),205,155,50,110,100,10,95,50,40
"475,006,048",47,50,6,48,99,479906048,North Qu'Appelle No. 187 - (CCS),155,120,30,90,80,5,70,40,25
"476,006,053",47,60,6,53,99,479906053,Lumsden No. 189 - (CCS),350,250,100,145,130,10,205,120,85
"476,006,059",47,60,6,59,99,479906059,Dufferin No. 190 - (CCS),210,170,40,105,105,5,105,60,35
"476,006,063",47,60,6,63,99,479906063,Sarnia No. 221 - (CCS),200,165,35,130,125,5,65,40,30
"476,006,070",47,60,6,70,99,479906070,Longlaketon No. 219 - (CCS),360,275,90,200,190,15,160,85,75
"476,006,071",47,60,6,71,99,479906071,McKillop No. 220 - (CCS),210,150,60,90,80,5,120,70,50
"475,006,091",47,50,6,91,99,479906091,Cupar No. 218 - (CCS),305,235,70,150,150,0,150,85,65
"475,006,096",47,50,6,96,99,479906096,Lipton No. 217 - (CCS),245,190,55,125,120,5,120,70,45
"475,006,099",47,50,6,99,99,479906099,Tullymet No. 216 - (CCS),145,115,25,80,80,5,65,40,25
"470,007,000",47,0,7,0,99,479907000,Division No.  7 - (CD),"3,610","2,800",815,"1,955","1,835",115,"1,665",965,695
"472,107,001",47,21,7,1,99,479907001,Baildon No. 131 - (CCS),215,165,50,115,110,5,100,55,40
"473,007,004",47,30,7,4,99,479907004,Hillsborough No. 132 - (CCS),60,40,15,35,30,5,25,10,10
"473,007,006",47,30,7,6,99,479907006,Rodgers No. 133 - (CCS),90,75,15,60,60,5,30,15,15
"473,007,011",47,30,7,11,99,479907011,Shamrock No. 134 - (CCS),145,115,35,70,70,5,75,45,30
"473,207,014",47,32,7,14,99,479907014,Lawtonia No. 135 - (CCS),180,140,40,105,95,5,80,45,35
"473,207,018",47,32,7,18,99,479907018,Coulee No. 136 - (CCS),225,170,50,120,115,10,105,55,45
"473,207,021",47,32,7,21,99,479907021,Excelsior No. 166 - (CCS),330,260,75,165,155,5,165,95,65
"473,207,024",47,32,7,24,99,479907024,Morse No. 165 - (CCS),245,190,55,135,130,10,115,65,50
"473,007,029",47,30,7,29,99,479907029,Chaplin No. 164 - (CCS),115,90,30,60,55,5,55,30,20
"473,007,032",47,30,7,32,99,479907032,Wheatlands No. 163 - (CCS),125,95,35,60,55,0,70,35,35
"472,107,036",47,21,7,36,99,479907036,Caron No. 162 - (CCS),155,110,45,60,60,0,90,50,40
"472,107,038",47,21,7,38,99,479907038,Moose Jaw No. 161 - (CCS),275,205,75,135,125,10,140,80,65
"472,107,042",47,21,7,42,99,479907042,Marquis No. 191 - (CCS),165,125,35,85,80,5,75,40,30
"473,007,047",47,30,7,47,99,479907047,Eyebrow No. 193 - (CCS),165,135,30,100,95,0,65,40,25
"473,007,053",47,30,7,53,99,479907053,Enfield No. 194 - (CCS),180,140,40,100,90,10,80,50,30
"473,207,058",47,32,7,58,99,479907058,Canaan No. 225 - (CCS),110,85,25,65,60,5,45,25,20
"473,207,063",47,32,7,63,99,479907063,Victory No. 226 - (CCS),175,135,45,95,85,5,80,45,35
"473,207,066",47,32,7,66,99,479907066,King George No. 256 - (CCS),135,100,30,65,60,5,70,45,30
"473,207,067",47,32,7,67,99,479907067,Coteau No. 255 - (CCS),155,130,25,100,95,10,55,35,20
"473,007,071",47,30,7,71,99,479907071,Maple Bush No. 224 - (CCS),110,85,20,50,50,5,55,35,20
"476,107,076",47,61,7,76,99,479907076,Huron No. 223 - (CCS),100,85,20,60,60,0,40,25,20
"476,007,091",47,60,7,91,99,479907091,Craik No. 222 - (CCS),160,130,25,110,100,10,50,30,25
"470,008,000",47,0,8,0,99,479908000,Division No.  8 - (CD),"3,995","3,055",940,"2,065","1,925",140,"1,930","1,125",800
"473,208,001",47,32,8,1,99,479908001,Swift Current No. 137 - (CCS),420,315,105,220,205,15,200,110,90
"473,208,006",47,32,8,6,99,479908006,Webb No. 138 - (CCS),200,150,50,105,95,5,95,55,45
"474,108,009",47,41,8,9,99,479908009,Gull Lake No. 139 - (CCS),140,105,40,65,55,5,75,45,35
"474,108,016",47,41,8,16,99,479908016,Big Stick No. 141 - (CCS),120,90,30,55,55,5,65,40,30
"474,108,021",47,41,8,21,99,479908021,Enterprise No. 142 - (CCS),130,100,30,60,60,0,70,45,30
"474,108,024",47,41,8,24,99,479908024,Fox Valley No. 171 - (CCS),195,155,40,100,100,0,95,55,40
"474,108,028",47,41,8,28,99,479908028,Pittville No. 169 - (CCS),165,125,40,85,80,5,75,40,35
"473,208,031",47,32,8,31,99,479908031,Riverside No. 168 - (CCS),260,200,50,145,140,5,110,65,50
"473,208,038",47,32,8,38,99,479908038,Saskatchewan Landing No. 167 - (CCS),195,145,50,85,80,5,105,60,45
"473,208,042",47,32,8,42,99,479908042,Lacadena No. 228 - (CCS),370,280,85,200,180,20,170,100,70
"474,108,046",47,41,8,46,99,479908046,Miry Creek No. 229 - (CCS),210,160,50,105,100,5,105,60,45
"474,108,053",47,41,8,53,99,479908053,Clinworth No. 230 - (CCS),160,125,35,85,80,0,80,45,35
"474,108,056",47,41,8,56,99,479908056,Happyland No. 231 - (CCS),270,220,55,175,165,15,100,55,45
"474,108,061",47,41,8,61,99,479908061,Deer Forks No. 232 - (CCS),105,85,20,50,50,5,50,35,20
"477,008,065",47,70,8,65,99,479908065,Chesterfield No. 261 - (CCS),275,210,65,135,125,10,140,85,55
"477,008,071",47,70,8,71,99,479908071,Newcombe No. 260 - (CCS),160,125,30,80,75,5,80,50,30
"477,008,074",47,70,8,74,99,479908074,Snipe Lake No. 259 - (CCS),340,250,85,175,155,20,160,95,70
"473,208,092",47,32,8,92,99,479908092,Monet No. 257 - (CCS),280,210,70,145,125,15,140,85,55
"470,009,000",47,0,9,0,99,479909000,Division No.  9 - (CD),"4,060","3,200",855,"2,235","2,115",115,"1,820","1,085",735
"475,009,001",47,50,9,1,99,479909001,Calder No. 241 - (CCS),200,165,40,130,125,10,70,40,35
"475,009,006",47,50,9,6,99,479909006,Wallace No. 243 - (CCS),305,230,70,155,145,5,150,85,65
"475,009,011",47,50,9,11,99,479909011,Orkney No. 244 - (CCS),365,285,75,205,200,10,155,85,65
"475,009,019",47,50,9,19,99,479909019,Garry No. 245 - (CCS),225,180,50,125,120,10,100,60,40
"475,109,023",47,51,9,23,99,479909023,Insinger No. 275 - (CCS),235,190,40,150,140,10,90,50,35
"475,109,029",47,51,9,29,99,479909029,Good Lake No. 274 - (CCS),220,180,40,125,125,0,90,50,40
"475,109,033",47,51,9,33,99,479909033,Sliding Hills No. 273 - (CCS),240,195,45,145,135,10,100,65,40
"475,109,037",47,51,9,37,99,479909037,Cote No. 271 - (CCS),220,185,40,130,125,10,90,60,30
"475,109,042",47,51,9,42,99,479909042,St. Philips No. 301 - (CCS),155,120,30,95,85,10,60,40,20
"475,109,046",47,51,9,46,99,479909046,Keys No. 303 - (CCS),155,130,25,85,85,0,70,50,25
"475,109,049",47,51,9,49,99,479909049,Buchanan No. 304 - (CCS),245,195,50,130,125,5,115,70,45
"475,109,054",47,51,9,54,99,479909054,Invermay No. 305 - (CCS),215,165,50,125,110,10,90,50,40
"475,109,060",47,51,9,60,99,479909060,Hazel Dell No. 335 - (CCS),285,210,75,140,130,10,145,80,65
"475,109,062",47,51,9,62,99,479909062,Preeceville No. 334 - (CCS),470,350,120,215,200,10,260,150,115
"475,109,067",47,51,9,67,99,479909067,Clayton No. 333 - (CCS),340,270,70,185,175,10,155,95,60
"475,109,075",47,51,9,75,99,479909075,Livingston No. 331 - (CCS),180,145,35,100,95,10,80,50,30
"470,010,000",47,0,10,0,99,479910000,Division No. 10 - (CD),"3,240","2,620",615,"1,835","1,750",85,"1,400",865,540
"475,010,003",47,50,10,3,99,479910003,Ituna Bon Accord No. 246 - (CCS),245,200,45,155,140,10,95,60,35
"475,010,008",47,50,10,8,99,479910008,Kellross No. 247 - (CCS),235,195,45,140,130,5,95,65,40
"475,010,014",47,50,10,14,99,479910014,Touchwood No. 248 - (CCS),200,150,45,110,105,5,90,50,40
"476,010,021",47,60,10,21,99,479910021,Mount Hope No. 279 - (CCS),275,215,65,160,145,15,120,70,50
"475,110,026",47,51,10,26,99,479910026,Kutawa No. 278 - (CCS),130,105,25,70,70,0,55,35,25
"475,110,031",47,51,10,31,99,479910031,Emerald No. 277 - (CCS),265,220,50,150,145,5,115,75,45
"475,110,036",47,51,10,36,99,479910036,Foam Lake No. 276 - (CCS),355,280,75,185,175,5,170,100,70
"475,110,041",47,51,10,41,99,479910041,Elfros No. 307 - (CCS),205,170,30,125,120,5,80,55,30
"475,110,046",47,51,10,46,99,479910046,Big Quill No. 308 - (CCS),245,195,50,140,130,10,100,65,40
"476,010,052",47,60,10,52,99,479910052,Prairie Rose No. 309 - (CCS),180,145,35,90,85,5,85,60,30
"476,010,056",47,60,10,56,99,479910056,Leroy No. 339 - (CCS),245,200,45,140,135,5,115,65,40
"475,110,061",47,51,10,61,99,479910061,Lakeside No. 338 - (CCS),155,130,30,90,90,5,60,40,25
"475,110,066",47,51,10,66,99,479910066,Lakeview No. 337 - (CCS),205,170,35,115,110,5,90,55,30
"475,110,071",47,51,10,71,99,479910071,Sasman No. 336 - (CCS),300,245,55,180,170,5,120,80,45
"470,011,000",47,0,11,0,99,479911000,Division No. 11 - (CD),"4,775","3,625","1,155","2,380","2,240",140,"2,400","1,380","1,010"
"476,011,003",47,60,11,3,99,479911003,Last Mountain Valley No. 250 - (CCS),210,165,50,100,95,0,110,65,45
"476,011,006",47,60,11,6,99,479911006,Big Arm No. 251 - (CCS),145,110,35,70,65,0,75,45,35
"476,011,011",47,60,11,11,99,479911011,Arm River No. 252 - (CCS),150,120,25,95,90,10,55,30,20
"476,111,016",47,61,11,16,99,479911016,Willner No. 253 - (CCS),150,125,30,85,85,0,70,40,30
"476,111,018",47,61,11,18,99,479911018,Loreburn No. 254 - (CCS),225,180,45,120,115,5,110,65,40
"476,111,026",47,61,11,26,99,479911026,Rudy No. 284 - (CCS),230,190,45,125,125,5,105,70,35
"476,111,031",47,61,11,31,99,479911031,Rosedale No. 283 - (CCS),210,165,50,120,110,5,95,50,45
"476,011,034",47,60,11,34,99,479911034,McCraney No. 282 - (CCS),200,160,40,125,120,5,75,45,30
"476,011,039",47,60,11,39,99,479911039,Wood Creek No. 281 - (CCS),155,120,35,75,70,0,75,45,30
"476,011,042",47,60,11,42,99,479911042,Wreford No. 280 - (CCS),125,100,25,75,75,5,50,30,20
"476,011,046",47,60,11,46,99,479911046,Usborne No. 310 - (CCS),205,150,55,100,90,10,105,60,45
"476,011,052",47,60,11,52,99,479911052,Morris No. 312 - (CCS),210,160,45,115,105,5,95,55,40
"476,011,059",47,60,11,59,99,479911059,Lost River No. 313 - (CCS),115,95,20,60,55,5,60,35,20
"476,111,061",47,61,11,61,99,479911061,Dundurn No. 314 - (CCS),130,95,40,50,45,0,85,50,35
"476,111,065",47,61,11,65,99,479911065,Corman Park No. 344 - (CCS),"1,455","1,025",425,645,580,65,810,445,365
"476,011,069",47,60,11,69,99,479911069,Blucher No. 343 - (CCS),265,200,70,135,130,10,130,70,60
"476,011,076",47,60,11,76,99,479911076,Colonsay No. 342 - (CCS),140,110,35,80,75,5,60,30,30
"476,011,091",47,60,11,91,99,479911091,Viscount No. 341 - (CCS),225,175,55,105,100,5,125,75,50
"476,011,096",47,60,11,96,99,479911096,Wolverine No. 340 - (CCS),220,185,40,110,105,5,110,75,35
"470,012,000",47,0,12,0,99,479912000,Division No. 12 - (CD),"3,180","2,390",790,"1,565","1,445",120,"1,615",940,670
"477,012,001",47,70,12,1,99,479912001,Pleasant Valley No. 288 - (CCS),170,135,40,80,75,5,95,55,35
"477,012,004",47,70,12,4,99,479912004,St. Andrews No. 287 - (CCS),230,165,65,120,105,15,105,60,50
"476,112,011",47,61,12,11,99,479912011,Milden No. 286 - (CCS),165,125,40,70,70,5,95,55,40
"476,112,020",47,61,12,20,99,479912020,Fertile Valley No. 285 - (CCS),245,195,50,135,125,10,110,70,45
"476,112,026",47,61,12,26,99,479912026,Montrose No. 315 - (CCS),215,155,55,90,80,5,130,75,55
"476,112,029",47,61,12,29,99,479912029,Harris No. 316 - (CCS),155,105,45,70,60,5,85,50,35
"477,012,034",47,70,12,34,99,479912034,Marriott No. 317 - (CCS),185,135,50,90,80,15,95,55,40
"477,012,038",47,70,12,38,99,479912038,Mountain View No. 318 - (CCS),170,125,40,85,80,5,85,45,40
"477,112,042",47,71,12,42,99,479912042,Biggar No. 347 - (CCS),340,260,85,185,170,15,155,85,70
"476,112,050",47,61,12,50,99,479912050,Perdue No. 346 - (CCS),185,140,50,90,85,5,100,55,45
"476,112,054",47,61,12,54,99,479912054,Vanscoy No. 345 - (CCS),385,275,105,155,135,15,230,135,95
"476,112,064",47,61,12,64,99,479912064,Eagle Creek No. 376 - (CCS),175,140,40,90,90,0,85,50,35
"477,112,069",47,71,12,69,99,479912069,Glenside No. 377 - (CCS),130,100,25,75,70,5,55,35,20
"477,112,072",47,71,12,72,99,479912072,Rosemount No. 378 - (CCS),95,75,25,45,45,0,45,25,20
"479,112,078",47,91,12,78,99,479912078,Battle River No. 438 - (CCS),335,260,75,180,165,15,155,90,60
"470,013,000",47,0,13,0,99,479913000,Division No. 13 - (CD),"3,550","2,805",745,"1,920","1,820",100,"1,635",990,650
"477,013,006",47,70,13,6,99,479913006,Kindersley No. 290 - (CCS),425,330,100,210,195,10,215,130,90
"477,013,011",47,70,13,11,99,479913011,Milton No. 292 - (CCS),110,85,25,60,55,0,55,35,20
"477,013,016",47,70,13,16,99,479913016,Antelope Park No. 322 - (CCS),80,60,15,50,50,0,30,15,10
"477,013,019",47,70,13,19,99,479913019,Prairiedale No. 321 - (CCS),80,65,20,45,45,0,35,20,15
"477,013,024",47,70,13,24,99,479913024,Oakdale No. 320 - (CCS),160,120,40,85,75,5,75,40,35
"477,013,028",47,70,13,28,99,479913028,Winslow No. 319 - (CCS),185,145,40,95,90,5,90,50,40
"477,113,032",47,71,13,32,99,479913032,Grandview No. 349 - (CCS),170,130,35,100,90,5,70,40,30
"477,113,038",47,71,13,38,99,479913038,Mariposa No. 350 - (CCS),130,100,25,80,75,5,50,30,20
"477,113,041",47,71,13,41,99,479913041,Progress No. 351 - (CCS),185,145,40,100,95,5,90,50,35
"477,113,046",47,71,13,46,99,479913046,Heart's Hill No. 352 - (CCS),155,120,35,80,75,5,70,45,25
"477,113,049",47,71,13,49,99,479913049,Eye Hill No. 382 - (CCS),225,185,45,125,120,10,95,65,40
"477,113,056",47,71,13,56,99,479913056,Grass Lake No. 381 - (CCS),210,175,35,115,115,5,90,60,35
"477,113,059",47,71,13,59,99,479913059,Tramping Lake No. 380 - (CCS),130,105,20,85,75,5,45,25,20
"477,113,064",47,71,13,64,99,479913064,Reford No. 379 - (CCS),195,155,35,110,100,5,80,50,30
"477,113,068",47,71,13,68,99,479913068,Buffalo No. 409 - (CCS),300,240,65,160,150,10,145,85,55
"477,113,072",47,71,13,72,99,479913072,Round Valley No. 410 - (CCS),175,135,40,95,90,5,80,45,35
"477,113,076",47,71,13,76,99,479913076,Senlac No. 411 - (CCS),125,95,25,65,60,5,55,40,20
"479,113,079",47,91,13,79,99,479913079,Manitou Lake No. 442 - (CCS),195,155,40,95,85,5,100,65,40
"479,113,092",47,91,13,92,99,479913092,Hillsdale No. 440 - (CCS),180,140,40,85,80,5,95,55,35
"479,113,096",47,91,13,96,99,479913096,Cut Knife No. 439 - (CCS),140,120,25,75,80,0,65,40,20
"470,014,000",47,0,14,0,99,479914000,Division No. 14 - (CD),"4,980","3,910","1,075","2,640","2,515",120,"2,345","1,395",955
"478,014,001",47,80,14,1,99,479914001,Hudson Bay No. 394 - (CCS),325,265,65,195,185,10,135,80,50
"478,014,006",47,80,14,6,99,479914006,Porcupine No. 395 - (CCS),385,310,75,220,210,10,165,100,65
"475,114,021",47,51,14,21,99,479914021,Kelvington No. 366 - (CCS),220,165,55,110,110,5,105,55,45
"475,114,023",47,51,14,23,99,479914023,Ponass Lake No. 367 - (CCS),280,215,65,160,150,10,125,65,55
"475,114,026",47,51,14,26,99,479914026,Spalding No. 368 - (CCS),230,190,45,125,120,10,105,70,40
"478,014,034",47,80,14,34,99,479914034,Barrier Valley No. 397 - (CCS),230,180,50,95,90,5,135,80,45
"478,014,035",47,80,14,35,99,479914035,Pleasantdale No. 398 - (CCS),210,170,40,120,115,5,85,50,40
"478,014,038",47,80,14,38,99,479914038,Bjorkdale No. 426 - (CCS),380,300,85,180,170,5,200,125,80
"478,014,043",47,80,14,43,99,479914043,Tisdale No. 427 - (CCS),270,210,60,135,130,10,130,80,55
"478,014,047",47,80,14,47,99,479914047,Star City No. 428 - (CCS),305,245,60,165,155,10,140,85,50
"478,014,053",47,80,14,53,99,479914053,Willow Creek No. 458 - (CCS),275,210,65,135,130,5,135,80,55
"478,014,056",47,80,14,56,99,479914056,Connaught No. 457 - (CCS),270,215,55,130,130,0,135,85,50
"478,014,059",47,80,14,59,99,479914059,Arborfield No. 456 - (CCS),225,185,35,125,125,5,95,65,35
"478,014,067",47,80,14,67,99,479914067,Moose Range No. 486 - (CCS),445,350,100,245,235,15,200,115,85
"478,014,072",47,80,14,72,99,479914072,Nipawin No. 487 - (CCS),315,225,90,145,130,10,175,95,75
"479,014,077",47,90,14,77,99,479914077,Torch River No. 488 - (CCS),620,485,135,345,325,20,275,160,115
"470,015,000",47,0,15,0,99,479915000,Division No. 15 - (CD),"5,750","4,535","1,215","3,035","2,905",130,"2,715","1,625","1,085"
"478,115,001",47,81,15,1,99,479915001,St. Peter No. 369 - (CCS),320,255,70,165,155,5,165,100,60
"478,115,007",47,81,15,7,99,479915007,Humboldt No. 370 - (CCS),305,245,65,150,145,0,155,95,60
"478,115,011",47,81,15,11,99,479915011,Bayne No. 371 - (CCS),275,220,55,150,150,5,120,70,50
"478,115,014",47,81,15,14,99,479915014,Grant No. 372 - (CCS),220,180,40,130,125,5,95,55,35
"478,115,018",47,81,15,18,99,479915018,Aberdeen No. 373 - (CCS),225,175,50,115,105,5,110,65,40
"476,115,026",47,61,15,26,99,479915026,Laird No. 404 - (CCS),330,265,65,175,170,0,160,95,65
"476,115,031",47,61,15,31,99,479915031,Rosthern No. 403 - (CCS),420,325,95,215,210,10,200,115,85
"478,115,036",47,81,15,36,99,479915036,Fish Creek No. 402 - (CCS),180,145,35,105,100,5,75,45,30
"478,115,039",47,81,15,39,99,479915039,Hoodoo No. 401 - (CCS),285,230,60,145,140,0,135,85,55
"478,115,044",47,81,15,44,99,479915044,Three Lakes No. 400 - (CCS),250,205,45,145,135,5,110,70,40
"478,115,048",47,81,15,48,99,479915048,Lake Lenore No. 399 - (CCS),180,150,30,95,95,0,85,55,30
"478,115,051",47,81,15,51,99,479915051,Flett's Springs No. 429 - (CCS),285,230,55,130,130,0,155,95,55
"478,115,054",47,81,15,54,99,479915054,Invergordon No. 430 - (CCS),245,205,45,150,140,5,100,60,40
"478,115,057",47,81,15,57,99,479915057,St. Louis No. 431 - (CCS),270,205,65,150,140,10,125,70,55
"479,015,061",47,90,15,61,99,479915061,Duck Lake No. 463 - (CCS),215,170,50,110,105,5,110,65,45
"479,015,064",47,90,15,64,99,479915064,Prince Albert No. 461 - (CCS),465,350,110,255,240,20,205,110,95
"478,115,067",47,81,15,67,99,479915067,Birch Hills No. 460 - (CCS),235,185,50,115,115,0,115,70,45
"478,115,071",47,81,15,71,99,479915071,Kinistino No. 459 - (CCS),275,225,50,165,155,5,110,70,45
"479,015,079",47,90,15,79,99,479915079,Garden River No. 490 - (CCS),215,165,45,110,105,5,105,65,40
"479,015,094",47,90,15,94,99,479915094,Buckland No. 491 - (CCS),330,250,85,165,150,15,165,100,65
"479,015,099",47,90,15,99,99,479915099,Paddockwood No. 520 - (CCS),225,165,55,105,100,5,120,70,55
"470,016,000",47,0,16,0,99,479916000,Division No. 16 - (CD),"3,730","2,955",770,"2,035","1,935",95,"1,695","1,020",675
"479,016,005",47,90,16,5,99,479916005,Mayfield No. 406 - (CCS),175,145,30,95,90,0,85,55,30
"479,016,008",47,90,16,8,99,479916008,Great Bend No. 405 - (CCS),215,160,50,100,100,5,110,65,45
"479,016,013",47,90,16,13,99,479916013,Blaine Lake No. 434 - (CCS),190,145,40,95,90,5,90,55,35
"479,016,018",47,90,16,18,99,479916018,Redberry No. 435 - (CCS),255,200,55,145,135,5,110,65,45
"479,016,023",47,90,16,23,99,479916023,Douglas No. 436 - (CCS),190,155,35,115,115,5,75,40,30
"479,016,028",47,90,16,28,99,479916028,North Battleford No. 437 - (CCS),270,230,45,170,160,10,100,65,30
"479,016,033",47,90,16,33,99,479916033,Round Hill No. 467 - (CCS),175,140,30,100,105,0,75,45,30
"479,016,038",47,90,16,38,99,479916038,Meeting Lake No. 466 - (CCS),185,140,45,100,85,10,85,50,40
"479,016,041",47,90,16,41,99,479916041,Leask No. 464 - (CCS),285,215,70,135,130,5,150,90,60
"479,016,046",47,90,16,46,99,479916046,Shellbrook No. 493 - (CCS),365,295,75,190,180,10,175,110,65
"479,016,051",47,90,16,51,99,479916051,Canwood No. 494 - (CCS),500,395,105,280,260,20,220,130,90
"479,016,056",47,90,16,56,99,479916056,Spiritwood No. 496 - (CCS),505,400,110,270,255,20,240,150,90
"479,016,062",47,90,16,62,99,479916062,Medstead No. 497 - (CCS),215,175,45,120,115,5,95,55,40
"479,016,075",47,90,16,75,99,479916075,Big River No. 555 - (CCS),205,160,45,120,115,5,90,45,40
"470,017,000",47,0,17,0,99,479917000,Division No. 17 - (CD),"3,310","2,555",755,"1,630","1,550",85,"1,680","1,005",670
"479,117,001",47,91,17,1,99,479917001,Meota No. 468 - (CCS),195,160,35,110,105,5,80,60,25
"479,117,008",47,91,17,8,99,479917008,Turtle River No. 469 - (CCS),175,135,40,85,80,5,85,50,35
"479,117,013",47,91,17,13,99,479917013,Paynton No. 470 - (CCS),90,65,25,50,40,10,35,20,15
"479,117,017",47,91,17,17,99,479917017,Eldon No. 471 - (CCS),250,190,55,115,110,10,135,85,45
"479,117,022",47,91,17,22,99,479917022,Wilton No. 472 - (CCS),325,255,65,160,150,5,160,105,60
"479,117,028",47,91,17,28,99,479917028,Britannia No. 502 - (CCS),315,225,85,130,125,5,180,105,75
"479,117,032",47,91,17,32,99,479917032,Frenchman Butte No. 501 - (CCS),360,280,80,170,160,5,190,120,70
"479,117,045",47,91,17,45,99,479917045,Mervin No. 499 - (CCS),350,265,85,180,170,5,170,95,75
"479,117,047",47,91,17,47,99,479917047,Parkdale No. 498 - (CCS),210,160,50,100,100,5,110,60,45
"479,117,054",47,91,17,54,99,479917054,Meadow Lake No. 588 - (CCS),540,420,125,280,270,10,255,145,110
"479,117,056",47,91,17,56,99,479917056,Loon Lake No. 561 - (CCS),245,190,55,125,120,5,115,65,50
"479,117,062",47,91,17,62,99,479917062,Beaver River No. 622 - (CCS),265,205,60,115,115,0,150,95,55
"480,000,000",48,0,0,0,0,480000000,Alberta,"76,195","54,565","21,630","32,020","29,525","2,495","44,170","25,035","19,135"
"481,000,000",48,10,0,0,10,481000000,Agricultural Region 1 - (CAR),"4,215","3,215","1,000","2,045","1,915",135,"2,170","1,300",870
"481,001,000",48,10,1,0,10,481001000,Division No.  1 - (CD),"2,210","1,700",515,"1,075","1,010",65,"1,135",685,455
"481,001,003",48,10,1,3,10,481001003,Cypress County - (CCS),"1,300",965,340,600,555,40,710,405,295
"481,001,008",48,10,1,8,10,481001008,Forty Mile County No. 8 - (CCS),910,730,175,475,455,20,435,275,155
"481,004,000",48,10,4,0,10,481004000,Division No.  4 - (CD),"2,005","1,515",485,975,900,70,"1,030",615,415
"481,004,004",48,10,4,4,10,481004004,Special Area No. 2 - (CCS),780,580,205,355,325,30,420,250,175
"481,004,012",48,10,4,12,10,481004012,Special Area No. 3 - (CCS),755,580,175,395,360,30,360,215,145
"481,004,020",48,10,4,20,10,481004020,Special Area No. 4 - (CCS),465,365,105,225,215,5,245,155,95
"482,000,000",48,20,0,0,20,482000000,Agricultural Region 2 - (CAR),"8,535","6,455","2,085","3,960","3,715",245,"4,575","2,735","1,840"
"482,002,000",48,20,2,0,20,482002000,Division No.  2 - (CD),"4,525","3,495","1,030","2,175","2,065",110,"2,345","1,430",920
"482,002,001",48,20,2,1,20,482002001,Warner County No. 5 - (CCS),735,585,150,400,385,20,335,200,130
"482,002,011",48,20,2,11,20,482002011,Lethbridge County - (CCS),"1,475","1,165",310,705,670,35,770,495,275
"482,002,021",48,20,2,21,20,482002021,Taber - (CCS),"1,125",890,240,575,545,25,555,340,210
"482,002,031",48,20,2,31,20,482002031,Newell County No. 4 - (CCS),"1,195",855,335,500,460,40,695,395,295
"482,005,000",48,20,5,0,20,482005000,Division No.  5 - (CD),"4,010","2,955","1,050","1,785","1,650",130,"2,225","1,305",920
"482,005,001",48,20,5,1,20,482005001,Vulcan County - (CCS),940,730,215,470,440,25,470,285,185
"482,005,012",48,20,5,12,20,482005012,Wheatland County - (CCS),"1,330",940,390,560,500,55,770,440,330
"482,005,031",48,20,5,31,20,482005031,Starland County - (CCS),595,435,155,230,220,10,360,220,140
"482,005,041",48,20,5,41,20,482005041,Kneehill County - (CCS),"1,150",855,295,520,495,35,630,365,265
"483,000,000",48,30,0,0,30,483000000,Agricultural Region 3 - (CAR),"10,135","6,985","3,150","4,210","3,665",545,"5,925","3,320","2,605"
"483,003,000",48,30,3,0,30,483003000,Division No.  3 - (CD),"2,855","2,065",790,"1,255","1,135",115,"1,600",930,675
"483,003,001",48,30,3,1,30,483003001,Cardston County - (CCS),850,660,190,430,405,30,420,260,165
"483,003,011",48,30,3,11,30,483003011,Pincher Creek No. 9 - (CCS),755,515,245,285,250,35,470,260,210
"483,003,018",48,30,3,18,30,483003018,Willow Creek No. 26 - (CCS),"1,245",890,355,530,480,50,710,410,305
