PROV ,CAR,CD,CCS,GEO NAMES,ntotfcap,totfcap,nvalulb,valulb,nvlbown,vlbown,nvlbrnt,vlbrnt,nvallvsk,vallvsk,nvalmch,valmch,ncap1,ncap2,ncap3,ncap4,ncap5,ncap6,ncap7,ncap8,ncap9,ntotexp,totexp,nfertpd,fertpd,nchempd,chempd,nseedpd,seedpd,nfeedpd,feedpd,ncostfd,costfd,nlvstpd,lvstpd,nvetser,vetser,ncustwrk,custwrk,ntcshwge,tcshwge,ncshwgef,cshwgef,ncshwgnf,cshwgnf,nfuel,fuel,nrepmch,repmch,nrntmch,rntmch,nrepbldg,repbldg,nrntexp,rntexp,nutilexp,utilexp,ntotint,totint,nothexp,othexp,nsalesxfp,salesxfp,nsale1,nsale2,nsale3,nsale4,nsale5,nsale6,nsale7,nsale8,nsale9,ntype0,ntype1,ntype2,ntype3,ntype4,ntype5,ntype6,ntype7,ntype8,ntype9,ntype10,ntype11,ntype12,nnaic1,nnaic2,nnaic3,nnaic4,nnaic5,nnaic6,nnaic7,nnaic8,nnaic9,nnaic10,ntotlab,totlab,npdlbyr,pdlbyr,npdlbsl,pdlbsl
47,81,15,54,Invergordon No. 430,195,"109,518,810",195,"75,171,027",188,"51,862,157",109,"23,308,870",99,"8,636,642",195,"25,711,141",4,18,34,33,32,41,23,5,5,195,"19,529,258",155,"2,925,134",146,"2,185,282",145,"950,584",77,"771,231",16,"194,015",49,"1,282,374",73,"179,342",120,"816,961",80,"1,019,795",52,"690,055",41,"329,740",191,"1,775,701",190,"1,522,346",38,"207,095",154,"414,871",86,"675,560",183,"439,951",133,"1,366,241",190,"2,996,790",195,22239443,4,8,15,33,28,36,49,18,4,191,0,24,4,0,28,102,18,0,7,3,0,5,25,4,0,1,8,131,0,0,0,22,80,"2,603",26,"1,504",66,"1,099"
47,81,15,57,St. Louis No. 431,212,"133,156,047",212,"90,947,601",205,"66,679,661",110,"24,267,940",92,"7,322,564",212,"34,885,882",4,10,29,36,33,59,25,8,8,212,"22,871,482",176,"3,731,284",168,"2,951,939",172,"1,072,122",78,"437,672",28,"153,288",66,"1,806,198",71,"64,379",137,"797,051",103,"1,140,687",66,"731,798",62,"408,889",210,"1,880,376",201,"1,776,073",47,"246,853",159,"366,030",88,"1,165,175",202,"610,864",153,"2,045,509",202,"2,779,270",212,26214844,5,7,9,22,33,38,71,24,3,207,0,33,6,0,33,122,5,0,4,2,0,2,32,6,0,1,6,155,0,0,0,7,103,"3,076",36,"1,594",75,"1,482"
47,90,15,61,Duck Lake No. 463,163,"87,883,026",163,"52,576,422",156,"40,117,242",95,"12,459,180",128,"18,545,356",163,"16,761,248",1,12,26,40,28,37,9,6,4,163,"16,352,141",70,"998,295",81,"880,807",91,"255,154",100,"1,239,414",37,"663,419",88,"5,641,650",120,"244,930",93,"614,812",48,"570,032",29,"329,919",26,"240,113",156,"1,253,377",153,"1,020,071",31,"100,851",130,"237,181",83,"349,894",151,"400,722",105,"1,000,584",150,"1,544,367",163,17178856,9,7,20,32,31,20,30,9,5,154,1,91,1,0,5,31,10,0,10,1,0,4,90,1,0,0,10,38,0,0,2,13,48,"1,536",15,982,36,554
47,90,15,64,Prince Albert No. 461,356,"180,302,235",356,"114,494,017",334,"87,574,997",162,"26,919,020",199,"16,463,090",356,"49,345,128",8,22,63,83,59,83,23,8,7,356,"25,432,187",219,"3,362,205",242,"2,884,323",208,"996,748",157,"828,567",57,"451,282",103,"2,836,625",157,"251,486",209,"949,265",100,"1,397,101",67,"587,729",53,"809,372",346,"2,705,071",332,"2,071,763",67,"230,121",268,"486,303",115,"1,122,529",331,"734,628",226,"1,759,782",343,"2,815,670",356,28458993,29,13,34,71,60,59,69,13,8,327,1,87,1,3,37,140,17,3,23,10,0,5,88,1,3,1,23,177,3,3,2,26,100,"3,675",38,"2,196",75,"1,479"
47,81,15,67,Birch Hills No. 460,175,"109,369,068",175,"70,460,010",173,"52,466,710",93,"17,993,300",59,"7,958,188",175,"30,950,870",2,8,29,31,18,54,23,3,7,175,"16,237,551",152,"2,883,739",148,"2,094,446",131,"722,537",53,"502,874",15,"86,753",42,"778,552",52,"76,754",119,"685,524",68,"831,716",41,"361,625",36,"470,091",172,"1,497,662",167,"1,195,105",40,"266,910",130,"290,203",63,"555,062",166,"414,674",138,"1,672,270",163,"1,769,523",175,18967472,3,3,9,13,35,45,53,12,2,172,1,18,5,0,10,121,6,2,6,1,0,2,18,5,0,1,7,131,0,2,0,8,68,"2,011",20,"1,314",50,697
47,81,15,71,Kinistino No. 459,218,"125,370,052",218,"83,357,755",205,"55,437,515",113,"27,920,240",98,"7,337,654",218,"34,674,643",11,15,33,57,30,34,19,8,11,218,"20,861,014",177,"3,151,751",161,"2,687,565",164,"1,143,008",81,"496,823",28,"150,920",59,"901,620",85,"127,418",140,"1,200,225",89,"1,052,031",61,"718,138",42,"333,893",213,"2,075,394",207,"1,553,228",49,"328,913",161,"341,175",81,"1,386,217",200,"491,690",171,"1,561,001",208,"2,362,955",218,24300984,10,5,15,32,31,47,58,15,5,208,0,30,3,0,17,138,7,0,5,2,0,6,27,3,0,0,10,157,0,0,0,11,89,"2,836",34,"1,844",63,992
47,90,15,79,Garden River No. 490,161,"86,489,290",161,"56,226,446",156,"39,494,946",84,"16,731,500",75,"7,046,696",161,"23,216,148",1,10,32,46,26,29,6,4,7,161,"13,229,445",122,"2,518,312",115,"2,038,412",111,"706,718",59,"276,461",24,"100,031",37,"294,804",58,"68,684",89,"487,037",55,"732,118",37,"515,971",26,"216,147",159,"1,420,628",153,"1,131,592",31,"160,828",124,"208,401",54,"531,882",143,"306,344",106,"891,041",154,"1,456,183",161,15646578,7,13,14,24,32,29,26,10,6,154,0,28,0,0,15,88,7,0,8,4,0,4,28,0,0,0,9,103,0,0,2,12,55,"1,744",20,"1,099",40,645
47,90,15,94,Buckland No. 491,246,"116,772,080",246,"71,900,839",241,"54,821,290",105,"17,079,549",149,"15,046,206",246,"29,825,035",2,11,59,71,34,45,13,5,6,246,"16,057,583",130,"1,706,990",132,"1,218,495",146,"548,752",127,"1,000,906",49,"215,834",68,"1,078,120",131,"231,186",109,"704,884",72,"1,865,687",53,"694,902",35,"1,170,785",238,"1,858,459",229,"1,253,356",37,"121,270",188,"383,243",71,"431,019",229,"514,052",143,"831,377",234,"2,309,787",246,19484288,23,15,22,64,39,40,30,6,7,223,2,75,2,2,15,72,24,1,21,2,0,7,74,2,2,3,16,88,0,1,5,32,72,"4,313",26,"2,098",53,"2,215"
47,90,15,99,Paddockwood No. 520,166,"72,081,188",166,"44,243,220",160,"30,385,180",76,"13,858,040",100,"9,438,395",166,"18,399,573",2,20,39,40,19,28,12,4,2,166,"10,470,468",96,"1,492,075",102,"1,347,127",99,"502,457",81,"242,205",31,"60,696",45,"530,891",84,"124,649",81,"502,476",52,"436,113",33,"321,527",29,"114,586",156,"1,199,338",153,"866,815",27,"122,262",119,"196,471",63,"475,306",147,"325,289",105,"718,595",154,"1,388,399",166,11537233,12,11,12,50,20,29,22,8,2,154,0,38,0,0,12,60,12,1,18,3,0,10,42,0,0,1,18,73,0,1,2,17,52,"1,201",12,643,44,558
47,0,16,0,Division No. 16,"2,869","1,704,543,705","2,869","1,065,585,584","2,678","750,649,824","1,617","314,935,760","1,817","238,472,948","2,869","400,485,173",58,217,466,562,376,734,247,101,108,"2,869","242,938,534","1,990","33,170,489","1,882","24,814,797","1,861","9,030,585","1,493","7,467,618",569,"2,965,564","1,102","25,890,398","1,584","2,782,930","1,715","10,728,607","1,057","11,315,074",717,"6,926,233",552,"4,388,841","2,778","26,046,432","2,700","21,570,002",528,"2,626,558","2,144","4,172,726","1,231","9,396,966","2,620","6,922,125","2,054","18,445,714","2,707","28,557,513","2,869",277115236,142,108,180,512,472,590,613,194,58,2727,10,996,19,2,233,1049,192,2,96,56,2,70,1002,19,2,14,125,1288,6,2,11,258,"1,057","28,643",326,"15,668",821,"12,975"
47,90,16,5,Mayfield No. 406,136,"113,504,794",136,"76,026,952",130,"52,060,707",81,"23,966,245",98,"9,667,006",136,"27,810,836",1,5,18,18,10,40,26,7,11,136,"13,999,520",101,"2,355,126",96,"1,709,832",92,"648,147",74,"216,259",24,"62,721",57,"892,337",80,"144,343",99,"565,263",57,"803,988",37,"418,712",36,"385,276",129,"1,539,057",126,"1,299,776",23,"154,648",101,"170,576",65,"595,644",129,"330,278",103,"973,941",129,"1,600,305",136,18689646,7,3,3,23,15,23,38,20,4,129,1,28,0,0,16,71,3,0,4,3,0,3,30,0,0,0,7,87,0,0,0,5,57,"2,039",25,"1,236",43,803
47,90,16,8,Great Bend No. 405,157,"106,313,196",157,"71,457,161",150,"50,829,551",80,"20,627,610",101,"11,324,678",157,"23,531,357",2,9,14,31,25,43,17,9,7,157,"14,742,160",118,"2,357,286",113,"1,788,639",107,"629,669",84,"390,157",30,"69,392",64,"1,007,212",86,"147,920",98,"671,844",69,"572,296",46,"431,591",32,"140,705",154,"1,490,214",149,"1,361,376",29,"172,107",127,"261,054",57,"504,206",151,"427,653",112,"1,115,232",151,"1,845,295",157,17571370,6,5,5,19,32,34,35,18,3,151,1,41,1,1,21,74,1,0,7,1,0,3,42,1,1,3,3,96,0,0,1,4,69,"1,706",22,939,49,767
47,90,16,13,Blaine Lake No. 434,143,"99,798,619",143,"69,564,765",139,"53,032,245",74,"16,532,520",72,"6,023,838",143,"24,210,016",4,7,23,28,17,24,22,9,9,143,"11,684,258",111,"2,201,136",108,"1,462,608",94,"444,199",51,"138,001",21,"58,966",37,"486,254",66,"83,014",84,"746,041",49,"287,109",31,"214,082",31,"73,027",136,"1,285,621",130,"1,033,445",22,"211,841",96,"157,716",48,"486,691",130,"299,472",97,"831,646",135,"1,529,464",143,13408689,5,5,12,20,24,32,35,9,1,138,0,29,2,0,29,61,8,1,4,1,0,3,28,2,0,0,4,90,0,1,1,12,49,743,7,176,43,567
47,90,16,18,Redberry No. 435,197,"108,670,826",197,"75,363,470",187,"49,495,050",102,"25,868,420",118,"10,669,602",197,"22,637,754",6,24,39,33,30,43,8,5,9,197,"14,327,371",139,"1,905,779",145,"1,528,501",128,"496,527",94,"236,845",33,"61,214",62,"1,301,383",101,"139,134",117,"563,258",59,"526,589",43,"332,688",27,"193,901",192,"1,740,792",188,"1,450,524",40,"151,221",149,"269,482",76,"879,904",179,"454,745",142,"1,157,129",186,"1,525,558",197,16230603,17,8,10,42,35,47,27,4,7,180,2,48,0,0,33,76,8,0,2,5,1,5,48,0,0,1,6,109,1,0,0,15,59,"1,381",22,865,42,516
47,90,16,23,Douglas No. 436,153,"102,630,113",153,"67,735,020",139,"42,053,745",90,"25,681,275",85,"9,760,133",153,"25,134,960",0,10,18,27,19,51,11,11,6,153,"15,513,052",125,"2,044,283",125,"1,853,786",112,"748,549",66,"203,732",22,"84,352",52,"1,641,679",67,"173,172",101,"633,496",57,"568,369",45,"402,715",27,"165,654",149,"1,571,399",149,"1,410,734",32,"186,139",112,"191,164",79,"986,502",141,"357,470",116,"1,220,793",148,"1,721,785",153,17475329,4,1,2,23,21,38,49,11,4,149,1,28,0,0,25,79,1,0,6,6,0,3,30,0,0,1,11,105,0,0,0,2,57,"1,355",15,620,46,735
47,90,16,28,North Battleford No. 437,220,"134,871,410",220,"91,405,286",206,"67,589,886",108,"23,815,400",83,"9,067,959",220,"34,398,165",1,18,38,32,31,61,26,6,7,220,"18,145,920",179,"2,657,073",166,"2,510,108",153,"862,235",60,"182,331",25,"99,866",50,"618,779",70,"94,314",127,"898,334",73,"992,339",52,"640,172",39,"352,167",210,"2,016,862",201,"1,717,664",34,"178,540",165,"271,309",64,"737,123",192,"472,345",152,"1,288,461",204,"2,648,103",220,20732940,15,10,15,39,33,35,51,19,3,205,0,36,2,0,44,104,7,0,8,1,0,3,35,2,0,1,6,148,2,0,2,9,73,"2,370",24,"1,416",58,954
47,90,16,33,Round Hill No. 467,138,"75,473,433",138,"48,161,720",133,"33,382,210",74,"14,779,510",84,"10,008,502",138,"17,303,211",5,7,22,20,28,38,10,4,4,138,"11,388,247",106,"1,609,250",93,"1,007,173",100,"444,535",73,"541,461",35,"183,774",50,"1,522,150",75,"129,136",79,"422,841",54,"389,932",36,"208,075",28,"181,857",134,"1,322,778",129,"1,115,465",18,"70,446",101,"200,917",59,"389,193",125,"303,825",104,"822,197",131,"1,096,948",138,13391173,2,4,8,24,20,33,38,7,2,136,0,39,2,0,9,71,10,0,3,0,0,2,39,2,0,1,2,80,0,0,0,12,54,"1,080",21,463,37,617
47,90,16,38,Meeting Lake No. 466,141,"84,886,459",141,"53,081,466",129,"34,783,966",77,"18,297,500",99,"17,063,818",141,"14,741,175",3,10,18,31,27,31,12,4,5,141,"10,975,375",92,"1,268,518",83,"742,829",97,"323,590",80,"581,874",25,"223,424",65,"1,593,725",85,"159,166",86,"361,998",42,"311,529",28,"146,533",20,"164,996",137,"1,407,809",134,"1,081,870",27,"127,264",107,"247,392",64,"265,456",129,"353,097",104,"819,902",133,"1,329,356",141,12003737,1,3,13,27,27,34,27,7,2,140,0,63,2,0,7,44,10,0,4,7,0,3,64,2,0,1,10,51,0,0,0,12,42,943,13,454,33,489
47,90,16,41,Leask No. 464,207,"158,048,613",207,"101,926,549",197,"66,751,181",123,"35,175,368",132,"22,183,755",207,"33,938,309",7,15,42,34,15,51,16,10,17,207,"24,160,236",141,"3,100,623",137,"2,698,758",134,"914,752",112,"880,982",43,"599,835",89,"3,068,033",124,"259,987",121,"843,408",82,"1,190,263",57,"680,195",44,"510,068",201,"2,382,748",193,"2,089,135",53,"204,116",158,"406,227",103,"899,211",192,"713,164",153,"1,817,844",198,"2,690,985",207,27390659,11,9,11,33,32,36,51,13,11,196,0,79,1,0,13,73,12,0,4,7,0,7,75,1,0,0,10,88,0,0,0,22,82,"2,993",32,"1,768",64,"1,225"
47,90,16,46,Shellbrook No. 493,273,"160,841,062",273,"96,500,364",260,"67,849,364",142,"28,651,000",164,"17,572,076",273,"46,768,622",5,21,44,58,37,64,21,13,10,273,"26,617,451",190,"4,368,916",193,"3,391,433",179,"1,134,032",143,"414,940",48,"143,461",90,"1,921,265",155,"205,644",164,"1,058,222",113,"1,762,145",78,"1,182,176",63,"579,969",265,"2,544,792",258,"2,009,977",62,"258,882",208,"430,371",107,"1,092,076",249,"750,086",195,"1,841,320",256,"3,433,350",273,29997732,14,10,22,44,43,48,54,31,7,259,1,93,2,0,11,115,17,1,11,1,1,6,95,2,0,0,10,126,2,1,3,20,113,"4,049",31,"2,142",92,"1,907"
47,90,16,51,Canwood No. 494,388,"185,008,798",388,"105,380,407",371,"78,362,866",228,"27,017,541",276,"33,261,990",388,"46,366,401",4,28,66,90,60,102,27,5,6,388,"27,861,493",255,"3,436,611",261,"2,685,801",251,"850,843",222,"666,202",78,"295,066",162,"3,746,373",230,"315,091",224,"1,165,213",148,"969,613",100,"712,844",73,"256,769",375,"3,177,103",366,"2,367,782",73,"339,400",286,"543,776",174,"872,573",362,"786,096",277,"2,243,514",367,"3,695,502",388,31061631,16,12,35,73,70,75,80,24,3,372,1,165,2,0,15,128,20,0,19,10,0,12,167,2,0,4,24,144,1,0,0,30,148,"2,912",42,"1,691",117,"1,221"
47,90,16,56,Spiritwood No. 496,386,"241,120,819",386,"134,817,352",365,"99,367,534",240,"35,449,818",290,"55,367,001",386,"50,936,466",4,27,55,81,43,113,35,15,13,386,"34,626,592",251,"3,844,997",207,"2,140,105",219,"957,671",239,"2,149,490",101,"725,080",181,"5,334,385",257,"636,406",238,"1,948,383",132,"1,956,474",86,"1,040,259",69,"916,215",374,"3,350,021",368,"2,858,236",71,"304,252",292,"638,961",200,"1,198,155",353,"970,049",280,"2,826,803",366,"3,512,204",386,38476589,13,18,24,73,60,92,74,22,10,373,1,221,2,1,7,72,45,0,8,5,0,11,219,2,1,2,11,80,0,0,1,57,132,"4,512",41,"2,647",103,"1,865"
47,90,16,62,Medstead No. 497,166,"80,051,209",166,"44,711,037",156,"34,813,747",89,"9,897,290",120,"15,000,963",166,"20,339,209",4,7,29,39,20,54,10,2,1,166,"12,659,780",127,"1,660,937",115,"1,050,956",119,"437,540",112,"639,083",50,"278,530",80,"1,839,583",106,"179,871",113,"599,226",61,"417,233",44,"312,787",32,"104,446",164,"1,471,856",155,"1,159,989",29,"102,750",127,"196,331",72,"308,778",154,"421,500",130,"993,751",157,"1,180,396",166,14252850,6,6,7,26,30,42,44,4,1,160,2,60,2,0,2,62,13,0,5,7,0,7,63,2,0,0,10,64,0,0,1,20,61,"1,179",21,734,42,445
47,90,16,75,Big River No. 555,164,"53,324,354",164,"29,454,035",116,"20,277,772",109,"9,176,263",95,"11,501,627",164,"12,368,692",12,29,40,40,14,19,6,1,3,164,"6,237,079",55,"359,954",40,"244,268",76,"138,296",83,"226,261",34,"79,883",63,"917,240",82,"115,732",64,"251,080",61,"567,195",34,"203,404",31,"363,791",158,"745,380",154,"614,029",15,"164,952",115,"187,450",63,"181,454",134,"282,345",89,"493,181",146,"748,262",164,6432288,25,14,13,46,30,21,10,5,0,139,0,66,1,0,1,19,37,0,11,2,0,2,67,1,0,0,11,20,0,0,2,38,61,"1,381",10,517,52,864
47,0,17,0,Division No. 17,"2,460","1,741,489,368","2,460","1,041,023,510","2,346","762,650,213","1,384","278,373,297","1,827","321,525,251","2,460","378,940,607",20,112,307,483,335,664,294,122,123,"2,460","225,425,186","1,557","23,433,188","1,470","18,595,385","1,471","7,296,590","1,542","9,144,982",666,"3,919,375","1,193","36,951,856","1,634","3,796,193","1,439","9,142,478",996,"14,405,817",734,"10,413,997",509,"3,991,820","2,391","22,047,747","2,335","18,967,635",439,"2,709,211","1,958","4,794,247","1,097","8,013,851","2,278","6,583,026","1,709","14,949,679","2,282","24,593,301","2,460",257297992,97,81,149,420,423,451,571,215,53,2363,5,1186,6,1,105,687,158,2,117,38,2,56,1179,6,1,6,139,804,4,2,9,213,996,"36,377",454,"25,629",667,"10,748"
47,91,17,1,Meota No. 468,149,"101,940,209",149,"64,080,945",141,"47,668,245",78,"16,412,700",89,"11,318,150",149,"26,541,114",2,8,17,34,19,34,16,13,6,149,"15,496,755",116,"2,214,950",118,"2,050,513",106,"626,612",75,"305,920",32,"205,204",61,"1,223,972",74,"142,795",96,"724,224",66,"1,112,505",47,"846,883",35,"265,622",144,"1,580,125",141,"1,378,588",20,"137,392",106,"219,635",53,"532,769",138,"374,621",97,"1,085,483",136,"1,786,651",149,18845807,5,3,6,29,17,22,43,19,5,144,0,33,1,1,19,70,4,0,5,5,1,5,34,1,1,0,10,89,1,0,0,8,66,"2,649",25,"1,678",48,971
47,91,17,8,Turtle River No. 469,130,"77,046,984",130,"45,667,543",123,"32,852,233",68,"12,815,310",108,"15,349,081",130,"16,030,360",2,6,26,23,17,32,15,5,4,130,"9,858,664",81,"1,026,267",76,"989,252",70,"291,856",76,"213,680",32,"91,589",64,"1,325,505",89,"186,366",79,"401,535",48,"638,477",40,"570,861",22,"67,616",128,"1,132,385",122,"834,915",24,"134,251",103,"229,022",53,"407,797",118,"309,978",91,"585,070",119,"1,152,308",130,11080528,3,4,7,24,29,23,31,9,0,127,0,66,1,0,4,38,4,0,6,2,0,6,65,1,0,0,8,42,1,0,0,10,48,"1,598",25,"1,172",29,426
47,91,17,13,Paynton No. 470,69,"54,100,958",69,"34,239,693",65,"18,418,500",37,"15,821,193",49,"9,340,603",69,"10,520,662",0,4,10,15,10,13,5,5,7,69,"6,683,126",36,"617,348",35,"643,833",36,"140,120",43,"236,721",22,"134,370",32,"1,323,553",46,"142,313",32,"220,117",26,"576,035",19,"368,591",17,"207,444",65,"538,221",62,"442,890",10,"68,426",45,"134,875",32,"301,557",62,"203,229",43,"388,079",59,"705,809",69,7553192,5,4,4,11,14,9,11,9,2,64,0,31,0,0,3,20,4,0,4,0,0,2,31,0,0,1,3,23,0,0,0,6,26,"1,275",14,995,18,280
47,91,17,17,Eldon No. 471,181,"165,501,986",181,"102,948,198",171,"73,227,838",104,"29,720,360",120,"20,348,326",181,"42,205,462",3,8,13,29,23,44,29,14,18,181,"20,804,564",147,"2,719,107",141,"2,564,088",123,"606,491",86,"503,546",34,"206,250",72,"2,217,841",104,"306,734",113,"934,326",97,"1,768,648",78,"1,534,469",42,"234,179",176,"1,889,825",170,"1,794,319",40,"411,314",146,"374,019",75,"679,469",162,"537,814",133,"1,309,123",170,"2,187,900",181,24696666,5,6,5,27,22,27,57,26,6,176,0,58,0,0,12,89,4,0,6,4,0,3,58,0,0,0,8,104,0,0,1,5,97,"4,460",59,"3,437",57,"1,023"
47,91,17,22,Wilton No. 472,243,"199,043,834",243,"135,424,248",224,"97,455,348",131,"37,968,900",143,"16,607,788",243,"47,011,798",0,5,23,51,30,67,35,15,17,243,"24,253,140",187,"3,097,138",176,"2,684,057",170,"1,022,254",130,"580,679",48,"269,662",92,"2,352,793",129,"248,308",157,"937,233",106,"2,161,200",87,"1,631,020",44,"530,180",237,"2,096,583",228,"2,097,743",53,"180,928",199,"429,605",98,"1,020,044",224,"696,891",160,"1,615,362",229,"3,032,322",243,27330199,12,4,12,40,37,50,60,24,4,231,1,58,0,0,20,123,6,1,14,2,0,6,60,0,0,0,16,144,1,1,1,8,106,"5,346",66,"4,321",57,"1,025"
47,91,17,28,Britannia No. 502,220,"181,063,081",220,"111,530,876",215,"88,433,126",115,"23,097,750",177,"32,050,503",220,"37,481,702",1,5,18,33,41,63,34,9,16,220,"23,361,435",148,"1,970,153",149,"1,407,960",142,"609,931",161,"941,524",68,"373,480",119,"6,111,250",168,"421,084",133,"919,038",77,"1,315,072",62,"940,587",35,"374,485",214,"2,009,179",212,"1,764,195",40,"143,665",182,"469,055",102,"779,047",203,"560,868",171,"1,586,358",204,"2,353,056",220,25772662,10,2,11,32,39,41,56,20,9,210,0,121,2,0,6,54,7,0,12,5,0,3,121,2,0,0,16,61,0,0,1,9,77,"3,160",43,"2,244",42,916
47,91,17,32,Frenchman Butte No. 501,262,"233,188,543",262,"136,081,009",247,"106,016,484",157,"30,064,525",213,"53,396,327",262,"43,711,207",2,7,27,45,32,78,37,14,20,262,"31,327,383",162,"2,948,540",150,"1,925,164",162,"724,602",188,"2,273,166",78,"615,120",154,"7,081,157",197,"637,879",153,"1,086,421",117,"1,633,201",81,"1,158,733",61,"474,468",256,"2,695,027",250,"2,438,143",50,"515,460",218,"821,830",123,"1,062,990",248,"1,054,409",190,"1,958,103",242,"2,471,291",262,36883145,6,11,16,33,42,54,67,20,13,256,1,172,2,0,10,43,13,0,12,0,0,3,170,2,0,1,10,55,0,0,1,17,117,"4,266",53,"3,287",79,979
47,91,17,45,Mervin No. 499,265,"156,590,022",265,"89,561,854",258,"67,746,779",125,"21,815,075",196,"32,330,200",265,"34,697,968",4,19,39,53,31,75,25,8,11,265,"24,440,402",160,"2,284,693",156,"2,057,457",165,"788,616",169,"1,001,414",77,"358,271",130,"4,858,252",184,"386,000",169,"1,111,653",94,"1,441,454",68,"750,237",56,"691,217",255,"2,260,411",250,"1,838,158",58,"353,581",212,"503,472",112,"632,106",244,"667,725",184,"1,714,473",244,"2,540,937",265,27294969,18,12,17,38,45,44,64,22,5,247,0,119,0,0,9,67,22,0,18,8,0,4,118,0,0,3,22,77,0,0,2,25,94,"3,522",40,"2,534",66,988
47,91,17,47,Parkdale No. 498,155,"109,125,178",155,"62,850,693",147,"47,656,153",86,"15,194,540",121,"22,144,866",155,"24,129,619",0,10,21,28,13,46,24,8,5,155,"15,936,798",99,"1,869,222",94,"1,320,906",97,"614,887",105,"472,407",47,"170,776",86,"2,029,240",111,"210,155",110,"813,696",65,"779,874",45,"471,219",46,"308,655",150,"1,591,358",149,"1,380,394",31,"273,891",119,"286,765",71,"544,877",146,"412,896",115,"1,330,981",147,"2,005,249",155,18300574,4,4,11,24,25,22,40,22,3,151,0,75,0,0,1,53,9,0,7,1,0,5,74,0,0,0,6,55,0,0,1,15,65,"2,176",24,"1,248",53,928
47,91,17,54,Meadow Lake No. 588,412,"229,098,856",412,"131,393,883",394,"95,364,075",250,"36,029,808",307,"51,075,220",412,"46,629,753",4,20,57,94,70,108,39,11,9,412,"25,833,642",208,"2,380,704",191,"1,678,000",202,"967,579",249,"1,266,526",115,"877,327",192,"3,544,090",273,"453,052",200,"912,334",166,"1,474,404",115,"1,131,139",82,"343,265",398,"3,071,588",392,"2,523,197",57,"243,184",331,"577,746",192,"951,617",386,"875,748",288,"1,680,866",390,"3,233,007",412,28554053,18,17,29,86,80,88,73,19,2,394,0,227,0,0,12,74,47,1,18,4,0,11,224,0,0,0,17,88,0,1,2,62,166,"3,864",51,"2,324",128,"1,540"
47,91,17,56,Loon Lake No. 561,184,"107,276,631",184,"59,117,986",177,"40,363,490",114,"18,754,496",141,"23,686,798",184,"24,471,847",0,9,28,43,20,54,21,7,2,184,"12,682,275",106,"1,279,915",94,"856,956",97,"498,869",121,"559,059",51,"245,475",88,"1,613,445",119,"208,722",100,"536,135",64,"672,091",41,"394,136",34,"277,955",180,"1,548,795",178,"1,213,506",22,"125,788",142,"289,173",90,"462,771",174,"424,071",119,"786,960",171,"1,606,019",184,14188239,4,6,15,37,40,34,38,9,1,180,0,108,0,0,5,38,18,0,4,3,0,4,107,0,0,0,8,44,0,0,0,21,64,"1,719",27,"1,025",40,694
47,91,17,62,Beaver River No. 622,190,"127,513,086",190,"68,126,582",184,"47,447,942",119,"20,678,640",163,"33,877,389",190,"25,509,115",2,11,28,35,29,50,14,13,8,190,"14,747,002",107,"1,025,151",90,"417,199",101,"404,773",139,"790,340",62,"371,851",103,"3,270,758",140,"452,785",97,"545,766",70,"832,856",51,"616,122",35,"216,734",188,"1,634,250",181,"1,261,587",34,"121,331",155,"459,050",96,"638,807",173,"464,776",118,"908,821",171,"1,518,752",190,16797958,7,8,16,39,33,37,31,16,3,183,3,118,0,0,4,18,20,0,11,4,1,4,117,0,0,1,15,22,1,0,0,27,70,"2,342",27,"1,364",50,978
47,10,0,0,Agr. Reg. 1A - RÇg. Agr 1A,"2,116","1,349,614,617","2,116","835,020,062","2,006","628,426,330","1,116","206,593,732","1,125","142,455,127","2,116","372,139,428",26,108,273,427,321,592,222,71,76,"2,116","191,977,400","1,343","22,015,006","1,535","24,397,259","1,452","9,685,560",904,"4,774,783",289,"1,601,892",676,"13,641,424","1,049","1,990,717","1,335","8,450,273",779,"11,033,408",624,"8,533,925",310,"2,499,483","2,055","19,811,801","2,029","17,771,601",437,"2,742,642","1,574","3,485,781",811,"6,767,153","1,945","5,850,843","1,519","14,398,283","2,025","25,160,866","2,116",216191216,56,61,140,316,383,474,489,147,50,2060,14,503,3,1,373,935,74,1,98,26,0,32,512,3,1,13,97,1314,1,1,9,109,779,"30,932",372,"21,708",505,"9,224"
47,11,0,0,Agr. Reg. 1B - RÇg. Agr 1B,"2,021","1,142,392,767","2,021","644,358,457","1,932","493,138,834","1,029","151,219,623","1,322","194,871,768","2,021","303,162,542",29,121,333,374,327,557,179,54,47,"2,021","195,276,188","1,385","21,853,615","1,466","20,200,530","1,386","7,943,556","1,107","7,128,801",358,"2,064,513",844,"26,008,690","1,239","2,550,029","1,392","8,753,225",806,"9,409,003",592,"6,366,386",402,"3,042,617","1,972","19,156,937","1,950","16,293,690",518,"2,832,284","1,625","3,288,340",858,"6,899,651","1,903","5,194,789","1,528","14,870,684","1,914","22,892,364","2,021",216627593,46,55,115,359,317,414,525,140,50,1975,19,713,9,1,258,734,75,0,103,42,0,21,724,9,1,9,127,997,0,0,9,99,806,"27,093",348,"19,951",545,"7,142"
