AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,VALMCH,NTOTTRC,TOTTRC,NTTRC20,TTRC20,VTRC20,NTTRC50,TTRC50,VTRC50,NTTRC100,TTRC100,VTRC100,NTTRC150,TTRC150,VTRC150,NTOTTRK,TOTTRK,TVALTRK,NTOTCOMB,TOTCOMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NSWTHER,SWTHER,NSPSWTH,SPSWTH,VSPSWTH,NPTSWTH,PTSWTH,VPTSWTH,NTOTBAL,TOTBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NAUTMBL,AUTMBL,VALATO,NVALOEQ,VALOEQ
485008022,48,50,8,22,4808022,LACOMBE COUNTY NO. 14,"1,310","108,501,071","1,172","2,655",566,746,"1,972,300",797,"1,088","8,454,792",464,558,"13,007,600",206,263,"11,617,747","1,196","2,820","14,662,586",724,847,536,624,"14,858,400",212,223,"3,503,516",768,927,634,723,"4,396,800",193,204,"354,780",710,818,593,634,"1,451,088",180,184,"1,364,257",120,125,"763,695",999,"1,485","6,723,695","1,070","25,369,815"
485008038,48,50,8,38,4808038,PONOKA COUNTY NO. 3,"1,327","87,435,401","1,208","2,893",629,894,"1,984,827",897,"1,372","10,431,713",397,462,"9,918,633",125,165,"6,427,560","1,211","2,527","12,390,652",730,815,532,588,"8,687,637",221,227,"2,086,150",798,917,618,682,"3,436,266",226,235,"336,630",858,"1,003",704,746,"1,728,161",251,257,"1,908,090",162,177,"1,064,825",966,"1,354","5,647,402","1,048","21,386,855"
485011000,48,50,11,0,4811000,DIVISION NO. 11,"7,018","418,268,709","6,436","14,287","3,766","5,235","13,344,725","4,390","6,276","45,848,142","1,772","2,059","43,619,414",607,717,"27,652,386","6,211","12,342","54,519,588","3,708","4,178","3,264","3,594","54,455,434",559,584,"4,957,839","3,969","4,436","3,303","3,556","19,450,569",835,880,"1,227,016","3,983","4,665","3,409","3,632","7,628,016","1,007","1,033","7,264,975",582,623,"3,272,919","5,343","8,243","33,804,715","5,446","101,222,971"
485011001,48,50,11,1,4811001,WETASKIWIN COUNTY NO. 10,"1,380","80,481,410","1,278","3,079",759,"1,106","2,386,741",917,"1,418","10,009,651",368,424,"8,680,706",117,131,"4,489,644","1,235","2,532","11,151,959",760,849,629,675,"8,769,822",165,174,"1,464,299",805,903,641,683,"3,336,898",211,220,"272,530",850,998,674,707,"1,407,415",284,291,"2,057,591",139,142,"719,625","1,003","1,451","5,780,592","1,097","19,953,937"
485011012,48,50,11,12,4811012,LEDUC COUNTY NO. 25,"1,898","115,746,316","1,755","3,960","1,014","1,428","3,438,833","1,273","1,799","13,545,939",486,551,"11,514,888",157,182,"7,126,121","1,711","3,365","14,213,003","1,130","1,274","1,016","1,117","15,205,518",149,157,"970,887","1,192","1,322","1,009","1,074","5,735,109",234,248,"357,936","1,192","1,399","1,019","1,082","2,407,415",309,317,"2,185,555",198,215,"1,250,855","1,434","2,142","8,599,384","1,482","29,194,873"
485011034,48,50,11,34,4811034,PARKLAND COUNTY NO. 31,"1,350","71,328,158","1,221","2,522",719,974,"2,662,114",801,"1,102","8,666,397",292,349,"7,630,300",83,97,"3,623,200","1,169","2,117","9,330,062",590,650,510,551,"7,379,272",96,99,"742,010",655,721,508,548,"3,231,924",168,173,"297,705",809,985,653,703,"1,358,756",276,282,"1,968,128",99,110,"577,350","1,016","1,581","6,625,149","1,040","17,235,791"
485011052,48,50,11,52,4811052,STRATHCONA COUNTY NO. 20,"1,053","57,894,344",958,"2,025",613,857,"2,408,302",583,818,"5,592,812",224,253,"5,598,089",74,97,"4,035,000",907,"1,730","7,565,675",421,471,372,408,"7,680,383",59,63,"625,100",494,556,416,454,"2,750,202",96,102,x,521,605,484,529,"1,183,951",73,76,"493,401",74,78,x,868,"1,479","6,256,182",779,"13,262,803"
485011059,48,50,11,59,4811059,STURGEON NO. 90,"1,164","82,147,206","1,072","2,334",574,729,"2,009,985",720,984,"7,130,443",363,429,"9,032,881",161,192,"7,477,421","1,043","2,274","10,377,839",724,830,665,751,"13,922,439",78,79,"1,042,843",742,838,663,721,"3,990,439",108,117,"120,825",557,613,525,551,"1,189,779",60,62,"526,300",67,73,"369,815",924,"1,448","5,922,358",919,"19,033,839"
485011061,48,50,11,61,4811061,EDMONTON,173,"10,671,275",152,367,87,141,"438,750",96,155,"902,900",39,53,"1,162,550",15,18,"901,000",146,324,"1,881,050",83,104,72,92,"1,498,000",12,12,"112,700",81,96,66,76,"405,997",18,20,x,54,65,54,60,"80,700",5,5,"34,000",5,5,x,98,142,"621,050",129,"2,541,728"
486000000,48,60,0,0,4800000,AGRICULTURAL REGION AGRICOLE 6,"9,398","492,618,478","8,654","19,537","4,830","6,894","13,758,885","6,278","8,947","58,761,797","2,526","2,882","56,056,613",719,814,"31,755,608","8,317","15,969","65,015,845","5,646","6,389","4,786","5,292","55,234,474","1,055","1,097","8,160,636","5,811","6,392","4,347","4,543","21,424,485","1,741","1,849","2,143,815","5,784","6,923","4,530","4,756","7,957,777","2,130","2,167","14,087,976",578,641,"3,037,912","6,417","8,975","34,207,975","7,582","121,014,680"
486012000,48,60,12,0,4812000,DIVISION NO. 12,"3,138","159,838,711","2,891","6,370","1,536","2,204","4,258,315","2,079","2,925","18,490,148",861,986,"19,141,653",232,255,"9,629,920","2,764","5,310","22,785,167","1,955","2,265","1,592","1,787","16,742,920",452,478,"3,825,324","2,107","2,348","1,434","1,514","7,092,995",784,834,"812,025","2,022","2,349","1,654","1,723","2,918,919",624,626,"4,073,027",203,233,"1,117,661","2,053","2,809","11,160,056","2,527","37,790,581"
486012004,48,60,12,4,4812004,BONNYVILLE NO. 87,682,"35,253,909",617,"1,367",317,467,"851,149",447,643,"3,908,550",182,212,"4,093,200",42,45,"1,599,900",593,"1,146","5,221,678",417,486,323,359,"3,660,994",118,127,"981,400",455,513,311,334,"1,556,046",167,179,"188,980",428,507,341,352,"537,184",155,155,"1,002,384",63,74,"408,175",477,679,"2,893,506",528,"8,350,763"
486012014,48,60,12,14,4812014,ST. PAUL COUNTY NO. 19,994,"51,659,964",925,"2,022",460,643,"1,195,965",663,943,"5,666,622",310,353,"7,002,033",73,83,"3,377,370",897,"1,770","7,459,540",640,732,476,530,"4,189,073",193,202,"2,177,344",701,771,455,472,"2,269,172",282,299,"277,380",662,742,548,564,"863,320",176,178,"1,135,504",62,68,"334,936",650,864,"3,543,335",805,"12,168,370"
486012022,48,60,12,22,4812022,SMOKY LAKE COUNTY NO. 13,691,"39,702,528",642,"1,446",370,533,"985,425",454,610,"4,061,900",186,212,"4,026,900",82,91,"3,720,850",627,"1,226","5,281,679",483,563,455,524,"6,596,370",38,39,"239,430",499,574,358,390,"1,793,300",175,184,x,443,504,410,436,"877,555",68,68,x,25,29,"122,375",458,602,"2,085,950",586,"9,301,519"
486012030,48,60,12,30,4812030,IMPROVEMENT DISTRICT NO. 18,756,"32,577,110",694,"1,510",383,551,"1,191,776",507,721,"4,803,376",180,205,"3,939,520",33,33,x,642,"1,158","4,731,170",412,481,338,374,"2,296,483",100,107,x,447,485,306,314,"1,450,177",159,171,x,484,590,350,366,"630,860",224,224,"1,462,189",53,62,"252,175",458,652,"2,502,565",606,x
486012806,48,60,12,806,4812806,SADDLE LAKE 125,15,"645,200",13,25,6,10,"34,000",8,8,"49,700",3,4,"80,000",2,3,x,5,10,"91,100",3,3,0,0,0,3,3,x,5,5,4,4,"24,300",1,1,x,5,6,5,5,"10,000",1,1,x,0,0,0,10,12,"134,700",2,x
486013000,48,60,13,0,4813000,DIVISION NO. 13,"5,442","302,165,426","5,031","11,547","2,822","3,970","7,963,657","3,702","5,337","35,868,317","1,510","1,718","33,896,704",455,522,"20,983,188","4,865","9,505","37,787,021","3,412","3,823","2,962","3,257","36,844,587",551,566,"4,185,112","3,427","3,738","2,725","2,838","13,571,015",855,900,"1,160,549","3,264","3,958","2,484","2,605","4,275,103","1,325","1,353","8,788,549",312,340,"1,703,825","3,825","5,386","19,864,675","4,478","75,273,124"
486013001,48,60,13,1,4813001,LAC STE. ANNE COUNTY NO. 28,"1,172","56,859,928","1,070","2,515",647,946,"1,791,397",794,"1,196","8,276,612",257,302,"5,808,601",62,71,"2,752,000","1,033","1,888","7,559,973",569,615,499,531,"4,585,151",82,84,"320,872",612,672,464,482,"2,667,411",178,190,"337,576",745,922,559,588,"1,047,864",326,334,"2,321,154",75,83,"450,670",831,"1,135","4,559,804",955,"14,380,843"
486013018,48,60,13,18,4813018,BARRHEAD COUNTY NO. 11,967,"54,485,998",891,"2,014",467,643,"1,506,093",678,993,"7,205,645",260,292,"6,407,906",79,86,"3,485,860",872,"1,676","6,295,602",621,687,482,521,"5,144,392",163,166,"1,548,779",622,679,481,502,"2,286,567",172,177,"262,977",597,734,438,461,"735,435",268,273,"1,844,080",77,84,"436,250",723,"1,028","3,403,018",790,"13,923,394"
486013028,48,60,13,28,4813028,WESTLOCK NO. 92,"1,137","80,184,920","1,035","2,389",558,764,"1,702,666",741,"1,005","6,777,470",390,438,"8,982,227",151,182,"8,280,710","1,021","2,186","9,285,288",769,844,652,702,"11,881,081",138,142,"1,530,250",774,846,650,678,"3,527,259",163,168,"229,186",628,732,489,513,"957,508",214,219,"1,442,946",69,73,"441,295",823,"1,122","4,108,993",937,"21,038,041"
486013029,48,60,13,29,4813029,IMPROVEMENT DISTRICT NO. 15,283,"11,376,450",260,581,150,214,"430,650",190,285,"1,771,600",51,63,"822,500",17,19,"484,100",248,462,"1,749,825",119,130,95,102,"698,350",28,28,"123,500",124,134,94,98,"392,600",34,36,"50,350",169,203,121,126,"188,650",74,77,"418,000",19,19,"79,700",173,263,"1,128,750",220,"3,037,875"
486013036,48,60,13,36,4813036,THORHILD COUNTY NO. 7,829,"40,881,989",781,"1,883",461,674,"1,147,920",590,864,"4,806,708",240,259,"4,404,750",76,86,"3,012,518",759,"1,477","5,516,284",587,693,539,627,"6,338,425",62,66,"251,990",600,664,464,485,"1,915,225",168,179,"134,624",491,589,424,442,"637,869",144,147,"870,750",25,34,"105,350",581,844,"2,858,149",689,"8,881,427"
486013044,48,60,13,44,4813044,ATHABASCA COUNTY NO. 12,"1,054","58,376,141",994,"2,165",539,729,"1,384,931",709,994,"7,030,282",312,364,"7,470,720",70,78,"2,968,000",932,"1,816","7,380,049",747,854,695,774,"8,197,188",78,80,"409,721",695,743,572,593,"2,781,953",140,150,"145,836",634,778,453,475,"707,777",299,303,"1,891,619",47,47,"190,560",694,994,"3,805,961",887,"14,011,544"
486014000,48,60,14,0,4814000,DIVISION NO. 14,818,"30,614,341",732,"1,620",472,720,"1,536,913",497,685,"4,403,332",155,178,"3,018,256",32,37,"1,142,500",688,"1,154","4,443,657",279,301,232,248,"1,646,967",52,53,"150,200",277,306,188,191,"760,475",102,115,"171,241",498,616,392,428,"763,755",181,188,"1,226,400",63,68,"216,426",539,780,"3,183,244",577,"7,950,975"
486014003,48,60,14,3,4814003,IMPROVEMENT DISTRICT NO. 14,818,"30,614,341",732,"1,620",472,720,"1,536,913",497,685,"4,403,332",155,178,"3,018,256",32,37,"1,142,500",688,"1,154","4,443,657",279,301,232,248,"1,646,967",52,53,"150,200",277,306,188,191,"760,475",102,115,"171,241",498,616,392,428,"763,755",181,188,"1,226,400",63,68,"216,426",539,780,"3,183,244",577,"7,950,975"
487000000,48,70,0,0,4800000,AGRICULTURAL REGION AGRICOLE 7,"8,239","546,146,593","7,546","16,207","3,317","4,430","9,628,753","5,093","6,825","37,638,192","2,850","3,249","55,194,962","1,466","1,703","66,921,149","7,322","16,293","75,056,433","5,885","6,931","5,285","6,121","86,068,274",781,810,"8,567,105","5,502","6,241","4,714","5,129","23,690,788","1,061","1,112","1,690,997","2,792","3,182","2,229","2,300","3,670,832",856,882,"5,768,663",290,318,"1,360,577","5,413","7,901","33,607,723","6,749","137,282,145"
487015000,48,70,15,0,4815000,DIVISION NO. 15,"8,239","546,146,593","7,546","16,207","3,317","4,430","9,628,753","5,093","6,825","37,638,192","2,850","3,249","55,194,962","1,466","1,703","66,921,149","7,322","16,293","75,056,433","5,885","6,931","5,285","6,121","86,068,274",781,810,"8,567,105","5,502","6,241","4,714","5,129","23,690,788","1,061","1,112","1,690,997","2,792","3,182","2,229","2,300","3,670,832",856,882,"5,768,663",290,318,"1,360,577","5,413","7,901","33,607,723","6,749","137,282,145"
487015006,48,70,15,6,4815006,GRANDE PRAIRIE COUNTY NO. 1,"1,637","104,736,235","1,496","3,209",690,921,"1,971,498","1,009","1,348","7,260,790",573,668,"12,085,018",235,272,"10,413,654","1,468","3,260","15,311,157","1,142","1,353","1,016","1,186","17,423,131",158,167,"1,214,300","1,140","1,305",979,"1,066","4,991,205",226,239,"344,602",642,713,520,533,"887,338",178,180,"1,209,105",65,69,"207,350","1,099","1,659","7,200,368","1,323","24,216,719"
487015015,48,70,15,15,4815015,IMPROVEMENT DISTRICT NO. 16,856,"41,604,467",793,"1,617",326,445,"990,435",569,770,"3,844,661",254,285,"4,313,702",100,117,"3,798,150",740,"1,443","6,282,585",516,601,441,508,"4,954,776",90,93,"651,850",484,543,402,442,"1,735,000",99,101,"106,260",317,365,232,242,"351,864",120,123,"807,350",43,49,"152,030",528,752,"3,044,061",677,"10,571,743"
487015025,48,70,15,25,4815025,IMPROVEMENT DISTRICT NO. 17,"1,032","58,256,605",946,"2,094",468,677,"1,295,530",664,903,"5,140,220",298,334,"5,164,630",147,180,"6,555,800",925,"1,930","7,869,800",634,738,543,620,"7,036,950",115,118,"1,080,900",656,753,532,582,"2,313,567",164,171,"219,378",487,611,373,384,"593,836",214,227,"1,479,738",45,48,"173,170",662,973,"4,041,716",847,"15,291,370"
487015041,48,70,15,41,4815041,SMOKY RIVER NO. 130,669,"63,784,037",584,"1,234",232,294,"836,683",330,419,"2,190,374",211,239,"4,247,701",226,282,"12,498,500",608,"1,570","8,487,881",496,579,443,501,"10,889,458",73,78,"1,515,500",460,539,432,486,"2,860,993",48,53,"161,413",103,112,83,90,"155,000",22,22,x,7,13,x,468,626,"3,180,451",511,"16,359,095"
487015049,48,70,15,49,4815049,IMPROVEMENT DISTRICT NO. 19,806,"73,415,609",723,"1,624",318,405,"1,041,406",441,567,"3,467,341",341,388,"7,092,004",235,264,"11,079,792",743,"1,829","9,245,369",626,731,565,656,"13,400,469",73,75,"1,186,000",595,683,524,567,"3,253,422",108,116,"224,150",225,252,168,172,"312,250",78,80,"594,063",19,21,"166,700",555,831,"3,679,983",660,"18,672,660"
487015059,48,70,15,59,4815059,IMPROVEMENT DISTRICT NO. 20,956,"63,409,949",881,"1,889",384,492,"1,093,136",604,796,"4,127,851",346,392,"6,343,001",182,209,"8,077,200",858,"2,020","9,008,656",743,896,692,817,"10,796,506",76,79,"744,500",687,782,612,670,"2,774,750",107,112,"197,655",301,340,244,251,"394,002",87,89,"514,100",25,26,"139,200",598,888,"3,358,200",813,"15,841,192"
487015062,48,70,15,62,4815062,IMPROVEMENT DISTRICT NO. 21,618,"40,540,705",574,"1,239",208,271,"583,785",392,562,"3,268,362",247,281,"4,764,776",108,125,"5,072,953",538,"1,198","5,820,685",475,561,443,516,"6,130,678",44,45,"502,379",424,484,358,393,"1,628,682",84,91,"147,376",219,246,173,179,"279,531",65,67,"469,600",21,22,"42,600",377,565,"2,434,997",521,"9,394,301"
487015071,48,70,15,71,4815071,PEACE NO. 135,275,"18,659,065",247,558,125,163,"390,450",171,217,"1,295,729",115,135,"2,542,400",40,43,"1,572,600",240,595,"2,541,144",205,242,173,202,"2,730,800",40,40,"535,786",181,207,152,169,"805,050",38,38,"60,413",100,113,88,95,"172,040",18,18,"105,669",15,15,"59,677",206,284,"1,194,926",212,"4,652,381"
487015076,48,70,15,76,4815076,IMPROVEMENT DISTRICT NO. 22,812,"46,309,232",761,"1,635",344,474,"912,350",521,721,"3,730,214",276,316,"4,490,030",116,124,"4,307,500",727,"1,517","6,182,101",610,729,578,675,"7,628,511",52,54,"496,490",557,603,480,504,"2,256,569",97,99,"101,800",250,277,213,219,"340,771",57,58,"373,350",32,35,"107,550",573,809,"3,405,111",670,"11,976,885"
487015095,48,70,15,95,4815095,IMPROVEMENT DISTRICT NO. 23,578,"35,430,689",541,"1,108",222,288,"513,480",392,522,"3,312,650",189,211,"4,151,700",77,87,"3,545,000",475,931,"4,307,055",438,501,391,440,"5,076,995",60,61,"639,400",318,342,243,250,"1,071,550",90,92,"127,950",148,153,135,135,"184,200",17,18,x,18,20,x,347,514,"2,067,910",515,"10,305,799"
590000000,59,0,0,0,5900000,B.C. - C.-B.,"20,012","693,366,500","15,560","28,761","11,673","15,962","69,795,967","6,802","10,110","95,988,590","1,625","1,981","35,022,931",573,708,"21,343,028","14,931","23,087","104,521,434","1,623","1,870","1,237","1,410","17,804,918",449,460,"2,200,363","3,334","3,729","1,783","1,947","10,738,883","1,700","1,782","5,660,175","6,378","7,186","5,825","6,205","16,700,397",946,981,"7,190,859","1,898","2,211","11,177,982","14,095","21,568","89,065,719","13,903","206,155,254"
590100000,59,1,0,0,5900000,KOOTENAY,"1,022","31,974,083",821,"1,425",599,799,"3,243,408",375,525,"4,774,728",70,87,"1,402,500",12,14,"238,300",738,"1,191","4,872,752",54,76,39,61,"731,200",15,15,"14,500",207,228,111,118,"610,919",107,110,"375,510",465,521,457,504,"1,338,543",16,17,"142,700",74,84,"289,060",719,"1,082","4,017,268",770,"9,922,695"
590101000,59,1,1,0,5901000,EAST KOOTENAY REGIONAL DISTRICT,402,"12,555,814",338,612,242,337,"1,253,444",176,242,"2,149,316",25,26,"289,000",7,7,x,320,523,"2,052,725",15,15,7,7,"13,100",8,8,x,92,100,44,45,"221,314",54,55,"189,060",234,260,230,250,"634,923",10,10,"71,700",14,14,"49,800",276,405,"1,506,087",310,"4,053,945"
590101015,59,1,1,15,5901015,"EAST KOOTENAY, SUBD. C",123,"3,462,478",101,198,77,112,"385,335",56,79,"544,000",5,5,"39,000",2,2,x,98,151,"560,300",5,5,1,1,x,4,4,x,27,29,11,11,"64,800",17,18,"44,410",76,87,75,84,"183,750",3,3,"15,700",2,2,x,80,112,"483,637",95,"1,110,146"
590101033,59,1,1,33,5901033,"EAST KOOTENAY, SUBD. B",197,"6,518,252",168,299,117,160,"586,909",86,120,"1,178,316",15,16,"176,500",3,3,"30,800",157,263,"1,068,725",8,8,5,5,x,3,3,x,44,49,21,22,"110,114",27,27,"101,250",109,120,106,113,"285,273",7,7,"56,000",7,7,"35,000",139,212,"755,500",155,"2,123,065"
590101044,59,1,1,44,5901044,"EAST KOOTENAY, SUBD. A",82,"2,575,084",69,115,48,65,"281,200",34,43,"427,000",5,5,"73,500",2,2,x,65,109,"423,700",2,2,1,1,x,1,1,x,21,22,12,12,"46,400",10,10,"43,400",49,53,49,53,"165,900",0,0,0,5,5,x,57,81,"266,950",60,"820,734"
590103000,59,1,3,0,5903000,CENTRAL KOOTENAY REG. DISTRICT,620,"19,418,269",483,813,357,462,"1,989,964",199,283,"2,625,412",45,61,"1,113,500",5,7,x,418,668,"2,820,027",39,61,32,54,"718,100",7,7,x,115,128,67,73,"389,605",53,55,"186,450",231,261,227,254,"703,620",6,7,"71,000",60,70,"239,260",443,677,"2,511,181",460,"5,868,750"
590103008,59,1,3,8,5903008,"CENTRAL KOOTENAY, SUBD. C",385,"13,940,285",304,518,224,283,"1,252,064",121,183,"1,818,317",35,48,"896,000",4,4,x,264,452,"2,094,242",26,47,25,46,"682,200",1,1,x,85,94,57,63,"347,755",31,31,x,127,147,125,145,"417,770",2,2,x,39,43,"180,660",279,426,"1,576,306",297,"4,524,321"
590103037,59,1,3,37,5903037,"CENTRAL KOOTENAY, SUBD. B",145,"3,067,944",105,166,76,100,"458,600",46,60,"477,095",5,6,"82,500",0,0,0,94,129,"437,200",5,5,5,5,x,0,0,0,17,18,8,8,x,10,10,"24,900",57,59,56,58,"146,300",1,1,x,10,11,"25,550",101,151,"563,250",97,"778,799"
590103054,59,1,3,54,5903054,"CENTRAL KOOTENAY, SUBD. A",90,"2,410,040",74,129,57,79,"279,300",32,40,"330,000",5,7,"135,000",1,3,x,60,87,"288,585",8,9,2,3,x,6,6,x,13,16,2,2,x,12,14,x,47,55,46,51,"139,550",3,4,x,11,16,"33,050",63,100,"371,625",66,"565,630"
590200000,59,2,0,0,5900000,OKANAGAN,"5,304","145,046,993","4,270","6,702","3,431","4,607","21,534,913","1,324","1,776","17,078,194",200,238,"3,788,100",66,81,"1,164,500","3,939","5,624","24,225,058",189,201,119,125,"679,350",76,76,"118,413",681,729,280,294,"1,447,650",422,435,"1,479,015","1,243","1,344","1,204","1,279","3,477,395",62,65,"539,310",320,364,"1,685,485","3,995","5,867","23,286,915","3,926","44,542,695"
590205000,59,2,5,0,5905000,KOOTENAY BOUNDARY REG. DISTRICT,371,"11,928,112",290,542,222,299,"1,143,285",139,201,"1,935,550",21,28,"644,500",10,14,"244,500",294,515,"1,943,395",34,36,22,23,"90,350",13,13,"22,300",97,102,40,42,"177,822",59,60,"209,330",159,182,143,154,"424,780",27,28,"245,700",40,43,"191,100",270,392,"1,251,007",276,"3,404,493"
590205028,59,2,5,28,5905028,"KOOTENAY BOUNDARY, SUBD. A",48,"1,473,475",37,54,30,35,"185,700",11,16,"149,500",3,3,"75,000",0,0,0,35,49,"214,150",1,2,1,2,x,0,0,0,5,6,1,2,x,4,4,x,20,20,20,20,"42,500",0,0,0,2,2,x,32,50,"157,800",28,"566,825"
590205048,59,2,5,48,5905048,"KOOTENAY BOUNDARY, SUBD. B",323,"10,454,637",253,488,192,264,"957,585",128,185,"1,786,050",18,25,"569,500",10,14,"244,500",259,466,"1,729,245",33,34,21,21,x,13,13,"22,300",92,96,39,40,x,55,56,x,139,162,123,134,"382,280",27,28,"245,700",38,41,x,238,342,"1,093,207",248,"2,837,668"
590207000,59,2,7,0,5907000,OKANAGAN-SIMILKAMEEN REG. DIST.,"1,734","44,171,564","1,437","2,060","1,229","1,633","8,498,448",268,342,"3,155,049",52,63,"619,650",19,22,"303,000","1,327","1,853","8,322,058",11,14,6,6,"22,600",8,8,"13,800",131,147,61,66,"410,860",76,81,"251,283",167,185,165,178,"588,865",6,7,"106,300",29,37,"139,040","1,342","1,852","7,309,523","1,363","14,431,088"
590207020,59,2,7,20,5907020,"OKANAGAN-SIMILKAMEEN, SUBD. B",957,"25,438,949",842,"1,236",730,988,"5,135,125",158,201,"1,816,149",30,38,"379,700",8,9,x,772,"1,090","4,976,343",8,11,5,5,x,6,6,x,70,78,33,34,"172,000",40,44,"126,850",89,101,87,97,"329,650",4,4,x,20,27,"96,600",734,987,"3,761,784",775,"8,451,048"
590207030,59,2,7,30,5907030,"OKANAGAN-SIMILKAMEEN, SUBD. C",59,"2,274,762",49,84,39,50,"188,800",19,31,"253,500",2,2,x,1,1,x,54,101,"442,045",1,1,0,0,0,1,1,x,26,32,13,16,"121,700",15,16,"49,190",35,37,35,36,"123,650",1,1,x,7,8,x,43,60,"232,300",45,"761,137"
590207045,59,2,7,45,5907045,"OKANAGAN-SIMILKAMEEN, SUBD. A",718,"16,457,853",546,740,460,595,"3,174,523",91,110,"1,085,400",20,23,x,10,12,"156,000",501,662,"2,903,670",2,2,1,1,x,1,1,x,35,37,15,16,"117,160",21,21,"75,243",43,47,43,45,"135,565",1,2,x,2,2,x,565,805,"3,315,439",543,"5,218,903"
590235000,59,2,35,0,5935000,CENTRAL OKANAGAN REG. DISTRICT,"1,185","30,066,306",949,"1,475",795,"1,157","6,210,450",212,268,"2,527,700",27,33,"320,650",13,17,"243,500",866,"1,174","5,197,210",15,16,6,6,"62,000",10,10,"43,300",67,72,28,28,"113,800",43,44,"120,550",107,110,105,106,"267,970",4,4,"24,400",30,32,"103,500",879,"1,341","5,963,790",860,"8,867,486"
590235013,59,2,35,13,5935013,"CENTRAL OKANAGAN, SUBD. A",987,"25,990,313",799,"1,250",673,987,"5,369,475",183,228,"2,247,100",19,22,"234,800",9,13,"208,500",723,981,"4,409,900",12,13,4,4,x,9,9,x,55,59,22,22,"103,300",36,37,"101,750",90,93,89,90,"206,670",3,3,x,22,24,"78,300",741,"1,140","5,126,990",727,"7,783,328"
590235023,59,2,35,23,5935023,"CENTRAL OKANAGAN, SUBD. B",198,"4,075,993",150,225,122,170,"840,975",29,40,"280,600",8,11,"85,850",4,4,"35,000",143,193,"787,310",3,3,2,2,x,1,1,x,12,13,6,6,"10,500",7,7,"18,800",17,17,16,16,"61,300",1,1,x,8,8,"25,200",138,201,"836,800",133,"1,084,158"
590237000,59,2,37,0,5937000,NORTH OKANAGAN REGIONAL DISTRICT,"1,338","39,931,776","1,030","1,681",752,958,"3,613,195",462,628,"6,232,483",72,83,"1,516,300",10,12,"173,500",964,"1,373","5,826,112",96,102,72,77,"468,150",25,25,"23,313",247,264,104,108,"533,968",151,156,"594,807",501,542,492,531,"1,422,455",11,11,"69,410",141,160,"838,745","1,005","1,539","6,123,635",959,"12,495,703"
590237019,59,2,37,19,5937019,"NORTH OKANAGAN, SUBD. B",700,"17,824,292",503,774,373,468,"1,888,880",195,265,"2,494,559",29,33,"544,500",6,8,"96,500",472,689,"2,854,171",28,30,20,22,"142,700",8,8,x,104,111,43,46,"236,568",64,65,"231,507",198,215,196,212,"546,882",3,3,x,55,64,"343,600",518,804,"3,387,781",489,"5,021,681"
590237024,59,2,37,24,5937024,SPALLUMCHEEN,423,"12,228,063",335,536,246,311,"986,228",160,198,"1,927,605",24,26,"512,500",1,1,x,310,429,"1,790,566",58,62,46,49,"295,150",13,13,x,99,104,50,51,"253,750",53,53,"193,300",187,201,186,199,"557,335",2,2,x,35,40,"142,278",324,486,"1,781,702",303,"3,709,549"
590237039,59,2,37,39,5937039,"NORTH OKANAGAN, SUBD. A",215,"9,879,421",192,371,133,179,"738,087",107,165,"1,810,319",19,24,"459,300",3,3,x,182,255,"1,181,375",10,10,6,6,"30,300",4,4,x,44,49,11,11,"43,650",34,38,"170,000",116,126,110,120,"318,238",6,6,x,51,56,"352,867",163,249,"954,152",167,"3,764,473"
590239000,59,2,39,0,5939000,COLUMBIA-SHUSWAP REG. DISTRICT,676,"18,949,235",564,944,433,560,"2,069,535",243,337,"3,227,412",28,31,"687,000",14,16,"200,000",488,709,"2,936,283",33,33,13,13,"36,250",20,20,"15,700",139,144,47,50,"211,200",93,94,"303,045",309,325,299,310,"773,325",14,15,"93,500",80,92,"413,100",499,743,"2,638,960",468,"5,343,925"
590239013,59,2,39,13,5939013,"COLUMBIA-SHUSWAP, SUBD. A",56,"1,341,550",48,83,41,52,x,22,28,"240,100",1,1,x,2,2,x,39,54,"240,850",1,1,0,0,0,1,1,x,8,9,3,4,x,5,5,"11,200",31,34,31,33,x,1,1,x,1,1,x,34,54,"227,700",38,"286,400"
590239025,59,2,39,25,5939025,"COLUMBIA-SHUSWAP, SUBD. B",12,"220,800",7,10,4,5,x,4,5,"41,500",0,0,0,0,0,0,8,15,"61,500",0,0,0,0,0,0,0,0,1,1,1,1,x,0,0,0,2,3,2,2,x,1,1,x,1,1,x,4,6,"13,500",5,"49,300"
590239041,59,2,39,41,5939041,"COLUMBIA-SHUSWAP, SUBD. C",608,"17,386,885",509,851,388,503,"1,870,585",217,304,"2,945,812",27,30,x,12,14,x,441,640,"2,633,933",32,32,13,13,"36,250",19,19,x,130,134,43,45,"182,700",88,89,"291,845",276,288,266,275,"684,075",12,13,x,78,90,x,461,683,"2,397,760",425,"5,008,225"
