AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTOTFCAP,TOTFCAP,VALULB,VALMCH,VALULVSK,FCAPDIST_1,FCAPDIST_2,FCAPDIST_3,FCAPDIST_4,FCAPDIST_5,FCAPDIST_6,FCAPDIST_7,FRMTYP,FRMTYP1_1,FRMTYP1_2,FRMTYP1_3,FRMTYP1_4,FRMTYP1_5,FRMTYP1_6,FRMTYP1_7,FRMTYP1_8,FRMTYP1_9,FRMTYP1_10,FRMTYP1_11,FRMTYP1_12,FRMTYP1_13,FRMTYP1_14,FRMTYP1_15,NTOTWRK,TOTWRK,NWRKAGR,WRKAGR,NWRKNAG,WRKNAG,TOTWRK_1,TOTWRK_2,TOTWRK_3,TOTWRK_4,TOTWRK_5,TOTWRK_6,TOTWRK_7,TOTWRK_8,TOTWRK_9,TOTWRK_10
460803000,46,8,3,0,4603000,DIVISION NO.  3,"2,634","1,368,327,949","1,123,801,079","206,536,097","37,990,773",2,26,85,255,443,900,923,"2,448",83,285,149,50,431,"1,053",145,7,29,216,122,58,36,3,51,975,"134,940",341,"31,364",735,"103,576",48,45,62,105,88,71,83,59,166,248
460803030,46,8,3,30,4603030,MONTCALM,187,"124,980,007","102,609,929","20,868,171","1,501,907",1,1,5,14,22,61,83,179,5,4,8,0,46,91,14,0,1,10,4,5,1,0,1,54,"6,862",18,"1,741",41,"5,121",2,2,2,7,9,1,6,5,10,10
460803036,46,8,3,36,4603036,RHINELAND,667,"331,949,901","274,384,113","52,118,755","5,447,033",0,10,22,69,113,232,221,629,21,20,36,19,66,268,105,2,4,88,42,40,6,1,18,275,"37,306",107,"9,122",202,"28,184",14,11,22,30,24,22,24,11,47,70
460803047,46,8,3,47,4603047,STANLEY,556,"246,434,533","197,284,449","37,807,649","11,342,435",1,4,30,84,116,188,133,485,43,110,20,7,50,175,15,2,13,50,28,11,11,0,8,211,"31,692",73,"7,199",156,"24,493",10,11,15,16,14,11,16,12,47,59
460803058,46,8,3,58,4603058,THOMPSON,194,"100,616,054","83,256,650","13,499,655","3,859,749",0,4,7,9,30,74,70,181,2,43,6,2,27,85,2,0,1,13,11,0,2,0,2,60,"8,291",24,"2,793",39,"5,498",3,3,2,10,6,5,4,3,6,18
460803062,46,8,3,62,4603062,ROLAND,180,"110,257,540","93,553,680","15,769,202","934,658",0,1,0,4,18,69,88,174,1,3,5,1,53,104,1,0,2,4,0,0,4,0,0,59,"7,087",22,"1,899",43,"5,188",2,6,6,4,4,5,6,6,11,9
460803065,46,8,3,65,4603065,MORRIS,448,"240,245,937","199,857,348","35,509,784","4,878,805",0,3,8,30,66,155,186,426,0,6,33,19,141,203,0,0,3,21,16,1,4,0,6,182,"23,071",57,"4,829",147,"18,242",13,7,11,23,20,15,16,13,25,39
460803072,46,8,3,72,4603072,DUFFERIN,402,"213,843,977","172,854,910","30,962,881","10,026,186",0,3,13,45,78,121,142,374,11,99,41,2,48,127,8,3,5,30,21,1,8,2,16,134,"20,631",40,"3,781",107,"16,850",4,5,4,15,11,12,11,9,20,43
460804000,46,8,4,0,4604000,DIVISION NO.  4,"1,582","710,026,747","537,212,918","124,699,646","48,114,183",5,14,46,135,257,646,479,"1,535",83,239,109,11,182,759,1,1,12,138,104,0,34,1,68,405,"49,122",149,"13,655",289,"35,467",20,33,35,44,42,29,45,17,56,84
460804033,46,8,4,33,4604033,PEMBINA,404,"206,341,210","160,521,098","33,071,034","12,749,078",1,4,11,26,59,154,149,392,14,64,27,7,53,196,0,0,2,29,23,0,6,1,15,122,"13,666",40,"3,450",89,"10,216",7,13,9,13,15,11,11,2,20,21
460804039,46,8,4,39,4604039,LOUISE,348,"175,230,625","135,010,265","30,202,221","10,018,139",1,3,7,29,46,136,126,340,7,47,16,0,16,229,0,0,1,24,14,0,10,0,13,91,"11,380",35,"3,235",65,"8,145",3,4,9,10,10,6,15,6,6,22
460804051,46,8,4,51,4604051,ROBLIN,213,"98,013,136","74,807,067","16,656,488","6,549,581",0,1,6,19,33,88,66,209,0,44,9,1,27,106,0,0,4,18,13,0,5,0,6,45,"4,796",24,"1,934",28,"2,862",1,8,4,4,2,3,7,4,6,6
460804057,46,8,4,57,4604057,ARGYLE,248,"83,556,818","58,632,665","17,030,970","7,893,183",0,2,9,24,54,113,46,239,9,48,19,1,38,80,0,0,2,42,34,0,8,0,25,56,"7,207",17,"1,967",42,"5,240",3,3,10,3,2,5,5,4,8,13
460804063,46,8,4,63,4604063,LORNE,369,"146,884,958","108,241,823","27,738,933","10,904,202",3,4,13,37,65,155,92,355,53,36,38,2,48,148,1,1,3,25,20,0,5,0,9,91,"12,073",33,"3,069",65,"9,004",6,5,3,14,13,4,7,1,16,22
460900000,46,9,0,0,4600000,AGRICULTURAL REGION AGRICOLE 9,"3,348","1,136,097,706","879,379,486","172,233,780","84,484,440",11,47,158,595,888,"1,051",598,"2,765",421,375,211,171,793,408,59,31,137,159,85,19,55,5,25,"1,476","273,967",291,"33,455","1,278","240,512",42,31,50,76,78,53,112,75,348,611
460902000,46,9,2,0,4602000,DIVISION NO.  2,"2,118","780,193,241","591,941,052","119,907,776","68,344,413",5,17,87,349,510,712,438,"1,819",355,252,191,160,398,255,40,13,58,97,50,15,32,3,18,850,"150,545",173,"19,841",733,"130,704",26,20,32,50,51,34,73,45,199,320
460902025,46,9,2,25,4602025,FRANKLIN,314,"126,549,472","95,462,542","22,222,538","8,864,392",2,1,12,44,75,109,71,285,41,68,3,4,66,81,6,1,1,14,9,2,3,0,4,85,"13,589",22,"1,786",68,"11,803",5,1,2,6,10,4,7,6,15,29
460902032,46,9,2,32,4602032,DE SALABERRY,276,"122,696,281","93,144,930","20,191,225","9,360,126",1,2,11,34,47,101,80,249,53,26,14,9,72,55,2,2,5,11,6,2,3,2,2,90,"16,417",22,"2,986",75,"13,431",1,4,5,1,4,4,6,9,22,34
460902041,46,9,2,41,4602041,HANOVER,627,"214,773,503","161,634,419","29,015,188","24,123,896",0,6,29,124,158,191,119,532,124,83,95,72,38,35,21,1,33,30,13,9,8,0,7,261,"43,871",41,"3,004",237,"40,867",9,4,10,18,17,17,25,18,52,91
460902053,46,9,2,53,4602053,LA BROQUERIE,136,"47,251,084","33,388,864","7,312,158","6,550,062",0,3,5,23,23,54,28,119,54,19,11,2,2,22,1,0,2,6,4,0,2,1,1,49,"9,236",13,"1,995",40,"7,241",2,0,1,3,2,3,3,0,20,15
460902057,46,9,2,57,4602057,STE. ANNE,220,"69,862,797","51,415,183","9,963,664","8,483,950",0,1,9,39,54,84,33,184,39,24,36,33,19,17,5,1,1,9,5,1,3,0,2,93,"15,386",19,"3,041",79,"12,345",3,2,6,7,8,3,7,5,20,32
460902069,46,9,2,69,4602069,TACHE,338,"103,868,148","79,536,054","16,676,702","7,655,392",1,3,15,58,99,105,57,273,35,27,23,31,100,30,3,1,7,16,10,0,6,0,1,176,"34,358",35,"4,655",155,"29,703",4,2,5,10,8,2,18,4,48,75
460902075,46,9,2,75,4602075,RITCHOT,207,"95,191,956","77,359,060","14,526,301","3,306,595",1,1,6,27,54,68,50,177,9,5,9,9,101,15,2,7,9,11,3,1,7,0,1,96,"17,688",21,"2,374",79,"15,314",2,7,3,5,2,1,7,3,22,44
460911000,46,9,11,0,4611000,DIVISION NO. 11,172,"69,840,358","60,614,070","8,118,941","1,107,347",1,13,11,23,35,43,46,135,4,3,0,2,47,18,9,9,38,5,1,1,3,0,0,90,"18,794",25,"4,360",70,"14,434",3,1,2,4,4,4,2,3,20,47
460911040,46,9,11,40,4611040,WINNIPEG,172,"69,840,358","60,614,070","8,118,941","1,107,347",1,13,11,23,35,43,46,135,4,3,0,2,47,18,9,9,38,5,1,1,3,0,0,90,"18,794",25,"4,360",70,"14,434",3,1,2,4,4,4,2,3,20,47
460912000,46,9,12,0,4612000,DIVISION NO. 12,"1,058","286,064,107","226,824,364","44,207,063","15,032,680",5,17,60,223,343,296,114,811,62,120,20,9,348,135,10,9,41,57,34,3,20,2,7,536,"104,628",93,"9,254",475,"95,374",13,10,16,22,23,15,37,27,129,244
460912047,46,9,12,47,4612047,SPRINGFIELD,610,"178,650,843","144,076,579","25,436,948","9,137,316",3,6,24,136,211,160,70,450,30,64,9,7,193,68,8,7,33,31,19,2,10,2,2,327,"66,730",56,"5,331",292,"61,399",8,7,9,10,12,7,16,13,89,156
460912052,46,9,12,52,4612052,BROKENHEAD,448,"107,413,264","82,747,785","18,770,115","5,895,364",2,11,36,87,132,136,44,361,32,56,11,2,155,67,2,2,8,26,15,1,10,0,5,209,"37,898",37,"3,923",183,"33,975",5,3,7,12,11,8,21,14,40,88
461000000,46,10,0,0,4600000,AGRICULTURAL REGION AGRICOLE 10,"1,035","187,139,043","132,078,714","34,098,292","20,962,037",9,23,116,294,302,235,56,759,100,230,22,21,141,126,33,6,24,56,26,0,30,0,11,523,"90,694",85,"9,090",471,"81,604",12,5,24,24,28,34,60,33,127,176
461001000,46,10,1,0,4601000,DIVISION NO.  1,"1,035","187,139,043","132,078,714","34,098,292","20,962,037",9,23,116,294,302,235,56,759,100,230,22,21,141,126,33,6,24,56,26,0,30,0,11,523,"90,694",85,"9,090",471,"81,604",12,5,24,24,28,34,60,33,127,176
461001035,46,10,1,35,4601035,STUARTBURN,263,"39,915,722","25,433,345","6,007,510","8,474,867",2,4,33,81,86,53,4,181,47,96,3,2,1,20,0,1,4,7,4,0,3,0,1,110,"17,925",16,"2,081",98,"15,844",2,0,9,6,6,5,17,10,27,28
461001039,46,10,1,39,4601039,PINEY,189,"30,215,004","22,202,270","5,464,970","2,547,764",2,4,30,58,54,34,7,130,9,49,0,3,16,32,13,0,2,6,3,0,3,0,2,101,"17,193",16,"2,000",94,"15,193",2,1,3,7,4,7,15,7,26,29
461001043,46,10,1,43,4601043,REYNOLDS,264,"61,187,000","43,313,016","12,012,554","5,861,430",2,7,27,55,67,79,27,202,34,31,18,15,37,35,2,5,4,21,9,0,12,0,3,136,"24,584",20,"1,384",127,"23,200",3,0,4,5,11,9,13,7,33,51
461001057,46,10,1,57,4601057,LAC DU BONNET,197,"35,211,044","26,314,175","6,372,653","2,524,216",2,5,14,72,50,41,13,150,9,21,1,0,68,20,9,0,4,18,9,0,9,0,4,107,"19,328",21,"2,242",94,"17,086",3,3,7,4,3,9,6,4,23,45
461001071,46,10,1,71,4601071,ALEXANDER,122,"20,610,273","14,815,908","4,240,605","1,553,760",1,3,12,28,45,28,5,96,1,33,0,1,19,19,9,0,10,4,1,0,3,0,1,69,"11,664",12,"1,383",58,"10,281",2,1,1,2,4,4,9,5,18,23
461100000,46,11,0,0,4600000,AGRICULTURAL REGION AGRICOLE 11,"2,052","660,333,291","508,477,470","103,620,780","48,235,041",5,42,100,381,571,626,327,"1,719",161,285,116,27,493,402,41,20,74,100,58,3,39,2,23,894,"167,828",155,"17,218",789,"150,610",12,17,25,47,61,38,64,43,215,372
461113000,46,11,13,0,4613000,DIVISION NO. 13,971,"254,073,088","200,560,720","41,648,774","11,863,594",5,30,63,211,308,232,122,774,48,94,25,7,288,165,29,19,47,52,25,2,25,0,7,456,"88,108",66,"6,575",417,"81,533",7,7,14,21,25,16,35,20,110,201
461113032,46,11,13,32,4613032,EAST ST. PAUL,35,"13,766,371","12,683,880",x,x,0,0,2,5,12,10,6,22,0,0,0,1,5,0,4,3,7,2,0,0,2,0,0,17,"3,338",3,735,14,"2,603",1,1,0,0,1,1,0,1,5,7
461113037,46,11,13,37,4613037,WEST ST. PAUL,34,"11,655,887","10,042,500",x,x,0,0,0,5,14,9,6,28,2,0,3,1,10,3,1,3,3,2,1,0,1,0,0,17,"3,965",3,87,16,"3,878",0,0,0,2,0,1,0,1,1,12
461113043,46,11,13,43,4613043,ST. ANDREWS,465,"132,100,098","102,641,450","23,103,203","6,355,445",2,13,26,90,147,118,69,377,29,34,11,2,133,111,11,3,24,19,10,2,7,0,4,212,"40,385",28,"2,846",198,"37,539",1,4,7,9,15,7,18,8,51,92
461113056,46,11,13,56,4613056,ST. CLEMENTS,437,"96,550,732","75,192,890","16,465,001","4,892,841",3,17,35,111,135,95,41,347,17,60,11,3,140,51,13,10,13,29,14,0,15,0,3,210,"40,420",32,"2,907",189,"37,513",5,2,7,10,9,7,17,10,53,90
461114000,46,11,14,0,4614000,DIVISION NO. 14,"1,081","406,260,203","307,916,750","61,972,006","36,371,447",0,12,37,170,263,394,205,945,113,191,91,20,205,237,12,1,27,48,33,1,14,2,16,438,"79,720",89,"10,643",372,"69,077",5,10,11,26,36,22,29,23,105,171
461114015,46,11,14,15,4614015,ROSSER,176,"127,242,262","106,209,960","16,525,514","4,506,788",0,1,2,11,30,59,73,169,14,5,12,4,73,50,1,0,8,2,0,0,2,0,0,62,"9,656",19,"2,563",45,"7,093",1,4,5,8,5,4,3,4,6,22
461114031,46,11,14,31,4614031,WOODLANDS,310,"107,441,187","75,693,034","16,618,299","15,129,854",0,2,8,55,72,118,55,272,39,71,22,3,28,81,3,0,6,19,15,1,3,2,7,107,"20,546",25,"3,485",88,"17,061",1,2,3,4,9,4,7,8,20,49
461114036,46,11,14,36,4614036,ROCKWOOD,595,"171,576,754","126,013,756","28,828,193","16,734,805",0,9,27,104,161,217,77,504,60,115,57,13,104,106,8,1,13,27,18,0,9,0,9,269,"49,518",45,"4,595",239,"44,923",3,4,3,14,22,14,19,11,79,100
461200000,46,12,0,0,4600000,AGRICULTURAL REGION AGRICOLE 12,"2,460","530,064,668","325,311,730","106,638,000","98,114,938",14,54,208,541,701,771,171,"2,091",195,891,51,35,293,400,65,1,38,122,66,2,54,5,23,954,"154,039",179,"18,938",824,"135,101",20,27,42,89,55,72,96,55,192,306
461218000,46,12,18,0,4618000,DIVISION NO. 18,"2,115","446,464,216","272,694,664","90,874,848","82,894,704",11,42,183,479,595,667,138,"1,795",190,744,51,31,243,336,54,0,33,113,63,2,48,4,23,789,"126,168",155,"16,855",672,"109,313",20,22,35,67,51,65,77,46,155,251
461218031,46,12,18,31,4618031,GIMLI,154,"28,452,007","20,035,300","5,607,637","2,809,070",0,3,16,46,48,30,11,113,16,25,0,0,32,27,4,0,2,7,6,0,1,0,2,80,"17,057",12,"2,441",71,"14,616",2,2,1,4,2,4,1,3,19,42
461218037,46,12,18,37,4618037,ARMSTRONG,359,"54,751,632","31,213,969","9,263,684","14,273,979",0,6,39,106,117,87,4,279,42,169,4,6,14,23,3,0,5,13,10,0,3,1,3,125,"21,438",23,"2,810",111,"18,628",2,3,7,5,3,12,8,12,30,43
461218040,46,12,18,40,4618040,ST. LAURENT,69,"15,293,537","9,917,885","2,368,740","3,006,912",1,2,5,17,21,18,5,53,10,28,0,1,2,6,2,0,1,3,0,0,3,0,0,40,"4,909",10,"1,264",33,"3,645",1,2,1,5,5,8,4,3,5,6
461218044,46,12,18,44,4618044,COLDWELL,153,"37,558,494","21,547,415","6,534,481","9,476,598",1,2,13,32,33,58,14,129,23,73,3,0,3,13,4,0,7,3,2,0,1,0,0,47,"6,403",13,"1,269",35,"5,134",1,2,2,10,2,6,3,3,5,13
461218052,46,12,18,52,4618052,ERIKSDALE,128,"26,744,445","15,749,048","5,155,568","5,839,829",0,3,8,34,38,34,11,108,15,60,7,2,8,5,2,0,1,8,3,0,5,0,2,43,"6,516",7,"1,210",36,"5,306",0,2,0,3,7,5,2,4,10,10
461218057,46,12,18,57,4618057,SIGLUNES,162,"35,931,566","18,265,493","6,254,575","11,411,498",0,3,6,26,46,73,8,147,13,112,0,0,6,4,3,0,3,6,5,0,1,2,1,58,"7,819",15,"1,407",44,"6,412",4,2,4,6,6,3,8,2,8,15
461218060,46,12,18,60,4618060,GRAHAMDALE,252,"53,704,526","29,017,010","10,692,689","13,994,827",3,4,23,51,73,81,17,222,23,145,1,1,19,16,5,0,3,9,6,0,3,0,1,110,"19,586",11,730,105,"18,856",1,0,4,7,8,6,12,4,17,51
461218068,46,12,18,68,4618068,FISHER,383,"81,646,079","51,742,520","18,297,311","11,606,248",4,12,38,82,101,121,25,325,17,78,10,7,59,99,19,0,4,32,17,0,15,0,7,126,"18,630",35,"3,252",102,"15,378",4,6,7,13,7,6,19,7,23,34
461218071,46,12,18,71,4618071,BIFROST,455,"112,381,930","75,206,024","26,700,163","10,475,743",2,7,35,85,118,165,43,419,31,54,26,14,100,143,12,0,7,32,14,2,16,1,7,160,"23,810",29,"2,472",135,"21,338",5,3,9,14,11,15,20,8,38,37
461219000,46,12,19,0,4619000,DIVISION NO. 19,210,"37,959,508","18,565,827","7,983,802","11,409,879",2,10,17,46,67,60,8,180,2,117,0,3,10,30,9,0,1,8,2,0,6,0,0,94,"14,181",16,"1,005",86,"13,176",0,5,5,15,3,6,12,6,17,25
461219045,46,12,19,45,4619045,"DIVISION NO. 19, UNORGANIZED",210,"37,959,508","18,565,827","7,983,802","11,409,879",2,10,17,46,67,60,8,180,2,117,0,3,10,30,9,0,1,8,2,0,6,0,0,94,"14,181",16,"1,005",86,"13,176",0,5,5,15,3,6,12,6,17,25
461221000,46,12,21,0,4621000,DIVISION NO. 21,135,"45,640,944","34,051,239","7,779,350","3,810,355",1,2,8,16,39,44,25,116,3,30,0,1,40,34,2,1,4,1,1,0,0,1,0,71,"13,690",8,"1,078",66,"12,612",0,0,2,7,1,1,7,3,20,30
461221078,46,12,21,78,4621078,"DIVISION NO. 21, UNORGANIZED",135,"45,640,944","34,051,239","7,779,350","3,810,355",1,2,8,16,39,44,25,116,3,30,0,1,40,34,2,1,4,1,1,0,0,1,0,71,"13,690",8,"1,078",66,"12,612",0,0,2,7,1,1,7,3,20,30
470000000,47,0,0,0,4700000,SASKATCHEWAN,"67,318","31,368,546,039","25,048,167,449","4,916,910,342","1,403,468,248",103,540,"1,870","5,997","12,074","25,319","21,415","64,342","1,623","7,057",632,243,"41,096","10,162",287,28,444,"2,770","1,691",10,"1,069",39,569,"20,914","3,064,387","4,362","417,798","17,780","2,646,589",924,748,"1,285","1,885","1,830","1,447","1,996","1,283","3,791","5,725"
470001000,47,0,1,0,4701000,DIVISION NO.  1,"3,478","1,503,578,444","1,133,094,464","274,886,761","95,597,219",4,18,68,266,553,"1,525","1,044","3,374",67,698,46,10,"2,004",334,6,2,21,186,109,0,77,4,42,"1,031","150,883",242,"20,868",850,"130,015",55,51,52,98,90,68,76,63,177,301
470002000,47,0,2,0,4702000,DIVISION NO.  2,"3,559","1,744,095,050","1,381,279,226","288,826,447","73,989,377",4,13,72,252,533,"1,369","1,316","3,485",52,366,9,3,"2,781",138,5,1,15,115,53,0,62,3,11,"1,020","135,122",242,"18,164",848,"116,958",67,57,80,90,91,70,98,56,174,237
470003000,47,0,3,0,4703000,DIVISION NO.  3,"3,586","1,905,052,586","1,522,871,914","294,645,394","87,535,278",4,24,47,197,493,"1,371","1,450","3,522",41,326,6,5,"2,975",75,5,0,4,85,38,0,47,2,15,949,"129,679",260,"23,369",757,"106,310",57,45,78,94,97,45,87,65,148,233
470004000,47,0,4,0,4704000,DIVISION NO.  4,"2,184","1,417,825,713","1,104,985,617","187,816,800","125,023,296",5,16,42,113,265,723,"1,020","2,128",34,489,12,4,"1,425",57,11,0,8,88,52,0,36,1,20,515,"58,310",164,"13,213",390,"45,097",53,37,50,52,54,28,53,32,60,96
470005000,47,0,5,0,4705000,DIVISION NO.  5,"4,582","1,619,808,989","1,216,600,316","299,944,256","103,264,417",10,37,134,479,984,"1,962",976,"4,366",155,907,55,24,"2,400",483,10,3,21,308,189,2,117,2,56,"1,488","229,917",264,"21,005","1,311","208,912",65,41,94,125,105,78,136,87,287,470
470006000,47,0,6,0,4706000,DIVISION NO.  6,"5,309","2,536,895,077","2,098,697,487","365,156,430","73,041,160",9,28,133,368,949,"2,082","1,740","5,116",183,270,36,24,"3,843",466,24,6,40,224,132,3,89,3,32,"1,851","289,198",352,"32,318","1,599","256,880",89,64,110,157,137,103,164,78,335,614
470007000,47,0,7,0,4707000,DIVISION NO.  7,"3,697","2,023,660,275","1,654,556,268","287,042,954","82,061,053",6,24,70,245,492,"1,358","1,502","3,592",68,271,21,8,"2,967",120,13,1,24,99,53,0,46,0,12,"1,030","144,914",247,"26,046",849,"118,868",41,45,83,113,85,77,96,69,147,274
470008000,47,0,8,0,4708000,DIVISION NO.  8,"4,024","2,698,566,952","2,285,711,868","335,417,813","77,437,271",7,19,51,217,480,"1,278","1,972","3,919",35,211,15,7,"3,388",168,13,0,14,68,33,0,35,3,15,"1,158","168,225",281,"26,980",961,"141,245",59,53,69,114,95,72,113,64,178,341
470009000,47,0,9,0,4709000,DIVISION NO.  9,"4,626","1,277,481,880","974,489,733","234,559,724","68,432,423",7,69,275,773,"1,214","1,720",568,"4,336",152,516,16,16,"2,732",608,20,0,21,255,181,0,74,2,30,"1,594","239,002",286,"29,933","1,392","209,069",51,38,79,141,154,115,160,121,323,412
470010000,47,0,10,0,4710000,DIVISION NO. 10,"3,678","1,407,475,912","1,103,730,061","247,711,521","56,034,330",5,34,123,416,794,"1,454",852,"3,515",75,204,35,14,"2,485",531,6,0,8,157,103,0,54,0,27,"1,126","160,771",207,"21,045",972,"139,726",48,40,64,106,91,103,107,77,209,281
470011000,47,0,11,0,4711000,DIVISION NO. 11,"4,572","2,138,464,733","1,733,115,109","331,425,493","73,924,131",3,25,100,357,869,"1,745","1,473","4,272",205,357,49,36,"2,987",348,43,7,66,174,103,1,70,3,37,"1,560","255,080",298,"27,530","1,345","227,550",58,39,86,123,113,99,128,81,278,555
470012000,47,0,12,0,4712000,DIVISION NO. 12,"3,010","1,693,854,065","1,378,415,287","246,512,115","68,926,663",4,16,63,219,440,"1,041","1,227","2,879",55,346,23,15,"2,002",294,13,0,23,108,62,1,45,3,20,834,"122,188",169,"15,146",717,"107,042",27,30,59,66,86,52,81,50,146,237
470013000,47,0,13,0,4713000,DIVISION NO. 13,"3,432","2,148,333,099","1,741,913,817","327,646,259","78,773,023",3,10,38,168,396,"1,176","1,641","3,380",47,305,17,6,"2,462",413,4,0,10,116,61,0,55,1,30,782,"103,669",187,"22,044",651,"81,625",30,39,49,93,78,72,84,44,113,180
470014000,47,0,14,0,4714000,DIVISION NO. 14,"4,928","1,938,235,842","1,557,069,551","327,951,092","53,215,199",7,70,215,579,"1,063","1,796","1,198","4,657",68,300,58,16,"2,097","1,834",38,1,68,177,114,1,62,3,52,"1,803","247,618",314,"33,516","1,571","214,102",60,51,96,189,200,169,213,112,318,395
470015000,47,0,15,0,4715000,DIVISION NO. 15,"5,958","2,522,385,964","2,030,264,667","408,345,986","83,775,311",12,65,181,575,"1,202","2,210","1,713","5,604",194,374,174,30,"2,687","1,791",38,4,43,269,191,2,76,2,80,"2,040","323,651",385,"41,977","1,769","281,674",93,51,107,126,159,124,180,138,460,602
470016000,47,0,16,0,4716000,DIVISION NO. 16,"3,734","1,428,182,421","1,098,450,476","238,535,356","91,196,589",8,48,153,473,761,"1,443",848,"3,449",114,483,39,15,"1,339","1,224",19,0,25,191,114,0,77,4,50,"1,159","165,467",271,"26,351",959,"139,116",44,35,69,107,112,86,112,85,239,270
470017000,47,0,17,0,4717000,DIVISION NO. 17,"2,930","1,353,832,527","1,026,103,588","218,967,416","108,761,523",5,24,103,292,577,"1,058",871,"2,722",76,621,21,10,521,"1,278",16,3,27,149,103,0,46,3,40,963,"138,469",189,"17,493",832,"120,976",27,32,59,91,83,86,107,61,193,224
470018000,47,0,18,0,4718000,DIVISION NO. 18,31,"10,816,510","6,818,000","1,518,525","2,479,985",0,0,2,8,9,8,4,26,2,13,0,0,1,0,3,0,6,1,0,0,1,0,0,11,"2,224",4,800,7,"1,424",0,0,1,0,0,0,1,0,6,3
470100000,47,1,0,0,4700000,AGRICULTURAL REGION AGRICOLE 1,"5,559","2,400,473,921","1,817,731,187","433,519,535","149,223,199",7,31,115,445,898,"2,366","1,697","5,374",138,"1,146",66,15,"3,115",539,11,2,33,309,178,1,130,5,69,"1,644","234,808",367,"29,116","1,376","205,692",97,71,100,155,149,105,128,95,292,452
470101001,47,1,1,1,4701001,ARGYLE NO. 1,149,"56,329,876","40,965,075","11,244,987","4,119,814",0,0,6,8,24,79,32,144,2,31,1,0,55,44,1,0,1,9,7,0,2,1,2,34,"5,446",8,612,27,"4,834",0,0,4,4,2,0,3,2,7,12
470101006,47,1,1,6,4701006,MOUNT PLEASANT NO. 2,179,"82,326,625","58,532,510","17,091,458","6,702,657",0,0,7,14,24,73,61,178,2,36,5,0,100,26,2,0,0,7,4,0,3,1,0,53,"8,193",6,393,48,"7,800",1,2,1,7,2,5,6,3,10,16
470101011,47,1,1,11,4701011,ENNISKILLEN NO. 3,194,"82,545,518","60,552,900","16,414,832","5,577,786",1,0,5,18,34,82,54,186,4,27,0,0,123,21,1,1,3,6,3,0,3,1,0,71,"10,451",14,"2,148",61,"8,303",0,3,4,6,11,7,5,3,11,21
470101016,47,1,1,16,4701016,COALFIELDS NO. 4,182,"69,146,003","53,747,180","12,258,820","3,140,003",0,1,5,30,28,71,47,177,5,25,1,1,124,9,1,0,1,10,6,0,4,0,1,73,"14,363",13,"1,078",65,"13,285",6,0,3,3,1,2,3,4,12,39
470101022,47,1,1,22,4701022,ESTEVAN NO. 5,232,"83,104,737","64,940,629","14,375,803","3,788,305",0,0,6,31,53,90,52,215,7,32,0,4,151,8,0,1,5,7,3,0,4,0,1,110,"20,635",11,"1,103",100,"19,532",3,1,8,3,5,5,6,5,23,51
470101027,47,1,1,27,4701027,BENSON NO. 35,196,"103,952,191","83,657,130","18,223,842","2,071,219",0,0,1,13,25,79,78,194,1,5,3,0,175,5,0,0,1,4,1,0,3,0,0,56,"8,703",10,909,47,"7,794",3,2,0,8,7,2,2,3,15,14
470101031,47,1,1,31,4701031,BROWNING NO. 34,213,"115,465,303","89,731,923","20,653,394","5,079,986",0,1,1,9,29,72,101,206,11,15,0,0,166,8,0,0,0,6,5,0,1,0,2,75,"12,268",17,"1,957",62,"10,311",4,2,4,5,8,3,6,6,12,25
470101036,47,1,1,36,4701036,MOOSE CREEK NO. 33,184,"80,294,159","59,855,000","15,624,576","4,814,583",1,3,4,17,30,76,53,180,1,34,2,0,112,17,0,0,2,12,6,0,6,0,3,54,"6,021",16,820,41,"5,201",4,5,6,6,5,5,3,3,6,11
470101039,47,1,1,39,4701039,RECIPROCITY NO. 32,176,"71,302,993","52,784,000","14,422,130","4,096,863",0,1,3,14,22,88,48,171,2,27,6,0,114,17,0,0,0,5,4,0,1,0,2,63,"9,592",22,"2,205",49,"7,387",1,4,6,6,8,1,6,4,6,21
470101043,47,1,1,43,4701043,STORTHOAKS NO. 31,131,"71,886,164","53,780,990","14,769,049","3,336,125",1,0,1,5,9,57,58,129,0,16,2,1,90,17,0,0,0,3,3,0,0,0,0,33,"4,046",8,346,26,"3,700",3,2,1,1,3,5,3,2,8,5
470101047,47,1,1,47,4701047,ANTLER NO. 61,208,"88,414,412","66,041,000","17,556,760","4,816,652",0,0,3,10,33,102,60,202,2,25,3,2,123,25,0,0,0,22,18,0,4,0,11,42,"4,872",11,998,34,"3,874",2,1,0,8,6,4,4,5,6,6
470101053,47,1,1,53,4701053,MOOSE MOUNTAIN NO. 63,235,"91,993,868","68,928,450","15,489,208","7,576,210",0,2,2,16,47,110,58,229,10,68,2,0,109,22,1,0,3,14,13,0,1,0,5,68,"9,194",17,"1,193",58,"8,001",3,2,3,9,9,2,6,4,14,16
470101058,47,1,1,58,4701058,BROCK NO. 64,150,"69,797,088","51,582,503","12,108,846","6,105,739",0,2,7,10,17,73,41,144,5,52,0,1,63,10,0,0,3,10,5,0,5,0,2,49,"5,172",14,"1,297",39,"3,875",6,5,3,8,4,5,0,2,6,10
