AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,AGEDST_1,AGEDST_2,AGEDST_3,AGEDST_4,AGEDST_5,AGEDST_6,AGEDST_7,AGEDST_8,AGEDST_9,AGEDST_10,AGEDST_11,AGEDST_12,LRESID,LRESID_1,LRESID_2,LRESID_3,LRESID_4,TYPORG_1,TYPORG_2,TYPORG_3,TYPORG_4,TYPORG_5,TYPORG_6
460803000,46,8,3,0,4603000,DIVISION NO.  3,"2,634",13,142,295,296,295,306,302,309,267,206,127,76,"2,343","2,245",52,46,291,"2,277",61,159,119,12,6
460803030,46,8,3,30,4603030,MONTCALM,187,0,11,17,26,27,13,19,30,15,14,10,5,166,163,2,1,21,148,8,20,10,0,1
460803036,46,8,3,36,4603036,RHINELAND,667,4,43,81,64,59,78,73,81,77,54,35,18,590,562,16,12,77,595,16,31,24,0,1
460803047,46,8,3,47,4603047,STANLEY,556,1,27,64,72,53,55,70,66,58,53,24,13,504,485,8,11,52,476,11,35,29,3,2
460803058,46,8,3,58,4603058,THOMPSON,194,0,6,19,18,16,26,25,22,21,15,12,14,178,171,6,1,16,166,5,15,7,0,1
460803062,46,8,3,62,4603062,ROLAND,180,1,11,22,30,23,14,16,15,16,21,6,5,152,145,3,4,28,157,3,13,6,1,0
460803065,46,8,3,65,4603065,MORRIS,448,5,23,50,44,61,64,46,44,51,26,23,11,383,361,10,12,65,385,4,31,23,5,0
460803072,46,8,3,72,4603072,DUFFERIN,402,2,21,42,42,56,56,53,51,29,23,17,10,370,358,7,5,32,350,14,14,20,3,1
460804000,46,8,4,0,4604000,DIVISION NO.  4,"1,582",9,95,187,191,174,162,150,210,184,121,64,35,"1,393","1,339",30,24,189,"1,363",46,122,42,1,8
460804033,46,8,4,33,4604033,PEMBINA,404,1,15,51,50,53,44,33,50,42,38,17,10,368,358,3,7,36,355,7,21,18,1,2
460804039,46,8,4,39,4604039,LOUISE,348,4,33,39,41,37,29,24,49,41,23,18,10,297,286,9,2,51,296,10,33,7,0,2
460804051,46,8,4,51,4604051,ROBLIN,213,0,8,24,28,13,22,30,30,30,20,6,2,186,177,6,3,27,191,3,16,1,0,2
460804057,46,8,4,57,4604057,ARGYLE,248,1,14,26,34,28,26,20,28,34,18,12,7,232,223,3,6,16,217,8,20,3,0,0
460804063,46,8,4,63,4604063,LORNE,369,3,25,47,38,43,41,43,53,37,22,11,6,310,295,9,6,59,304,18,32,13,0,2
460900000,46,9,0,0,4600000,AGRICULTURAL REGION AGRICOLE 9,"3,348",13,92,242,353,394,394,406,450,398,287,201,118,"3,089","2,942",78,69,259,"2,913",84,182,138,24,7
460902000,46,9,2,0,4602000,DIVISION NO.  2,"2,118",8,66,183,247,251,261,256,280,247,172,95,52,"1,973","1,884",52,37,145,"1,815",68,114,97,19,5
460902025,46,9,2,25,4602025,FRANKLIN,314,1,10,27,25,34,39,34,46,42,29,16,11,284,266,9,9,30,275,10,14,13,1,1
460902032,46,9,2,32,4602032,DE SALABERRY,276,1,8,20,38,30,33,34,40,37,23,9,3,251,245,3,3,25,235,11,13,13,2,2
460902041,46,9,2,41,4602041,HANOVER,627,4,20,62,83,71,79,73,72,65,58,28,12,594,567,17,10,33,550,16,33,22,6,0
460902053,46,9,2,53,4602053,LA BROQUERIE,136,0,5,17,13,14,21,19,17,17,8,4,1,129,119,5,5,7,113,6,7,8,2,0
460902057,46,9,2,57,4602057,STE. ANNE,220,0,8,24,32,39,25,20,19,27,11,11,4,211,201,7,3,9,184,9,19,8,0,0
460902069,46,9,2,69,4602069,TACHE,338,0,12,22,41,47,38,42,48,34,27,15,12,314,303,7,4,24,292,13,15,13,4,1
460902075,46,9,2,75,4602075,RITCHOT,207,2,3,11,15,16,26,34,38,25,16,12,9,190,183,4,3,17,166,3,13,20,4,1
460911000,46,9,11,0,4611000,DIVISION NO. 11,172,1,2,8,12,21,18,28,22,23,11,16,10,142,118,7,17,30,143,6,9,13,1,0
460911040,46,9,11,40,4611040,WINNIPEG,172,1,2,8,12,21,18,28,22,23,11,16,10,142,118,7,17,30,143,6,9,13,1,0
460912000,46,9,12,0,4612000,DIVISION NO. 12,"1,058",4,24,51,94,122,115,122,148,128,104,90,56,974,940,19,15,84,955,10,59,28,4,2
460912047,46,9,12,47,4612047,SPRINGFIELD,610,2,9,27,51,75,62,72,86,82,54,49,41,567,554,9,4,43,546,5,33,23,1,2
460912052,46,9,12,52,4612052,BROKENHEAD,448,2,15,24,43,47,53,50,62,46,50,41,15,407,386,10,11,41,409,5,26,5,3,0
461000000,46,10,0,0,4600000,AGRICULTURAL REGION AGRICOLE 10,"1,035",6,31,66,95,105,114,138,133,127,109,75,36,894,832,35,27,141,939,27,49,14,2,4
461001000,46,10,1,0,4601000,DIVISION NO.  1,"1,035",6,31,66,95,105,114,138,133,127,109,75,36,894,832,35,27,141,939,27,49,14,2,4
461001035,46,10,1,35,4601035,STUARTBURN,263,0,5,9,25,35,32,36,39,31,24,21,6,242,221,12,9,21,243,6,12,1,0,1
461001039,46,10,1,39,4601039,PINEY,189,1,6,14,18,14,26,28,24,27,17,9,5,155,142,5,8,34,174,4,7,3,1,0
461001043,46,10,1,43,4601043,REYNOLDS,264,3,12,21,30,22,21,29,43,27,31,15,10,236,223,8,5,28,240,3,15,4,0,2
461001057,46,10,1,57,4601057,LAC DU BONNET,197,0,4,14,11,19,26,31,20,21,18,22,11,161,152,6,3,36,176,9,8,2,1,1
461001071,46,10,1,71,4601071,ALEXANDER,122,2,4,8,11,15,9,14,7,21,19,8,4,100,94,4,2,22,106,5,7,4,0,0
461100000,46,11,0,0,4600000,AGRICULTURAL REGION AGRICOLE 11,"2,052",6,40,126,205,204,228,233,253,261,228,158,110,"1,856","1,796",26,34,196,"1,786",58,130,55,10,13
461113000,46,11,13,0,4613000,DIVISION NO. 13,971,2,13,54,80,80,109,110,117,131,119,83,73,871,841,11,19,100,864,23,51,24,5,4
461113032,46,11,13,32,4613032,EAST ST. PAUL,35,0,0,2,0,2,5,2,3,4,8,6,3,32,30,1,1,3,32,0,1,1,1,0
461113037,46,11,13,37,4613037,WEST ST. PAUL,34,1,0,1,3,5,3,1,6,3,5,1,5,31,29,1,1,3,29,1,2,2,0,0
461113043,46,11,13,43,4613043,ST. ANDREWS,465,0,6,29,32,40,54,49,55,63,64,40,33,429,419,4,6,36,404,17,24,15,3,2
461113056,46,11,13,56,4613056,ST. CLEMENTS,437,1,7,22,45,33,47,58,53,61,42,36,32,379,363,5,11,58,399,5,24,6,1,2
461114000,46,11,14,0,4614000,DIVISION NO. 14,"1,081",4,27,72,125,124,119,123,136,130,109,75,37,985,955,15,15,96,922,35,79,31,5,9
461114015,46,11,14,15,4614015,ROSSER,176,0,9,13,16,16,19,21,23,20,18,16,5,151,150,0,1,25,133,5,19,14,4,1
461114031,46,11,14,31,4614031,WOODLANDS,310,1,8,33,36,30,38,38,42,25,25,23,11,284,277,2,5,26,269,13,17,7,1,3
461114036,46,11,14,36,4614036,ROCKWOOD,595,3,10,26,73,78,62,64,71,85,66,36,21,550,528,13,9,45,520,17,43,10,0,5
461200000,46,12,0,0,4600000,AGRICULTURAL REGION AGRICOLE 12,"2,460",6,83,175,207,276,252,280,329,314,269,195,74,"2,283","2,164",58,61,177,"2,134",67,210,36,4,9
461218000,46,12,18,0,4618000,DIVISION NO. 18,"2,115",4,68,147,171,233,214,242,278,281,243,166,68,"1,981","1,881",49,51,134,"1,835",55,185,30,4,6
461218031,46,12,18,31,4618031,GIMLI,154,0,0,11,15,16,18,18,19,25,16,11,5,139,133,6,0,15,139,2,12,1,0,0
461218037,46,12,18,37,4618037,ARMSTRONG,359,1,11,12,28,43,33,40,48,60,39,31,13,347,333,5,9,12,325,4,28,0,1,1
461218040,46,12,18,40,4618040,ST. LAURENT,69,0,1,8,7,8,5,9,14,7,3,5,2,65,64,1,0,4,65,0,2,2,0,0
461218044,46,12,18,44,4618044,COLDWELL,153,1,6,8,15,19,15,16,20,16,17,11,9,146,140,3,3,7,122,3,22,4,2,0
461218052,46,12,18,52,4618052,ERIKSDALE,128,0,5,17,9,11,12,23,19,11,10,7,4,119,108,6,5,9,113,4,8,2,1,0
461218057,46,12,18,57,4618057,SIGLUNES,162,0,4,13,7,25,24,15,21,18,17,13,5,155,150,2,3,7,140,7,13,1,0,1
461218060,46,12,18,60,4618060,GRAHAMDALE,252,0,7,20,24,15,37,28,31,38,23,25,4,233,226,3,4,19,220,12,16,3,0,1
461218068,46,12,18,68,4618068,FISHER,383,1,19,31,31,37,32,36,48,61,54,27,6,339,306,14,19,44,329,11,33,8,0,2
461218071,46,12,18,71,4618071,BIFROST,455,1,15,27,35,59,38,57,58,45,64,36,20,438,421,9,8,17,382,12,51,9,0,1
461219000,46,12,19,0,4619000,DIVISION NO. 19,210,0,8,15,27,31,18,23,34,16,15,21,2,186,176,4,6,24,190,9,9,1,0,1
461219045,46,12,19,45,4619045,"DIVISION NO. 19, UNORGANIZED",210,0,8,15,27,31,18,23,34,16,15,21,2,186,176,4,6,24,190,9,9,1,0,1
461221000,46,12,21,0,4621000,DIVISION NO. 21,135,2,7,13,9,12,20,15,17,17,11,8,4,116,107,5,4,19,109,3,16,5,0,2
461221078,46,12,21,78,4621078,"DIVISION NO. 21, UNORGANIZED",135,2,7,13,9,12,20,15,17,17,11,8,4,116,107,5,4,19,109,3,16,5,0,2
470000000,47,0,0,0,4700000,SASKATCHEWAN,"67,318",418,"3,687","6,658","6,937","6,364","6,454","7,189","8,177","7,876","6,484","4,074","3,000","55,060","49,879","3,302","1,879","12,258","59,671","1,378","4,003","1,768",124,374
470001000,47,0,1,0,4701000,DIVISION NO.  1,"3,478",27,178,372,394,321,312,390,444,387,295,207,151,"2,844","2,636",126,82,634,"3,063",78,240,86,5,6
470002000,47,0,2,0,4702000,DIVISION NO.  2,"3,559",37,227,357,337,296,336,375,431,419,312,267,165,"2,800","2,466",206,128,759,"3,226",57,205,53,3,15
470003000,47,0,3,0,4703000,DIVISION NO.  3,"3,586",48,290,423,347,277,253,350,440,446,371,184,157,"2,864","2,575",190,99,722,"3,230",72,192,72,5,15
470004000,47,0,4,0,4704000,DIVISION NO.  4,"2,184",23,130,225,213,182,206,233,253,263,203,142,111,"1,850","1,670",132,48,334,"1,875",46,145,77,7,34
470005000,47,0,5,0,4705000,DIVISION NO.  5,"4,582",28,230,467,483,464,461,502,572,543,431,240,161,"3,799","3,569",143,87,783,"4,110",91,292,72,8,9
470006000,47,0,6,0,4706000,DIVISION NO.  6,"5,309",32,247,513,555,476,501,526,705,649,530,303,272,"4,027","3,511",324,192,"1,282","4,681",137,280,146,7,58
470007000,47,0,7,0,4707000,DIVISION NO.  7,"3,697",39,268,399,395,319,304,353,425,408,384,250,153,"2,978","2,643",220,115,719,"3,293",89,160,117,7,31
470008000,47,0,8,0,4708000,DIVISION NO.  8,"4,024",33,308,427,384,399,313,393,490,471,411,229,166,"2,995","2,586",286,123,"1,029","3,465",95,194,235,6,29
470009000,47,0,9,0,4709000,DIVISION NO.  9,"4,626",10,172,411,441,439,435,541,567,626,471,321,192,"3,842","3,528",170,144,784,"4,243",55,274,37,6,11
470010000,47,0,10,0,4710000,DIVISION NO. 10,"3,678",8,160,354,405,343,375,353,444,470,379,224,163,"3,056","2,799",159,98,622,"3,314",64,207,65,14,14
470011000,47,0,11,0,4711000,DIVISION NO. 11,"4,572",32,255,437,503,445,438,467,531,489,451,313,211,"3,634","3,183",283,168,938,"4,031",99,285,125,12,20
470012000,47,0,12,0,4712000,DIVISION NO. 12,"3,010",15,162,318,302,308,279,292,350,323,292,218,151,"2,511","2,231",190,90,499,"2,613",81,173,116,6,21
470013000,47,0,13,0,4713000,DIVISION NO. 13,"3,432",19,245,423,331,303,339,360,360,407,341,167,137,"2,821","2,508",227,86,611,"2,941",76,195,178,10,32
470014000,47,0,14,0,4714000,DIVISION NO. 14,"4,928",20,226,427,518,492,523,566,607,564,443,296,246,"4,255","3,909",226,120,673,"4,400",80,325,102,8,13
470015000,47,0,15,0,4715000,DIVISION NO. 15,"5,958",29,291,505,602,592,640,731,750,702,553,330,233,"4,933","4,593",194,146,"1,025","5,301",122,398,111,10,16
470016000,47,0,16,0,4716000,DIVISION NO. 16,"3,734",10,182,329,404,369,390,409,478,404,335,230,194,"3,222","2,953",150,119,512,"3,351",62,221,65,6,29
470017000,47,0,17,0,4717000,DIVISION NO. 17,"2,930",8,112,271,321,339,345,342,325,300,279,152,136,"2,601","2,492",75,34,329,"2,507",73,217,111,4,18
470018000,47,0,18,0,4718000,DIVISION NO. 18,31,0,4,0,2,0,4,6,5,5,3,1,1,28,27,1,0,3,27,1,0,0,0,3
470100000,47,1,0,0,4700000,AGRICULTURAL REGION AGRICOLE 1,"5,559",48,283,576,626,525,515,619,695,643,495,315,219,"4,583","4,263",195,125,976,"4,877",136,392,131,11,12
470101001,47,1,1,1,4701001,ARGYLE NO. 1,149,0,12,14,17,8,18,16,15,16,13,9,11,114,102,8,4,35,131,4,9,5,0,0
470101006,47,1,1,6,4701006,MOUNT PLEASANT NO. 2,179,0,9,13,24,16,8,17,26,21,19,17,9,125,112,8,5,54,156,3,13,7,0,0
470101011,47,1,1,11,4701011,ENNISKILLEN NO. 3,194,0,14,22,20,16,20,26,28,15,15,8,10,148,145,1,2,46,170,8,11,4,0,1
470101016,47,1,1,16,4701016,COALFIELDS NO. 4,182,2,4,20,12,14,22,28,24,17,11,13,15,131,116,10,5,51,155,5,14,5,2,1
470101022,47,1,1,22,4701022,ESTEVAN NO. 5,232,2,7,17,30,27,10,30,25,35,19,16,14,185,172,7,6,47,204,8,12,8,0,0
470101027,47,1,1,27,4701027,BENSON NO. 35,196,4,13,21,19,15,20,30,14,24,23,7,6,156,143,9,4,40,178,4,8,4,1,1
470101031,47,1,1,31,4701031,BROWNING NO. 34,213,4,21,31,17,15,13,22,35,23,16,10,6,170,152,14,4,43,183,3,18,8,1,0
470101036,47,1,1,36,4701036,MOOSE CREEK NO. 33,184,3,11,27,16,11,14,18,19,26,14,13,12,158,148,6,4,26,163,4,15,2,0,0
470101039,47,1,1,39,4701039,RECIPROCITY NO. 32,176,1,7,19,28,21,8,17,19,25,18,9,4,147,137,8,2,29,155,6,11,4,0,0
470101043,47,1,1,43,4701043,STORTHOAKS NO. 31,131,0,6,16,21,21,11,22,13,9,7,3,2,114,108,4,2,17,121,2,3,5,0,0
470101047,47,1,1,47,4701047,ANTLER NO. 61,208,3,12,24,22,24,20,26,23,14,19,12,9,183,177,3,3,25,184,4,15,5,0,0
470101053,47,1,1,53,4701053,MOOSE MOUNTAIN NO. 63,235,2,11,24,35,19,22,30,28,18,26,13,7,194,184,7,3,41,211,3,16,5,0,0
470101058,47,1,1,58,4701058,BROCK NO. 64,150,1,7,20,19,10,11,17,21,18,12,6,8,116,111,5,0,34,129,3,12,6,0,0
470101063,47,1,1,63,4701063,TECUMSEH NO. 65,171,2,2,20,13,15,20,21,22,16,17,13,10,139,128,3,8,32,155,2,10,3,0,1
470101069,47,1,1,69,4701069,GOLDEN WEST NO. 95,178,1,15,16,23,12,17,10,22,28,15,14,5,161,149,4,8,17,167,0,8,3,0,0
470101072,47,1,1,72,4701072,HAZELWOOD NO. 94,149,1,2,7,17,19,18,12,30,15,10,11,7,130,115,7,8,19,134,5,9,1,0,0
470101076,47,1,1,76,4701076,WAWKEN NO. 93,181,0,9,22,17,17,21,18,28,27,11,7,4,147,135,6,6,34,160,2,15,4,0,0
470101091,47,1,1,91,4701091,WALPOLE NO. 92,186,1,8,20,22,18,16,12,30,23,17,14,5,164,147,12,5,22,149,7,24,5,1,0
470101094,47,1,1,94,4701094,MARYFIELD NO. 91,184,0,8,19,22,23,23,18,22,17,13,12,7,162,155,4,3,22,158,5,17,2,0,2
470102001,47,1,2,1,4702001,CAMBRIA NO. 6,155,3,9,15,19,15,15,17,15,17,18,7,5,121,110,9,2,34,136,4,7,6,1,1
470105001,47,1,5,1,4705001,MOOSOMIN NO. 121,174,2,12,18,18,13,14,23,19,21,17,10,7,145,132,5,8,29,152,5,11,6,0,0
470105007,47,1,5,7,4705007,MARTIN NO. 122,148,4,10,12,15,13,15,24,24,13,10,6,2,125,120,4,1,23,132,3,9,3,0,1
470105011,47,1,5,11,4705011,SILVERWOOD NO. 123,223,0,9,24,24,24,23,21,23,33,26,8,8,185,177,4,4,38,194,6,15,8,0,0
470105014,47,1,5,14,4705014,KINGSLEY NO. 124,227,0,10,19,28,25,23,22,26,29,17,17,11,192,174,11,7,35,179,12,28,7,1,0
470105018,47,1,5,18,4705018,CHESTER NO. 125,232,6,13,18,28,21,15,17,29,33,22,16,14,188,178,7,3,44,207,8,14,3,0,0
470105027,47,1,5,27,4705027,WOLSELEY NO. 155,237,1,11,27,23,23,29,19,25,33,30,10,6,188,180,6,2,49,220,4,9,3,1,0
470105028,47,1,5,28,4705028,ELCAPO NO. 154,257,2,12,32,31,29,13,34,36,27,25,13,3,212,200,5,7,45,223,7,24,2,1,0
470105033,47,1,5,33,4705033,WILLOWDALE NO. 153,196,1,7,15,23,18,23,22,28,30,12,10,7,173,160,10,3,23,172,4,16,4,0,0
470105037,47,1,5,37,4705037,ROCANVILLE NO. 151,202,2,10,20,19,20,28,25,22,20,21,10,5,182,169,7,6,20,177,5,17,3,0,0
470105804,47,1,5,804,4705804,KAHKEWISTAHAW 72,30,0,2,4,4,3,5,5,4,0,2,1,0,28,27,1,0,2,22,0,2,0,2,4
470200000,47,2,0,0,4700000,AGRICULTURAL REGION AGRICOLE 2,"5,747",49,292,556,580,480,557,580,733,687,544,376,313,"4,336","3,728",385,223,"1,411","5,065",142,329,164,6,41
470202033,47,2,2,33,4702033,LOMOND NO. 37,152,2,10,14,20,15,17,9,17,22,10,6,10,125,120,4,1,27,135,3,12,1,0,1
470202037,47,2,2,37,4702037,CYMRI NO. 36,200,5,7,23,14,18,25,18,31,22,18,11,8,166,149,5,12,34,179,5,10,4,0,2
470202042,47,2,2,42,4702042,GRIFFIN NO. 66,182,1,18,17,14,15,14,20,23,22,16,15,7,138,125,10,3,44,169,3,8,2,0,0
470202044,47,2,2,44,4702044,WEYBURN NO. 67,267,1,11,25,21,21,38,27,37,32,23,15,16,213,191,14,8,54,241,4,16,5,1,0
470202051,47,2,2,51,4702051,BROKENSHELL NO. 68,142,0,4,19,14,11,12,20,17,14,8,12,11,105,92,9,4,37,125,2,10,3,0,2
470202052,47,2,2,52,4702052,NORTON NO. 69,195,2,17,23,24,18,13,10,20,22,19,17,10,140,117,14,9,55,173,5,15,2,0,0
470202061,47,2,2,61,4702061,ELMSTHORPE NO. 100,191,1,10,18,17,7,11,26,28,31,19,12,11,150,125,15,10,41,174,1,9,7,0,0
470202066,47,2,2,66,4702066,CALEDONIA NO. 99,194,0,14,27,18,18,21,17,21,18,15,19,6,143,116,17,10,51,169,4,18,2,0,1
470202069,47,2,2,69,4702069,SCOTT NO. 98,211,0,11,19,17,17,14,24,24,27,18,24,16,139,114,18,7,72,197,1,11,2,0,0
470202073,47,2,2,73,4702073,WELLINGTON NO. 97,207,3,7,7,20,21,28,22,22,23,25,19,10,153,124,21,8,54,185,7,13,1,0,1
470202076,47,2,2,76,4702076,FILLMORE NO. 96,215,3,15,24,23,15,22,27,23,26,19,12,6,151,129,15,7,64,197,4,8,5,0,1
470206001,47,2,6,1,4706001,MONTMARTRE NO. 126,256,1,29,26,22,17,28,34,35,36,14,11,3,217,205,3,9,39,241,6,7,2,0,0
470206004,47,2,6,4,4706004,FRANCIS NO. 127,339,6,16,43,40,30,29,30,35,48,35,17,10,252,213,23,16,87,311,9,16,3,0,0
470206011,47,2,6,11,4706011,LAJORD NO. 128,236,3,9,24,22,22,28,23,31,27,18,15,14,182,140,30,12,54,206,9,16,2,1,2
470206013,47,2,6,13,4706013,BRATT'S LAKE NO. 129,205,4,18,12,16,14,16,14,29,29,25,17,11,155,124,26,5,50,181,2,10,12,0,0
470206016,47,2,6,16,4706016,REDBURN NO. 130,215,3,9,27,23,19,16,12,26,25,18,22,15,130,103,18,9,85,192,5,7,11,0,0
470206021,47,2,6,21,4706021,PENSE NO. 160,220,0,8,22,22,20,16,18,39,20,21,13,21,153,124,18,11,67,187,6,10,15,1,1
470206026,47,2,6,26,4706026,SHERWOOD NO. 159,309,1,8,17,41,27,23,32,39,54,26,18,23,237,190,19,28,72,244,13,24,27,1,0
470206029,47,2,6,29,4706029,EDENWOLD NO. 158,388,1,7,29,49,33,50,44,52,39,39,19,26,297,275,10,12,91,335,8,26,19,0,0
470206034,47,2,6,34,4706034,SOUTH QU'APPELLE NO. 157,339,1,14,35,29,35,39,34,54,31,31,12,24,274,243,22,9,65,298,15,22,4,0,0
470206038,47,2,6,38,4706038,INDIAN HEAD NO. 156,214,2,7,20,20,22,24,24,32,25,19,12,7,153,137,13,3,61,188,5,16,5,0,0
470206809,47,2,6,809,4706809,PIAPOT 75,23,0,1,2,5,3,3,4,2,1,2,0,0,23,22,0,1,0,0,0,0,0,0,23
470206810,47,2,6,810,4706810,ASSINIBOINE 76,19,0,2,2,1,2,2,5,1,2,2,0,0,17,17,0,0,2,16,1,1,0,0,1
470207001,47,2,7,1,4707001,BAILDON NO. 131,226,2,10,22,30,17,20,20,24,17,29,19,16,170,156,11,3,56,198,6,16,4,0,2
470207036,47,2,7,36,4707036,CARON NO. 162,125,1,6,8,13,13,14,15,13,17,8,8,9,103,90,8,5,22,114,1,5,5,0,0
470207038,47,2,7,38,4707038,MOOSE JAW NO. 161,290,1,12,24,20,23,25,31,41,37,36,20,20,216,180,20,16,74,253,11,13,10,2,1
470207042,47,2,7,42,4707042,MARQUIS NO. 191,187,5,12,27,25,7,9,20,17,20,31,11,3,134,107,22,5,53,157,6,10,11,0,3
470300000,47,3,0,0,4700000,AGRICULTURAL REGION AGRICOLE 3,"9,910",106,742,"1,095",992,854,797,972,"1,180","1,167",973,610,422,"8,098","7,247",552,299,"1,812","8,856",208,491,279,17,59
470302006,47,3,2,6,4702006,SOURIS VALLEY NO. 7,161,1,6,20,24,16,8,8,22,17,8,22,9,136,128,6,2,25,150,0,10,1,0,0
470302011,47,3,2,11,4702011,LAKE ALMA NO. 8,143,3,7,21,12,4,10,17,21,17,18,8,5,127,117,4,6,16,129,2,12,0,0,0
470302014,47,3,2,14,4702014,SURPRISE VALLEY NO. 9,117,3,7,8,10,11,16,20,11,11,9,7,4,94,82,5,7,23,101,3,11,2,0,0
470302018,47,3,2,18,4702018,HAPPY VALLEY NO. 10,77,1,4,11,7,8,5,10,11,8,3,6,3,69,65,2,2,8,65,3,5,1,0,3
470302024,47,3,2,24,4702024,BENGOUGH NO. 40,194,3,23,17,13,18,17,19,23,21,13,13,14,166,148,13,5,28,178,5,7,3,1,0
470302026,47,3,2,26,4702026,THE GAP NO. 39,159,1,11,15,19,18,17,19,11,15,17,12,4,132,120,9,3,27,152,0,5,1,0,1
470302029,47,3,2,29,4702029,LAURIER NO. 38,175,3,23,20,13,15,12,17,30,18,10,10,4,139,124,6,9,36,162,0,7,5,0,1
470302057,47,3,2,57,4702057,KEY WEST NO. 70,222,1,13,14,18,15,21,28,24,36,26,20,6,193,170,10,13,29,209,1,11,0,0,1
470303001,47,3,3,1,4703001,HART BUTTE NO. 11,140,2,12,16,10,9,15,19,16,15,13,4,9,113,101,9,3,27,124,3,10,2,0,1
470303006,47,3,3,6,4703006,POPLAR VALLEY NO. 12,140,3,21,17,12,7,9,13,18,19,8,6,7,107,98,8,1,33,120,3,14,1,0,2
470303011,47,3,3,11,4703011,OLD POST NO. 43,284,4,27,27,20,16,21,41,47,33,22,12,14,239,221,12,6,45,245,13,18,5,1,2
470303016,47,3,3,16,4703016,GLEN MCPHERSON NO. 46,98,1,8,16,10,11,5,5,10,8,11,11,2,84,77,4,3,14,90,2,3,3,0,0
470303018,47,3,3,18,4703018,MANKOTA NO. 45,179,5,19,18,11,11,17,24,19,23,21,4,7,148,133,11,4,31,165,2,9,2,0,1
470303022,47,3,3,22,4703022,WAVERLEY NO. 44,147,0,13,19,10,9,18,17,24,16,11,3,7,127,117,5,5,20,137,2,4,2,0,2
470303026,47,3,3,26,4703026,WILLOW BUNCH NO. 42,233,2,24,34,19,12,19,22,26,27,21,11,16,171,145,11,15,62,212,7,14,0,0,0
470303029,47,3,3,29,4703029,EXCEL NO. 71,238,1,17,26,16,20,17,22,30,33,32,15,9,203,184,13,6,35,223,1,12,0,0,2
470303034,47,3,3,34,4703034,LAKE OF THE RIVERS NO. 72,191,0,18,24,19,16,10,16,21,19,25,11,12,152,133,12,7,39,172,2,13,4,0,0
470303038,47,3,3,38,4703038,STONEHENGE NO. 73,275,10,19,32,22,18,14,28,36,39,34,16,7,215,189,20,6,60,247,4,18,6,0,0
470303042,47,3,3,42,4703042,WOOD RIVER NO. 74,217,4,11,27,33,20,9,11,23,31,30,11,7,158,136,17,5,59,195,3,16,3,0,0
470303048,47,3,3,48,4703048,PINTO CREEK NO. 75,162,1,13,18,23,16,10,17,11,24,16,5,8,121,110,8,3,41,142,2,8,7,2,1
470303054,47,3,3,54,4703054,AUVERGNE NO. 76,175,4,11,15,25,19,14,20,18,21,16,9,3,147,136,6,5,28,159,6,5,4,0,1
470303059,47,3,3,59,4703059,WHISKA CREEK NO. 106,191,1,14,23,21,16,15,12,23,20,19,16,11,138,126,7,5,53,173,4,9,4,0,1
470303064,47,3,3,64,4703064,GLEN BAIN NO. 105,199,4,16,28,17,21,14,11,25,24,20,14,5,159,145,8,6,40,181,3,5,10,0,0
470303068,47,3,3,68,4703068,GRAVELBOURG NO. 104,223,0,19,27,24,19,16,19,28,35,22,6,8,189,174,12,3,34,194,4,12,11,2,0
470303074,47,3,3,74,4703074,SUTTON NO. 103,197,1,11,23,27,15,7,25,21,21,23,11,12,152,137,9,6,45,180,4,4,7,0,2
470303093,47,3,3,93,4703093,LAKE JOHNSTON NO. 102,136,2,5,15,12,11,8,11,24,19,13,9,7,101,87,11,3,35,127,2,7,0,0,0
470303096,47,3,3,96,4703096,TERRELL NO. 101,161,3,12,18,16,11,15,17,20,19,14,10,6,140,126,7,7,21,144,5,11,1,0,0
470304003,47,3,4,3,4704003,VAL MARIE NO. 17,175,0,11,25,19,11,19,18,16,22,18,9,7,132,126,2,4,43,155,4,8,2,1,5
470304006,47,3,4,6,4704006,LONE TREE NO. 18,102,0,4,13,14,4,7,12,17,12,11,6,2,90,84,5,1,12,92,1,3,4,1,1
470304028,47,3,4,28,4704028,WISE CREEK NO. 77,133,4,17,18,11,14,6,15,10,12,16,6,4,121,106,8,7,12,113,7,5,6,0,2
470304034,47,3,4,34,4704034,GRASSY CREEK NO. 78,132,1,6,12,11,8,16,10,21,17,13,8,9,111,100,10,1,21,111,3,13,2,1,2
470304058,47,3,4,58,4704058,BONE CREEK NO. 108,170,3,8,19,21,11,15,8,20,28,22,7,8,147,122,17,8,23,158,1,6,4,1,0
470304061,47,3,4,61,4704061,LAC PELLETIER NO. 107,164,1,12,15,19,10,17,23,27,13,8,14,5,147,136,9,2,17,145,3,13,3,0,0
470307004,47,3,7,4,4707004,HILLSBOROUGH NO. 132,54,0,1,6,7,6,3,7,9,3,6,4,2,49,48,0,1,5,47,2,4,0,0,1
470307006,47,3,7,6,4707006,RODGERS NO. 133,109,1,13,17,19,8,3,6,19,11,8,2,2,94,81,10,3,15,101,2,4,2,0,0
470307011,47,3,7,11,4707011,SHAMROCK NO. 134,154,4,10,23,21,14,11,12,16,17,16,9,1,136,122,9,5,18,142,0,9,2,0,1
470307014,47,3,7,14,4707014,LAWTONIA NO. 135,210,6,16,30,17,12,13,18,37,20,19,16,6,170,149,14,7,40,196,4,7,1,1,1
