AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NAOWNED,AOWNED,EAOWNED,NTOTLSRT,TOTLSRT,ETOTLSRT,NTENURE_1,NTENURE_2,NTENURE_3,TENURE_1,TENURE_2,TENURE_3,ETENURE_1,ETENURE_2,ETENURE_3,FRMSIZE_1,FRMSIZE_2,FRMSIZE_3,FRMSIZE_4,FRMSIZE_5,FRMSIZE_6,FRMSIZE_7,FRMSIZE_8,FRMSIZE_9,FRMSIZE_10,FRMSIZE_11,FRMSIZE_12,FRMSIZE_13,FRMSIZE_14,FRMSIZE_15
470304034,47,3,4,34,4704034,GRASSY CREEK NO. 78,132,"226,878","91,814",119,"122,085","49,406",59,"104,793","42,408",73,13,46,"72,802","38,052","116,024","29,462","15,399","46,953",2,2,2,0,8,0,15,5,8,36,21,20,3,3,7
470304058,47,3,4,58,4704058,BONE CREEK NO. 108,170,"201,556","81,567",150,"137,756","55,748",101,"63,800","25,819",69,20,81,"63,041","14,240","124,275","25,512","5,763","50,292",0,0,1,0,5,0,14,13,23,34,36,26,11,4,3
470304061,47,3,4,61,4704061,LAC PELLETIER NO. 107,164,"198,728","80,422",152,"156,023","63,140",69,"42,705","17,282",95,12,57,"103,124","7,680","87,924","41,733","3,108","35,582",0,1,5,0,7,1,10,11,16,32,36,29,9,4,3
470307004,47,3,7,4,4707004,HILLSBOROUGH NO. 132,54,"92,481","37,426",51,"60,536","24,498",37,"31,945","12,928",17,3,34,"27,008","2,140","63,333","10,930",866,"25,630",0,0,0,0,6,0,2,4,4,8,5,13,4,2,6
470307006,47,3,7,6,4707006,RODGERS NO. 133,109,"112,341","45,463",96,"71,055","28,755",60,"41,286","16,708",49,13,47,"39,075","9,849","63,417","15,813","3,986","25,664",0,1,0,0,6,0,9,12,10,28,25,13,4,0,1
470307011,47,3,7,11,4707011,SHAMROCK NO. 134,154,"185,809","75,194",139,"143,117","57,917",77,"42,692","17,277",77,15,62,"95,338","9,675","80,796","38,582","3,915","32,697",2,0,1,0,8,1,8,15,18,35,33,27,3,1,2
470307014,47,3,7,14,4707014,LAWTONIA NO. 135,210,"203,128","82,203",178,"139,756","56,557",105,"63,372","25,646",105,32,73,"90,571","18,902","93,655","36,653","7,649","37,901",0,0,1,0,17,0,17,24,24,49,53,21,2,1,1
470307018,47,3,7,18,4707018,COULEE NO. 136,230,"193,852","78,449",215,"154,439","62,499",85,"39,413","15,950",145,15,70,"98,792","5,165","89,895","39,980","2,090","36,379",1,5,15,1,22,3,25,24,31,33,44,13,8,3,2
470307021,47,3,7,21,4707021,EXCELSIOR NO. 166,306,"298,296","120,716",281,"211,276","85,500",163,"87,020","35,216",143,25,138,"96,377","19,377","182,542","39,002","7,842","73,872",1,3,8,6,27,4,35,33,44,56,41,28,8,4,8
470307024,47,3,7,24,4707024,MORSE NO. 165,245,"300,244","121,504",216,"169,355","68,536",144,"130,889","52,969",101,29,115,"68,066","31,609","200,569","27,545","12,792","81,167",0,0,3,0,12,0,19,37,27,53,46,27,9,6,6
470307029,47,3,7,29,4707029,CHAPLIN NO. 164,99,"184,839","74,802",91,"131,915","53,384",57,"52,924","21,418",42,8,49,"74,476","12,398","97,965","30,139","5,017","39,645",1,1,0,0,8,0,3,9,4,10,21,24,5,3,10
470307032,47,3,7,32,4707032,WHEATLANDS NO. 163,125,"177,337","71,766",113,"123,305","49,900",77,"54,032","21,866",48,12,65,"54,746","14,840","107,751","22,155","6,006","43,605",0,1,0,0,4,0,7,7,10,23,39,16,8,3,7
470307047,47,3,7,47,4707047,EYEBROW NO. 193,177,"201,896","81,704",148,"137,020","55,450",103,"64,876","26,254",74,29,74,"64,332","21,995","115,569","26,034","8,901","46,769",0,1,2,0,9,0,14,10,16,56,38,21,5,3,2
470307053,47,3,7,53,4707053,ENFIELD NO. 194,196,"236,203","95,588",174,"168,018","67,994",118,"68,185","27,593",78,22,96,"55,246","14,206","166,751","22,357","5,749","67,482",0,0,3,0,11,1,20,13,20,35,44,27,12,3,7
470307058,47,3,7,58,4707058,CANAAN NO. 225,101,"126,038","51,006",90,"93,778","37,951",50,"32,260","13,055",51,11,39,"51,397","7,733","66,908","20,800","3,129","27,077",0,0,1,0,3,0,14,7,6,19,26,10,11,3,1
470307063,47,3,7,63,4707063,VICTORY NO. 226,169,"266,811","107,975",148,"167,569","67,813",99,"99,242","40,162",70,21,78,"94,566","13,913","158,332","38,269","5,630","64,075",1,0,0,1,7,1,11,9,20,43,32,21,12,2,9
470307066,47,3,7,66,4707066,KING GEORGE NO. 256,116,"169,981","68,789",106,"119,763","48,466",65,"50,218","20,323",51,10,55,"55,182","11,600","103,199","22,331","4,694","41,763",0,0,1,0,4,0,7,7,10,17,31,23,7,4,5
470307067,47,3,7,67,4707067,COTEAU NO. 255,177,"213,221","86,287",160,"132,857","53,765",93,"80,364","32,522",84,17,76,"69,642","35,749","107,830","28,183","14,467","43,637",2,2,1,0,7,0,18,13,22,44,33,19,9,4,3
470307071,47,3,7,71,4707071,MAPLE BUSH NO. 224,108,"148,180","59,966",78,"84,329","34,127",79,"63,851","25,840",29,30,49,"38,238","35,591","74,351","15,474","14,403","30,089",0,0,4,0,10,2,6,6,7,24,18,15,9,3,4
470308001,47,3,8,1,4708001,SWIFT CURRENT NO. 137,388,"332,402","134,518",355,"217,991","88,218",156,"114,411","46,300",232,33,123,"112,955","47,652","171,795","45,711","19,284","69,523",3,2,41,19,56,5,44,26,33,56,52,28,9,5,9
470308006,47,3,8,6,4708006,WEBB NO. 138,176,"234,706","94,982",166,"160,144","64,808",102,"74,562","30,174",74,10,92,"73,736","5,703","155,267","29,840","2,308","62,834",0,1,1,1,9,1,11,10,16,31,38,30,16,7,4
470308031,47,3,8,31,4708031,RIVERSIDE NO. 168,271,"296,385","119,943",238,"189,600","76,728",136,"106,785","43,214",135,33,103,"101,012","23,986","171,387","40,878","9,707","69,358",0,0,3,0,20,1,26,18,33,70,51,29,8,6,6
470308038,47,3,8,38,4708038,SASKATCHEWAN LANDING NO. 167,165,"174,113","70,461",148,"122,414","49,539",85,"51,699","20,922",80,17,68,"65,071","9,716","99,326","26,333","3,932","40,196",0,0,1,1,14,1,25,20,7,35,29,15,9,4,4
470308042,47,3,8,42,4708042,LACADENA NO. 228,377,"468,837","189,732",326,"244,989","99,144",193,"223,848","90,588",184,51,142,"143,338","121,682","203,817","58,007","49,243","82,482",0,0,0,1,19,1,39,37,55,95,75,30,13,5,7
470308092,47,3,8,92,4708092,MONET NO. 257,247,"333,941","135,141",219,"207,833","84,107",153,"126,108","51,034",94,28,125,"94,255","37,037","202,649","38,144","14,988","82,009",1,0,0,0,13,0,27,14,25,51,46,35,13,10,12
470400000,47,4,0,0,4700000,AGRICULTURAL REGION AGRICOLE 4,"2,900","5,578,267","2,257,444","2,635","3,205,040","1,297,034","1,727","2,373,227","960,411","1,173",265,"1,462","1,473,262","545,659","3,559,346","596,208","220,820","1,440,416",10,2,25,15,136,8,217,170,308,461,548,420,197,106,277
470404011,47,4,4,11,4704011,FRONTIER NO. 19,140,"402,113","162,729",123,"240,642","97,384",99,"161,471","65,345",41,17,82,"131,427","47,498","223,188","53,187","19,222","90,321",0,0,0,0,2,0,6,7,6,13,27,22,18,12,27
470404019,47,4,4,19,4704019,RENO NO. 51,209,"805,014","325,778",190,"334,197","135,245",140,"470,817","190,533",69,19,121,"170,454","154,300","480,260","68,980","62,443","194,354",3,0,3,1,5,0,12,6,11,21,36,32,26,12,41
470404024,47,4,4,24,4704024,WHITE VALLEY NO. 49,242,"552,439","223,564",224,"355,878","144,019",166,"196,561","79,545",76,18,148,"167,262","11,470","373,707","67,689","4,642","151,234",1,0,1,4,4,1,13,7,21,26,43,40,27,20,34
470404038,47,4,4,38,4704038,ARLINGTON NO. 79,120,"187,839","76,016",108,"119,968","48,549",78,"67,871","27,466",42,12,66,"49,298","11,586","126,955","19,950","4,689","51,377",1,0,2,0,2,0,9,5,13,17,19,28,13,4,7
470404045,47,4,4,45,4704045,MAPLE CREEK NO. 111,265,"659,266","266,795",253,"376,203","152,244",143,"283,063","114,552",122,12,131,"142,201","33,900","483,165","57,547","13,719","195,530",0,0,8,3,22,6,17,12,13,30,34,34,16,18,52
470404050,47,4,4,50,4704050,PIAPOT NO. 110,178,"424,726","171,880",160,"236,923","95,879",109,"187,803","76,001",69,18,91,"80,431","65,241","279,054","32,549","26,402","112,929",1,1,1,1,4,0,10,9,15,21,37,29,15,7,27
470404054,47,4,4,54,4704054,CARMICHAEL NO. 109,154,"193,606","78,350",144,"140,399","56,817",77,"53,207","21,532",77,10,67,"73,020","5,274","115,312","29,550","2,134","46,665",1,0,2,1,8,1,15,10,16,32,30,21,9,3,5
470408009,47,4,8,9,4708009,GULL LAKE NO. 139,114,"218,222","88,311",105,"117,276","47,460",70,"100,946","40,851",44,9,61,"38,703","18,880","160,639","15,663","7,640","65,008",0,0,2,1,5,0,5,7,8,18,20,23,5,6,14
470408016,47,4,8,16,4708016,BIG STICK NO. 141,103,"222,886","90,199",97,"164,496","66,569",57,"58,390","23,630",46,6,51,"102,022","27,000","93,864","41,287","10,927","37,985",0,0,0,0,3,0,4,5,4,20,25,23,6,6,7
470408021,47,4,8,21,4708021,ENTERPRISE NO. 142,149,"209,808","84,906",137,"153,155","61,980",78,"56,653","22,927",71,12,66,"73,424","10,284","126,100","29,714","4,162","51,031",0,0,0,0,4,0,14,4,13,31,27,34,12,4,6
470408024,47,4,8,24,4708024,FOX VALLEY NO. 171,197,"278,939","112,883",177,"159,209","64,430",107,"119,730","48,453",90,20,87,"72,617","33,504","172,818","29,387","13,559","69,937",2,1,1,1,15,0,20,10,20,34,44,26,11,1,11
470408028,47,4,8,28,4708028,PITTVILLE NO. 169,153,"296,312","119,913",141,"192,396","77,860",85,"103,916","42,053",68,12,73,"117,244","11,850","167,218","47,447","4,796","67,671",0,0,2,0,11,0,8,9,17,29,31,26,9,1,10
470408046,47,4,8,46,4708046,MIRY CREEK NO. 229,225,"315,673","127,748",200,"179,926","72,813",133,"135,747","54,935",92,25,108,"77,919","14,293","223,461","31,533","5,784","90,431",0,0,0,0,9,0,22,19,42,41,45,19,7,7,14
470408053,47,4,8,53,4708053,CLINWORTH NO. 230,210,"297,835","120,530",181,"130,481","52,804",120,"167,354","67,726",90,29,91,"61,342","57,745","178,748","24,824","23,369","72,337",1,0,3,1,14,0,24,16,35,42,35,17,11,2,9
470408056,47,4,8,56,4708056,HAPPYLAND NO. 231,329,"331,930","134,327",289,"195,199","78,994",196,"136,731","55,333",133,40,156,"84,249","38,042","209,639","34,094","15,395","84,838",0,0,0,2,20,0,28,38,63,71,61,32,7,1,6
470408061,47,4,8,61,4708061,DEER FORKS NO. 232,112,"181,659","73,515",106,"108,692","43,986",69,"72,967","29,529",43,6,63,"31,649","4,792","145,218","12,808","1,939","58,768",0,0,0,0,8,0,10,6,11,15,34,14,5,2,7
470500000,47,5,0,0,4700000,AGRICULTURAL REGION AGRICOLE 5,"12,280","8,503,931","3,441,418","11,457","6,231,731","2,521,892","5,285","2,272,192","919,523","6,995",823,"4,462","3,658,151","497,120","4,348,652","1,480,401","201,177","1,759,837",39,30,172,156,"1,390",105,"2,127","1,984","2,105","2,342","1,181",411,128,41,69
470505041,47,5,5,41,4705041,SPY HILL NO. 152,168,"183,791","74,378",154,"104,289","42,204",91,"79,502","32,173",77,14,77,"44,384","43,916","95,491","17,962","17,772","38,644",0,0,5,6,12,2,18,14,28,37,32,4,6,0,4
470505047,47,5,5,47,4705047,LANGENBURG NO. 181,254,"164,076","66,399",242,"130,952","52,994",93,"33,124","13,405",161,12,81,"76,416","5,430","82,230","30,924","2,197","33,277",2,0,3,7,33,1,38,41,47,42,29,6,4,1,0
470505051,47,5,5,51,4705051,FERTILE BELT NO. 183,384,"248,615","100,611",356,"190,617","77,140",170,"57,998","23,471",214,28,142,"114,942","17,710","115,963","46,515","7,167","46,929",3,0,9,6,19,10,67,70,76,75,37,8,1,2,1
470505057,47,5,5,57,4705057,GRAYSON NO. 184,256,"200,094","80,975",249,"167,645","67,844",81,"32,449","13,132",175,7,74,"127,212","4,123","68,759","51,481","1,669","27,826",0,0,2,2,12,0,32,37,53,66,36,10,5,1,0
470505063,47,5,5,63,4705063,MCLEOD NO. 185,338,"214,991","87,004",307,"164,726","66,662",142,"50,265","20,342",196,31,111,"106,137","15,489","93,365","42,952","6,268","37,783",0,0,2,2,17,2,67,67,74,80,20,6,0,1,0
470505067,47,5,5,67,4705067,STANLEY NO. 215,341,"200,254","81,040",315,"156,626","63,384",131,"43,628","17,656",210,26,105,"99,669","9,340","91,245","40,335","3,780","36,926",2,0,3,3,48,2,71,67,59,52,22,11,0,0,1
470505073,47,5,5,73,4705073,CANA NO. 214,323,"199,257","80,636",303,"158,978","64,336",120,"40,279","16,300",203,20,100,"105,535","6,328","87,394","42,708","2,561","35,367",5,1,9,8,38,4,64,49,63,41,26,6,4,3,2
470505077,47,5,5,77,4705077,SALTCOATS NO. 213,266,"199,335","80,668",242,"144,743","58,575",101,"54,592","22,093",165,24,77,"91,378","11,432","96,525","36,979","4,626","39,062",1,2,8,5,26,2,36,35,44,59,27,14,6,0,1
470505093,47,5,5,93,4705093,CHURCHBRIDGE NO. 211,326,"227,338","92,000",308,"177,949","72,013",120,"49,389","19,987",206,18,102,"108,255","6,721","112,362","43,809","2,720","45,471",1,1,7,5,30,3,43,58,55,71,37,8,3,1,3
470506042,47,5,6,42,4706042,ABERNETHY NO. 186,230,"194,665","78,778",215,"135,303","54,755",100,"59,362","24,023",130,15,85,"75,544","11,550","107,571","30,572","4,674","43,532",1,2,2,2,13,0,43,26,41,38,40,9,7,5,1
470506048,47,5,6,48,4706048,NORTH QU'APPELLE NO. 187,182,"122,708","49,658",165,"88,998","36,016",72,"33,710","13,642",110,17,55,"56,329","7,481","58,898","22,796","3,027","23,835",1,3,8,2,16,3,22,35,37,30,13,5,5,1,1
470506091,47,5,6,91,4706091,CUPAR NO. 218,327,"226,605","91,704",300,"174,990","70,816",123,"51,615","20,888",204,27,96,"121,630","13,857","91,118","49,222","5,608","36,874",0,1,3,1,26,1,55,61,57,69,37,13,2,0,1
470506096,47,5,6,96,4706096,LIPTON NO. 217,289,"200,603","81,181",269,"155,989","63,127",97,"44,614","18,055",192,20,77,"104,874","11,035","84,694","42,441","4,466","34,274",0,1,3,2,28,1,48,40,56,71,25,9,3,0,2
470506099,47,5,6,99,4706099,TULLYMET NO. 216,214,"173,442","70,189",194,"140,181","56,729",71,"33,261","13,460",143,20,51,"112,468","9,935","51,039","45,514","4,021","20,655",0,0,1,2,19,4,31,35,43,42,22,8,1,4,2
470506813,47,5,6,813,4706813,MUSCOWPETUNG 80,12,"5,762","2,332",11,"4,482","1,814",1,"1,280",518,11,1,0,"4,482","1,280",0,"1,814",518,0,0,0,0,0,2,1,5,2,0,0,2,0,0,0,0
470509001,47,5,9,1,4709001,CALDER NO. 241,278,"197,639","79,982",257,"124,082","50,214",142,"73,557","29,767",136,21,121,"59,098","10,372","128,169","23,916","4,197","51,868",0,0,8,2,35,3,45,44,46,52,31,7,3,0,2
470509006,47,5,9,6,4709006,WALLACE NO. 243,294,"207,939","84,150",273,"146,454","59,268",132,"61,485","24,882",162,21,111,"82,814","12,098","113,027","33,514","4,896","45,740",2,0,4,2,24,1,55,45,58,66,22,10,2,1,2
470509011,47,5,9,11,4709011,ORKNEY NO. 244,346,"210,839","85,324",335,"167,639","67,841",121,"43,200","17,482",225,11,110,"101,145","6,389","103,305","40,932","2,586","41,806",2,2,13,5,33,6,59,58,63,63,32,8,2,0,0
470509019,47,5,9,19,4709019,GARRY NO. 245,291,"190,636","77,148",275,"150,654","60,968",124,"39,982","16,180",167,16,108,"97,653","4,563","88,420","39,519","1,847","35,782",0,1,0,2,41,0,61,52,55,51,19,6,1,0,2
470509023,47,5,9,23,4709023,INSINGER NO. 275,318,"201,806","81,668",300,"146,211","59,169",131,"55,595","22,498",187,18,113,"84,849","18,865","98,092","34,337","7,634","39,696",1,2,1,3,58,1,58,59,45,54,20,12,3,0,1
470509029,47,5,9,29,4709029,GOOD LAKE NO. 274,255,"163,428","66,137",236,"123,714","50,065",113,"39,708","16,069",142,19,94,"73,050","7,114","83,258","29,562","2,879","33,693",0,1,1,5,41,4,50,41,35,48,19,7,0,1,2
470509033,47,5,9,33,4709033,SLIDING HILLS NO. 273,337,"204,978","82,952",318,"135,375","54,784",170,"69,603","28,167",167,19,151,"64,094","6,324","134,560","25,938","2,559","54,454",0,0,5,9,58,0,61,52,51,64,25,8,2,1,1
470509037,47,5,9,37,4709037,COTE NO. 271,247,"190,949","77,274",231,"122,083","49,405",133,"68,866","27,869",114,16,117,"50,320","14,571","126,058","20,364","5,897","51,014",2,0,2,5,32,6,36,38,39,33,28,14,9,1,2
470509042,47,5,9,42,4709042,ST. PHILIPS NO. 301,202,"113,005","45,731",185,"74,516","30,156",96,"38,489","15,576",106,17,79,"37,122","5,433","70,450","15,023","2,199","28,510",0,1,3,1,37,2,48,34,26,30,13,6,1,0,0
470509046,47,5,9,46,4709046,KEYS NO. 303,217,"149,443","60,477",195,"90,651","36,685",116,"58,792","23,792",101,22,94,"40,948","17,212","91,283","16,571","6,965","36,941",0,0,7,4,24,4,37,33,37,39,20,7,3,1,1
470509049,47,5,9,49,4709049,BUCHANAN NO. 304,292,"174,343","70,554",271,"115,722","46,831",135,"58,621","23,723",157,21,114,"65,462","13,242","95,639","26,492","5,359","38,704",0,0,1,4,43,3,65,55,44,41,24,8,3,0,1
470509054,47,5,9,54,4709054,INVERMAY NO. 305,230,"167,973","67,976",216,"121,978","49,363",101,"45,995","18,614",129,14,87,"62,406","14,059","91,508","25,255","5,689","37,032",0,1,1,2,30,0,47,40,28,35,29,9,3,4,1
470509060,47,5,9,60,4709060,HAZEL DELL NO. 335,294,"207,903","84,135",280,"155,719","63,017",139,"52,184","21,118",155,14,125,"92,833","7,937","107,133","37,568","3,212","43,355",1,3,1,4,46,1,48,53,50,50,30,4,2,0,1
470509062,47,5,9,62,4709062,PREECEVILLE NO. 334,427,"256,001","103,600",399,"180,612","73,091",190,"75,389","30,509",237,28,162,"95,885","10,407","149,709","38,803","4,212","60,585",2,2,5,4,82,6,70,82,50,76,33,8,3,3,1
470509067,47,5,9,67,4709067,CLAYTON NO. 333,369,"226,186","91,534",339,"147,849","59,832",196,"78,337","31,702",173,30,166,"68,133","23,173","134,880","27,572","9,378","54,584",2,0,3,3,46,5,72,72,65,61,29,7,2,0,2
470509075,47,5,9,75,4709075,LIVINGSTON NO. 331,229,"163,712","66,252",202,"108,271","43,816",131,"55,441","22,436",98,27,104,"58,576","13,728","91,408","23,705","5,556","36,992",1,0,2,3,33,2,38,38,43,35,24,5,3,1,1
470510003,47,5,10,3,4710003,ITUNA BON APDORD NO. 246,286,"191,710","77,582",268,"136,280","55,151",101,"55,430","22,432",185,18,83,"95,734","30,133","65,843","38,742","12,194","26,646",0,0,1,3,28,2,54,65,50,55,22,5,0,0,1
470510008,47,5,10,8,4710008,KELLROSS NO. 247,287,"212,073","85,823",275,"167,583","67,818",95,"44,490","18,004",192,12,83,"117,043","8,429","86,601","47,366","3,411","35,046",1,0,5,4,33,1,42,34,50,71,24,17,3,0,2
470510014,47,5,10,14,4710014,TOUCHWOOD NO. 248,224,"175,805","71,146",202,"125,826","50,920",94,"49,979","20,226",130,22,72,"80,533","10,316","84,956","32,591","4,175","34,380",0,0,1,2,19,1,32,31,41,59,27,8,2,0,1
470510026,47,5,10,26,4710026,KUTAWA NO. 278,166,"124,733","50,478",145,"91,075","36,857",78,"33,657","13,621",88,21,57,"53,969","11,994","58,769","21,840","4,854","23,783",3,0,1,2,11,0,29,17,33,37,24,4,3,1,1
470510031,47,5,10,31,4710031,EMERALD NO. 277,279,"197,624","79,976",266,"159,792","64,666",99,"37,832","15,310",180,13,86,"107,366","8,290","81,968","43,449","3,355","33,171",1,0,2,1,38,1,38,43,53,59,27,11,1,1,3
470510036,47,5,10,36,4710036,FOAM LAKE NO. 276,420,"314,452","127,254",404,"239,405","96,884",185,"75,047","30,370",235,16,169,"136,828","7,230","170,394","55,372","2,926","68,956",0,0,3,3,46,4,74,58,72,81,50,16,9,0,4
470510041,47,5,10,41,4710041,ELFROS NO. 307,233,"158,681","64,216",218,"115,751","46,843",94,"42,930","17,373",139,15,79,"66,017","4,729","87,935","26,716","1,914","35,586",1,0,1,2,28,3,62,36,26,34,18,16,3,3,0
470510046,47,5,10,46,4710046,BIG QUILL NO. 308,260,"193,549","78,326",247,"154,168","62,390",96,"39,381","15,937",164,13,83,"83,862","7,221","102,466","33,938","2,922","41,467",0,1,6,5,32,3,51,34,41,35,32,8,8,1,3
470510061,47,5,10,61,4710061,LAKESIDE NO. 338,180,"150,976","61,098",168,"109,901","44,475",80,"41,075","16,622",100,12,68,"66,165","8,385","76,426","26,776","3,393","30,929",1,2,4,2,13,0,28,28,30,33,21,11,0,0,7
470510066,47,5,10,66,4710066,LAKEVIEW NO. 337,223,"172,378","69,759",210,"126,018","50,998",113,"46,360","18,761",110,13,100,"55,570","6,312","110,496","22,488","2,554","44,716",0,0,3,3,28,0,40,30,35,43,22,14,1,0,4
470510071,47,5,10,71,4710071,SASMAN NO. 336,333,"260,874","105,572",319,"195,600","79,157",158,"65,274","26,415",175,14,144,"94,859","7,602","158,413","38,388","3,076","64,107",2,1,5,4,28,3,47,33,62,81,35,24,4,2,2
470514021,47,5,14,21,4714021,KELVINGTON NO. 366,272,"186,801","75,596",262,"137,217","55,530",128,"49,584","20,066",144,10,118,"75,984","3,267","107,550","30,750","1,322","43,524",0,2,2,7,19,1,55,38,45,57,30,14,2,0,0
470514023,47,5,14,23,4714023,PONASS LAKE NO. 367,309,"187,908","76,044",281,"131,698","53,296",149,"56,210","22,747",160,28,121,"71,933","12,089","103,886","29,110","4,892","42,041",1,0,12,6,30,4,48,58,59,63,14,12,0,1,1
470514026,47,5,14,26,4714026,SPALDING NO. 368,272,"188,051","76,102",250,"133,419","53,993",132,"54,631","22,108",140,22,110,"68,645","10,009","109,396","27,780","4,050","44,271",0,0,4,1,35,2,37,46,40,63,32,8,3,0,1
470600000,47,6,0,0,4700000,AGRICULTURAL REGION AGRICOLE 6,"9,086","7,997,228","3,236,363","8,172","5,479,250","2,217,374","4,610","2,517,978","1,018,989","4,476",914,"3,696","2,863,263","663,384","4,470,581","1,158,721","268,462","1,809,180",36,57,227,318,806,99,"1,091",952,"1,124","1,836","1,416",721,221,76,106
470606053,47,6,6,53,4706053,LUMSDEN NO. 189,292,"195,729","79,209",255,"132,570","53,649",130,"63,159","25,560",162,37,93,"77,223","15,607","102,899","31,251","6,316","41,642",1,3,24,5,50,8,37,36,30,44,31,13,5,2,3
470606059,47,6,6,59,4706059,DUFFERIN NO. 190,211,"231,193","93,560",192,"170,775","69,110",105,"60,418","24,450",106,19,86,"99,009","13,048","119,136","40,068","5,280","48,213",1,0,0,0,14,0,16,19,24,42,56,28,5,5,1
470606063,47,6,6,63,4706063,SARNIA NO. 221,223,"218,945","88,604",199,"151,844","61,449",131,"67,101","27,155",92,24,107,"78,454","16,135","124,356","31,749","6,530","50,325",0,0,2,0,9,0,18,23,28,66,50,19,5,1,2
470606070,47,6,6,70,4706070,LONGLAKETON NO. 219,371,"258,673","104,681",339,"196,091","79,355",157,"62,582","25,326",214,32,125,"119,508","14,121","125,044","48,363","5,715","50,604",1,1,4,2,35,2,64,66,57,75,43,16,4,1,0
470606071,47,6,6,71,4706071,MCKILLOP NO. 220,195,"174,594","70,656",180,"133,720","54,115",98,"40,874","16,541",97,15,83,"66,654","8,154","99,786","26,974","3,300","40,382",0,0,0,3,17,0,25,18,20,58,34,13,3,2,2
470607076,47,6,7,76,4707076,HURON NO. 223,113,"176,063","71,250",101,"115,284","46,654",75,"60,779","24,596",38,12,63,"39,621","21,984","114,458","16,034","8,897","46,320",0,0,1,0,1,0,6,7,9,21,27,26,7,3,5
470607091,47,6,7,91,4707091,CRAIK NO. 222,180,"219,602","88,870",153,"139,432","56,426",109,"80,170","32,444",71,27,82,"59,371","25,334","134,897","24,027","10,252","54,591",0,2,2,0,8,0,12,14,24,37,33,24,13,5,6
470610021,47,6,10,21,4710021,MOUNT HOPE NO. 279,300,"320,196","129,579",271,"213,895","86,560",138,"106,301","43,018",162,29,109,"136,657","52,663","130,876","55,303","21,312","52,964",0,0,1,3,22,2,21,19,43,72,81,26,6,1,3
470610052,47,6,10,52,4710052,PRAIRIE ROSE NO. 309,194,"183,664","74,326",182,"129,161","52,270",95,"54,503","22,057",99,12,83,"66,147","5,840","111,677","26,769","2,363","45,194",0,1,1,2,11,1,22,24,31,41,26,26,4,1,3
470610056,47,6,10,56,4710056,LEROY NO. 339,293,"215,678","87,282",274,"166,433","67,353",131,"49,245","19,929",162,19,112,"89,241","8,370","118,067","36,115","3,387","47,780",1,1,4,3,29,1,43,41,43,74,33,15,2,1,2
470611003,47,6,11,3,4711003,LAST MOUNTAIN VALLEY NO. 250,240,"211,692","85,669",212,"142,804","57,791",127,"68,889","27,878",113,28,99,"74,306","17,110","120,277","30,071","6,924","48,674",1,0,2,0,22,1,18,25,38,61,46,18,6,1,1
470611006,47,6,11,6,4711006,BIG ARM NO. 251,156,"174,980","70,812",146,"119,330","48,291",88,"55,650","22,521",68,10,78,"58,848","7,652","108,480","23,815","3,097","43,900",0,1,0,0,6,1,11,15,19,34,38,18,10,0,3
470611011,47,6,11,11,4711011,ARM RIVER NO. 252,150,"166,227","67,270",139,"118,863","48,102",86,"47,364","19,168",64,11,75,"56,720","6,570","102,937","22,954","2,659","41,657",0,0,1,0,6,1,16,10,26,29,32,17,5,5,2
470611016,47,6,11,16,4711016,WILLNER NO. 253,174,"205,317","83,089",148,"147,374","59,640",101,"57,943","23,449",73,26,75,"91,260","14,968","99,089","36,932","6,057","40,100",0,0,0,0,11,0,18,12,25,44,41,11,7,0,5
470611018,47,6,11,18,4711018,LOREBURN NO. 254,255,"248,486","100,559",224,"167,484","67,778",147,"81,002","32,780",108,31,116,"84,402","19,139","144,945","34,156","7,745","58,657",0,0,3,1,23,0,21,17,34,69,44,30,11,1,1
470611026,47,6,11,26,4711026,RUDY NO. 284,239,"203,094","82,189",202,"115,310","46,664",141,"87,784","35,525",98,37,104,"50,185","41,049","111,860","20,309","16,612","45,268",1,0,4,2,31,3,25,33,31,49,41,15,1,2,1
470611031,47,6,11,31,4711031,ROSEDALE NO. 283,216,"213,106","86,241",190,"150,616","60,952",125,"62,490","25,289",91,26,99,"81,365","14,330","117,411","32,927","5,799","47,515",0,1,5,1,11,0,25,11,31,56,40,26,7,1,1
470611034,47,6,11,34,4711034,MPDRANEY NO. 282,226,"229,771","92,985",197,"155,358","62,871",117,"74,413","30,114",109,29,88,"91,180","32,616","105,975","36,899","13,199","42,887",1,1,0,0,12,0,21,22,30,54,49,28,4,1,3
470611039,47,6,11,39,4711039,WOOD CREEK NO. 281,179,"196,902","79,683",160,"141,773","57,373",101,"55,129","22,310",78,19,82,"69,201","7,840","119,861","28,005","3,173","48,506",0,0,1,2,12,0,17,16,19,28,41,26,12,4,1
470611042,47,6,11,42,4711042,WREFORD NO. 280,117,"194,294","78,628",104,"158,304","64,063",59,"35,990","14,565",58,13,46,"115,953","10,760","67,581","46,925","4,354","27,349",0,0,0,0,5,1,14,7,15,24,26,12,3,5,5
470611046,47,6,11,46,4711046,USBORNE NO. 310,164,"200,405","81,101",141,"117,294","47,467",109,"83,111","33,634",55,23,86,"38,756","32,049","129,600","15,684","12,970","52,447",0,0,7,0,7,2,13,14,13,34,40,18,8,2,6
