AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTOTLAB,TOTLAB,NPDLBYR,PDLBYR,NPDLBSL,PDLBSL,NTRNTEXP,TRNTEXP,NRNTCSH,RNTCSH,NRNTSHR,RNTSHR,NTCSHWGE,TCSHWGE,NELECTY,ELECTY,NFUEL,FUEL,NREPMCH,REPMCH,NCUSTOM,CUSTOM,NFERTPD,FERTPD,NCHEMPD,CHEMPD,NSEEDPD,SEEDPD,NFEEDPD,FEEDPD,NREPBLDG,REPBLDG,NVFTPRD,VFTPRD,NMAPLET,MAPLET,SALEDST_1,SALEDST_2,SALEDST_3,SALEDST_4,SALEDST_5,SALEDST_6,SALEDST_7,SALEDST_8,SALES95
461001057,46,10,1,57,4601057,LAC DU BONNET,197,46,532,11,201,35,331,74,"176,123",61,"91,804",18,"84,319",46,"90,574",153,"105,665",181,"445,425",171,"357,849",60,"91,452",44,"174,042",80,"118,194",111,"166,739",78,"376,555",122,"113,702",5,x,0,0,47,31,40,38,26,11,3,1,"3,725,698"
461001071,46,10,1,71,4601071,ALEXANDER,122,38,"1,107",10,462,31,645,45,"126,343",34,"40,249",12,"86,094",38,"288,782",92,"44,272",111,"281,054",104,"240,737",37,"27,934",30,"83,744",49,"47,225",63,"67,421",53,"165,468",73,"49,654",1,x,0,0,26,11,26,28,20,8,3,0,"2,358,015"
461100000,46,11,0,0,4600000,AGRICULTURAL REGION AGRICOLE 11,"2,052",585,"18,680",194,"11,764",441,"6,916",836,"3,046,093",695,"2,084,229",225,"961,864",585,"3,588,506","1,701","1,684,183","1,897","5,896,441","1,828","5,194,186",725,"1,254,451","1,214","7,304,753","1,114","2,582,875","1,192","2,738,569","1,025","11,157,915","1,388","1,667,784",14,"10,165",0,0,333,231,319,416,303,274,130,46,"84,279,692"
461113000,46,11,13,0,4613000,DIVISION NO. 13,971,259,"7,418",70,"4,006",208,"3,412",395,"1,177,399",335,"799,406",101,"377,993",259,"1,438,127",775,"532,780",894,"2,386,399",847,"1,917,544",309,"536,261",523,"2,875,533",594,"1,164,065",561,"1,246,369",351,"2,034,386",608,"586,216",8,"2,908",0,0,197,146,186,174,118,87,49,14,"27,053,679"
461113032,46,11,13,32,4613032,EAST ST. PAUL,35,15,932,5,676,14,256,10,"22,076",9,x,3,x,15,"181,267",25,"12,095",32,"96,317",25,"33,257",7,"3,469",16,"18,138",19,"8,911",23,"158,087",4,x,15,"21,140",0,0,0,0,13,7,4,5,3,1,0,2,"1,087,570"
461113037,46,11,13,37,4613037,WEST ST. PAUL,34,10,"1,120",5,472,8,648,15,"44,024",15,x,1,x,10,"228,291",24,"14,418",31,"70,183",27,"64,001",11,"27,046",16,"48,104",19,"24,288",14,"21,149",11,x,21,"22,860",0,0,0,0,6,6,5,8,5,2,2,0,"818,956"
461113043,46,11,13,43,4613043,ST. ANDREWS,465,139,"3,718",39,"2,040",107,"1,678",194,"624,779",162,"393,189",51,"231,590",139,"743,584",386,"291,319",428,"1,281,537",410,"1,053,396",163,"387,624",282,"2,051,025",300,"761,557",292,"650,830",171,"1,035,619",294,"284,133",4,"1,015",0,0,88,59,86,77,63,48,33,11,"16,238,818"
461113056,46,11,13,56,4613056,ST. CLEMENTS,437,95,"1,648",21,818,79,830,176,"486,520",149,"348,583",46,"137,937",95,"284,985",340,"214,948",403,"938,362",385,"766,890",128,"118,122",209,"758,266",256,"369,309",232,"416,303",165,"684,785",278,"258,083",4,"1,893",0,0,90,74,91,84,47,36,14,1,"8,908,335"
461114000,46,11,14,0,4614000,DIVISION NO. 14,"1,081",326,"11,262",124,"7,758",233,"3,504",441,"1,868,694",360,"1,284,823",124,"583,871",326,"2,150,379",926,"1,151,403","1,003","3,510,042",981,"3,276,642",416,"718,190",691,"4,429,220",520,"1,418,810",631,"1,492,200",674,"9,123,529",780,"1,081,568",6,"7,257",0,0,136,85,133,242,185,187,81,32,"57,226,013"
461114015,46,11,14,15,4614015,ROSSER,176,72,"3,125",30,"2,196",50,929,86,"723,672",75,"542,175",27,"181,497",72,"642,811",143,"209,320",164,"844,881",164,"673,126",66,"210,253",136,"1,415,889",110,"465,780",117,"586,494",68,"1,848,597",124,"271,372",0,0,0,0,7,7,15,32,40,46,22,7,"15,339,926"
461114031,46,11,14,31,4614031,WOODLANDS,310,94,"3,111",39,"2,244",62,867,135,"412,488",111,"286,070",36,"126,418",94,"575,816",258,"359,193",281,"1,038,177",275,"1,014,532",130,"219,025",174,"976,401",113,"261,699",176,"273,960",214,"2,701,676",228,"280,066",0,0,0,0,38,24,38,79,43,53,23,12,"16,771,364"
461114036,46,11,14,36,4614036,ROCKWOOD,595,160,"5,026",55,"3,318",121,"1,708",220,"732,534",174,"456,578",61,"275,956",160,"931,752",525,"582,890",558,"1,626,984",542,"1,588,984",220,"288,912",381,"2,036,930",297,"691,331",338,"631,746",392,"4,573,256",428,"530,130",6,"7,257",0,0,91,54,80,131,102,88,36,13,"25,114,723"
461200000,46,12,0,0,4600000,AGRICULTURAL REGION AGRICOLE 12,"2,460",763,"15,044",155,"6,283",640,"8,761","1,298","2,316,062","1,220","1,969,989",141,"346,073",763,"2,567,013","2,133","1,555,386","2,297","6,977,545","2,205","5,831,758",945,"1,367,029","1,217","4,569,670",901,"1,386,699","1,414","1,885,186","1,548","9,862,972","1,722","1,636,064",36,"245,906",0,0,369,236,336,617,451,329,108,14,"73,225,822"
461218000,46,12,18,0,4618000,DIVISION NO. 18,"2,115",651,"13,201",141,"5,765",541,"7,436","1,107","1,877,944","1,047","1,670,803",112,"207,141",651,"2,265,480","1,869","1,365,060","1,987","5,895,474","1,913","4,993,741",824,"1,146,374","1,092","4,185,210",781,"1,218,473","1,229","1,595,614","1,381","9,384,813","1,520","1,424,022",30,"236,592",0,0,320,199,283,525,384,296,96,12,"63,471,633"
461218031,46,12,18,31,4618031,GIMLI,154,31,793,12,369,23,424,61,"133,005",56,"112,835",10,"20,170",31,"144,102",123,"66,201",139,"325,714",127,"228,267",47,"53,832",60,"204,809",59,"42,289",95,"107,828",83,"195,903",87,"52,262",4,"2,800",0,0,41,23,35,32,8,10,4,1,"2,651,365"
461218037,46,12,18,37,4618037,ARMSTRONG,359,57,958,10,349,49,609,192,"245,247",187,"234,172",13,"11,075",57,"156,824",326,"205,691",338,"798,234",325,"691,456",130,"174,112",113,"172,798",59,"36,256",149,"117,020",269,"1,442,128",268,"237,735",5,"2,250",0,0,80,42,61,100,48,25,3,0,"5,818,230"
461218040,46,12,18,40,4618040,ST. LAURENT,69,21,908,11,596,14,312,34,"48,674",28,"40,494",9,"8,180",21,"132,766",58,"42,463",59,"157,646",60,"136,863",29,"36,291",25,"31,109",17,"3,569",23,"22,930",41,"182,706",50,"39,218",0,0,0,0,16,9,7,22,8,4,3,0,"1,420,039"
461218044,46,12,18,44,4618044,COLDWELL,153,57,"1,817",15,892,49,925,87,"118,272",85,"93,572",8,"24,700",57,"309,722",142,"128,742",144,"442,031",134,"386,796",57,"62,889",61,"156,717",31,"28,742",70,"89,073",118,"824,611",114,"97,635",1,x,0,0,24,16,14,34,25,30,8,2,"5,438,488"
461218052,46,12,18,52,4618052,ERIKSDALE,128,44,976,13,608,34,368,69,"74,438",63,"61,431",8,"13,007",44,"147,571",114,"91,253",118,"342,336",110,"292,541",46,"67,756",60,"131,414",31,"25,192",75,"90,576",92,"841,544",88,"100,592",0,0,0,0,20,6,19,34,24,20,5,0,"3,673,614"
461218057,46,12,18,57,4618057,SIGLUNES,162,76,"1,367",17,684,61,683,105,"117,283",100,"109,583",7,"7,700",76,"199,830",156,"102,957",158,"382,993",153,"370,196",81,"176,167",59,"174,860",25,"8,858",75,"65,470",134,"1,262,058",132,"132,636",1,x,0,0,15,13,23,29,38,38,4,2,"5,975,992"
461218060,46,12,18,60,4618060,GRAHAMDALE,252,89,"1,348",10,400,80,948,173,"169,857",169,"163,478",5,"6,379",89,"228,354",224,"149,526",240,"687,032",237,"622,837",97,"135,199",142,"327,723",63,"24,244",144,"147,516",182,"832,326",194,"230,207",2,x,0,0,30,24,31,68,58,31,9,1,"7,290,644"
461218068,46,12,18,68,4618068,FISHER,383,121,"1,785",16,495,108,"1,290",200,"387,273",187,"332,936",24,"54,337",121,"293,548",325,"267,614",359,"1,219,995",349,"978,295",154,"195,491",235,"1,011,556",189,"245,138",270,"379,277",207,"1,784,521",256,"257,077",2,x,0,0,58,28,45,92,88,51,20,1,"12,233,388"
461218071,46,12,18,71,4618071,BIFROST,455,155,"3,249",37,"1,372",123,"1,877",186,"583,895",172,"522,302",28,"61,593",155,"652,763",401,"310,613",432,"1,539,493",418,"1,286,490",183,"244,637",337,"1,974,224",307,"804,185",328,"575,924",255,"2,019,016",331,"276,660",15,"222,119",0,0,36,38,48,114,87,87,40,5,"18,969,873"
461219000,46,12,19,0,4619000,DIVISION NO. 19,210,75,"1,129",7,238,68,891,114,"137,427",110,"126,742",7,"10,685",75,"180,741",161,"102,086",190,"529,140",176,"403,136",65,"109,126",31,"51,279",42,"30,993",87,"109,492",122,"288,217",119,"107,679",6,"9,314",0,0,30,27,34,57,42,16,4,0,"4,348,700"
461219045,46,12,19,45,4619045,"DIVISION NO. 19, UNORGANIZED",210,75,"1,129",7,238,68,891,114,"137,427",110,"126,742",7,"10,685",75,"180,741",161,"102,086",190,"529,140",176,"403,136",65,"109,126",31,"51,279",42,"30,993",87,"109,492",122,"288,217",119,"107,679",6,"9,314",0,0,30,27,34,57,42,16,4,0,"4,348,700"
461221000,46,12,21,0,4621000,DIVISION NO. 21,135,37,714,7,280,31,434,77,"300,691",63,"172,444",22,"128,247",37,"120,792",103,"88,240",120,"552,931",116,"434,881",56,"111,529",94,"333,181",78,"137,233",98,"180,080",45,"189,942",83,"104,363",0,0,0,0,19,10,19,35,25,17,8,2,"5,405,489"
461221078,46,12,21,78,4621078,"DIVISION NO. 21, UNORGANIZED",135,37,714,7,280,31,434,77,"300,691",63,"172,444",22,"128,247",37,"120,792",103,"88,240",120,"552,931",116,"434,881",56,"111,529",94,"333,181",78,"137,233",98,"180,080",45,"189,942",83,"104,363",0,0,0,0,19,10,19,35,25,17,8,2,"5,405,489"
470000000,47,0,0,0,4700000,SASKATCHEWAN,"67,318","20,522","413,297","5,072","212,707","16,310","200,590","33,350","217,095,876","21,092","82,950,985","16,393","134,144,891","20,522","80,842,352","53,640","35,162,088","63,166","241,408,999","61,662","211,627,867","25,115","45,909,346","36,202","167,455,247","43,163","90,427,580","35,004","48,313,741","28,394","143,532,733","48,121","48,549,789",246,"993,045",0,0,"2,976","2,950","5,773","15,392","18,961","15,453","5,176",637,"3,078,107,584"
470001000,47,0,1,0,4701000,DIVISION NO.  1,"3,478","1,035","23,342",259,"13,307",819,"10,035","1,706","10,541,035","1,076","4,409,322",863,"6,131,713","1,035","4,318,363","2,868","2,011,730","3,304","13,565,166","3,258","12,069,581","1,620","3,299,276","1,762","8,494,741","1,991","4,613,295","2,055","3,447,715","1,615","6,855,219","2,571","2,685,690",4,"1,646",0,0,104,119,248,723,"1,037",907,309,31,"172,320,685"
470002000,47,0,2,0,4702000,DIVISION NO.  2,"3,559","1,116","19,095",283,"10,009",864,"9,086","1,870","11,816,442","1,055","3,283,344","1,039","8,533,098","1,116","3,680,105","2,785","1,583,872","3,386","13,373,574","3,311","11,965,332","1,390","2,355,471","1,267","5,010,752","1,821","2,900,293","1,480","2,119,803","1,396","4,745,313","2,541","2,482,554",2,x,0,0,74,103,224,746,"1,133",981,278,20,"169,125,001"
470003000,47,0,3,0,4703000,DIVISION NO.  3,"3,586","1,102","18,737",268,"9,351",875,"9,386","1,798","13,136,559","1,147","4,524,894",857,"8,611,665","1,102","3,495,515","2,785","1,831,119","3,339","13,529,233","3,265","12,752,717","1,291","2,621,121","1,415","4,566,029","2,122","2,719,989","1,178","1,569,530","1,352","6,646,655","2,614","2,829,865",3,"1,680",0,0,64,81,204,679,"1,145","1,064",312,37,"186,012,298"
470004000,47,0,4,0,4704000,DIVISION NO.  4,"2,184",705,"16,820",261,"10,948",490,"5,872","1,211","8,258,467",852,"3,253,220",486,"5,005,247",705,"3,165,031","1,751","1,431,616","2,026","9,498,896","1,981","8,986,259",868,"2,128,664",549,"1,932,295","1,345","2,088,272",622,"983,870","1,151","6,911,916","1,669","2,180,154",2,x,0,0,56,50,112,331,602,715,282,36,"135,603,013"
470005000,47,0,5,0,4705000,DIVISION NO.  5,"4,582","1,303","24,741",326,"12,771","1,029","11,970","1,950","8,400,073","1,276","4,236,258",872,"4,163,815","1,303","4,151,961","3,729","2,280,076","4,343","14,972,954","4,229","13,568,912","1,858","2,663,259","2,147","7,456,928","2,139","3,566,974","2,642","3,305,507","2,233","9,903,356","3,402","3,108,336",12,"6,172",0,0,216,213,475,"1,274","1,370",800,211,23,"167,805,686"
470006000,47,0,6,0,4706000,DIVISION NO.  6,"5,309","1,676","34,055",400,"17,683","1,351","16,372","2,285","16,165,491","1,168","4,229,167","1,349","11,936,324","1,676","6,450,669","4,167","2,608,290","5,018","16,720,993","4,908","15,555,956","1,941","3,124,845","2,338","10,399,458","3,032","5,869,751","2,406","3,775,612","1,953","12,215,627","3,785","3,720,960",2,x,0,0,193,220,454,"1,346","1,612","1,104",338,42,"226,815,248"
470007000,47,0,7,0,4707000,DIVISION NO.  7,"3,697","1,165","27,080",328,"15,990",900,"11,090","2,015","13,632,792","1,251","4,700,182","1,019","8,932,610","1,165","4,808,981","2,926","2,047,086","3,409","13,590,900","3,330","11,974,565","1,266","2,538,382","1,392","4,565,821","2,292","3,457,969","1,345","1,739,115","1,603","11,497,249","2,672","3,022,719",5,x,0,0,105,106,234,760,"1,125","1,001",336,30,"188,176,789"
470008000,47,0,8,0,4708000,DIVISION NO.  8,"4,024","1,341","27,204",338,"15,085","1,082","12,119","2,098","20,129,105","1,122","5,601,001","1,215","14,528,104","1,341","5,808,976","2,998","2,006,283","3,737","15,174,040","3,642","13,420,814","1,383","3,201,429","1,628","6,249,729","3,011","5,988,943","1,278","1,632,818","1,368","7,457,917","2,929","3,248,869",5,x,0,0,105,116,233,688,"1,222","1,195",415,50,"223,015,954"
470009000,47,0,9,0,4709000,DIVISION NO.  9,"4,626","1,315","17,584",252,"6,554","1,075","11,030","2,222","9,483,640","1,605","5,152,384",887,"4,331,256","1,315","3,160,446","3,694","2,016,497","4,418","14,233,193","4,318","11,681,045","1,591","2,079,506","2,680","7,870,298","2,647","3,336,761","2,692","2,723,992","2,018","4,504,676","3,351","2,613,538",37,"55,594",0,0,290,358,645,"1,513","1,167",534,103,16,"127,762,564"
470010000,47,0,10,0,4710000,DIVISION NO. 10,"3,678",967,"17,751",210,"8,618",789,"9,133","1,578","8,318,055",988,"3,719,262",771,"4,598,793",967,"3,397,211","2,960","1,904,348","3,473","12,682,960","3,398","10,618,719","1,197","1,945,758","1,979","8,000,766","2,226","4,905,548","2,123","2,787,082","1,431","9,704,107","2,617","2,379,013",6,"9,690",0,0,163,189,366,"1,069","1,037",633,196,25,"148,178,935"
470011000,47,0,11,0,4711000,DIVISION NO. 11,"4,572","1,339","30,303",357,"15,696","1,044","14,607","2,206","14,505,262","1,207","4,916,791","1,279","9,588,471","1,339","6,666,701","3,588","2,642,756","4,240","15,457,882","4,126","13,560,814","1,571","2,962,048","2,217","9,647,078","3,081","6,267,540","2,093","2,808,481","1,860","13,668,833","3,068","3,006,308",11,x,0,0,300,234,420,986,"1,226",992,367,47,"202,539,742"
470012000,47,0,12,0,4712000,DIVISION NO. 12,"3,010",929,"20,044",211,"11,118",749,"8,926","1,650","12,495,823","1,036","4,865,423",864,"7,630,400",929,"4,312,696","2,431","1,725,425","2,824","11,429,096","2,753","9,749,508",961,"1,918,656","1,788","7,871,058","2,237","5,248,178","1,424","1,800,194","1,261","12,969,570","2,145","2,210,215",3,x,0,0,131,101,221,578,886,783,266,44,"171,523,479"
470013000,47,0,13,0,4713000,DIVISION NO. 13,"3,432","1,227","28,920",324,"15,211",983,"13,709","1,867","16,593,334","1,127","5,814,181","1,025","10,779,153","1,227","5,762,322","2,720","2,075,210","3,237","15,227,950","3,160","13,852,493","1,224","2,546,212","2,489","13,704,965","2,675","7,120,328","1,620","2,536,878","1,421","5,759,314","2,531","3,535,040",3,x,0,0,52,67,141,549,908,"1,216",438,61,"214,279,043"
470014000,47,0,14,0,4714000,DIVISION NO. 14,"4,928","1,446","30,320",310,"12,409","1,201","17,911","2,553","16,263,963","1,745","7,269,101","1,167","8,994,862","1,446","6,668,295","3,998","2,375,604","4,621","17,779,487","4,507","14,086,557","1,911","3,065,690","3,715","24,659,760","3,571","10,963,991","3,689","6,518,578","1,781","6,084,834","3,333","2,863,212",67,"467,084",0,0,271,307,522,"1,244","1,264",937,327,56,"202,097,508"
470015000,47,0,15,0,4715000,DIVISION NO. 15,"5,958","1,728","32,520",434,"16,388","1,356","16,132","2,891","19,167,451","1,819","8,120,917","1,450","11,046,534","1,728","6,167,572","4,798","3,096,896","5,580","19,879,342","5,455","16,750,314","2,450","4,127,899","4,457","23,946,052","4,591","11,636,702","4,059","5,288,005","2,659","16,037,717","4,221","3,796,197",25,"49,046",0,0,354,297,597,"1,375","1,532","1,274",470,59,"259,278,589"
470016000,47,0,16,0,4716000,DIVISION NO. 16,"3,734","1,152","19,029",261,"7,847",919,"11,182","1,833","9,528,292","1,303","4,398,537",741,"5,129,755","1,152","3,600,301","2,987","1,829,665","3,461","12,873,292","3,362","11,178,603","1,440","2,622,133","2,387","10,912,306","2,550","5,333,219","2,321","2,685,314","1,756","3,624,828","2,559","2,361,200",25,"101,097",0,0,285,230,366,908,976,709,236,24,"143,104,337"
470017000,47,0,17,0,4717000,DIVISION NO. 17,"2,930",965,"23,945",244,"12,322",775,"11,623","1,597","8,613,317","1,297",x,506,x,965,"4,586,530","2,433","1,645,798","2,725","11,281,642","2,636","9,778,932","1,148","2,641,771","1,984","12,124,906","1,827","4,404,759","1,967","2,579,691","1,522","4,823,276","2,097","2,479,282",34,"184,103",0,0,208,156,305,614,715,606,291,35,"139,464,723"
470018000,47,0,18,0,4718000,DIVISION NO. 18,31,11,"1,807",6,"1,400",9,407,20,"46,775",18,x,3,x,11,"640,677",22,"49,817",25,"138,399",23,"76,746",5,"67,226",8,"42,305",5,"5,068",10,"11,556",14,"122,326",16,"26,637",0,0,0,0,5,3,6,9,4,2,1,1,"1,003,990"
470100000,47,1,0,0,4700000,AGRICULTURAL REGION AGRICOLE 1,"5,559","1,693","37,482",424,"20,418","1,344","17,064","2,632","15,331,162","1,703","6,808,224","1,268","8,522,938","1,693","6,782,696","4,551","3,117,417","5,271","20,970,284","5,162","18,927,907","2,526","4,833,276","2,741","12,636,816","3,067","6,854,600","3,274","5,224,178","2,648","11,321,867","4,104","4,261,137",12,"6,853",0,0,185,201,426,"1,206","1,650","1,399",446,46,"264,419,366"
470101001,47,1,1,1,4701001,ARGYLE NO. 1,149,43,767,11,417,32,350,68,"401,623",37,"182,473",37,"219,150",43,"139,825",129,"79,713",143,"549,731",142,"531,374",75,"145,130",86,"284,028",77,"201,184",103,"262,598",72,"326,439",110,"89,792",1,x,0,0,5,4,18,31,39,39,12,1,"6,632,053"
470101006,47,1,1,6,4701006,MOUNT PLEASANT NO. 2,179,59,"1,678",18,"1,042",47,636,93,"548,763",59,"244,804",47,"303,959",59,"334,471",151,"123,632",171,"826,947",171,"723,567",79,"240,390",111,"607,959",85,"245,384",118,"261,458",72,"615,961",131,"157,742",0,0,0,0,1,4,9,33,61,43,24,4,"10,385,217"
470101011,47,1,1,11,4701011,ENNISKILLEN NO. 3,194,53,"1,246",12,823,44,423,119,"879,377",66,"193,963",69,"685,414",53,"214,507",155,"117,938",189,"740,715",187,"690,748",81,"158,499",106,"610,394",106,"265,371",123,"250,671",73,"561,980",136,"197,657",0,0,0,0,8,7,13,41,48,56,19,2,"10,133,997"
470101016,47,1,1,16,4701016,COALFIELDS NO. 4,182,45,666,8,136,37,530,93,"509,168",54,"108,792",57,"400,376",45,"140,547",135,"88,985",170,"598,758",164,"496,435",66,"111,275",61,"270,828",76,"82,600",91,"185,348",66,"133,232",110,"94,764",0,0,0,0,5,14,27,42,47,40,7,0,"6,178,661"
470101022,47,1,1,22,4701022,ESTEVAN NO. 5,232,59,"1,572",18,"1,020",45,552,114,"597,692",64,"212,338",60,"385,354",59,"252,642",182,"108,998",214,"695,262",209,"632,057",82,"139,370",39,"106,735",82,"103,974",84,"132,681",85,"300,657",156,"138,135",0,0,0,0,17,18,24,60,51,50,12,0,"8,177,149"
470101027,47,1,1,27,4701027,BENSON NO. 35,196,58,"1,367",19,857,42,510,104,"692,598",41,"174,959",72,"517,639",58,"255,958",154,"116,003",184,"766,709",178,"658,832",68,"118,678",47,"164,198",106,"128,873",89,"103,646",58,"216,656",124,"160,257",0,0,0,0,2,5,10,35,73,55,15,1,"9,694,261"
470101031,47,1,1,31,4701031,BROWNING NO. 34,213,64,"1,699",15,"1,080",51,619,117,"829,126",67,"285,230",64,"543,896",64,"341,427",172,"165,033",199,"959,610",194,"760,188",103,"204,520",110,"441,024",129,"186,163",92,"128,949",87,"615,011",149,"168,717",0,0,0,0,7,3,12,41,52,71,25,2,"11,793,531"
470101036,47,1,1,36,4701036,MOOSE CREEK NO. 33,184,48,"1,189",11,626,41,563,96,"724,037",54,"270,552",62,"453,485",48,"215,487",146,"111,722",174,"814,176",171,"643,517",98,"211,617",112,"583,353",115,"267,151",109,"166,619",85,"203,710",140,"160,316",1,x,0,0,4,5,10,41,62,45,15,2,"9,358,196"
470101039,47,1,1,39,4701039,RECIPROCITY NO. 32,176,61,"1,085",19,549,43,536,79,"443,706",49,"155,048",44,"288,658",61,"163,582",147,"104,189",171,"672,038",172,"533,836",84,"207,004",102,"336,692",122,"350,146",120,"159,969",86,"246,170",133,"118,913",0,0,0,0,5,4,8,26,69,53,11,0,"7,973,654"
470101043,47,1,1,43,4701043,STORTHOAKS NO. 31,131,46,933,15,467,32,466,77,"660,902",49,"335,943",41,"324,959",46,"197,640",116,"99,089",128,"762,473",126,"597,915",77,"201,080",110,"831,516",112,"486,904",93,"163,162",64,"215,363",105,"102,196",0,0,0,0,2,1,4,21,38,39,25,1,"8,843,894"
470101047,47,1,1,47,4701047,ANTLER NO. 61,208,57,"1,471",13,944,46,527,91,"532,271",69,"325,141",41,"207,130",57,"254,929",176,"122,724",196,"895,679",193,"823,391",114,"241,284",135,"838,563",157,"539,183",145,"322,152",111,"283,681",168,"184,722",0,0,0,0,6,4,8,46,57,65,19,3,"10,819,197"
470101053,47,1,1,53,4701053,MOOSE MOUNTAIN NO. 63,235,64,"1,359",15,657,53,702,92,"543,454",57,"188,066",46,"355,388",64,"264,785",203,"131,032",219,"780,802",221,"734,086",115,"202,140",132,"563,521",157,"281,613",144,"193,357",120,"473,494",177,"190,910",0,0,0,0,6,9,11,54,74,59,22,0,"10,989,989"
470101058,47,1,1,58,4701058,BROCK NO. 64,150,34,"1,034",11,656,29,378,68,"533,629",53,"291,831",23,"241,798",34,"198,186",123,"87,871",142,"578,367",139,"502,175",81,"208,028",67,"458,779",72,"203,349",94,"146,799",86,"368,388",116,"135,843",2,x,0,0,6,4,12,29,45,41,11,2,"7,491,053"
470101063,47,1,1,63,4701063,TECUMSEH NO. 65,171,62,"1,791",13,"1,203",50,588,80,"449,229",39,"129,752",50,"319,477",62,"440,934",131,"84,214",158,"650,642",159,"770,654",69,"144,527",70,"239,609",82,"149,844",82,"135,458",61,"695,059",121,"113,077",0,0,0,0,4,3,13,40,45,51,12,3,"11,153,238"
470101069,47,1,1,69,4701069,GOLDEN WEST NO. 95,178,64,"1,607",16,"1,013",50,594,75,"550,575",47,"240,100",43,"310,475",64,"244,770",145,"91,570",175,"689,920",166,"546,694",83,"131,983",68,"335,996",92,"235,557",97,"133,635",81,"225,420",132,"148,733",0,0,0,0,5,9,15,29,48,59,11,2,"8,691,602"
470101072,47,1,1,72,4701072,HAZELWOOD NO. 94,149,48,588,4,129,44,459,66,"269,961",51,"209,486",17,"60,475",48,"108,729",122,"70,530",143,"506,195",139,"465,546",74,"113,831",48,"142,900",61,"75,891",88,"84,810",87,"184,256",123,"116,367",0,0,0,0,5,6,12,41,54,24,7,0,"5,366,077"
470101076,47,1,1,76,4701076,WAWKEN NO. 93,181,57,"1,247",13,655,47,592,81,"350,146",69,"248,644",17,"101,502",57,"188,541",147,"90,013",167,"622,245",170,"621,098",89,"157,268",122,"488,771",89,"181,022",123,"176,584",99,"282,366",136,"129,517",0,0,0,0,12,8,18,36,53,33,20,1,"8,273,283"
470101091,47,1,1,91,4701091,WALPOLE NO. 92,186,59,"1,336",18,760,41,576,102,"561,042",84,"266,023",43,"295,019",59,"243,274",171,"112,693",182,"753,086",179,"688,668",84,"200,647",119,"595,280",139,"337,497",138,"227,161",117,"497,975",152,"148,512",0,0,0,0,1,4,14,36,63,45,20,3,"10,100,039"
470101094,47,1,1,94,4701094,MARYFIELD NO. 91,184,54,707,10,273,45,434,91,"463,736",67,"346,177",30,"117,559",54,"118,129",163,"105,781",179,"701,811",178,"648,800",98,"162,005",117,"594,595",132,"291,589",122,"212,658",105,"409,401",152,"129,520",0,0,0,0,3,7,10,41,58,39,22,4,"10,265,594"
470102001,47,1,2,1,4702001,CAMBRIA NO. 6,155,57,"1,129",12,414,48,715,90,"548,196",53,"147,688",50,"400,508",57,"278,057",114,"79,880",148,"743,285",143,"624,867",65,"180,638",40,"259,427",114,"344,270",53,"96,963",38,"153,219",99,"125,430",0,0,0,0,1,6,6,24,40,54,20,4,"12,036,182"
470105001,47,1,5,1,4705001,MOOSOMIN NO. 121,174,62,864,17,460,47,404,73,"502,217",50,"321,513",34,"180,704",62,"147,421",132,"86,732",160,"542,652",153,"499,042",75,"177,106",100,"576,700",80,"204,535",102,"196,188",80,"197,164",122,"118,785",1,x,0,0,11,9,14,45,40,43,12,0,"7,009,881"
470105007,47,1,5,7,4705007,MARTIN NO. 122,148,51,927,14,337,38,590,74,"376,019",47,"205,239",40,"170,780",51,"156,000",119,"84,728",136,"583,331",135,"469,276",65,"122,939",68,"273,715",81,"94,054",97,"151,159",94,"422,989",111,"102,918",0,0,0,0,2,2,13,32,52,40,7,0,"6,322,932"
470105011,47,1,5,11,4705011,SILVERWOOD NO. 123,223,59,"1,299",11,595,51,704,98,"409,045",73,"220,043",34,"189,002",59,"233,871",183,"113,300",206,"841,308",205,"717,936",99,"210,598",118,"659,718",112,"305,943",150,"213,603",118,"325,448",162,"165,373",2,x,0,0,10,6,25,50,59,57,13,3,"9,834,927"
470105014,47,1,5,14,4705014,KINGSLEY NO. 124,227,82,"2,719",25,"1,555",64,"1,164",86,"508,873",61,"202,455",34,"306,418",82,"485,315",194,"151,807",216,"860,109",211,"828,339",111,"126,212",111,"487,516",129,"229,345",153,"200,704",112,"811,070",170,"213,237",1,x,0,0,9,5,19,53,68,52,18,3,"10,850,601"
470105018,47,1,5,18,4705018,CHESTER NO. 125,232,76,"1,709",23,"1,034",55,675,96,"634,457",55,"343,262",56,"291,195",76,"360,646",190,"116,162",220,"829,301",211,"759,449",121,"216,610",99,"253,099",139,"319,340",138,"187,058",116,"726,872",182,"164,018",1,x,0,0,6,10,20,46,71,62,14,3,"10,758,396"
470105027,47,1,5,27,4705027,WOLSELEY NO. 155,237,82,"1,389",15,690,71,699,96,"551,026",50,"206,313",56,"344,713",82,"229,561",190,"127,851",223,"798,669",221,"727,014",89,"126,847",134,"491,302",132,"282,363",131,"169,760",108,"394,811",180,"181,650",1,x,0,0,5,4,17,51,99,49,12,0,"9,546,589"
