AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,TFAREA,ETFAREA,NTOTIMP,TOTIMP,ETOTIMP,NCRPLND,CRPLND,ECRPLND,NSUMMRF,SUMMRF,ESUMMRF,NIMPAST,IMPAST,EIMPAST,NOTHIMP,OTHIMP,EOTHIMP,TOTUNIM,ETOTUNIM,NWDLAND,WDLAND,EWDLAND,NOUNIMP,OUNIMP,EOUNIMP,ILANDIST,ILANDIST_1,ILANDIST_2,ILANDIST_3,ILANDIST_4,ILANDIST_5,ILANDIST_6,ILANDIST_7,ILANDIST_8,ILANDIST_9,ILANDIST_10,ILANDIST_11,ILANDIST_12,ILANDIST_13,NFORAGE,FORAGE,EFORAGE,NALFASD,ALFASD,EALFASD,NALSIKE,ALSIKE,EALSIKE,NCLOVRD,CLOVRD,ECLOVRD,NCLOVSW,CLOVSW,ECLOVSW,NTIMOTHY,TIMOTHY,ETIMOTHY,NBROMSD,BROMSD,EBROMSD,NFESCUE,FESCUE,EFESCUE,NOFORGSD,OFORGSD,EOFORGSD,NTOTFER,TOTFER,ETOTFER,TOTTON,NFERCPA,FERCPA,EFERCPA,FERCPT,NFERTHA,FERTHA,EFERTHA,FERTHT,NFERIPA,FERIPA,EFERIPA,FERIPT,NSPRAY,NHERBCI,HERBCI,EHERBCI,NINSECTI,INSECTI,EINSECTI,NIRRIG,IRRIG,EIRRIG,NIRGSSY,IRGSSY,EIRGSSY
460315060,46,3,15,60,4615060,SHOAL LAKE,153,"128,048","51,819",153,"88,446","35,793",144,"60,747","24,583",128,"19,970","8,082",53,"5,657","2,289",89,"2,072",839,"39,601","16,026",33,"2,653","1,074",138,"36,948","14,952",153,0,2,1,8,11,10,11,31,24,16,21,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,"37,416","15,142","3,660",93,"37,063","14,999","3,639",6,178,72,11,3,175,71,10,116,112,"40,270","16,297",34,"5,873","2,377",0,0,0,0,0,0
460315064,46,3,15,64,4615064,STRATHCLAIR,208,"137,423","55,613",208,"99,262","40,170",203,"69,363","28,070",165,"25,367","10,266",47,"2,358",954,139,"2,174",880,"38,163","15,444",57,"3,962","1,603",189,"34,201","13,841",208,0,3,2,10,11,7,20,46,42,35,24,4,4,2,85,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,1,80,32,139,"44,849","18,150","2,571",139,"44,664","18,075","2,557",3,95,38,7,3,90,36,7,158,153,"45,064","18,237",30,"2,883","1,167",0,0,0,0,0,0
460315069,46,3,15,69,4615069,HARRISON,165,"110,683","44,792",165,"81,199","32,860",162,"56,762","22,971",138,"19,330","7,823",53,"3,098","1,254",103,"2,009",813,"29,485","11,932",52,"3,377","1,367",146,"26,108","10,566",165,0,1,0,3,13,13,6,49,35,18,14,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,"31,969","12,937","2,013",95,"31,672","12,817","2,001",5,205,83,8,3,92,37,4,116,111,"33,533","13,570",25,"3,567","1,444",0,0,0,0,0,0
460315073,46,3,15,73,4615073,MINTO,145,"83,585","33,826",143,"64,376","26,052",137,"52,810","21,371",81,"7,047","2,852",46,"3,089","1,250",75,"1,430",579,"19,209","7,774",40,"3,463","1,401",121,"15,746","6,372",143,2,2,4,6,14,8,8,33,26,19,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"40,386","16,344","2,853",100,"39,763","16,092","2,811",9,429,174,30,6,194,79,12,112,110,"37,959","15,361",29,"3,796","1,536",2,6,2,2,6,2
460315078,46,3,15,78,4615078,ROSEDALE,258,"146,412","59,251",257,"118,882","48,110",246,"92,771","37,543",148,"12,970","5,249",94,"10,478","4,240",172,"2,663","1,078","27,531","11,141",70,"5,321","2,153",200,"22,210","8,988",257,1,1,3,12,24,26,18,72,35,36,17,7,6,1,90,36,0,0,0,0,0,0,0,0,0,0,0,0,1,90,36,0,0,0,0,0,0,0,0,0,168,"67,374","27,265","4,508",166,"64,706","26,186","4,251",19,"2,233",904,211,7,435,176,46,156,152,"47,380","19,174",27,"4,918","1,990",0,0,0,0,0,0
460315091,46,3,15,91,4615091,CLANWILLIAM,119,"78,467","31,754",118,"50,186","20,310",112,"33,346","13,495",84,"6,862","2,777",65,"8,528","3,451",86,"1,450",587,"28,286","11,447",53,"4,353","1,762",111,"23,933","9,685",118,1,0,0,10,15,15,11,17,21,15,11,1,2,1,10,4,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,"18,635","7,541","3,118",61,"17,880","7,236","3,083",9,605,245,25,4,150,61,10,63,63,"18,095","7,323",7,497,201,0,0,0,0,0,0
460315095,46,3,15,95,4615095,PARK (SOUTH),170,"90,291","36,539",167,"52,801","21,368",165,"31,259","12,650",119,"13,283","5,375",75,"6,570","2,659",99,"1,689",684,"37,490","15,172",76,"12,699","5,139",150,"24,791","10,033",167,3,1,1,20,23,19,21,30,29,9,10,3,1,2,14,6,2,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,"7,892","3,194",442,42,"6,997","2,832",297,9,865,350,144,1,30,12,1,80,79,"12,692","5,136",8,540,219,0,0,0,0,0,0
460400000,46,4,0,0,4600000,AGRICULTURAL REGION AGRICOLE 4,"1,362","938,142","379,653","1,355","662,530","268,116","1,299","444,664","179,949","1,064","147,497","59,690",554,"53,199","21,529",869,"17,170","6,948","275,616","111,538",312,"34,393","13,918","1,155","241,223","97,619","1,355",7,18,8,59,109,99,103,340,222,159,148,60,30,11,544,220,6,300,121,0,0,0,0,0,0,0,0,0,1,100,40,0,0,0,0,0,0,4,144,58,700,"246,425","99,725","12,046",692,"239,003","96,721","11,624",75,"4,159","1,683",243,41,"3,263","1,320",179,715,692,"181,628","73,502",172,"29,224","11,827",6,317,128,5,313,127
460416000,46,4,16,0,4616000,DIVISION NO. 16,"1,362","938,142","379,653","1,355","662,530","268,116","1,299","444,664","179,949","1,064","147,497","59,690",554,"53,199","21,529",869,"17,170","6,948","275,616","111,538",312,"34,393","13,918","1,155","241,223","97,619","1,355",7,18,8,59,109,99,103,340,222,159,148,60,30,11,544,220,6,300,121,0,0,0,0,0,0,0,0,0,1,100,40,0,0,0,0,0,0,4,144,58,700,"246,425","99,725","12,046",692,"239,003","96,721","11,624",75,"4,159","1,683",243,41,"3,263","1,320",179,715,692,"181,628","73,502",172,"29,224","11,827",6,317,128,5,313,127
460416002,46,4,16,2,4616002,ROSSBURN,225,"158,320","64,070",225,"102,232","41,372",220,"66,783","27,026",173,"22,633","9,159",88,"8,504","3,441",140,"4,312","1,745","56,088","22,698",81,"9,218","3,730",200,"46,870","18,968",225,0,1,0,15,25,18,25,46,37,22,24,8,4,3,139,56,1,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,20,97,"36,899","14,932","2,190",97,"35,972","14,557","2,144",6,276,112,16,4,651,263,30,132,129,"37,769","15,285",20,"6,686","2,706",1,72,29,1,72,29
460416019,46,4,16,19,4616019,SILVER CREEK,158,"138,451","56,029",157,"103,749","41,986",157,"74,489","30,145",139,"23,285","9,423",50,"3,674","1,487",95,"2,301",931,"34,705","14,045",29,"1,874",758,142,"32,831","13,286",157,1,0,0,1,6,6,5,35,34,24,25,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"52,073","21,073","2,505",120,"50,741","20,534","2,412",14,827,335,60,8,505,204,33,120,115,"38,423","15,549",50,"6,032","2,441",0,0,0,0,0,0
460416024,46,4,16,24,4616024,RUSSELL,169,"124,828","50,516",167,"87,288","35,324",158,"62,087","25,126",130,"18,231","7,378",58,"5,297","2,144",109,"1,673",677,"37,539","15,191",24,"1,843",746,142,"35,696","14,446",167,2,1,1,8,9,13,13,38,24,23,23,10,4,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,98,"40,270","16,297","2,099",96,"39,176","15,854","2,035",14,634,257,47,4,460,186,17,102,95,"30,300","12,262",38,"5,842","2,364",1,50,20,1,50,20
460416040,46,4,16,40,4616040,SHELLMOUTH,157,"110,723","44,808",156,"78,982","31,963",147,"50,860","20,582",127,"19,131","7,742",69,"6,920","2,800",105,"2,071",838,"31,744","12,846",34,"4,165","1,686",135,"27,579","11,161",156,1,1,2,9,8,8,8,40,24,22,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,"26,014","10,527","1,138",84,"25,593","10,357","1,105",6,325,132,25,3,96,39,8,71,68,"14,317","5,794",16,"1,647",667,3,155,63,2,151,61
460416042,46,4,16,42,4616042,BOULTON,157,"88,860","35,960",156,"65,026","26,315",151,"41,455","16,776",126,"15,947","6,454",79,"5,669","2,294",110,"1,955",791,"23,835","9,646",25,"1,871",757,143,"21,964","8,889",156,1,2,2,1,12,13,14,45,31,19,12,4,1,2,205,83,1,105,42,0,0,0,0,0,0,0,0,0,1,100,40,0,0,0,0,0,0,0,0,0,64,"15,066","6,097",565,62,"13,660","5,528",481,13,880,356,49,4,526,213,35,77,77,"12,201","4,938",14,822,333,0,0,0,0,0,0
460416045,46,4,16,45,4616045,HILLSBURG,167,"97,473","39,446",167,"64,763","26,209",153,"37,688","15,252",121,"14,442","5,844",72,"10,903","4,412",111,"1,730",700,"32,710","13,237",45,"5,031","2,036",123,"27,679","11,201",167,0,9,1,7,22,12,10,55,22,12,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,"16,888","6,834",724,72,"16,159","6,539",690,8,489,198,21,5,240,97,13,67,67,"12,061","4,881",10,768,311,0,0,0,0,0,0
460416049,46,4,16,49,4616049,SHELL RIVER,278,"178,548","72,256",276,"133,510","54,030",266,"92,955","37,618",213,"27,751","11,230",114,"9,930","4,019",169,"2,874","1,163","45,036","18,225",60,"8,248","3,338",225,"36,788","14,888",276,2,2,2,12,24,18,24,70,44,36,26,10,8,4,170,69,3,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,32,149,"54,776","22,167","2,677",147,"53,324","21,579","2,613",12,672,272,22,12,780,316,42,129,124,"33,369","13,504",22,"4,555","1,843",1,40,16,1,40,16
460416063,46,4,16,63,4616063,PARK (NORTH),51,"40,939","16,567",51,"26,980","10,918",47,"18,347","7,425",35,"6,077","2,459",24,"2,302",932,30,254,103,"13,959","5,649",14,"2,143",867,45,"11,816","4,782",51,0,2,0,6,3,11,4,11,6,1,5,0,2,1,15,6,1,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"4,439","1,796",148,14,"4,378","1,772",144,2,56,23,3,1,5,2,1,17,17,"3,188","1,290",2,"2,872","1,162",0,0,0,0,0,0
460500000,46,5,0,0,4600000,AGRICULTURAL REGION AGRICOLE 5,"1,323","796,078","322,161","1,314","601,082","243,249","1,265","448,015","181,305",938,"102,607","41,524",471,"37,085","15,008",856,"13,375","5,413","195,008","78,917",343,"41,858","16,939",901,"153,150","61,978","1,314",9,5,16,75,94,131,80,300,211,195,127,58,22,31,"1,614",653,16,641,259,1,28,11,11,588,238,1,150,61,2,85,34,0,0,0,0,0,0,2,122,49,866,"303,242","122,718","21,839",857,"296,966","120,178","20,637",55,"3,617","1,464","1,032",39,"2,659","1,076",170,816,789,"241,842","97,870",226,"29,860","12,084",3,77,31,3,77,31
460520000,46,5,20,0,4620000,DIVISION NO. 20,"1,323","796,078","322,161","1,314","601,082","243,249","1,265","448,015","181,305",938,"102,607","41,524",471,"37,085","15,008",856,"13,375","5,413","195,008","78,917",343,"41,858","16,939",901,"153,150","61,978","1,314",9,5,16,75,94,131,80,300,211,195,127,58,22,31,"1,614",653,16,641,259,1,28,11,11,588,238,1,150,61,2,85,34,0,0,0,0,0,0,2,122,49,866,"303,242","122,718","21,839",857,"296,966","120,178","20,637",55,"3,617","1,464","1,032",39,"2,659","1,076",170,816,789,"241,842","97,870",226,"29,860","12,084",3,77,31,3,77,31
460520032,46,5,20,32,4620032,MOUNTAIN (SOUTH),191,"137,397","55,603",187,"61,702","24,970",181,"40,374","16,339",122,"9,345","3,782",74,"9,194","3,721",128,"2,789","1,129","75,695","30,633",66,"18,568","7,514",157,"57,127","23,118",187,4,0,1,11,18,26,27,53,22,21,5,2,1,3,100,40,2,30,12,0,0,0,0,0,0,0,0,0,1,30,12,0,0,0,0,0,0,1,40,16,48,"8,226","3,329",942,44,"7,283","2,947",530,8,713,289,408,2,230,93,4,56,53,"5,924","2,397",7,580,235,0,0,0,0,0,0
460520037,46,5,20,37,4620037,MINITONAS,334,"195,779","79,229",334,"171,278","69,314",324,"127,909","51,763",253,"30,627","12,394",130,"9,853","3,987",217,"2,889","1,169","24,507","9,918",65,"4,620","1,870",208,"19,887","8,048",334,0,2,6,17,15,32,16,67,56,50,45,20,8,10,504,204,5,236,96,0,0,0,6,268,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,"95,180","38,518","8,889",242,"93,529","37,850","8,372",17,873,353,452,14,778,315,65,225,217,"74,369","30,096",52,"6,626","2,681",0,0,0,0,0,0
460520041,46,5,20,41,4620041,SWAN RIVER,657,"347,123","140,476",655,"294,657","119,243",632,"226,701","91,743",462,"47,898","19,384",220,"13,933","5,638",431,"6,125","2,479","52,472","21,235",175,"13,784","5,578",449,"38,688","15,656",655,2,3,5,41,48,66,33,155,113,93,63,23,12,14,819,331,5,184,74,1,28,11,5,320,129,1,150,61,1,55,22,0,0,0,0,0,0,1,82,33,497,"168,537","68,204","10,687",494,"165,265","66,880","10,441",25,"1,811",733,154,20,"1,461",591,92,452,440,"133,037","53,838",138,"17,188","6,956",3,77,31,3,77,31
460520055,46,5,20,55,4620055,MOUNTAIN (NORTH),141,"115,779","46,854",138,"73,445","29,722",128,"53,031","21,461",101,"14,737","5,964",47,"4,105","1,661",80,"1,572",636,"42,334","17,132",37,"4,886","1,977",87,"37,448","15,155",138,3,0,4,6,13,7,4,25,20,31,14,13,1,4,191,77,4,191,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,"31,299","12,666","1,321",77,"30,889","12,500","1,294",5,220,89,18,3,190,77,9,83,79,"28,512","11,538",29,"5,466","2,212",0,0,0,0,0,0
460600000,46,6,0,0,4600000,AGRICULTURAL REGION AGRICOLE 6,"2,708","2,047,523","828,603","2,646","1,151,873","466,146","2,518","835,070","337,941","1,707","169,579","68,626",952,"110,596","44,757","1,812","36,628","14,823","895,645","362,455",731,"108,543","43,926","1,972","787,102","318,529","2,646",62,15,43,186,240,332,185,536,445,280,221,114,49,53,"3,155","1,277",11,105,42,0,0,0,17,806,326,11,650,263,12,"1,405",569,1,20,8,1,28,11,3,141,57,"1,580","524,231","212,149","26,913","1,488","484,049","195,888","24,008",356,"33,990","13,755","2,530",77,"6,192","2,506",375,"1,448","1,403","412,428","166,904",361,"45,159","18,275",8,334,135,7,333,135
460617000,46,6,17,0,4617000,DIVISION NO. 17,"2,708","2,047,523","828,603","2,646","1,151,873","466,146","2,518","835,070","337,941","1,707","169,579","68,626",952,"110,596","44,757","1,812","36,628","14,823","895,645","362,455",731,"108,543","43,926","1,972","787,102","318,529","2,646",62,15,43,186,240,332,185,536,445,280,221,114,49,53,"3,155","1,277",11,105,42,0,0,0,17,806,326,11,650,263,12,"1,405",569,1,20,8,1,28,11,3,141,57,"1,580","524,231","212,149","26,913","1,488","484,049","195,888","24,008",356,"33,990","13,755","2,530",77,"6,192","2,506",375,"1,448","1,403","412,428","166,904",361,"45,159","18,275",8,334,135,7,333,135
460617026,46,6,17,26,4617026,ALONSA,321,"459,391","185,909",294,"99,632","40,320",262,"71,138","28,789",109,"8,602","3,481",88,"11,489","4,649",214,"8,403","3,401","359,756","145,588",75,"25,209","10,202",288,"334,547","135,386",294,27,0,10,38,40,37,29,61,29,20,13,14,3,1,8,3,1,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,"34,324","13,890","2,123",81,"23,645","9,569","1,398",77,"10,244","4,146",696,6,435,176,29,58,56,"18,371","7,434",3,410,166,1,1,0,0,0,0
460617034,46,6,17,34,4617034,MPDREARY,211,"104,537","42,305",209,"74,363","30,094",197,"53,770","21,760",120,"9,947","4,025",84,"8,474","3,429",127,"2,172",879,"30,174","12,211",51,"4,989","2,019",141,"25,185","10,192",209,2,4,3,12,25,43,11,39,31,21,11,6,3,1,200,81,0,0,0,0,0,0,0,0,0,0,0,0,1,200,81,0,0,0,0,0,0,0,0,0,116,"31,457","12,730","1,782",106,"28,754","11,636","1,655",30,"2,288",926,110,7,415,168,17,131,129,"31,364","12,693",15,"1,624",657,1,45,18,1,45,18
460617040,46,6,17,40,4617040,STE. ROSE,150,"166,518","67,387",143,"93,859","37,983",138,"71,515","28,941",80,"11,095","4,490",59,"9,488","3,840",82,"1,761",713,"72,659","29,404",34,"4,246","1,718",110,"68,413","27,686",143,7,0,2,16,6,11,7,19,21,17,21,14,9,2,100,40,0,0,0,0,0,0,0,0,0,0,0,0,1,80,32,1,20,8,0,0,0,0,0,0,96,"45,255","18,314","2,755",86,"38,843","15,719","2,239",46,"5,292","2,142",433,5,"1,120",453,83,91,88,"40,382","16,342",32,"5,065","2,050",0,0,0,0,0,0
460617045,46,6,17,45,4617045,OCHRE RIVER,157,"97,808","39,581",151,"60,058","24,305",144,"44,750","18,110",79,"5,955","2,410",64,"7,446","3,013",95,"1,907",772,"37,750","15,277",30,"3,704","1,499",120,"34,046","13,778",151,6,2,3,14,11,19,11,19,36,20,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,"22,351","9,045","1,518",74,"18,125","7,335","1,286",38,"3,581","1,449",203,9,645,261,29,76,75,"17,341","7,018",12,"1,838",744,1,125,51,1,125,51
460617048,46,6,17,48,4617048,DAUPHIN,570,"327,562","132,560",562,"255,185","103,270",532,"181,298","73,369",374,"36,614","14,817",199,"31,544","12,765",396,"5,729","2,318","72,378","29,290",140,"10,455","4,231",356,"61,923","25,059",562,8,4,14,35,52,83,38,97,104,47,46,28,14,24,"1,876",759,2,18,7,0,0,0,12,572,231,2,133,54,10,"1,125",455,0,0,0,1,28,11,0,0,0,346,"117,382","47,503","5,615",342,"110,848","44,859","4,993",50,"5,327","2,156",541,13,"1,207",488,81,368,354,"99,976","40,459",106,"13,640","5,520",5,163,66,5,163,66
460617053,46,6,17,53,4617053,GILBERT PLAINS,377,"204,446","82,736",376,"177,003","71,631",365,"129,621","52,456",295,"31,298","12,666",136,"12,082","4,889",268,"4,002","1,620","27,443","11,106",100,"7,138","2,889",243,"20,305","8,217",376,1,0,5,14,21,32,14,98,88,50,31,16,7,11,450,182,4,34,14,0,0,0,3,116,47,4,300,121,0,0,0,0,0,0,0,0,0,0,0,0,270,"88,936","35,991","3,721",269,"86,883","35,160","3,624",19,"1,573",637,76,7,480,194,21,246,237,"67,231","27,207",67,"7,412","3,000",0,0,0,0,0,0
460617057,46,6,17,57,4617057,GRANDVIEW,322,"182,733","73,949",321,"150,876","61,057",314,"113,653","45,994",256,"26,005","10,524",125,"6,977","2,823",263,"4,241","1,716","31,856","12,892",95,"8,418","3,407",234,"23,438","9,485",321,1,1,1,10,26,34,10,88,48,48,40,11,4,3,74,30,1,1,0,0,0,0,1,48,19,1,25,10,0,0,0,0,0,0,0,0,0,0,0,0,254,"92,457","37,416","4,779",254,"90,392","36,580","4,644",31,"1,238",501,91,15,827,335,44,210,202,"62,198","25,171",60,"6,495","2,628",0,0,0,0,0,0
460617063,46,6,17,63,4617063,ETHELBERT,200,"138,335","55,982",199,"74,614","30,195",189,"51,363","20,786",147,"12,575","5,089",76,"8,630","3,492",119,"2,046",828,"63,720","25,787",61,"11,268","4,560",156,"52,452","21,227",199,1,2,2,15,17,19,25,47,32,22,14,3,1,6,311,126,1,10,4,0,0,0,1,70,28,3,124,50,0,0,0,0,0,0,0,0,0,1,107,43,89,"21,580","8,733",827,87,"20,600","8,337",779,12,680,275,33,3,300,121,15,88,85,"14,573","5,897",15,"1,454",588,0,0,0,0,0,0
460617071,46,6,17,71,4617071,MOSSEY RIVER,229,"178,596","72,275",223,"89,353","36,160",216,"67,130","27,167",134,"12,292","4,974",82,"7,413","3,000",135,"2,518","1,019","89,244","36,116",93,"19,675","7,962",181,"69,569","28,154",223,6,1,2,16,26,33,23,40,33,16,21,9,3,3,104,42,1,12,5,0,0,0,0,0,0,1,68,28,0,0,0,0,0,0,0,0,0,1,24,10,129,"43,178","17,474","2,727",123,"40,660","16,455","2,428",32,"1,895",767,251,10,623,252,48,117,114,"36,673","14,841",31,"3,341","1,352",0,0,0,0,0,0
460617076,46,6,17,76,4617076,LAWRENCE,171,"187,597","75,918",168,"76,930","31,132",161,"50,832","20,571",113,"15,196","6,150",39,"7,053","2,854",113,"3,849","1,558","110,665","44,785",52,"13,441","5,439",143,"97,224","39,345",168,3,1,1,16,16,21,17,28,23,19,14,7,5,2,32,13,1,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,68,"27,311","11,052","1,066",66,"25,299","10,238",962,21,"1,872",758,96,2,140,57,8,63,63,"24,319","9,842",20,"3,880","1,570",0,0,0,0,0,0
460700000,46,7,0,0,4600000,AGRICULTURAL REGION AGRICOLE 7,"3,285","2,271,261","919,147","3,260","1,881,752","761,518","3,076","1,617,494","654,577","1,215","108,212","43,792","1,013","113,350","45,871","2,209","42,696","17,278","389,514","157,631",653,"49,038","19,845","1,592","340,476","137,786","3,260",25,38,64,249,192,238,164,569,511,438,429,190,178,46,"3,528","1,428",13,555,225,1,1,0,2,31,13,8,561,227,17,"1,665",674,2,145,59,0,0,0,9,570,231,"2,457","1,321,334","534,725","100,534","2,406","1,269,195","513,625","96,763",416,"42,362","17,143","3,194",136,"9,777","3,957",577,"2,160","2,091","949,217","384,134",652,"106,501","43,099",60,"4,535","1,835",51,"3,876","1,569"
460708000,46,7,8,0,4608000,DIVISION NO.  8,"1,656","1,222,749","494,829","1,648","931,727","377,057","1,560","771,416","312,181",677,"61,744","24,987",666,"76,994","31,158","1,116","21,573","8,730","291,024","117,773",375,"35,821","14,496","1,084","255,203","103,277","1,648",8,16,23,105,74,132,95,318,263,226,216,102,78,16,"1,072",434,11,515,208,1,1,0,0,0,0,2,101,41,3,215,87,1,65,26,0,0,0,4,175,71,"1,270","624,980","252,920","40,773","1,237","587,390","237,708","38,166",321,"30,404","12,304","2,212",99,"7,186","2,908",395,"1,153","1,115","488,742","197,787",356,"54,035","21,867",10,815,330,6,235,95
460708031,46,7,8,31,4608031,SOUTH NORFOLK,264,"175,473","71,011",263,"135,975","55,027",246,"116,621","47,195",68,"3,970","1,607",112,"12,840","5,196",167,"2,544","1,030","39,497","15,984",81,"8,882","3,594",173,"30,615","12,389",263,1,6,6,16,14,20,15,63,40,35,25,11,12,7,448,181,6,218,88,0,0,0,0,0,0,1,100,40,1,25,10,1,65,26,0,0,0,1,40,16,188,"89,470","36,207","5,625",184,"86,322","34,933","5,458",26,"2,423",981,130,13,725,293,37,164,162,"70,445","28,508",37,"4,077","1,650",2,26,11,2,26,11
460708042,46,7,8,42,4608042,VICTORIA,163,"118,467","47,942",163,"81,125","32,830",156,"70,575","28,561",57,"3,417","1,383",49,"5,843","2,365",92,"1,290",522,"37,342","15,112",21,"3,646","1,475",122,"33,696","13,636",163,0,3,1,11,8,11,12,36,30,22,19,4,6,2,120,49,2,120,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,"60,653","24,545","4,049",133,"58,594","23,712","3,936",21,"1,433",580,76,9,626,253,37,127,126,"55,129","22,310",34,"5,792","2,344",0,0,0,0,0,0
460708045,46,7,8,45,4608045,NORTH NORFOLK,431,"272,542","110,294",429,"215,601","87,251",395,"190,583","77,126",127,"8,271","3,347",162,"12,274","4,967",304,"4,473","1,810","56,941","23,043",92,"9,037","3,657",284,"47,904","19,386",429,2,5,14,46,28,38,28,70,65,45,48,22,20,2,115,47,1,70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,18,316,"162,582","65,795","13,950",308,"155,252","62,828","13,471",75,"5,500","2,226",380,28,"1,830",741,99,295,281,"134,281","54,342",105,"17,761","7,188",3,363,147,1,3,1
460708054,46,7,8,54,4608054,LANSDOWNE,199,"155,556","62,951",198,"118,111","47,798",188,"94,131","38,093",90,"7,593","3,073",87,"13,863","5,610",129,"2,524","1,021","37,446","15,154",36,"4,219","1,707",159,"33,227","13,446",198,1,1,1,11,8,18,12,46,20,28,27,18,8,1,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,36,143,"74,316","30,075","4,469",140,"67,291","27,232","3,857",50,"5,760","2,331",526,11,"1,265",512,86,131,127,"50,378","20,387",34,"4,595","1,860",0,0,0,0,0,0
460708059,46,7,8,59,4608059,WESTBOURNE,377,"293,281","118,687",375,"245,736","99,446",362,"198,965","80,518",182,"20,736","8,392",163,"19,579","7,923",292,"6,456","2,613","47,546","19,241",95,"5,962","2,413",202,"41,584","16,828",375,2,1,1,19,12,27,17,54,70,58,60,32,24,3,194,79,1,2,1,1,1,0,0,0,0,1,1,0,2,190,77,0,0,0,0,0,0,0,0,0,320,"166,573","67,410","9,388",310,"154,692","62,602","8,575",98,"9,435","3,818",692,32,"2,446",990,121,287,273,"122,190","49,449",109,"16,334","6,610",4,276,112,2,56,23
460708066,46,7,8,66,4608066,LAKEVIEW,95,"104,718","42,378",93,"56,829","22,998",88,"44,173","17,876",54,"5,478","2,217",35,"5,606","2,269",51,"1,572",636,"47,889","19,380",17,"1,326",537,57,"46,563","18,843",93,2,0,0,1,1,8,6,24,11,13,16,10,3,1,105,42,1,105,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,"30,097","12,180","1,416",61,"27,045","10,945","1,290",21,"3,017","1,221",125,1,35,14,1,61,60,"26,050","10,542",20,"2,715","1,099",0,0,0,0,0,0
460708072,46,7,8,72,4608072,GLENELLA,127,"102,712","41,566",127,"78,350","31,707",125,"56,368","22,811",99,"12,279","4,969",58,"6,989","2,828",81,"2,714","1,098","24,363","9,859",33,"2,749","1,112",87,"21,614","8,747",127,0,0,0,1,3,10,5,25,27,25,21,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,"41,289","16,709","1,876",101,"38,194","15,457","1,579",30,"2,836","1,148",283,5,259,105,14,88,86,"30,269","12,249",17,"2,761","1,117",1,150,61,1,150,61
460709000,46,7,9,0,4609000,DIVISION NO.  9,"1,007","621,111","251,355",994,"530,301","214,605",916,"453,752","183,627",352,"29,603","11,980",294,"33,000","13,355",689,"13,946","5,644","90,812","36,750",216,"11,385","4,607",418,"79,427","32,143",994,13,14,25,101,81,68,50,166,150,129,110,50,50,12,910,368,1,20,8,0,0,0,0,0,0,3,270,109,4,260,105,0,0,0,0,0,0,4,360,146,666,"337,590","136,618","26,432",653,"326,557","132,153","25,732",78,"8,683","3,514",538,32,"2,350",951,162,580,561,"242,278","98,046",166,"27,632","11,182",35,"3,197","1,294",31,"3,124","1,264"
