AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,TFAREA,NTCHICK,TCHICK,NPULLETS,PULLETS,NHENS,HENS,NAOCHCK,AOCHCK,NTURKEY,TURKEY,NGEESE,GEESE,NDUCKS,DUCKS,NOTHPLT,OTHPLT,NTCATTL,TCATTL,NBULLS,BULLS,NTOTCOW,TOTCOW,NMLKCOW,MLKCOW,NBFCOWS,BFCOWS,NHEIFER,HEIFER,NMLKHEF,MLKHEF,NBFHEFS,BFHEFS,NBFSLGH,BFSLGH,NSTEERS,STEERS,NCALFU1,CALFU1,NCATTFE,CATTFE,NTOPIGS,TOPIGS,NBOARS,BOARS,NSOWS,SOWS,NTOTOTP,TOTOTP,NPIGU45,PIGU45,NPIGS45,PIGS45,NPIG130,PIG130,NTSHEEP,TSHEEP,NEWEWETH,EWEWETH,NLAMBS,LAMBS,NHORSES,HORSES,NGOATS,GOATS,NRABBIT,RABBIT,NCHINCH,CHINCH,NMINK,MINK,NFOX,FOX,NOTHLIV
470814006,47,8,14,6,4714006,PORCUPINE NO. 395,414,146,"10,007",45,"1,794",119,"2,891",100,"5,322",40,312,22,122,19,110,3,7,183,"10,142",116,176,180,"4,493",49,438,152,"4,055",139,"1,092",15,67,111,744,33,281,85,620,171,"3,761",59,787,59,"2,223",18,27,30,285,54,"1,911",24,763,29,745,28,403,8,199,8,90,7,109,72,343,6,21,4,13,0,0,0,0,0,0,6
470814034,47,8,14,34,4714034,BARRIER VALLEY NO. 397,181,75,"5,652",26,"1,037",54,"1,576",54,"3,039",20,163,4,24,7,x,5,27,106,"6,184",70,123,104,"2,774",31,270,88,"2,504",65,622,9,76,56,416,10,130,52,457,99,"2,208",28,431,44,"1,652",24,29,31,309,40,"1,314",25,695,21,385,18,234,4,45,4,x,3,x,46,188,5,18,0,0,0,0,0,0,0,0,4
470814035,47,8,14,35,4714035,PLEASANTDALE NO. 398,236,63,"10,507",15,600,37,"6,183",47,"3,724",26,281,10,78,6,71,2,x,115,"5,642",61,81,108,"2,218",36,287,95,"1,931",79,780,17,106,55,395,23,279,59,851,102,"1,712",37,728,43,"1,829",13,14,22,164,42,"1,651",21,682,19,452,21,517,1,x,1,x,1,x,48,259,6,12,2,x,0,0,0,0,0,0,6
470814038,47,8,14,38,4714038,BJORKDALE NO. 426,329,121,"10,069",39,"1,443",88,"2,585",94,"6,041",29,245,18,89,8,45,5,47,145,"9,534",111,200,142,"4,222",31,259,128,"3,963",104,972,19,76,84,780,21,116,71,636,136,"3,504",50,543,66,"2,286",19,27,25,249,64,"2,010",33,796,26,842,23,372,4,74,4,50,3,24,46,154,5,20,8,73,0,0,0,0,0,0,2
470814043,47,8,14,43,4714043,TISDALE NO. 427,269,49,"4,832",18,x,31,x,41,"2,387",18,213,4,36,7,x,2,x,80,"3,323",42,71,70,"1,246",23,243,56,"1,003",58,536,10,67,38,209,22,260,42,374,71,"1,096",43,647,41,"5,296",19,36,26,568,40,"4,692",27,"1,556",25,"1,594",24,"1,542",5,419,5,201,5,218,27,65,2,x,5,8,0,0,0,0,0,0,14
470814047,47,8,14,47,4714047,STAR CITY NO. 428,311,51,"12,186",16,600,39,"7,475",33,"4,111",17,176,7,x,5,x,1,x,84,"4,108",37,115,77,"1,695",25,240,63,"1,455",51,507,10,56,39,274,17,177,35,413,73,"1,378",29,485,32,"2,771",10,17,16,216,30,"2,538",17,682,18,"1,088",15,768,5,274,4,126,5,148,45,226,5,17,6,15,0,0,0,0,0,0,8
470814053,47,8,14,53,4714053,WILLOW CREEK NO. 458,302,87,"14,687",29,"1,716",56,"6,252",66,"6,719",18,140,16,128,9,41,2,x,100,"2,724",55,68,94,"1,183",45,264,71,919,70,389,21,95,43,198,21,96,48,258,81,826,51,x,57,"3,325",23,37,27,359,54,"2,929",30,"1,180",28,957,24,792,0,0,0,0,0,0,30,77,3,x,2,x,0,0,0,0,0,0,4
470814056,47,8,14,56,4714056,CONNAUGHT NO. 457,255,52,"4,935",22,x,32,x,41,"2,697",17,233,7,57,6,x,1,x,83,"3,717",50,92,75,"1,457",26,337,61,"1,120",53,527,8,139,37,214,20,174,38,406,76,"1,235",41,569,33,"2,568",17,35,21,308,33,"2,225",21,697,17,"1,066",22,462,3,x,3,x,2,x,26,105,2,x,0,0,0,0,0,0,0,0,5
470814059,47,8,14,59,4714059,ARBORFIELD NO. 456,208,56,x,18,x,42,x,38,x,20,181,4,24,8,x,1,x,63,"2,419",35,43,58,936,22,83,49,853,47,429,10,32,27,183,28,214,33,238,54,773,47,479,23,858,9,13,12,78,22,767,9,169,14,349,15,249,4,215,4,94,4,121,25,64,5,40,2,x,0,0,0,0,0,0,9
470814067,47,8,14,67,4714067,MOOSE RANGE NO. 486,394,107,"14,080",37,"1,793",77,"6,659",83,"5,628",34,398,18,163,12,88,1,x,140,"6,330",65,104,131,"2,475",45,200,104,"2,275",106,979,26,82,63,412,38,485,60,551,121,"2,221",48,870,70,"4,721",28,35,45,457,64,"4,229",39,"1,419",34,"1,534",23,"1,276",5,x,5,x,4,x,56,313,7,31,4,5,0,0,0,0,0,0,16
470814072,47,8,14,72,4714072,NIPAWIN NO. 487,338,86,"6,928",25,"1,423",52,"1,784",60,"3,721",15,120,6,40,2,x,2,x,87,"3,101",41,55,78,"1,180",22,185,65,995,52,468,11,93,38,211,16,164,40,476,77,922,37,464,36,"3,424",10,33,16,373,34,"3,018",19,"1,220",19,967,14,831,4,x,4,x,2,x,42,175,5,38,7,30,0,0,0,0,0,0,16
470815001,47,8,15,1,4715001,ST. PETER NO. 369,341,107,"15,602",53,"2,651",63,"3,131",96,"9,820",21,154,17,118,13,87,2,x,115,"3,826",56,75,105,"1,422",47,354,85,"1,068",78,576,25,120,41,239,35,217,73,558,101,"1,195",73,708,97,"24,444",55,147,60,"2,341",95,"21,956",68,"6,322",69,"9,450",65,"6,184",0,0,0,0,0,0,32,147,0,0,1,x,0,0,0,0,0,0,3
470815007,47,8,15,7,4715007,HUMBOLDT NO. 370,339,93,"51,103",39,x,58,x,73,x,15,152,18,89,12,121,1,x,125,"3,537",70,90,107,"1,316",29,321,91,995,75,563,17,90,45,153,30,320,47,342,106,"1,226",55,813,109,"11,687",51,76,60,960,105,"10,651",61,"2,733",76,"4,653",67,"3,265",1,x,1,x,1,x,29,148,3,x,5,23,0,0,0,0,0,0,3
470815011,47,8,15,11,4715011,BAYNE NO. 371,278,99,"12,320",47,"2,448",76,"2,877",79,"6,995",24,x,19,145,12,105,0,0,140,"4,910",105,138,129,"2,111",33,267,111,"1,844",96,553,22,106,56,276,37,171,67,472,126,"1,636",59,531,90,"8,733",42,66,50,"1,000",85,"7,667",53,"2,611",49,"2,844",61,"2,212",6,183,6,84,5,99,32,103,7,17,3,x,0,0,0,0,0,0,2
470815014,47,8,15,14,4715014,GRANT NO. 372,213,64,"8,352",36,"1,849",44,"1,617",53,"4,886",12,94,7,60,3,x,3,x,83,"3,638",65,85,80,"1,615",22,385,70,"1,230",62,500,14,163,45,263,18,74,37,344,76,"1,094",34,481,49,"3,592",17,25,27,309,47,"3,258",26,"1,215",29,"1,173",25,870,4,41,4,23,4,18,24,122,0,0,3,x,0,0,0,0,0,0,1
470815018,47,8,15,18,4715018,ABERDEEN NO. 373,224,63,"7,963",23,"1,854",37,"2,931",46,"3,178",11,98,9,x,6,x,2,x,99,"5,841",58,117,91,"1,995",37,471,71,"1,524",75,"1,132",27,193,43,340,22,599,40,975,90,"1,622",41,"1,632",29,"3,183",9,30,12,386,25,"2,767",12,771,14,"1,134",14,862,4,123,4,65,3,58,38,187,6,16,5,40,0,0,0,0,0,0,5
470815036,47,8,15,36,4715036,FISH CREEK NO. 402,200,86,"10,259",35,"1,990",66,"2,160",61,"6,109",14,112,8,63,10,90,2,x,82,"2,774",65,104,79,"1,334",36,179,62,"1,155",54,230,17,41,39,183,5,6,23,114,77,992,25,194,66,"2,466",21,32,28,216,62,"2,218",35,739,32,982,29,497,6,61,6,39,4,22,27,67,1,x,2,x,0,0,0,0,0,0,1
470815039,47,8,15,39,4715039,HOODOO NO. 401,315,82,"11,608",40,"3,149",58,"3,040",67,"5,419",23,x,14,89,6,61,1,x,106,"3,083",65,104,97,"1,219",41,186,68,"1,033",70,435,20,55,31,121,29,259,42,337,92,988,53,690,74,"9,506",27,53,35,794,73,"8,659",53,"2,656",50,"3,588",39,"2,415",1,x,1,x,1,x,25,x,2,x,2,x,0,0,0,0,0,0,1
470815044,47,8,15,44,4715044,THREE LAKES NO. 400,275,107,"14,574",41,"2,362",70,"3,070",86,"9,142",22,332,19,186,15,188,3,x,146,"6,919",94,228,134,"2,723",53,370,115,"2,353",95,732,26,108,58,339,38,285,61,911,134,"2,325",55,917,92,"6,060",48,65,60,831,86,"5,164",53,"1,917",41,"1,794",52,"1,453",6,83,6,38,5,45,38,82,4,12,4,146,0,0,0,0,0,0,5
470815048,47,8,15,48,4715048,LAKE LENORE NO. 399,200,56,"5,846",16,x,31,x,45,"3,692",16,177,6,65,8,46,3,x,84,"4,760",48,134,77,"2,004",19,166,70,"1,838",57,530,11,43,44,331,16,156,32,365,76,"1,727",24,357,47,"3,141",23,28,29,383,44,"2,730",26,"1,126",21,901,22,703,5,252,5,123,4,129,28,150,4,12,4,33,0,0,0,0,0,0,0
470815051,47,8,15,51,4715051,FLETT'S SPRINGS NO. 429,278,49,"5,821",18,x,26,x,38,"3,438",12,161,1,x,4,x,0,0,90,"5,156",40,111,80,"1,890",32,219,63,"1,671",61,613,12,39,41,277,27,297,51,846,75,"1,696",49,"1,134",38,"3,047",20,29,22,285,38,"2,733",24,801,27,"1,082",22,850,2,x,2,x,1,x,45,158,4,16,7,29,0,0,0,0,0,0,2
470815054,47,8,15,54,4715054,INVERGORDON NO. 430,300,85,"7,990",25,"1,628",59,"1,714",59,"4,648",16,94,7,x,7,49,1,x,141,"5,520",90,156,139,"2,485",38,191,119,"2,294",96,544,11,48,77,373,24,123,59,445,130,"1,890",53,535,87,"8,407",39,76,54,999,80,"7,332",44,"2,710",48,"2,562",50,"2,060",9,583,9,290,6,293,36,114,3,14,1,x,0,0,0,0,0,0,6
470815057,47,8,15,57,4715057,ST. LOUIS NO. 431,300,77,"7,475",24,"1,292",38,"1,572",54,"4,611",15,90,10,105,10,130,0,0,105,"4,057",55,105,93,"1,273",15,62,84,"1,211",62,580,5,6,39,315,30,259,46,849,86,"1,250",68,"1,094",71,"4,871",28,50,41,703,63,"4,118",35,"2,111",24,974,40,"1,033",7,x,6,x,6,x,39,241,3,x,3,14,1,x,0,0,0,0,4
470815067,47,8,15,67,4715067,BIRCH HILLS NO. 460,230,39,x,11,x,20,x,30,x,6,43,5,68,10,59,0,0,73,"4,976",36,84,64,"1,277",23,54,55,"1,223",54,"1,184",12,20,31,253,26,911,30,"1,327",63,"1,104",41,"2,361",45,"3,843",22,34,26,433,43,"3,376",25,"1,018",29,"1,437",29,921,5,30,4,15,4,15,33,141,3,3,6,41,0,0,0,0,0,0,3
470815071,47,8,15,71,4715071,KINISTINO NO. 459,328,65,"5,982",22,"1,438",39,"1,669",50,"2,875",18,240,10,95,10,56,1,x,110,"3,769",48,95,97,"1,526",38,103,79,"1,423",83,558,18,31,50,229,31,298,45,334,97,"1,256",55,631,61,"5,989",24,38,35,503,59,"5,448",33,"1,699",40,"1,982",40,"1,767",7,919,7,x,4,x,44,242,7,31,6,72,0,0,0,0,0,0,4
470815847,47,8,15,847,4715847,MUSKODAY 99,12,3,x,1,x,1,x,3,x,3,25,0,0,0,0,0,0,4,207,3,3,3,79,0,0,3,79,3,25,0,0,3,25,0,0,3,23,4,77,3,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,0,0,0,0,0,0,0,0,0,0,0
470900000,47,9,0,0,4700000,AGRICULTURAL REGION AGRICOLE 9,"9,321","3,220","470,785","1,248","87,550","2,353","142,235","2,371","241,000",850,"9,855",470,"3,897",383,"5,683",57,723,"5,313","452,312","3,902","9,864","5,050","190,364","1,146","12,728","4,534","177,636","3,928","49,534",508,"3,026","3,091","29,266","1,290","17,242","2,459","39,719","4,837","162,831","1,716","34,096","1,512","65,247",457,710,812,"7,956","1,398","56,581",749,"23,762",622,"19,052",700,"13,767",187,"12,518",175,"6,975",158,"5,543","2,349","10,351",187,898,145,"2,787",1,x,6,x,3,95,176
470912078,47,9,12,78,4712078,BATTLE RIVER NO. 438,166,47,x,14,x,37,x,29,x,16,262,4,x,7,x,0,0,78,"6,208",45,136,71,"2,560",18,199,61,"2,361",55,745,8,31,39,306,24,408,37,630,66,"2,137",31,"1,029",24,"1,704",13,18,19,238,22,"1,448",14,432,11,514,15,502,2,x,2,x,2,x,48,247,2,x,2,x,1,x,0,0,0,0,1
470913079,47,9,13,79,4713079,MANITOU LAKE NO. 442,163,44,x,19,x,34,x,36,x,10,x,7,29,4,16,1,x,119,"15,740",110,466,112,"7,098",17,720,105,"6,378",94,"1,578",11,163,83,996,21,419,37,580,108,"6,018",41,"1,003",18,x,9,x,9,x,18,x,12,x,7,x,12,x,2,x,1,x,2,x,60,169,2,x,1,x,0,0,0,0,0,0,1
470913092,47,9,13,92,4713092,HILLSDALE NO. 440,165,47,"31,031",16,x,35,x,31,x,16,216,6,x,3,x,2,x,111,"12,826",88,337,106,"5,562",20,571,95,"4,991",87,"1,099",5,x,72,858,24,x,53,"1,009",103,"4,819",37,804,21,"2,725",5,17,7,286,21,"2,422",14,712,10,772,9,938,0,0,0,0,0,0,48,267,1,x,3,x,0,0,0,0,0,0,4
470913096,47,9,13,96,4713096,CUT KNIFE NO. 439,156,39,x,16,x,19,x,31,x,12,162,6,x,3,x,0,0,80,"7,451",62,186,71,"2,806",12,74,65,"2,732",54,922,10,54,38,429,20,439,39,938,71,"2,599",41,"1,182",8,x,3,x,3,x,6,x,2,x,3,x,2,x,1,x,1,x,1,x,36,194,1,x,0,0,0,0,0,0,0,0,1
470914077,47,9,14,77,4714077,TORCH RIVER NO. 488,584,152,"14,764",56,"2,817",108,"3,604",119,"8,343",42,434,22,129,14,x,7,68,173,"5,997",97,147,167,"2,649",55,x,138,x,116,677,21,65,86,451,28,161,65,360,157,"2,164",62,x,52,"1,523",14,21,29,177,45,"1,325",29,638,23,402,18,285,8,99,8,51,7,48,76,299,10,53,8,26,0,0,0,0,0,0,14
470915061,47,9,15,61,4715061,DUCK LAKE NO. 463,164,44,x,12,x,37,x,28,x,11,x,6,62,5,x,0,0,118,"9,915",81,191,108,"4,099",28,427,95,"3,672",90,"1,340",18,162,63,599,40,579,59,864,104,"3,421",36,828,31,"2,962",9,16,16,310,28,"2,636",16,"1,038",13,844,19,754,7,155,6,68,7,87,55,283,6,37,2,x,0,0,0,0,0,0,4
470915064,47,9,15,64,4715064,PRINCE ALBERT NO. 461,427,143,"26,201",59,"5,333",104,"13,303",109,"7,565",56,552,23,221,6,x,2,x,231,"13,075",143,337,216,"5,264",64,806,181,"4,458",173,"1,623",33,262,124,968,55,393,116,"1,273",208,"4,578",113,"1,668",49,"3,733",16,52,31,405,47,"3,276",25,"1,150",23,"1,190",30,936,9,284,8,116,8,168,94,328,13,47,5,12,0,0,0,0,0,0,13
470915066,47,9,15,66,4715066,PRINCE ALBERT,19,3,x,2,x,3,x,1,x,2,x,1,x,1,x,0,0,2,x,2,x,2,x,0,0,2,x,2,x,0,0,2,x,1,x,2,x,2,x,2,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
470915079,47,9,15,79,4715079,GARDEN RIVER NO. 490,255,97,"9,148",38,"2,020",75,"2,463",73,"4,665",23,139,8,x,7,x,0,0,121,x,82,x,117,x,35,231,94,x,88,x,13,32,63,x,28,x,59,x,112,x,50,458,41,895,7,9,16,76,40,810,16,258,13,344,25,208,2,x,2,x,0,0,21,35,2,x,0,0,0,0,0,0,0,0,1
470915094,47,9,15,94,4715094,BUCKLAND NO. 491,317,99,"60,078",36,x,67,x,72,x,29,284,17,99,21,153,3,33,173,"9,471",102,171,165,"4,129",36,643,148,"3,486",113,"1,043",22,123,81,575,42,345,87,747,161,"3,381",62,838,47,"1,827",16,23,23,206,44,"1,598",19,628,20,625,25,345,4,155,4,104,4,51,61,298,14,46,10,50,0,0,0,0,1,x,5
470915099,47,9,15,99,4715099,PADDOCKWOOD NO. 520,210,85,"6,248",29,"1,530",58,"1,503",61,"3,215",18,148,15,76,20,108,1,x,99,"4,782",66,88,95,"2,015",25,161,81,"1,854",72,494,9,40,50,279,27,175,49,526,90,"1,659",33,416,30,641,7,10,14,71,29,560,17,263,9,151,17,146,3,x,2,x,3,x,37,180,2,x,3,x,0,0,0,0,0,0,6
470916005,47,9,16,5,4716005,MAYFIELD NO. 406,171,46,"4,593",19,"1,053",33,"1,188",34,"2,352",11,x,5,14,4,x,0,0,99,"6,484",71,117,97,"2,672",16,227,90,"2,445",78,801,8,17,63,441,34,343,47,499,92,"2,395",34,475,16,328,5,7,9,72,14,249,8,x,3,x,9,85,0,0,0,0,0,0,39,115,4,14,0,0,0,0,0,0,0,0,3
470916008,47,9,16,8,4716008,GREAT BEND NO. 405,220,58,"8,347",21,"1,325",36,"4,072",37,"2,950",16,126,6,28,12,90,0,0,134,"12,440",89,308,121,"4,292",28,557,107,"3,735",105,"1,816",9,45,73,807,60,964,102,"2,604",114,"3,420",86,"2,880",36,"3,978",12,20,13,277,35,"3,681",18,"1,005",19,"1,519",17,"1,157",5,948,4,405,4,543,38,186,2,x,3,5,0,0,0,0,0,0,1
470916013,47,9,16,13,4716013,BLAINE LAKE NO. 434,249,67,"7,118",28,"1,740",52,"2,079",45,"3,299",16,132,7,25,10,86,1,x,103,"5,883",79,119,99,"2,536",25,161,89,"2,375",79,615,12,44,59,350,27,221,52,461,95,"2,152",41,599,43,"3,507",16,34,22,401,42,"3,072",27,"1,262",21,"1,066",25,744,8,x,8,x,6,x,39,133,4,7,0,0,0,0,0,0,0,0,2
470916018,47,9,16,18,4716018,REDBERRY NO. 435,289,126,"13,379",57,"2,827",90,"2,306",104,"8,246",30,267,21,180,25,209,2,x,138,"7,155",117,165,136,"3,315",41,296,125,"3,019",95,585,21,69,74,340,23,176,51,487,126,"2,603",31,419,65,930,15,18,28,116,63,796,33,410,25,310,27,76,4,312,4,x,4,x,34,100,3,10,2,x,0,0,0,0,0,0,2
470916023,47,9,16,23,4716023,DOUGLAS NO. 436,229,74,"8,208",37,"1,900",55,"1,799",59,"4,509",15,178,11,59,5,x,0,0,118,"7,433",76,129,109,"3,008",22,184,101,"2,824",88,898,12,116,60,373,42,409,54,800,106,"2,598",46,831,23,"1,044",4,7,7,99,22,938,10,303,9,411,13,224,2,x,2,x,2,x,33,118,2,x,4,15,0,0,0,0,0,0,1
470916028,47,9,16,28,4716028,NORTH BATTLEFORD NO. 437,262,60,"5,871",29,"1,281",45,"2,937",38,"1,653",22,343,13,118,11,109,3,x,79,"4,163",51,93,71,"1,736",22,414,56,"1,322",52,494,8,42,39,291,17,161,36,288,71,"1,552",27,324,13,542,3,x,4,x,11,476,2,x,5,x,8,x,2,x,2,x,2,x,37,120,2,x,4,48,0,0,0,0,0,0,2
470916033,47,9,16,33,4716033,ROUND HILL NO. 467,176,56,"4,365",25,734,45,"1,065",46,"2,566",14,x,11,42,11,72,1,x,112,"6,668",86,172,108,"2,908",23,225,95,"2,683",76,669,6,42,58,468,25,159,50,352,102,"2,567",36,313,35,"1,027",10,11,20,68,33,948,16,290,7,59,19,599,1,x,0,0,1,x,42,167,0,0,2,x,0,0,0,0,0,0,0
470916038,47,9,16,38,4716038,MEETING LAKE NO. 466,185,87,"6,295",26,"1,106",62,"1,833",65,"3,356",22,274,16,105,12,x,4,15,115,"10,186",93,179,113,"4,403",35,366,98,"4,037",93,"1,125",22,92,70,467,32,566,57,853,108,"3,626",29,963,44,644,9,15,24,95,38,534,21,327,11,97,18,110,9,172,8,91,9,81,65,287,8,38,8,48,0,0,0,0,0,0,4
470916041,47,9,16,41,4716041,LEASK NO. 464,287,101,"15,685",46,"3,916",68,"6,030",71,"5,739",30,272,8,189,10,x,2,x,194,"17,868",152,397,189,"7,374",38,597,166,"6,777",142,"2,230",17,214,111,"1,171",46,845,83,"1,988",182,"5,879",59,"2,079",68,"4,087",28,43,46,738,64,"3,306",32,"1,902",31,905,24,499,6,228,5,120,5,108,58,186,0,0,4,5,0,0,0,0,0,0,6
470916046,47,9,16,46,4716046,SHELLBROOK NO. 493,355,116,"9,038",36,"1,697",80,"2,392",80,"4,949",31,241,12,56,6,x,2,x,183,"10,709",131,257,175,"4,521",38,263,159,"4,258",127,"1,077",15,63,103,668,40,346,83,901,171,"3,953",70,"1,165",53,"2,100",14,18,29,215,52,"1,867",35,852,30,720,20,295,6,141,6,88,4,53,81,261,3,6,3,x,0,0,0,0,0,0,14
470916051,47,9,16,51,4716051,CANWOOD NO. 494,543,175,"13,879",60,"3,122",132,"4,201",110,"6,556",28,168,11,63,10,98,1,x,327,"21,184",217,361,302,"8,563",69,538,271,"8,025",239,"2,757",37,226,176,"1,512",88,"1,019",159,"2,083",291,"7,420",107,"1,835",97,"3,302",27,36,52,450,83,"2,816",35,"1,357",39,847,41,612,11,206,10,140,6,66,112,457,7,18,4,14,0,0,0,0,0,0,16
470916056,47,9,16,56,4716056,SPIRITWOOD NO. 496,466,197,"15,496",66,"2,955",157,"4,314",137,"8,227",46,472,24,163,24,190,3,x,309,"33,968",253,659,292,"14,450",77,859,266,"13,591",230,"3,520",28,189,180,"1,638",78,"1,693",134,"2,752",283,"12,587",86,"1,653",137,"3,311",37,43,80,493,123,"2,775",64,"1,468",52,871,66,436,15,"2,233",15,"1,121",14,"1,112",175,709,14,104,9,22,0,0,0,0,0,0,11
470916062,47,9,16,62,4716062,MEDSTEAD NO. 497,202,74,"4,721",22,912,58,"1,713",51,"2,096",11,x,3,x,6,x,2,x,145,"11,014",113,205,143,"4,955",34,368,134,"4,587",110,910,14,75,93,609,27,226,59,525,138,"4,419",38,396,41,"1,661",11,14,26,162,38,"1,485",19,594,19,590,22,301,4,x,4,26,2,x,62,187,5,31,1,x,0,0,0,0,0,0,3
470916075,47,9,16,75,4716075,BIG RIVER NO. 555,100,31,"2,103",10,289,25,614,22,"1,200",7,x,6,60,3,x,0,0,68,"5,567",59,95,67,"2,400",14,135,64,"2,265",53,620,6,31,46,370,12,219,32,497,64,"1,955",10,216,21,183,4,x,12,x,17,151,8,107,3,x,8,x,4,124,4,x,3,x,44,195,3,28,2,x,0,0,1,x,0,0,5
470917001,47,9,17,1,4717001,MEOTA NO. 468,217,62,"6,687",22,"1,019",38,"1,806",50,"3,862",15,94,12,81,9,87,0,0,119,"8,813",80,244,116,"4,060",12,98,112,"3,962",86,699,7,14,75,505,20,180,42,276,109,"3,534",36,435,17,956,4,4,11,68,14,884,10,332,6,315,8,237,3,31,3,13,3,18,47,194,5,35,8,x,0,0,0,0,0,0,6
470917008,47,9,17,8,4717008,TURTLE RIVER NO. 469,144,43,"3,694",14,643,37,"1,050",33,"2,001",17,137,11,140,7,49,1,x,93,"8,473",77,271,89,"3,805",20,382,78,"3,423",65,712,10,80,54,464,16,168,37,248,89,"3,437",25,477,22,859,10,14,12,127,19,718,7,247,13,283,7,188,4,97,4,55,4,42,38,155,5,18,3,x,0,0,0,0,0,0,3
470917013,47,9,17,13,4717013,PAYNTON NO. 470,97,31,"3,372",16,721,23,913,24,"1,738",10,121,3,x,2,x,0,0,58,"6,988",36,151,56,"2,941",11,33,52,"2,908",41,747,2,x,31,451,18,x,24,497,53,"2,652",24,390,13,232,3,3,6,23,12,206,6,73,3,x,7,x,2,x,1,x,2,x,29,194,0,0,0,0,0,0,0,0,0,0,0
470917017,47,9,17,17,4717017,ELDON NO. 471,221,80,"8,756",26,988,56,"3,620",63,"4,148",22,185,17,83,13,110,1,x,109,"9,729",92,468,106,"4,138",11,116,103,"4,022",82,"1,148",5,36,73,805,25,307,45,322,100,"3,653",33,442,24,660,10,10,17,93,21,557,11,335,12,143,11,79,1,x,1,x,0,0,61,289,3,x,2,x,0,0,0,0,0,0,8
470917022,47,9,17,22,4717022,WILTON NO. 472,287,63,"6,293",26,"1,340",51,"1,768",45,"3,185",27,222,6,x,5,x,1,x,101,"7,785",63,247,86,"3,123",20,174,77,"2,949",73,"1,130",10,45,58,617,28,468,53,618,80,"2,667",43,977,27,"2,021",11,16,15,252,24,"1,753",15,647,15,655,8,451,3,x,3,x,3,x,64,385,3,x,3,x,0,0,0,0,0,0,3
470917028,47,9,17,28,4717028,BRITANNIA NO. 502,229,86,"6,722",34,"1,136",65,"2,300",59,"3,286",22,271,13,99,14,109,6,33,169,"17,108",129,408,155,"6,639",30,379,140,"6,260",127,"2,143",11,97,98,"1,183",50,863,87,"2,031",148,"5,887",67,"1,792",29,780,7,8,14,63,28,709,15,349,12,202,10,158,8,727,8,431,8,296,93,429,1,x,8,x,0,0,0,0,0,0,6
470917032,47,9,17,32,4717032,FRENCHMAN BUTTE NO. 501,313,166,"24,388",75,"5,964",124,"8,217",124,"10,207",49,514,27,294,13,67,0,0,244,"33,810",198,661,240,"14,282",62,551,215,"13,731",190,"3,436",28,137,155,"2,044",63,"1,255",104,"3,191",228,"12,240",58,"1,857",72,"3,050",20,38,40,356,66,"2,656",34,"1,077",22,"1,029",31,550,11,701,11,375,9,326,152,889,7,29,14,x,0,0,0,0,0,0,5
470917038,47,9,17,38,4717038,MERVIN NO. 499,190,65,"5,253",16,713,40,"1,119",52,"3,421",17,179,15,120,10,69,1,x,128,"12,620",93,247,124,"5,392",18,213,120,"5,179",99,"1,209",9,44,81,753,35,412,72,"1,056",121,"4,716",43,"1,192",30,"3,455",13,20,20,299,29,"3,136",22,901,14,"1,341",14,894,3,844,3,404,3,440,71,328,5,20,3,x,0,0,0,0,0,0,3
470917043,47,9,17,43,4717043,GREENFIELD NO. 529,119,46,"4,230",30,"1,123",33,"1,013",37,"2,094",8,94,10,63,9,54,2,x,69,"4,924",48,76,67,"2,183",18,162,59,"2,021",56,521,7,x,46,356,21,x,26,273,65,"1,871",17,319,28,367,6,7,12,54,24,306,9,154,12,x,7,x,6,194,6,100,6,94,35,156,4,38,3,x,0,0,0,0,0,0,2
470917047,47,9,17,47,4717047,PARKDALE NO. 498,203,67,"6,091",24,"1,186",43,"1,356",48,"3,549",17,183,6,32,6,47,1,x,138,"12,874",108,196,132,"5,346",23,355,122,"4,991",107,"1,159",9,56,89,696,29,407,76,"1,550",126,"4,623",35,783,35,"2,022",9,16,12,328,35,"1,678",15,929,10,337,25,412,5,177,4,84,5,93,44,158,5,19,3,x,0,0,0,0,0,0,1
470917054,47,9,17,54,4717054,MEADOW LAKE NO. 588,440,209,"21,358",93,"5,335",146,"5,399",168,"10,624",61,672,41,244,28,225,3,x,297,"26,147",234,507,286,"11,482",62,609,254,"10,873",226,"2,509",31,158,189,"1,891",55,460,127,"2,090",267,"9,559",58,645,90,"1,426",23,31,44,188,83,"1,207",44,634,34,358,35,215,11,265,11,145,8,120,159,858,28,126,9,x,0,0,0,0,0,0,9
470917056,47,9,17,56,4717056,LOON LAKE NO. 561,238,116,"13,953",52,"3,739",93,"4,023",89,"6,191",25,298,18,93,15,69,2,x,168,"20,875",141,399,157,"8,658",28,135,148,"8,523",123,"2,424",7,21,110,"1,800",29,603,66,"1,854",153,"7,540",31,597,55,"2,139",21,28,31,344,51,"1,767",30,"1,151",31,448,21,168,9,302,9,180,7,122,80,410,5,19,4,x,0,0,0,0,0,0,6
