AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NTOTWHT,TOTWHT,ETOTWHT,NWHTWIN,WHTWIN,EWHTWIN,NWHTSPG,WHTSPG,EWHTSPG,NWHTDUR,WHTDUR,EWHTDUR,NWHTUTL,WHTUTL,EWHTUTL,NOATS,OATS,EOATS,NBARLEY,BARLEY,EBARLEY,NMXDGRN,MXDGRN,EMXDGRN,NCORNGR,CORNGR,ECORNGR,NTOTRYE,TOTRYE,ETOTRYE,NRYEFAL,RYEFAL,ERYEFAL,NRYESPG,RYESPG,ERYESPG,NBUCWHT,BUCWHT,EBUCWHT,NCORNEN,CORNEN,ECORNEN,NTAMHAY,TAMHAY,ETAMHAY,NALFALFA,ALFALFA,EALFALFA,NOTTAME,OTTAME,EOTTAME,NFDOATS,FDOATS,EFDOATS,NFCROPS,FCROPS,EFCROPS,NCANOLA,CANOLA,ECANOLA,NFLAXSD,FLAXSD,EFLAXSD,NSOYBNS,SOYBNS,ESOYBNS,NSUNFLS,SUNFLS,ESUNFLS,NPOTATS,POTATS,EPOTATS,NMUSTSD,MUSTSD,EMUSTSD,NDFPEAS,DFPEAS,EDFPEAS,NTOBACO,TOBACO,ETOBACO,NTOTDRBN,TOTDRBN,ETOTDRBN,NSUGARB,SUGARB,ESUGARB,NTOOFLD,TOOFLD,ETOOFLD,NCANRSD,CANRSD,ECANRSD,NFABBNS,FABBNS,EFABBNS,NLENTIL,LENTIL,ELENTIL,NMILLET,MILLET,EMILLET,NRTCROP,RTCROP,ERTCROP,NSAFFWR,SAFFWR,ESAFFWR,NSODGRN,SODGRN,ESODGRN,NSORGHM,SORGHM,ESORGHM,NTRITIC,TRITIC,ETRITIC,NOFIELD,OFIELD,EOFIELD
460902025,46,9,2,25,4602025,FRANKLIN,314,183,"48,879","19,781",4,269,109,155,"37,738","15,272",41,"5,105","2,066",37,"5,767","2,334",110,"6,018","2,435",152,"20,524","8,306",31,"1,545",625,32,"4,110","1,663",19,"1,268",513,18,"1,263",511,1,5,2,70,"6,374","2,579",33,"1,624",657,165,"15,149","6,131",151,"12,163","4,922",47,"2,986","1,208",20,658,266,8,348,141,33,"4,209","1,703",72,"8,459","3,423",5,312,126,48,"7,484","3,029",1,5,2,2,360,146,22,"2,192",887,0,0,0,1,93,38,13,"1,038",420,45,"7,566","3,062",19,"5,378","2,176",14,"1,112",450,6,410,166,9,306,124,0,0,0,0,0,0,0,0,0,0,0,0,2,360,146,0,0,0
460902032,46,9,2,32,4602032,DE SALABERRY,276,160,"45,869","18,563",2,100,40,128,"32,853","13,295",40,"7,121","2,882",34,"5,795","2,345",47,"2,670","1,081",141,"20,990","8,494",17,"1,142",462,8,"1,870",757,15,"1,023",414,15,"1,023",414,0,0,0,14,829,335,17,870,352,135,"12,278","4,969",121,"10,271","4,157",27,"2,007",812,9,332,134,4,192,78,18,"2,619","1,060",71,"7,784","3,150",1,40,16,25,"5,376","2,176",2,141,57,0,0,0,17,"1,669",675,0,0,0,1,85,34,4,290,117,31,"2,805","1,135",24,"2,185",884,4,255,103,1,70,28,5,215,87,1,80,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460902041,46,9,2,41,4602041,HANOVER,627,159,"23,634","9,564",1,55,22,127,"18,139","7,341",4,262,106,43,"5,178","2,095",85,"3,446","1,395",246,"33,830","13,691",70,"5,927","2,399",19,"1,675",678,5,430,174,5,430,174,0,0,0,18,"1,250",506,47,"2,337",946,313,"21,972","8,892",289,"19,714","7,978",56,"2,258",914,45,"1,430",579,30,"1,675",678,19,"1,300",526,9,452,183,1,25,10,10,825,334,2,226,91,0,0,0,3,205,83,0,0,0,0,0,0,31,"2,541","1,028",15,576,233,0,0,0,1,60,24,1,60,24,6,135,55,0,0,0,0,0,0,0,0,0,8,235,95,2,86,35,0,0,0
460902053,46,9,2,53,4602053,LA BROQUERIE,136,15,833,337,0,0,0,9,504,204,1,160,65,5,169,68,44,"5,196","2,103",49,"11,851","4,796",32,"3,072","1,243",14,"2,760","1,117",14,"2,128",861,14,"2,128",861,0,0,0,13,"1,509",611,18,777,314,91,"11,392","4,610",78,"7,996","3,236",30,"3,396","1,374",13,558,226,7,322,130,14,"2,511","1,016",6,557,225,1,15,6,10,"1,350",546,1,1,0,0,0,0,1,50,20,0,0,0,0,0,0,0,0,0,5,195,79,0,0,0,0,0,0,1,40,16,1,40,16,0,0,0,0,0,0,0,0,0,3,115,47,0,0,0,0,0,0
460902057,46,9,2,57,4602057,STE. ANNE,220,91,"11,058","4,475",0,0,0,51,"5,256","2,127",6,337,136,47,"5,465","2,212",28,"2,125",860,75,"7,905","3,199",35,"3,028","1,225",12,"1,029",416,1,20,8,1,20,8,0,0,0,0,0,0,20,892,361,98,"10,179","4,119",90,"8,886","3,596",26,"1,293",523,17,470,190,6,170,69,2,77,31,3,93,38,1,11,4,2,162,66,7,127,51,0,0,0,1,40,16,0,0,0,0,0,0,3,250,101,2,15,6,0,0,0,0,0,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2
460902069,46,9,2,69,4602069,TACHE,338,195,"39,227","15,875",1,75,30,170,"33,252","13,457",11,986,399,41,"4,914","1,989",55,"3,401","1,376",126,"16,281","6,589",23,"1,839",744,11,"1,940",785,4,360,146,4,360,146,0,0,0,4,257,104,5,216,87,139,"10,818","4,378",123,"9,021","3,651",30,"1,797",727,20,637,258,4,180,73,7,"1,230",498,46,"2,707","1,095",2,70,28,5,"1,326",537,4,8,3,1,80,32,6,396,160,0,0,0,2,95,38,0,0,0,10,321,130,1,60,24,1,3,1,1,1,0,4,155,63,0,0,0,0,0,0,2,12,5,2,80,32,1,10,4,0,0,0
460902075,46,9,2,75,4602075,RITCHOT,207,148,"44,483","18,002",0,0,0,112,"34,874","14,113",17,"2,675","1,083",42,"6,934","2,806",23,"1,551",628,61,"10,084","4,081",7,913,369,2,"1,175",476,1,130,53,1,130,53,0,0,0,1,119,48,4,195,79,47,"3,677","1,488",40,"3,195","1,293",10,482,195,5,87,35,2,235,95,8,"1,521",616,35,"3,306","1,338",0,0,0,13,"4,429","1,792",8,16,6,0,0,0,2,95,38,0,0,0,0,0,0,4,579,234,5,770,312,0,0,0,2,330,134,0,0,0,0,0,0,0,0,0,0,0,0,1,360,146,1,20,8,1,35,14,1,25,10
460911000,46,9,11,0,4611000,DIVISION NO. 11,172,80,"23,445","9,488",0,0,0,70,"20,209","8,178",9,956,387,15,"2,280",923,20,"1,291",522,46,"6,732","2,724",3,230,93,0,0,0,3,116,47,1,12,5,2,104,42,3,180,73,1,88,36,27,"1,955",791,27,"1,915",775,2,40,16,1,30,12,0,0,0,6,820,332,31,"3,624","1,467",1,10,4,4,560,227,11,78,32,0,0,0,1,85,34,0,0,0,0,0,0,8,791,320,4,165,67,1,60,24,1,93,38,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,9,4
460911040,46,9,11,40,4611040,WINNIPEG,172,80,"23,445","9,488",0,0,0,70,"20,209","8,178",9,956,387,15,"2,280",923,20,"1,291",522,46,"6,732","2,724",3,230,93,0,0,0,3,116,47,1,12,5,2,104,42,3,180,73,1,88,36,27,"1,955",791,27,"1,915",775,2,40,16,1,30,12,0,0,0,6,820,332,31,"3,624","1,467",1,10,4,4,560,227,11,78,32,0,0,0,1,85,34,0,0,0,0,0,0,8,791,320,4,165,67,1,60,24,1,93,38,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,9,4
460912000,46,9,12,0,4612000,DIVISION NO. 12,"1,058",731,"106,729","43,192",5,295,119,651,"91,858","37,174",22,"1,953",790,122,"12,623","5,108",389,"19,025","7,699",372,"38,369","15,527",60,"4,457","1,804",29,"5,289","2,140",17,841,340,15,815,330,2,26,11,38,"2,174",880,19,"1,987",804,502,"31,137","12,601",376,"21,068","8,526",220,"10,069","4,075",55,"1,520",615,16,467,189,36,"4,816","1,949",179,"11,668","4,722",1,50,20,15,"2,782","1,126",19,211,85,4,505,204,27,"1,927",780,0,0,0,11,"1,017",412,0,0,0,44,"3,609","1,461",18,"2,254",912,7,315,127,6,287,116,3,50,20,0,0,0,0,0,0,3,305,123,1,35,14,1,50,20,6,313,127
460912047,46,9,12,47,4612047,SPRINGFIELD,610,383,"62,239","25,187",1,10,4,342,"52,772","21,356",13,"1,066",431,64,"8,391","3,396",192,"9,351","3,784",204,"25,821","10,449",29,"1,778",720,5,"1,383",560,9,601,243,8,595,241,1,6,2,19,725,293,8,"1,285",520,259,"16,762","6,783",203,"12,559","5,082",95,"4,203","1,701",31,898,363,8,225,91,22,"3,553","1,438",97,"6,918","2,800",0,0,0,3,667,270,17,129,52,4,505,204,6,285,115,0,0,0,5,265,107,0,0,0,18,"1,605",650,7,997,403,1,25,10,2,150,61,2,20,8,0,0,0,0,0,0,1,100,40,0,0,0,0,0,0,6,313,127
460912052,46,9,12,52,4612052,BROKENHEAD,448,348,"44,490","18,004",4,285,115,309,"39,086","15,818",9,887,359,58,"4,232","1,713",197,"9,674","3,915",168,"12,548","5,078",31,"2,679","1,084",24,"3,906","1,581",8,240,97,7,220,89,1,20,8,19,"1,449",586,11,702,284,243,"14,375","5,817",173,"8,509","3,443",125,"5,866","2,374",24,622,252,8,242,98,14,"1,263",511,82,"4,750","1,922",1,50,20,12,"2,115",856,2,82,33,0,0,0,21,"1,642",664,0,0,0,6,752,304,0,0,0,26,"2,004",811,11,"1,257",509,6,290,117,4,137,55,1,30,12,0,0,0,0,0,0,2,205,83,1,35,14,1,50,20,0,0,0
461000000,46,10,0,0,4600000,AGRICULTURAL REGION AGRICOLE 10,"1,035",451,"46,541","18,834",30,"1,795",726,372,"37,039","14,989",22,"1,220",494,71,"6,487","2,625",358,"12,919","5,228",281,"20,595","8,334",61,"4,046","1,637",20,928,376,32,"1,444",584,31,"1,409",570,1,35,14,132,"9,104","3,684",27,966,391,724,"72,239","29,234",626,"50,968","20,626",305,"21,271","8,608",81,"2,097",849,19,895,362,74,"6,306","2,552",148,"7,854","3,178",1,49,20,6,874,354,3,3,1,1,40,16,10,"1,415",573,0,0,0,15,735,297,1,21,8,34,"2,634","1,066",9,"1,095",443,5,251,102,0,0,0,4,110,45,0,0,0,0,0,0,4,490,198,2,50,20,9,348,141,3,290,117
461001000,46,10,1,0,4601000,DIVISION NO.  1,"1,035",451,"46,541","18,834",30,"1,795",726,372,"37,039","14,989",22,"1,220",494,71,"6,487","2,625",358,"12,919","5,228",281,"20,595","8,334",61,"4,046","1,637",20,928,376,32,"1,444",584,31,"1,409",570,1,35,14,132,"9,104","3,684",27,966,391,724,"72,239","29,234",626,"50,968","20,626",305,"21,271","8,608",81,"2,097",849,19,895,362,74,"6,306","2,552",148,"7,854","3,178",1,49,20,6,874,354,3,3,1,1,40,16,10,"1,415",573,0,0,0,15,735,297,1,21,8,34,"2,634","1,066",9,"1,095",443,5,251,102,0,0,0,4,110,45,0,0,0,0,0,0,4,490,198,2,50,20,9,348,141,3,290,117
461001035,46,10,1,35,4601035,STUARTBURN,263,25,789,319,0,0,0,20,685,277,3,53,21,5,51,21,115,"4,373","1,770",47,"1,977",800,22,826,334,5,183,74,15,469,190,14,434,176,1,35,14,79,"5,775","2,337",13,562,227,189,"16,566","6,704",153,"9,489","3,840",105,"7,077","2,864",42,"1,081",437,11,513,208,4,193,78,5,147,59,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,94,38,1,50,20,0,0,0,0,0,0,2,40,16,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0
461001039,46,10,1,39,4601039,PINEY,189,66,"7,058","2,856",20,"1,097",444,50,"5,195","2,102",5,482,195,3,284,115,75,"2,840","1,149",44,"3,171","1,283",5,150,61,2,20,8,4,175,71,4,175,71,0,0,0,38,"2,677","1,083",2,50,20,153,"16,566","6,704",135,"11,725","4,745",65,"4,841","1,959",14,375,152,3,70,28,8,875,354,47,"3,053","1,236",0,0,0,3,530,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,356,144,0,0,0,1,30,12,0,0,0,2,70,28,0,0,0,0,0,0,0,0,0,0,0,0,3,256,104,0,0,0
461001043,46,10,1,43,4601043,REYNOLDS,264,144,"13,340","5,399",5,164,66,108,"8,837","3,576",8,389,157,39,"3,950","1,599",75,"2,763","1,118",108,"8,912","3,607",25,"2,737","1,108",13,725,293,4,196,79,4,196,79,0,0,0,5,186,75,11,336,136,179,"17,567","7,109",158,"13,422","5,432",57,"4,145","1,677",14,377,153,3,172,70,33,"2,774","1,123",49,"2,412",976,0,0,0,3,344,139,2,2,1,1,40,16,4,218,88,0,0,0,14,685,277,0,0,0,11,621,251,4,425,172,2,58,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,20,5,88,36,0,0,0
461001057,46,10,1,57,4601057,LAC DU BONNET,197,148,"17,299","7,001",3,444,180,132,"14,535","5,882",4,278,113,20,"2,042",826,65,"1,872",758,48,"3,848","1,557",7,281,114,0,0,0,9,604,244,9,604,244,0,0,0,2,120,49,1,18,7,123,"11,797","4,774",107,"8,091","3,274",54,"3,706","1,500",4,96,39,0,0,0,11,"1,309",530,34,"1,533",620,1,49,20,0,0,0,0,0,0,0,0,0,5,"1,182",478,0,0,0,1,50,20,0,0,0,7,883,357,4,620,251,2,163,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,40
461001071,46,10,1,71,4601071,ALEXANDER,122,68,"8,055","3,260",2,90,36,62,"7,787","3,151",2,18,7,4,160,65,28,"1,071",433,34,"2,687","1,087",2,52,21,0,0,0,0,0,0,0,0,0,0,0,0,8,346,140,0,0,0,80,"9,743","3,943",73,"8,241","3,335",24,"1,502",608,7,168,68,2,140,57,18,"1,155",467,13,709,287,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,0,0,0,0,0,0,1,21,8,6,680,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,490,198,0,0,0,0,0,0,2,190,77
461100000,46,11,0,0,4600000,AGRICULTURAL REGION AGRICOLE 11,"2,052","1,238","191,565","77,524",12,"1,301",526,"1,096","165,379","66,926",37,"3,445","1,394",181,"21,440","8,676",501,"30,686","12,418",867,"136,009","55,041",202,"18,859","7,632",35,"6,728","2,723",18,"1,045",423,17,845,342,1,200,81,21,"1,654",669,33,"2,582","1,045",956,"83,598","33,831",775,"58,890","23,832",330,"24,708","9,999",92,"2,971","1,202",65,"4,094","1,657",152,"22,596","9,144",315,"26,786","10,840",5,230,93,21,"5,514","2,231",61,"1,370",554,26,"2,439",987,19,"1,458",590,0,0,0,1,35,14,3,378,153,75,"8,053","3,259",33,"3,392","1,373",15,"1,281",518,4,230,93,7,350,142,0,0,0,0,0,0,5,"1,451",587,7,218,88,9,608,246,6,523,212
461113000,46,11,13,0,4613000,DIVISION NO. 13,971,651,"89,186","36,092",5,829,335,589,"79,816","32,300",18,"1,349",546,76,"7,192","2,910",183,"6,773","2,741",354,"42,017","17,004",44,"2,344",949,15,"2,799","1,133",16,785,318,16,785,318,0,0,0,13,805,326,13,587,238,406,"32,292","13,068",299,"19,239","7,786",179,"13,053","5,282",21,440,178,15,684,277,84,"12,454","5,040",163,"12,324","4,987",2,90,36,3,"1,425",577,57,689,279,8,718,291,16,"1,193",483,0,0,0,1,35,14,1,93,38,42,"4,537","1,836",21,"2,075",840,7,581,235,1,20,8,0,0,0,0,0,0,0,0,0,3,775,314,3,36,15,6,567,229,5,483,195
461113032,46,11,13,32,4613032,EAST ST. PAUL,35,16,"1,462",592,0,0,0,12,"1,330",538,2,27,11,2,105,42,2,71,29,3,255,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,612,248,6,347,140,4,265,107,0,0,0,0,0,0,0,0,0,1,40,16,0,0,0,0,0,0,8,43,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,5,0,0,0,0,0,0
461113037,46,11,13,37,4613037,WEST ST. PAUL,34,16,"3,181","1,287",0,0,0,15,"3,117","1,261",0,0,0,1,64,26,6,302,122,11,"1,343",543,1,260,105,1,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,456,185,6,438,177,2,18,7,0,0,0,1,20,8,1,25,10,6,496,201,0,0,0,0,0,0,3,3,1,0,0,0,1,10,4,0,0,0,0,0,0,1,93,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461113043,46,11,13,43,4613043,ST. ANDREWS,465,320,"46,916","18,986",0,0,0,290,"41,852","16,937",9,816,330,44,"4,248","1,719",61,"1,778",720,202,"28,951","11,716",21,855,346,3,190,77,9,380,154,9,380,154,0,0,0,2,55,22,7,444,180,194,"17,885","7,238",140,"10,101","4,088",76,"7,784","3,150",10,204,83,5,451,183,73,"11,027","4,462",105,"7,977","3,228",2,90,36,1,215,87,14,174,70,8,718,291,3,199,81,0,0,0,1,35,14,0,0,0,20,"2,301",931,6,540,219,4,171,69,1,20,8,0,0,0,0,0,0,0,0,0,2,700,283,2,23,9,5,407,165,3,440,178
461113056,46,11,13,56,4613056,ST. CLEMENTS,437,299,"37,627","15,227",5,829,335,272,"33,517","13,564",7,506,205,29,"2,775","1,123",114,"4,622","1,870",138,"11,468","4,641",22,"1,229",497,11,"2,590","1,048",7,405,164,7,405,164,0,0,0,11,750,304,6,143,58,197,"13,339","5,398",147,"8,353","3,380",97,"4,986","2,018",11,236,96,9,213,86,10,"1,402",567,51,"3,811","1,542",0,0,0,2,"1,210",490,32,469,190,0,0,0,12,984,398,0,0,0,0,0,0,0,0,0,21,"2,223",900,15,"1,535",621,3,410,166,0,0,0,0,0,0,0,0,0,0,0,0,1,75,30,0,0,0,1,160,65,2,43,17
461114000,46,11,14,0,4614000,DIVISION NO. 14,"1,081",587,"102,379","41,431",7,472,191,507,"85,563","34,626",19,"2,096",848,105,"14,248","5,766",318,"23,913","9,677",513,"93,992","38,037",158,"16,515","6,683",20,"3,929","1,590",2,260,105,1,60,24,1,200,81,8,849,344,20,"1,995",807,550,"51,306","20,763",476,"39,651","16,046",151,"11,655","4,717",71,"2,531","1,024",50,"3,410","1,380",68,"10,142","4,104",152,"14,462","5,853",3,140,57,18,"4,089","1,655",4,681,276,18,"1,721",696,3,265,107,0,0,0,0,0,0,2,285,115,33,"3,516","1,423",12,"1,317",533,8,700,283,3,210,85,7,350,142,0,0,0,0,0,0,2,676,274,4,182,74,3,41,17,1,40,16
461114015,46,11,14,15,4614015,ROSSER,176,136,"39,969","16,175",1,120,49,119,"33,191","13,432",8,"1,266",512,27,"5,392","2,182",46,"5,072","2,053",105,"25,783","10,434",11,"1,143",463,7,752,304,0,0,0,0,0,0,0,0,0,3,253,102,4,255,103,52,"5,854","2,369",42,"4,266","1,726",14,"1,588",643,3,168,68,2,240,97,21,"4,328","1,751",58,"7,604","3,077",1,60,24,9,"2,419",979,0,0,0,1,30,12,2,105,42,0,0,0,0,0,0,0,0,0,8,"1,888",764,4,657,266,5,555,225,0,0,0,0,0,0,0,0,0,0,0,0,2,676,274,0,0,0,0,0,0,0,0,0
461114031,46,11,14,31,4614031,WOODLANDS,310,147,"21,029","8,510",1,7,3,124,"16,908","6,842",6,460,186,28,"3,654","1,479",101,"7,900","3,197",168,"33,431","13,529",60,"6,728","2,723",5,"1,047",424,1,200,81,0,0,0,1,200,81,3,510,206,9,915,370,172,"17,192","6,957",162,"15,861","6,419",30,"1,331",539,26,"1,031",417,18,"1,413",572,10,"1,550",627,37,"2,896","1,172",2,80,32,8,"1,405",569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,16,8,621,251,2,125,51,2,115,47,1,100,40,3,120,49,0,0,0,0,0,0,0,0,0,3,155,63,1,6,2,0,0,0
461114036,46,11,14,36,4614036,ROCKWOOD,595,304,"41,381","16,746",5,345,140,264,"35,464","14,352",5,370,150,50,"5,202","2,105",171,"10,941","4,428",240,"34,778","14,074",87,"8,644","3,498",8,"2,130",862,1,60,24,1,60,24,0,0,0,2,86,35,7,825,334,326,"28,260","11,436",272,"19,524","7,901",107,"8,736","3,535",42,"1,332",539,30,"1,757",711,37,"4,264","1,726",57,"3,962","1,603",0,0,0,1,265,107,4,681,276,17,"1,691",684,1,160,65,0,0,0,0,0,0,1,245,99,17,"1,007",408,6,535,217,1,30,12,2,110,45,4,230,93,0,0,0,0,0,0,0,0,0,1,27,11,2,35,14,1,40,16
461200000,46,12,0,0,4600000,AGRICULTURAL REGION AGRICOLE 12,"2,460","1,097","119,928","48,533",8,215,87,957,"102,474","41,470",30,"2,301",931,165,"14,938","6,045",669,"28,278","11,444",976,"113,856","46,076",215,"13,507","5,466",6,600,243,26,"1,655",670,25,"1,575",637,1,80,32,31,"1,691",684,11,194,79,"1,588","228,602","92,512","1,260","154,060","62,346",735,"74,542","30,166",196,"8,545","3,458",157,"25,369","10,266",306,"28,013","11,336",347,"18,924","7,658",2,45,18,0,0,0,8,40,16,11,"1,089",441,7,542,219,0,0,0,0,0,0,0,0,0,94,"7,772","3,145",52,"4,660","1,886",6,347,140,29,"1,348",546,11,211,85,0,0,0,0,0,0,0,0,0,0,0,0,2,89,36,11,"1,117",452
461218000,46,12,18,0,4618000,DIVISION NO. 18,"2,115",962,"101,047","40,892",7,175,71,835,"85,026","34,409",27,"2,123",859,155,"13,723","5,554",591,"24,775","10,026",833,"95,408","38,610",210,"13,188","5,337",6,600,243,26,"1,655",670,25,"1,575",637,1,80,32,31,"1,691",684,9,169,68,"1,399","201,693","81,622","1,110","133,771","54,135",671,"67,922","27,487",161,"6,320","2,558",134,"22,682","9,179",238,"21,097","8,538",321,"16,916","6,846",2,45,18,0,0,0,2,2,1,11,"1,089",441,6,487,197,0,0,0,0,0,0,0,0,0,89,"7,325","2,964",51,"4,500","1,821",6,347,140,29,"1,348",546,10,176,71,0,0,0,0,0,0,0,0,0,0,0,0,2,89,36,8,865,350
461218031,46,12,18,31,4618031,GIMLI,154,79,"8,159","3,302",1,7,3,66,"6,569","2,658",2,70,28,14,"1,513",612,45,"1,306",529,57,"3,838","1,553",13,585,237,1,20,8,3,380,154,2,300,121,1,80,32,5,302,122,1,12,5,94,"10,179","4,119",73,"7,120","2,881",48,"3,059","1,238",10,314,127,9,455,184,10,723,293,38,"1,551",628,0,0,0,0,0,0,0,0,0,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,4,295,119,1,65,26,0,0,0,2,155,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,30,0,0,0
461218037,46,12,18,37,4618037,ARMSTRONG,359,93,"5,149","2,084",0,0,0,72,"4,161","1,684",6,444,180,16,544,220,96,"3,328","1,347",71,"3,838","1,553",48,"2,155",872,0,0,0,1,25,10,1,25,10,0,0,0,4,242,98,0,0,0,250,"29,299","11,857",205,"19,616","7,938",129,"9,683","3,919",37,"1,153",467,23,"2,871","1,162",9,618,250,26,741,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,318,129,5,228,92,0,0,0,2,65,26,1,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461218040,46,12,18,40,4618040,ST. LAURENT,69,12,775,314,0,0,0,12,775,314,0,0,0,0,0,0,8,500,202,12,797,323,13,542,219,0,0,0,1,100,40,1,100,40,0,0,0,0,0,0,0,0,0,37,"5,985","2,422",33,"4,811","1,947",7,"1,174",475,2,230,93,5,110,45,0,0,0,5,339,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,8,0,0,0,0,0,0,0,0,0,1,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461218044,46,12,18,44,4618044,COLDWELL,153,41,"3,973","1,608",1,40,16,35,"3,554","1,438",1,100,40,5,279,113,43,"2,719","1,100",42,"3,964","1,604",34,"2,823","1,142",1,230,93,1,8,3,1,8,3,0,0,0,0,0,0,0,0,0,105,"14,411","5,832",98,"12,378","5,009",16,"2,033",823,27,"1,097",444,15,"5,126","2,074",3,870,352,5,410,166,0,0,0,0,0,0,1,1,0,0,0,0,1,150,61,0,0,0,0,0,0,0,0,0,3,30,12,0,0,0,0,0,0,0,0,0,3,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461218052,46,12,18,52,4618052,ERIKSDALE,128,47,"3,661","1,482",0,0,0,43,"3,272","1,324",1,22,9,6,367,149,27,"1,297",525,48,"4,810","1,947",19,"1,399",566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"11,952","4,837",64,"8,614","3,486",26,"3,338","1,351",12,294,119,6,"1,382",559,7,225,91,8,216,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,22,0,0,0,0,0,0,0,0,0,3,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461218057,46,12,18,57,4618057,SIGLUNES,162,33,"1,814",734,0,0,0,29,"1,747",707,2,33,13,2,34,14,56,"2,723","1,102",36,"1,745",706,11,455,184,0,0,0,0,0,0,0,0,0,0,0,0,2,175,71,0,0,0,108,"19,863","8,038",99,"16,919","6,847",23,"2,944","1,191",19,960,388,42,"10,327","4,179",3,240,97,3,320,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461218060,46,12,18,60,4618060,GRAHAMDALE,252,96,"6,779","2,743",2,82,33,83,"6,005","2,430",3,155,63,14,537,217,105,"4,021","1,627",80,"5,876","2,378",11,717,290,0,0,0,3,60,24,3,60,24,0,0,0,3,147,59,2,29,12,187,"41,599","16,835",164,"33,881","13,711",59,"7,718","3,123",20,"1,044",422,7,"1,325",536,5,344,139,19,615,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,1,4,2,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461218068,46,12,18,68,4618068,FISHER,383,247,"29,639","11,994",0,0,0,225,"26,313","10,648",4,300,121,32,"3,026","1,225",119,"4,992","2,020",183,"21,356","8,642",24,"1,657",671,3,330,134,14,948,384,14,948,384,0,0,0,13,675,273,2,75,30,266,"39,356","15,927",182,"16,597","6,717",184,"22,759","9,210",15,579,234,14,586,237,94,"8,171","3,307",85,"4,264","1,726",0,0,0,0,0,0,1,1,0,4,410,166,1,22,9,0,0,0,0,0,0,0,0,0,16,"1,296",524,5,290,117,2,122,49,9,440,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,6,2,430,174
461218071,46,12,18,71,4618071,BIFROST,455,314,"41,098","16,632",3,46,19,270,"32,630","13,205",8,999,404,66,"7,423","3,004",92,"3,889","1,574",304,"49,184","19,904",37,"2,855","1,155",1,20,8,3,134,54,3,134,54,0,0,0,4,150,61,4,53,21,276,"29,049","11,756",192,"13,835","5,599",179,"15,214","6,157",19,649,263,13,500,202,107,"9,906","4,009",132,"8,460","3,424",2,45,18,0,0,0,0,0,0,6,659,267,4,315,127,0,0,0,0,0,0,0,0,0,53,"5,301","2,145",39,"3,913","1,584",4,225,91,16,688,278,1,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,435,176
